,Porygon-Z,Mandibuzz,Swoobat,Bronzong,Volcarona,Accelgor,Raichu-Alola,Roserade,Toxicroak,Spiritomb,Stoutland,Archeops,Snorlax,Uxie,Swellow,Ambipom,Hitmonlee,Mimikyu,Poliwrath,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Carbink,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Corsola,Toxapex,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Minior,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Heliolisk,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Azelf,Klefki,Togekiss,Gyarados-Mega,Crabominable,Slurpuff,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Eelektross,Glalie-Mega,Glaceon,Leafeon,Porygon2,Crawdaunt,Steelix-Mega,Mamoswine,Goodra,Dusknoir,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Skuntank,Blissey,Politoed,Nidoking,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Shiinotic,Pinsir-Mega,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Lanturn,Virizion,Musharna,Blacephalon,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Pinsir,Umbreon,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Tyrantrum,Rhyperior,Palossand,Togedemaru,Quagsire,Florges,Rhydon,Masquerain,Ninetales,Golem,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Donphan,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Rotom-Mow,Alomomola,Klinklang,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Drapion,Torkoal,Venomoth,Swampert-Mega,Victreebel,Smeargle,Comfey,Sharpedo,Magneton,Banette-Mega,Tentacruel,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Typhlosion,Primarina,Necrozma,Dodrio,Electivire,Suicune,Scizor,Metagross,Sceptile-Mega,Zapdos,Excadrill,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Noivern,Registeel,Qwilfish,Empoleon,Xatu,Nihilego,Heracross-Mega,Beartic,Froslass,Charizard,Sylveon,Forretress,Trevenant,Pikachu,Zoroark,Salazzle,Jynx,Shuckle,Tropius,Muk-Alola,Galvantula,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Bruxish,Lilligant,Clefable,Sigilyph,Jellicent,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Pachirisu,Vanilluxe,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Cradily,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Articuno,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Claydol,Manaphy,Swampert,Zeraora,Skarmory,Yanmega,Crobat,Whimsicott,Volbeat,Kingdra
Buneary,-0.000136277,0.0,0.0,-0.0001455474,0.015262406,0.0,0.0,0.0,0.0,0.0,-3.03203e-05,-5.8016e-06,0.0,-6.09475e-05,0.0,-5.4394e-06,0.0,0.0,0.0,0.0,-0.0017296737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201388636,0.0,0.0,0.0,0.0,0.0,-7.66778e-05,0.0,-0.0068190875,-0.000315402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0069671871,0.0001439615,0.0,0.0,0.0,-0.0182212583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001076207,0.0,-0.0001874776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182461108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035809957,-4.93223e-05,0.0,-0.0004993916,0.0,0.0,-0.0001868898,0.0,0.0,0.0,0.0174567397,0.0,0.0,0.0,-0.0002254965,0.0,-1.64287e-05,0.0,-6.01746e-05,0.0,0.0,-1.80403e-05,0.0,0.0,0.0,0.0,-0.0003683959,0.0,0.0,0.0,0.0,-0.0030849987,0.0,0.0,0.0,-0.0002078665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011826075,0.0,0.0,0.0,-0.0010740188,0.0,-1.64181e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011719718,0.0,-0.0030644044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.26685e-05,0.0,0.0,0.0,-1.09353e-05,0.0,0.0,-3.69175e-05,0.0,-1.33974e-05,0.0,-2.18874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.01711e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9998e-06,0.0,0.0,-0.0036858621,-0.0003431614,-0.0001777273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001402246,0.0,0.0,0.0,0.0,0.0,0.0,-2.3574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.61139e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025292,0.0,-0.0002021634,0.0,0.0,0.0,-0.0054820332,0.0,0.0,-0.0004584187,-0.0010314219,-0.0002613804,0.0,0.0,-0.0026965868,0.0,0.0,-6.8123e-06,0.0,-1.47262e-05,0.0,8.38763e-05,0.0,0.0,0.0,0.0,-3.7432e-05,-6.28575e-05,0.0,-1.78135e-05,0.0,0.0,0.0,-0.0001521153,0.0,0.0,0.0,0.0,0.0,-5.28023e-05,0.0,0.0,-0.0041438692,0.0,0.0,0.0,0.0,-0.0003779636,-3.03566e-05,0.0,-1.71104e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.90775e-05,0.0,0.0178413301,0.0,0.0190628355,0.0,0.0150928455,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010058546,0.0,0.0,0.0,-2.90085e-05,0.0,0.0,0.0,0.0
Swellow,-0.035488789,-0.0339494946,0.1622357645,-0.0517009373,-0.8037131161,-0.0063860238,0.0107575718,-0.0158008707,-0.0049683886,-0.0021860148,-0.0107702915,-0.0016608232,-0.0019571663,1.4166427253,0.0,0.0092270427,0.1418832005,-0.2087563869,-0.003368175,0.050194939,3.9663864725,-0.066500317,-0.9788921884,-0.1293882089,-0.1595291162,-0.0410874188,-0.6607816654,-0.0022316557,7.8898947392,4.8215997145,-0.8309612344,-0.0229771247,-0.0040204824,-1.0542278961,0.0296457195,-0.0188927822,-0.992537752,-2.4009493285,-0.1119763005,-0.0032997882,-0.0071431991,-0.3377078998,-0.0029661541,-0.0045773848,0.0028114516,9.2801902231,-0.0272620381,-0.1358005487,0.0,-2.1525039845,-0.0497434096,-0.0028463455,-0.0657163746,0.0,-1.0211063438,-0.0018382302,0.0339081711,-0.0573047768,-0.0117436581,-0.0081741849,-0.6218361119,-0.0028919061,-0.5114064986,0.0099107995,-0.0923330108,-0.0095170864,-0.0034745459,-0.0366613288,-0.0957958758,-0.0566497477,-0.6202736346,-0.0197194808,-0.2250836078,-0.6255730685,0.0166927082,-0.0144295654,-0.021690071,-0.0057309898,-0.074963686,-0.7017910928,-0.0638089351,-0.0721273078,-0.001544245,-0.7404854577,-0.2603768092,0.0276891465,-0.1194268888,-0.0084805359,0.5063653831,-0.0156603947,-0.0036731944,-0.1759951144,-0.0342154107,-0.0860847762,-0.0660966127,-0.002511363,-0.015173461,-0.0213176805,-0.0208740481,-0.6604800481,-0.0037995599,0.4623578407,-0.0771832268,-0.0885152322,0.0010665671,0.0150580577,-0.0189736715,-0.0017642976,-0.0031981542,-0.0064017797,-0.0037161887,-0.0129704874,-0.1645068098,-0.0110857746,-0.1308797248,-0.0033305536,-0.0042817363,-0.0189629429,-0.5124383698,-1.0534233667,-0.2434606583,-0.7655942685,-0.0077709741,-0.0663131008,-0.0797206813,0.4365287425,-0.0015888092,-0.0174261442,-1.1197874936,-0.1560400809,0.0089818359,-0.0014590412,-0.2093398147,0.0015716651,-0.0053117096,0.78905616,-0.3681021784,-0.2204511706,0.0121824172,0.1475772107,0.0,0.0187588362,0.000101026,-0.0045900652,-0.0019199283,-0.4153726784,-0.004014722,-0.7240277664,-0.5908824589,-0.9952772345,-0.0673525501,-0.0263382947,0.0034501974,-0.0033005664,-0.0018779688,-0.0176272249,-0.0357508432,-0.0066103898,-0.0165634134,-0.0038844032,-0.0042588501,0.0083210101,-0.0128326457,0.0022498307,-0.0037804797,-0.2172664564,-0.0057176933,-0.0047390884,0.0034290464,-0.0466545067,-0.0020859272,-0.194476276,0.0173182716,-0.0445759152,0.000391331,-0.0029571904,-0.0305726792,0.0292705995,4.9132049198,-0.0199124206,-0.0036588927,-0.4468128238,-0.1298940144,-1.774256862,0.0016467455,-4.57945e-05,-0.0315303632,0.0165817386,-0.0449250774,-0.1010201158,-3.9849281868,0.0004739769,-0.0021348762,-0.0234693491,-0.7093293539,-0.1248249069,0.0163632191,-0.0087271416,-0.001524121,0.0447531377,-0.1764132339,-0.0071114044,-0.0055099292,-1.0219244501,-0.003889357,0.0566517427,-0.0064038647,-0.0020423632,0.1384963176,-0.005640481,-1.276052882,-0.0174239999,-0.0047628004,0.0348590324,-0.0014994155,-0.0029694539,-0.0112122574,-0.0710516295,-2.8448856322,-0.1043690505,-0.1706108551,0.4317895754,-0.0087873139,-0.9354744209,-0.0085627826,-0.0050465087,-0.0168313329,-0.041936689,-0.0022598095,0.0080202273,-0.1215286576,0.3817586066,0.0434724389,-0.0288282248,-1.6569295188,-1.6358014043,-0.0052066576,2.5993678281,-0.3194868223,-2.6820935935,-0.1576027779,-0.2309158795,-0.0927927562,-2.5724363444,-0.0050786721,0.5954885277,-0.8987188184,-0.0786865478,-0.002409551,-0.0022910575,0.0126268051,-0.055136364,-0.0693877218,-0.1350214125,0.0,0.0038339979,-0.0031426325,-0.0128553333,0.0471871081,0.0248134469,0.1166422072,0.0243716225,-0.0418039616,0.0,-0.0232517849,-0.004802004,-0.1891556342,0.000915391,-0.0052303127,0.0,-0.018756306,-0.0063929253,-0.0085779579,-1.3448116383,-0.0048100542,-0.0028154355,-0.0194040137,-0.0099411339,-0.2263104418,-0.0099657201,-0.2357743124,-0.0061102861,-0.0016026684,0.0179502914,-0.0749976473,-0.0049862772,-0.0096421919,-1.0752189651,0.016723359,-0.0029595954,0.0040633826,-0.0230743977,-0.0045191243,4.2346046643,-0.9417721651,-0.3095674867,-0.003267592,-0.5260053912,0.0015410333,-0.3447989001,-0.0026553474,0.0562783572,-0.6192579763,0.0234581428,-0.3609137331,-0.0048285549,-0.0670368883,-1.1640785715,0.0400090713,-0.0065156651,-0.002450406,-0.000866891,-0.2297081548
Eevee,7.5908e-06,-0.0003080174,0.0,-0.0003733608,-0.0021213156,-4.63181e-05,-0.0001322047,-0.0001227242,0.0,-1.57843e-05,-4.04496e-05,-1.48825e-05,6.5617e-05,-0.0001563436,-8.54145e-05,-1.39538e-05,-2.91685e-05,0.0012586029,-2.43234e-05,-6.82544e-05,-0.0043969329,-0.0007510605,-0.0066788753,-0.0009343735,-0.0011570171,-0.0003444659,-0.0047988005,-1.61179e-05,-0.0093212514,-0.0007675154,-0.0059880074,-0.000165936,-2.90504e-05,-0.0092414319,0.01953149,-0.0001929709,-0.0073197055,-0.0174901041,-0.0008090747,-3.59601e-05,0.0,-0.0031528263,0.0,-3.22861e-05,0.0014564895,-0.0019397953,-0.0002081839,0.0022931623,0.0,-0.0178495877,-0.0003668303,-2.72864e-05,-0.000530981,0.0,-0.0465647462,-1.28747e-05,0.0161922364,-0.0016020873,0.0019082172,-6.29075e-05,-0.0008614395,0.0,-0.0037117517,0.0,-0.0002406514,0.000198489,-2.51755e-05,0.0026627878,-0.0009778885,-0.000480992,-0.0044796229,-0.0001646939,-0.0016517216,-0.0003497697,-1.81382e-05,-0.0001044573,0.001381973,-3.75977e-05,-0.0007438,-0.005659708,-0.0004610755,-0.0005251171,0.0,-0.0059021453,-0.0019058782,-0.0003442664,-0.000944081,0.0,-0.0091860324,-0.0001040161,-2.6699e-05,-0.001240929,0.0,-0.000658528,-0.0004794129,-3.6979e-05,-0.0001088359,-0.0003793255,9.6823e-06,-0.0021389932,0.0,-7.43384e-05,-0.0005784465,-0.0006277528,0.0195181214,-5.5915e-05,-0.0001543608,-1.43313e-05,-0.0001942022,1.45018e-05,2.0944e-06,9.8885e-06,-0.0015274605,-8.00642e-05,-0.0009452493,-0.0001361903,-3.42809e-05,-0.0001429814,-0.0032176369,-0.0042250184,-0.0026586876,-0.0055327616,-5.60454e-05,0.0031426694,-0.0005757035,-0.0004506996,-0.0001982252,0.0,-0.0077111563,-0.0014222305,-2.30626e-05,0.0,0.0067690156,-1.35088e-05,0.0003050343,-0.0058657622,-0.0027651736,-0.0015866883,0.001171782,-0.0007007647,0.0,0.0001933056,-1.603e-05,0.0,-1.38648e-05,0.0102373505,2.03439e-05,-0.0081248674,-0.00703704,-0.0083814269,0.001021681,-0.0002436111,-1.48806e-05,0.0032845084,0.0009001825,0.0009969073,-0.0002451477,-4.9414e-05,-0.0001270035,0.0001535715,-5.21903e-05,0.0,0.0001885758,-9.6376e-06,-3.43672e-05,0.0,-5.55091e-05,0.0002752767,0.0,-0.0003394359,-1.69552e-05,0.0091728848,-0.0001076216,0.0023344284,-0.0003950435,-9.2807e-06,0.0008859989,-0.0001531524,-0.000257302,-0.0001437935,0.0002118903,-0.0032283508,0.0092787664,-0.0157674977,-1.10159e-05,0.0,-0.0002279221,-0.0001502177,-0.0003244527,0.0,-0.0264303224,-1.75589e-05,0.0,-0.0001705375,-0.0079469342,-0.0008683035,-0.0004439936,-6.30369e-05,-1.1049e-05,2.203e-06,-0.0012740145,0.0,0.0,0.0365557253,-2.78663e-05,-0.0003501124,1.53198e-05,-1.3472e-05,0.0,-4.06842e-05,-0.0094016885,-0.0001317693,0.0002228573,0.0,0.0,-2.24553e-05,-9.72859e-05,-0.000516689,-0.0210298555,-0.0007720876,0.0,-0.0002849132,-6.30602e-05,-0.0096959397,-4.09129e-05,-3.09422e-05,2.09254e-05,0.0436426036,-5.72961e-05,6.951e-07,-0.0011695298,-0.0006379759,-0.0001876631,-0.0005185931,-0.0121996104,0.0489235122,0.0,-0.0140490747,-0.0023104376,0.0245886185,-0.0011759437,-0.0026458202,-0.0006347584,-0.0185859821,-3.66758e-05,0.0370017156,-0.0065791507,-0.0005659632,-1.74751e-05,-1.61483e-05,0.0001703295,-0.0004126466,-0.0005214538,-0.0011986464,0.0,0.0,-1.63688e-05,0.0077277273,-0.0001118531,-2.37814e-05,0.0031487446,-0.0001184944,-0.0003553541,0.0,-0.0001408886,-8.7489e-06,-0.0018400841,0.0014317256,-8.67816e-05,0.0,-0.0001354495,0.0,-6.19564e-05,-0.0104960409,0.000199099,1.80421e-05,-0.0001653683,-9.42743e-05,0.0035084002,-7.78713e-05,-0.0017034964,-4.41257e-05,-1.15737e-05,-0.0001380852,-0.0005416197,-3.60089e-05,-7.8412e-05,-0.0077966667,0.0014198522,0.0,0.0003493028,0.0002018652,0.0001489767,0.0164340233,-0.0191193877,-0.0035646197,1.47768e-05,-0.0063028403,-3.50782e-05,-0.0025241669,1.91965e-05,-2.34368e-05,-0.0034343549,0.0,-0.0026063773,-4.90098e-05,-0.0008159527,0.0100067657,-4.81901e-05,-4.73276e-05,-7.84583e-05,0.0,-0.0016598825
Pikachu-Sinnoh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90242e-05,0.0,0.0,1.0453e-06,0.0,2.2485e-06,0.0,0.0,0.0,0.0,2.566e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125e-07,0.0,4.90242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4259e-06,0.0,0.0,0.0,1.388e-06,0.0,0.0,0.0,2.125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125e-07,0.0,0.0,4.90242e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.536e-07,0.0,1.388e-06,0.0,6.08e-08,0.0,0.0,0.0,0.0,1.7948e-06,0.0,0.0,0.0,2.125e-07,1.7e-09,0.0,0.0,0.0,0.0,0.0,4.3364e-06,5.12726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08e-08,0.0,0.0001516594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3364e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.388e-06,0.0,0.0,0.0,0.0,0.0,6.08e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0801e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08e-08,0.0,9.60503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.388e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3364e-06,0.0,0.0,0.0,0.0,0.0,0.0
Poliwrath,-0.0137874518,-0.0120236832,-0.000833017,0.0046023159,-0.2313952148,-0.0018268153,0.0110608167,-0.0042928821,0.1152292522,-0.0006226357,-0.0030676211,-0.000586974,-0.0004340775,-0.006166285,-0.0033688307,-0.0005503463,-0.0011228324,-0.0815686908,0.0,-0.0024873059,-0.1749603319,-0.0292036718,-0.1773202894,-0.0336413998,-0.0456332345,-0.0135803064,1.4536109524,-0.0006357065,-0.472726229,-0.0317279427,-0.1153364698,-0.0065446227,0.0,0.0464849237,-0.0011211407,-0.0077534806,-0.288691364,-0.1816409224,-0.0218148809,0.0342997978,-0.0020525381,-0.1239666581,0.0392070158,0.0020720164,-0.0025408656,-0.0793631708,-0.0081993565,-0.0394857613,-0.0024609534,-0.6949572053,-0.002745446,0.0021512436,-0.0175632802,-0.0006275278,-1.2747436626,-0.000212493,-0.1154484814,-0.0633299976,-0.0033720969,-0.0024168281,-0.0855285718,-0.0008228585,-0.1104050871,-0.0005684704,-0.0328579736,-0.0031561756,-0.0009929399,-0.0108541667,-0.0407933497,-0.018907052,0.1029999704,-0.0027231981,-0.0651450201,-0.2321455449,0.0040900518,-0.0033629445,-0.0072027057,0.3147330906,0.0,-0.2197566735,-0.0181840942,0.0037586555,-0.0004403758,-0.2047020315,-0.0719396894,-0.0097778997,-0.0371969896,-0.0028344778,-0.3576711423,1.6737298711,0.0140027812,-0.0141148515,-0.0114975843,-0.0259727908,-0.0172908083,-0.0014584787,-0.0053152306,-0.0163438401,0.0211476789,-0.1908069942,-0.0010821139,0.0002727867,-0.0228016758,-0.0252489368,-0.0016621467,0.007705323,-0.0060880835,-0.0005584932,-0.0072883368,-0.0012652913,-0.0010584546,-0.0037732077,-0.0602440844,-0.0031470188,-0.0372665581,0.0062091494,-0.0013520616,-0.0037954871,-0.1469403508,-0.28489833,0.1594525821,-0.0758444106,0.0,-0.0205978748,0.0605150999,-0.001991539,0.0124377651,0.1464602495,-0.3179901705,-0.0559920471,-0.0008978384,-0.0004134723,-0.1486974461,-0.0010108317,-0.0015128962,-0.1946783817,0.2470847,-0.0613356742,-0.0010540972,0.0527052454,0.0,-0.0016148855,0.0149940341,-0.0013205761,-0.0005468385,-0.1096534502,-0.0011456038,-0.3386611492,0.0126622228,0.6202944033,-0.0191848211,-0.0093950025,-0.0005868896,-0.0009377939,-0.0005349193,-0.0027070135,-0.0072781963,-0.0019273194,0.0118240786,-0.0011062953,-0.0020584207,-0.0010970978,-0.0037350924,0.1293989435,-0.0013554667,-0.062096943,0.0076961265,0.0187610873,-0.0003580612,-0.0066599966,0.0016290227,0.1687488299,0.0056665374,-0.0535640413,-0.0155807829,-0.0008823805,-0.001527961,0.0064026414,-0.0101636727,-0.0056715122,0.0002099913,-0.1272195447,-0.0494626969,-0.5878474115,-0.0004765882,-0.0006247388,-0.0089893967,-0.0032338873,-0.0127523293,-0.0285968548,-1.100779269,0.0002318053,-0.0018284132,-0.0019160263,-0.3729103338,-0.0355685559,-0.0121951881,-0.0024861587,0.000241611,-0.0010936631,-0.0502171331,-0.0020254881,4.80828e-05,-0.291117195,-0.0011083283,-0.014155877,-0.0015549739,-0.0005373333,-0.0170899851,-0.001588405,0.3447031261,-0.0047951662,0.0116745448,0.0,-0.0004320402,-0.0008744195,-0.0038372813,0.0287572795,-0.8065723453,-0.0299694253,-0.0475371739,-0.0112961988,-0.0025026558,-0.3809988446,-0.0025009586,-0.0013921653,-0.0063383014,-0.0119445135,1.6350134328,0.0014595506,-0.0462544826,-0.0249813171,-0.0056963006,-0.0116576849,-0.3248283613,1.3243902589,-0.0008073774,-0.3997007049,-0.0910687269,-0.7215557584,0.0253710887,-0.0965716282,-0.02644488,-0.4928946268,-0.0014458668,-0.2736900162,-0.1290926525,-0.0224296918,-0.0006891277,0.0025767691,-0.0023872709,-0.0162415551,-0.0201930974,-0.0111307064,0.0054437184,-0.0004687211,-0.0009044016,0.2638414366,-0.006346091,1.636330123,-6.9211e-05,-0.0046781486,-0.0109405857,0.0076747794,-0.0148512111,-0.0013662796,0.2884643854,0.0012750215,-0.0034072287,0.0,0.0051365035,-0.0018209228,-0.0017680047,-0.3107586463,-0.0013610682,-0.0008018393,-0.0065214464,-0.0037180032,-0.0672893804,0.3432390137,-0.0475473801,-0.0017403471,-0.000456476,-0.0054069616,-0.0182636334,-0.0014188934,-0.0031807213,-0.2944169459,-0.0047073285,-0.000843334,0.2149629991,-0.0062761734,0.0030478946,-0.2458722194,-0.754067142,-0.0452000466,-0.0009042825,0.5516072907,-0.0013830361,-0.0960541346,-0.0007564769,-0.0009243632,-0.1752419178,0.0011342057,-0.1014383291,-0.0020261825,0.2330142683,-0.3690481972,-0.0027109198,-0.0018666218,-0.0032020438,-0.0006415469,0.5682517966
