,Porygon-Z,Mandibuzz,Weezing,Rotom-Fan,Bronzong,Volcarona,Salazzle,Raichu-Alola,Swampert,Toxicroak,Stoutland,Liepard,Archeops,Snorlax,Uxie,Swellow,Ambipom,Hitmonlee,Gorebyss,Mimikyu,Lurantis,Machamp,Muk-Alola,Lanturn,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Lilligant,Toxapex,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Donphan,Venusaur-Mega,Klinklang,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Zoroark,Swadloon,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Minior,Klefki,Togekiss,Gyarados-Mega,Slurpuff,Salamence,Greninja,Blastoise-Mega,Haxorus,Vikavolt,Absol-Mega,Eelektross,Glalie-Mega,Throh,Vivillon,Porygon2,Crawdaunt,Steelix-Mega,Mamoswine,Goodra,Marowak-Alola-Totem,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Floatzel,Blissey,Araquanid-Totem,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Buzzwole,Garchomp-Mega,Emolga,Pinsir-Mega,Torterra,Decidueye,Articuno,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Aron,Sawsbuck,Virizion,Blacephalon,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Scyther,Honchkrow,Lycanroc,Empoleon,Zygarde,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Tyrantrum,Rhyperior,Togedemaru,Quagsire,Florges,Rhydon,Masquerain,Ninetales,Carbink,Steelix,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Corsola,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Hawlucha,Combusken,Cloyster,Roserade,Braviary,Torkoal,Venomoth,Excadrill,Slaking,Smeargle,Whimsicott,Sandslash-Alola,Cradily,Banette-Mega,Tentacruel,Medicham,Sawk,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Gigalith,Abomasnow-Mega,Necrozma,Electivire,Suicune,Victreebel,Scizor,Silvally-Ground,Metagross,Nidoking,Zapdos,Swampert-Mega,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Primarina,Keldeo,Tyranitar,Noivern,Registeel,Umbreon,Xatu,Nihilego,Heracross-Mega,Clamperl,Froslass,Camerupt,Sylveon,Azelf,Miltank,Pikachu,Linoone,Accelgor,Spinarak,Shuckle,Gourgeist-Super,Diancie-Mega,Galvantula,Abomasnow,Mimikyu-Totem,Luxray,Clefable,Sigilyph,Jellicent,Mudsdale,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Flygon,Starmie,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Armaldo,Magneton,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Jirachi,Dusclops,Hydreigon,Poliwrath,Hoopa,Golisopod,Sableye-Mega,Salazzle-Totem,Manaphy,Tsareena,Skarmory,Yanmega,Crobat,Heliolisk,Kommo-o-Totem,Kingdra
Fletchinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,4.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71e-08,0.0,0.0,0.0,3.45e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.469e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93e-07,0.0,4.356e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.205e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,6.33e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.469e-07,3.163e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.469e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26e-08,0.0,0.0,9.469e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45e-08,0.0,0.0,9.895e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163e-07,0.0,0.0,0.0,2.204e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.204e-07,0.0,0.0,0.0,2.204e-07,0.0,0.0,0.0,0.0,0.0
Buneary,-4.84523e-05,0.0,0.0,0.0,0.0,-0.0006719556,0.0,0.0,0.0,0.0,-3.4589e-05,0.0,0.0,-3.60555e-05,0.0,0.0003311237,-8.2849e-06,0.0,0.0,-0.0010385567,-4.5404e-06,0.0,0.0,0.0,0.0,-0.0009847113,0.0,0.0,0.0,-0.0008456276,0.0,-0.0045898572,0.0,0.0,0.0,-9.3322e-06,-1.65698e-05,0.0,-9.6608e-06,-9.00639e-05,-0.0013352583,-0.0034358469,0.0,-9.2506e-06,0.0,0.0,0.0,-3.5129e-06,0.0,0.0,0.0,0.0,-4.1571e-06,0.0,0.0,0.0,0.0,0.010887174,0.0,0.0,0.0,0.0,0.0,-0.0014691887,0.0,0.0,-3.1078e-06,-0.0007482691,0.0,-2.9307e-06,0.0,0.0,-8.8951e-06,0.0,0.0,-0.0007261544,0.0,0.0,-0.0003997019,0.0,-3.0374e-05,-6.03446e-05,0.0,0.0,-0.0009699994,1.34015e-05,0.0,0.0171386571,0.0,1.48179e-05,-0.0010734509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.79092e-05,-0.001114307,0.0,0.0,-0.0018404766,0.0,0.0,0.0,0.0,-2.8095e-06,0.0,0.0,0.0,-4.24402e-05,-0.0002084807,0.0,-0.0001852357,-2.84236e-05,0.0,0.0,-0.0012887622,0.002766115,-0.0008016312,0.0,-3.2525e-06,-0.0001739028,0.0,0.0,0.0,0.0,0.0,0.0,-6.5918e-05,-4.9663e-06,-0.0012279255,0.0,0.0,-2.60023e-05,-0.0007924499,-0.0003675676,-0.0006061111,0.0,0.0,0.0,5.20049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0169990977,0.0,0.0,0.0,0.0,0.0002904697,0.0,-0.003470203,0.0,0.0,0.0,-2.4785e-06,-1.76387e-05,0.0,0.0,-8.9812e-06,-0.0009580187,0.0,0.0,0.0,-6.3422e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.85978e-05,-9.40415e-05,0.0,0.0,-0.0001939124,-0.0038621522,0.0,0.0,-5.42112e-05,0.0,-0.0057628858,0.0,0.0,-0.0020124831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028972891,-1.11666e-05,0.0,-2.57716e-05,0.0,0.0,0.0,-0.0017944978,-5.2165e-06,-4.89435e-05,0.0,-4.7752e-06,0.0,0.0,0.0,0.0,0.0,0.0137973888,-0.0004105849,0.0,-6.35617e-05,0.0,-0.0007624191,-7.7749e-06,0.0,0.0,-7.61032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034203908,-0.0008551524,0.0,-0.0033517443,-0.0004450902,-0.0057441576,0.0,-0.0008463514,0.0,0.0,0.0,0.0,-0.0012260001,0.0,-4.042e-06,-2.42435e-05,0.0,-0.0001704806,0.0,-3.1465e-06,0.0,0.0,-1.86299e-05,0.0,0.0,0.0001523727,0.0,0.0,0.0,-0.0002170658,0.0,-0.0008707783,0.0,0.0,0.0,-4.1236e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004388562,0.0,0.0,0.0,-3.0446e-06,0.0,-1.35136e-05,0.0,0.0001045657,0.0,0.0,0.0,-1.97565e-05,0.0,0.0171136006,0.0,-0.0002764362,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015946275,0.0,0.0,0.0,-0.0028873017,-4.7709e-06,6.08576e-05,7.14765e-05,0.0,0.0
Archeops,0.0350986677,-0.0148827156,-0.0003360283,-0.0004072452,-0.0042779357,2.4966457729,-0.0008480639,-0.0060303195,-0.0152034878,-0.0031310009,-0.0057719287,-0.000647559,0.0,-0.0042284642,-0.0194900416,0.236964229,-0.0011077348,-0.0006875571,-0.005703339,-0.0066018904,-0.0005211614,-0.0009683633,-0.0449508832,-0.0006731726,-0.0228884705,-0.1575585614,-0.0111456982,-0.04752778,-0.0069369427,-0.1410082504,0.005964662,-0.7663673321,-0.002114075,-0.1166668196,0.0047610144,0.0,-0.0009218824,2.4320504886,-0.0002929266,-0.0146966406,-0.2231278877,-0.5499888087,0.0010758401,-0.0014969086,-0.0008030943,-0.0312346705,-0.0024226412,-0.0001452265,0.0087258953,-0.1028400943,-0.0034535339,-0.051053304,-0.0006938611,-0.4774689361,0.0243711628,-0.0036657699,0.0731263313,-1.8526738616,0.201635226,0.0118805979,-0.017048806,0.0022972967,-0.0032314914,-0.229223668,0.0003626041,-0.0936030911,-0.0002593236,-0.1248928712,-0.0477851374,-0.000489091,-0.0025540238,0.10342244,0.0009625847,0.0,0.1093115392,-0.1212017162,-0.001363292,-0.0348178995,-0.0411746471,-0.0057970277,0.0,-0.0098866564,-0.0078662125,-0.0374486969,-0.1121097494,-0.0097588196,-0.0050833392,-0.170345526,-0.0171959353,-0.0200870363,-0.0561644258,0.0119909532,-0.3647649563,-0.0011512137,-0.0153544002,0.1397805981,-0.0686442629,-0.0025408317,0.0012945832,-0.0103959752,-0.0063246583,-0.0818468928,-0.0044601667,-0.0039001584,-0.25447331,-0.0024554948,0.0026761125,-0.0004494438,-0.0042617487,0.0369379807,-0.0012714945,0.0013268746,-0.0007805888,-0.0070523294,-0.034775859,-0.0096940681,-0.0203035367,-0.0047359109,0.0027303192,0.0097783207,-0.1625773264,-0.0991554538,-0.0932653065,-0.2753470323,-0.0005428682,-0.0136402592,0.0,-0.0040656382,-0.0056437364,-0.0027771318,-0.005443173,-0.0480838543,-0.0107560525,-0.000828926,2.3874664143,0.0147529293,-0.0012704887,-0.0043641261,0.1025716151,-0.0550314455,-0.1949105643,0.0020510532,-0.0491425094,0.0,0.0,-0.0011966886,0.0140007895,-0.1646962925,0.0085830179,-0.109325517,-0.2760820679,-0.1517411771,0.0125877849,-0.0107891855,0.0,0.0001333484,-0.002682518,-0.001076664,-0.5791264339,-0.0006243585,-0.0015406249,0.099200306,0.0001470557,-0.0029440591,0.0002364843,-0.0057493186,-0.0014998564,-0.1582973222,0.0133044135,-0.0005633804,0.0254651665,-0.0009799624,0.0032537523,-0.0001619737,-0.0112585683,-0.0045359271,-0.0766909725,0.1420620491,-0.0005784379,-0.0155928137,0.0190691315,0.1551987097,-0.016959113,-0.0345822633,-0.0320908217,-0.4576897117,-0.0076787499,-0.0019264927,-0.0090738302,-0.0240827567,-0.9542014869,-0.0010454733,0.003902141,-0.2569736738,-0.0154141085,-0.0180699136,-0.0033263566,6.83204e-05,-0.0062760066,-0.0846448244,0.0104259009,-0.0010487904,-0.4317122648,-0.0018041298,-0.0012342824,-0.0043013031,0.0029139112,-0.005776445,-0.0007508947,2.268745386,-0.0059953549,-0.008169044,0.009121307,-0.0007969355,-0.0053439626,-0.0033770174,-0.0103554715,0.0058063417,-0.0012108254,2.0444225331,-0.0669965938,-0.0460003059,-0.0092099419,-0.0035176794,-0.1272329196,-0.0012976884,0.0175422377,-0.0063095927,0.0217367753,-8.55829e-05,-0.0209926913,-0.0004685232,0.181714247,-0.0006349692,-0.0055013575,-0.0538485952,-0.5513387484,-0.106961487,0.0972012045,-0.5592667142,-0.0737412846,-0.7552249097,0.1736775482,-0.1410053057,-0.0433089805,-0.2647740043,-0.0042739834,-0.2566384831,-0.2153303156,-0.0005526401,-0.0006746328,0.0220142161,-0.0243611585,-0.028454952,0.028947095,0.0,0.0641450685,0.0,-0.0028645066,-0.0153797411,0.0001432136,-0.0014335362,-0.0039518423,-0.0018161038,-0.0003847446,-0.0358030858,-0.0001553085,-0.1453410017,-0.0032375021,-0.0022529768,-0.0047658654,-0.000684324,-0.5700296395,-0.002104783,-0.0019414955,-0.0015616828,-0.0243374492,-0.0041480525,-0.0726912251,0.0001457845,-0.0275376466,-0.0003763876,0.0214782676,-0.0270588642,0.0985499843,-0.315390927,-0.0083626369,0.0003821954,-0.0007296312,-0.0022011343,-0.0032963707,0.0,-0.1749945576,-0.832591085,-0.0331861852,-0.2107620423,-0.0005880764,-0.0446616555,-0.0003529411,-0.0089582706,-0.0117995686,-0.3601782959,-0.0008587883,-0.0514927946,-0.0015621454,-0.4633034551,-0.0007962603,-0.0024288454,0.021480018,-0.0036363739,-0.062881246
Mandibuzz,-0.0252019385,0.0,0.2432539591,-0.0084487858,-0.0497911991,-1.5235680731,-0.0253240889,-0.1045781604,-0.2679303653,-0.0915449983,-0.1139324292,-0.0079685504,-0.0143242491,-0.1171821193,-0.4043424975,0.0140334004,-0.0260830059,-0.0142233669,-0.1098863508,-3.2794439791,-0.0156177301,-0.0172126595,-0.9249199832,-0.012388456,-0.4845578525,-0.420801291,3.2412444669,-0.9125968003,-0.3191240724,-2.5161578804,0.0214753443,-5.1978575782,0.1656437031,-2.4086013154,-0.0252266494,-0.032314702,-0.0550331744,-1.7746719014,-0.0191865909,0.7744697407,-4.4477309902,-8.6648984606,-0.0139218763,0.0370104737,-0.0136829369,-0.6272621466,-0.0487006445,0.0904270788,0.2360669306,-2.4699610697,-0.0719057939,-0.5754143379,-0.0143949659,-9.4507660758,-0.0389857237,0.0543549245,-0.9246692083,-34.5382596735,-0.0175474454,-2.745000746,-0.2165902028,-0.0228898858,0.1479758489,0.1464102436,-0.005829538,-1.4954213714,-0.0100900643,3.3992130461,-0.9908396187,-0.0090983971,1.5892873554,-0.3150926379,0.078490051,0.0,-0.074026935,2.0187773041,0.0266362786,-0.5748313228,-1.2826179108,-0.1202971424,0.089780032,-0.0734349693,-0.1528551746,-0.7745959881,32.4724096467,1.749652623,0.1664974428,-1.5658858166,0.1492865601,6.7644711134,-3.2316756874,-0.0110032432,2.3077149086,0.0341648836,-0.8698130547,-0.4014562741,-1.2425900261,-0.0522321515,0.0689884515,0.0541973031,-0.0541077561,-3.3471511868,-0.085477624,-0.1067419728,-5.2666812547,-0.0486707199,-0.0286692005,-0.0091008105,-0.0081100889,-0.0066399121,0.0498640967,-0.0116296929,-0.0147543792,0.4234176071,-0.6942025765,-0.2011145846,-0.001763673,0.1450689522,-0.0728461424,0.0444009082,3.648008331,-2.8125533502,-1.6578801747,-6.0243766123,-0.0111318532,1.637224712,0.0075850439,-0.0670728552,-0.087705798,-0.031239445,-0.1129357252,-0.8818625751,-0.1781796639,-0.0160246234,-3.8439458053,-0.0090895541,0.0219482298,-0.0881846291,-0.0230460941,29.8061626943,-3.8842622779,0.0018333093,0.6155730663,-0.0330589137,-0.0266104981,-0.0218268536,0.0025938191,-2.4897829903,0.0945852173,-1.3522628226,-9.4600280884,-3.1615019228,-0.2278287485,-0.0780107757,-0.023561345,-0.0099573567,0.0253059089,0.7226986357,-2.3276050371,-0.2718010309,-0.0211991205,-0.037680822,-0.0085729689,-0.0212423592,-0.0093084603,-0.1247331014,-0.0271226059,5.0321016809,0.2602283025,-0.0108326581,-0.0173061521,0.2415496589,-0.0170648125,-0.0080201076,0.9526335868,0.1946664932,-1.2650450508,0.0181941833,-0.0117484714,-0.2860919875,0.0688070503,5.1706181249,-0.0274262662,-0.620240421,-0.6682213408,-0.3184833713,-0.1610081798,-0.0399673823,-0.1882130328,-0.4903130977,-14.7379149994,-0.0216281482,-0.079689957,-5.9529759783,0.0068932925,-0.0055259353,-0.0336351405,0.0022106052,-0.130175832,-0.1568710448,-0.024531575,-0.0209064944,-9.0842414157,-0.0379572235,-0.024111137,-0.0751662872,-0.0106597526,-0.0786848323,-0.0148885299,0.3829200185,-0.1244062881,-0.1184306285,-0.0422857036,0.0020096719,-0.0659898446,-0.0686450238,-0.1046504687,-0.0081299945,-0.0259173778,-12.6944257697,-1.2847708124,-0.7983236515,-0.1758400587,-0.0704940113,-2.2205109737,-0.0269223016,0.0290437658,-0.0954421063,-0.2370967182,0.1627338258,4.8833680764,0.173864827,-0.4636126929,-0.0075593109,-0.1357100164,33.6337636327,-9.8739418488,-2.9008044119,-0.0733744146,-7.1028352949,-1.0508817616,12.5679262928,-0.4023187476,-2.7800402785,1.4168413684,-5.4930935502,0.4575603191,-2.0747028417,-3.9821305862,-0.011460161,0.0069449335,-0.026812518,-0.5050139584,-0.3795660698,-0.50613275,0.0,-0.0173883394,0.0082874446,0.1342223406,-0.17185788,-0.0098392924,-0.0276042997,-0.0819846577,-0.0377189937,0.0,-0.7511348597,-0.0092487597,-0.9392274163,0.1029577689,-0.0443577239,0.1767757533,-0.0145367307,-11.1936183474,-0.0264768129,-0.0372821082,0.0571482525,-0.4983159681,-0.0848402681,-1.4627303938,-0.0238557862,-1.6082728355,-0.0152033321,0.0298702361,-0.621479258,0.2099426395,-6.2664371085,-0.1350340209,-0.0240218289,-0.0151621936,-0.04593909,-0.0025683763,-0.0088172357,2.6951439938,-9.7826522997,-0.6774374504,4.4050580777,-0.0124762584,-0.9544022443,-0.0081262505,30.6278602683,-0.212083901,0.8827864566,-0.0178165835,-0.7285717381,-0.0313146708,-9.7554356434,-0.0165194071,-0.0253412759,0.0697763003,-0.0729490241,-1.2707073654
Swellow,0.0203011376,0.013485246,-0.0007716748,0.0,0.0097897196,-0.1849113807,-0.0015205573,-0.0111744959,-0.0253423323,0.0022570139,-0.0108498526,-0.0012141908,0.2369884049,0.0010452724,-0.0363317996,0.0,0.0025162788,-0.0012293996,-0.0107261861,-0.140180137,0.0009388059,0.039232625,-0.1182938294,-0.0007056556,-0.0345718641,-0.2875854618,0.0535639125,-0.1028220446,-0.0315860969,0.3228783273,-0.0011554961,-0.8267709648,-0.0109230254,-0.2192578673,-0.0030893845,-0.0029006224,0.0106472271,-0.2194383637,0.0573581905,-0.0279835277,2.1000659487,-0.9461262355,0.0091887155,-0.0015077446,-0.0018246136,0.1444164989,0.0021446342,0.0015246189,0.0057605335,-0.2320691428,0.0504721713,-0.031861852,-0.001269632,-1.0325937034,0.0308999085,0.1471067085,-0.0666085897,0.4334609813,0.1970759886,-0.2219648766,-0.0320448369,-0.0024228058,0.0289442399,-0.4480468255,-0.000305654,1.2544832532,-0.0004100888,-0.2345780395,0.0534583091,0.1355976686,-0.0047802294,-0.027670587,0.1794166528,-0.0009993677,0.3873771142,-0.1683522528,0.0223774579,-0.0511383176,-0.1024057175,-0.0108990676,-0.0091538186,-0.0152061053,0.0012177065,-0.0659236162,-0.2249604984,-0.0190987951,-0.0087711221,-0.3290025861,-0.0218910066,0.0081148586,2.0916086225,0.0110721303,1.7005571642,-0.0020224296,0.0148403237,-0.0382113457,-0.1290182692,-0.004567628,0.0001827759,0.0558818253,0.0083652481,-0.2516222454,-0.0083063208,0.0337078923,-0.4690425453,-0.0019071952,0.0761197737,-0.0008361324,-0.0078703676,-0.0006339645,0.0010435552,-0.0010536642,-0.0013575902,0.1578808095,0.150951563,-0.0182212615,0.0351103126,0.0073832052,-0.0069063772,0.0150841909,-0.3519543179,0.0405376334,-0.2666888403,-0.5449571686,0.0061065264,-0.0327424388,-0.000858839,0.0044685721,0.0063797191,-0.0031267771,-0.0092806195,-0.0902837457,-0.0199513701,-0.0015580682,-0.3578701527,0.0007204373,0.0154191134,-0.0081504731,0.1156959276,-0.0884216677,0.0939469185,0.0423705117,-0.0526499658,-0.0030015769,-0.0024118575,-0.0020167024,0.0,-0.2069177914,-0.0059651585,-0.1594586458,-0.6798198233,-0.06473811,-0.0243246589,-0.0159000687,-0.0022929422,-0.0006808711,-0.0036813493,-0.0001051771,-0.888623865,0.1147001962,-0.0026858679,-0.0028117317,0.0047507162,0.137265633,0.0360754829,0.0068486785,0.032758078,-0.1395603263,0.0169023264,0.0132503529,0.0028506079,-0.0008230353,-0.0002818629,0.0004798594,-0.1044368315,-0.0028656535,-0.1381967402,0.0166383021,-0.0010996356,-0.0284429224,0.0295604432,0.0097293002,0.0105117589,-0.06508004,-0.0608176682,1.1831186947,-0.0147403818,-0.0008066472,-0.017003336,-0.0452618803,0.0224673945,0.0130041759,0.0037423788,-0.4445051279,0.0359675242,0.0932919142,-0.0059492308,-0.0006997955,0.1125022662,-0.1596128995,-0.0019791445,-0.0019421126,0.8890204519,-0.0034975085,0.2575869511,-0.0053568134,0.011166949,-0.0013195345,-0.0012108594,-0.4725669885,-0.0112146312,0.0865261977,-0.0009954554,-0.0014981277,-0.0082856317,-0.0065771853,-0.0194772386,0.0032310612,-0.0021552313,-1.2437830166,-0.0922182945,-0.0940690823,0.0155280589,-0.0060707692,-0.201192621,0.0157096264,-0.0020297821,-0.0117902411,-0.0239235067,0.0003002488,-0.0762701609,-0.000880449,0.1621557254,-0.0011935069,-0.0014262402,-0.0926098594,-0.9693963549,-0.045080281,0.0017888537,-0.8184113635,-0.1363801195,0.1188818584,0.1620389803,-0.1699804401,-0.08186439,-0.4683362293,-0.0078968519,-0.3507232489,-0.3791424009,0.0054759622,0.0098466874,0.000765142,-0.0243333163,0.0218504207,-0.0536675833,-0.0009871467,0.0340000727,0.0019007289,0.0234993972,0.0480223018,0.0037134308,0.0018494939,0.11660196,-0.0008160459,3.34186e-05,0.0180624004,-0.0008379533,0.3119742506,0.0055934089,0.0,-0.0074879009,-0.0010707957,-1.0704450155,-0.0018677695,-0.002725976,-0.0029941419,-0.0446064002,0.0037485811,-0.1184847788,0.1514193974,-0.143498002,-0.0013843054,0.0377914304,-0.0365641844,0.0889479559,-0.417003409,-0.0056426778,0.0441803622,-0.00137361,-0.0013221202,-0.0030540496,0.0140398931,-0.2250453662,-1.0209509856,-0.0387830186,-0.2039588607,0.0033407505,-0.0911690993,-0.0007423957,-0.0168380328,0.0129225613,-0.6750403206,-0.0016140451,-0.0817258458,0.0257205937,-0.8921245091,-0.0014875341,-0.0045657386,0.002867102,-0.0068350349,-0.1149076422
