,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Thundurus,Toxicroak,Trubbish,Snorlax,Uxie,Barraskewda,Mimikyu,Togekiss,Lurantis,Cresselia,Xurkitree,Mew,Blaziken,Diggersby,Weezing-Galar,Articuno-Galar,Garchomp,Slurpuff,Ferrothorn,Krookodile,Zapdos-Galar,Kommo-o,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Lilligant,Toxapex,Latias,Landorus-Therian,Bisharp,Toxtricity,Vanilluxe,Lucario,Silvally-Electric,Sirfetch'd,Steelix,Aurorus,Mantine,Frosmoth,Nidoqueen,Regidrago,Sharpedo,Scolipede,Aggron,Slowbro,Heliolisk,Celebi,Arcanine,Omastar,Corsola-Galar,Pyukumuku,Zarude,Victini,Venusaur,Diancie,Magnezone,Blastoise,Latios,Durant,Tapu Bulu,Incineroar,Moltres-Galar,Araquanid,Cloyster,Klefki,Obstagoon,Dracozolt,Salamence,Arctozolt,Metagross,Haxorus,Inteleon,Melmetal,Crawdaunt,Crobat,Mamoswine,Goodra,Druddigon,Rotom-Heat,Chansey,Celesteela,Hippowdon,Centiskorch,Morpeko,Dragapult,Blissey,Slowbro-Galar,Politoed,Guzzlord,Buzzwole,Exploud,Decidueye,Lanturn,Cramorant,Amoonguss,Urshifu-Rapid-Strike,Seismitoad,Blacephalon,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Conkeldurr,Umbreon,Alakazam,Dragalge,Heracross,Rhyperior,Pangoro,Quagsire,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Froslass,Reuniclus,Ribombee,Heatran,Barbaracle,Tyrantrum,Moltres,Terrakion,Rhydon,Gardevoir,Regieleki,Noivern,Slowking,Drampa,Stunfisk,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Drapion,Torkoal,Excadrill,Polteageist,Bewear,Comfey,Grimmsnarl,Regigigas,Arctovish,Tentacruel,Zeraora,Gengar,Swampert,Corviknight,Tapu Fini,Sableye,Slowking-Galar,Primarina,Necrozma,Golurk,Suicune,Indeedee,Scizor,Silvally-Ground,Nidoking,Zapdos,Cobalion,Rillaboom,Keldeo,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Glastrier,Tornadus-Therian,Gigalith,Volcanion,Tyranitar,Aegislash,Falinks,Registeel,Cursola,Xatu,Nihilego,Indeedee-F,Charizard,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Magmortar,Galvantula,Orbeetle,Crustle,Luxray,Clefable,Sigilyph,Jellicent,Stakataka,Mienshao,Ninetales-Alola,Claydol,Clawitzer,Hatterene,Starmie,Escavalier,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Espeon,Vikavolt,Kartana,Azumarill,Runerigus,Vileplume,Jirachi,Porygon2,Hydreigon,Poliwrath,Golisopod,Shedinja,Azelf,Wishiwashi,Gallade,Skarmory,Flygon,Hitmontop,Kingdra
Buneary,0.0,0.0,0.0,0.0,1.94685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918e-07,0.0,0.0,0.0,0.0,0.0,1.03e-08,4.93908e-05,0.0,0.0,0.0,9.929e-07,0.0,4.0834e-06,0.0,0.0,0.0,0.0,0.0,0.014566913,0.0,0.0,0.0,9.929e-07,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0834e-06,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,4.8398e-05,0.0,0.0,7.918e-07,0.0,0.0,0.0,0.0,0.014566913,4.3e-09,4.0834e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1563e-06,0.0,4.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9438e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.152e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.014566913,0.0,0.0,0.0,0.0,0.0,1.94685e-05,0.0,0.0,0.0,0.0,7.918e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-09,0.0,0.0,4.3e-09,4.9e-09,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,9.929e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0834e-06,4.5349e-06,3.97e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.918e-07,0.0,0.0,0.0,0.0,4.8398e-05,0.0,0.0,0.0,0.0,1.94685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.152e-06,0.0,0.0,0.0,8.5668e-06,1e-10,0.0,0.0,0.0,0.0,0.0,0.0
Eevee,1.16839e-05,0.0,0.0,2.306e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0391e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.45e-08,4.98e-08,0.0,0.0,0.0,9.43e-08,0.0,2.306e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021651263,0.0,0.0,0.0,4.45e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16839e-05,0.0,0.0,0.0,0.0,0.0,5.4557e-05,0.0,0.0,0.0,0.0,0.0021651263,0.0021653569,0.0,0.0,0.0,0.0021651263,0.0,0.0,0.0,0.0,0.0,0.0021651263,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-08,0.0,0.0,0.0,1.16839e-05,0.0,0.0,0.0,0.0,4.45e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.4557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4557e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.45e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4557e-05,5.4557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98e-08
Drampa,0.0,0.0001745334,0.0,0.0,0.0,0.0,0.0,0.0,9.5663e-06,0.0,4.343e-07,0.0,0.0472555855,1.1874e-06,2.8e-09,0.0,0.0164189108,1.472e-07,0.0,0.0,5.72289e-05,0.0317347252,0.0,6.7171902894,0.0,6.717184237,8.79e-08,0.0,0.0,0.0,2.7e-09,2.1217e-06,0.0,6.7928239432,0.0,0.0,0.0,0.0001405213,9.5663e-06,0.0,0.0,0.0,0.0,0.0,1.83e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0001204217,1e-10,6.7172770236,1.9056e-06,0.0,0.0003022929,0.0015364862,0.0,0.0,0.0,0.0590926445,0.0,0.0,0.0,1.27e-08,0.0,0.0,0.0,2.4694e-06,0.0,0.0472337133,0.0,0.0,5.76414e-05,9e-10,6.7746e-06,0.0,0.0,6.3627e-06,0.0,0.0755116114,0.0,0.0,9.5663e-06,0.0,0.0,9.5663e-06,1.6104e-06,0.0015364874,0.0,0.0,1.01e-07,2.93886e-05,2.952e-07,0.0015365006,0.0015801331,2.93876e-05,0.0,0.0,0.0,0.0,1e-10,0.0,1.4e-09,0.0,0.0,5.854e-07,0.0472635457,0.0,0.0,0.0,0.0012648306,0.0,0.0317347125,6.15295e-05,0.0,0.0,0.0,0.0,3.08516e-05,0.0,2.7e-09,0.0,0.0,0.0,0.0001204345,6.7746e-06,5.39e-08,0.0,0.0001010194,0.0,0.0,0.0,0.0,0.0,1e-10,1.50073e-05,6.3618e-06,0.0590926454,0.0,0.0,0.0,0.0,0.0003025964,0.0,0.0,5.7912e-06,1.278e-07,0.0,5.93504e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.4612899427,1.4612868247,1.4611657007,0.0,1e-10,6.23e-07,1e-10,0.0,0.0,9.634e-06,2.1216e-06,3.629e-06,0.0,1e-10,2.33351e-05,0.0,4.586e-07,0.0,2.4694e-06,1.4611789703,0.0,0.0001010193,0.0590926445,2.8e-09,7.325e-07,1.50072e-05,0.0,5.889e-07,0.0,0.0012641352,0.0,0.0,0.0,0.0,5.7912e-06,5.72289e-05,1.1645e-06,0.0,0.0,0.0,0.00015439,6.46465e-05,0.0,0.0,0.0,6.15295e-05,0.0,0.0015364862,9.634e-06,9.5663e-06,0.0176344689,0.0317497197,1.4631e-06,2.18e-08,0.0,6.7349894591,6.55e-08,0.0,3.117e-06,0.0,0.0,5.854e-07,0.0,0.0,1.4611639351,0.0,6.391e-07,5.7912e-06,1.16e-08,5.19408e-05,2.93904e-05,1.6104e-06,5.39e-08,0.0003022929,0.0,0.0,0.0,0.0,1.2154e-05,2.156e-07,0.0472386121
Torracat,4.58239e-05,0.0,0.0,0.0,0.0,0.0,4.55122e-05,0.0,0.0,0.0,0.0,0.0,3.3849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44e-08,3.3849e-06,0.0001751271,0.0,0.0,0.0,0.0008633335,0.0,0.0,0.0,3.24e-08,0.0,1.31e-08,0.0,0.0,0.0,3.464e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.958e-07,0.0,4.5398e-06,0.0001756229,3.3849e-06,0.0,0.0,5.282e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55122e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55122e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.461e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5398e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.609e-07,0.0,1.31e-08,0.0,0.0,3.116e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0001413905,0.0,0.0,0.0,0.0,0.0,2.554e-07,0.0001751271,0.0,8.074e-07,5.674e-07,5.609e-07,0.0,4.7952e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0894e-06,0.0,0.0,0.0,0.0,3.3849e-06,0.0,0.0,0.0,2.297e-07,0.0,0.0,0.0,0.0,0.0,3.37366e-05,0.0,0.0,0.0,0.0,4.958e-07,0.0,0.0008633335,0.0,0.0,3.116e-07,0.0,0.0,0.0001751271,0.0,0.0,2.554e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79e-08,0.0,0.0,0.0,0.0,4.5398e-06,0.0,0.0,0.0,0.0008633335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliwrath,0.0002531719,1.037e-07,0.0,0.0,0.1053012413,0.0001537936,1.4e-09,0.0001562061,0.0235183347,0.0,0.0014372665,8.9229e-06,2.5685641205,1.68e-07,0.0006965714,8.9227e-06,0.0,0.0,0.0003759737,0.0,2.3e-08,0.0012640341,6.57219e-05,0.0251786751,0.0,3.2434457426,4.479e-07,0.0,3.18544e-05,0.0,0.0,0.0004873247,0.0002432759,0.0032435633,0.0,4.29252e-05,0.0,0.3571436381,0.0,9.135e-07,8.22146e-05,9.76e-06,0.0,0.0,0.0006840267,5.7e-09,0.0,0.0,0.0,1.8943e-06,0.0,2e-10,5.1294e-06,0.0006176509,0.0001939311,1.3906e-06,0.0,0.6159848235,0.0001412918,0.0,0.0,0.0008888756,0.000119242,0.0,0.0245902606,0.0054794055,1.01398e-05,0.0027122138,3.7927e-06,1.8943e-06,0.0019350166,0.0,1.2249e-06,2.0484e-06,0.0001314459,0.0,0.0,0.0,5.1293e-06,1.68e-07,0.0,0.2458663459,1.3906e-06,1.68e-07,3.0254e-06,3.0976e-06,0.0,3.729e-07,0.0244459749,0.0032068919,0.0,0.0,0.0,0.0006183515,0.0027359857,0.000147246,0.0115663703,0.0,0.0321852678,0.0,1.7e-09,0.0,0.0,0.0032384335,0.0,2.991529916,0.0008143237,0.0035898285,3.5052294253,0.0,2.0485e-06,5.6605e-06,1e-10,0.0,0.0006893961,0.0,3.4108e-06,1.4e-09,0.0,0.0001923518,0.3433185241,0.0001632913,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8728e-06,0.0,0.0,0.0,0.0,1.42008e-05,1e-10,0.0033957767,0.0012640341,0.0318370572,1.6104e-06,0.0,2.0484e-06,0.0,0.0001349634,0.0,0.0,3.5118e-06,0.0006176479,3.321e-07,0.0,2.3e-08,0.0972184338,0.0,0.0,0.0,1.0499e-06,0.0003702637,0.0,8.22147e-05,3.14e-08,0.0,4.28085e-05,1e-10,2.62446e-05,0.0,1e-09,0.0,0.0055681444,0.0177673786,0.0971981817,3.1804005707,0.0,0.002374839,2.6e-09,0.0318384165,0.0004976506,1.52e-08,0.0001448197,0.0016022767,4.6684e-05,0.0,0.0013490041,0.0,0.0,0.0013021926,2.4169e-06,3.4108e-06,0.0012640343,0.0,1.8943e-06,0.0,0.0,0.0001860583,0.0006893961,0.0002337982,9.4e-09,0.0,0.0,0.0,0.0001537936,0.0,9.769e-07,0.0,0.0136971669,1e-10,0.0,4.28085e-05,0.0,0.0001472443,0.0,0.0,1.0492e-06,0.0,0.000141292,0.0012652782,0.0013298288,0.0,0.0,0.0,0.0,0.0244759119,0.0001788662,0.0,0.0,0.0001355573,1.3e-09,0.0,0.0,0.0,0.0027160065,0.0053968382,0.0,0.0,0.0,0.0,0.0001314354,0.4353203274
Emolga,0.0,4.74e-08,0.0,2.87e-07,3.64578e-05,0.0,0.0016390497,1.13079e-05,0.0,0.0,0.0,0.0,3.64578e-05,0.0016542208,4.74e-08,0.0,0.0,0.0,0.0,8.6741e-06,0.0,0.0,0.0,0.0003454493,0.0,0.0001971746,0.0,1.13133e-05,1.93e-08,0.0002113972,6e-08,0.0,0.0,0.0,2.5e-09,0.0,0.0,0.0007907438,0.0,2.7565e-06,0.0,1.2117e-06,0.0,0.0,2.5e-09,0.0,0.0,0.0,0.0,0.0,1.13079e-05,0.0,0.0,0.0096516044,0.0,2.9106e-06,0.0,0.0,1.315e-07,1.315e-07,0.0,0.0007907985,0.0,0.0,1.41569e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1992e-06,0.0,6e-09,0.0,0.0,0.0,0.0003392467,0.0,0.0,0.0,0.0,0.0001053978,0.0,3e-10,0.0,0.0,0.0,0.0,3.0088e-06,0.0016521684,4.51444e-05,0.0001607168,0.0,0.0,0.0,0.0,0.0,0.0002145666,2.003e-07,0.0,6.01e-08,0.0,2.87e-07,1.0616e-06,2.7626e-06,5.4e-09,0.0,0.0,0.0,0.0,0.0,3.1887e-06,0.0,0.0,0.0,0.0,1.1992e-06,0.0003392941,0.0,0.0,0.0,0.0,0.0,0.0,0.0001054357,0.0,0.0,0.0096484157,0.0,0.0,4.74e-08,0.0,0.0,3.79e-08,1.1388e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.74e-08,0.0,7.0464e-06,1.25e-08,0.0003395337,2.1946e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001607168,0.0,3.063e-07,0.0,0.0,0.0,1.25e-08,0.0002113779,0.0,7.93e-08,0.0,0.0,0.0,0.0,6.4e-09,0.0,0.0096484282,3.0088e-06,6.4e-09,0.0,0.0001053978,6e-09,0.0,0.0104391541,0.0,0.0096484157,1.1992e-06,0.0,0.0011302719,1.13079e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001607168,0.0,0.0002290206,0.0001693908,0.0,0.0,0.0,0.0,0.0,0.0,2.7629e-06,1.1992e-06,0.0,0.0,0.0001053978,0.0,3.64578e-05,0.0,0.0,8.674e-06,0.0,0.0,0.0,0.0,2.5e-09,0.0,0.0,0.0,0.0007907385,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0616e-06,0.0,0.0,3.79e-08
Butterfree,1.6e-09,0.0009952572,3.41e-08,0.0,0.0120563195,5.22241e-05,0.0,1.885e-07,0.0,0.0,4.1184e-06,1.3e-09,0.0007404573,0.000729441,6.33848e-05,0.0,0.0022797714,6.3475e-06,0.0004419553,0.0016325807,0.0033517177,0.0,0.0,0.0266233011,5.21821e-05,0.025856019,0.0002686867,4.3e-09,0.0126477639,0.0001425183,1.78119e-05,0.0198986924,0.0250525429,0.0004910178,1.246e-07,0.0028572007,0.0,0.0035428723,3.69703e-05,6.07154e-05,0.0,2.2e-09,0.0,5.286e-07,0.0,0.0,0.0,0.0034401207,5.608e-06,0.0,6.335e-07,9.1146e-06,0.0,4.5102e-05,4.3204e-06,3e-10,0.0,0.0,0.0077041615,0.0110157354,0.0,0.0222105613,4.114e-06,0.0,3.15268e-05,9.4e-08,2.1905e-06,9.0784e-06,0.0,1.757e-07,0.0005627837,0.0208692985,0.0022232455,0.0221968451,0.0003267198,0.0,4.79022e-05,7.192e-07,1.739e-07,0.0,7.7e-09,0.0004042153,7.876e-07,0.0,1.21621e-05,0.0001988767,0.0,0.0,1.1118e-05,0.0007425764,0.0,0.0035575149,0.0,0.0008017502,0.0138444144,0.0116880831,0.0,0.0,0.0035315177,0.0,1.3e-09,0.0,0.0,0.0,0.0001445998,0.0,1.46438e-05,0.0033864922,0.0026117435,0.0,1.24e-08,9.0784e-06,3.4299e-06,0.0015020298,6.9049e-05,0.0,0.0014109093,1e-10,0.0,0.0001332754,0.0190283616,6.335e-07,4.83824e-05,5.72564e-05,0.0,1e-10,4.3486e-06,1.55e-07,0.0,1.23e-07,0.0014072409,0.0,0.0,0.0,2.1781e-06,0.0,2e-10,0.0106654854,0.0,0.0001290858,0.0,0.0,0.0,0.0,0.0119168956,0.0007293428,0.0,0.0014105958,0.0016514689,1.33e-08,4.2224e-06,0.0031349624,0.0005642367,1e-09,0.0,5.61e-06,0.0003280862,0.0026123929,0.0015791501,0.0102208813,0.0001362391,0.0031941705,5.03469e-05,0.0010314583,4e-10,0.0,0.0003134689,8.908e-07,0.0152056242,0.0,0.0011803909,0.0004404934,0.0,0.0002063929,0.0,0.0,2.7084e-06,1.79e-08,0.001579133,1.02983e-05,0.0002288046,0.0,4.65457e-05,3.50008e-05,1.71e-08,3.0272e-05,1.75e-08,0.0,0.0,0.0,4.0493e-06,0.0,0.0,5.3865e-06,0.0,0.0359697254,6.43497e-05,0.0,0.01107431,0.0,0.0039071301,0.0,5e-10,0.0003816937,0.0118844814,4.0553e-06,0.0,0.0008705737,0.0,0.0001915405,1e-10,0.0,0.0003224074,0.0030064847,0.0,0.0,0.0,3.86033e-05,1.1e-09,4.77702e-05,8.78674e-05,0.0039508264,0.0233172776,0.0,0.0,0.0223407006,5.286e-07,0.0116922001,9.1e-09,0.0001743231,0.00059136,0.0,0.0011718645,0.0,0.0010332591,6.981e-06,0.0001290861,7.7e-09
Tornadus,0.0,0.0,0.0,0.0,0.0055010815,0.0,0.0,7.7197e-06,0.0,0.0,0.0,8.5637e-06,0.0256996709,0.0,0.0,0.0,0.0,0.0002198791,0.0002521256,0.0004427027,0.0,8.64583e-05,0.0,0.0035165989,0.0,0.0297441712,3.56434e-05,0.0002414105,9.2173e-06,0.0,6.535e-07,0.0,1.64e-08,0.0,0.0,0.0006604562,0.0,0.0010897766,0.0002190345,0.0001426603,0.0,0.0,0.0,0.0,3e-10,3e-09,0.0003095328,0.0,0.0,0.0,0.0,0.001078017,3e-09,2.75254e-05,0.0,0.0,0.0001542542,1.5e-09,0.0,0.0,1e-10,0.0001530029,0.0,4e-10,0.024801415,0.0131893821,2.13e-08,0.0,1e-10,0.0,0.0003095328,0.0,1.65e-08,0.0,0.0,0.0,1.64e-08,0.0,0.0,0.0002113154,0.0126642473,0.0038958942,0.0,0.0,6.677e-07,0.0,0.0001542542,0.0,0.0,0.0,0.0,0.0,0.0,1.12218e-05,0.0250535972,0.0,0.0126642473,0.0,0.000260553,0.0,0.0,0.0,0.0,2.73095e-05,3.59971e-05,0.0127861997,0.0014729784,0.0003949756,0.0133450984,0.0,0.0,0.0,0.0,0.0003909283,0.0,0.0,0.0248333496,0.0,0.0,0.0,1.51155e-05,1.43e-08,0.0020152826,0.0,0.0,0.0,0.0002835243,0.0,0.0,0.0002113154,3.16131e-05,0.0,0.0,1e-10,0.0,0.0,0.0002519892,0.0008809795,0.0,2e-10,0.0,0.0,0.0,0.0,0.0020152826,0.0,0.0,0.0,4.04935e-05,0.0,0.0,0.0,0.0004193118,0.0,0.0,0.0,0.000197066,1.177e-07,0.0003909283,2.14e-08,0.0,0.0,0.0,0.0,0.0003909283,0.0,2.23733e-05,0.0022112148,0.0003978963,0.0,0.0001542542,0.0003959911,0.0086897317,1.10597e-05,0.0034961384,0.0,2.46452e-05,8e-10,0.000648741,0.0129739165,0.0,0.0,0.0,0.0,2.36258e-05,2.37441e-05,0.000197066,7.7188e-06,0.0,0.0,0.0,1.64e-08,0.0,0.0002519892,0.0,5.9903e-06,8.3337e-06,0.0,0.0,0.0,0.0,0.0,0.0003385924,0.0,5.90928e-05,0.0,0.0,0.0,3e-10,2.46452e-05,0.0,0.0,0.0246517858,0.0,0.0,0.0,0.0034857958,0.0,0.0,0.0,0.0,0.009757407,0.0,0.0,0.0001959321,2.37444e-05,0.0,3.40889e-05,2.821e-07,0.0,0.0,0.0011133653,5.9903e-06,0.0,0.0,0.000648741,0.0,1.364e-07
Wobbuffet,0.0,0.0,0.0,1.23e-08,0.000274081,0.0,0.0,6e-10,0.0,0.0,1.9707e-06,0.0,0.0,7.5977e-06,0.000314715,0.0,0.0,0.0,0.0003931758,0.0021539956,0.0,0.0,0.0,2.57601e-05,1.853e-07,0.0122487971,0.0,1.8753e-06,0.0,0.0,0.0002740586,0.0350446884,0.0,0.0,0.0,0.0101194603,0.0,1.8739e-06,3.7701e-06,0.0,0.0,0.0003333295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67169e-05,1.69406e-05,1.853e-07,0.0,0.0021283357,0.0,0.0,4.16752e-05,0.0,0.0,0.0101632519,0.0,0.0,0.0003266095,0.0,0.0,5e-10,1e-10,0.0,2e-10,7.801e-07,4.87e-08,0.0,0.0,0.0,0.0,3.98525e-05,0.0,0.0,0.0002002169,1.1678e-06,6.398e-07,6.4349e-06,0.0,2.139e-07,0.0021283357,0.000142205,7.67e-08,0.0,4.83385e-05,0.0,0.0,2.19871e-05,0.0,0.00280608,0.010667614,0.0,0.0,1.67169e-05,0.0,0.0,0.0,2e-10,0.0,3.1e-09,5.21e-08,0.0,3.3e-09,0.0,1e-10,0.0,6.398e-07,0.0,0.0006777441,0.0,7.426e-07,0.0,0.0,0.0,0.0,2e-10,0.0002014759,3.8e-09,0.0003429288,1.853e-07,0.0,1.2573e-06,2.67266e-05,0.0,1.67966e-05,0.0,0.0003098168,0.0,0.0,0.0,0.0,1.798e-07,8.12583e-05,0.0002795975,0.0,2.879e-07,0.0,0.0,1.798e-07,0.0,0.0,0.0,0.0,1.67966e-05,0.0,7.39e-08,0.0,0.0,0.0,0.0,0.0,1.3954e-06,3.9e-09,0.0003716525,0.0,0.0006777475,3.7701e-06,0.0,0.0,0.0,1.025e-07,0.0,1e-10,1.025e-07,0.0002740586,0.0,0.0,2e-10,0.0,2.60101e-05,0.0,2.139e-07,0.0,0.0,2.566e-05,0.0,0.0001424651,0.0,0.0,0.0,3.7701e-06,2.14e-07,0.0007044731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000142205,0.0004538391,0.0100824888,0.0003675453,0.0,0.0,0.0,0.0,0.0,0.0354108599,0.0,1.256e-06,1.2561e-06,0.0,6.4274e-06,0.0,0.0,0.0,1.23e-08,0.0,1.67966e-05,0.0,0.0,0.0,0.0003098129,3.74e-08,3.4e-09,2.54093e-05,0.0,0.0,0.0,2.139e-07,1.23e-08,0.0,0.0,0.0006416414,0.0,0.0,0.0,3.03643e-05,0.0,0.0003641579,3.6449e-06
