,Hattrem,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Oricorio,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Veluza,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Inteleon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Palossand,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Rotom-Fan,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Drifblim,Alomomola,Rotom-Mow,Hawlucha,Mudsdale,Torkoal,Venomoth,Polteageist,Grimmsnarl,Ampharos,Tauros-Paldea-Blaze,Iron Treads,Medicham,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Typhlosion,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Cyclizar,Gastrodon,Grumpig,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Bruxish,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Abomasnow,Roaring Moon,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Beartic,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Pachirisu,0.0,2.3756e-06,1.45e-08,4.8e-08,0.0,0.0,0.0,9.169e-07,0.0003407801,0.0,0.0,1.1243e-06,0.0,4.7e-08,3e-10,1.11e-08,0.0,6e-09,7.8e-09,0.0,1.1e-09,5.43902e-05,0.0,0.0,8.3941e-06,0.0,1.94e-08,0.0,2.2913e-06,2.3296e-06,2.088e-07,0.0,0.0,0.0,0.0021063445,5.4e-08,0.0,0.0,0.0020396742,0.0,3.3e-09,0.0003886244,0.0,0.0,0.0002000332,0.0,0.0,1.1536e-06,0.0,0.0,1e-10,0.0,0.0,2.6514e-06,0.0012169773,0.0,0.00282543,2.2913e-06,0.0,0.0,2.082e-07,0.0,0.0001381858,6.4651e-06,1.2e-07,0.0,0.0012140812,3.1546e-06,3e-10,1.9343e-06,0.0,5.41814e-05,2.2913e-06,2.396e-06,3.8117e-06,0.0,0.0012131657,0.0020522034,5.41814e-05,4.8057e-06,1e-10,0.0,1e-10,6.8292e-05,1.16055e-05,0.0,6.6135e-06,0.0,0.003681171,1.2e-07,0.0,0.0,0.00282543,0.0,0.0,0.0066874002,1.336e-07,0.0,0.0049444092,0.0,0.0,0.0,0.0,2.2913e-06,0.0,0.0036695983,0.0,0.0,1.92e-08,0.0,0.0,0.0,0.0,0.0,0.0012131657,0.0,0.0038143323,0.0,7.6e-09,0.0,0.0003343198,3.1546e-06,0.0,0.0,0.0,0.0,0.0,1.345e-07,0.0,0.0,4.7e-09,1.16201e-05,1.42e-08,0.000334331,0.0002000016,3.29e-08,0.0,0.0,1e-10,1.1e-09,1.45e-08,0.0020522145,1.0256e-06,0.0,6e-10,0.0,0.0012131657,0.0,0.0,7.735e-07,0.0,0.0,5.683e-06,0.0,0.0036783221,0.0,0.0,0.0020522025,6.18474e-05,0.0,3.3185e-06,0.00282543,0.0021111817,0.0021063521,0.0021681588,0.0020475224,1.018e-06,1.89e-07,0.0,3.22e-08,1.1e-09,0.0,0.0
Floragato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003410965,0.0,0.0,0.0,0.0,4.1179e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.794e-07,0.0003280443,0.0,2.79e-08,0.0,0.0,0.0,0.0,0.0,0.0003280443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79e-08,2.794e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8958e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1179e-06,0.0,1.30801e-05,0.0,0.0,0.0,0.0,2.79e-08,0.0,2.794e-07,0.0,0.0,0.0,2.794e-07,0.0,0.0,2.794e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1179e-06,0.0,0.0,0.0,0.0,0.0
Klefki,0.2909857129,0.0006340245,0.0396139362,1.7895747713,0.5131412203,0.0004629589,1e-10,0.1116771067,2.9348241075,3e-10,0.0038628779,4.97222e-05,3.4839e-06,1.5918740621,1.36971e-05,0.0041199862,2.1620922855,0.0022149451,0.0002814008,0.0247013216,0.0002894345,0.0298762658,4.93174e-05,0.0001399519,0.0115642375,0.0498386856,0.0003604979,0.0004435518,9.92824e-05,9.84575e-05,0.2043756681,0.0134402975,0.0001577513,0.0005993216,0.0,1.553471009,0.0004450854,0.0001064735,0.2208392785,0.1129650544,0.0007504977,0.6498567959,0.0018508358,0.0,0.093051482,0.0003733859,0.0029624226,0.000467957,7.35412e-05,0.0018092059,0.00381121,0.0075088888,0.0,0.0129884777,0.6286811127,0.002398559,0.0006965357,0.0001106751,0.0119628377,0.0001768582,0.0011787365,2.329e-07,0.1365258801,0.0052249421,0.0135541059,0.0009100161,0.0687761629,1.4911686536,0.0002624039,0.012596087,0.0090843531,0.0516047103,6.617e-07,0.0593651518,0.002443645,0.015981533,0.0107189947,0.0011698523,2.8084e-06,0.017619487,0.0067617027,0.0005146793,0.0047002593,0.7126431357,0.0002000074,0.0012351505,0.0123021792,8.20223e-05,2.90396142,0.2841101774,0.0,1.52943e-05,0.350039149,0.0,1.0715e-06,0.8316071535,0.0175818359,0.0102142668,0.0209060704,0.4908279711,1.91111e-05,0.0029118958,4.6e-09,0.0850824176,6.83823e-05,0.3424721598,0.000134466,0.0326763503,0.2165720749,0.0,0.0002794768,0.0522503838,2e-10,0.0854420066,9.40069e-05,0.0001216577,0.0281845394,0.0002319773,0.0019695795,0.0013538787,0.0145883874,0.2989666984,0.6557564808,1.6386e-06,0.0001440653,0.0021074365,0.0,1.4877e-06,0.0800411205,0.0022974858,0.0,0.0001513624,0.3022082889,0.605411147,0.0313705641,0.0112632295,0.0342022864,0.0001017413,0.0195991418,7e-10,0.000451006,0.0623130789,6.4e-09,1.16001e-05,0.0011578334,0.066347775,0.413403543,0.0002044832,0.0009897928,0.0002276918,5.8e-09,0.0002129768,0.3303665319,0.0015659327,3.0202002998,0.0006301088,0.0216526083,0.0,0.0025291317,0.0,2.1891722541,7.02386e-05,1.5947852958,0.0248443214,0.0131370307,0.0656677713,0.0875769092,0.0019260618,0.0004499328,0.0506051788,0.0024888634,0.0007100201,0.0316589654
Marill,1.79e-08,0.0,0.0,0.0,0.0,0.0,7.8976e-06,1.4e-09,2e-10,0.0,0.0,7.8976e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,7.8976e-06,0.0,1e-10,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jigglypuff,5.2e-09,0.0,0.0,0.0,1e-09,0.0,0.0,0.0,2.713e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56133e-05,0.0,0.0,0.0,6.17e-08,0.0,0.0,1e-09,0.0,0.0,0.0,2.713e-07,0.0,0.0,0.0,0.0,0.0,2.713e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.713e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56133e-05,0.0,2.713e-07,0.0,0.0,0.0,4.56133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56133e-05,0.0,0.0,1e-09,0.0,0.0,0.0,0.0,6.17e-08,0.0,0.0,0.0,6.17e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,0.0,0.0,0.0,0.0,0.0,0.0
Farigiraf,0.0013860166,0.002315927,0.0097091683,0.0042248173,0.0006637806,1.3e-09,0.0009871528,0.0157966532,0.1182300529,1.7204e-06,0.0267879447,0.0030335324,0.0,0.4043492905,0.006222988,0.0108156558,0.2389633346,0.0328154881,0.003250385,0.0002893446,0.006665609,0.038871012,0.0096848923,0.0006672619,0.1876388015,0.2290980597,7.97254e-05,0.0002869208,0.0096863061,0.0026827873,5.7174e-06,0.0005148112,8.871e-07,5.56e-08,0.0001320541,0.1386488301,4.9251e-06,0.0001399288,0.0838785535,0.0019863017,0.0317063038,0.0449937475,0.0,0.0029624226,0.0130155557,0.0002872086,0.0,8.28266e-05,8.75952e-05,0.0005347786,0.0539614891,0.0,2.71e-08,0.1105596196,0.0008383957,0.0069349861,9.66022e-05,2.89839e-05,5.5496e-06,7.7391e-06,3.754e-07,0.001090556,0.0250988021,0.0062610122,0.0048738074,0.0198350137,6.7978e-06,1.327e-06,5e-09,0.2341326439,0.0001917227,0.2506570822,0.0035923663,0.0409540676,0.0021962711,0.0002169939,0.0002080877,0.0036377764,5.1658e-06,0.0045797492,0.0024843932,1.12197e-05,6.1e-09,0.0790210872,0.0066633988,4.803e-07,0.0,3.6923e-05,0.0544081634,0.0642783963,0.0,5.36909e-05,0.0549741184,1.31719e-05,1.3435e-06,0.0195096225,0.0046551089,0.0,0.0220464975,0.0097980826,1.847e-07,0.0031258923,0.0046027508,0.0001471344,1.047e-07,0.4117813296,0.0,0.2291941115,1.3059224822,0.0009871528,5.12083e-05,0.2352426495,0.002673979,0.0105859636,4.12405e-05,0.0001036672,0.0954490431,3.90138e-05,0.0,3.03853e-05,0.0116710268,0.2331425515,0.0033463501,1.039e-07,2e-10,0.0012158176,0.0,4.68476e-05,0.0034133918,0.0006497451,0.0,0.0048674055,0.8622701177,0.027626261,0.0133553288,6.66937e-05,0.0046053144,0.0,0.0049008856,3.13621e-05,0.3741611574,0.2251767468,0.0,1.0356e-06,7.43e-08,0.1879348771,0.4337432978,0.023251078,0.0,0.0,1.592e-07,3.91604e-05,1.5333275,0.0,1.7474537939,0.0061041367,0.0042148417,1.26e-08,0.0010256715,3.6903e-05,0.0377427609,0.3383819875,0.0305511843,0.0045724682,0.003506443,0.0258811791,0.0095021233,0.0291978255,0.0142783475,0.9213618812,0.0003826243,8.58849e-05,9.72e-08
Salamence,0.010632392,0.0142049978,1.3193278982,7.7320944538,0.340959112,0.0002135812,0.0222756514,0.0902655932,1.6757277591,0.0001087862,7.04166e-05,0.0319213852,0.0,0.1562800032,0.0007177201,0.054558389,0.1324875924,0.0869079205,0.0173371527,0.0410114775,0.011288967,9.8837995782,0.0020516916,0.0144079706,0.0726903053,4.3872e-06,0.0143314719,0.0004287315,0.0501823199,0.0003771765,0.0009943967,0.0047817729,0.000574559,0.0015420866,2e-10,0.1804437268,0.0150010786,2.27904e-05,8.8641547978,0.0233191428,0.0292133947,4.053947659,0.0373016838,0.000467957,0.3977526561,0.0112652667,8.28266e-05,0.0,0.0065960323,0.0227836371,0.0,0.0363460525,0.0009065137,0.0821816658,7.1977019485,0.0338342739,0.0059158119,0.0089404012,0.0012209657,0.0015168358,0.0008956791,0.0007661495,0.1485182508,0.0020758816,3.47536e-05,0.0680455664,0.0107993516,0.0518333186,0.0008485276,0.092425544,0.0002644805,0.0559572512,0.0,0.1926128758,0.057318552,0.0108062589,0.0041456423,0.0115979458,0.0015987323,0.4624465486,1.11669e-05,0.0035233822,0.0085526776,0.1476474536,0.0033552211,0.0076393828,0.0028561845,0.0084666914,0.0597343247,0.054303719,5.3407e-06,0.0005362541,0.2092336778,0.0025614652,0.0003142222,2.6004225467,0.0995788973,0.0066411595,0.0669677139,0.0855958481,1.61608e-05,0.0173841525,0.0528827988,0.0160532687,0.0029584582,0.105707817,0.0345868174,0.0301433854,0.0646136669,1.48252e-05,0.0006164529,1.2116852303,0.006520163,0.0173444286,0.0001170211,0.0032581761,0.1119887627,0.0132009447,0.0114367715,5.322e-07,0.1426167829,0.0254749788,0.2695018449,9.2326e-06,0.0115549365,0.0150135625,0.0010086267,0.1215959315,0.0008536376,0.0033196359,4.3177e-06,0.003175711,0.3101144884,0.0238281623,1.6814565727,0.0841119444,0.2757218882,1.0542e-06,0.2238468755,0.0,0.0088351363,0.0454807442,0.0020817189,0.0011515583,0.0128457256,6.388e-07,0.1017746041,1.7293e-06,8.23353e-05,0.0379191259,3.6017e-06,0.0094470792,0.1768842736,0.0126446063,10.8500303024,0.0184972264,0.021518817,2.99707e-05,0.0180244488,4.3113e-06,0.0192964461,0.0174875503,1.6000771421,0.0203480836,0.0808238635,0.6684663924,0.0890253381,0.0110548466,0.1260338453,0.5260474419,0.0098213879,0.0124205544,0.0499817528
Falinks,0.0436009666,5.1847e-06,0.0005388826,0.0001551347,8.96864e-05,0.0001854754,0.0,0.0155375404,0.0192471234,0.0,0.0,0.0,0.0,7.67e-08,0.0,1e-10,2.802e-07,1.7149e-06,0.0011326759,1.7149e-06,0.0,0.0032482319,0.0,2.549e-06,1.17712e-05,3.6354e-06,0.0001851354,0.0,1.3906e-06,0.0439222586,0.0,1.647e-07,7.238e-07,0.0,0.0,0.0003821489,0.015485355,6.85996e-05,1.68228e-05,4.67942e-05,0.0,0.0058768247,0.0,7.238e-07,0.0021178583,1.82961e-05,0.0,0.0002948491,0.0,0.0,0.0,0.0001076848,0.0,0.0100972482,1.682e-06,7.67e-08,1.93299e-05,0.0,1.93299e-05,8.02e-07,0.0,0.0,7.01739e-05,1.3202e-06,7.4517e-06,0.0003775616,1.79e-08,0.0,8.77632e-05,0.000346328,0.0154849138,0.0003483072,0.0,1.306e-07,0.0,0.0,1.37e-07,0.0,0.0,0.0012731724,2.02452e-05,0.0001112336,0.0,0.0038436834,0.0,1.998e-06,6.4e-08,3.6993e-06,0.0104340792,0.0,3e-10,0.0,0.0003188624,5.201e-06,0.0,0.0021369384,3.3468e-06,0.0,0.0101662957,1.2367e-06,0.0,0.0,0.0,3.568e-07,2.5489e-06,0.0006188091,0.0,3.7713e-06,0.000621844,0.0,0.000111637,1e-10,3.3575e-06,0.0,5.11408e-05,0.0002911526,0.0021191712,0.0,0.0011562848,1.0874e-05,0.0002911526,0.000111637,2.4462e-06,0.0,0.0,0.0,8.5487e-06,9.018e-07,0.0,5.3768e-06,0.0,2.502e-07,9.17358e-05,1.397e-06,0.0037625259,0.0,0.0,0.0,0.0001232466,0.0436484153,0.0,7.072e-07,0.0003773564,0.0001075022,0.0,0.0,0.0008931022,0.0,0.0154849138,2.535e-07,0.0,1.01209e-05,6.83926e-05,7.238e-07,0.0045603963,2.2848e-06,3.0681e-06,0.0,5.5e-09,0.0438367622,9.17945e-05,3e-10,5.1847e-06,7e-10,0.0100595237,0.0006188092,0.0,0.0010378453,0.0001192734,1.3202e-06,0.0,1.50769e-05,1e-10
Haxorus,0.0,0.0034484428,0.047765762,10.8367566941,1.8377086248,1.1428e-06,0.0014067369,0.00934136,1.0124791142,4.449e-06,0.0045160504,0.0030452578,0.00069447,1.3603743296,0.0013925664,0.0333006682,0.2940076812,0.0013524273,0.0029840845,0.0308356208,0.0006879688,0.199230134,0.0001021597,0.0002195706,0.1852995663,0.0352058562,0.0012449106,0.0112849627,0.0098651099,0.1425757594,0.3874632729,0.0109765103,0.0226374382,0.0020111057,0.0003904196,9.9568266515,0.0301057468,0.0333385452,7.7320554718,0.7289079174,0.0248345188,0.6903416773,0.0100770108,0.0018092059,0.1877844091,2.24992e-05,0.0005347786,0.0227836371,0.0127717748,0.0,0.0023485925,1.11e-08,2.7e-08,0.269406372,0.1633706946,0.0054127369,0.0062218008,0.0864816087,0.0307073363,0.0003235395,0.1418918463,8e-10,0.6089665806,0.0622091902,2.5e-09,0.001430538,0.0014146821,0.0523122733,0.0019839932,0.3204550462,0.0042911227,0.1132579306,0.0015542676,0.2891918244,0.1465676424,0.0271975188,0.0227067248,0.0009532494,0.0026443738,0.3904962198,1.13731e-05,0.0530314011,2.52613e-05,10.6409555666,6.58e-08,0.0705101107,0.8252848677,0.1192316472,10.9046188222,0.0377247592,0.0,0.0775979079,7.0293512379,0.0004216967,4.64e-08,1.1409672376,0.0043668889,0.0865139942,0.7074784156,0.1298874064,6.97129e-05,0.6560317116,0.0315350493,0.1553617568,0.0001403747,0.0435420906,0.002519866,0.0324492941,0.5855385988,2.54019e-05,0.0356458333,0.0616091922,9.90163e-05,0.0067147481,0.0019633505,0.0005091999,0.4240794689,0.0009420608,0.0019045923,7.87e-08,0.0091120246,0.0507320322,0.2310901914,0.0040039065,0.0111521829,0.0024850414,0.0022364462,0.0014755032,0.1278370832,0.1837931593,0.0,5.1769948371,0.6248852615,0.0587587676,0.0764653867,0.8233683436,0.1102860887,0.0032369263,0.0140793068,7.44745e-05,0.001628758,0.4010338419,0.0006973349,0.0022856708,0.0018288591,0.0001743517,5.732623998,0.0033257647,0.002281669,1.91063e-05,6.23182e-05,0.0,0.5763404066,0.0020010513,7.9867896426,0.0055348604,0.1937861858,0.0005388712,0.9483810972,2.32536e-05,0.0014648194,0.3862923599,3.5184570708,0.0134114352,0.0533782886,1.25689606,0.3380407707,0.0234119332,0.0124056057,4.7828775124,0.0006189542,0.0047106126,0.0129732848
Rotom,1e-10,0.0,0.0035322436,0.000519708,0.0004356967,3.749e-05,0.0027918571,6.61241e-05,0.000108462,0.0,0.0,2.74e-08,7.59715e-05,6.98835e-05,0.0,7.07793e-05,0.0,0.0031428076,0.0,0.0,2.74e-08,0.0,0.0,0.0005806469,0.0004356967,0.0035316544,1.8e-09,0.0,0.0,6.033e-07,0.0,1.081e-07,0.0,2.41e-08,3.776e-06,0.0032125072,3.9451e-06,0.0,2.43e-08,5.07229e-05,3.22095e-05,8.66062e-05,0.0,0.0039564059,2.34421e-05,0.0,0.0,0.0037544503,0.0,0.0,0.0,3.9451e-06,0.0,3.18914e-05,0.000669466,6e-10,0.0,3.12805e-05,0.0,0.0005064772,5.274e-07,2e-10,7.59715e-05,0.0,2.74e-08,0.0,5.72571e-05,0.0,0.0,0.000417825,0.0,0.0035316544,4.839e-07,0.0,0.0027918803,0.0006496629,4.0499e-06,0.0,0.0,6.00232e-05,0.0,3.9451e-06,1.1e-09,7.07485e-05,0.0,0.0,0.0005690387,0.0,8.6465e-06,1.1e-09,0.0,0.0006183823,0.0,3.776e-06,0.0,3.40134e-05,0.0027918571,1e-10,2.32e-08,2.1e-09,1.2e-09,1.081e-07,0.0,0.006674462,1e-10,2.7e-08,0.0,1.834e-07,0.0004356967,0.0,0.0,8.00232e-05,7.59715e-05,0.0,0.0001064148,0.0,0.0004137364,0.0,3.27918e-05,0.0,0.0,3.11037e-05,0.0021452128,0.0,0.0005808873,1.96466e-05,0.0,0.0,0.0,3.485e-07,0.0,6.9265e-06,0.0,1.067e-07,0.0,2.32e-08,2.35e-08,0.0,0.0031428076,0.0,0.0,1.1149e-06,3.485e-07,0.0,0.0,0.0,0.0007256343,6.9265e-06,0.0,1.51441e-05,0.0,0.0,0.0004553127,0.0,0.0032275556,0.0,0.0,0.0,4.05307e-05,2.44522e-05,0.0,1.067e-07,0.0006820563,0.0,0.0,8.70419e-05,4.40739e-05,1.84e-07,0.0005805388,1.1e-09,2.147e-07,0.0,6.9265e-06
Glaceon,4.4e-09,6.3162e-06,0.0208545294,0.1658075842,0.2162339714,2.7e-09,0.0,0.0309726959,0.0062157559,0.0020102125,0.0053745847,6.17e-08,0.0018103684,0.2419193748,2.3919e-06,0.1131025093,1.22056e-05,0.000170642,0.000113023,2e-09,4.93939e-05,0.0776349266,0.0,3.17748e-05,5.42084e-05,4.82378e-05,0.0058865547,3e-10,9.58746e-05,0.0005621049,0.0067947031,2.66809e-05,0.0,1.379e-06,0.0,0.0096474693,7.40515e-05,0.0042096111,2.3228270298,6.19e-08,2.991e-07,0.5103164989,0.0079571342,0.0075088888,0.157093624,7.5e-09,0.0,0.0363460525,2.60432e-05,1.11e-08,0.001019389,0.0,0.0,0.2143813796,1.2335793174,1.08e-08,0.0489877699,5.84809e-05,2.29781e-05,0.0100295466,0.049556612,2.4e-09,0.0013170341,0.0040392491,0.0,0.0,0.0001087255,0.000174564,3.18e-08,0.0057724379,0.0609779014,0.0059045068,2.15e-08,0.0309305473,2.47e-08,0.001914537,0.0209424187,5.39057e-05,0.0610928464,0.0119965543,0.0,0.0001116373,0.0,0.0223166796,0.0,0.0948792788,2.18e-08,4.53e-08,0.1111979842,0.0094244692,1.6e-09,0.0596524687,0.0045179734,0.0223015425,0.0,0.0983306972,1.16194e-05,4.4e-09,0.1254832721,2.1518662304,0.0,2.4891e-06,0.0,3.17759e-05,7e-09,5.17909e-05,0.0,5.28914e-05,0.0076701062,6.28762e-05,0.0093874823,0.0120577438,1.891e-07,0.0,3.19034e-05,0.0001104015,1.8195259946,0.0181534591,1.3e-09,0.0,7.6778e-06,0.0542442423,5.40945e-05,2.744e-07,3.78536e-05,9.3e-09,6.8e-08,2.3e-09,4.5979e-05,0.0047620405,0.0,0.0049553758,0.1077508749,0.0240261528,0.0010546295,7.02948e-05,0.0001481999,0.0,0.0103942043,0.0,2.9011e-06,0.0973214223,5.37169e-05,0.0003768721,0.0,0.0969508185,0.0466622902,0.0018103687,0.0,0.0370596502,0.0211168655,0.0002693684,0.4531841607,2.45755e-05,2.0431218607,8.8926e-06,1.374e-07,1.556e-07,0.0611387714,1.42171e-05,1.15756e-05,6.77577e-05,2.35896e-05,0.0004102214,2.67956e-05,0.0948728317,0.0339114937,0.0010578428,0.0034370986,0.0951287641,1.904e-07,0.0,0.0
Clodsire,0.0,0.848489532,0.1770219115,73.7675294666,64.5077000509,0.0097582546,2.197208826,0.5357834554,71.7983393358,0.0015966022,0.0650860917,0.088776336,0.0015112592,3.6095601309,0.0943866095,2.7557658954,2.9975550432,0.1526809773,1.6600467338,0.112543484,0.2637261732,108.8280354817,3.3807906224,0.2743516984,0.061180006,0.0290872212,0.3234616506,0.1267505558,0.0699589416,0.0136680742,0.0141825151,0.2455415803,0.1421260116,0.0304482614,0.0001922697,3.1212152714,0.4693962683,0.0273102464,50.6386751404,3.0991017144,0.1366021049,72.3010358214,0.0531306977,0.0129884777,37.3797662117,2.0143176074,0.1105596196,0.0821816658,0.8749460492,0.269406372,0.2000251078,0.2143813796,0.3019433693,0.0,32.2276613551,0.1657557666,2.1388126146,0.1443362279,127.913057839,2.4820371767,0.1475083763,0.0430952665,9.3878119111,0.4989611331,0.0215256282,0.0365283549,0.2748009996,0.4430273244,0.8520112137,27.7946651772,0.0181880753,0.7953276163,0.320992747,39.207365776,5.2057545426,1.6559652837,47.017684034,0.0200138993,0.86953728,31.1085763192,0.0078703621,0.0009854184,0.002137494,5.1865047183,0.3338375378,0.5342555295,0.28165676,0.5026277733,32.7140328704,0.5913780517,5.038e-06,0.0007911678,2.4296173804,0.4362208849,0.056440645,85.2943867037,0.0220450329,0.2265447023,3.2107079513,30.5212212308,0.0831650114,119.8198108781,0.2805125194,0.5050114801,0.0002906546,11.130007253,0.0003142362,0.0815890333,1.1567952059,0.0811417271,0.3682265127,6.0458335557,0.1559493304,0.03615529,0.3403639337,0.1480696658,179.7772712595,2.5796411329,0.1565197925,3.38e-08,1.7336136364,44.3346202866,2.6291110053,0.2539754767,0.1470083521,1.6369710932,0.0013515831,0.1037590164,44.2425868861,0.2674878285,1.56079e-05,0.0834120017,22.3690501929,197.6681903531,51.9758181526,0.7232074651,1.0423739718,0.0001306324,0.8410962796,0.0002622221,0.0474097257,44.674212175,0.1768687409,0.000466047,0.0763136998,2.5679403195,27.1985508446,0.0340539824,0.0097165529,0.0311604498,0.0552894083,0.0028385542,69.9922475091,0.5139549675,117.6044865982,0.1150292815,3.1351732268,0.0022653009,0.8906777677,0.0032700821,3.7183626978,0.9755721743,16.5506720918,0.0304234635,0.7793497649,20.3764043521,17.2050308477,0.1430145299,2.931558881,8.4981201477,0.0324452195,0.0877424049,0.1244470593
