,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Spiritomb,Linoone,Stoutland,Archeops,Snorlax,Uxie,Swellow,Regirock,Hitmonlee,Gorebyss,Mimikyu,Togekiss,Machamp,Muk-Alola,Tyranitar-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Corsola,Toxapex,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Lapras,Bisharp,Zangoose,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Manectric-Mega,Mantine,Nidoqueen,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Abomasnow-Mega,Roserade,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Beedrill-Mega,Ninetales-Alola,Durant,Tapu Bulu,Incineroar,Pangoro,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Minior,Klefki,Suicune,Gyarados-Mega,Slurpuff,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Eelektross,Glalie-Mega,Porygon2,Arcanine,Crawdaunt,Steelix-Mega,Guzzlord,Mamoswine,Goodra,Dusknoir,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Floatzel,Blissey,Politoed,Donphan,Meowstic,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Cacturne,Amoonguss,Jolteon,Seismitoad,Tornadus,Aron,Virizion,Blacephalon,Golduck,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Lurantis,Empoleon,Passimian,Metagross,Dragalge,Heracross,Bewear,Feraligatr,Tyrantrum,Rhyperior,Palossand,Quagsire,Florges,Rhydon,Ninetales,Carbink,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Stunfisk,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Articuno,Alomomola,Rotom-Mow,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Drapion,Torkoal,Probopass,Excadrill,Victreebel,Smeargle,Whimsicott,Magneton,Banette-Mega,Tentacruel,Greninja-Ash,Golbat,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Omastar,Typhlosion,Primarina,Necrozma,Oricorio-Sensu,Electivire,Volcanion,Gourgeist-Super,Scizor,Nidoking,Zapdos,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Noivern,Registeel,Umbreon,Xatu,Nihilego,Heracross-Mega,Mismagius,Froslass,Camerupt,Sylveon,Azelf,Pikachu,Zoroark,Salazzle,Jynx,Shuckle,Diancie-Mega,Galvantula,Abomasnow,Tsareena,Mimikyu-Totem,Kecleon,Bruxish,Luxray,Clefable,Alakazam,Mudsdale,Stakataka,Mienshao,Yanmega,Latios,Ludicolo,Latios-Mega,Pachirisu,Gogoat,Flygon,Starmie,Venomoth,Entei,Tangrowth,Lycanroc-Dusk,Cradily,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Onix,Jirachi,Dusclops,Hydreigon,Poliwrath,Hoopa,Golisopod,Sableye-Mega,Manaphy,Zeraora,Skarmory,Aggron,Crobat,Heliolisk,Kingdra
Greninja-Ash,-11.6025601376,-14.2601070939,-0.1968220124,-13.4740837072,-151.1572805094,0.7244793628,-1.5443704603,-6.3871984089,-0.4814128307,-2.9512756291,-0.4341102512,-0.8017866871,-0.3688706061,-10.3408521246,-7.1918310015,-0.8716231971,-0.4635329924,-0.4541028325,-0.9331806041,-4.2557937301,-5.7546316984,-3.9765139087,25.1216739872,-27.9237736293,-178.9637991007,-13.0839833444,-51.3908645556,-6.0994573493,-118.7430871656,-442.5592773554,-20.2214329153,-126.5200640356,-4.4563105599,-1.8477121639,-4.6391758176,-15.7787781174,4.4734962681,-8.5727287577,161.1059354005,-0.9475668858,392.6976381196,-10.6868748805,-22.3569066804,-0.3597519622,-80.7597833671,-0.5573935771,-0.6819399379,1.2306389673,-87.4882900332,-5.9059267624,-39.7758344195,-0.9990683457,-330.8353555726,-3.046228698,-2.8205296421,-6.0198551472,366.5507278596,-0.3805829528,-103.9778557048,-0.8627910832,-41.6069496494,-0.8512472196,-9.7148828857,-60.0611574547,-27.7935379941,-40.8606548671,-2.0421254088,-1.9298720885,-22.5484172868,6.0856929811,-103.1035330114,-61.4497349483,-81.1330118345,-43.008755381,-0.0475809544,-8.3485399286,-9.1624538278,-2.1428963009,-24.4560913375,-120.311150754,-2.5106089379,-12.6409642615,-0.8323131975,-155.6008510502,-19.7628327094,-7.7252865512,-1.3595513791,-1.3821977561,-1.8791441119,-0.2831709939,-7.0311693783,-5.2410686937,-30.5495147153,-6.478909221,-4.8804315714,-0.3401755226,-13.3344161816,-87.2226918141,-7.6773624337,-29.697229424,-9.6307062797,-0.611839039,-1.0673178601,-0.9715622007,-0.6518876135,-6.0970922669,6.3839764932,-2.2792198101,-75.0719407597,-3.0483661883,-3.6020240333,-43.0168056875,-1.6668800276,-1.2014377233,-2.9167378846,-78.4549260829,-163.5456815737,-95.6124911777,-13.6752047102,-0.6425862672,-10.8922446625,19.215594944,-6.0522582738,-0.4074420218,-7.6077315163,-0.9323269944,0.0,21.4561655225,-28.6393798366,-0.535347013,-2.1167976705,-18.2714103023,-108.8489925031,-0.3946525253,-62.7780120501,-0.6272299244,-23.035146104,-1.5717249684,22.1999123072,-0.5177180326,-154.0009206528,0.5398817641,-66.5858980247,-120.1727645727,519.4576490064,-12.5268415424,-9.2215797175,2.6657734853,-2.1177416994,-1.023533513,-9.711413912,0.3126429025,-3.7745577605,-1.0155648813,-0.4489625192,-1.4051528846,-7.3344489776,0.3936700002,-60.5237391389,-0.5660405069,-0.4823680822,-3.1924534756,-1.8920259347,-60.6541878321,-3.950300724,-18.5908039283,-5.4768431639,-0.5191582675,-4.2041903692,-6.4887149373,-5.0694139762,-7.5459799618,-146.0073841934,8.469131173,-180.6529920949,-0.024646099,-1.3412055307,-1.5800873663,-1.454223431,-7.9795723325,13.7046092276,262.0046514521,-0.1725233844,-5.2075907095,615.554003373,-6.8120364572,-14.8808446345,20.6761132191,-1.248087184,-0.5137192347,-20.2119805299,-0.5299195975,-0.5930584637,-1.6721795104,233.4547095826,-0.5858990973,-5.2532135069,-1.1023579869,-0.5444109481,-22.3427616883,-7.8746934164,-205.123532928,-1.7983720793,-2.5188704414,-3.7250211823,-0.0866844445,-0.247616646,13.5015013557,0.0,1.3091749139,-60.5590755717,-25.6114695483,-3.521045788,-8.4983311376,-231.7180622832,-1.6228511518,-2.3960756344,-0.8933797215,-0.772242702,-21.2429594569,-8.3806966835,-0.4105132387,-0.4224234425,-22.5557053749,-0.603857905,-39.1805688207,10.5755682103,-82.7073547096,533.0779188437,-0.9072953063,-4.0541617056,-216.1289066182,-49.4822337858,275.5301246219,-0.4081672487,-123.3838463157,-15.693937939,378.6594317795,-0.1523815742,-167.960302668,-145.5124426559,-1.375139689,-0.4369507886,-1.6381576089,-5.3186552195,-2.3252573212,-26.512900713,-1.1530710627,-1.7710684823,-0.5887652044,-0.6461921976,-8.5660343109,1.8361209149,-1.0591330903,-3.6056445298,-2.4637293985,-13.1516559473,-141.7758240823,-1.8155469247,-0.5418318057,11.8771435013,-3.0439902947,-0.408540637,-0.5653815915,-0.5602520207,-182.4871143305,-8.4187804943,-0.6932578495,-12.5781092002,-1.9573972448,-0.8986248823,34.5007697629,-3.5484858523,-19.0848237318,1.141137482,-0.7047491516,-2.8216403263,-6.6511971586,-0.4356470916,-4.6405516519,-77.749746384,-2.809324114,-0.6916946897,-3.4250152819,-1.1318196658,-171.6059134584,84.9515172846,249.1614757915,-0.8911073204,46.8520685175,2.4912078769,-38.0406775525,0.531585507,-1.0684755515,-0.6171913259,-135.3350754029,69.1225300748,-17.3502174609,-219.3862084656,-1.3968879501,-1.4851933792,-0.3679862457,-58.0894334964
Duosion,-0.0019151174,-0.0022278475,-5.87204e-05,-0.0024337321,-0.0301314618,0.0,0.0,-0.000981144,0.0,0.0,0.0,0.0,-6.62777e-05,0.0,0.0,0.0,-7.26687e-05,0.0,-0.0001409169,-0.014754914,0.0,-0.0007518749,-0.0041672972,0.017034694,-0.0403695879,0.0,0.0,-0.001587126,-0.0330960978,-0.0760864695,-0.0036417434,-0.0389758505,-0.0006734796,0.0,0.0589657264,-0.0587670305,-0.000288364,-0.0017591115,-0.0463267723,-0.000144841,-0.129577656,-0.0019548414,0.0282916245,0.0,0.0034050276,0.0,0.0,-0.0004993115,0.0505339264,0.0,-0.0064651734,0.0,-0.092370154,0.0299634048,0.0,-0.0018132561,-0.1793299359,0.0,-0.0178628988,-0.0001667642,0.0,-0.0002312868,-0.0015728962,-0.0251728955,0.0,0.0,0.0,0.0,-0.0054071924,0.0018674393,0.0597036137,0.0,-0.0129363009,-0.0253016798,0.0,0.0,0.0,0.0,0.0,-0.0309259469,-0.0003926146,0.0,-0.0001257164,0.0,0.0270325562,-0.0017408091,-0.0002146655,-0.0376528204,-0.0003054048,-8.62231e-05,0.0,0.0,0.0,-0.0010087716,0.0,0.0,-0.0020753856,-0.0196556003,-0.0011940531,0.0,0.1420964879,0.0,0.0,0.0,0.0,0.0,-0.0002402766,-0.0003524664,-0.0131739251,-0.000828047,0.0,-0.0088734958,-0.0006197261,-0.0004371551,0.0,-0.0230830406,-0.0487115939,-0.0172626543,-0.0174184498,-0.0001050356,0.0,0.0,0.0307437714,0.0,0.0,0.0,0.0242202904,0.0,-0.0134430964,-0.0001226682,0.0,-0.0154955348,0.0,0.0,0.0,-0.0001028294,0.0,0.0,-0.0011519464,-9.40428e-05,-0.0297713698,0.0,-0.0624200386,-0.0384505205,-0.0398455562,-0.0018937135,0.0,-0.0002019867,0.0359817905,0.0,-0.0015433381,-0.0001164373,0.0,0.0,0.0,-0.0002628754,0.0,-0.0001110362,-0.0092163496,0.0,-7.35316e-05,0.0,-0.0002892607,-0.0108588163,0.0034147143,-0.0046505832,-0.0018190438,-7.84474e-05,0.0,-0.0010048529,-0.0016036249,-0.0015545735,-0.0279635252,-0.0056316343,0.0,0.0,0.0,-0.0002917897,0.0,0.0,-0.0017340875,0.0,-8.67129e-05,0.0,-0.0698238913,0.0,-0.0039188513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001036013,0.0,-8.33627e-05,-0.0033906873,-0.0011981225,-0.0510345002,0.0,-0.0004651385,-0.000654972,-0.0001166008,0.0,-0.0021122395,-0.1264096369,-7.42745e-05,-0.0105027829,0.0,0.0,-0.0013108254,-0.0758243808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0061926672,0.0,-0.0649089447,-0.0420733978,0.0,0.0,0.0140696323,0.0,-0.0692311259,0.0,0.0,0.0,-0.0960969842,-9.25524e-05,0.0,-0.0297415787,-0.0002362783,0.0,-0.000289309,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001644058,-0.0021830577,0.3552283957,-0.0002293728,0.0,0.0,-0.0021977936,-0.0286416505,-0.0003495816,-8.18097e-05,0.0,0.0,-8.20084e-05,-8.53444e-05,0.0,-0.0565943296,-0.0014294391,-0.0002880422,-0.0020775519,-0.0003065679,0.0,0.0,0.0,-0.008426763,0.0,0.0,-0.000423727,0.0,0.0,0.0,-0.0594418686,0.0,-0.0001050991,-0.0007531189,0.0,0.0028547692,-0.0330137167,-0.0205565207,0.0,-0.0349700407,-0.0001952196,0.0,0.0,0.0,-0.0001935662,-0.0220636206,0.0,-0.0042122179,0.0,-0.0004578668,0.0,-6.26771e-05,-0.0097204991
Swellow,-0.0031999065,0.0396925438,0.0271509014,-0.0181846666,-0.190991345,-0.0012327608,0.0300799715,0.0051124623,-0.0034823526,0.0063316207,0.0026717432,-0.0006337354,0.0478265764,-0.0116825425,-0.0081629877,0.0,-0.0005392154,0.0133855576,-0.0010545069,-0.1018475802,-0.0018575865,0.0005577744,-0.0252497699,-0.1391166362,-0.2311012613,-0.0186859643,-0.0563291051,-0.0085004816,-0.2345556566,-0.559345047,-0.0252374813,-0.2913441675,-0.0050397691,-0.0020904421,-0.0027695414,-0.4375736648,-0.0021577882,0.0241612299,-0.3146687028,-0.001083871,-0.0090069375,-0.01316031,-0.0248114577,0.0301088481,0.5931938249,0.0014783449,0.0475189775,-0.0030954807,-0.0890328958,-0.0071838062,0.9508237389,-0.0011285078,-0.6759543844,0.003032074,0.0254533412,-0.0121438534,-1.5424862646,-0.0003618577,-0.131211835,-0.0009015921,-0.0644075013,0.002600354,-0.0024212148,-0.1544292901,0.1294254579,-0.0460506272,-0.0022487509,-0.002142621,-0.0374782698,0.7146431041,0.0702479625,-0.0677020254,-0.0968026019,-0.1534284575,-0.000560337,0.0397250734,-0.0131178418,-0.0029187083,-0.0275856832,-0.2304018326,0.0004331242,-0.0142388862,-0.0009407587,0.905556668,0.18133728,-0.011076617,-0.0014972888,-0.2005959985,0.0082444274,0.0485387561,0.0076888348,-0.0069896593,-0.0363469302,-0.0054612924,-0.0054138114,-0.0057747125,-0.015497175,-0.1424403091,-0.0067666571,-0.0340155861,-0.0090079242,0.0010727758,-0.0020824209,-0.0006431484,-0.0007429689,-0.0085003015,-0.008710482,0.0147366371,-0.0950254509,-0.0061964249,-0.0040783276,0.0529763821,-0.0045322979,-0.0032638004,-0.0044339928,-0.1542086161,-0.1980264989,-0.1291762213,-0.1299878607,-0.0007857676,-0.0121997585,-0.0057875746,-0.0020044836,-0.0004608589,0.0403539206,-0.0012266149,-0.3973794592,0.0973305988,-0.0626400852,-0.0009096683,-0.0021923617,-0.0265944416,-0.1267945731,-0.0005367838,-0.084065295,-0.0001016048,0.1810359477,-0.001929576,0.0046987098,-0.0007037391,-0.1706038168,-0.0003438891,0.6377741448,-0.2473510683,-0.2903555132,-0.0141665022,0.0510626112,0.0004617823,0.0029192681,-0.0011675277,-0.0073842367,-0.0008662389,-0.0054378262,-0.0012030798,0.0001926709,-0.0019671439,-0.0073540571,-0.0008309331,-0.048497337,-0.0009487985,-0.0005233497,0.0258151381,-0.0021645903,-0.0698578977,0.112738112,0.0843652545,-0.0111324015,0.0032337714,-0.0047556825,-0.0075059159,0.0410639166,-0.0129310016,-0.2076312867,-0.040376001,-0.5531512158,0.012068741,-0.0016430969,-0.0018006691,-0.001342216,-0.0090964445,-0.0073228149,-1.1835653829,0.0089040765,-0.0057474511,-0.4379149042,-0.0037377007,0.1226972562,-0.0073506438,-0.0015140451,-0.0007538626,-0.0461503613,-0.0006126731,-0.0005390305,-0.0018942432,-0.3450499306,0.0001670083,-0.0051458556,-0.0012034262,-6.56614e-05,-0.0235799481,-0.0089657665,-0.1010465505,-0.0009888686,0.0020053692,-0.0048564665,-0.0008690021,1.0930145596,-0.0154390218,-0.8572538263,-0.0005609829,-0.0632739777,-0.0317656802,-0.0062564502,-0.0098091426,-0.5131301534,-3.95266e-05,0.0001811938,-0.0011223679,0.0054544502,-0.0241877769,-0.0084857925,-0.0004742664,-0.0003061325,-0.0259917506,-0.0006308933,0.0296349333,-0.0237709594,-0.4839220483,-0.3082812752,-0.0006819862,-0.0046401483,-0.4164877632,-0.0693412353,-0.6886271415,-0.0525633942,-0.1491308479,-0.0178489638,-0.7108454181,-0.0005948298,1.0699336132,0.0226902234,-0.0019352528,0.0057057735,0.0112813351,0.0208129231,0.0515903107,0.0014928066,-0.0011962965,-0.0025182275,-0.0004345459,0.0026486811,-0.0163190361,0.0015625568,-0.000945114,0.0060515292,0.823508774,0.0500080785,-0.2105605631,0.0093308058,0.0,-0.0018264454,-0.0032818261,0.8256651241,-0.0006382874,-0.0001273867,-0.4115243742,-0.0093195098,0.0020367857,-0.0155295417,0.0016513532,-0.0007622089,-0.0125883385,-0.003223803,-0.062965359,-0.0005337861,-0.0005648883,0.0708029677,0.7523853775,-0.0005134589,-0.0033286397,-0.3846220646,0.0282019205,-0.0003686956,0.0043029035,-0.0015775649,0.5651605087,-0.3368797354,-0.1438682385,0.0260020077,-0.1998821049,0.0021743109,0.0319719562,-0.0007388316,0.8241596014,0.0046361256,-0.1326033322,-0.1126953594,0.2630498041,-0.3381542401,-0.0033469694,0.0279256788,-0.000239532,0.0041353049
Eevee,-0.0056282166,-0.0065541297,0.0,-0.0069955272,-0.0885514824,-0.0001212197,-0.0011163339,-0.0028765118,-0.0013677039,-0.0013095662,-0.0002803193,-0.0003566994,-0.0001946061,-0.0046012529,-0.0031876786,-0.0004256031,0.0,-0.0002633046,0.0,-0.0433566077,-0.0031239072,-0.0022096386,-0.0122460695,-0.0566517942,-0.1186067672,-0.0109031948,-0.0234431823,-0.0046642971,-0.0972601036,-0.223595419,-0.0107024936,-0.1145446679,-0.00161633,0.0,-0.002099577,-0.1727038033,-0.0006856162,-0.0051852252,-0.1386036339,0.0327589309,-0.3806902742,-0.0057449621,-0.0094078051,0.0,-0.0949430337,-0.0002534335,-0.0003091193,-0.0014673885,-0.0402839658,-0.0028213591,-0.01899934,0.0,-0.2713091567,-0.0050664599,0.0004588869,-0.0053288659,-0.8816793237,0.0008360132,-0.0524662225,-0.0004745627,0.0,-0.0006732331,-0.0046285773,-0.0648854665,-0.0206713977,-0.0180873646,-0.0009083572,-0.0005959459,-0.0158908615,-0.0073044813,-0.058644279,-0.0289428819,-0.0380179215,-0.0650167413,0.0,-0.0037576747,-0.0052578155,0.0,-0.0108804199,-0.0908870325,-0.0009970138,-0.0046568134,-0.0003694602,1.4870509931,-0.0138829702,-0.0051158411,0.0,-0.1106276243,-0.0008960916,-0.0002533958,-0.0165205276,0.0,0.0243995492,-0.0029646163,-0.0021835987,-0.0027821698,-0.0060992219,1.5506928409,-0.0034965808,-0.0151587237,-0.0061604612,-0.0002806834,-0.001015122,-0.000584189,0.0021084692,-0.0033377319,-0.0036091012,-0.0011569869,-0.0389421373,-0.0024132835,-0.0016016644,-0.0260777152,-0.0018212738,0.0,-0.0021056665,-0.0674588174,1.4647526541,-0.0507321431,-0.0511898498,0.0,-0.0047864212,-0.0034926034,-0.0027510244,-0.0001809912,-0.0034681864,-0.0004817233,-0.1629022153,-0.0233461089,-0.0395068952,-0.0003605018,0.0,-0.0445042476,-0.0515588044,-0.0002108088,-0.0342216851,0.000375152,-0.0125374688,0.0,-0.0033857318,0.0,-0.0487542343,-0.0001864976,-0.1834295739,-0.1129983249,-0.1173247972,-0.0055653171,-0.004327276,-0.0005936063,0.0081105408,-0.0004583605,-0.0045330939,-0.0003421903,-0.0024767347,-0.0004725023,-0.0002185914,-0.0004596576,-0.0035948612,0.0,-0.0269971373,0.0051254334,-0.0002160975,0.0138535675,-0.0007005998,-0.0308084818,-0.0027694346,-0.0141770086,0.0,-0.0002305441,0.0139311667,-0.0029535354,-0.0046731005,-0.0050781801,-0.0765331896,-0.0170600461,-0.272660995,-0.0007318569,-0.0006438696,0.0,-0.0007681344,-0.0035724178,0.0,-0.5336995462,-0.0002556462,-0.0023189801,-0.2052010994,-0.0039247214,-0.0115164683,-0.0040902454,-0.0005946203,-0.0002960968,-0.0176005653,-0.0002478902,-0.0002635512,-0.0007439182,-0.1352407782,-0.0002888203,-0.0030446742,-0.0004910748,-0.0002425006,0.0053235428,-0.0035210877,1.4611014775,-0.0008045714,0.0010823921,-0.0019248567,-0.0003426709,-0.0005568281,-0.0062132383,-0.3714662349,0.0,-0.0307162732,-0.0134324838,-0.0046717398,0.0150962371,-0.221337708,-0.000722238,-0.0012378967,0.0,-0.0003781782,-0.0006096337,-0.0037436251,0.0,0.003424352,-0.0102315952,0.0,-0.0181774122,-0.0088645248,-0.1907746829,-0.1212101454,-0.0002786974,-0.0018223145,-0.1927555465,-0.0285157817,1.3009110767,-0.023817032,-0.0574002892,-0.0070134935,-0.2826398093,-0.0002719965,-0.0779385562,-0.0868551084,-0.0008346946,0.0,0.0031528968,-0.0023799259,0.0,-0.026198689,-0.0005173298,-0.0009924858,0.0,-0.0002383606,-0.0064156528,-0.0005907091,-0.0005858459,-0.0020266589,-0.0011372968,-0.0063663526,-0.0841556449,-0.0010273637,-0.0002404377,-0.0018895042,0.0,-0.0002254792,-0.0002508134,-0.0002527177,-0.1663204605,-0.0042016976,-0.0008465093,-0.0061055896,-0.0009011945,-0.000401665,-0.0129282182,-0.001602334,-0.0247648906,-0.0002096316,-0.0003471218,-0.0012742411,-0.0030255174,0.0,-0.002189372,-0.1746902585,-0.0010604256,-7.32736e-05,0.0021884056,-0.0006195504,-0.1742288969,-0.2861580139,-0.0603181855,-0.00039531,-0.1027700777,-0.0005729249,-0.0186857159,-0.0002901582,-0.0008381675,-0.0005688597,-0.0648875253,-0.0442584206,0.0263322716,-0.1355476731,0.0,-0.0009642587,-0.0001841977,-0.0285668137
Poliwrath,-0.0097875436,-0.0114373247,-0.0003130923,0.0310316919,-0.1247774579,-0.0007850057,-0.0005482222,-0.0050315242,0.1083282183,-0.0022608269,0.0012487918,0.001110195,0.0024617192,-5.84051e-05,-0.005389788,-0.0007433997,-0.0003514531,0.0024570728,-0.0007226841,-0.0728513804,-0.0052898269,-0.0038225876,-0.0164905195,-0.0092591128,-0.1986296411,-0.0190266962,-0.0399796004,-0.0077363126,-0.169586192,-0.3893386114,-0.0186764639,-0.1997903733,-0.0034538998,-0.0014326401,0.0003165874,-0.1963496821,-0.0014788574,-0.0073251207,-0.2401313778,0.0,0.5116316861,-0.0100216339,-0.0172053376,-0.0003938383,-0.1684416173,0.0025550396,-0.0005377109,-0.0025605749,-0.0650531831,0.0008118408,-0.031758116,0.0,-0.4737142257,0.9034852732,-0.002317739,-0.0011533333,-1.360043736,-0.0002975295,-0.0916074147,0.0031184738,-0.044140442,-0.0011550902,-0.0080784526,-0.0130846439,-0.0065375736,-0.0316930098,-0.0015851354,-0.0015859042,-0.0207949898,-0.0127682562,-0.0985100684,-0.0505076445,-0.0656044009,-0.1266450988,-0.0003840152,-0.0065590301,-0.0090784174,-0.0020002296,0.0133297848,-0.158239425,-0.0020096778,-0.0076915864,0.0,-0.2078460455,-0.024223144,-0.0078820267,-0.00102984,-0.1923986249,-0.0014388311,0.0012847915,0.1694988771,-0.0049531222,-0.0211462745,-0.0051734251,-0.0038116388,-0.0048467365,0.0216724196,-0.1008012387,-0.0061233085,-0.0264224974,-0.0107255837,-0.0004913748,-0.0016896887,-0.0010202502,-0.0003240782,-0.0058256325,-0.0062980882,0.0018728835,-0.0679526926,-0.0016955702,-0.0027699389,-0.0455071941,0.0214044251,-0.0022409234,-0.0036775212,-0.116842129,-0.2494632788,-0.0885304932,-0.0223780349,0.0057663761,-0.003245015,0.140552199,-0.0029342311,0.0008367261,-0.0060513531,0.0255907835,-0.191021241,-0.0405720402,-0.0688721371,-0.0006278109,-0.0015384296,-0.0748513174,-0.0641802222,-0.0003636509,-0.0519793372,0.0151652022,0.1830808652,-0.0013223943,0.0,-0.0004811181,-0.1397980432,-0.0003254464,-0.2116366489,-0.1639316817,1.4304735108,-0.0097102395,-0.0073038493,0.0015842216,-0.0017008334,0.0010662054,-0.0069783487,-0.0005969249,-0.0043220231,-0.0004682629,-0.0003815551,-0.0013179644,-0.0062664823,-0.0005694637,-0.047258529,0.0010729801,0.0245370526,0.0006907315,0.0,-0.0404069942,-0.0047366477,-0.0195231147,0.0,-0.000402209,-0.0032592095,-0.0048108476,-0.0008138998,-0.0088619893,-0.1434106818,-0.0297707021,-0.4673475833,-0.0012766051,-0.0011266543,-0.0014964183,-0.0012650065,-0.005841232,-0.0088931642,-0.7252505269,-0.0004463772,-0.0040466183,-0.3580859283,0.9014988851,0.8882503301,-0.0052713663,-0.0010376464,0.003010088,-0.0349646213,-0.0004324013,-0.0002830858,-0.0012981798,-0.237797316,-0.000504008,-0.0051698341,-0.0008569536,-0.0004273097,-0.0156619803,-0.0061444693,-0.2590009214,0.0109905003,0.0016153038,-0.003358977,-0.0005960925,-0.0015377729,-0.0072240086,0.5373890843,0.0014922532,-0.0401927854,-0.0234404529,-0.0081394301,-0.0064039124,-0.3886990344,-0.0012587485,-0.0021664126,0.1123662406,-0.0006227016,-0.0169139693,-0.0065328394,-0.0003250285,-0.000391549,-0.0178546343,-0.0004684518,0.1293347331,-0.0147956968,-0.2823431585,1.2792102466,-0.0006979802,-0.0031415937,-0.3329616943,-0.0497616678,-0.3151346581,0.0480328558,-0.0991040725,-0.0122714289,-0.2125600936,0.0020763695,0.7706166632,-0.1515571549,-0.0014565897,-0.0005170382,-0.0015708997,-0.0041502626,-0.0075179246,-0.0455080781,-0.0009027701,-0.0014848024,-0.0004558387,-0.0008431453,-0.0111854421,-0.0005488972,-0.0011770847,-0.0007263716,-0.0017576457,0.0121687273,-0.1405566128,0.0002503931,-0.0004195775,-0.0032964625,0.0,-0.0001873058,0.0,-0.0002669796,-0.2892432588,-0.0072723014,-0.0014072259,-0.0104500593,-0.0015711776,-0.0007009282,-0.0225608057,0.096451554,-0.0418836348,-0.0003658191,-0.0006057474,0.0020369672,-0.0052971431,-0.0003520061,-0.0038209044,-0.3036654348,-0.0023974312,0.1103156087,-0.0015345266,-0.0010787075,-0.3047043522,-0.4910650483,0.7366046759,-0.0006898386,-0.1739118847,0.0074212086,-0.0326065756,0.0,-0.0014626502,0.0932422122,-0.1128761891,-0.077232119,-0.0192846619,-0.2365356456,-0.002062801,-0.001682666,0.0256963267,0.0873924385
