,Porygon-Z,Mandibuzz,Weezing,Swoobat,Barbaracle,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Stoutland,Archeops,Snorlax,Uxie,Swellow,Ambipom,Slurpuff,Vanilluxe,Gorebyss,Mimikyu,Lurantis,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Bronzong,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Golem,Krookodile,Cobalion,Kommo-o,Persian-Alola,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Dhelmise,Latias,Sableye,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Pineco,Nidoqueen,Salazzle-Totem,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Primarina,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Minior,Klefki,Togekiss,Gyarados-Mega,Primeape,Raikou,Salamence,Buzzwole,Slaking,Haxorus,Vikavolt,Hitmonlee,Absol-Mega,Eelektross,Glalie-Mega,Porygon2,Arcanine,Crawdaunt,Crobat,Mamoswine,Goodra,Marowak-Alola-Totem,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Shiinotic,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Sawsbuck,Virizion,Aron,Blacephalon,Golduck,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Umbreon,Zygarde,Alakazam,Heracross,Bewear,Feraligatr,Tyrantrum,Rhyperior,Pidgeot-Mega,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Carbink,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Stunfisk,Alomomola,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Braviary,Torkoal,Probopass,Swampert-Mega,Victreebel,Smeargle,Whimsicott,Cradily,Banette-Mega,Hoopa,Sawk,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Palossand,Sceptile-Mega,Typhlosion,Abomasnow-Mega,Necrozma,Electivire,Suicune,Delibird,Scizor,Metagross,Nidoking,Zapdos,Excadrill,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Keldeo,Tyranitar,Noivern,Registeel,Leavanny,Empoleon,Xatu,Nihilego,Heracross-Mega,Clamperl,Froslass,Sylveon,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Diancie-Mega,Galvantula,Mimikyu-Totem,Kecleon,Clefable,Sigilyph,Jellicent,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Rapidash,Gogoat,Flygon,Starmie,Hitmonchan,Malamar,Meganium,Entei,Tangrowth,Lycanroc-Dusk,Tentacruel,Magneton,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Vileplume,Jirachi,Dusclops,Hydreigon,Golisopod,Sableye-Mega,Carracosta,Claydol,Manaphy,Wishiwashi,Tsareena,Skarmory,Yanmega,Steelix-Mega,Hitmontop,Heliolisk,Trevenant,Kingdra
Fletchinder,0.0,0.0,0.0,0.0,0.0,3.60041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003156168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.60041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,8.31e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.516e-06,0.0,0.0,6.516e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2226e-06,3.60041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7066e-06,0.0,0.0,0.0,0.0,0.0,1.7066e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003156168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003156168,0.0,0.0,0.0,0.0,3.60041e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5496e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36e-08,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buneary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,2.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6584e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17746e-05,0.0,0.0,4.34e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6584e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0
Duosion,1.90071e-05,-0.0001532986,0.0,0.0,0.0,-0.0016595784,0.0,-4.74238e-05,0.0,0.0,-6.0668e-06,0.0,-0.0001756969,-0.0001630882,0.0,0.0,0.0,-8.7244e-06,0.0,-0.002062816,0.0,-1.9656e-05,0.0,0.0,-0.0028410816,-0.0001378216,0.0,-0.0001573157,-0.0034983569,0.0,0.0,-0.0081119398,0.0,0.0,-7.7879e-06,0.0,-5.32816e-05,-0.0020196323,-6.7083e-06,-0.0001633387,-0.0035283385,0.0,-0.0082105568,-2.90444e-05,0.0,0.0,0.0,0.0,0.0,-7.0968e-06,-3.68975e-05,0.0,0.0,0.0,-0.0089510005,0.0,0.0,0.0,0.0,-0.0169877084,0.0,-0.0016408551,0.0,0.0,-6.09148e-05,0.0,-8.793e-06,-0.0012235091,-1.20233e-05,-0.0008357578,0.0,0.0,0.0,-7.64533e-05,0.0,0.0,-0.0019610872,-0.0001163474,0.0269269707,-0.0008682567,0.0,0.0,0.0,0.0,0.0,0.0,-3.52444e-05,0.0,-0.0031043491,0.0,-0.0008143754,0.0,0.0,-0.0050007735,-9.84591e-05,-0.0009054709,0.0073371718,0.0,0.0,0.0,0.0001593658,-7.59324e-05,2.66861e-05,0.0,-9.1047e-06,0.0,0.0,0.0,-2.11514e-05,-2.59356e-05,-8.5898e-06,0.0,0.0,-9.3138e-06,0.0,0.0,0.0,-0.0004506078,-2.92691e-05,-0.0008671531,-6.59093e-05,0.0,0.0,0.0,-0.003365147,-0.0020578122,0.0,0.0,0.0,-0.0002401809,-9.3184e-06,0.0,-0.0063432742,-0.000247971,0.0,0.0,-0.0024822455,0.0,0.0,-0.0015830685,0.0,0.0237218411,0.0,-0.0011018947,-3.86017e-05,0.0,0.0,-1.85406e-05,-6.0506e-06,0.0,0.0,-0.0015100197,0.0,-0.0023548794,0.0,0.0,0.0,-5.91057e-05,-0.0093323479,-0.0002727414,0.0,0.0,-1.14555e-05,0.0,-0.0001019899,0.0,0.0,0.0,0.0,0.0,0.0,-1.23062e-05,0.0,0.0,0.0,0.0,0.0,-4.13842e-05,0.0072257259,0.0,-6.0237e-06,-0.0006815324,0.0,-0.0046417505,0.0,-2.9348e-05,0.0,0.0,0.0,-0.0127408391,0.0,0.0,0.0,-0.0001295713,-0.000321966,-4.20918e-05,-1.77129e-05,-0.0006794413,0.0,0.0,-0.0045679409,0.0,0.0,0.0,0.0,-1.00801e-05,0.0,0.0,-0.0023081117,-3.57285e-05,0.0,-6.02922e-05,0.0,0.0,0.0,-1.37638e-05,0.0010214949,-0.0010422616,0.0,-0.0002303538,0.0,0.0,0.0,0.0,-9.88612e-05,0.0,-0.0001007128,0.0,0.0,0.0,0.0,-0.000355511,-9.82547e-05,0.0,0.0,-0.0035259157,-0.0068549432,0.0053432144,-0.0112213912,0.0,-0.0021819017,-0.0003466908,0.02250717,-0.00313258,0.0050881371,0.0,0.0,0.0,-5.04398e-05,0.0,-0.0002545199,-0.0007971893,0.0,0.000155643,0.0,-0.0001575398,0.0,0.0,0.0,-9.08198e-05,-0.0003735664,-0.0018614616,-3.96563e-05,0.0,0.0,-0.0100449126,-1.35584e-05,0.0,-0.0001784757,0.0275205684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2825e-06,0.0,0.0,0.0,-0.004301263,0.0,0.0,-5.8875e-06,-0.0002744561,0.0,-0.0014560695,0.0,0.0055957903,0.0,-0.0028868424,-7.7439e-06,-0.0003912007,-2.25993e-05,0.0019057986,0.0,0.0,0.0,-8.7697e-06,0.0,-0.0060901738,0.0,-1.09972e-05,0.0,0.0,0.0,0.0
Swellow,0.066171218,-0.0102270334,0.0010778861,-0.0030047695,-0.0084379736,-0.141566628,-0.0013779031,-0.0035786592,-0.0499333446,0.0236407492,-0.0011385322,0.0008010135,0.1496724276,-0.0187551466,0.0,0.0070604504,0.0024374741,-0.0009992306,-0.0025808876,-0.2176848469,-0.0006671995,-0.0020642925,-0.0544464715,0.0568005518,-0.0909075461,0.5943028706,-0.0856207305,-0.0154436981,-0.2428127238,-0.004254343,0.0002033593,-0.4389878242,0.617423166,-0.2625983526,0.0012062377,-6.35614e-05,0.085286906,-0.1973322638,-0.000667526,-0.0141818044,-0.0166849427,0.0002898056,-0.6419516336,-0.0027709857,-0.0007451464,0.0074832013,-0.0072778587,-0.0178825577,0.0033434691,-0.0006641309,0.0673868742,-0.1129446926,-0.0055556678,-0.1607921942,-0.6759818188,0.0204087273,-0.0035676533,-0.0540973602,0.0008785565,-1.3200256398,-0.0010548053,-0.1477613754,-0.0144718366,0.0088516693,-0.0068844607,-0.2116233316,-0.0010111858,-0.0252158784,0.0275930288,0.1169957948,-0.0006919721,0.0448703442,-0.0007757834,-0.0087556294,0.0155827593,-0.0064480365,-0.2224757402,-0.0092605059,-0.0654432499,-0.0120168878,-0.0043857944,0.0430800791,0.0676998426,-0.0252703555,-0.0355475247,-0.2348111989,-0.0035624321,0.1267950123,-0.2936530485,-0.0431886559,0.0103357118,-0.1122954752,-0.0019226522,0.5103105049,-0.0069847557,-0.1015340992,0.1191140715,-0.0902250772,0.0042379904,0.0587025342,-0.0009174007,0.0360082109,-0.0021545831,0.8427490539,-0.0010457044,-0.0007844737,0.0304041515,-0.034136613,-0.0011158197,-0.0025704847,0.1022299486,-0.0007749474,-0.0020678463,0.0355139514,-0.0021414497,0.0215413747,-0.0032933967,-0.0451298112,-0.0013938202,0.0046871727,0.4999511964,-0.0019450427,-0.0028440428,0.0520071997,-0.260087828,-0.1233035014,-0.2367775189,-0.0068641375,-0.0078670418,-0.0235645788,-0.0002309348,-0.0063770907,-0.0193893704,-0.0283450259,0.0054498702,-0.0006995503,-0.2604489627,-0.0081539637,-0.0018865133,0.0615040537,-0.0936936575,-0.4027104357,-0.000593974,-0.1108908498,-0.0045125695,-0.0005962703,-0.0011621409,-0.0005936892,-0.000391507,-0.1180740517,-0.0006399799,0.2097574674,-0.397525235,-0.0880782303,-0.0156096304,-0.0125688511,0.0224659405,-0.0054946949,0.4212231246,-0.007238423,-0.0025351626,0.1087080229,0.0064039339,0.0322087688,0.2801135778,0.1341929719,-0.0013935898,-0.339407355,-0.0013659191,-0.0006345623,-0.0020320406,-0.0014152124,0.1183873744,0.0081823846,-0.0316298732,0.0018782207,-0.0038047057,0.006578805,0.0151484238,-0.0178548666,0.0067210355,-0.0976814092,-0.0319787835,-0.0966408469,-0.0017777109,0.0256006333,-0.0003386901,-0.0056878837,-0.0298763246,-0.074593895,0.0039878169,0.1490836371,-0.3941781914,0.0072948784,0.383488237,-0.0048405561,0.0,0.3122105505,-0.0005575215,0.0004370761,-0.5135112153,-0.0008938544,0.0439077398,-8.38826e-05,-0.0030842946,0.0019330443,0.124210772,-0.000313525,-0.0719603586,-0.0041087891,0.0924413568,0.0305063764,0.002181793,-0.0014831309,-0.0119933366,-0.001074776,-0.5138528078,-0.0937719498,-0.075456053,-0.0257276043,0.0020988499,0.8539192796,-0.0034197631,-0.0003147925,0.1377155549,-0.0007205037,-0.0115819664,-0.023534154,-0.0007177066,-0.0490669839,-0.0010135113,-0.0036054936,0.072603264,-0.0241104822,-0.5264590634,0.5878030871,-0.2874364205,0.4466847551,-1.0820253955,-0.0369530065,-0.2486184235,-0.0397557865,-0.5799458317,0.3529504279,-0.2172180173,0.0009206956,0.0295729613,-0.0013224027,0.0457131556,-0.0053599572,-0.0273017677,-0.0681773552,0.0,-0.0013533991,0.0026496,-0.0053273605,0.008327938,-0.000895969,-0.0012341216,0.0442523055,-0.0424536538,-0.1911969625,0.004881067,-0.0047323325,-0.001825,-1.1068577361,0.0044391804,0.0005070492,-0.0189338506,-0.0033448616,-0.3495180648,-0.0027956175,-0.2532145031,-0.00105229,-0.0025603277,-0.0010765513,0.093151913,-0.0092859844,-0.0005454473,0.0013694629,-0.0005608829,0.0167112047,0.2065028869,0.1501637189,-0.0072137661,-0.0006336321,0.1390363302,-0.0016957682,0.3704472824,-0.900919826,-0.1201467865,-0.0007973071,-0.1631879376,-0.0008531618,-0.0305747486,-0.0025979734,-0.5011558947,-0.0022366743,-0.0005068921,-0.069452227,0.0053380697,0.1678557396,-0.0448466933,0.1427410979,-0.0006863734,-0.0003062032,-0.0006899293,0.0856576306,-0.0289452817
Eevee,0.0056199544,-0.0001691571,-6.7562e-06,-2.87435e-05,0.0,-0.0018312572,-1.32455e-05,-5.22179e-05,0.0005595865,0.0001360114,-1.26729e-05,0.0001352955,0.0002237828,0.0,-1.94762e-05,-9.4399e-06,-5.60274e-05,0.0,0.0,0.0016365598,-1.9231e-06,-2.16894e-05,-0.0005433102,-0.000254417,-0.000220836,0.0040479457,-0.0001094907,-0.0001394598,-0.0038534006,-4.89396e-05,-1.88609e-05,-0.0089310894,-0.0003733646,-0.0025795368,1.78754e-05,0.0,-5.87938e-05,-0.00214002,0.0001441078,-5.42953e-05,-0.0040556765,1.4767e-05,-0.008600583,-3.27344e-05,0.0004666605,-2.16087e-05,-6.98325e-05,-0.0008285544,-3.70526e-05,2.62989e-05,-2.18763e-05,-0.0011331068,-5.42504e-05,-0.00151573,-0.0098763881,-0.0003482502,-5.75859e-05,-0.0005464555,-7.3978e-06,-0.0265704566,0.0007791157,-0.0005649173,-9.94113e-05,0.0001607069,-6.7215e-05,-0.0036188829,0.0010151709,-0.001349903,0.0004964256,-0.0009222106,0.0,-0.0004133244,0.0,0.0,-0.0003933338,-1.99069e-05,-0.0021639583,-0.0001282679,-0.0003459601,-0.0009383804,0.0004507835,-4.85256e-05,-8.32303e-05,-0.0002488823,-0.0003520416,-0.0024438373,-3.52486e-05,0.000191303,-0.0034076289,-0.0004144039,0.0049185141,-0.0018844905,3.48037e-05,-0.0016600037,-8.81375e-05,-0.0008468292,-0.0001852315,-0.0010259704,-8.61547e-05,-8.207e-06,-9.0486e-06,2.2501e-05,-0.0001305812,-0.0016158692,-1.00466e-05,-5.89935e-05,0.0047174181,-0.0003305436,-2.3805e-06,0.0002453903,-9.4642e-06,-3.941e-06,0.0052138162,0.0,0.0,-0.0001189526,-8.13182e-05,0.0052854867,0.0003094282,-0.000821206,-6.6622e-05,-1.89059e-05,0.0007611745,-0.0022750952,-0.0042477937,-0.0022706863,-0.0023186624,0.0003281773,0.0009573454,-0.0002650233,-1.02824e-05,-6.11976e-05,-0.00669679,0.0007339686,4.68392e-05,0.0,-0.0018123702,-0.0001822256,-1.90378e-05,-0.0004939164,-0.0009684067,-0.0034349613,0.0131673306,0.0,0.0,1.23587e-05,0.0,-2.04361e-05,-6.6765e-06,-0.0011331994,-6.573e-06,0.0018342768,-0.0041631052,-0.0025850242,-0.0001500221,-0.0002092607,-1.0656e-05,0.0125752471,-0.0102641915,-0.000300956,-2.22287e-05,-8.2185e-06,-1.45694e-05,-1.09928e-05,-0.0001125406,-3.11591e-05,0.0,-0.0032833453,0.0001253113,-5.6466e-06,-1.80796e-05,-1.35792e-05,0.0004062433,-4.86267e-05,-0.0007713126,0.0,0.0234165069,-4.39575e-05,-0.0003881583,-0.0001716377,-6.6468e-06,-0.0009376556,-0.0003641291,-0.0093069029,-2.68107e-05,0.0,-7.6924e-06,-5.45769e-05,0.0,-0.0080743869,0.0012067909,-5.50349e-05,-0.0043411659,-0.0001489537,-0.0003542399,-4.64461e-05,-1.70255e-05,-0.0007497283,0.0,0.0,-0.0050375481,-8.5775e-06,0.0055672134,0.0010321269,-3.39158e-05,-1.11229e-05,-0.0001121213,-6.7707e-06,-0.002546882,0.0,-0.0001063278,-6.65293e-05,0.0019080064,-1.77576e-05,0.0,0.0007097002,-0.0003985888,-0.0011500779,0.0,-0.0002541832,0.0,-0.0039922297,-1.48974e-05,0.0,-0.0001090882,-6.1853e-06,-0.0001111313,-0.0002261185,-1.14447e-05,-0.0003177059,-1.22017e-05,0.0050875977,-0.0001082429,0.0043929999,-0.0085958348,-0.0002003384,-0.0075473171,0.0,-0.0120323589,-0.000116939,-0.0024074485,0.0006535904,-0.0055213914,-0.0035211453,-0.0027539743,-1.03951e-05,0.0,-1.2715e-05,-4.03212e-05,-9.3732e-05,-0.0002808495,-0.0008796572,0.0,0.0,0.010073082,-0.0001570104,-7.1843e-06,0.0003272588,-3.60989e-05,-0.0001001914,-6.57699e-05,-0.0020540266,-4.37587e-05,-4.63067e-05,-2.44934e-05,-0.0097843084,-1.4961e-05,0.0,-0.0001969162,-3.26778e-05,-0.0016235475,-2.7667e-05,-0.0024476324,0.0,-2.77772e-05,-1.03305e-05,-1.12119e-05,-0.0002617792,0.0002655454,-8.3053e-06,-5.6561e-06,-2.57431e-05,-0.0046399791,3.19269e-05,1.79399e-05,-6.4965e-06,0.01273227,-1.62712e-05,0.0001168908,-0.0088654663,0.0002591389,-7.6811e-06,-0.0033701527,-8.103e-06,-0.0004316649,-2.50852e-05,-0.0005898349,-2.1485e-05,-7.2619e-06,-0.001138368,-9.6769e-06,-1.20149e-05,-0.0067201178,-1.22106e-05,-1.24126e-05,3.955e-06,0.0001282076,0.0001465631,-0.0011434246
Torracat,-1.9461e-06,0.0,0.0,0.0,-1.26508e-05,-0.000204322,0.0,-8.1751e-06,0.0,0.0,0.0,0.0,0.0,0.0,-3.0432e-06,0.0,-5.368e-07,0.0,0.0,-0.0003551145,0.0,0.0,-8.48217e-05,-3.96822e-05,-0.0003282269,0.0,-0.0001303717,0.0082239507,0.0,0.0,0.0,-0.0013902652,0.0,-0.0004030707,0.0001866586,-9.945e-07,-8.5918e-06,-0.0003435006,0.0,-2.81464e-05,-0.0006379939,0.0,-0.0014156132,0.0,0.0,-3.7916e-06,0.0,0.0,-6.7357e-06,0.0,0.0,-0.0001772344,-8.4766e-06,0.0,-0.001539244,-5.44513e-05,0.0,0.0,0.0,-0.0042081485,0.0,-0.0002829045,0.0,0.0082467487,0.0,-0.0005654351,0.0,0.0,0.0,-0.0001440962,0.0,0.0,0.0,0.0,-8.41296e-05,-1.14406e-05,0.0,0.0,-0.0001074492,0.0,0.0,0.0,-1.27726e-05,0.0,0.0,0.0,0.0,0.0,-0.0005352055,-6.47506e-05,-0.0001363408,-0.0002944607,0.0,-0.0008581269,-1.68399e-05,-0.0001561157,-2.89424e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001018056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5476e-06,0.0,-3.2107e-06,0.0,0.0,0.0,0.0,-0.0001495092,1.23046e-05,0.0,0.0,-8.1162e-05,0.0,-0.0003547247,-0.0003622921,-1.7448e-05,0.0,0.0001113914,0.0,0.0,0.0073453636,0.0082074069,0.0,0.0,0.0,-3.27481e-05,-2.9747e-06,-8.47089e-05,-0.00015512,-0.0006595328,-3.8942e-06,0.0,0.0,0.0,-1.9573e-06,-3.1966e-06,0.0,-0.0001982515,0.0,-0.0002900079,-0.0007739189,0.0,0.0,-3.2697e-05,0.0,0.0,0.0,0.0,0.0001836814,-1.2849e-06,-2.277e-06,0.0,-1.75845e-05,0.0,0.0,-0.0005130227,0.0,0.0,-2.612e-06,0.0,-8.43708e-05,0.0,-0.0001205176,0.0,0.0,-7.4371e-06,0.0,-2.68184e-05,0.0,0.0,0.0,-0.0020499526,0.0,0.0,0.0,-8.5276e-06,-4.11724e-05,-0.0021966964,-2.0218e-06,-8.5992e-06,-0.0006777807,0.0,-5.55114e-05,0.0,-1.5853e-06,0.0,0.0,-1.1735e-06,-0.000787576,-1.3402e-06,-1.8112e-05,0.0,0.0,8.00742e-05,0.0,0.0,-0.0003979503,0.0,0.0,0.0,0.0002808637,-2.6427e-06,0.0,0.0,-0.0011464109,-0.0001797003,-0.0001090861,-3.97161e-05,-5.7127e-06,0.0,0.0,0.0,0.0,0.0,-1.73643e-05,-3.50779e-05,0.0,-7.37141e-05,0.0,0.0,-1.69405e-05,0.0,-0.001343199,-0.0005842483,-0.0011818663,0.0,-0.0019347022,0.0,0.0,0.0,-0.0008694853,0.0,0.0,-1.6242e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082480709,0.0,0.0,2.45341e-05,-6.7342e-06,-1.56586e-05,0.0,-0.0003209417,-6.8373e-06,0.0,0.0,0.0,0.0,0.0,0.0,-5.1062e-06,-0.0005559019,-4.323e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.837e-07,-4.0314e-06,-0.0007415971,2.16456e-05,-1.37972e-05,-1.0151e-06,-4.732e-05,0.0,-0.000246976,-0.001390116,0.0,0.0,-0.0005266197,0.0,0.0001205529,-3.8991e-06,-0.0009543836,0.0,0.0,-0.00017787,-1.512e-06,0.0,-0.00105003,0.0,0.0,-1.2589e-06,0.0001491039,-8.371e-07,0.0
