,Abomasnow,Abomasnow-Mega,Abra,Absol,Absol-Mega,Accelgor,Aerodactyl,Aerodactyl-Mega,Aggron,Aggron-Mega,Aipom,Alakazam,Alakazam-Mega,Alomomola,Altaria,Altaria-Mega,Amaura,Ambipom,Amoonguss,Ampharos,Ampharos-Mega,Anorith,Arbok,Arcanine,Archen,Archeops,Ariados,Armaldo,Aromatisse,Aron,Articuno,Audino,Audino-Mega,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Banette,Banette-Mega,Barbaracle,Barboach,Basculin,Bastiodon,Bayleef,Beartic,Beautifly,Beedrill,Beedrill-Mega,Beheeyem,Beldum,Bellossom,Bellsprout,Bergmite,Bibarel,Bidoof,Binacle,Bisharp,Blastoise,Blastoise-Mega,Blissey,Blitzle,Boldore,Bonsly,Bouffalant,Braixen,Braviary,Breloom,Bronzong,Bronzor,Budew,Buizel,Bulbasaur,Buneary,Bunnelby,Burmy,Butterfree,Cacnea,Cacturne,Camerupt,Camerupt-Mega,Carbink,Carnivine,Carracosta,Carvanha,Cascoon,Castform,Caterpie,Celebi,Chandelure,Chansey,Charizard,Charizard-Mega-X,Charizard-Mega-Y,Charmander,Charmeleon,Chatot,Cherrim,Cherubi,Chesnaught,Chespin,Chikorita,Chimchar,Chimecho,Chinchou,Chingling,Cinccino,Clamperl,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Cloyster,Cobalion,Cofagrigus,Combee,Combusken,Conkeldurr,Corphish,Corsola,Cottonee,Cradily,Cranidos,Crawdaunt,Cresselia,Croagunk,Crobat,Croconaw,Crustle,Cryogonal,Cubchoo,Cubone,Cyndaquil,Darmanitan,Darumaka,Dedenne,Deerling,Deino,Delcatty,Delibird,Delphox,Deoxys-Speed,Dewgong,Dewott,Diancie,Diancie-Mega,Diggersby,Diglett,Ditto,Dodrio,Doduo,Donphan,Doublade,Dragalge,Dragonair,Dragonite,Drapion,Dratini,Drifblim,Drifloon,Drilbur,Drowzee,Druddigon,Ducklett,Dugtrio,Dunsparce,Duosion,Durant,Dusclops,Dusknoir,Duskull,Dustox,Dwebble,Eelektrik,Eelektross,Eevee,Ekans,Electabuzz,Electivire,Electrike,Electrode,Elekid,Elgyem,Emboar,Emolga,Empoleon,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exploud,Farfetch'd,Fearow,Feebas,Fennekin,Feraligatr,Ferroseed,Ferrothorn,Finneon,Flaaffy,Flabebe,Flareon,Fletchinder,Fletchling,Floatzel,Floette,Florges,Flygon,Foongus,Forretress,Fraxure,Frillish,Froakie,Frogadier,Froslass,Furfrou,Furret,Gabite,Gallade,Gallade-Mega,Galvantula,Garbodor,Garchomp,Garchomp-Mega,Gardevoir,Gardevoir-Mega,Gastly,Gastrodon,Gengar,Geodude,Gible,Gigalith,Girafarig,Glaceon,Glalie,Glalie-Mega,Glameow,Gligar,Gliscor,Gloom,Gogoat,Golbat,Goldeen,Golduck,Golem,Golett,Golurk,Goodra,Goomy,Gorebyss,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Granbull,Graveler,Grimer,Grotle,Grovyle,Growlithe,Grumpig,Gulpin,Gurdurr,Gyarados,Gyarados-Mega,Happiny,Hariyama,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Heracross-Mega,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Ho-Oh,Honchkrow,Honedge,Hoopa,Hoothoot,Hoppip,Horsea,Houndoom,Houndoom-Mega,Houndour,Huntail,Hydreigon,Hypno,Igglybuff,Illumise,Infernape,Inkay,Ivysaur,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Jynx,Kabuto,Kabutops,Kadabra,Kakuna,Kangaskhan,Karrablast,Kecleon,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Krabby,Kricketot,Kricketune,Krokorok,Krookodile,Kyurem,Kyurem-Black,Lairon,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latias-Mega,Latios,Latios-Mega,Leafeon,Leavanny,Ledian,Ledyba,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Litleo,Litwick,Lombre,Lopunny,Lopunny-Mega,Lotad,Loudred,Lucario,Ludicolo,Lumineon,Lunatone,Luvdisc,Luxio,Luxray,Machamp,Machoke,Machop,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Manectric,Manectric-Mega,Mankey,Mantine,Mantyke,Maractus,Mareep,Marill,Marowak,Marshtomp,Masquerain,Mawile,Medicham,Medicham-Mega,Meditite,Meganium,Meloetta,Meowstic,Meowth,Mesprit,Metagross,Metagross-Mega,Metang,Metapod,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Miltank,Mime Jr.,Minccino,Minun,Misdreavus,Mismagius,Moltres,Monferno,Mothim,Mr. Mime,Mudkip,Muk,Munchlax,Munna,Murkrow,Musharna,Natu,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Nincada,Ninetales,Ninjask,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Octillery,Oddish,Omanyte,Omastar,Onix,Oshawott,Pachirisu,Palpitoad,Pancham,Pangoro,Panpour,Pansage,Pansear,Paras,Parasect,Patrat,Pawniard,Pelipper,Persian,Petilil,Phanpy,Phantump,Phione,Pichu,Pidgeot,Pidgeot-Mega,Pidgeotto,Pidgey,Pidove,Pignite,Pikachu,Piloswine,Pineco,Pinsir,Pinsir-Mega,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Ponyta,Poochyena,Porygon,Porygon-Z,Porygon2,Primeape,Prinplup,Probopass,Psyduck,Pumpkaboo,Pumpkaboo-Large,Pumpkaboo-Small,Pumpkaboo-Super,Pupitar,Purrloin,Purugly,Pyroar,Quagsire,Quilava,Quilladin,Qwilfish,Raichu,Raikou,Ralts,Rampardos,Rapidash,Raticate,Rattata,Regice,Regigigas,Regirock,Registeel,Relicanth,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Riolu,Roggenrola,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rufflet,Sableye,Sableye-Mega,Salamence,Samurott,Sandile,Sandshrew,Sandslash,Sawk,Sawsbuck,Scatterbug,Sceptile,Sceptile-Mega,Scizor,Scizor-Mega,Scolipede,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seel,Seismitoad,Sentret,Serperior,Servine,Seviper,Sewaddle,Sharpedo,Sharpedo-Mega,Shaymin,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shieldon,Shiftry,Shinx,Shroomish,Shuckle,Shuppet,Sigilyph,Silcoon,Simipour,Simisage,Simisear,Skarmory,Skiddo,Skiploom,Skitty,Skorupi,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Slowbro,Slowbro-Mega,Slowking,Slowpoke,Slugma,Slurpuff,Smeargle,Smoochum,Sneasel,Snivy,Snorlax,Snorunt,Snover,Snubbull,Solosis,Solrock,Spearow,Spewpa,Spheal,Spinarak,Spinda,Spiritomb,Spoink,Spritzee,Squirtle,Stantler,Staraptor,Staravia,Starly,Starmie,Staryu,Steelix,Steelix-Mega,Stoutland,Stunfisk,Stunky,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swampert,Swampert-Mega,Swanna,Swellow,Swinub,Swirlix,Swoobat,Sylveon,Taillow,Talonflame,Tangela,Tangrowth,Tauros,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Throh,Thundurus,Thundurus-Therian,Timburr,Tirtouga,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torterra,Totodile,Toxicroak,Tranquill,Trapinch,Treecko,Trevenant,Tropius,Trubbish,Turtwig,Tympole,Tynamo,Typhlosion,Tyranitar,Tyranitar-Mega,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Unown,Ursaring,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venomoth,Venonat,Venusaur,Venusaur-Mega,Vespiquen,Vibrava,Victini,Victreebel,Vigoroth,Vileplume,Virizion,Vivillon,Volbeat,Volcanion,Volcarona,Voltorb,Vullaby,Vulpix,Wailmer,Wailord,Walrein,Wartortle,Watchog,Weavile,Weedle,Weepinbell,Weezing,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wingull,Wobbuffet,Woobat,Wooper,Wormadam,Wormadam-Sandy,Wormadam-Trash,Wurmple,Wynaut,Xatu,Yamask,Yanma,Yanmega,Zangoose,Zapdos,Zebstrika,Zigzagoon,Zoroark,Zorua,Zubat,Zweilous,Zygarde,empty
Abomasnow,0.0,0.0,0.0,0.0,-0.009283629802603707,-0.0060148593844044935,-0.05022808366188339,-0.0956350026224727,0.0,-0.007995838774817042,0.0,-0.1370523041770027,-0.13712203957394406,-0.17359583856505523,0.0,0.0939568168873264,0.0,-0.0036482317637025075,-0.9939777674554898,0.0,-0.02067396487588163,0.0,0.0,-0.00957417060101564,0.0,-0.001770387127412308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732663327732008,0.011268252155830962,0.0,-1.4566562854413156,-1.150229754309367,0.0,0.0,0.0,0.0,-0.005494746813905477,-0.012128858480106457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02455929420191158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2807787993453847,-0.00380331640395131,0.002806492514244311,-0.03905370300243244,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760353118518247,-0.016224149735816984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014713283486087463,-0.00811380587635423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2590252161170066,-0.03219940594273013,-1.0768724300811754,0.0,-0.4895304250905458,-0.2681542958667393,0.0,0.0,0.0,0.0,0.0,-0.05613516647563568,0.0,0.0,0.0,0.0,0.0,0.0,-0.004530616223337414,0.0,0.0,0.0,0.0,-2.638155930823049,0.0,0.0,-0.015853633425370103,-0.02611927641069961,-0.03349510333647128,0.0,0.0,-0.06382441111130757,0.0,0.0,0.0,-0.0013059221397540744,0.0,-0.4254714068205238,-0.04927024987884352,0.0,-0.010204734554494999,0.0,0.0,0.0,0.0,0.0,0.0,-0.012837025920314486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010814316330226302,8.622748210326419,-0.18734485413617144,0.0,-0.045130679180901315,0.0,0.0,-0.05988323278299759,-0.043229795322606776,-0.06147949521844278,0.0,-1.7466923978290971,0.010938331551019836,0.0,0.0,0.0,0.0,0.0,-0.01186825972944349,0.0,-0.5495743632932809,0.0,0.0,0.015977306840671834,-0.0030957195698773816,0.0,0.0,0.0,0.0,0.0,-0.0024148320609627483,0.0,0.0,0.0,-0.004757195745568658,0.0,-0.0028313084051050375,0.0,0.0,-0.0032072946932217915,0.0,-0.20844771701688575,-0.09461722721642185,0.0,-0.09428601058560578,0.0,-3.4798552200658968,0.0,-0.005045099683640692,-0.004864965532791718,0.0,0.0,0.0,0.0,-0.02743791919887808,0.0,-0.12417207771151506,0.0,0.0,0.0,0.0,-0.0034468659186205064,0.0,0.0,0.0,-0.0060388894638338676,-0.004400770824709077,0.0,9.348616837230335,0.0,0.0,0.0,0.0,0.18059264092007926,0.0,0.0,0.0,0.007617945318170726,-0.014524832729544655,-0.012671493782638895,-0.001320278839570826,-1.7939705292873669,-0.05667421051903067,0.0956278414423743,0.04728743124673082,0.0,9.153075021825092,-0.8373361950814868,0.0,0.0,0.0,0.0,0.0,0.0,0.23890345658197443,0.0,0.0,-0.42712938302232856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002422270825215996,-0.01888544013287323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010549346524454158,-0.009685010817622484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08828938329776786,-0.20320979859057384,0.0,0.0,0.0,-0.04668658269124886,-0.02506330748880615,0.0,-0.1680696303602316,-0.004629453777072132,0.0,-0.011674081204241578,-0.9086494458759439,0.0,0.0,-0.408490844449668,0.0,-0.005413413260791922,-0.002090669849223813,0.0,-0.010367792582802913,0.0,-0.021982703095508708,0.0,0.0,0.0,0.0,-0.012119086690083644,0.0,0.0,-0.24017024447728136,0.0,0.0,0.0,-0.060712592023551164,0.0,0.0,-0.10550155659797636,0.0,-0.882701003582243,-0.012897716568338423,0.0,0.0,0.0,0.0,-0.057279229283229434,0.0,0.0,0.0,0.0,-0.01094065105611268,-1.0830835579194107,-0.09475426403408423,0.0,0.0,0.0,-0.26691977621905616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019870665998898654,0.14883798899052797,-0.5116548537973913,0.0,0.0,-3.657492705175101,-0.020541413452511627,0.0007989813810463395,0.0,0.0,-0.8139372581328428,-0.218372752444414,-2.6037337996824257,-0.01240902630246304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00259126758288253,0.0,0.0,0.0,0.0,0.0,0.0,-1.0391532453405827,0.0,0.0,-0.012527312221651779,0.004723210894057547,0.0,0.0,0.0,0.0,0.0,-0.008147923000893776,0.0,0.0,0.0,-0.005754062340451624,0.0,0.0,0.0,0.0,-0.06608341078720137,-0.8500366537862396,0.0,0.0,0.16220091627050562,-2.4354246017015573,-0.06984357202537758,0.0,-0.47852755256715146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002549752558097433,-0.6687105999874856,0.0,0.0,-0.14461541880093653,0.0,0.0,-0.0014953534864890557,-0.10698149578896976,-0.8923835172668804,0.0,0.0,0.8383336076568972,0.0,-0.01453230414341764,0.0,-0.02003615596409683,0.0,0.0,0.0,0.0,0.0,0.0,0.013829993070966716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004839257819404533,0.0,-0.03966930979193499,0.01683355991680993,0.0,0.0,0.0,0.0,0.0,0.06008056612572472,-0.0010147875191143744,0.0,0.0,-0.004972563815266104,0.0,0.0,0.0,0.0,0.0,0.0,-0.013422565200567938,0.0,0.0,-0.00660283262127292,0.0,0.0,-0.006817040761205161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033449204023372245,0.0,0.0,0.0,0.0,-0.005789895895465172,0.0,0.0,0.0,-1.7206112439284618,0.0,0.0,-0.013314786442186782,0.0,0.0,-0.03189344820836025,0.0,0.0,0.0,-0.021771902540897427,-0.02569569005333184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.547845737011276,0.0,0.0,-0.0022675015944279772,0.00219917691810845,-0.2309141623441225,0.0,-0.0008805002574936655,0.0,0.0,0.0,0.0,0.0,-0.003275599165220838,0.01284833653644569,0.0,0.0,-0.11116901066446448,-0.001480430644762847,0.0,-0.030796199336237277,0.0,0.0,0.0,-0.022354175830969294,0.0,0.0,0.0,0.028430107766258955,-0.004733486367091291,-1.8167560076737304,0.0,-0.016114926350052357,-0.09395161567549137,-0.037524128879359624,0.0,0.0,0.0,-0.0006766475017084862,0.0,-0.0019932700942708963,0.0,0.0,-0.07377546636607157,-0.26457429748765043,-1.1399085194065384,-0.1484700071038974,-0.0009197599788461686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3984283467202757,0.0,-0.4951057972143119,0.0,0.0,0.0,-0.003546957290808419,-0.012192764911519079,-0.0056852536047705265,-0.20522429781053209,0.0,0.0,0.0,0.0,0.0,-0.001882733726252873,0.0,0.0,-0.0324686962458251,0.0,-0.0039372554593690035,0.0,0.0,0.0,0.0,-1.7333581947451933,0.0,0.0,0.0,0.0,0.0,0.0,-0.006523030710602043,0.0,0.0,-0.8659837111169227,-0.4354142181285754,-0.11540584275891604,0.0,0.0,0.003116054140410904,-0.006408220283762716,0.0,0.0,0.0,-0.017247995846998924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002553793504118804,0.0,0.0,0.0,0.0,-0.044295814290081434,0.0,0.0,-0.48108587667339886,0.0,0.0,-0.002693329645465052,-0.0015191946520558088,-0.0068669474002460125,0.0,0.0,-0.45343703805003965,0.0,0.0,0.0,0.0,0.0,0.0,-0.005445344168275533,-0.054609262869031616,0.0,-0.0013452051885037004,0.0,0.0,0.0,-0.1161523765342187,0.0,6.582532463509775,0.0,-0.7008291212776121,-0.01249713377975254,0.0,0.0,-0.14034900692951938,0.0,-0.20662980773586975,0.0,-1.3941470907380256,-0.10915421177832071,0.0,0.0,-0.3142923752206266,0.0,0.0,0.0,0.0,-0.006715403596200421,-1.3769639709478987,-0.003888504526852094,0.0,-0.021546007058268347,0.0,0.0,0.0,-0.002589612288372723,0.0,0.0,0.0,0.0,0.0,-0.002723288585980175,-1.7895089235966934,-0.07398164644784719,0.04718026977521071,0.0,0.0,-0.031155948133382353,0.0,0.0,0.0,-0.01449604539892961,0.0,0.0,0.0,-0.048687283378164456,0.0,-0.002383374534119434,0.0,0.025309293791989734,-0.318570202291996,0.0,0.0,-0.09212611498805032,0.015302611094381913,0.0,-0.0019316594424090047,-0.0013872010121229758,-0.004344204174010533,0.0,-0.38367078568730417,-0.14988417758469438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9494209521228992,0.0,0.0,-0.002551432334941996,-0.03502883103859393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.336953324883464,0.0,0.0,-0.0043266148787442695,0.0,-0.5426222408910855,0.0,0.0,-0.012998285917763464,0.0,0.0,0.0,-0.048952275947712946,0.0
Abomasnow-Mega,0.0,0.0,0.0,0.0,-0.08402236713459516,-0.06120750817397448,-0.5077218365263142,-0.9711549158492706,0.0,-0.08183910813323259,0.0,-2.231986736566145,-1.3965215367155768,-1.8651127328810357,0.0,-3.0243215012444815,0.0,-0.04093653423984708,-10.08863375291371,0.0,-0.21294226041738248,0.0,0.0,-0.18186770377431805,0.0,-0.01806439658490766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185500502031336,0.10826835415522193,0.0,-14.864278835820755,1.7416845197164799,0.0,0.0,0.0,0.0,-0.047896715246460914,-0.11937689329748774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2504803484061147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.041480506221554,-0.03645398099973961,-0.4050783580319553,-0.7024183777915562,0.0,0.0,0.0,0.0,0.0,0.0,-5.231581924650997,-0.06446707274527462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017775607795624544,-0.08264359758049616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6386447615859483,-0.279686107812633,-11.159582948923578,0.0,-5.226606858558995,-3.2602874598818303,0.0,0.0,0.0,0.0,0.0,-0.5770960581376632,0.0,0.0,0.0,0.0,0.0,0.0,-0.04612851361611631,0.0,0.0,0.0,0.0,54.75501737949918,0.0,0.0,-0.42984637741132287,-0.16415929869562604,-0.16985702757314253,0.0,0.0,-0.5906741437744222,0.0,0.0,0.0,0.03878934136010266,0.0,-4.0151817789842,-0.4983043710796125,0.0,0.3491070502856046,0.0,0.0,0.0,0.0,0.0,0.0,-0.10825450144527506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04573409053620302,-10.664078208057983,-1.8590702858248893,0.0,0.49920219606111293,0.0,0.0,1.5637696620822221,-0.42347964672637717,-0.6073008863520457,0.0,-17.751192980289144,-0.07328956497800024,0.0,0.0,0.0,0.0,0.0,-0.12064764909784209,0.0,-5.772962283111596,0.0,0.0,-0.02218008357695781,-0.03127634657352303,0.0,0.0,0.0,0.0,0.0,-0.024496584690261194,0.0,0.0,0.0,-0.05744887340077576,0.0,-0.028661067416953574,0.0,0.0,0.6250044292365144,0.0,-1.1669085793157798,-0.9456296644826137,0.0,-1.0875044744049063,0.0,-31.57601762437771,0.0,-0.037003983046153224,-0.0493800213265288,0.0,0.0,0.0,0.0,-0.27945934831800706,0.0,-13.762438236068892,0.0,0.0,0.0,0.0,-0.03510944133520627,0.0,0.0,0.0,-0.04424916631512098,-0.044085580842472015,0.0,-0.08197950830866066,0.0,0.0,0.0,-0.06691055899103981,0.5080567712984809,0.0,0.0,0.0,-0.010210328572028924,-0.3477300749693688,0.008264268765683883,-0.00443762762291705,-15.647791869779883,-0.5914462053840548,-0.11549353747297146,-3.9108524815864016,0.0,-1.548820854731582,-8.65224851851022,0.0,0.0,0.0,0.0,0.0,0.0,-0.06958892040801065,0.0,0.0,4.751215218419373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01867444273381092,-0.18759435197108226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1117624328525607,-0.09863464686448815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9158879659930894,-2.312041425367236,0.0,0.0,0.0,0.03987883866916778,-0.24961237432238667,0.0,62.571627092528466,-0.04702725544304695,0.0,-0.11893964499854612,-9.258060586373308,0.0,0.0,-3.860843771119151,0.0,-0.03657967120326201,0.09612164722690168,0.0,-0.10465723582937567,0.0,-0.2238686363330703,0.0,0.0,0.0,0.0,-0.13424639726354043,0.0,0.0,-2.4375704950854127,0.0,0.0,0.0,-0.4109610181031991,0.0,0.0,-1.015873592366146,0.0,-0.34999064910901545,-0.14212764661638805,0.0,0.0,0.0,0.0,-0.7737882200835162,0.0,0.0,0.0,0.0,-0.1113276052809619,-14.966751428959906,-1.103823263732947,0.0,0.0,0.0,-2.658924851605672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17750293195131361,100.92697510630806,-1.6417357538088697,0.0,0.0,27.134327859393043,-0.3187591415672988,0.10897758231302582,0.0,0.0,-2.9252481467379097,-2.224500342857961,-6.1704609511811,-0.12643501101112622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026390956981448714,0.0,0.0,0.0,0.0,0.0,0.0,-13.033042183858505,0.0,0.0,-0.5448069451233256,-0.05008074598207424,0.0,0.0,0.0,0.0,0.0,-0.10594413034111516,0.0,0.0,0.0,-0.0584629556020722,0.0,0.0,0.0,0.0,-0.6731083011170925,-3.5172343719809938,0.0,0.0,9.09295128062999,-24.729977277324025,3.2527379529202713,0.0,-4.87689133888159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032073361664644646,-6.813458711982921,0.0,0.0,-1.4742793590966534,0.0,0.0,-0.015240624096661434,-1.0869467638012695,-9.290346865544686,0.0,0.0,-3.350059531286421,0.0,-0.1500987056890727,0.0,-0.20597888603591813,0.0,0.0,0.0,0.0,-0.019679798444550856,0.0,-0.029118249181637385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04929223067944737,0.0,-1.0352031421633292,-0.1345367729441909,0.0,0.0,0.0,0.0,0.0,-0.09933627531901429,-0.014253131743380812,0.0,0.0,-0.05609536401600196,0.0,0.0,0.0,0.0,0.0,0.0,-0.13709496879901195,0.0,0.0,-0.06726139735656832,0.0,0.0,-0.06933119215122725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3389455324226509,0.0,0.0,0.0,0.0,-0.05894435545767128,0.0,0.0,0.0,-17.52807028744782,0.0,0.0,-1.4769881396149778,0.0,0.0,-0.3214020342393893,0.0,0.0,0.0,-0.22102500505533496,-0.16303807382460717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.584578414548163,0.0,0.0,-0.020417519000726345,-0.014023626879549386,-2.117553205837067,0.0,-0.01482353393404935,0.0,0.0,0.0,0.0,0.0,-0.023707831880358084,-0.03779751815005444,0.0,0.0,3.758145083773176,-0.015081091633017085,0.0,-0.27209122478090253,0.0,0.0,0.0,-0.2273782399553057,0.0,0.0,0.0,0.0028423704193330096,-0.04998303040446902,-19.910785469486072,0.0,-0.21869420311992,-13.786181755645028,-0.38861280734428594,0.0,0.0,0.0,-0.01699553810590146,0.0,-0.020297473870279442,0.0,0.0,-0.7544310738497833,-2.776514503988871,-11.618464629842453,-1.4485145224067666,-0.028932896820243567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.562548505267781,0.0,-5.04506256901291,0.0,0.0,0.0,-0.03540584189388203,-0.19405620050229788,-0.05792272128547894,-2.2888538406760732,0.0,0.0,0.0,0.0,0.0,-0.019123505595447947,0.0,0.0,-0.40832152437343366,0.0,0.07441122719849803,0.0,0.0,0.0,0.0,-1.7494802032948442,0.0,0.0,0.0,0.0,0.0,0.0,-0.06608114591639808,0.0,0.0,-3.663578787717019,-4.719964407356227,-1.0980399787610475,0.0,0.0,-0.04700137356462565,-0.06495923837471006,0.0,0.0,0.0,-0.18115790670229148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025320875559924606,0.0,0.0,0.0,0.0,-0.4502836074990546,0.0,0.0,56.90469759360819,0.0,0.0,-0.02868506800010152,-0.015479828900103507,-0.05187676490236387,0.0,0.0,-0.14201207025209772,0.0,0.0,0.0,0.0,0.0,0.0,-0.027300429639451982,-0.6783787692008061,0.0,-0.013706939214040838,0.0,0.0,-0.01919134633507523,-1.152977692132576,0.0,-20.79086222078709,0.0,-5.588076637782888,-0.12243019778497122,0.0,0.0,6.104835742514702,0.0,-1.6392126790611343,0.0,-10.08768830118598,-1.1045222628116842,0.0,0.0,-3.7376776012041737,0.0,0.0,0.0,0.0,-0.06840865143264988,-13.87518825970323,-0.03786337980230356,0.0,-0.24904798481524193,0.0,0.0,0.0,-0.02355291895967041,0.0,0.0,0.0,0.0,0.0,-0.027254296712328537,-15.163057293656978,-0.7147074317199322,-0.14239722785659403,0.0,0.0,-0.27657933599077356,0.0,0.0,0.0,-0.14667520949348123,0.0,0.0,0.0,6.609490005984824,0.0,0.024920819616433013,0.0,-0.26745559877704206,-3.337678377757469,0.0,0.0,15.049859342974225,-0.034356064960332985,0.0,0.04095782357598163,-0.0136057323542766,-0.04512780509880751,0.0,-3.1855633759700117,7.091699183121248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.646510183517953,0.0,0.0,-0.021935141703733566,-0.3696057639960749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19735367198796397,0.0,0.0,0.004770334095110823,0.0,-9.50659465335199,0.0,0.0,-0.1262250366948407,0.0,0.0,0.0,-0.49867162050724423,0.0
