,Porygon-Z,Mudsdale,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Roserade,Toxicroak,Spiritomb,Stoutland,Wailord,Snorlax,Uxie,Swellow,Ambipom,Vanilluxe,Gorebyss,Mimikyu,Togekiss,Machamp,Muk-Alola,Tyranitar-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Toucannon,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Vivillon,Kommo-o,Persian-Alola,Milotic,Ditto,Aerodactyl,Marowak-Alola,Corsola,Toxapex,Infernape,Pidgeot-Mega,Latias,Sableye,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Manectric-Mega,Mantine,Sigilyph,Nidoqueen,Doublade,Gallade-Mega,Zoroark,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Heliolisk,Celebi,Primarina,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Beedrill-Mega,Ninetales-Alola,Durant,Tapu Bulu,Incineroar,Pangoro,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Suicune,Gyarados-Mega,Claydol,Slurpuff,Salamence,Buzzwole,Slaking,Haxorus,Hitmonlee,Absol-Mega,Eelektross,Glalie-Mega,Castform,Porygon2,Arcanine,Crawdaunt,Crobat,Guzzlord,Mamoswine,Goodra,Dusknoir,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Poliwrath,Blissey,Politoed,Donphan,Meowstic,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Cacturne,Amoonguss,Jolteon,Ninjask,Seismitoad,Tornadus,Sawsbuck,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Lurantis,Umbreon,Passimian,Metagross,Dragalge,Heracross,Bewear,Feraligatr,Tyrantrum,Rhyperior,Palossand,Togedemaru,Quagsire,Florges,Rhydon,Masquerain,Ninetales,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Alomomola,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Drapion,Braviary,Torkoal,Venomoth,Excadrill,Victreebel,Smeargle,Whimsicott,Magneton,Banette-Mega,Tentacruel,Bibarel,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Parasect,Typhlosion,Abomasnow-Mega,Necrozma,Golurk,Volcanion,Gourgeist-Super,Scizor,Nidoking,Zapdos,Cobalion,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Electivire,Noivern,Registeel,Qwilfish,Empoleon,Xatu,Nihilego,Heracross-Mega,Beartic,Mismagius,Froslass,Alakazam,Sylveon,Azelf,Pikachu,Linoone,Salazzle,Shuckle,Diancie-Mega,Galvantula,Abomasnow,Tsareena,Mimikyu-Totem,Kecleon,Bruxish,Clefable,Minior,Jellicent,Shiftry,Stakataka,Mienshao,Latios,Ludicolo,Latios-Mega,Crabominable,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Vileplume,Charizard,Jirachi,Mareanie,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Manaphy,Swampert,Zeraora,Skarmory,Yanmega,Steelix-Mega,Kingdra
Archeops,0.0222677238,-6.83449e-05,-0.0008869996,0.0039143265,-0.0015296579,-0.0265435422,0.0094646859,-0.0009652118,-0.0001313562,-0.0002721481,0.0423337048,-0.0001920574,2.33659e-05,0.0009120906,-0.0008891515,-0.0001081816,-8.76241e-05,0.0021674878,-0.0001227304,0.0974576397,0.0004217406,0.0010121746,-0.0044387864,-0.0124079343,-0.0172836912,-0.0010843035,-0.00460729,-0.0017483796,0.0944577398,0.0609934024,-0.002222021,-0.0341707825,-0.0004143647,-8.78269e-05,-0.0002563426,-0.0438413349,-0.0002003398,-0.0024550007,-0.0296183711,-0.0001521313,-0.0832506432,-0.0005205773,-0.0029451516,-7.8597e-05,-0.0261730643,-0.000148848,-7.45761e-05,0.0004566777,-0.0004162313,-0.0037208313,-7.22386e-05,-0.0661355038,-0.0007735159,-0.0001581625,-0.0009132363,9.32289e-05,-0.1798445967,0.0024433284,-0.0112232021,-0.0044641363,-6.23717e-05,0.0040388993,-0.018291156,-0.0001627143,-0.0033476364,-0.0058540919,0.0053967901,0.0095529303,-0.0002714523,-0.0022125504,0.0424721285,-0.0009218828,-0.0023269067,-0.0033666982,0.0067501922,-0.017396106,-0.0003117475,-0.0007980896,-0.0006421342,2.87576e-05,-0.0070815566,-0.0126402806,0.009725207,-0.0027448943,0.0,-0.0198931852,-0.002184884,-0.0009050814,-7.82548e-05,-0.031535469,-0.0001299127,-5.19987e-05,-0.0054108309,-0.0005079782,-0.0031453052,-0.0007052833,-0.0007962362,-0.0017400644,3.61232e-05,-0.000128449,0.0023520642,0.0020353082,-0.0010868875,0.1032511176,-0.0001756902,-7.83146e-05,0.0002006505,-3.18e-06,0.0117114673,0.0,-9.05671e-05,-0.0002576844,-0.0017898518,-0.000470706,-0.0001515529,-0.0061170372,0.0601189372,0.0007573238,0.0068214105,-0.0155255491,-0.0397527099,-0.019249075,-0.0196419034,-9.28931e-05,0.0094050023,-0.0007597001,-0.0006184282,0.0054482367,0.0023772056,-0.0002100304,0.0190647971,-0.0034039798,-6.19034e-05,0.0482146375,-0.0001826869,0.0057877002,0.0539436663,-0.0063674925,-7.85149e-05,0.034140583,0.0010899913,-6.85068e-05,-0.0065372714,0.0,-0.0001955653,-4.725e-05,-0.0070444889,0.0220287018,0.0002935752,-0.0303823241,-0.0019147562,-0.0016760141,0.0141343722,-0.0001122393,0.0053592076,-0.0005217602,-9.84496e-05,-0.0003535319,0.0001142725,-0.0001460626,0.0010708852,-0.0001434715,0.0008641008,-0.0002830407,-9.53905e-05,-0.0003445213,-0.0079720566,5.65437e-05,-0.0001898962,0.0144678366,-0.0001090438,0.0046761682,1.6195e-05,-0.0030783073,-0.0004243818,-0.0006127906,0.0004517288,0.0037487863,-0.0015567553,-7.77452e-05,-0.0197195923,-0.0040513358,-0.0498585143,-0.0004317698,0.0004016777,0.0027965579,-0.0001306066,-0.0008470403,-0.0019799208,-0.1289761986,0.0129141284,-0.0005183594,-0.0416349102,-0.0019668577,-0.0018939314,-0.0004200035,9.29882e-05,-0.0075864931,0.0422306403,-0.0191938077,-0.0002080163,-0.0006590808,-0.0001587865,-0.0001651053,-8.27199e-05,-0.0005816664,-0.0001571116,-0.0371599019,-0.0002882298,0.0005968099,0.0171361858,0.0039480812,5.49714e-05,0.0587359856,-0.000109531,-0.0873017935,-0.0033488381,-0.0048985582,-0.0003971642,0.0618312734,-0.0396992182,-9.51899e-05,0.0038615122,-0.0001757822,-0.0001494631,-0.002115146,-0.0006291154,-3.645e-07,-0.0059409099,-7.68821e-05,0.0018600015,-0.0016733384,-0.0557064321,-7.73627e-05,-0.0436222446,-4.74434e-05,0.0028119011,-0.047516681,-0.0036985617,-0.0700614232,-0.0034227461,0.0006473603,0.000444837,-0.0848828891,-4.86471e-05,-0.0064044976,-0.0227675809,-5.65701e-05,0.0001142363,0.0053933366,-0.0001970097,0.0012715315,-0.0005123423,-0.0008277656,-0.0075425126,0.0006728437,-8.32471e-05,0.0173680208,0.0093078547,0.0049019745,0.0163687769,-6.14223e-05,0.0030811318,0.0144306829,0.0414876696,-0.0078247957,0.0026132459,-0.0001594308,-0.0001072069,0.0,0.000347834,-7.82132e-05,-0.0458208492,-0.0010937106,-0.0001554788,-9.64171e-05,-0.0009550853,-0.0002519561,-0.0029152494,-0.0002109755,-0.012584325,-0.000236562,-0.0002910943,0.0578060039,-7.79729e-05,-0.0002846169,-0.0366456613,-0.0004067712,0.0004380005,-0.0005086905,-0.0001621844,-0.0189602921,-0.073840928,-0.0216333692,-6.89714e-05,-6.24647e-05,-0.0124500628,0.0,-0.0001426795,0.0935286662,-0.0001379027,0.0601649953,-0.0232477751,-0.0112166527,-0.0011409786,-0.0043017749,-0.0379298622,0.0015214966,-0.0002552774,-0.0012899375
Swellow,0.006724054,0.0032333483,-0.0208707636,-0.0016128767,-0.0458306005,-0.730324361,-0.0118278289,-0.0299952635,-0.0354075598,-0.0063020146,-0.0025732952,0.0700559266,-0.0021494307,0.0332929438,-0.0266365545,0.0,-0.0009355851,-0.0058123384,-0.0036766143,0.0691571705,0.1324432549,0.0013314629,-0.1326691707,-0.2967951698,-0.9938530916,-0.038679678,-0.1522362835,-0.0469344181,-0.5818480028,6.1906184314,0.0386585317,-1.0328592636,-0.0192614518,0.008362663,-0.0049082542,-1.1696735781,-0.0056104988,0.1898022953,0.4582121291,-0.0041376517,-2.0581247121,-0.0316195751,-0.1161516935,-0.0116633915,-0.4759303814,-0.0043459917,-0.0077039798,7.867527121,-0.0125924441,-0.1257322335,-0.0021640394,-1.4238464924,0.0726485709,0.0272488791,-0.0794019033,-0.0012798414,3.7607733957,-0.0017079882,-0.277484898,-0.1661591822,-0.0083789882,-0.0040467903,-0.4814204411,-0.0048641004,0.846079314,-0.1289080399,-0.0013095574,-0.0055663212,-0.0065497373,0.220673739,-0.0018153594,-0.0441739862,-0.3806235376,-0.0666049183,-0.1783404443,-0.5751841583,-0.006614678,-0.0239082377,0.2297868359,-0.0283571385,-0.2115475742,0.3780737021,-0.0108769228,-0.0712432819,-0.0047064705,-0.6914071468,-0.0136024287,-0.0656810876,-0.0023269221,-0.9429328322,-0.0025490993,-0.0015632393,-0.1624882811,-0.0155365161,-0.0947682941,-0.0192194188,-0.0226706988,-0.0421979074,-0.4943983037,-0.0032654279,-0.0157000161,0.1016910001,-0.0588153301,-0.002165623,-0.006368789,-0.0021199683,-0.0059275869,-0.0027804651,-0.011821401,-0.00321034,-0.0155443442,2.99446e-05,-0.1411612783,0.073102917,-0.004608929,-0.1823253916,1.5194237931,0.0279778248,-0.0123799822,-0.4650945996,-1.0983493465,-0.5480966346,-0.5720911204,-0.0027828629,-0.0758311365,-0.0233921128,0.0598231403,-0.001509035,-0.0031886137,-0.0081325191,-1.0985638443,-0.2597354215,0.0230324369,-0.3609720595,0.002199864,-0.0149702143,-0.3095415744,-0.2354699072,-0.0023520577,-0.236468329,0.0083320531,-0.0011744814,-0.1849620239,-0.0069160468,-0.0094016934,-0.0014154518,-0.5244206187,-0.6484318317,-0.4681059249,-1.2189703717,-0.0573723776,-0.0235006177,0.0367315993,-0.0033623338,-0.0040299536,-0.0147452378,-0.0028018694,0.135847485,-0.0052223794,-0.002912728,0.0015823218,-0.0045979895,-0.0031763284,-0.008480587,-0.0043757378,-0.0101475717,-0.2390275369,0.0036090275,-0.0055919091,-0.0010056116,-0.0054614615,-0.0591849315,0.0080060007,-0.0691574651,-0.0085767543,-0.0153322793,0.1720763029,0.0685431512,0.1068349049,-5.2919e-06,-0.5891088737,-0.1059609829,-1.4718625377,-0.0121177168,-0.0061674732,-0.0131576331,-0.0004079548,-0.0253746463,-0.1108302062,-3.8524443502,0.0032521812,-0.0180860695,-1.1859272257,-0.0547329447,1.4215539555,-0.0123188187,-0.0014392185,1.1062398548,0.0,-0.8768999669,0.0080707752,-0.0048733913,-0.005922806,0.0074809431,0.0004656947,-0.0297148948,-0.0047065666,0.060065373,-0.0086344432,0.0510164633,-0.0209262207,-0.0018632329,0.2231891891,-0.0206530374,-0.0032811857,-2.6428478422,-0.1009229442,-0.0853434477,-0.0395003702,-0.0279275833,-1.1005244782,-0.0035040977,-0.0050567626,-0.0052658678,-0.0045358752,-0.0546356801,-0.0188381189,-0.0013630232,-0.1756554882,0.0694097572,-0.1806115598,-0.0430327785,-1.5948116023,-0.0026395589,-1.2016876066,-0.0014241971,0.000621767,6.154285462,-0.138324203,-2.0846664455,-0.1023721763,-0.4148291673,-0.0645062256,-2.5193267375,-0.0014273126,-0.4790525602,-0.6767495498,-0.0009114105,-0.0032809951,0.0023600791,-0.0059017863,-0.0067014177,0.1768497915,0.0026796367,-0.2120564408,-0.0013186502,-0.0014768092,-0.0153948468,-0.0191260286,0.0821687074,-0.0523835044,0.0013667359,-0.0196937967,0.0457288905,0.0199556313,7.3129622257,-0.0056734639,-0.004778131,-0.0029628668,-0.0095753426,-0.00165413,-0.0023319731,-1.3805340666,-0.0311818506,-0.0035592716,-0.0028837207,-0.0268211965,-0.0078165865,-0.0132881325,0.1831910469,-0.3733254753,-0.0081590138,0.2269034998,-0.0195167249,-0.0023055781,-0.0085171345,-1.018733051,0.0594205212,-0.0014185035,0.2053530034,-0.0031228047,-0.6743437633,-1.6913989174,-0.645193065,-0.0020702687,0.0358664562,-0.5655579485,0.0,-0.0037285288,-0.1737644829,-0.0041311287,0.0162128765,-0.7759857909,-0.3344205443,0.1610019491,-0.0691518035,-1.1671179661,-0.0202771389,-0.0080573191,-0.2015397202
Eevee,-0.0012185991,-3.60109e-05,-0.0004990635,-5.61007e-05,-0.000797854,-0.0138526111,0.0,-0.0005354708,-0.0006222346,-0.0001418304,0.0004502465,-0.0001009235,0.0,-0.0004291382,-0.0004637729,-0.0001897832,-4.57032e-05,0.0,0.0,-0.0028128556,-0.0004307327,-5.21647e-05,-0.0023232208,-0.0064454616,-0.0183238728,-0.0006650042,-0.0026727544,-0.0008635783,-0.0113485679,-0.0325632093,0.0,-0.0180050431,-0.0003341037,-4.5809e-05,0.0215262725,-0.0231295639,-0.0001044938,-0.0007997288,-0.0152776408,-7.9297e-05,-0.0430737031,-0.0005733905,-0.0020291039,-0.0001555392,-0.0136537984,0.0,-0.0001993128,-0.0031760423,-0.0002197802,-0.0023526636,0.0,-0.0408820089,-0.0004163178,-0.0001135603,-0.0013886142,-2.57241e-05,-0.0976326129,-4.14285e-05,0.0157572069,0.0,-0.000138116,-0.0001377212,-0.0089290349,-8.48689e-05,-0.0023774248,-0.0030533934,3.20244e-05,-0.0001801678,-0.0001001794,-0.0011569168,0.0005169042,-0.0004739176,-0.0066273197,-0.0017572276,-0.0040539987,-0.0101359641,-0.0001626471,-0.0004162698,-0.0003400579,-0.0004937302,-0.0036930078,-0.0120384,-0.0002323209,-0.0014197679,-8.1945e-05,-0.0123261377,-0.0011355727,-0.0013901881,-4.20178e-05,-0.0168527275,-8.80694e-05,-2.72178e-05,-0.0028305753,0.0,-0.001652344,0.0,-0.0004153031,0.0,-0.0092447179,-6.70242e-05,-0.0003259527,-0.0011436207,-0.0010424443,-4.06435e-05,-0.0001159088,-4.08431e-05,-0.0001643295,-5.79142e-05,0.0,-5.58957e-05,-0.0002771491,-0.0002173759,-0.0038029768,-0.0002455125,0.0,-0.0031905311,-0.0002469239,-6.52665e-05,-0.0003668472,-0.0080638587,-0.0208866796,0.0,-0.0103075442,-4.84528e-05,-0.0013105524,-0.0004072861,-0.0003226071,-2.62359e-05,-7.18332e-05,-0.0001615639,-0.0217279327,-0.0045261704,-3.22877e-05,-0.0042772737,-9.54181e-05,-0.0002685968,-0.0091705666,0.0155932614,0.0,-0.0043060959,0.0031238186,-2.48759e-05,-0.0034097586,0.0,-0.0001636943,0.0,-0.0092993489,-0.0201062417,-0.0122673131,-0.0219497192,-0.0009602873,-0.000905245,0.0,3.42146e-05,-7.01661e-05,0.0016492723,0.0,-0.0004887935,-9.44289e-05,-6.69093e-05,-2.34598e-05,-8.47976e-05,-5.52886e-05,-0.0001476584,0.0,-0.0001796981,-0.0041617428,-8.39933e-05,0.0,0.0,-7.11378e-05,-0.0036109588,-0.0002395574,-0.0016054966,-0.0002230154,0.002843216,-0.0004299336,-0.000603156,0.0,-4.05866e-05,0.1826014413,-0.0021147391,-0.0305211319,-0.0002271201,-0.000107266,0.0002659993,-6.82626e-05,-0.0003942676,0.0,-0.0725649153,-3.69197e-05,-0.0003148587,-0.0217365916,-0.0010532499,-0.0006690323,-0.000219096,-5.63777e-05,-0.003969655,-8.59056e-05,0.1776980603,0.0,-0.0001770705,-9.12254e-05,-0.0001141695,-4.31453e-05,-0.0014739444,0.0,0.1704187772,-0.0001503266,-0.0001492361,-0.0004268455,0.0004626086,-0.0001509295,0.0001383488,-5.71279e-05,-0.0500924337,-0.0017654661,0.0,-0.0006797562,-0.0004861361,-0.0214079914,-6.10133e-05,-0.0002356876,-7.78009e-05,-8.95562e-05,-0.0011032237,-0.0003281174,-5.76542e-05,-0.0031288359,-4.01016e-05,-0.00291979,-0.0008684645,-0.0291695268,0.0,-0.0227712112,-2.47969e-05,-8.61126e-05,-0.0322767917,-0.0031625396,0.1550659343,-0.0017852465,-0.0072629345,-0.0009795921,-0.0442734493,-2.6661e-05,0.1828867097,-0.0118766846,-2.93763e-05,-5.71921e-05,0.0,-0.0001027568,-0.0001874712,0.0,-0.0004317484,-0.0039334414,0.0,0.0,0.0,0.0017473088,0.0018652193,-0.0009533192,0.0020353354,-0.0003541135,-0.000341603,-0.0004836477,-0.0116916979,-0.0001913476,0.0,-5.83814e-05,0.0,-2.91327e-05,0.0,-0.0241460351,-0.0005706847,0.0,0.0,0.0,-0.0001396284,-0.0017948391,-0.0001101331,-0.0065646481,-0.0001420578,-0.0001718605,-0.0008907343,-4.14201e-05,-0.0001484513,-0.0191144173,-0.0002198603,0.0,0.0010667923,0.0,-0.013641347,-0.0222811276,0.0103307372,-3.60457e-05,-2.01151e-05,-0.011676494,0.0,0.0,-0.0049841851,-7.19277e-05,0.0,-0.0132683723,-0.0058504124,-0.0005951163,-0.0022806671,-0.0228108225,0.0,-0.0001406225,-0.0039765098
Poliwrath,-0.0175664817,-0.0005354403,-0.0074179235,-0.0007476435,-0.004070341,-0.1957650463,-0.0032891825,-0.0063819715,-0.0092519848,0.0063989437,-0.0006554396,-0.0015006372,-0.0006977981,0.0162154515,-0.0068958236,-0.0028218886,-0.0006793084,-0.0015047312,0.0,-0.0423635111,-0.0063280157,-0.0005748662,-0.0261520757,-0.059709202,0.1451227835,-0.0101455331,0.3059441329,-0.0136030694,-0.0061461977,-0.0181708946,-0.0074129521,-0.2591670771,-0.004660229,-0.0006811322,-0.0020561601,-0.3117610253,-0.0015537143,-0.0194725103,-0.2297308749,-0.00117984,1.2998851581,-0.0084423482,-0.0282228041,-0.0030194836,-0.2025301819,0.0173443746,-0.0029527882,-0.0416920992,-0.0030923266,-0.0346944428,-0.0005602388,-0.6075463943,-0.0061703474,0.0124087614,-0.0206472573,-0.0003824896,-1.1667857229,-0.0006116627,-0.0852163616,0.0,-0.0020207655,-0.0020468861,-0.1120994617,-0.0008888813,0.2631562782,-0.0454008019,-0.0003618527,-0.0030586159,-0.0023489539,-0.0172278718,-0.0012457761,-0.0111105227,0.7016047231,-0.0261281562,-0.0602384836,-0.0653913918,-0.0024027024,-0.0061834403,0.0022573669,0.0029987375,-0.0549202753,-0.1789270556,-0.0034543709,-0.0212733515,-0.0012184378,-0.1716834417,-0.0168646801,-0.0206653893,-0.0006056421,-0.2434839124,0.0079767986,-0.0002520826,-0.0414263474,-0.0040434925,-0.0245685139,0.0384075604,-0.0054297012,-0.0134948881,-0.1403573804,-0.0009423714,-0.0045849103,-0.008681703,-0.0154931226,-0.0006037184,-0.0017234445,-0.000377568,-0.0025413729,-0.0008611249,-0.0031238411,-0.0008243022,-0.0043105338,-0.0015151942,-0.0564928107,0.0094115469,-0.0011931841,-0.0473888217,1.0229951645,-0.0009704423,-0.0054032003,0.2267316371,-0.153695792,-0.1502334096,-0.1430637238,0.0,-0.0196071998,0.0135502595,-0.0028035917,0.0127253203,-0.0013292349,-0.0018284677,-0.3229826065,-0.0596584615,-0.0004800851,-0.087181781,-0.0014189238,-0.0039673428,-0.13649238,0.2577160096,-0.0006089141,0.0264168556,0.1126222941,-0.0003697284,0.0031788461,-0.0021194428,-0.0024339642,-0.0003664426,-0.1378696505,-0.2989746557,-0.1805407585,1.835309347,-0.01447986,-0.0127052317,-0.0022976801,-0.0008703311,-0.0010432971,0.0097990028,-0.0007635155,-0.0050634811,-0.0014049724,0.0039955793,-0.0003499854,-0.0012604066,-0.0008192692,-0.0021955351,-0.0012020122,-0.0026719243,-0.0507757057,-0.0013131255,-0.0004988183,0.0006154756,-0.0014499081,-0.039999095,-0.0035619705,-0.009255055,-0.0033250775,-0.0049942037,-0.0054055172,-0.0089677661,-0.0129536092,0.0016753916,-0.0638155422,-0.0311106296,-0.2737431458,-0.0033120162,-0.001583698,-0.003406313,0.0128894677,-0.0065676436,-0.0286854656,-0.8909306717,-0.000549157,-0.0046742832,-0.2844891033,-0.0156561865,0.0106186434,-0.0032540052,-0.0009876899,-0.0589978245,-0.0012773177,-0.2293864602,-0.0016132488,-0.0089745971,-0.0015332673,-0.0016975821,-0.0005790274,-0.0229205235,-0.0012184626,-0.2969035548,0.0431545547,-0.002018813,-0.0063467478,-0.0004588365,-0.0022426268,-0.0066821713,-0.0008494559,-0.6423955209,-0.0173660981,-0.037989277,-0.0103686746,-0.0072300516,-0.318494266,-0.0009071039,-0.0034428654,-0.0013632603,-0.0011657069,-0.0164037929,-0.0048791464,-0.0007607748,-0.0465225523,-0.0005962697,0.3407576072,-0.0121987522,-0.3161542895,-0.0011151841,1.6934510192,-0.0002537644,-0.0012182969,-0.479009084,-0.0463398902,1.3268098024,-0.0264154809,-0.1070586908,-0.0172750328,-0.5562130309,0.0007943575,-0.1485443584,-0.1700647682,0.0061439154,-0.0008306058,-0.000567661,-0.001527888,-0.0037788862,-0.0039843811,-0.0064196517,-0.0512343626,0.0450485066,0.0123966674,-0.0041879277,0.0090673896,-0.0010832378,-0.0140670964,0.0141639766,-0.0048044072,0.0006722432,-0.0071919392,-0.1459050045,-0.0026957068,0.0023111949,-0.0008680704,0.0,0.000527572,0.0,-0.0635990495,-0.0084075049,-0.0012049165,0.0058324925,-0.0074070646,-0.00207389,-0.0267110396,0.0011930272,-0.0976097466,-0.0021122441,-0.0024679011,-0.0139487268,-0.0006158739,-0.0022073166,-0.1719323496,-0.0032708055,-0.0002196972,0.0097681408,-0.0005067837,-0.2041708854,-0.2604859545,-0.156899492,-0.0005064141,8.82818e-05,0.098033141,0.0,-0.0002574996,-0.0741165305,-0.0010694901,-0.0021302499,-0.1885199041,-0.0869115934,-0.0070720847,-0.0341601078,-0.2303781746,-0.0004148168,-0.0020231412,-0.019428166
Emolga,-0.0012773712,-3.77493e-05,0.0001892114,-1.74674e-05,-0.0008364938,-0.0062407637,0.0013401364,-0.0005613211,-0.0006522733,-0.0001448337,-2.51851e-05,-0.0001057963,-5.18933e-05,-0.0004569474,-0.000486162,-0.0001833027,0.0015198353,-0.0001060849,-6.71044e-05,0.1575828181,-0.0004513862,-5.4683e-05,-0.0024357337,-0.0062765297,-0.0133653691,0.0010940005,-0.0028017839,0.0,-0.0111640036,-0.034137097,-0.0012211319,0.0,-0.0003508622,-4.80205e-05,-0.0001230193,-0.0241502828,-0.0001058398,-0.001368797,-0.0146249855,-8.31798e-05,-0.0423900042,-0.0006010714,0.0705903049,-0.0002128767,-0.0143128955,-8.13846e-05,-0.0001747421,-0.0038607711,-0.0002305211,-0.0024662395,-3.94974e-05,-0.0421217985,-0.0004398531,0.0004198933,-0.0014555998,-1.94791e-05,-0.1023432991,0.0101868803,-0.0061277618,-0.003051072,0.0700203619,-0.0001443699,-0.0042062499,0.0,-0.002492197,-0.0032007353,-2.17427e-05,-0.0001930799,-0.0001672794,-0.0012199803,0.0056592301,-7.76877e-05,-0.006947375,-0.0018420592,-0.004249709,-0.0110833031,-0.0001694764,-0.0004363655,7.08279e-05,0.0017371746,-0.0038719304,-0.0124501756,0.0016638364,-0.0015008055,-8.5901e-05,-0.0140776135,-0.0010434945,-0.0010012306,-4.39497e-05,-0.0178481469,-8.96691e-05,-2.85317e-05,-0.0029672238,-0.0002849599,-0.0017321284,-0.0003856225,-0.0004230482,-0.0008938915,-0.009837834,-7.02598e-05,-0.000341489,-0.00119883,-0.0010927692,0.0006905332,-9.41152e-05,-4.28195e-05,-0.000162848,0.0002740095,-0.0002315146,-5.85941e-05,-0.0003039098,0.0006269096,-0.0039865688,-0.0002573648,-8.41207e-05,-0.0033437843,-0.0002574289,-6.84173e-05,-0.0003845569,-0.0084866044,-0.0001424162,0.0184483081,-0.0108051498,-5.00092e-05,-0.0013867938,-0.0004269482,-0.0003381812,-2.75357e-05,-9.37576e-05,-0.0001693636,0.0474066468,-0.0041334213,-3.38464e-05,-0.0066605163,0.0,-0.0002445452,-0.0095756918,0.0638937095,-4.2929e-05,-0.0042928338,-6.292e-06,0.0006749654,-0.0035604046,-0.0001494227,0.002373119,-4.0269e-06,-0.0092183621,-0.0208437593,-0.0128616538,-0.0230027099,-0.0010471423,-0.0009489201,-4.4175e-06,0.0006510541,-7.35534e-05,-0.0002894872,-5.38281e-05,-0.0005159519,-9.90519e-05,-7.98575e-05,-2.10106e-05,-8.88914e-05,-5.79733e-05,-0.0001547758,0.0,0.0904480379,-0.0043578467,-8.84694e-05,-0.0001038281,0.0005088798,-0.0001022199,-0.0032817832,0.0291206754,-0.0016828439,-0.000234421,0.0005031225,0.0030130565,-8.48335e-05,-0.0008940698,-3.77719e-05,-0.0091523981,-0.0022168299,-0.0319876142,-0.0002379879,-0.0001125675,-0.0002399222,0.0,-0.00046313,-0.0020228395,-0.0702804939,-3.86151e-05,-0.0003301012,-0.0227859443,-0.0007682214,-0.0011905381,-0.000229673,-4.78514e-05,-0.0022539208,-9.00528e-05,-0.0161693275,-0.0001137355,-0.0007045648,-0.0001081016,0.0001835304,-4.52038e-05,-0.0016159454,-8.58767e-05,0.0055545306,-0.0001575933,0.0001330692,0.0027711164,2.921e-06,-0.000158216,0.0003948626,0.0244989163,-0.0468962189,-0.0018506955,-0.0026783486,-0.0007153857,-0.0004879417,-0.0189961644,-5.16549e-05,-0.0001945466,-9.61111e-05,-8.37155e-05,-0.0011564827,-0.0003439843,-5.56635e-05,-0.0032798831,0.0,-0.0031925817,-0.0007573478,-0.0305812076,-7.86602e-05,-0.0238695894,-2.58658e-05,-9.02698e-05,-0.0338234651,-0.0033152483,-0.0398404928,-0.0018714308,-0.0040717468,-0.0012067637,-0.0464014681,0.001879425,-0.0104716749,0.000553383,-3.09108e-05,-3.71965e-05,-4.00204e-05,-0.0001077175,0.0015412465,0.0,-0.0004525914,-0.0041233514,-2.40676e-05,-4.54045e-05,0.001529975,-0.0003497592,-5.17248e-05,-0.0009993415,-4.23851e-05,0.0241881192,6.92165e-05,0.0002254387,-0.0122565004,-0.0001554083,-8.72089e-05,-6.11998e-05,0.0,-3.05026e-05,0.0,-0.0252130428,0.0,-7.43697e-05,-5.27173e-05,-0.0005222045,-0.000146369,-0.0018831544,-0.0001154419,0.0,-4.2291e-05,-0.0001675054,-0.0009835635,0.0001142554,-0.0001556179,-0.0200371822,-0.0002305948,-2.88096e-05,0.02871814,-8.86828e-05,-0.0141459599,-0.0459951488,0.0537282239,-3.77859e-05,0.0005047471,-0.0121689556,0.0,-7.80097e-05,-0.0033073187,0.0,-0.0001501891,-0.0142185661,-0.0061328461,-0.0006225893,-0.0024056322,-0.0231909185,-0.0004409822,-0.0001246836,-0.0041684797
