,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Bronzong,Noivern,Garchomp,Pincurchin,Scream Tail,Appletun,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Lilligant,Toxapex,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Frosmoth,Leafeon,Slowbro,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Chansey,Hippowdon,Blissey,Mismagius,Basculin,Brambleghast,Sylveon,Gardevoir,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Misdreavus,Iron Treads,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Sawsbuck,Umbreon,Annihilape,Rabsca,Dragalge,Tauros-Paldea-Aqua,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Chi-Yu,Vaporeon,Orthworm,Froslass,Dragapult,Hariyama,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Golduck,Hattrem,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Veluza,Tauros-Paldea-Blaze,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Abomasnow,Gallade,Tatsugiri,Oricorio-Pom-Pom,Qwilfish,Beartic,Clawitzer,Gogoat,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Lechonk,Slither Wing,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Hydreigon,Forretress,Roaring Moon,Iron Moth,Flamigo,Drednaw
Cacturne,2.42361e-05,0.0,2.10822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27454e-05,0.0,6.24284e-05,4.27454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24284e-05,0.0,1e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27454e-05,0.0,2.42361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285718,0.0,0.013407713,2.10822e-05,0.0061285718,4.27454e-05,0.0,0.013407713,0.0,0.0134077129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134077129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42361e-05,4.27454e-05,0.0,0.0,0.0,0.0,2.10822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134077129,0.0061285718,0.0,2.10822e-05,0.0,0.0,0.0,0.0,0.0061285718,0.0,0.0,0.0,0.0,2.42361e-05,2.42361e-05,0.0
Raichu,0.0002121477,0.0,0.0,0.0,0.0,4.3e-09,0.0,0.0,5.55e-08,0.0,0.0,0.0,0.0001791563,0.0,7.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001643196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000179149,0.0,0.000179149,0.0,4.78902e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001642576,0.0,0.0,0.0,0.0,0.0,4.78347e-05,0.0,0.0,0.0,0.0,6.2e-08,0.0,0.0,7.1178e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,6.2e-08,7.0558e-06,0.0,0.0,0.0,1e-10,0.0,1.23e-07,0.0,7.3e-09,6.85e-08,6.2e-08,0.0,0.0,0.0,0.0,0.000179149,0.0,6.43e-08,0.0,0.0,0.0,0.0,6.85e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0558e-06,0.0,0.0,7.0558e-06,0.0,0.0,0.0001642576,0.0,0.0,0.0,4.78902e-05,0.0,0.0,0.0001642649,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.000179149,0.0,0.0,0.0,6.43e-08,2.034e-07,0.0,6.85e-08,0.0,1.16e-08,0.0,0.0,7.0558e-06,0.0,0.0,0.0
Bronzong,0.0007552138,0.0047214769,4.384e-07,0.0172342267,0.2568030309,0.02851807,0.0,0.0172342341,3.083e-07,0.0,2.24e-08,0.0,0.0172361843,0.0007552138,8e-10,0.0,0.0,0.0,0.000937531,0.0007552138,0.0,0.0,0.0,3.083e-07,2.621e-07,0.0,0.0,0.0,0.0,0.0019329925,0.0,0.0007552325,0.2299010858,0.0013959348,0.0044065091,0.0009927617,1.65e-08,1.91548e-05,0.0,7.8e-09,0.0,0.0049480246,3.3e-09,0.0,3.73229e-05,0.0,0.0,0.0,0.0002933116,0.0,8.14e-08,0.0,0.0014332577,3.73231e-05,1.9443e-06,0.0,0.0,4.3e-09,0.0,0.0046938661,0.0125016831,0.0,2.92e-08,0.0,1.60115e-05,0.0,1.34e-08,0.0044473473,0.2372942597,0.0,0.0,0.0,0.0,1.2386e-06,1.105e-07,1.59983e-05,0.0,0.0005358073,0.0014419387,0.0013373502,3.73229e-05,1.34e-08,0.0125017005,0.0043231942,0.0,0.0192313797,0.0,0.0,0.0,0.0010113351,0.0,0.0023951528,0.0124630989,0.0,0.0,0.0,0.0433731006,0.0,2.623e-07,0.0,0.0,0.0,0.0354078346,0.0032200162,0.0001505708,0.0002908666,0.0,0.0,0.0,0.237211238,0.00240016,0.0,0.0,0.0,6.27666e-05,0.0,0.0,0.0047224206,0.0174840641,0.0032395354,0.0013959348,0.0,5.0091e-06,0.0403549245,0.0,0.0207428596,0.0002908666,1.2611e-06,0.0,0.0,0.0,0.0,0.0124630989,0.0,0.2764346686,0.0,0.0235784526,0.0,0.0,0.0004127407,0.0,0.0001505708,0.0157698493,0.0041327649,1.2386e-06,0.0160791351,0.0,0.0,0.0160075621,0.0024579151,0.0,0.0
Slowpoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noivern,3.3109e-06,0.0094016691,0.0030807333,0.0410315939,1.44157e-05,0.0382984278,0.0172342341,0.0,0.0221401679,0.0,0.0030852609,0.0,0.0216296768,0.0002142831,0.0002014873,4.74939e-05,0.0,0.0,0.0010157406,5.19545e-05,4.94e-08,0.0,0.0,9.5251e-06,8.5158e-06,2.07305e-05,0.0,0.0,0.0003781165,0.0062852137,2e-10,0.0,0.0011973438,8.7052e-06,0.0,1.64994e-05,0.0006008175,2.838e-07,0.0,0.0400979273,0.0011644522,0.0,1.35e-08,0.0,0.0022376753,0.0010801101,3.25e-07,0.0,0.0242815623,0.0,8.7635e-06,0.0,6.222e-07,0.0,0.0,0.0,1e-10,3.1698e-06,0.0002156636,0.0,0.0003649093,0.0117679998,0.0027264107,0.0,9.70854e-05,4.94e-08,0.0276588258,0.0007871414,0.0410881734,0.0,0.0,0.0002243376,4.13e-08,3e-10,0.0185133915,0.0,2.6507e-06,1.122e-07,0.0170714356,0.0,2.2679e-06,0.0066644288,0.0522773673,0.0221594956,4.9156e-05,0.0011792365,0.0,0.0046162801,0.0,0.0523003767,0.0005705711,0.0042597767,0.0004273785,0.0,0.0002078343,1.9163e-06,0.0015235229,0.0,0.0019731781,0.0,4.13e-08,0.0,1e-10,0.0,0.0006689393,0.0004477639,0.0,0.0,0.0,0.0011655653,0.0240614906,0.0,0.0,0.0,1.9177e-06,9.044e-07,1.0478e-06,0.0190766185,0.0201568587,0.0560268261,0.0010861646,0.0005768999,0.0016489391,0.0,0.0005706397,0.0247413816,0.0,0.000220078,0.0,0.0,0.0,0.0,1.35e-08,0.0,0.004056581,0.0001963507,0.0735948866,1.65e-08,0.0,2.3518e-06,1.9163e-06,0.0521499163,0.0043323954,0.0117595252,0.0042487368,0.0,0.0001322107,0.0521165708,0.023474265,0.0272347009,0.0001954486,8.5158e-06
Dragonair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oricorio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2985e-06,0.0,0.0,0.0,0.0,0.0,3.306e-06,0.0,0.0,0.0,0.0,0.0,1.21e-08,3.406e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010012996,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010012996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21e-08,0.0,0.0,0.0010013063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010012996,0.0,0.0,0.0,0.0,0.0,0.0,0.0010012996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garganacl,0.1235903243,18.092378044,6.4793388416,0.0006370772,0.0435483959,19.2225578528,0.0032395354,0.0560268261,12.9241860116,0.0447071308,0.1508325914,1.065e-07,0.3177117041,0.5821284638,0.5680926132,0.001060863,1.3826e-05,0.0,15.2135452317,0.0514715999,7.212e-07,1.51486e-05,0.0038291461,0.0020921356,0.001721376,0.0008863995,3.4799e-05,0.0,0.0003813729,3.2704819904,4.1715e-06,9.27784e-05,2.6715281247,0.0581829444,0.0150066736,2.1452674009,0.0065252934,0.1422514478,0.0393743527,5.1297429322,0.0018449231,0.0025530318,0.0010746151,0.0,0.0001237526,0.0894441326,1.6906042182,1.0071e-06,6.6290141481,0.7197870317,0.1374508665,0.6544197076,0.0379852393,1.4859033815,8.07e-08,2.7e-09,0.0108457938,0.1569610643,0.000111124,0.1033797046,0.0144791558,4.422903616,0.0027344475,0.0012408824,0.0214603118,0.0,6.2486834689,7.942187363,0.023122657,0.0014290256,1.7319919284,0.0001480368,6e-10,6.37456e-05,1.5557191787,0.009122801,0.0003285895,0.9963803283,1.1817942994,0.0115937185,2.298e-07,0.0103155928,6.5829294557,4.8314383403,0.0021733414,7.9252538071,1.65992e-05,0.094134737,1e-10,10.7983827564,0.0844932213,0.9106994311,0.0442367186,0.4430810628,0.000422713,0.2341213036,0.4576469254,0.0001066832,1.719168145,0.0,2e-10,0.0,0.0011733609,0.0115850711,9.608175121,0.0069143264,2.0343e-06,2.5874e-06,0.5188878731,1.7700138625,0.5245200516,4.91848e-05,5.4593e-06,0.0230773695,4.86373856,4.19165e-05,0.0,0.3452902029,12.904434178,0.0,0.5019876905,0.1609349505,0.1561820714,1.8976e-06,0.0157979948,3.8001854934,4.268e-06,0.0368213121,0.0035854685,0.0003144216,0.0,0.0005411793,0.0011991828,0.0,6.0462768561,0.015868859,26.0906475647,0.0115937231,0.0,1.1439661467,0.0003409179,0.0744157364,0.1447155652,0.5787715207,0.0358622064,0.2072133251,0.0074361322,0.0523418433,7.3703070311,0.6292352218,0.0162073194,0.0
Garchomp,0.5801092364,13.9029363624,1.3082565897,1.0475866621,0.1654803877,21.94769021,3.083e-07,0.0221401679,0.0,0.0003082167,0.0019056092,1.0761e-06,1.4330315369,0.008971961,0.0520056338,0.0004401255,0.0118001261,5.228e-07,11.1507965529,0.0001777761,0.0529162015,0.0003695679,0.0003452365,0.0003034042,0.06212472,0.0006753216,3.0322e-06,0.0002805803,0.0022340666,1.3328102395,0.002782264,0.0096284288,2.1393615629,1.2318771083,0.4750161086,3.2386048731,0.0155407149,0.030276501,0.0,0.375870356,0.5579845087,0.0,0.1183307756,1.1492e-06,0.0011291435,0.1206330016,5.734e-07,0.0,2.1346797318,0.8579844741,0.0165150524,0.0007323393,1.24434e-05,1.3172685275,7.09475e-05,3.67905e-05,0.0001073325,0.0171522313,0.0229861461,0.0159874651,0.0032184582,2.6506218708,0.0082440002,0.0,0.0104366734,0.0,0.9158256986,1.199053462,1.0972369535,0.0008387006,0.2540972625,2.6e-09,0.0,2.3383e-06,1.7334344275,6.7974e-06,3.404e-07,1.7410888466,0.2465044184,0.282433481,0.0002663193,0.0665860151,5.8075677919,5.7648569683,0.0095123692,5.1522488727,0.00254845,0.0031745224,0.0819339382,1.0733362684,0.3547455911,1.2368158592,0.001739828,0.0632652329,0.0502592996,0.0050675648,0.5833122681,1.1e-08,0.0642175906,0.0,0.0082869815,0.0,2.5655e-06,0.2591858758,2.2415709099,0.0008478727,0.0,2.6747e-06,0.000230366,1.8212573895,4.0984676085,0.0001158826,0.0004629973,0.0479180705,0.5539854082,0.0026168777,0.000509002,0.0621110456,3.4505906454,12.9241860116,1.0101588586,0.1388354975,0.0570586179,0.0,0.0186231682,0.7031497835,0.002373476,0.0258317284,0.1636084159,0.0007337252,0.0002373957,1e-09,2.5375e-06,0.0,2.0928694196,0.1295513199,14.9831093234,4.1e-09,0.0,0.8146723968,0.9959269939,0.0769355314,0.0565197469,3.175666015,0.0121759862,1.915465518,0.0689137668,0.0902866303,2.1077276375,2.3381097141,0.3453490121,5e-10
Pincurchin,0.0,0.1597693257,7.18e-08,7.7e-09,3.34284e-05,0.0007728982,0.0,0.0,0.0003082167,0.0,0.0,0.0,0.0010081178,9.848e-07,2.861e-06,0.0007241046,1e-10,0.0,1.338e-07,0.0,2.3e-09,0.0,7.557e-07,0.0,3e-10,3.64e-08,0.0,0.0,0.0002400505,0.0960082343,0.0,0.0,0.10171033,1.6308e-06,0.0,0.0006443102,1e-10,1.06197e-05,0.0,0.044447641,0.0,0.0,3e-10,0.0,3e-10,0.0,6.16696e-05,0.0,0.0008281182,0.0,0.0,2.113e-07,0.0,1.0866e-06,0.0,0.0,9.98e-08,0.0,0.0,0.0115316345,3.0739e-06,0.0003043557,1e-10,0.0,0.0,0.0,0.1602912545,0.1988877386,0.0005913949,0.0,0.0002602808,6.59818e-05,0.0,0.0,0.0023420593,5.8e-09,1.147e-07,0.0,0.0010389727,0.1110100968,0.0,3.7031e-06,6.06785e-05,0.1419111313,1.6067e-05,1.03017e-05,0.0,0.0001881563,0.0,0.0005085691,3.34284e-05,6.79e-08,0.0,0.0,0.0,0.1017986699,7.557e-07,5.21056e-05,0.1020514163,0.0,0.0,0.0,0.0,0.0,0.0010295229,0.0,0.0,0.0,1e-10,0.0177064613,1.25024e-05,0.0,0.0,0.0002142817,1.30249e-05,1.27e-07,0.0,1.36071e-05,0.0010826615,0.0447071308,5.64591e-05,0.000260982,0.0,3.34284e-05,0.0,4.3446e-06,5.8e-09,0.0,0.0,0.0,0.0,0.0005386839,0.0,0.0,5.9e-09,0.0,0.0002493869,0.0,0.0,0.0,5.57578e-05,0.0003934253,5.21975e-05,0.0,0.0,0.0022273928,0.0003123863,0.0,0.0006625017,0.020722908,0.0,0.0
Scream Tail,5.8381e-06,0.0749249395,0.0529267588,0.0,0.000515264,0.0672173925,2.24e-08,0.0030852609,0.0019056092,0.0,0.0,0.0,0.0046971652,1.28e-08,0.004389622,2.185e-07,0.0,0.0,0.0568134978,3.5597e-06,0.0067820806,0.0003695679,2.3e-09,0.0,0.0018026089,0.0,0.0001833756,0.0001833308,2.3e-09,0.0832885894,1.425e-07,4.332e-07,0.0717558475,0.0104456299,0.0001591869,0.0073593406,0.0,0.000212143,0.0,0.0655098947,0.0252966329,0.0,0.0001833308,0.0004807339,0.0001433192,1.135e-07,9.75552e-05,0.0123946044,0.0125984515,0.1493380488,9.56949e-05,0.0,0.0,0.0,0.0,1.06e-08,7.22686e-05,0.0,0.0003695679,0.0022174951,0.0005299359,0.0432426376,0.0027264107,0.0,0.063847746,0.0001591869,0.0084958447,0.0762824867,6.74362e-05,1.06e-08,0.0001863345,4.7022e-06,0.0,0.0,0.6249117571,2.24e-08,0.0,0.0131034859,0.0129610818,0.0,4.7022e-06,4.51004e-05,0.0427538157,0.0782355893,3.76753e-05,1.390839137,1e-10,0.0763678175,0.0,0.0345841865,0.003140365,0.0248168518,1e-09,0.0002491882,0.0,0.0009598874,0.7527119585,0.0001477288,0.0014727343,0.0,2e-10,0.0,0.0052890438,0.5853461036,0.6295446207,1.28e-08,0.0,3.4e-09,0.0003875321,0.0585056074,0.0652217193,0.0,0.0,6.74362e-05,0.0029894215,0.5806783425,0.0,0.1094941301,0.0018050831,0.1508325914,0.0300992603,0.1048982179,5.8781e-06,0.0001415941,0.0199704022,0.0060840529,0.0123946044,0.0004621129,0.0030506328,0.0,0.0,0.0,0.0001833308,0.0,0.001156022,0.0,0.8959070599,0.0,0.0,0.0764468997,1.236e-07,9.7335e-05,0.0619152964,9.15e-08,6.4256e-06,0.0211005767,0.0018809088,0.0,0.7864630645,0.1517180696,0.0,6e-10
Barboach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gardevoir,1e-10,0.0004099143,3.83186e-05,0.0006973978,2.41711e-05,0.0207079476,0.0,0.0002156636,0.0229861461,0.0,0.0003695679,0.0,0.0529632032,1e-10,9e-10,2.8204e-06,2.65978e-05,1.623e-07,0.0300344958,0.0206132217,0.0,0.0003695679,0.0,5.398e-07,0.0,0.0,0.0,0.0,2.65978e-05,0.0253232559,6.199e-07,1.501e-07,0.0313376655,0.0007684949,1e-10,0.0215406522,0.0016445757,0.00010249,8.3638e-06,7.2123e-06,0.0,0.0,0.0204667083,0.0,0.0,0.0014345354,7.28e-08,0.0,1.8627e-05,0.0,4.8904e-06,0.0,1.084e-05,0.0,0.0,0.0,3.26e-08,3.4963e-05,0.0,0.0,0.0003796505,7.9028e-06,0.0,0.0,1e-10,0.0,0.0085848823,0.0004245012,0.0,0.0,0.0,0.0,0.0,5.96851e-05,0.0041244124,0.0,1.324e-07,0.0001300444,0.0082013771,2.2442e-05,1.667e-07,0.0027575068,0.0083107143,0.0008108748,2.4148e-06,0.012379517,5.02751e-05,3.39e-08,8.066e-07,0.0021991377,0.0,0.0317854791,0.0,0.0,0.0,7.27e-08,0.000195013,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0173438259,1.54e-08,0.0,0.0,0.0,0.0029136426,0.020762619,3.15666e-05,6.3e-09,0.0,0.0312064504,0.0,0.0,7.94932e-05,7.291e-07,0.000111124,0.0014368139,0.0,0.0014358357,0.0,3.69716e-05,0.0006311182,2.82e-08,1.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0003318674,0.0298841439,0.0024698586,0.0,0.0,6.3e-09,3e-10,0.0011413802,3.1051e-06,0.0007063814,0.0,7.85635e-05,0.0055439846,1.323e-07,0.0028405505,0.0206127007,1.8e-09,0.0
Appletun,0.0,0.0,0.0146430046,0.0,0.0,0.0004044351,0.0,0.0,1.0761e-06,0.0,0.0,0.0,0.0012573258,6.368e-07,4.97e-08,0.0,0.0,0.0,7.4654e-06,0.0,8.7e-09,0.0,0.0,0.0,0.0059403506,0.0,1e-10,4.3054e-06,3e-09,0.0005123011,0.0,1e-10,0.0059385886,0.0,0.0,0.0002676589,0.0,6.68e-08,0.0,6.68e-08,4.6527e-06,0.0,0.0,0.0,0.0,0.0,0.0099449179,0.0099389133,0.0157635302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,4.6414e-06,0.0,0.0,0.0084733787,0.0,0.0012573254,0.0,0.0,5.39e-08,1.0779e-06,0.0,6.368e-07,0.0,0.0149115492,0.0,0.0,0.0,0.0064509067,0.0,0.0,0.0,0.0231149683,2e-09,0.0099389133,0.0059421617,0.0,0.0,0.0,0.0011227461,0.0,3.6148e-06,3.6128e-06,0.0,1.172e-07,0.0231136986,4.1044e-06,0.0,2.9094e-06,0.0,0.0,0.0,0.0,3.473e-07,0.008993187,0.0099393207,1e-10,0.0,0.0,4.571e-07,0.0002664718,3.3342e-06,0.0,0.0,2.1e-09,0.0005122514,0.0,0.0002664719,8.7e-09,1.065e-07,3e-10,6.0042e-06,3e-09,0.0084733248,0.0,1.2642e-06,0.0,0.0,0.0,6.0042e-06,0.0,0.0,0.0,0.0,0.0011227548,0.0,6.4151e-06,0.0,0.0,0.0005122514,1.926e-06,3.3363e-06,6.68e-08,9.4e-09,0.0,0.0060793717,5e-10,0.0,0.0,3.3342e-06,0.0,0.0
Tyranitar,0.0002656993,0.5669845683,0.0530857002,3.6057e-06,0.0003866334,1.4562266367,0.0013959348,0.0010861646,1.0101588586,5.64591e-05,0.0300992603,3e-10,0.0857930791,0.0002049636,0.1256453042,0.000339359,0.0117799038,0.0,0.0150398903,3.2086e-06,0.0060374808,0.0,0.0145531102,0.0432134917,0.0,1.77e-08,0.0,5.737e-07,0.0003962994,0.2076489821,0.0024727088,1.82e-08,0.1701179286,0.4234873151,1.5323094845,0.1174349437,0.0025689114,1.81549e-05,0.0,0.1637719358,0.1079370615,0.0,1.88524e-05,0.0,1.0846e-06,0.0113647314,0.0017870737,0.0001642576,1.0196466613,0.0306462575,0.0028930245,4.6e-09,0.0020910689,0.0063567394,8.96e-08,0.0,0.0147802722,8.64562e-05,0.0014368139,0.0,2.017e-07,1.8261952502,0.0040390338,0.0,0.004879775,5.01483e-05,1.2606801435,0.3036328789,0.0001914733,1.2593e-05,0.0186362795,0.0,0.0,3.41e-07,0.3046770381,0.0056881922,0.0,9.649e-07,0.8804793997,0.0116908477,2.3452e-06,0.0014666801,2.7300573567,1.7929005547,0.0361606452,3.3899612807,0.0023189511,0.1923985752,0.0,1.3847328687,0.0,0.212262948,0.2331376292,0.0021795691,0.0008258665,0.0013596416,1.2265912157,0.0008258662,0.0020824893,0.0,0.0,0.0,2.1642e-06,3e-08,1.6412112831,9.359e-07,0.0,0.0,1.0007e-06,0.0538381579,0.4123595896,0.0,0.0274823853,0.0001887795,0.0558058701,0.000238623,0.0577847176,0.2113845172,1.0800411035,0.5019876905,0.0,0.0415775722,0.0092224652,0.0,0.0075422603,0.2868962402,2.6959e-06,0.0237456191,0.0,0.0,0.0,0.0,0.0,0.0,0.0883136091,0.0031308782,1.3313586233,0.0115937185,0.0,0.0967943684,5.58663e-05,0.0606094972,0.0764669778,0.0771671553,0.0015966924,0.006719734,0.0883586572,1.17e-08,0.3437748053,0.8382790127,4.586e-07,4.9936e-05
