,Porygon-Z,Mandibuzz,Weezing,Swoobat,Toxicroak,Volcarona,Accelgor,Raichu-Alola,Swampert,Spiritomb,Duosion,Stoutland,Liepard,Archeops,Snorlax,Uxie,Swellow,Regirock,Slurpuff,Hitmonlee,Mimikyu,Togekiss,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Rampardos,Alakazam-Mega,Bronzong,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Darmanitan,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Lapras,Bisharp,Zangoose,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Zygarde-10%,Tyranitar-Mega,Aurorus,Mantine,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Chandelure,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Igglybuff,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Beedrill-Mega,Latios,Tapu Bulu,Incineroar,Swirlix,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Suicune,Ambipom,Gyarados-Mega,Kabutops,Raikou,Salamence,Greninja,Haxorus,Absol-Mega,Glalie-Mega,Leafeon,Vivillon,Porygon2,Crawdaunt,Crobat,Sigilyph,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Poliwrath,Blissey,Araquanid-Totem,Politoed,Sceptile-Mega,Ampharos-Mega,Sylveon,Buzzwole,Garchomp-Mega,Exploud,Solosis,Pinsir-Mega,Gardevoir,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Cacturne,Amoonguss,Jolteon,Seismitoad,Tornadus,Aron,Sawsbuck,Virizion,Blacephalon,Delphox,Golduck,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Electrode,Lycanroc,Umbreon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Tangela,Ninetales,Carbink,Steelix,Dragonite,Donphan,Gyarados,Bewear,Turtonator,Vaporeon,Quilladin,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Hariyama,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Braviary,Torkoal,Venomoth,Excadrill,Slaking,Smeargle,Whimsicott,Cradily,Banette-Mega,Tentacruel,Medicham,Rotom-Frost,Salazzle-Totem,Greninja-Ash,Kricketune,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sableye,Gigalith,Abomasnow-Mega,Necrozma,Dodrio,Electivire,Volcanion,Delibird,Guzzlord,Scizor,Silvally-Ground,Metagross,Nidoking,Zapdos,Swampert-Mega,Linoone,Noivern,Shiinotic,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Primarina,Keldeo,Tyranitar,Bruxish,Typhlosion,Registeel,Empoleon,Xatu,Nihilego,Heracross-Mega,Clamperl,Froslass,Camerupt,Azelf,Trevenant,Samurott,Zoroark,Salazzle,Jynx,Shuckle,Diancie-Mega,Galvantula,Abomasnow,Mimikyu-Totem,Luxray,Clefable,Minior,Jellicent,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Marowak-Alola-Totem,Gogoat,Flygon,Starmie,Escavalier,Malamar,Dugtrio-Alola,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Magneton,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Heatmor,Articuno,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Lickilicky,Manaphy,Wishiwashi,Tsareena,Skarmory,Yanmega,Steelix-Mega,Hitmontop,Heliolisk,Pikachu,Kommo-o-Totem,Kingdra
Buneary,-5.4762e-06,-6.1864e-06,0.0,0.0,0.0,-6.08154e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.871e-07,0.0,-1.6589e-06,0.0,4.7773e-06,0.0,0.0,0.0,-8.48245e-05,0.0011780016,-3.658e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003733528,-2.5164e-06,-8.54166e-05,0.0,0.0,0.0,0.0,0.0,-9.4979e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5347e-06,0.0,-0.0002698169,-5.862e-06,0.0011808247,0.0,0.0,0.0,-9.15054e-05,5.4254e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8902e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.19666e-05,0.0,0.0,-6.136e-07,0.0,0.0,-4.5385e-06,0.0,0.0,0.0,0.0,-2.72e-07,-0.0001019947,0.0,0.0,0.0,-0.000201439,0.0,-8.227e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.50286e-05,0.0,0.0,0.0,-9.51149e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7539e-06,0.0,-1.7696e-06,0.0,-6.4367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.26534e-05,0.0,0.0,-8.983e-07,0.0,0.0,0.0002972223,0.0,-3.845e-07,-7.53398e-05,-3.108e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.3521e-06,0.0,0.0,0.0,0.0,0.0,0.0010852434,0.0,0.0,-3.656e-07,0.0,0.0,0.0011455738,0.0,0.0,0.0,0.0,-1.3363e-06,-1.2833e-06,-5.9316e-06,0.0,0.0,-3.36898e-05,0.0,0.0,0.0,0.0,0.0,0.0,-3.902e-06,0.0,-0.0004436931,0.0,0.0,0.0,0.0,-1.37411e-05,0.0,0.0,0.0,0.0,0.0,0.0001355078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001331587,4.1796e-06,-3.5889e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003089695,0.0,-1.66783e-05,-1.163e-05,0.0,0.0,0.0,4.488e-07,0.0,0.0,0.0,-2.7294e-06,0.0,-2.817e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.25131e-05,-0.0002910764,0.0,0.0,-2.628e-07,0.0,-0.0002898759,0.0,-0.000422981,-1.39073e-05,0.0,0.0,0.0,0.0,0.0,-0.0001092649,0.0,-2.246e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.98802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.2226e-06,0.0,-1.563e-07,0.0,0.0,0.0,-2.0963e-06,0.0,0.0,0.0,0.0,-8.88319e-05,-0.000378235,4.65436e-05,0.0,-1.1484e-06,0.0,-3.753e-07,-1.32969e-05,0.0,0.0,0.0,0.0,0.0,-4.514e-07,0.0,-0.0002360612,0.0,0.0,-7.229e-07,0.0,-1.858e-07,0.0,0.0
Swellow,0.0650748232,-0.0269569932,0.0044958868,-0.0009306591,-3.27726e-05,0.1449871024,0.0232099169,-0.0133522148,-0.0127261396,-0.0009877742,0.0,-0.0033792599,0.5968712984,-0.003375168,0.0024270831,-0.0328965174,0.0,-0.0013772639,0.0484907832,-0.0004758749,-0.1375346997,0.0028102457,0.0002388511,-0.108520772,-0.0184156594,-0.2766340031,0.6307623203,-0.1012662127,0.0954140138,-0.0010154247,-0.2002379533,-0.0080350342,-0.0024220447,-1.5842030677,0.0311286539,-0.3832623881,0.0002411723,-0.0012365275,0.0045788144,-0.1289060559,-0.0023895604,0.4770509495,-0.1138981002,-0.4762077914,0.0275189356,-0.0103536303,0.0529725687,-0.0657025476,-0.0265234588,0.0144818781,-0.0013048128,-0.1455391819,0.2972896566,-0.0816302891,-0.9394824925,0.0038678916,0.3645820302,-0.1019659182,-2.5327425737,-0.0015270518,-0.3078278803,0.00114776,-0.0356931703,1.5587155609,0.0082930033,-0.2158912192,-0.0017134413,-0.2868982985,0.8688635655,-0.1223473867,0.1213118822,0.0464581563,0.0023353202,0.0851766765,0.0343615203,-0.0230886034,-0.2334263275,0.2392907834,-0.0175980909,-0.1422907478,-0.004885899,-0.0165145448,-0.0070720999,-0.01386404,0.0,-0.0859867581,0.456256068,0.0679075882,-0.0143116043,-0.0021844913,-0.5159523367,-0.021679516,-0.0500110932,-0.7249292185,-0.0023740964,0.0893377959,-0.1028580536,0.0199858383,-0.1227822084,-0.0049709338,-0.0146914229,-0.0519646205,0.0639569422,0.2419492432,0.0052819051,-0.0321449234,0.3914392381,-0.6346146173,0.4000572126,0.0070342081,0.022148672,0.0035635781,0.0017638584,0.0032436808,-0.0329543649,0.0012037786,0.1287548567,-0.2304459926,0.3330881435,0.0215662947,0.0144661255,-0.4046478465,-0.5093913803,-0.2934312537,-0.0734001493,-0.0012546365,-0.038180008,-0.0014658611,-0.0117734557,0.0109280361,-0.0009173734,0.2613905499,-0.0664188792,1.5316789995,0.51162104,0.0,-0.3561169083,0.0010804476,0.0022900279,0.0097987908,-0.2645104569,-0.0029820653,-0.0015714395,0.267280499,0.3813102742,-0.1600845996,-0.006256832,-0.0069300448,-0.005164794,0.0046593782,-0.2599809938,-0.0013936192,-0.0015697091,-0.0375367801,-0.820236514,1.3499515458,-0.0177880601,-0.0564745448,-0.0009042675,-0.0096510749,-0.0160110768,-1.1246098359,0.0636581528,-0.0014182548,0.0272040868,0.0189089652,-0.0119382095,0.050289328,-0.2528104414,0.0089769476,-0.0027261544,-0.0009051533,-0.0016577896,-0.000945552,-0.1544875411,-0.0020419912,0.2261684363,0.0230131722,-0.0015193927,0.5091746175,0.0,0.3716841352,0.0470176024,-0.0017900238,-0.1511415288,-0.0529238435,-1.5335079489,-0.0009874519,0.1291823418,-0.0115627844,0.0083473447,-0.0174343236,-0.0286276125,-1.9690440475,0.0007583506,0.171726703,-0.4521684056,-0.0267564617,0.2501499497,-0.0103063757,0.1204332782,0.1821893446,-0.0013232616,-0.0018233937,-0.3705663725,-0.0008482323,0.0572898788,-0.0012489938,-0.0069527722,2.8564e-06,-0.0167069563,-0.0009325804,0.0398067484,0.0521034585,0.1139556185,0.3315331763,0.0223414822,0.020625537,0.0353388356,0.001218857,-0.001055963,-0.002280437,-0.5888206135,0.0084539773,-0.0770570182,-0.0300252596,-0.0243492384,-0.0148943804,-0.3253637434,-0.0022779321,-0.0027321757,-0.0032640978,-0.0189301818,-0.0108939893,-0.0003158819,0.0185300759,0.0032720885,0.0,-0.0008506764,-0.1146489872,-0.0030087751,0.0156853736,0.0678857927,-1.1989785168,-0.1898805933,0.017205082,0.0429750322,-0.0008277348,-0.2436577348,-0.08586096,-1.407040376,0.2573356508,-0.2322220932,-0.0234074829,-0.5227074534,-0.0064263615,-0.3877918445,-0.1151668899,0.0089923538,0.3702368888,-0.0049548601,-0.0072696995,0.0098358039,0.6972883547,0.258322866,0.0238136734,0.0015050331,-0.0011827919,-0.0470340247,-0.002264227,-0.0014938766,7.5427e-05,-0.0018712288,-0.0012562729,0.1827443454,-0.2891612002,0.361335194,-0.0033244185,-0.0295701817,-0.0003572346,-1.3103047907,-0.0020046802,-0.001211777,-0.0581654134,0.351017768,-0.1582669807,0.0494466151,-0.198406132,-0.0031541181,-0.0015125057,-0.0025828234,0.0497016078,-0.0145609199,0.0010700919,-0.0008180622,-0.002438932,-0.0090979576,-0.7495993597,0.0148160014,-0.002676719,-0.0017422796,0.381907657,0.039576317,-0.0013630669,1.0506539581,1.55625472,0.0,-0.0038865291,0.0430657715,0.0150532637,-0.0572134261,0.0,-0.0564627772,-0.7818550246,-0.001547935,-0.0627596375,-0.002033514,0.0055272226,-0.9839029339,-0.001384377,-0.0066207307,-0.0030969537,-0.003484206,0.0173878133,-0.0012069115,-0.0976731971
Eevee,-0.000984496,-0.0011286783,-4.04238e-05,0.2542043544,-0.0003741795,-0.0126035064,-0.0001397072,-0.0006915163,-0.0015524823,-4.55693e-05,0.0,-0.0001581334,-7.87624e-05,-0.0001478664,-0.0003167768,-0.0015176942,0.0007954688,0.0,-0.0006434457,-3.85446e-05,-0.0165483139,-0.0007409987,-7.5676e-05,-0.0083125448,-0.0032916988,-0.0184495211,-0.0008033738,0.0,-0.0017160727,-5.23417e-05,0.0089460353,-0.0003786657,-0.0001346079,-0.0769329934,-0.000802973,-0.0176806325,-0.0001450701,-5.82046e-05,-0.0003505415,0.0365087561,-0.000110484,0.0060361323,-0.0175837742,-0.0473348283,-0.0001928445,-0.0006337834,0.0,-0.0032791873,0.0,-0.0006394909,-0.0002424705,-0.0077546169,-0.0007316807,-0.0057665398,-0.0547472958,-0.0006497361,-0.0002925907,-0.0047042029,-0.1758407209,0.0013016983,-0.0189413147,6.10433e-05,0.0,-0.0001769702,-0.0001448787,-0.0259473618,-7.91281e-05,0.0537219928,-7.797e-05,-0.0067005857,-0.0037992369,-5.22923e-05,-0.0001723521,-0.0016098048,-0.000217634,-0.0002792244,-0.0126732454,-8.4318e-05,-0.0009070142,0.0143216123,-0.0004289923,-0.0007619564,-0.0003728943,0.0,0.0,0.0,-0.0121027072,-0.0004993032,-0.000517377,-0.0001004811,-0.0270598427,-0.0004796758,-0.0153215978,0.2171020738,-0.0001255289,-4.42526e-05,-0.0057611301,-0.0009394618,0.0046037178,-0.0005043467,-0.0009564503,-0.0024628604,-5.62945e-05,-0.0210340598,-0.0001597537,-0.0014869372,-0.0002824742,-0.0197013,-0.0001947279,-0.0001673295,-8.49188e-05,0.000199836,-0.0001069356,-0.0005178734,-0.0024297809,-0.0004332497,-9.55596e-05,-0.0114910499,-0.0003189675,0.0060009665,-0.0012288188,-0.0177192964,-0.02620925,-0.0135485433,-0.0212142945,-5.78809e-05,-0.0009623024,0.0,-0.0006005611,-0.0005222718,-0.0001075749,0.0023100475,0.0430669108,-0.0013324058,-8.33849e-05,0.0,0.0310443155,-6.10528e-05,-0.0001849422,0.0,-0.0156399131,-0.004430962,-7.61523e-05,-0.0211833756,0.0024881372,0.0,0.0,-0.000319704,-0.0002385354,-7.95926e-05,-0.0154358769,-6.43404e-05,0.0002330125,-0.0119659237,-0.0382642924,-0.0121190118,-0.0008263005,-0.0033903232,-5.63668e-05,-0.0004618253,0.0020098254,-0.0526068258,-0.0013148856,-0.0001392154,-0.000191339,-0.0006868322,-0.0005654165,0.0,-0.0198093401,-0.0003426193,0.0105639588,-6.63625e-05,0.0,0.0,-0.0062055283,-0.0006608252,-0.0053712971,-0.0001669671,0.0403421788,0.0025459823,-0.0002656425,-0.0012278444,-0.0010223842,-0.0001849834,-0.0069737912,-0.0024790805,-0.0741733938,-4.53556e-05,0.0,0.0,-9.43263e-05,0.0,0.0,-0.0896874083,-3.72217e-05,-0.0007559156,-0.0315023918,-0.0012341956,-0.0028548277,0.0,0.0,-0.0073595971,-6.67922e-05,-8.41407e-05,-0.0255760689,-6.66483e-05,-0.0014580294,-6.7814e-05,-0.0003228435,0.0,-0.0008918424,-4.39007e-05,0.0408757324,-0.0002427068,-0.0005446367,0.0019131845,0.0009057285,-8.98539e-05,-0.0006452046,-4.23992e-05,0.0,0.0,-0.0636497384,0.0,-0.0032345903,0.0,-0.0017354324,-0.0007507205,-0.01763329,-0.0001169554,-0.0001260475,-0.0001588565,-0.0008810187,-0.0005649946,-3.79383e-05,-5.8508e-05,-0.002906481,0.0,-3.92445e-05,-0.007660337,0.0,0.0,0.0081008532,-0.0588799554,-0.0124160467,-8.20299e-05,0.0,-4.17866e-05,-0.0590506751,-0.0042577156,-0.0775579277,-0.0028783513,0.0065384915,-0.0010913072,0.0,-0.0003341242,-0.0357813391,-0.0146156297,0.0,5.20094e-05,0.0,-0.0003635589,-0.0018877399,-0.0019710704,-0.0038405806,0.2542586075,-8.30895e-05,0.0,0.0,-0.0001434256,-6.89215e-05,-0.0003356205,5.70085e-05,0.0,-0.0036197622,-0.0142017676,-0.0003550107,0.0,-0.0011912106,-5.76139e-05,-0.066439125,-0.0001040814,0.0,-0.0026630336,-0.0002520003,-0.0067659059,-8.18686e-05,-0.0091931783,0.0,-6.97768e-05,-0.0001191538,-9.63259e-05,-0.0017010497,-9.39704e-05,0.0004885501,0.0,-0.0004201496,-0.036002842,-0.0004327448,-0.0001234168,0.0,0.002592858,0.0004082627,-0.0193931096,-0.078294652,-0.0027991733,0.0,-9.3129e-05,-0.0171648601,-7.76828e-05,-0.0027480405,-0.0005550186,-0.0026404227,-0.0367157582,-7.22519e-05,-0.0038584526,0.0,0.0,-0.0481748484,-6.51301e-05,0.0,0.0,-0.0002281847,0.0008019772,-4.71806e-05,-0.0047501259
Pikachu-Sinnoh,-0.000240954,0.0,0.0,0.0,-7.95363e-05,0.0,0.0,0.0,-0.0003299962,0.0,0.0,0.0,0.0,0.0,-7.30681e-05,0.0,0.0,0.0,0.0,-8.1931e-06,-0.0037322768,0.0,0.0,0.0,0.0,-0.0039564902,0.0,0.0,-0.0003648651,0.0,0.0,0.0,0.0,-0.0164275248,0.0,0.0,0.0,0.0,0.0,-0.0024297642,0.0,0.0,0.0,0.0,0.0,-0.0001347172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012296033,-0.0118719439,-0.0002182111,0.0,0.0,-0.037377311,0.0,0.0,0.0,0.0,-4.06877e-05,-3.0797e-05,-0.00551538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00034342,0.0,0.0,-0.002726007,0.0,0.0,0.0,0.0,0.0,-8.31706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005265283,-0.0032353215,-0.0079115661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1966e-05,-0.0044877654,0.0,-0.0003160634,-0.0002566955,0.0,0.0,0.0,-1.80506e-05,0.0,0.0,0.0,-0.0005164752,0.0,0.0,0.0,-6.78038e-05,-4.3967e-05,0.0,-0.0041976481,0.0,0.0,-0.0045112955,0.0,0.0,0.0,0.0,-0.0001652124,-2.28655e-05,-7.78637e-05,0.0774359219,-0.0002832167,0.0,0.0,0.0,0.0,-3.95056e-05,0.0,-0.003325999,-0.0009602319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033149497,0.0,0.0,0.0,-0.0081334728,0.0,0.0,0.0,0.0,0.0,0.0,-0.0111739464,0.0,-2.95917e-05,-4.06711e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001404651,0.0,0.0,0.0,-3.38584e-05,0.0,-0.0002609199,0.0,0.0,0.0,0.0,-0.0157665728,0.0,0.0,0.0,-2.005e-05,0.0,0.0,0.0,0.0782203092,0.0,0.0,-0.0002624392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.86237e-05,0.0,0.0,0.0,0.0,0.0,-0.000157913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013594659,0.0,0.0,0.0,0.0,0.0,-0.0037902774,0.0,0.0,0.0,0.0,0.0,0.0,-1.24359e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0127923831,0.0,0.0,-1.15641e-05,0.0,-0.0127395622,0.0772883779,-0.0185961859,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048076563,0.0,-9.8823e-06,0.0,-7.72782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.1341e-05,0.0,0.0,-0.0008235924,-0.0030747291,-7.59156e-05,0.0,-0.0003299569,-1.24567e-05,0.0,0.0,0.0,0.0,0.0,-0.0015634841,0.0,0.0,0.0,-1.48318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.2236e-05,0.0,0.0,0.0,0.0,0.0,-0.0166423422,0.0,0.0,0.0,-0.0036485693,0.0,-0.0005850628,0.0,0.0,0.0,0.0,-0.0008201542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliwrath,0.007662003,-0.0083348392,-0.000296184,-0.0003186761,0.1013306111,-0.0658192277,-0.0010234138,-0.0042531352,-0.0113744892,-0.0003335434,0.0,0.0,-0.0004758944,-0.0011508372,0.0185392756,-0.0111179157,-0.0012403774,-0.0004654742,-0.0046610911,0.0018772855,-0.122149201,-0.0061249432,0.0016520042,-0.0607885343,-0.0106657406,-0.0969915912,-0.0060019023,-0.0361969794,-0.0092453707,0.0022017698,-0.0675238862,-0.0026548749,-0.0009863908,-0.2306643438,-0.0061702383,-0.1132016335,-0.0010609326,-0.0004265528,0.0033426473,-0.0808588177,-0.0008096825,-0.0136072881,-0.1117997256,-0.2937371493,0.0011338106,-0.004637463,-0.0002450646,-0.0021902062,-0.0074657532,-0.003777206,-0.0019610964,-0.05659624,0.0488467862,0.3703148932,-0.4092071764,0.0133606132,-0.0021158251,-0.0299414135,-0.6725897238,-0.0005033728,-0.1364972773,-0.0002756894,-0.0135649565,0.5305411277,-0.0010538423,-0.1702194098,0.0,-0.1008546837,-0.0005668176,-0.0474182215,-0.0278378733,-0.0003832241,-0.0012834488,-0.0112395465,-0.0014468121,-0.0088263315,-0.082607739,0.0012888379,-0.0127356665,-0.0473919301,0.0201352414,-0.0044825038,0.0036451633,0.2737893567,0.0,-0.0430033296,-0.0811970389,-0.0036591445,0.0673055119,-0.0007374366,-0.1951983131,-0.005908475,-0.052686073,-0.244645994,-0.0008334131,-0.0003243053,0.453538227,-0.0065643194,-0.0445559898,-0.002998548,-0.0066878842,-0.018024603,0.0021770726,-0.1544730348,0.0129293599,-0.0108940232,-0.0085378732,-0.3047776294,-0.0014270642,-0.0012353166,-0.0006198612,-0.0004751961,-0.0007813437,0.0009533862,-0.0177740478,-0.0022080787,-0.0006459242,-0.0837446723,0.0482188883,-0.0015087518,-0.0073043633,-0.0291373901,-0.1926616812,-0.0992901515,-0.1267803603,0.0,-0.0058311692,0.0,0.1860924255,-0.0051880045,0.0511338384,-0.0019837107,-0.0065435385,-0.0097640554,-0.0006109098,0.0,-0.1252134378,-0.000452715,-0.0006638864,-0.0003844392,-0.0722548529,0.3017286871,-0.0005580508,-0.1552394362,0.0055785092,-0.0326635771,-0.0021158989,-0.002342348,-0.0017481104,-0.0005832747,-0.088348072,-0.000186052,-0.0005309211,-0.0588549009,0.3164601839,1.1550665462,-0.0043538197,-0.0248292136,0.005476338,0.0028143033,-0.004832966,-0.3097082119,-0.0086600825,-0.0010150096,-0.0006575833,0.0024917437,-0.0040089649,0.5504076064,-0.1401012112,-0.0005664663,-0.0009315591,-6.15007e-05,0.0,-0.0004055206,-0.0481267628,-0.0040032323,-0.0202468351,-0.0012401084,-0.0005136814,-0.0020264804,0.0,-0.0083445154,-0.0074920375,-0.001356464,-0.050765696,-0.0181678473,-0.4924927468,-0.0002730359,0.0,-0.0043507296,-0.0006912279,-0.0058767589,-0.01696335,-0.6730508807,-0.0009327222,-0.0055390728,-0.2293232177,-0.0047694939,-0.0208590913,-0.003607167,-0.0032943102,-0.054521488,-0.0004888745,0.0254604834,-0.2245813363,0.0024978259,-0.0106835326,-0.0004969869,-0.0023310986,-0.0006890396,-0.0065358375,-0.000318091,-0.1942744487,-0.0021470713,-0.0054197738,-0.0027324505,-0.0009435417,0.0088485586,0.0034541377,-0.0003107229,-0.0003649069,-0.0008099746,-0.0583170607,-0.0003885382,-0.0257804412,0.5775653224,-0.0122834476,0.016079138,-0.1311735965,-0.0008571078,0.0247480459,-0.0011641805,-0.0061730114,-0.0041401977,-0.00027764,-0.0003673183,-0.0213037883,-0.0005527156,-0.0002464989,-0.0540756525,0.0051194514,-0.0034136961,0.3493877789,-0.4408918285,0.1147169699,-0.0006143694,-0.0001084759,0.004820967,-0.4386467906,-0.0329104489,-0.4986334342,-0.0210967626,-0.0989134984,-0.0067942514,0.6186261451,-0.0024482252,-0.261726286,-0.1542312428,-0.0006267977,0.0024641632,-0.0016752814,-0.0017789241,-0.0138235405,-0.0136676566,0.4896476501,-0.0003716875,-0.0006089215,0.0001942113,-0.0159689493,-0.0010510945,-0.0005044104,-0.0009209858,-0.0009589642,0.0073661023,-0.0283952204,-0.1056188404,0.5209578726,-0.0011498959,-0.0122358282,-8.20834e-05,-0.4802638857,-0.0004390076,-0.000409275,-0.0152062268,-0.0016237209,-0.0538956234,0.0074540822,-0.0673734626,-0.0010503617,-0.0005113598,-0.0008732206,-0.0001606207,-0.0111334788,-0.0004092746,-0.0003440514,-0.0007880477,-0.0030790687,-0.2629400834,-0.0022344322,-0.0009033033,-3.03783e-05,-0.0003411217,-0.0012897807,-0.1251101956,-0.0035423629,0.0762649103,-0.0003452977,-0.0017409368,-0.1257927173,-0.0005685233,-0.0199923494,-0.0040674711,-0.0186788436,-0.2760376245,0.5230457042,0.0354899153,-0.0006874442,-0.0009018233,0.0283747237,-0.0004773058,-0.0028950949,0.0010840603,-0.0016722523,0.0193322801,-0.0004080426,0.0991126019
