,Abomasnow,Aipom,Alcremie,Alomomola,Altaria,Ambipom,Amoonguss,Ampharos,Appletun,Applin,Araquanid,Arbok,Arboliva,Arcanine,Arcanine-Hisui,Archaludon,Arctibax,Ariados,Armarouge,Arrokuda,Articuno,Articuno-Galar,Avalugg,Avalugg-Hisui,Axew,Azelf,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculegion,Basculegion-F,Basculin,Bastiodon,Bayleef,Beartic,Beldum,Bellibolt,Bellossom,Bellsprout,Bergmite,Bisharp,Blastoise,Blaziken,Blissey,Blitzle,Bombirdier,Bonsly,Bounsweet,Braixen,Brambleghast,Bramblin,Braviary,Braviary-Hisui,Breloom,Brionne,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Bulbasaur,Cacnea,Cacturne,Calyrex,Camerupt,Capsakid,Carbink,Carkol,Ceruledge,Cetitan,Cetoddle,Chandelure,Chansey,Charcadet,Charizard,Charjabug,Charmander,Charmeleon,Chesnaught,Chikorita,Chimchar,Chimecho,Chinchou,Chingling,Cinccino,Cinderace,Clauncher,Clawitzer,Clefable,Clefairy,Cleffa,Clodsire,Cloyster,Coalossal,Cobalion,Combee,Combusken,Comfey,Conkeldurr,Copperajah,Corphish,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Crabominable,Crabrawler,Cramorant,Cranidos,Crawdaunt,Cresselia,Croagunk,Crocalor,Croconaw,Cryogonal,Cubchoo,Cufant,Cutiefly,Cyclizar,Cyndaquil,Dachsbun,Darkrai,Dartrix,Decidueye,Decidueye-Hisui,Dedenne,Deerling,Deino,Delibird,Delphox,Deoxys-Defense,Deoxys-Speed,Dewgong,Dewott,Dewpider,Diancie,Diglett,Diglett-Alola,Dipplin,Ditto,Dodrio,Doduo,Dolliv,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drilbur,Drizzile,Drowzee,Ducklett,Dudunsparce,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Dusclops,Dusknoir,Duskull,Eelektrik,Eelektross,Eevee,Eiscue,Ekans,Electabuzz,Electivire,Electrode,Electrode-Hisui,Elekid,Emboar,Empoleon,Enamorus,Enamorus-Therian,Entei,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Falinks,Farigiraf,Feebas,Fennekin,Feraligatr,Fezandipiti,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Flygon,Fomantis,Foongus,Forretress,Fraxure,Frigibax,Froakie,Frogadier,Froslass,Frosmoth,Fuecoco,Furret,Gabite,Gallade,Galvantula,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Geodude,Geodude-Alola,Gholdengo,Gible,Gimmighoul,Gimmighoul-Roaming,Girafarig,Glaceon,Glalie,Glastrier,Gligar,Glimmet,Glimmora,Gliscor,Gloom,Gogoat,Golduck,Golem,Golem-Alola,Golett,Golurk,Goodra,Goodra-Hisui,Goomy,Gothita,Gothitelle,Gothorita,Gouging Fire,Grafaiai,Granbull,Graveler,Graveler-Alola,Great Tusk,Greavard,Greedent,Greninja,Grimer,Grimer-Alola,Grimmsnarl,Grookey,Grotle,Grovyle,Growlithe,Growlithe-Hisui,Grumpig,Gulpin,Gumshoos,Gurdurr,Gyarados,Hakamo-o,Happiny,Hariyama,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatran,Heracross,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honchkrow,Hoopa,Hoopa-Unbound,Hoothoot,Hoppip,Horsea,Houndoom,Houndour,Houndstone,Hydrapple,Hydreigon,Hypno,Igglybuff,Illumise,Impidimp,Incineroar,Indeedee,Indeedee-F,Infernape,Inkay,Inteleon,Iron Boulder,Iron Crown,Iron Hands,Iron Jugulis,Iron Leaves,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Ivysaur,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Keldeo,Kilowattrel,Kingambit,Kingdra,Kirlia,Klawf,Kleavor,Klefki,Koffing,Komala,Kommo-o,Kricketot,Kricketune,Krokorok,Krookodile,Kubfu,Kyurem,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latios,Leafeon,Leavanny,Lechonk,Lilligant,Lilligant-Hisui,Litleo,Litten,Litwick,Lokix,Lombre,Lotad,Lucario,Ludicolo,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Mankey,Mareanie,Mareep,Marill,Marshtomp,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meganium,Meloetta,Meowscarada,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Metagross,Metang,Mew,Mienfoo,Mienshao,Mightyena,Milcery,Milotic,Mimikyu,Minccino,Minior,Minun,Misdreavus,Mismagius,Moltres,Moltres-Galar,Monferno,Morgrem,Morpeko,Mudbray,Mudkip,Mudsdale,Muk,Muk-Alola,Munchlax,Munkidori,Murkrow,Nacli,Naclstack,Necrozma,Ninetales,Ninetales-Alola,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Nymble,Oddish,Ogerpon,Ogerpon-Cornerstone,Ogerpon-Wellspring,Oinkologne,Oinkologne-F,Okidogi,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Oshawott,Overqwil,Pachirisu,Palossand,Passimian,Pawmi,Pawmo,Pawmot,Pawniard,Pecharunt,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phanpy,Phantump,Phione,Pichu,Pignite,Pikachu,Pikipek,Piloswine,Pincurchin,Pineco,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Poltchageist,Polteageist,Poochyena,Popplio,Porygon,Porygon-Z,Porygon2,Primarina,Primeape,Prinplup,Probopass,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Quilava,Quilladin,Qwilfish,Qwilfish-Hisui,Raboot,Rabsca,Raging Bolt,Raichu,Raichu-Alola,Raikou,Ralts,Rampardos,Regice,Regidrago,Regigigas,Regirock,Registeel,Rellor,Reuniclus,Revavroom,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Roaring Moon,Rockruff,Rolycoly,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Sableye,Salamence,Salandit,Salazzle,Samurott,Samurott-Hisui,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandy Shocks,Sandygast,Sawsbuck,Scatterbug,Sceptile,Scizor,Scorbunny,Scovillain,Scrafty,Scraggy,Scream Tail,Scyther,Seadra,Seedot,Seel,Sentret,Serperior,Servine,Seviper,Sewaddle,Shaymin,Shelgon,Shellder,Shellos,Shieldon,Shiftry,Shinx,Shroodle,Shroomish,Shuppet,Silicobra,Sinistcha,Sinistea,Skarmory,Skeledirge,Skiddo,Skiploom,Skrelp,Skuntank,Skwovet,Slaking,Sliggoo,Sliggoo-Hisui,Slither Wing,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slugma,Smeargle,Smoliv,Sneasel,Sneasel-Hisui,Snivy,Snom,Snorlax,Snorunt,Snover,Snubbull,Sobble,Solosis,Spewpa,Spidops,Spinarak,Spiritomb,Spoink,Sprigatito,Squawkabilly,Squirtle,Stantler,Staraptor,Staravia,Starly,Steenee,Stonjourner,Stunky,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swampert,Swanna,Swinub,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Tauros-Paldea-Combat,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Thundurus,Thundurus-Therian,Thwackey,Timburr,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torracat,Torterra,Totodile,Toucannon,Toxapex,Toxel,Toxicroak,Toxtricity,Trapinch,Treecko,Trevenant,Tropius,Trumbeak,Tsareena,Turtwig,Tynamo,Typhlosion,Typhlosion-Hisui,Tyranitar,Tyrogue,Umbreon,Ursaluna,Ursaring,Uxie,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Venusaur,Vespiquen,Vibrava,Victreebel,Vigoroth,Vikavolt,Vileplume,Virizion,Vivillon,Volbeat,Volcanion,Volcarona,Voltorb,Voltorb-Hisui,Vullaby,Vulpix,Vulpix-Alola,Walking Wake,Wartortle,Wattrel,Weavile,Weepinbell,Weezing,Weezing-Galar,Whimsicott,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Wyrdeer,Yanma,Yanmega,Yungoos,Zamazenta,Zangoose,Zapdos,Zapdos-Galar,Zarude,Zebstrika,Zoroark,Zoroark-Hisui,Zorua,Zorua-Hisui,Zweilous,empty
Abomasnow,0.0,0.0,0.0,5.718410189814449e-10,0.0,5.8354987508835165e-12,2.446284072366023e-06,0.0,0.0,0.0,3.4781237734371473e-07,0.0,0.0,0.0,5.262386250093343e-07,0.00044224660860275877,0.0,0.0,0.004188206849271459,0.0,0.0,0.0,0.0005075236715054721,0.0,0.0,8.632550230203151e-11,2.4794277742046233e-10,0.0,0.0,0.0,0.0,4.739253933738752e-09,0.0,0.0,0.0,5.339211922417153e-06,0.0,6.792701555152769e-05,0.0,2.822595435897357e-05,0.0,0.0,0.0,0.0,1.7748789903626605e-05,0.0017699616913506855,5.567257165273176e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001278882560896144,0.0,8.770275450320497e-09,0.0,2.417053853176476e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007902696166262768,0.0,0.0,5.684498429192608e-07,6.095377708126293e-07,0.0,0.00028342271535086727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016934782113608993,0.012255087703963996,0.0,0.0,0.0006181297739955571,0.0,0.0,0.0005018514192643986,0.11298373111938664,0.0,2.417053853176476e-07,0.0,0.0,0.11733433285270967,2.9612872147199987e-06,0.0,0.0,0.0011637264513164047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014818357849806008,0.0005464650695422568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10112950408412136,0.0,0.0,0.008676830452876094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2789398262658125e-08,2.7769276229161477e-05,0.0003407850875097318,0.0,0.0,0.0,0.0,0.0,0.0,0.010774405705302748,0.0,0.0,0.0,0.0010317407068613504,3.964333202932657e-06,0.0,3.4616874955928356e-05,0.0,0.6361949852628279,0.0,0.0,4.768480110772799e-09,0.0,5.414425241490051e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.982947636264726e-12,0.0,0.00021007588827243184,0.0,0.0,0.0,0.0,0.0001588885288544839,0.0,0.0,0.004202166374553562,0.0,0.0062689866435675645,0.0,0.0,2.6675111286511566e-08,0.00018364937201126308,0.0,1.4758393335201347e-07,0.00037510063049600584,0.0,0.006904030793535132,0.0,0.0,3.353988005772024e-06,0.0,0.0,0.0,0.0,0.0012068078339066424,5.8354987508835165e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018970035973269739,0.0,0.0,1.3398726572688702e-12,0.0,0.0,0.0,0.0,0.0,0.010099764587314874,0.0,0.0,0.0,4.618247942461684e-05,0.014883455144817204,0.0014885608641156955,4.1771537074797305e-05,1.7432745746948086e-08,0.0,4.996003610813204e-16,1.2770813458184982e-05,0.0,0.0,0.00030570306498844957,0.0,0.0,0.0,0.0,0.0032275655818095883,0.0,0.0,0.0,0.0,0.007093088061027153,0.003212686214425664,0.0,0.0,0.0,0.0,0.0,0.0,1.1108120478997563e-08,0.0,5.0056967793032925e-08,0.0,0.0,0.0,0.0,0.09753789121621531,0.0,0.0,0.0,0.0,0.00033290499735660894,0.0,0.0,0.0010029235123227842,0.0,0.0,1.178607211826943e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7444766631180553e-05,0.0,0.0,9.114919991004555e-08,0.0,0.7272020655902607,0.0,0.0,8.68640770423923e-09,1.3169417723002397e-07,0.629877214143943,0.0,0.0,8.514529118203162e-05,0.0,7.978062654956375e-12,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.184135513511492e-06,0.0070601668338229895,0.0,0.0,0.0,0.0,0.0005459661182078412,0.0005464068888550444,0.0,1.6380835397289406e-05,0.0,0.0,8.323975372648285e-06,4.361243821637828e-08,0.002318353154762365,1.3877787807814457e-15,1.3566618157767607e-06,5.384581669432009e-14,5.384581669432009e-14,3.02912542826661e-08,0.6350888607897289,0.0,0.0,0.0,8.175199188165116e-07,0.0,0.0,1.0323480294782694e-05,0.0012636783135759888,0.1463530650576509,1.1785517006757118e-11,0.0,0.0,2.139254701161164e-08,0.0,0.0,0.0,0.01526301544917863,0.0,0.0,0.0,0.0,0.0,0.010370911055711418,0.0,4.780057012809813e-05,0.0,0.0002556215544524676,0.0,0.0,0.054950944614636954,0.03868444624919104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005513590635379706,0.0,0.0,1.7043827967633263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.251481474007221e-09,0.0,0.0,0.0013895885114753592,0.0,0.0,7.931284091344803e-05,0.0005429773584743613,8.981058269852404e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.8318679906315083e-15,0.1507813127758526,1.4765966227514582e-14,0.0,4.241055562292928e-09,0.0,6.103881880215045e-06,0.0,0.0,0.0,0.0,0.0,0.0001915556337324098,0.0,3.4308644119018794e-06,0.0,1.0348497392342892e-08,0.0,0.0,4.599527691162564e-06,0.0018969659393044958,0.0,0.001553518792372699,0.0,0.0,0.0,2.5549562465698727e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.088729177677887e-06,0.0,0.0,0.0,0.0,0.0,1.6653345369377348e-16,1.777594056184828e-05,0.1599705750457443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.096056221256859e-06,0.0,0.0,1.1529301402468661e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001678964014754647,0.0,1.9210824639903645e-05,2.058132991161754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024880553012762707,0.0,0.0,0.0,0.0,0.0,0.0,0.00037525883707206775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531394676563714e-05,7.461469808678345e-08,6.608335076374594e-07,8.884538750808524e-07,0.0,0.0,0.0,0.0,0.0,3.7223601747626844e-05,4.3358624801648205e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03867996576738553,0.0,0.0,0.0,0.0,0.00011223362409551463,0.0,2.9254376698872875e-14,0.0,0.0,0.0,0.0,4.770593142744417e-09,0.0,0.0,0.0,0.00029459134511511387,4.501212180763048e-10,0.0008397250053845395,0.0,0.0069035715750931925,0.0,0.0,0.0,0.0,0.0,0.0,6.596239344180965e-07,0.0,2.453341963470912e-07,0.0,0.0,0.0,0.0009923413507145762,0.0,5.403415138605094e-06,0.0,1.648121636727007e-05,0.0,0.0,0.0,0.0,0.0,0.008574304792902498,2.3474384658328518e-09,0.0,0.0,0.0,0.0,2.2055605508608522e-08,0.0,0.0,5.203055649660726e-07,0.0,0.0,1.167173857563597e-09,0.0,0.0,0.0,0.0,0.09829052522734727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002789209878643062,0.0,0.0,0.0,0.0,0.0,5.203055686298086e-07,0.0,0.00033649698338072964,0.0019529597548802458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02338063379915e-07,3.354835135027656e-05,0.005478024680782068,0.013606886670802232,0.007017702098761236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006353265866736513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9351187319216478e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0007818619507546365,0.0,0.0,0.0,0.0,0.0002946705145550066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.384581669432009e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0009686751599402021,0.0,0.0035249194039815857,0.0,0.0,0.0,0.0,0.00028203091042899864,0.0,0.0,0.0,8.607287080297787e-07,0.0,0.0,0.002470442876350065,0.0,0.0,5.6649038109535255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.868689922916559e-09,3.740031833243673e-05,0.0,5.384581669432009e-14,7.612861526201664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006632186462986189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11727238712865301,0.016851661341243107,0.0,0.0,0.0,0.0,0.0,0.4790520664927244,0.0,0.0,3.406078418904945e-05,0.0,0.0,0.006511751884785422,9.145693091738849e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054780246811722555,0.0,0.0055135063927723715,0.0,2.3314683517128287e-14,8.748674146241697e-08,1.506590819266851e-06,0.0,0.0,6.282314429401081e-05,0.0,0.0,0.0,0.0
Aipom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
