,Porygon-Z,Mandibuzz,Weezing,Swoobat,Toxicroak,Volcarona,Accelgor,Raichu-Alola,Swampert,Corsola,Buneary,Spiritomb,Eelektross,Archeops,Snorlax,Uxie,Swellow,Ambipom,Hitmonlee,Dusknoir,Gorebyss,Mimikyu,Poliwrath,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Kecleon,Xurkitree,Rhyperior,Alakazam-Mega,Bronzong,Emboar,Chansey,Dhelmise,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Sableye,Landorus-Therian,Bisharp,Crustle,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Heliolisk,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Starly,Magnezone,Volcanion,Beedrill-Mega,Latios,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Huntail,Klefki,Togekiss,Gyarados-Mega,Claydol,Slurpuff,Salamence,Greninja,Slaking,Haxorus,Doduo,Rotom,Glalie-Mega,Leafeon,Vivillon,Porygon2,Crawdaunt,Crobat,Guzzlord,Mamoswine,Goodra,Druddigon,Rotom-Heat,Mew,Rattata,Celesteela,Hippowdon,Kyurem-Black,Taillow,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Buzzwole,Garchomp-Mega,Exploud,Shiinotic,Pinsir-Mega,Gardevoir,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Stakataka,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Lanturn,Blacephalon,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Lurantis,Umbreon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Blastoise,Dewgong,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Tyrantrum,Sceptile,Moltres,Terrakion,Magearna,Hariyama,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Stunfisk,Alomomola,Rotom-Mow,Hawlucha,Sandslash-Alola,Cloyster,Roserade,Drapion,Torkoal,Venomoth,Excadrill,Victreebel,Smeargle,Whimsicott,Cradily,Banette-Mega,Tentacruel,Medicham,Abomasnow-Mega,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Chimecho,Sceptile-Mega,Typhlosion,Primarina,Necrozma,Electivire,Suicune,Scizor,Silvally-Ground,Metagross,Nidoking,Zapdos,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Gourgeist-Small,Lycanroc-Midnight,Noivern,Registeel,Trevenant,Empoleon,Xatu,Nihilego,Heracross-Mega,Froslass,Charizard,Sylveon,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Jynx,Shuckle,Tropius,Muk-Alola,Galvantula,Tsareena,Mimikyu-Totem,Absol-Mega,Bunnelby,Clefable,Minior,Jellicent,Shiftry,Qwilfish,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Clawitzer,Vanilluxe,Flygon,Starmie,Malamar,Torterra,Entei,Tangrowth,Lycanroc-Dusk,Regice,Magneton,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Mesprit,Vileplume,Articuno,Jirachi,Mareanie,Dusclops,Hydreigon,Hoopa,Golisopod,Shedinja,Manaphy,Zeraora,Skarmory,Yanmega,Steelix-Mega,Kingdra
Swellow,-0.0005114675,0.0308878574,-0.00184584,-0.0022614766,-0.0105254648,-0.3068429726,-0.0374265994,-0.0050764091,-0.0279184339,-0.0054142217,-0.002904468,-0.0036887298,-3.21339e-05,-0.0026596867,-0.0659675386,-0.040861338,0.0,0.0040819091,-0.0114020471,-0.0021180717,-0.0111069352,-0.2092196248,-0.012856108,-0.0075213329,-0.6110981953,-0.0603411341,-0.7623561238,-0.0154846805,-0.1874348084,0.0006167622,-0.0415202389,-0.0198014664,-0.3000609056,-0.0005006395,-0.0030070451,-2.5575068891,-0.0013520361,-0.0287619203,-0.8247465444,-0.0028481148,0.0013865609,0.9850173823,-0.0349267807,-1.8788621071,-0.0138934191,-1.7071044833,-0.0350086977,0.0151725918,-0.004269999,-0.1121841791,-0.0008546373,-0.0701122618,0.2985772856,-0.0438680609,-0.1947783974,-2.8104449071,0.2985108611,0.0036019931,-0.0795484329,-0.0016608078,-5.2379178227,-0.5369291763,-0.0074310758,-0.0400407628,-0.0016853643,-0.0090182191,-0.6862191361,-0.0022409381,0.2064067952,-0.0030217041,-0.1445157454,-0.0163690832,0.0122416445,-0.0338995894,0.9883355186,-0.0031711849,-0.0384078974,1.5872670915,0.0653645142,-0.1157928306,-1.2162845716,-0.0020384745,-0.0041792114,0.0107165097,-0.012843933,-0.2404047929,-0.6025299854,-0.02637922,-0.0960158744,-0.0029038523,7.4064162771,-0.020496971,-0.0012984976,-0.1389335771,-1.7344001963,0.0887137819,-0.0202948951,0.2115934816,0.0038783943,-0.1963362444,0.0652785406,-0.0037074734,-0.0138278432,0.0868050243,-0.5889638719,-0.0018981952,0.0381845994,-0.0028822037,-1.2141593283,-0.0051273721,0.0033578856,-0.002912922,0.0,-0.0331891865,-0.0018424486,0.0064339525,-0.0460567868,-0.1576942446,-0.0239732577,-0.003987388,-0.043799044,-0.007376394,-0.0519993032,-0.0189265204,-0.3457292298,-0.0041064626,-1.1970579257,-1.0389471248,0.3055429356,-0.003434613,-0.0585347045,-0.0090059935,0.0247521541,-0.0247919045,-0.005254761,-0.1709101808,-0.0612277398,2.0906848326,-0.0063408572,-0.6763288823,-0.0005487095,0.0012224534,-0.0039812822,-0.4913780207,-0.4977203345,-0.0054159692,-0.0796511668,0.0195912656,0.4726517533,-0.0032368987,0.0287812388,-0.0027064764,-0.547497963,0.0589264648,-0.4763121601,-0.9726331958,-0.6514846336,-0.0852781807,-0.0956420823,0.053576117,0.0251636905,-0.0018826736,-0.0158802736,-1.4844560796,-0.0677412467,-0.0044740573,0.0559729231,0.030111432,-0.0253369725,-0.0034791286,-0.0057151998,-0.2997281815,-0.001799017,0.0222984564,-0.0100964732,-0.0696970141,-0.0443094933,-0.107287322,-0.0023251058,-0.0232618331,-0.0064568603,0.4820932806,0.1039791987,-0.3869588689,1.9875353788,-2.6398574938,0.0111448686,-0.0021490945,-0.0815148205,0.0007510616,-0.0967216979,-0.1631553259,-0.5532210701,-0.0073837899,-0.0547697192,-0.3702170707,-0.0397491096,0.0309222836,0.0036912681,-0.0029566879,-0.0018208825,-0.1100202389,-0.0031405513,-0.9327177444,-0.0030951136,-0.0756134558,-0.0066070983,-0.0033550156,-0.0514710899,-0.0051121434,-0.2434311638,-0.0066429878,0.0236302571,-0.0190522198,-0.0004728063,0.0015533172,-0.0627165166,-0.0028692806,-0.002870905,-2.4652431467,-0.1587669095,-0.1367206299,-0.0810832626,-0.0077300943,-0.859237328,8.0303105555,0.0,-0.0284933638,-0.0134574582,0.0258486945,-0.0630379385,-0.0019998053,-0.4001426033,-0.1391362035,-0.0076616155,-0.000351185,0.1031734679,-3.0260867924,-0.8237456068,-0.0121994652,0.0044993555,-1.6289755579,-0.1615041742,-1.9765338362,-0.0710868698,-0.3055983099,-0.8534877091,-1.7054053397,-0.013825916,-1.2097729665,7.3055987651,0.0,8.31624e-05,0.0073562486,-0.0024393064,-0.0016190095,-0.0178807846,0.0979091888,-0.0444097542,-0.176561528,0.1903333917,-0.0061251646,-0.0046647189,-0.0418593454,0.0004138073,0.0218971173,-0.0400811734,-0.0408474173,-0.0033007214,-0.0349822409,0.0004167235,-0.2877434912,0.0088415554,0.0266878158,-0.0110275973,0.0642074762,-0.0029038559,5.6466947221,-0.001871171,-0.0019754443,-0.0032633566,0.0,-0.0165792712,-0.2218257243,-0.0039149979,7.8698078706,-0.0103508118,-0.0186770579,-0.0020582795,-0.0461711163,-0.0958690243,0.0140400952,-0.002055066,-0.0227655948,-0.9259991893,-0.0157705076,0.1110352246,-0.0016754553,-0.0146647876,-0.0019285729,-0.8309834291,-1.8899426995,0.1624586809,-0.0019413644,-0.0070864001,-0.0028802776,-0.1168549285,0.0,-0.0017064623,-0.2687495081,0.0891080804,-0.012055437,-0.3536808114,-0.3720261749,-0.0487151815,-1.1854888989,0.0065894321,-0.012189338,-0.3603836055
Eevee,-0.0008560622,-0.0002824586,-1.85999e-05,-2.21881e-05,-0.0001770865,-0.0077102183,0.0,0.0003179534,-0.0003618523,0.0,-2.84954e-05,0.0,0.0,0.0,0.012010522,-0.0003750623,-0.0001284578,-1.87116e-05,-0.000111866,-1.25013e-05,-0.0001095566,0.003068604,-0.0001261297,8.98768e-05,-0.0001218701,-0.0007105736,-0.0121508309,-0.0009954536,-0.0018391022,-4.76615e-05,-0.0003899322,-0.0002083745,-0.0076666318,0.0005778312,-2.94948e-05,-0.0250681803,0.0,-0.0004681156,-0.0080947843,-2.79435e-05,-0.0001250201,-0.0107362767,-0.0010878524,-0.0188480475,-0.0001383361,-0.0175095073,-0.000366147,-7.73445e-05,-4.18925e-05,-0.0011070563,-4.55081e-05,-0.0007751736,-0.0021764172,0.0,0.062152965,-0.0301521347,-0.0004944346,-0.0001128231,-0.0006617086,-3.00012e-05,-0.0628090992,-0.0052226735,0.0,-0.0006520034,-5.73025e-05,0.0640464591,-0.0069305019,-2.19217e-05,-0.0034447212,-2.96456e-05,-0.0014175826,-0.0002614348,-1.22887e-05,0.000190109,-0.0005887497,-3.11135e-05,-0.0004523164,-0.0054074288,-0.0002618287,-0.0024155703,-0.0119500052,-2.47827e-05,-6.53925e-05,0.0031211468,3.86513e-05,-0.0028245239,-0.0063884114,-0.0002590721,0.0014781023,-2.85077e-05,-0.0016418008,-0.0007985354,-0.0010591938,-0.0014604832,-0.0168410576,-8.92819e-05,-0.0001971199,-0.0014488652,-0.000206756,-0.0026936348,-0.0005817468,0.0,-0.0003003706,-5.36379e-05,0.0001935586,-2.94022e-05,-0.0001693099,-0.0013520664,-0.0121015138,-5.19874e-05,-3.15356e-05,-2.85783e-05,-0.0001060062,-0.000328663,0.0003689828,-2.59787e-05,-0.0001732114,-0.0021218956,-0.0002385946,-3.91198e-05,-0.0011249396,-0.0001038747,-0.0005102472,-0.0002087271,0.0005658661,-3.83244e-05,-0.0123808688,-0.0105254318,-0.0078980422,-3.4736e-05,-0.0007359486,-0.0001034246,-0.0004462062,-0.0002646556,0.000576414,-0.0016954258,-0.0006382443,0.0,-5.99039e-05,-0.0064428066,0.0001170611,-2.47366e-05,0.0,-0.0055348719,0.0056720327,-0.0001092035,-0.0027571017,0.0261402527,0.0,-3.16452e-05,8.38818e-05,-2.69423e-05,-0.00553667,0.0059751047,-0.0055096279,-0.0102902041,-0.0073490095,0.0,-0.0009974323,-2.05204e-05,-4.82915e-05,-1.84892e-05,8.72127e-05,-0.0201602469,-0.0007501366,-5.60146e-05,-0.0001075115,-5.41081e-05,-0.0002489564,0.0,-5.60796e-05,-0.0030023756,-2.561e-05,-0.0003275643,0.0001789818,0.0049209684,0.0,0.0666313898,-2.37329e-05,0.0255536777,0.0004557808,-0.0003337221,0.0,-0.0044437151,-0.0018356778,-0.0341728539,-5.97416e-05,-2.92076e-05,-0.0008005364,-6.47263e-05,-0.0009489245,0.0,-0.0378848738,0.0,-0.0005361575,-0.009533338,-0.0004382115,-0.0003404656,0.0,-9.42535e-05,0.0,-0.0010793938,-3.07912e-05,0.0202010255,0.0001231523,0.0018454822,0.0004550815,-3.39334e-05,-0.0006099639,2.17479e-05,0.0140168636,0.0003776014,-0.0001977336,-0.000187198,0.0016477714,-0.0001288714,-0.0007636819,-2.81505e-05,0.0,-0.0277473343,-0.0015821311,-0.0013414885,0.0246239562,-0.00010639,-0.0046258079,-0.0001919059,0.0,-0.0004283888,7.12501e-05,-0.0003776901,0.0290561501,-2.39159e-05,-0.0039604333,-0.0013668341,0.0,-0.0001723416,-0.0006874781,0.0437455688,-0.0081588053,-0.0001273233,-6.10051e-05,-0.0204351116,-0.003848185,0.0118022179,-0.0013899442,-0.0032454437,-0.0101032578,-0.0226915908,-0.0001421361,0.0170223991,-0.0025066884,0.0,-2.14777e-05,-6.96644e-05,-2.40286e-05,-1.5965e-05,-0.0001599156,-0.0003448714,-0.0005691666,-0.0020635984,-3.69957e-05,-5.77422e-05,0.0001646408,-0.0004200149,-4.18995e-05,0.0036479389,-0.0003305869,-0.0004151952,-3.23804e-05,0.0053088065,8.9637e-06,0.0638731832,0.0001277162,-9.90301e-05,0.0,-7.452e-05,0.0,-0.0245648641,0.0,0.0,-3.20658e-05,0.0,-0.0001871792,0.0252233908,-7.3341e-05,-0.0028470159,-0.0001015505,0.0,9.1319e-06,-0.0006588872,-0.0009547318,-2.75441e-05,-2.01648e-05,0.0,-0.0161976798,0.0013574337,0.0,-1.75798e-05,0.0002681774,0.0002025854,-0.0079411067,-0.0249794805,-0.0020997359,-1.90465e-05,-9.727e-07,-1.5401e-06,-0.0066749588,0.0,-1.99272e-05,-0.0027338503,0.0,-0.000164501,-0.0033462828,-0.0036162591,3.64305e-05,-0.0133781881,-2.31105e-05,0.0004105626,-0.0035532554
Poliwrath,-0.0529721449,-0.0267791708,-0.0019233325,-0.0021461133,0.0495294842,-0.552243587,-0.035717789,-0.0056903109,0.0118469163,-0.0051377508,0.0,-0.0034210029,-0.0024820084,-0.0065534512,-0.0796826417,-0.0387833618,-0.0124248096,-0.0018063009,-0.0107799289,-0.0041894695,0.7798255748,-0.2907948378,0.0,-0.0125526402,-0.4201233507,-0.0685366589,-0.6101599705,-0.1009206976,-0.1778829338,0.0003476169,-0.0392173907,-0.0199303426,2.9189274352,-0.0032212581,-0.0028489369,-2.4598120883,-0.0016345097,-0.0452775118,-0.7811165105,0.0005556172,-0.0119336448,-1.0514122137,-0.1052536769,5.8208800651,-0.013386455,-1.334973643,-0.0354057333,-0.005402836,-0.0039994721,-0.1070819733,-0.0072381213,-0.0749787541,-0.2057963645,-0.0561871653,-0.1916259269,0.0809709591,-0.0529016999,-0.0189051791,0.0153412941,0.0002759392,4.7294360073,-0.5067576884,-0.0072615884,-0.0630636514,-0.0055340853,0.0224185077,-0.0699048765,-0.0020978511,-0.4029401567,-0.0028674074,-0.1371118689,-0.0244421029,0.0452411991,-0.0324189287,-0.0613253797,-0.0030093904,-0.0440037737,-0.5282672089,-0.0253216475,-0.2136176252,6.453003328,-0.0022892347,-0.0063266425,-0.0394534563,0.6107427532,-0.2715660748,-0.6179329532,-0.0250560373,-0.0912337674,0.0,-0.7401697301,-0.076567888,-0.114724317,-0.1412656395,-1.6630690709,0.0206548247,-0.0148697541,-0.1607449134,-0.0199952268,-0.2508816043,-0.0562634982,-0.0035181558,0.2140081675,-0.053467733,-0.3253851707,-0.0028430988,0.0014323742,-0.1326658976,-0.9738208765,0.0,-0.0058217088,0.0,0.0,-0.0317892312,-0.0017524137,-0.0025122417,-0.0548577932,-0.2052358741,-0.023068066,-0.003782721,-0.0429222622,-0.0098271003,-0.0493525809,-0.0199449155,-0.3207160772,-0.0039415565,-1.1992471077,-1.0224739971,-0.7644695469,0.0,-0.0711911296,0.100578381,-0.0366593995,-0.0237598063,-0.0081554098,0.0111704304,-0.0617329095,-0.0058936422,-0.0060170687,-0.6359340767,-0.0035315265,-0.0023516973,-0.0037779827,-0.5761481872,-0.5424266417,-0.0105873438,-0.2665851552,-0.0028032187,0.0291586941,0.0,-0.0021737938,0.0176141697,-0.33301567,-0.0018332928,-0.5324240383,-0.8692381851,1.4747922752,-0.0570306737,-0.0966445783,-0.001769543,-0.0041145465,-0.0017883274,-0.0210281411,-2.4936880108,-0.0678537301,-0.0052569563,-0.0123443379,-0.004837639,-0.0240259283,-0.003301471,-0.0051816737,-0.2903983725,-0.0024759019,-0.0213337981,-0.0100015977,-0.1172628514,-0.0495484155,-0.2229819809,0.0,-0.0221535167,-0.0063628208,-0.040151374,-0.0238641995,-0.1909315106,-0.177321335,7.2540520232,-0.0053942928,0.0,-0.0774301935,-0.0063999514,-0.0916927568,-0.1707395367,-3.2987514906,-0.0104401437,-0.0523289387,-0.9243686578,-0.0391780398,-0.0692787792,-0.0173033621,-0.0091164832,-0.005523332,-0.1044021852,-0.0029725636,-0.1743319775,-0.0029372991,-0.078736854,-0.0059871569,-0.0023423837,-0.0618338294,-0.0059775794,-0.5230947997,-0.0062861548,0.0109707766,-0.0181011635,-0.0043642493,-0.0125345985,-0.0554918875,0.0,-0.0027241001,2.3846229783,-0.1549090411,-0.1246406461,-0.075106625,-0.0102620286,-1.032719075,-0.0185616973,0.0,-0.0420224392,-0.0102075107,-0.0365901375,-0.0598189799,-0.002256836,-0.3830819119,-0.1227639034,-0.0072703841,0.0002570594,-0.0946244012,-1.9172604041,0.354405529,-0.0122046582,0.000751054,5.6683077494,-0.3721704406,-1.5278943335,-0.1210307751,-0.3118360248,-0.9914810786,-1.8836227935,-0.0137478114,-1.2261854328,-0.6789689693,0.0,-0.0020402684,-0.0067040625,-0.0023241191,0.0278502493,-0.0172362714,-0.0333490588,-0.0537297781,-0.1988680258,-0.0035783278,-0.0036234017,0.0411826678,-0.0400821136,-0.0023185711,-0.0009143982,-0.0441167363,-0.0391167748,-0.0031286413,-0.0662092785,-0.0019694473,-0.1319956514,-0.0090647684,-0.0095784817,0.0,-0.0072080301,0.0,-1.8124952973,-0.0043604974,-0.0020855176,-0.0031014999,-0.0117241817,-0.0180791364,-0.1141140306,0.008421009,-0.234287679,-0.0098222598,-0.0177233358,-0.001953188,-0.0635043195,-0.1055117056,-0.0026608482,-0.0019504025,-0.0219575353,-1.5659308968,0.0126530069,-0.020486284,0.0063822064,-0.0124272165,-0.0018127769,-0.8876075864,-2.367811905,-0.2015567512,0.0,-0.0064269354,-0.0035737082,-0.5829402599,0.0,-0.0019224021,-0.2637119706,-0.0102348587,0.0052283975,-0.3358743758,-0.3558480046,-0.1135731642,-1.2870281646,-0.0022348214,-0.0095932156,-0.2861014943
Emolga,-0.0012273664,0.0005397699,-2.85249e-05,-3.18121e-05,0.0004527429,-0.0116616793,0.0,-3.13556e-05,-0.0005188003,1.73599e-05,0.0,-5.18864e-05,-3.71248e-05,-9.71425e-05,-0.0011610229,-0.0005748904,-0.0001841744,-2.68262e-05,-0.0001603879,0.0001291966,-0.0001570752,-0.0025135812,-0.0001808365,-7.18972e-05,-0.0088096581,-0.0010187742,-0.0153420201,-0.0015018553,-0.0026321198,-6.8334e-05,-0.0005853474,-0.0002984469,-0.0110194224,-8.27664e-05,-4.229e-05,-0.0365063834,6.92799e-05,-0.0005822889,0.0,-3.34057e-05,-0.0001852113,0.0304232666,-0.0015055982,-0.0233597317,-0.000198429,-0.031538105,-0.0005237464,-9.99312e-05,-6.00627e-05,-0.0013291513,0.0008374491,0.0509069144,-0.0031174686,-0.0009017475,-0.0028407298,-0.043291144,0.1408052111,-0.0003016346,0.0,-4.30137e-05,-0.0896792383,-0.007567536,-0.0001076394,0.0,-8.2047e-05,-0.0001398292,-0.0085364936,0.0015274174,0.0067402265,-4.25039e-05,-0.0020238943,-0.000374727,0.0165538005,-0.0004805484,-0.0008117073,-4.43017e-05,0.0122996701,-0.0078775618,-0.0003754252,-0.0035114133,-0.0111505037,-3.55791e-05,-9.37706e-05,-0.0006222691,-0.0001806655,-0.0040496186,-0.0091599514,-0.0003592803,-0.0013147915,0.0,-0.0109713821,-0.0011448881,-0.0016360956,0.0015173713,-0.024655463,-1.06547e-05,-0.0002854719,-0.0023870475,-0.0002929893,-0.0039638719,-0.0008340342,-5.215e-05,0.0002560313,-0.0009920073,-0.0084023153,-4.20504e-05,-0.0002427533,-0.0019665232,-0.0176998942,-2.91589e-05,0.0003193631,0.0,-0.0001519848,-0.0004712156,-2.59761e-05,0.0002185114,-0.0008167377,-0.0030422358,-0.000342644,0.0015028517,-0.0015232733,-0.0001489288,-0.000730944,-0.0002992625,-0.0048883612,-5.84262e-05,-0.0177808512,-0.015156378,-0.011086171,0.0,-0.0010555476,-0.0001481001,-0.0006374272,-0.0003777932,-0.0001212706,-0.0024307912,-0.0009150762,-8.73622e-05,0.0,-0.0095548399,0.0020157431,-3.54656e-05,-5.60015e-05,-0.0064800812,-0.008218714,-0.0001569375,-0.0039529528,-6.86274e-05,0.0005373786,-4.55308e-05,0.0016157982,-3.85848e-05,-0.0079349035,-2.71749e-05,-0.007907267,-0.0150383498,-0.010474394,-0.0012297297,-0.001417564,-2.65778e-05,-6.92372e-05,-2.65039e-05,-0.0003105562,-0.037517551,-0.0010754971,-8.031e-05,-0.0001829863,-7.75935e-05,-0.0003573255,-4.86313e-05,1.03202e-05,-0.0043040795,-3.67179e-05,0.0,0.0141974388,-0.0018056121,-0.0007348288,0.1399305509,-3.42217e-05,-0.0003283843,0.0003333032,-0.0005953577,-0.0003584165,-0.0063621978,-0.0026208892,-0.0474121613,-8.56538e-05,-4.18759e-05,-0.001147757,-0.0001005557,-0.0013605061,0.0,-0.0537968804,-0.0001594301,-0.0007756781,-0.0137033454,-0.0006254324,-0.0010446351,0.0,-0.0001351347,-8.22869e-05,-0.0015475494,-4.41323e-05,-0.0135233342,-4.35382e-05,0.0119470905,-9.99021e-05,-4.86513e-05,-0.0008537208,-8.86064e-05,-0.0220442883,-9.34416e-05,-0.0002853582,-0.000267861,-6.47224e-05,-0.0001829579,-0.0008649029,-4.03604e-05,-4.03827e-05,0.0064104033,-0.0024175184,-0.0019233389,-0.0011953276,-0.0001525351,-0.0153080922,-0.0002751422,0.0,-0.0005648486,-7.99083e-05,-0.0005424907,-0.0008865192,-3.4246e-05,-0.0056409173,0.0001091099,0.0,-0.000102139,-0.0014199903,-0.0428527619,-0.0115935349,-0.0001825478,-8.27999e-05,-0.0292991748,-0.0054544276,-0.0338644243,-0.0022711944,0.137918519,-0.0143958206,-0.0311822186,-0.0002037854,-0.0179189458,0.0252721786,0.0,-3.07971e-05,-8.50173e-05,0.0,-2.27535e-05,-0.0002532437,-0.0004944606,0.0007428833,-0.0029497412,-5.29374e-05,-8.61949e-05,-8.41337e-05,-0.00060219,-6.00725e-05,0.0011330589,-0.0006438473,-0.0005499026,-4.59753e-05,-0.0009814354,-2.91934e-05,-0.0041722318,0.0002621031,-7.48645e-05,-0.0001553355,-0.0001068455,-4.08462e-05,-0.035205498,-6.46362e-05,2.95406e-05,-4.59739e-05,-0.0001738805,-0.0002644097,-0.0031204404,-0.0001051515,-0.0041004997,0.0,0.0,-2.89523e-05,-0.0008551802,-0.0015611943,2.09635e-05,-2.8911e-05,0.0,-0.0232278708,-0.000308341,-0.0001172303,-2.52064e-05,0.000186841,-2.71277e-05,0.1421629959,-0.0358143225,-0.0025175397,0.0,-0.000103,-5.29735e-05,-0.0095701216,0.0,0.0009161702,0.0424986155,-0.0002164877,0.000448974,-0.0049785213,-0.0052753555,-0.0016840942,-0.0194533635,0.0016258974,-0.0001753804,-0.0049028594
