,Abomasnow,Alomomola,Altaria,Amoonguss,Ampharos,Annihilape,Appletun,Applin,Arboliva,Arcanine,Arctibax,Armarouge,Arrokuda,Avalugg,Axew,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculin,Baxcalibur,Beartic,Bellibolt,Bergmite,Bisharp,Blissey,Bombirdier,Bonsly,Bounsweet,Brambleghast,Bramblin,Braviary,Breloom,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Cacnea,Cacturne,Camerupt,Capsakid,Carkol,Ceruledge,Cetitan,Cetoddle,Chansey,Charcadet,Chewtle,Chi-Yu,Chien-Pao,Clauncher,Clawitzer,Clodsire,Cloyster,Coalossal,Combee,Copperajah,Corviknight,Corvisquire,Crabominable,Crabrawler,Croagunk,Crocalor,Cryogonal,Cubchoo,Cufant,Cyclizar,Dachsbun,Dedenne,Deerling,Deino,Delibird,Diglett,Ditto,Dolliv,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drowzee,Dudunsparce,Dugtrio,Dunsparce,Eelektrik,Eelektross,Eevee,Eiscue,Electrode,Espathra,Espeon,Falinks,Farigiraf,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Flutter Mane,Fomantis,Foongus,Forretress,Fraxure,Frigibax,Froslass,Frosmoth,Fuecoco,Gabite,Gallade,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Gholdengo,Gible,Gimmighoul,Girafarig,Glaceon,Glalie,Glimmet,Glimmora,Gogoat,Golduck,Goodra,Goomy,Gothita,Gothitelle,Gothorita,Grafaiai,Great Tusk,Greavard,Greedent,Grimer,Grimmsnarl,Growlithe,Grumpig,Gulpin,Gumshoos,Gyarados,Happiny,Hariyama,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heracross,Hippopotas,Hippowdon,Honchkrow,Hoppip,Houndoom,Houndour,Houndstone,Hydreigon,Hypno,Igglybuff,Impidimp,Indeedee,Indeedee-F,Iron Bundle,Iron Hands,Iron Jugulis,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Jigglypuff,Jolteon,Jumpluff,Kilowattrel,Kingambit,Kirlia,Klawf,Klefki,Komala,Kricketot,Kricketune,Krokorok,Krookodile,Larvesta,Larvitar,Leafeon,Lechonk,Lilligant,Litleo,Lokix,Lucario,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magikarp,Magnemite,Magneton,Magnezone,Makuhita,Mankey,Mareanie,Mareep,Marill,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meowscarada,Meowth,Meowth-Galar,Mimikyu,Misdreavus,Mismagius,Morgrem,Mudbray,Mudsdale,Muk,Murkrow,Nacli,Naclstack,Noibat,Noivern,Numel,Nymble,Oinkologne,Oinkologne-F,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Pachirisu,Palafin,Palossand,Passimian,Pawmi,Pawmo,Pawmot,Pawniard,Pelipper,Perrserker,Persian,Petilil,Phanpy,Pichu,Pikachu,Pincurchin,Pineco,Polteageist,Primeape,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Qwilfish,Rabsca,Raichu,Ralts,Rellor,Revavroom,Riolu,Roaring Moon,Rockruff,Rolycoly,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rufflet,Sableye,Salamence,Salandit,Salazzle,Sandaconda,Sandile,Sandy Shocks,Sandygast,Sawsbuck,Scatterbug,Scizor,Scovillain,Scream Tail,Scyther,Seviper,Shelgon,Shellder,Shellos,Shinx,Shroodle,Shroomish,Shuppet,Silicobra,Sinistea,Skeledirge,Skiddo,Skiploom,Skrelp,Skuntank,Skwovet,Slaking,Sliggoo,Slither Wing,Slowbro,Slowking,Slowpoke,Smoliv,Sneasel,Snom,Snorunt,Snover,Spewpa,Spidops,Spiritomb,Spoink,Sprigatito,Squawkabilly,Stantler,Staraptor,Staravia,Starly,Steenee,Stonjourner,Stunky,Sudowoodo,Sunflora,Sunkern,Surskit,Swablu,Swalot,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Teddiursa,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torkoal,Toxapex,Toxel,Toxicroak,Toxtricity,Tropius,Tsareena,Tynamo,Tyranitar,Umbreon,Ursaring,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Vespiquen,Vigoroth,Vivillon,Volcarona,Voltorb,Wattrel,Weavile,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Yungoos,Zangoose,Zoroark,Zorua,Zweilous,empty
Abomasnow,0.0,0.0005016967,0.000841285,7.95601e-05,1.65997e-05,0.0068418452,0.0003642491,0.0,1.128e-07,9.45335e-05,0.0,0.0331236532,0.0,0.1107052226,0.0,0.0061652546,0.0,0.0,0.0,0.0,1.844e-07,0.0,0.2202743421,0.060765272,4.1023e-06,0.0,3.044e-07,0.000300626,0.0002465079,0.0,0.0,0.0019217295,0.0,0.0,0.0010877915,1e-10,0.0,0.0251298897,3.4897e-06,0.0,0.0,0.0,4e-10,0.0,0.0,0.0292409546,0.2760521897,0.0,0.0,0.0,0.0,0.0341415324,0.1472647548,0.0,0.0,0.080508077,0.0048874522,0.0,0.0,0.0,0.0087205963,0.0,0.0,0.0,0.0,0.0,0.0017776964,0.0,0.0,0.0663814393,0.0038138586,0.0,0.0,0.0,0.0,0.0,0.0290240945,0.0,0.0036833735,0.0005016969,3.926e-07,0.0205857726,0.0,0.0011936654,0.0,0.0,0.0005319469,0.0,0.0,0.0,0.0,0.0009711281,6.87e-08,0.0,0.0,3e-10,0.0,0.0013575889,0.0,0.0038335256,0.0015767911,2.1686e-06,7.719e-05,0.0,0.0,0.0,0.0,0.0,7.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000281982,0.0352641386,0.0,0.0,0.0210621055,0.0,0.0,0.0002355878,0.0017884017,0.0,0.0,0.0010352527,0.0358964186,2.84e-08,0.0353325946,0.0,0.0005411215,0.0,0.0041671068,0.0,0.0,0.0,0.000914273,0.0,0.0,0.0125923762,0.0,3e-10,7.6e-09,0.0,0.0,0.0,0.0,0.0006494847,0.0148381283,0.0,0.0,0.0,0.0009967494,0.0,0.0,0.0,0.0,0.0001735346,0.0,8e-10,0.0,0.0312238319,0.0,0.0,0.0,7.2e-08,0.0,0.0,1.844e-07,0.0,0.0,0.0,0.0,0.0243734769,1.8071e-06,0.0,0.0,0.0,0.0,0.0,0.1631153481,0.0034989184,0.0058433403,0.0262644784,0.0124643932,0.0138808871,0.0126432507,0.0,0.0006492862,0.0011940288,0.0038827016,0.0448288591,0.0,0.0,0.000259989,0.0,0.0,0.0,0.0,1.288e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0007397996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038348763,0.0,5.854e-07,0.0,0.0,0.0,0.0459402063,0.0,0.0,0.0,0.0,0.0,0.0,0.0001361537,0.0279792798,0.0,0.0,0.001338259,0.0,0.0,0.0009232594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002566614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172229494,0.0,0.0909251941,0.0,0.0,0.0,0.0,0.0005727619,0.0,5.5901e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0011959018,0.0,0.0008059198,0.0,0.0,0.0,0.0,0.0005602461,0.0059304483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046729246,0.0,0.016604779,0.0,0.0,0.0,0.0,0.0,0.0037523468,3.8182e-06,0.0,0.0005244994,0.0,1.6e-09,4.55213e-05,0.0,1e-10,0.0,0.0,0.0046844548,0.0,0.0,0.0,0.0001559234,0.0,0.0001350409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076270438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91486e-05,0.0001985696,0.1568644825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0935e-06,0.0,2e-10,0.0,0.0,0.0002348964,0.0,0.0,5.6107e-06,0.0011940288,0.0,0.000303966,0.0,0.0175950998,0.0,0.0,0.0030849704,0.0003868927,8.67918e-05,0.0,0.0,0.0,0.0,4e-10,0.0,0.0001324711,1.8071e-06,0.0,2.48433e-05,0.0,0.0004682443,0.0,0.0,0.0,0.0,0.0,0.0099994687,0.0,0.0,0.0003451569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alomomola,0.0005016967,0.0,1.7994e-06,0.0078512864,3e-10,0.1004359163,1.55457e-05,0.0,0.0069684452,0.0070595769,0.0,2.29581e-05,0.0,0.0013341276,0.0,2e-10,0.0,0.0,0.0,0.0,1e-10,0.0,2.00218e-05,0.0,0.0,0.0,6.572e-06,0.5639889146,0.0,0.0,0.0,0.1269238364,0.0,0.0,8.62614e-05,2.3486e-06,0.0,6.9187e-06,6.9187e-06,0.0,0.0,2.29572e-05,0.0,0.0,0.0,0.0200358008,0.0005246538,0.0,0.1044965539,0.0,0.0,0.2057863027,0.242499547,0.0,0.0,0.6751378946,0.0,0.0,0.0,0.0,0.6961566276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149289108,1e-10,0.0,0.0,0.0,0.0,0.0,0.0594538471,0.0,2.55863e-05,0.0005016967,0.0,0.0003638161,0.0,0.0070431806,0.0,0.0,0.0,0.0,1.111e-07,0.0,0.0,2.7061e-06,9e-10,6.9187e-06,0.0,4e-10,0.0,0.0,6.9187e-06,0.0006648716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005002281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8009e-05,0.1998477383,0.0,0.0,0.0006594577,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,4.74703e-05,0.0,0.0091992364,0.0,0.0,0.0,0.0046441961,0.0,0.0,0.0,0.0,0.0,0.0,0.0069692994,0.0,0.0,0.000516631,0.0,0.0,0.0,0.0,0.0006648715,0.0690402608,0.0,0.0,0.0,0.0006594535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.004e-07,0.0,0.0,0.0,0.0,0.0006594593,0.0,3.27231e-05,0.0,0.0,0.0,0.0,0.0007671177,0.0,0.0,0.0,0.0,0.0,0.0,6.5722e-06,0.4928903155,6.6e-09,0.0003097531,1.23202e-05,0.0003448041,0.0001068209,0.0,0.0,0.0,8.138e-07,0.0700269195,0.0,0.0,1.55448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009009628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0182522974,0.0,0.0,0.0,0.0,0.0,0.0,1.63971e-05,0.0010408004,0.0,0.0,0.0874898781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003294193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060773119,0.0,0.0187124862,0.0,0.0,0.0,0.0,5.89175e-05,0.0,2.49442e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0097962542,7.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061247844,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-09,0.0,2.64225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009312816,0.0,0.0,0.0,0.0003194663,0.0,3.725e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3719638613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118e-07,0.0,1.3076e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0590035068,0.0,0.0,0.0,0.0,0.0,0.0,0.0515920651,0.0,0.1021783591,0.0,0.0182524091,0.0,0.0,1.5523e-06,0.0060766829,0.0649153058,0.0,0.0,0.0,0.0,0.0,0.0,3.403e-06,0.0003300187,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1.6543e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045922109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altaria,0.000841285,1.7994e-06,0.0,0.0023714737,7.49696e-05,0.0001033488,0.0,0.0,0.0014646103,0.000235914,0.0,8.76101e-05,0.0,4.21793e-05,0.0,3.27e-08,0.0,0.0,0.0,0.0,1e-10,0.000114961,0.0001152481,0.0,2.01864e-05,0.0,0.0001419027,7.49399e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002063038,0.0,0.0,1e-10,0.0001512164,0.0,0.0,0.0,0.0,0.0,0.0,0.0002030194,0.0001919737,0.0,0.0,0.0,0.0,0.0056354391,2.25606e-05,0.0,0.0,0.0025859217,0.0001890434,0.0,0.0,0.0,0.0011213698,0.0,0.0,0.0,0.0,0.0,6.92022e-05,0.0,0.0,1.5746e-06,3.42471e-05,0.0,0.0,0.0,0.0,0.0,1.07e-07,0.0,3.1723e-06,0.0,1.017e-06,1.0173e-06,0.0,0.0001921091,0.0,0.0,1.8268e-06,0.0,0.0009720863,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-07,0.0,0.0,0.0,3.1717e-06,1.8268e-06,0.0,2.6509e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0982e-06,3.3197e-05,0.0,0.0,0.0,0.0,0.0,1.19598e-05,0.0,0.0,0.0,0.0004323836,0.0,1.5378e-05,3.8642e-06,0.0,1.8036e-06,3.7e-09,0.0005259685,0.0,0.0,0.0,0.0,0.0,0.0,0.0005112136,0.0001512164,0.0,0.0,0.0,0.0,0.0,0.0,0.0006812921,0.0002399327,0.0,0.0,0.0,0.0001149647,0.0,0.0,0.0,0.0,0.000114961,0.0,0.0,0.0,3.1783e-06,0.0,0.0,0.0,3.0683e-06,0.0,0.0,8.42346e-05,0.0,0.0,0.0,0.0,0.000149874,0.0,0.0,0.0,0.0,0.0,0.0,0.009319283,0.0009783601,0.0,4.14122e-05,8.42346e-05,0.0009905625,0.0084083021,0.0,0.0006492846,0.0,3.611e-07,0.0137321539,0.0,3.26e-07,8.42946e-05,0.0,0.0,0.0,0.0,4.03835e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004361675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3138e-06,0.0,6.96751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005042887,0.0020443995,0.0,0.0,0.0054322668,0.0,0.0,5.516e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14472e-05,0.0,0.0118112966,0.0,0.0,0.0,0.0,0.0014062015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016824763,0.0,0.0,0.0,0.0,0.0,0.0,6.60125e-05,0.0001786226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125e-07,0.0,0.0083482137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88787e-05,0.0,0.0,5.98e-08,0.0,0.0,6.11091e-05,0.0,0.0,0.0,3.6e-09,0.0,4.729e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091809089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005041817,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18713e-05,0.0,0.0,1.736e-07,0.0,0.0,6.633e-07,0.0,0.0073113844,0.0,0.0,1.8309e-06,2.74663e-05,5.373e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.000264835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0683e-06,0.0,0.0,3.0683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amoonguss,7.95601e-05,0.0078512864,0.0023714737,0.0,0.0,0.154680204,1.23491e-05,0.0,0.0021872948,0.0025117338,0.0,0.0122434132,0.0,0.0125884621,0.0,0.4491220785,0.0,0.0,0.0,0.0,0.1225844287,0.000114961,0.2198505525,0.0017106956,0.019044481,0.0,0.0001662846,0.0495590589,2.53e-08,0.0,0.0,6.26e-08,0.0,0.0,0.1503678397,0.0085597607,0.0,0.0007125278,0.0,0.0,0.0,0.0,0.0002337561,0.0,0.0,0.1263273942,0.0045434995,0.0,0.0050574398,0.0,0.0,1.0081380533,1.4050809021,0.0,0.0,0.650443035,0.0040943126,0.0,0.0,0.0,1.3157880966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706500264,3.88109e-05,0.0,0.0,0.0,0.0,0.0,0.2857706177,0.0,0.2175739965,5.26321e-05,0.0,0.3504619851,0.0,0.1630083018,0.0,0.0,7.4e-09,0.0,0.0,0.0,0.0,0.0047632014,0.0,3e-10,0.0,0.0021006739,0.0,0.0,0.0,0.1089155218,0.0042053278,0.0,0.000168523,0.0,0.0,0.0,0.0,0.0,0.0042550109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009268799,2.0589683899,0.0,0.0,0.004052236,0.0,0.0,0.0,0.0,0.0,0.0,0.0155654775,0.1954999982,0.0026924034,0.4974848586,0.0,0.0912121226,0.0025113843,0.5825877604,0.0,0.0,0.0,0.0,0.0,0.0,0.1295602478,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0508589805,1.6664380548,0.0,0.0,0.0,0.3027342311,0.0,0.0,0.0,0.0,0.00246849,0.0,8.76e-08,0.0,0.1568566491,0.0,0.0,0.0043287885,0.0028825839,0.0,0.0,0.5846112475,0.0,0.0,0.0,0.0,0.0183305025,0.2766569899,0.0,0.0,0.0,1.6634e-06,2e-10,0.6877566596,0.1081952141,0.0635560553,0.115899331,0.1705140896,0.7502437687,0.2638920222,0.0,9.06671e-05,1.43963e-05,0.1198401067,0.6907577638,0.0,0.0005755707,0.0360768311,0.0,0.0,0.0,0.0,4.28294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1784239226,0.0037973181,0.0,0.0,0.0,0.0,0.0,0.0025922581,0.0012515702,0.0,7.79488e-05,0.0,0.0,0.0,0.3211004439,0.0,0.0,0.0,0.0,0.0,0.0,0.0001104546,0.2882607813,0.0,0.0,0.3682014127,0.0,0.0,0.0006392755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172077196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2512462804,0.0,1.9863237737,0.0,0.0,0.0,0.0,0.0032600427,0.0,0.3803099166,0.0,0.0,0.0,0.0,0.0,0.0,7.76071e-05,0.0,5.9639e-06,0.0,0.0,0.0,0.0,0.0370682726,0.3045143334,0.0,0.0,0.0,0.0002676943,0.0,0.0,0.0,2.68e-08,0.0,0.5474160887,0.0,0.0,0.0,0.0,0.0,0.0,0.0115309772,0.0,0.2051675731,0.0,0.0601457664,5.6835e-06,0.0,0.0,0.0,0.0,0.0051206814,0.0,0.0,0.0,0.2102157114,1.37033e-05,0.1239350929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042508723,0.0,0.0,0.0,0.0,0.0,7.5714e-05,0.0,0.4924380403,0.0045354208,0.0276215315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19992e-05,0.0,0.0,0.0,0.0,0.0,0.0021379653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001814876,0.0,0.0037809078,0.0,0.0,0.0,0.0,0.0,0.0006499632,0.0005372939,0.0,0.1632979384,0.0,0.0101229702,0.0,0.0,0.0,0.1497728827,0.0875908897,0.0,0.0,0.0050986684,0.0,1.18235e-05,0.0,0.0891293922,0.0097529379,0.0,0.0018238129,0.0,0.00360842,0.0,0.0,0.0,0.0,0.0,0.2306127452,0.0,0.0,7.2553e-06,0.0,0.0,0.0,0.0,0.0002639319,0.0,0.0,0.0,0.0,0.0,0.1022988054,0.0,0.0,0.0
Ampharos,1.65997e-05,3e-10,7.49696e-05,0.0,0.0,1.2433e-06,8.319e-06,0.0,1e-10,1e-10,0.0,0.0112104394,0.0,0.0,0.0,0.0118671914,0.0,0.0,0.0,0.0,0.0,1.90656e-05,1.66101e-05,0.0,4.255e-07,0.0,2.52276e-05,7.18714e-05,0.0,0.0,0.0,4.715e-07,0.0,0.0,0.0118464632,0.0,0.0,0.0001035098,0.0,0.0,0.0,1.9066e-05,0.0,0.0,0.0,7.60931e-05,0.0003467592,0.0,0.0,0.0,0.0,4e-10,2.21089e-05,0.0,0.0,0.0003469517,0.0,0.0,0.0,0.0,0.0002923813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019795351,0.0,0.0,0.0,0.0,0.0,0.0,0.0019717051,0.0,0.0001035097,0.0002923813,0.0,0.0006595692,0.0,2.79904e-05,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714e-07,0.0,0.0006616557,0.0,0.0003783212,4e-10,0.0,1.1432e-06,0.0,0.0,0.0,0.0,0.0,0.0019717051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0982e-06,1.2433e-06,0.0,0.0,2.158e-07,0.0,0.0,0.0,1.25468e-05,0.0,0.0,0.0,9.9e-09,2.4462e-05,0.0,0.0,0.0084072556,6.008e-06,1.185e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0003503871,0.0,0.0,1.90656e-05,0.0,0.0,0.0,0.0,0.0004879649,0.0001035196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001940961,0.0,0.0,0.0,0.0,1.03e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0084155743,0.0,0.0,0.0,0.0,0.0,0.0,0.000713286,0.0,4.0529e-06,0.0091206571,2e-10,0.0119241221,0.0007132858,0.0,0.0,0.0,2.714e-07,7.18817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0982e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.255e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8627e-06,0.0,0.0,2.75357e-05,0.0,0.0,4.99e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084072556,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,2.714e-07,0.0,0.0006594535,0.0,0.0,0.0,0.0,0.0,7.2619e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112077386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002318886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001066079,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0001287275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008699637,0.0,0.0,2.52178e-05,4.718e-07,2.2022e-06,0.0,0.0,0.0,0.0,6.2821e-06,0.0,0.002241661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52178e-05,0.0,0.0,8.3187e-06,0.0,0.0,0.0,0.0,0.0,0.0
