,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Luvdisc,Gholdengo,Bronzong,Noivern,Oricorio,Garchomp,Pincurchin,Scream Tail,Dondozo,Toedscruel,Ditto,Grafaiai,Lilligant,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Frosmoth,Altaria,Leafeon,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Honchkrow,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Walking Wake,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Whiscash,Breloom,Slowking,Drifblim,Alomomola,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Komala,Iron Treads,Medicham,Brute Bonnet,Arboliva,Corviknight,Cetitan,Naclstack,Veluza,Iron Hands,Scizor,Donphan,Floatzel,Gastrodon,Weavile,Baxcalibur,Quaquaval,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Tropius,Abomasnow,Roaring Moon,Tatsugiri,Qwilfish,Cryogonal,Hatterene,Rotom-Heat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Ceruledge,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw
Altaria,0.0,2.3338e-06,0.0019066284,0.0273680632,0.001469428,0.0,0.0001599212,0.0,0.0288172547,1.18577e-05,0.0,0.0,0.0015013495,0.0,9.8903e-06,2.93e-08,0.0,0.0058076092,2.08e-08,0.0,0.0010615283,1.5844e-06,1e-10,0.0,1.32e-08,0.0,0.001469428,1.2e-09,0.0,0.0,0.0,0.0,0.0,1.25725e-05,0.0,1.26604e-05,0.0037188725,6e-10,0.0001056299,0.0856686697,1.2791e-06,0.1682966894,0.0057903151,2.4318e-06,0.0,0.1672241976,0.0,0.0,0.0,0.0,2.44058e-05,0.0005469403,0.0080327855,0.0821393941,1.46236e-05,0.0,0.0,0.0,1.24306e-05,8.78e-08,2.17e-08,2.333e-06,0.0015921623,1.86739e-05,0.0021366328,5e-10,3.87e-08,0.0274589123,0.0,0.0,6.9682e-05,0.0,3.01619e-05,3.82e-08,0.0,1.2801e-06,0.0,0.0,0.0822694571,0.0005469403,0.0,0.0,1.07151e-05,0.0005511311,0.0273571685,0.0057933536,1.58574e-05,7.806e-07,2.5657e-06,2.49e-07,0.0812621621,0.00296145,0.0,0.0,0.1037892208,1.518e-05,0.0021366366,0.0,5.5799e-06,0.0004051196,0.0,0.0001426872,1.5041e-06,5.7773e-06,0.0059000022,3.438e-07,0.0001127543,9e-10,0.1003302012,4.02e-08,0.000130096,3.6551e-06,0.0182143169,0.0,0.0,0.0,0.082124626,0.0014961222,0.0,0.0,2.6e-09,9.158e-07,1.2e-09,0.0182234702,0.0182155769,0.0005776928,1.31389e-05,2.4683e-06,0.0001137279,0.0,0.0015491528,0.0,0.0,8.78e-08,2.86e-08,7.23768e-05,4.1908e-06,0.0,0.0,0.0,0.0015083904,4.23e-08,0.0867111093,5.4e-09,3.6531e-06,0.0,2.7e-08,0.0,9e-10,2.333e-06,1.26969e-05,0.0823005446,0.0,1.58469e-05,3.56974e-05,8.5146e-06,0.0812532725,1.39e-08,0.0812736683,0.0001077317,0.0
Bonsly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lurantis,0.0,1e-10,0.0022993519,1.47033e-05,0.0,2.1913e-05,1.447e-07,0.0,0.0400868277,0.0,0.0,0.0,5.6004e-06,8.3056e-06,0.0,0.0,2e-10,2.115e-07,0.0,0.0,0.039592167,8.3056e-06,2.6055e-06,0.0003523355,0.0,0.0,0.0,0.0,0.0,0.0,1.76983e-05,0.0,0.0,0.0,0.0,2.195e-07,0.0,0.0,0.0407129639,4.472e-07,0.0,8.33e-07,0.0003521241,2.2e-09,1.832e-07,0.0,0.0,0.0,1e-10,4.59e-08,0.0001197973,0.0,0.0022880283,0.0022880283,2.18671e-05,0.0,0.0,0.0,0.0003521241,1.03e-08,0.0,2.3e-08,2.5015e-06,0.0003264258,0.0003238244,0.0,1.447e-07,1.48e-08,2.18671e-05,0.0,6.3006e-06,4.59e-08,0.0,1.724e-06,0.0,1e-10,0.0,0.0,0.0,0.0,0.0011209625,0.0003238205,3.65852e-05,0.0022880283,0.0,1.6781e-06,0.0,1.6186e-06,6.02098e-05,0.0,0.0,0.0003521241,5.62409e-05,0.0,0.0001206106,0.0011209625,0.0,0.0,1.7144e-06,0.0,0.0,0.0,0.0,0.0022896321,0.0,8.977e-07,0.0,0.0,1.48e-08,0.0,1.6038e-06,2e-10,0.0396221282,6.495e-07,0.0,0.0,0.0,1.86722e-05,1.88e-08,0.0,0.0,1.832e-07,0.000352124,6.067e-07,0.0003238204,1.48e-08,0.0,8.61e-07,0.0,1.6038e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011214459,0.0,0.0395928531,0.0001198163,0.0,0.0,0.0,3.0097e-06,0.0,2.6566e-06,1.63816e-05,0.0,0.0,0.0,3.1973e-06,0.0,0.0,5.62409e-05,1.877e-07,0.0,0.0
Slowbro,4e-10,0.0003110216,0.0505925064,0.1803951332,0.0,0.0,0.6902154833,0.0,0.0119598702,0.152610754,2.28405e-05,0.0,0.0047096671,1e-10,0.0003562923,0.232704875,0.1744074148,0.1216369553,9.2463e-06,0.0016866905,0.0106563133,6e-10,0.0009116894,9.43915e-05,0.0,0.0002327364,0.0002754825,4.42e-08,5.1e-09,0.0,0.0,1.25725e-05,0.0,0.0,0.0001860544,0.3337091247,1.3251e-06,2.4237e-06,0.9370411288,0.0017620462,5.62216e-05,0.3643475753,0.0002445553,2.2757e-06,0.1833167761,0.2299368619,0.0,2.7576e-06,0.0037915176,4.49767e-05,0.00024869,0.0,0.0261006305,0.2398114116,0.0001908212,1.56417e-05,0.0002357633,0.0017399428,0.1225422757,0.0,0.0,0.0001355818,0.0144921233,2.93958e-05,1.01089e-05,1.81183e-05,0.0003844641,0.1296170207,0.0001466801,2.4889e-06,0.025948971,0.0,0.0008339129,0.686933545,1e-09,8.44477e-05,0.0008427846,0.0,6.0578e-06,3e-10,0.1618465414,1.097e-07,0.0259676271,0.7312001762,8.7815e-06,2.3509e-06,8.19e-08,0.0005700875,0.1339304627,0.0003136185,0.0,0.0007489759,0.0,0.0,1.0880467719,1.08324e-05,0.0,0.0,0.0005254361,1.34122e-05,0.0001176924,1.695e-07,5e-10,0.0012944225,1.6924e-06,0.0110255152,1.40207e-05,0.0,0.0292291718,5e-10,0.0,0.0311929177,0.8901347947,1.3836e-06,0.0,0.0,0.6900790836,0.0022959432,2.94678e-05,4.5764e-06,5.10293e-05,2.52e-06,6.2545e-06,0.0128012855,0.1237732951,0.7488758909,0.013568902,7.68249e-05,0.0,0.0002676316,0.0344293688,0.0,8e-10,0.0001868328,1.804e-07,4.47e-08,0.0010772448,0.0,0.0,1e-10,0.1791801749,0.0023392729,1.1134008075,1.2164e-06,7.29e-08,0.0012299015,0.0,1.01095e-05,1.82491e-05,0.0002336652,0.0018714136,0.0035304072,1.2e-09,0.0003729058,0.3338491149,0.3335826097,0.0,2.7588e-06,0.0029826919,4.2969e-06,5.0205e-06
Oricorio-Sensu,0.0,6.10548e-05,0.0001860545,2.403e-07,0.0,0.0,0.0010468225,0.0,0.1827453585,0.0,0.0,0.0,0.182745321,0.0,0.0,0.0,0.0,1e-09,0.0,0.0,0.010337315,1.9881e-06,0.0,5e-10,0.0,0.0,1.21e-08,0.0,0.0,0.0,0.0009857677,0.0,0.0,0.0001860544,0.0,0.1930826223,0.0,0.0,0.0103373109,0.0,0.0,4.1841e-06,0.0,3.2e-09,2.02e-07,4.1e-09,0.0,0.0,0.0009857677,0.0,0.0,1.21e-08,7.55017e-05,4.93437e-05,0.0,7e-10,0.0,0.0,0.0,0.0,6.10548e-05,0.0,4.93437e-05,2.02e-07,0.0,1.578e-07,0.0,0.0103394914,0.0002539442,0.0,5e-10,5.1202e-06,0.1827453586,1.579e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,7.13249e-05,0.0,0.0,0.0,1.21e-08,9e-10,0.0,0.0002539442,3.2e-09,0.0,0.0,4.93437e-05,9.6e-09,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,7.13249e-05,0.0009857677,0.0,0.0,0.0,0.0,0.0,2.02e-07,5.1324e-06,0.0,0.0,0.0,0.0,0.0009857677,4.95439e-05,0.0,5.278e-06,0.0,0.0,0.0,6.2057e-06,0.0103414782,9.6e-09,1.578e-07,0.0,0.0,0.0,4.1e-09,0.0,0.0,0.0001860544,0.0,0.0,0.0,0.0,0.0,0.0,7.13672e-05,4.1768e-06,0.1827946654,0.0,0.0,7.13249e-05,0.0002539537,0.0,0.0,0.0,0.0,3.2e-09,0.0002539442,9e-10,1.9882e-06,1.9881e-06,0.0,0.0,0.0,3.75e-08,0.0
Surskit,0.0,0.0,0.0,0.0,0.0,1.53471e-05,0.0,0.0,0.0098884281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53471e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098884281,0.0001281386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00726e-05,0.0,0.0,0.0099231537,0.0001281386,0.0,0.0,0.0,0.0,0.0,0.0,0.0099385008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098884281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47255e-05,0.0,0.0,0.0,0.0,1.839e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53471e-05
Ampharos,0.0,0.0013870123,2.87837e-05,2.694e-06,0.0,1.127e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0079710495,1.3118e-06,0.0,0.0,5.831e-06,0.0,0.0,0.0,0.0079557547,5.831e-06,0.0,9.48935e-05,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,7.769e-05,0.0,0.0,5.1202e-06,6.66732e-05,4.9852e-05,5.831e-06,5.8312e-06,0.0,0.0,1e-10,4.9852e-05,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00189e-05,0.0001435672,0.0,0.0,0.0,0.0,2.85981e-05,0.0,0.0,1.86868e-05,0.0079525221,0.0,1.849e-07,0.0,0.000159391,0.0,0.0,6.95421e-05,5.1202e-06,9.1057e-05,1.127e-06,0.0,1.07e-08,0.0,0.0,4.9852e-05,0.0,0.0,0.0,7.9928e-06,0.0,1.127e-06,0.0,1.127e-06,0.0,8.98672e-05,0.0079525221,0.0,3.4059e-06,2.85981e-05,0.0,0.0,1.07e-08,0.0,0.0,4.98658e-05,0.0,0.0013869983,1.606e-07,0.0,2.85981e-05,7e-10,0.0,0.0,0.0,1.849e-07,1e-10,0.0,5.1202e-06,1.86922e-05,0.0,0.0,0.0,0.0,0.0079710355,0.0,5.1202e-06,0.0,1.734e-07,7e-10,1.07e-08,1.39e-08,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,6.96972e-05,0.0013237365,0.0,0.0,0.0013869983,3.4059e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.39e-08,0.0,1.1785e-06,5.5e-09,0.0015462288,0.0,2.85981e-05,3.23587e-05,7.9928e-06,0.0,0.0,0.0,0.0,0.0
Oranguru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,1.1e-09,0.0,0.0,5.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.384e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-09,0.0,0.0,3.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.384e-07,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.384e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,8.526e-07,0.0,0.0,0.0,0.0,5.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.382e-07,0.0,0.0,1.42e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revavroom,6.7398e-06,0.0153132217,0.008045785,0.0002490875,1.88091e-05,0.0001288785,0.0,0.0,0.0363417688,0.0002152932,7.35e-08,0.0,0.0036990271,0.0,0.0044870975,2.0141e-06,0.06888183,1e-09,0.0033508032,4e-10,6.28787e-05,0.0688390375,3.6712e-05,7.83086e-05,9.1662e-06,0.0,3.67e-08,8.03534e-05,0.0,0.0,0.0,6e-10,0.0,2.4237e-06,0.0,0.0162684706,0.0,0.0,0.0720687829,0.0167509183,0.0,0.0007462125,0.0,1e-10,1.253e-06,0.0440792719,0.0025127207,7.24628e-05,9.554e-07,6.962e-07,4.7289e-05,0.0,0.0153501376,6.99727e-05,0.0003937131,0.0,0.0,4.358e-07,1.1e-09,5e-10,0.0032974743,0.0,2.07954e-05,0.0,0.0,0.012227467,0.0678711534,0.0121054522,0.0,7.7041e-06,8.76147e-05,0.0,0.0372404273,0.0098104244,1.08467e-05,0.0148494291,1.70798e-05,0.0,0.0013008531,0.0,2.3e-09,1.1e-09,0.0,0.0012153156,7.6e-09,0.004816227,0.0,5e-10,0.0012188281,0.001254291,1.70798e-05,0.004723245,0.0,0.0,0.0003411146,0.0,2.2293e-06,0.0,0.0009294747,0.0046425267,0.0,1.1e-09,0.0,0.0024692383,2.48714e-05,0.0008034719,2.1098e-06,3.77e-07,0.0,0.0,9e-10,7.6388e-06,0.0093491766,0.0046400653,0.0,1.383e-07,4e-10,0.0002580216,2.2348e-06,0.0098104244,7e-10,0.0,4.08496e-05,0.0024982581,0.0003726534,3.67e-08,1.23949e-05,9.837e-07,0.0,4.44835e-05,0.0091403618,0.0,0.0,3.4916e-05,3.526e-07,0.0011291461,0.0362656033,0.0032288729,1.1e-09,1.746e-07,0.0362592844,2e-10,0.0034330916,0.0,3.71e-08,0.0075480809,0.0,0.0003954232,0.0,0.000704378,8.4399e-06,2.5691e-06,8.02381e-05,0.0007395231,0.0686058552,3.06933e-05,1.746e-07,7.63026e-05,0.0164336653,0.0001568064,0.0001127044
Leafeon,0.0,1e-10,5.4725e-06,0.0144826179,0.0,0.0,0.0,0.0,6.4917e-06,6.4917e-06,0.0011378769,0.0,0.0144873118,0.0,1.4969e-06,6.4918e-06,8.43e-08,4.381e-07,0.0,5.2291e-05,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,6.93533e-05,1.36183e-05,0.0,1.157e-07,0.0,0.0,2.7357e-06,0.0243469027,0.0476999479,0.0,2.43607e-05,1.93319e-05,0.0,3.43e-08,0.0,0.0,0.0429404889,1.46058e-05,1.0332e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.050060004,0.0,1.284e-07,0.0,2.6495e-06,0.0932053294,0.0,1.12356e-05,0.0,0.0144826744,8.6e-08,1e-07,1.7e-09,0.0,0.0,0.0657321519,1.65e-08,0.0,0.0,0.0,2.7085e-05,3.8416e-06,0.0,0.0,0.0476978143,1.2324e-06,0.0,0.0771395659,0.047722175,0.0,0.0,1.3714e-05,0.0,0.0,0.0,2.6643e-06,2.5391e-05,0.0,0.0,0.0,0.0868100236,0.0243469027,0.0001274149,0.0,0.0,0.0,0.0,8.43e-08,0.0476978986,2.18373e-05,1.6e-09,0.0,0.0,0.0,0.0144825075,0.0,0.0,1.36184e-05,0.0,0.0,2.54939e-05,3.113e-07,1.1332e-06,1.89e-05,0.0011337277,0.024358104,0.0001433767,0.0011962149,0.0,6e-10,1.1332e-06,0.0,0.0,0.000133937,0.0011325945,0.0,0.0,0.0243599068,0.0,0.0012683343,0.0,0.0,5.22911e-05,0.0,0.0916598396,0.0,1.13278e-05,0.0011378769,3.092e-07,0.0,1e-07,7.9585e-06,0.0,0.0,1.6e-09,2.47963e-05,0.0,4.8043e-06
Kingambit,0.6556070405,3.6199999307,83.1692487221,136.442235375,0.0002466929,0.8714375785,1.5108325292,1.25e-08,173.0366386259,0.0168046583,0.0315586685,8.87e-06,59.6608737574,0.4936274808,2.8120288172,2.5696164752,12.7345491914,1.323771558,0.0037787241,0.006441156,20.0420138518,8.1001576144,0.6292517929,0.3953097026,0.0958843468,0.9579000766,0.0387989908,0.0212427354,7.86473e-05,7.6054e-05,0.005510181,0.0001056299,1.157e-07,0.9370411288,0.0103373109,116.1767010137,0.0706022758,0.0720687829,0.0,0.2042894701,1.7193340365,59.8487919269,0.2100180171,6.02227019,0.322374262,14.9332315071,0.0073718777,0.284868448,1.7071987336,1.0742288991,0.7751750353,0.0078686424,9.1979941159,46.7777840775,0.0385079297,0.0087809097,0.3381214875,0.3585620701,0.3627088334,0.1228519513,0.3160828321,0.1820372651,71.3578186857,0.0500301101,0.0002163443,40.432382033,0.4046529922,29.7136821488,0.0107235445,0.0237707574,3.8637116861,3.4972584338,71.4340310399,23.1692986036,0.1887610249,0.3862473302,0.2248790585,0.147197874,0.0001730523,4.6553356612,0.9133052196,0.019701392,0.000252166,4.0936832652,0.7223520645,0.0576184973,9.3782091352,19.5997239096,69.5250512438,0.6336809967,0.0474089947,43.8639276391,0.0001606026,0.0020932979,192.28048779,0.0283813004,5.214e-07,0.180939886,67.0519294598,2.9490998624,0.1890687133,3.2097450317,0.475333416,16.8692296712,1.6466095069,5.7728210391,0.850263325,0.1878550759,20.6285467832,8.629e-07,0.109039925,2.3761515594,12.2630579062,0.1178878747,0.094918828,0.229604017,5.6901878336,4.5449729253,0.0223338101,11.2235407,3.7893009718,0.2643809736,46.6965516148,46.8720016975,65.9353396303,0.4387932572,21.9045793638,0.4066076042,0.0644116588,0.0061753584,47.8845429591,4.0768e-06,1.3443450592,0.06259044,0.0005104753,0.0181718196,69.7638638733,0.2361438129,0.0231843772,0.025717788,57.8596130128,0.0015028375,212.237804391,0.0553979482,0.0377447969,2.1555038335,0.0028049668,0.1027288064,0.0553978764,7.0524153143,21.6092161116,24.301366131,1.4897920206,0.4748015944,37.0491296487,36.6078397655,0.0215594091,2.6536263496,19.8320105968,2.387163587,0.0083969986
Magnezone,0.0072957596,0.0316056954,0.2134839692,0.0752147696,4.32771e-05,0.0032411893,0.0010537882,0.0,0.4554078775,0.0158148265,0.0007721946,3.2e-09,1.0403970186,0.0010148958,0.0078890438,0.2732265471,0.128676324,0.0557574593,5.43e-08,0.0,0.1494791128,0.0110323257,0.0017813164,3.66157e-05,0.0012251693,2.6205e-06,0.0002187272,0.004853641,1.43191e-05,8.86417e-05,0.0,0.0856686697,0.0,0.0017620462,0.0,1.0829826763,4.7895e-06,0.0167509183,0.2042894701,0.0,0.2748740339,1.4275658846,0.0024037075,0.0251232184,0.0033513806,2.1464466462,2.4207e-06,7.27736e-05,0.0021948587,0.0006745735,0.0041936552,4.05e-08,0.1219963283,0.0866816631,0.0002262083,0.0003338264,0.0020621723,2.07874e-05,0.0105919796,1.75115e-05,4.4317e-06,4.9e-09,3.9710567327,0.0002285523,0.0004723091,0.0235603977,0.0003059063,0.3316770749,0.0,0.0,0.0151184073,0.0,0.2057958448,0.027114574,6.3059e-06,0.0640718719,8.86634e-05,2e-10,0.020196957,0.004432743,1.831e-07,1e-10,0.0001669964,0.1435678604,0.0015914377,0.000676148,3.7259e-06,0.0431753693,4.1103691158,0.0004876655,0.0343355755,0.0052526891,0.0313148577,3.01e-08,2.6781002223,0.0110935328,0.0003642185,0.0,0.083670726,0.0480389426,0.0024186441,0.0535466097,0.1911544501,0.2761367634,0.0018970399,0.0270250068,0.009810427,0.0009621131,0.131344073,1.8798e-06,0.0019131755,0.0078654177,2.2406766806,0.0008901094,0.0,0.0342554652,0.0065713008,0.5930803605,2.5286e-05,0.0255468494,0.0010698825,0.0003325337,0.7559418153,0.1253979028,2.0121100008,0.3351988793,0.0156253973,0.4755949226,0.0006528434,3.7029e-05,0.3375253074,1.53e-08,3.06622e-05,5.893e-07,0.0,0.0009271538,2.2745761144,1.443e-07,0.0,0.0,0.8225745782,0.1831971417,5.6665258105,0.0,0.0010957902,0.1833370486,0.0004391605,0.0068836178,3e-10,6.0968e-06,0.1304979723,0.0328818817,5.8449e-06,0.0478204189,0.0247743558,0.0440873866,0.0082229398,0.0053088287,0.0088921477,0.1016423656,2.39748e-05
Staraptor,0.0066742048,9.32107e-05,1.7223962809,0.0236016424,0.0,0.0006132231,0.0065702952,0.0,0.0637821969,1.114e-07,0.0006710216,0.0,0.3070158973,0.0,0.0003524671,0.0100313979,0.0036976851,0.001265875,0.0148909846,3e-09,0.0078771049,2.58e-08,0.0053657895,1.83111e-05,0.0008364615,0.0137680044,0.0170405611,0.0,5.13947e-05,0.0,0.0431021919,1.2791e-06,0.0,5.62216e-05,0.0,0.0437007605,2.5502e-06,0.0,1.7193340365,0.2748740339,0.0,0.0371425729,2.41e-08,0.0039210356,1.3806e-06,0.0261811827,0.0001292927,3.34418e-05,0.00018433,0.00065435,0.0203347571,0.0,0.0035165508,0.066939284,0.0279250623,3e-10,0.0012583049,0.0002098059,0.0062634878,0.0001619084,1.544e-07,2.19438e-05,0.0430510383,3.421e-07,0.0,2.31271e-05,4.95875e-05,0.0019665026,3.59089e-05,0.0206664033,1.6844776758,0.0,0.0077593322,0.221068467,0.0053561342,0.0013533775,0.0017570527,0.0,2.1e-09,8.526e-07,7e-10,2.7238e-06,0.0,9.25e-07,2.084e-07,0.0134832307,3.097e-07,0.0167535138,1.975752789,0.0066981227,3.78379e-05,0.0159861558,0.0007815309,1e-10,0.0123716729,0.000159636,0.0001377334,6e-10,1.6835819065,0.0099926297,2.2284e-06,0.0060494628,0.0001624874,0.2729895679,0.0001165262,0.0155356071,0.0028703339,1.8e-09,0.0098975861,1e-09,0.0001091465,0.0136325608,0.0249030736,0.0,0.0,0.2426498664,0.0062710817,0.0080605643,2.12877e-05,0.2204667825,0.020901605,0.0001381473,0.0264992819,0.0274105152,0.0574428599,0.271819683,0.0012986021,0.012429882,0.0,5.4e-09,0.00601014,0.0,1e-10,1.06273e-05,0.0,4e-10,0.0253841734,0.011861693,0.0,0.0087713636,0.0395215067,0.0001980744,0.0792172723,6.98e-08,1e-10,0.0023190146,0.0,0.0064481333,7.07e-08,0.2689181002,0.0041854574,0.0052220343,0.0,0.0210914151,0.0214566421,2.9752e-06,5.17173e-05,0.0209684722,0.0426577473,0.224498909,0.0
