,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Noivern,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Annihilape,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Iron Treads,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Tsareena,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Roaring Moon,Tinkaton,Indeedee-F,Charizard,Skeledirge,Zoroark,Salazzle,Abomasnow,Chi-Yu,Tatsugiri,Cryogonal,Beartic,Gogoat,Hatterene,Rotom-Heat,Tauros-Paldea-Combat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Murkrow,Spidops,Maushold,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Gholdengo,0.0021453559,23.9547322392,21.7088336501,0.171062881,0.0409681168,0.0,0.1733478664,0.008539582,21.3509158386,0.1139771994,2.0335169928,4.5625607299,5.6844831561,0.4441181281,0.0144250124,0.0002974722,10.0356594473,5.3032383362,0.0123752032,0.1654759358,0.5636326318,0.6165469765,0.0016278014,0.4337685563,0.0,0.0070788276,0.0142030073,0.0,21.3468964854,0.6946367979,0.029907261,26.9154289845,0.2636674226,0.1959791903,19.0498916324,0.0004278531,3.9071835007,0.0019304904,24.4198250447,0.0168849038,0.0288763533,1.3762069479,0.0,1.9982359377,0.1617766973,9.54142e-05,0.0011646444,20.0352106897,14.2719118912,0.2636611679,0.0037461462,0.0615502538,0.0721233917,1.8333051902,0.0361662186,1.1294057842,0.0004574557,7.0778218427,0.0898071911,0.0771909661,0.110938581,2.0519677719,0.4123523256,8.6634653796,0.0362843347,0.602984847,0.0023245115,31.6292211204,2.7373141263,0.020522814,0.8098427197,0.4184577993,0.0015844433,5.4444312895,0.0176414788,0.0048228141,0.1723564411,4.4127694996,0.3607196569,0.0702990974,1.5517274095,52.4924070481,37.886136738,1.7520308437,6.78226e-05,1.2327133766,0.0018750401,16.7852322155,0.3985542013,0.1593995511,8.1036808511,2.2540259029,1.1726583221,0.0432309242,0.0400843689,1.5318941281,0.4851036797,0.8394555577,5.0602604562,5.4813796839,0.1394138405,0.2471145464,9.4767204326,0.0052336069,0.0500127198,0.0,0.0062774135,1.0149640985,2.3925827601,0.0625071512,0.0010190327,1.3983918227,0.0003008337,1.1881117105,0.0574549704,1.005e-07,2.758058744,17.0003902127,31.8292442475,4.9708982795,0.7638132969,9.6387457244,1.6843168667,0.0012604283,0.0108798622,10.2834827552,0.0005039554,8.621e-06,0.0927693813,9.4442997955,0.0001434907,0.0002449894,1.11874e-05,1e-10,11.9181517505,0.0570215878,0.0,73.7180403459,0.0560405258,0.0011691969,2.1222029559,1.1302e-06,0.0171007326,3.264999628,2.3151504309,6.6954512338,0.0495913953,0.2015605559,0.1802609306,1.478313325,0.0189091407,0.0904663967,5.1108708528,0.0563953533,0.1437171697,0.0033655522
Cacturne,0.0,0.0,3.2619444176,0.0,0.0,0.1733478664,0.0,0.0,3.4352377083,0.0,0.0,0.0086401905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84209e-05,0.0,0.0,3.4352496951,0.0,0.0,0.0,0.0,1.84209e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,5.45756e-05,0.0,0.0,0.1733478664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45756e-05,0.0,0.0,0.0,0.0,1.84209e-05,0.0,5.45756e-05,0.0,0.0,0.0,0.0086586114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086521773,0.0,0.0086401905,0.0,0.0086401905,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.2057243529,1.19868e-05,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4352377086,0.0,0.0,1.84209e-05,0.0,0.0,0.0,1.19868e-05,0.0,0.0,0.0,0.0,3.0561654891,0.0,0.0,0.0,0.0,0.0,6.65624e-05
Raichu,1.69925e-05,0.0,0.0002724841,5.0929e-06,0.0002764159,3.21e-08,0.0,3.6195e-05,3.61985e-05,0.0,4e-10,0.0003223817,0.0,1.61556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41e-08,0.0003223817,0.0,0.0,4.4717e-06,8.369e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026194787,0.0,3.6195e-05,0.0,0.0,3.21e-08,4e-10,0.0,0.0,1.3728e-06,3.9863e-06,0.0,0.0,0.0,0.0,0.0,1.443e-07,0.0,2e-10,0.0,0.0,4.1308e-06,0.0,0.0,3.3e-09,0.0,0.0003198526,0.0,0.0,0.0,0.00035543,0.0,0.0,0.0,0.0,9.892e-07,0.002617329,1.3728e-06,0.0,0.0,3.5e-09,0.0,0.0,6.13e-08,0.0,0.0,0.0,0.0,0.0,0.0003198526,0.0,0.0,1.443e-07,0.0,0.0026173257,0.0029397687,0.0,0.0,0.0,0.0,0.0,1.61556e-05,0.0,2e-10,1.446e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-10,0.000272721,0.0,1.3732e-06,0.0026538763,1.61556e-05,0.0,0.0003223817,0.0,0.0,0.0,6.05e-08,0.0,3.3e-09,0.0,0.0,0.0,2.938e-07,0.0,0.0,0.0,0.0,9.3e-09,0.0,1.3224e-06,0.0,0.0,1.64494e-05,0.0,8.369e-07,4.855e-07,0.0006422699,0.0,0.0,0.0
Bronzong,0.0,1.414e-07,1e-10,0.0,0.0001426011,0.0010010249,0.0,0.0,4.86157e-05,0.0,4.06666e-05,2.116e-07,5.79e-08,0.0,0.0,0.0,0.0006615089,0.0,3.3e-09,0.0,0.0,0.0001196083,0.0,0.0,0.0,1e-10,0.0,0.0,4e-09,0.0,0.0,0.0010942389,0.0009956631,0.0001196138,1.363e-07,6.903e-07,0.00013115,3.786e-07,1.1e-09,0.0,0.0005131959,4.06666e-05,4.06666e-05,0.0005016688,3.7e-09,1.45e-08,3.234e-07,0.0006609528,3.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079660532,0.0,0.0,7.561e-07,0.0,4.40907e-05,4.78462e-05,0.0,1.22927e-05,0.0,0.0001307829,8.04448e-05,0.0,0.0,0.0007044806,0.0006608172,0.0,0.0001997905,0.0001198241,0.0,5.06666e-05,0.0,0.0,0.0,4.2e-09,8.18397e-05,5.6e-09,0.0,0.0010444093,0.0001955099,1.67e-08,0.0,0.0,6.113e-07,5.104e-07,0.0,0.0,7.764e-07,0.008544437,0.0,9.01e-07,0.0,0.0,0.0,0.0002837082,0.0006609584,0.0,0.0,0.0,1.15417e-05,0.0007393866,8.04192e-05,0.0,4.06669e-05,3.536e-07,0.0,6.894e-07,0.0,0.0,0.0,0.0,4.2937e-06,5.8431e-06,0.0,0.0079660533,1.59852e-05,0.0002837082,0.0079662647,6.235e-07,0.0,3e-09,3.65902e-05,0.0,0.0,0.0,0.0,0.0,0.0005912089,0.0,0.0,0.008029464,4.36634e-05,2.5e-09,1.2e-09,0.0,0.0,3.0324e-06,0.0,6.828e-07,7.707e-07,0.0,2.8208e-06,0.0,0.0009848746,3.3e-09,0.0005017938,5.6e-09,0.0,7.707e-07
Chansey,0.0016626728,0.0036518792,0.0459968102,7.23105e-05,0.0,0.0615502538,0.0,0.0,0.022610996,0.0,0.0,0.0261625315,4.40626e-05,0.0982579343,0.0024682924,0.0,0.8517834644,0.0175903063,1.2464e-06,2.736e-07,3.359e-07,0.0005046195,0.0,0.0,0.0,0.0,2.47e-08,0.0,0.0175940159,2.36e-08,0.0,0.0041675323,2.7618e-06,0.0249491566,1.04797e-05,1.1876e-06,0.0131821606,1.9e-09,0.0340549481,0.0,0.0024175331,0.0,0.0,0.000468281,0.000259876,0.0,0.0,0.7915864071,0.0004021664,0.0,0.0,0.0,0.0004682839,2.91402e-05,0.0,0.0,0.0,0.0,1.485e-07,0.0,0.0,0.0,7.23105e-05,0.0029992245,2.736e-07,6.1514e-06,0.0,0.0178172151,7.23105e-05,0.036282245,0.0,0.0,0.0,0.0045528421,0.0,0.0,1.2e-09,0.0025378344,1e-10,0.7568736893,1.9132e-06,0.0400159549,0.0358486322,2e-10,1.485e-07,2.7e-09,2.736e-07,0.0342727658,0.0,0.0,0.0016782548,2.7687e-06,0.0,1.9132e-06,0.0,8.86e-07,0.0208872379,0.0002002467,3.0267e-06,0.0029806573,0.0,0.0224809097,0.7626102718,0.0,0.0,5.07592e-05,0.0,1.93934e-05,0.0004949976,0.0,0.0,0.0,0.0,0.0046024198,0.0,1.93915e-05,8.864e-07,0.157518371,0.1600485746,2.1e-09,2.7e-09,0.0047754113,1.1815e-06,0.0,0.0,0.0896278995,0.0,0.0,0.0,0.0219965751,0.0,0.0,0.0,0.0,0.0615766196,2.6318e-06,0.0,0.8318793954,0.0,0.0,3.71464e-05,0.0,0.0,1.1815e-06,0.0045522456,5.56333e-05,0.0,0.0,0.00480289,1e-10,0.0,0.0004686626,0.0013506101,0.0014023546,0.0,3.71464e-05
Dragonair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oricorio,0.0,0.0,0.0,5.8582e-06,5.8582e-06,3.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-09,0.0,0.0,1.66717e-05,0.0,0.0,1.66717e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.56e-08,0.0,0.0,0.0,0.0,3.5e-09,0.0,5.63506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56e-08,1.66717e-05,0.0,0.0,0.0012415109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,4.5171e-06,5.8582e-06,1.66717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56e-08,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.63861e-05,0.0,1.3412e-06,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.66717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012415109,0.0012415109,0.0,0.0,5.63506e-05,0.0,0.0,3.56e-08,5.63506e-05,0.0,0.0,0.0,0.0,0.0,3.5e-09,0.0,0.0,0.0,0.0,0.0,5.63506e-05,0.0,0.0,0.0012415109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012415109,0.0,2.1e-09,0.0
Garganacl,0.016204447,8.541023139,19.7263878599,0.296937912,0.0384379285,31.8292442475,0.0,0.243812994,8.0794340373,0.0052023484,0.7922492924,0.5339458771,0.242818273,0.1525985524,0.0012771509,0.0047642733,14.968056342,0.0454580094,0.0205399804,5.80788e-05,0.0330075719,0.0462365578,0.0258526984,0.0048987367,0.0,0.0058763086,0.0016041211,1e-10,3.2367594671,9.587e-07,0.0018422285,3.3458995242,0.1191413644,0.0024393861,8.7791398866,0.0090741187,0.469833273,0.0019623747,4.1426316074,0.1156685219,2.42232e-05,0.0039798126,0.075151782,0.4326084402,0.0231924115,0.8462985763,4.336e-07,5.7546419661,10.9193790204,0.1773959405,0.0032020518,0.1600485746,0.0015733689,1.3851774102,8.63e-08,0.072143294,0.00013248,5.4281181758,0.0025912718,4.98035e-05,4.25e-08,0.0191770434,0.1828113575,5.885839895,0.000465237,0.0675929171,1e-10,21.2007054939,0.3495253104,0.3967262635,1.3778266749,0.4099758809,0.0061055207,2.7694994433,0.0101496533,7.34e-08,0.0002694634,1.1185244103,0.0003119396,0.0702225612,0.1158385165,23.1871855063,10.780674366,0.0241783803,0.0061774254,0.1199276224,0.0,13.5222514611,0.0661464423,4.69286e-05,3.3963896795,2.0617120053,0.0587077724,0.0043048531,0.0428705002,0.33435196,0.0158065408,1.0922187918,0.7258651191,8.2988539945,0.0017257395,0.063520138,12.9316453695,0.000964802,0.0161133231,0.0,0.0269974969,0.7425146937,2.9698401395,0.0524376105,0.0161701662,0.006049068,2.01265e-05,1.141572962,2.9766402002,2.9e-09,0.5054112486,10.1287608063,0.0,0.0318351338,0.0367498324,5.2106456969,2.0743382919,0.0,4.6475e-06,6.8302885708,0.0007807712,2.44e-08,0.0003460758,7.6299273028,0.0003243184,0.0185499821,2.1e-09,0.0007697893,3.7607383726,0.0693237559,0.0,43.5985560431,0.0103079281,0.0004692639,1.5506667694,0.0001835866,0.0412655749,0.3220676152,0.2658062128,0.9303124168,7.27828e-05,0.0006490474,0.4395624365,2.4478044666,0.0136757928,3.3412637431,2.2236628557,0.1181667716,0.0001299383,0.0036869705
Muk,0.0,6.6573e-06,1.6e-09,0.0,0.0,0.0010444562,0.0,0.0,1.4003e-06,0.0,0.0,0.0010444546,2.71e-08,1.91e-08,0.0,1.4019e-06,0.0,1.6e-09,1.26795e-05,0.0,0.0,1.01546e-05,0.0,0.0,0.0,0.0,1.6e-09,0.0,0.0,0.0,1.26795e-05,0.0,1e-10,0.0,0.0,0.0,0.0016466832,0.0,0.0016533405,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,9.0997e-06,0.0016466832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,1.01546e-05,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91e-08,0.0,0.0,9.0997e-06,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1.92545e-05,0.001044456,0.0,1.3e-09,0.0,0.0,0.0,1.6e-09,0.0,0.0,0.0,1.4e-09,0.0,0.0,0.0,0.0,3e-10,2.71e-08,3e-10,0.0,0.0010444547,1.05001e-05,1.4003e-06,0.0,2.71e-08,0.0,0.0,0.0016624405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,2.85e-08,0.0026977953,0.0,0.0,0.0,1.4003e-06,0.0,0.0,6.6846e-06,1.4e-09,1.26809e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-09,0.0,0.0,1.01546e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.91e-08,2e-10,0.0,1.4e-09,1.01546e-05,0.0,0.0,0.0,0.0,1.91e-08,0.0,1.91e-08
Garchomp,0.0645210359,7.4219814431,9.7612927131,0.0139621388,0.1430025417,21.3509158386,3.4352377083,0.0001009855,0.0,0.0321185022,0.1413050096,1.578238008,2.5942074902,0.1948836203,0.0004206456,0.001095104,3.8614972629,0.0154461189,0.0429395443,0.0002861058,0.0130291739,0.6186656111,0.0002883208,0.0031240722,0.0,0.0138152083,0.0098203236,0.025301977,3.2019958039,0.0064384513,9.5955e-06,17.8501475181,0.1771721834,0.0941730172,6.1502158296,0.1291200994,1.9995279684,0.00406308,1.874571357,0.0004009434,0.0,0.0259144084,0.0,0.2578292283,0.2591538178,0.0010029096,1.03725e-05,1.1757128105,4.7218665205,0.0008105431,2.269e-07,0.022610996,1.31524e-05,0.6955158095,0.0009852855,0.8969142869,1.0895e-06,5.0689136098,0.4608227303,1.0414e-06,0.001893664,0.0514465254,0.1558666168,1.2174039879,4e-10,0.0292454082,0.0023245115,4.5747631831,0.2650384591,0.0937545438,0.0098960995,1.4e-09,0.0018818225,0.123080699,0.0016892196,0.0341277414,0.0001709351,1.3432616238,0.0175909775,2.5545e-06,0.000893416,9.4198252783,10.0111503493,0.10352735,0.0042304972,1.886317702,0.0015831625,3.289214577,0.0093058828,0.0024567328,3.2971251627,0.0150585411,0.0225026563,0.0049838994,0.0160895809,0.2357738376,0.0109835229,0.0511014927,0.1801961191,3.0569594364,0.0196470481,0.0403135722,5.4914425426,0.013475755,0.0,0.0849319331,0.0150493855,1.718048437,3.5946215787,5.135e-07,0.0153574047,0.2517178983,0.0001823522,0.1421935436,0.0001523339,0.0007181765,0.1116427209,2.3556455053,8.0794340373,0.0834784807,0.2068135216,1.3818005896,0.0308710717,0.0902496266,0.0046572676,4.1543557713,0.029320586,0.0086840962,2.60749e-05,1.1666248273,1.5e-09,8.1155e-06,0.0025319772,0.0007501812,2.1498837177,1.8869e-05,0.0003441938,15.0462995967,1.01736e-05,0.0723852817,2.1625283909,0.0,0.0101526979,0.9284903103,0.0775941777,2.2077822287,9.59802e-05,0.0331225019,0.1161891619,5.1593322847,0.0033150898,0.0064226383,5.5137057314,0.0099904,6.5e-08,3.8196e-06
Pincurchin,0.0008760431,6.1516018113,1.656e-07,0.0013446071,0.0,0.1139771994,0.0,4.264e-05,0.0321185022,0.0,0.0140056239,0.0061301199,0.0148571946,0.0,0.0006111222,0.0,0.9297208921,0.0,0.0,0.0,0.0,0.0,0.0,0.001715733,0.0,0.0,0.0,0.0,0.4273861556,1e-10,0.0,0.0951139339,9.421e-07,6.533e-07,0.1247304812,6.73299e-05,0.028355377,0.0,0.0111409142,0.0,0.0,1.8e-09,0.0,0.0,4.32e-08,5.338e-06,0.0,0.030497889,6.68642e-05,0.0,4.751e-06,0.0,0.0,4.8495e-06,0.0,5.0337e-06,0.0,0.0,0.0,4.1673e-06,0.0,4.7941290339,0.0879033596,5.07755e-05,0.0,0.0,0.0,0.5241032965,0.5164108481,0.0,2.44092e-05,0.0,0.0,0.0456269922,7.305e-07,0.0,0.0,0.0007985745,1.0802326536,0.0,1.409e-06,0.0127877007,0.5037287662,8e-10,0.0,2.718e-07,0.0,0.1335427267,0.0,0.0,0.0069730003,0.0019462855,0.0259371248,0.0878979898,0.8437595167,2.5797e-06,0.0,0.0595132482,0.0,5.9545631931,0.0,0.00239466,0.0971663438,0.0,0.0,0.0,0.0,0.3393450947,7.78258e-05,0.0,6.533e-07,0.0081394924,0.0,6.25e-08,0.011130395,0.0,7.5e-08,0.0028246659,0.0052023484,0.0,6.675e-07,0.0022801451,0.0153815732,2e-10,0.0,0.0335932948,0.0,0.0,0.0,0.0735110993,0.0,0.0,0.0,4.942e-07,0.0268495294,0.0,0.0,0.0006485447,0.0,0.0,0.0025135151,0.0,0.0021880682,0.0937644634,0.0,4.1745943232,6.62e-08,3.11e-08,6.73299e-05,0.0090176389,0.0,0.0011583193,4.4125475701,0.12616241,0.0,0.0
Scream Tail,0.0263182088,0.409450372,0.2356436707,6.89701e-05,1e-09,2.0335169928,0.0,0.0062369567,0.1413050096,0.0140056239,0.0,0.2560385259,7.80243e-05,0.0037327441,0.0020167193,0.0,0.1318008314,0.0024658333,0.0200178876,0.0,4.9844e-06,5e-10,0.0009990081,2.3111e-06,0.0,0.0007879034,0.0,0.0,0.3262929468,0.0,6.61e-08,0.184968027,0.0024263897,1.23e-08,0.1679320802,0.0,0.014421973,0.0288479202,1.5465439034,0.045672513,0.0589720273,0.0006737483,4.06666e-05,6.35124e-05,0.0003579058,9.7105e-06,2.401e-07,0.2389310055,0.4738196357,0.0183877073,1.33987e-05,0.0,0.0,0.0001210961,0.0,0.0008769392,0.0289518074,0.0384398054,1e-09,0.0,0.0,0.0020800568,9e-10,0.2062751046,0.0,8.986e-07,0.0,0.3997240352,8.749e-07,0.0134047268,0.0101818493,0.058188971,0.0012429455,1.3616741259,0.0002311862,0.0397318554,8.6e-09,0.1451718342,0.0544300788,0.0006633656,4.246e-07,0.4412858325,0.3263257311,0.0009771314,0.0013516385,0.0019209656,0.0,0.1615308947,0.0,0.0012429455,0.0304921116,0.0003173954,0.0018372469,0.0390193292,0.0023391035,0.39631377,0.0,0.0002560804,0.048937288,0.3987914222,0.0081675999,0.0937220618,0.559756746,2.253e-07,0.0,3.4228e-06,2.3101e-06,0.0207999799,0.0747812316,0.0,4.07363e-05,4.9853e-06,0.0,0.0071486497,0.0364840637,0.0,0.0138852171,0.3372149908,0.7922492924,0.1985761739,0.4508671191,0.6705263321,0.0345834911,0.0,0.0644112179,0.2787448251,0.0,4.6145e-06,9.9401e-06,1.7430402849,0.0011792079,6.87735e-05,0.0,0.0,0.1844295871,7.3857e-06,0.0003564415,2.6574975302,4.66098e-05,0.0,0.0150848698,0.0,0.0,0.2709057563,0.0887125556,0.1447438183,0.0,0.0,0.0010854969,0.001778301,2.502e-07,0.0009421315,0.0587453795,3.6616e-06,0.0,1.37e-08
Spidops,9.296e-07,0.004042149,0.000106977,2.5568e-06,8.18e-08,0.2015605559,0.0,7.132e-07,0.0331225019,3.11e-08,0.0,0.0339579198,0.0005674147,2.5802e-06,0.0001019945,0.0,0.0004407073,6.7e-09,0.0002200296,1.63e-08,0.0,0.021529234,3.36434e-05,4.22886e-05,0.0,0.0,0.0,2.74e-06,0.0110238079,0.0215628774,2.7878e-06,0.002237496,3.96295e-05,0.0,0.0563490358,4.27094e-05,0.0683942582,0.0,0.000952395,1.873e-07,2e-10,0.0,0.0,3.74522e-05,4.22936e-05,0.0,0.0,0.0563875292,0.014058011,3.38e-08,6.7e-09,0.0,0.0001211958,0.0,3.9518e-05,1.62e-08,1.8366e-06,0.0008075358,0.0,0.0003888052,1.4358e-06,0.0008843989,5.3432e-06,2.7896e-06,2e-10,0.0022673653,9.246e-07,0.0051425557,2.5568e-06,0.0002581404,8.3e-08,0.0008072092,0.0,4.82769e-05,1.535e-07,0.0,0.000104532,0.0039652852,3.39084e-05,0.0,4.9497e-06,0.0333758576,0.0294902595,3.29711e-05,0.0,0.0005726105,0.0,0.0057274932,3.38e-08,0.0,0.0061676047,5.21909e-05,0.0,0.0,0.0,0.0012916231,0.0004967974,0.0001393825,0.0018798241,0.0048811582,0.0,6.902e-07,0.0005093567,0.0,0.0,0.0,2.2903e-06,0.0,0.003634068,5.21957e-05,2e-09,0.0,2.28e-08,0.0991750175,0.006366604,2.51e-08,0.0018442828,0.0506284139,0.0006490474,0.0002894071,0.0001374102,3.67497e-05,0.0018010393,0.0,0.0012577926,0.0434140357,1.4e-09,1.4e-09,0.0,0.0634464863,0.0,0.0,0.0,0.0,0.0436697751,0.0,1.16e-08,0.1077535256,4.07e-08,2e-10,0.0215400893,0.0,5.53305e-05,0.0018234918,0.0379614753,0.0134139846,0.0,0.0,0.0001482503,4.32886e-05,0.000101792,0.0435672583,0.0306747353,0.0,0.0,3.8e-09
Gardevoir,0.0013758769,0.0557288558,9.1415e-06,7.1527e-06,0.0007054163,0.3985542013,0.0,0.0474915527,0.0093058828,0.0,0.0,0.0009321805,6.431e-07,0.0010083148,0.0059450068,1.2953e-06,0.0008242266,0.3953494881,3.38e-07,0.0,0.0,0.0014526195,8.445e-06,5.496e-07,0.0,4.624e-07,1.35e-08,0.0,0.4511025384,0.0018127384,0.0,0.5148327249,7.1511e-06,0.0003955924,0.0062617412,0.0004413436,0.0060202075,0.0002328633,1.294e-06,0.0,0.0,0.0001406397,0.0,0.0,3e-10,0.0002365382,0.0001202829,0.0054214685,0.0484130307,1.91e-07,0.0,0.0,0.0007884737,0.0,0.0,0.0,1.5774e-06,3.67903e-05,0.0002329102,0.0,0.0033617807,4.239e-07,3.3347e-06,0.0041801956,0.0,2.1e-09,0.0,0.0662241274,1.6e-09,0.0,0.0041541745,0.0,0.0023063713,0.0016941093,4.4e-09,0.0,0.0,0.0015165332,0.0,1.8967e-06,1.8e-09,0.0010355847,0.05616202,0.0059999678,0.0041741759,0.0552021931,0.0,0.0019273866,0.0,0.0,0.0023427911,0.0020795529,0.0,2.5e-09,0.0009193482,0.0717059724,0.3953258794,0.0474960722,0.0005297589,0.0010208685,0.0015490438,1.0614e-06,0.0146519418,4.609e-07,1.97402e-05,0.0,0.0,7.5882e-06,0.0023483397,0.0,0.0,0.0,0.0,0.0014451181,0.0004652589,0.0001644788,0.0002392153,0.0015504536,0.0661464423,0.0007647277,0.0720334217,0.0723674148,0.0002586761,0.0,0.0711444578,0.0718360215,2.01879e-05,0.0004648232,1.996e-06,0.0016843861,0.0,0.0,0.0,4.4e-09,0.0009193762,0.0,0.0,0.0671000965,0.0,5.953e-07,0.0719164091,0.0,0.0,1.31418e-05,0.0054192276,0.0019806316,0.0,3.38e-08,0.0060055686,8.6e-09,4.01e-08,0.0557294505,0.0063716719,0.0,0.0,0.0474910918
