,Abomasnow,Aipom,Alomomola,Altaria,Ambipom,Amoonguss,Ampharos,Appletun,Applin,Arbok,Arboliva,Arcanine,Arcanine-Hisui,Arctibax,Ariados,Armarouge,Arrokuda,Articuno,Articuno-Galar,Avalugg,Avalugg-Hisui,Axew,Azelf,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculegion,Basculegion-F,Basculin,Beartic,Bellibolt,Bellsprout,Bergmite,Bisharp,Blissey,Bombirdier,Bonsly,Bounsweet,Braixen,Brambleghast,Bramblin,Braviary,Braviary-Hisui,Breloom,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Cacnea,Cacturne,Calyrex,Camerupt,Capsakid,Carbink,Carkol,Ceruledge,Cetitan,Cetoddle,Chandelure,Chansey,Charcadet,Charizard,Charjabug,Charmander,Charmeleon,Chesnaught,Chespin,Chewtle,Chimchar,Chimecho,Chingling,Cinderace,Clauncher,Clawitzer,Clefable,Clefairy,Cleffa,Clodsire,Cloyster,Coalossal,Combee,Conkeldurr,Copperajah,Corphish,Corviknight,Corvisquire,Crabominable,Crabrawler,Cramorant,Crawdaunt,Cresselia,Croagunk,Crocalor,Cryogonal,Cubchoo,Cufant,Cutiefly,Cyclizar,Cyndaquil,Dachsbun,Dartrix,Decidueye,Decidueye-Hisui,Dedenne,Deerling,Deino,Delibird,Delphox,Dewott,Diancie,Diglett,Diglett-Alola,Dipplin,Ditto,Dolliv,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drizzile,Drowzee,Ducklett,Dudunsparce,Dugtrio,Dugtrio-Alola,Dunsparce,Dusclops,Dusknoir,Duskull,Eelektrik,Eelektross,Eevee,Eiscue,Ekans,Electrode,Electrode-Hisui,Empoleon,Enamorus,Enamorus-Therian,Espeon,Falinks,Farigiraf,Feebas,Fennekin,Fezandipiti,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Fomantis,Foongus,Forretress,Fraxure,Frigibax,Froakie,Frogadier,Froslass,Frosmoth,Fuecoco,Furret,Gabite,Gallade,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Geodude,Geodude-Alola,Gholdengo,Gible,Gimmighoul,Gimmighoul-Roaming,Girafarig,Glaceon,Glalie,Glastrier,Gligar,Glimmet,Glimmora,Gliscor,Gogoat,Golduck,Golem,Golem-Alola,Goodra,Goodra-Hisui,Goomy,Gothitelle,Gothorita,Grafaiai,Graveler,Graveler-Alola,Great Tusk,Greavard,Greedent,Greninja,Grimer,Grimer-Alola,Grimmsnarl,Grookey,Grotle,Growlithe,Growlithe-Hisui,Grubbin,Grumpig,Gulpin,Gumshoos,Gurdurr,Gyarados,Hakamo-o,Happiny,Hariyama,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatran,Heracross,Hippopotas,Hippowdon,Honchkrow,Hoopa,Hoopa-Unbound,Hoppip,Houndoom,Houndour,Houndstone,Hydreigon,Hypno,Igglybuff,Illumise,Impidimp,Indeedee,Indeedee-F,Infernape,Inteleon,Iron Hands,Iron Jugulis,Iron Leaves,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Jangmo-o,Jigglypuff,Jirachi,Jolteon,Jumpluff,Kilowattrel,Kingambit,Kirlia,Klawf,Kleavor,Klefki,Koffing,Komala,Kommo-o,Kricketune,Krokorok,Krookodile,Kubfu,Lampent,Landorus-Therian,Larvesta,Larvitar,Leafeon,Leavanny,Lechonk,Lilligant,Lilligant-Hisui,Litleo,Litwick,Lokix,Lombre,Lotad,Lucario,Ludicolo,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magcargo,Magikarp,Magnemite,Magneton,Magnezone,Makuhita,Mamoswine,Manaphy,Mandibuzz,Mankey,Mareanie,Mareep,Marill,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meloetta,Meowscarada,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Mimikyu,Misdreavus,Mismagius,Moltres,Moltres-Galar,Monferno,Morgrem,Morpeko,Mudbray,Mudsdale,Muk,Muk-Alola,Munchlax,Munkidori,Murkrow,Nacli,Naclstack,Ninetales,Ninetales-Alola,Noctowl,Noivern,Nosepass,Numel,Nuzleaf,Nymble,Ogerpon,Ogerpon-Cornerstone,Ogerpon-Wellspring,Oinkologne,Oinkologne-F,Okidogi,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Oshawott,Overqwil,Pachirisu,Palossand,Passimian,Pawmi,Pawmo,Pawmot,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phanpy,Phantump,Phione,Pichu,Pikachu,Piloswine,Pincurchin,Pineco,Piplup,Politoed,Poliwag,Poliwhirl,Poliwrath,Poltchageist,Polteageist,Poochyena,Primeape,Prinplup,Probopass,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Quilava,Quilladin,Qwilfish,Qwilfish-Hisui,Raboot,Rabsca,Raichu,Raichu-Alola,Ralts,Regidrago,Rellor,Revavroom,Ribombee,Rillaboom,Riolu,Rockruff,Rolycoly,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Sableye,Salamence,Salandit,Salazzle,Samurott,Samurott-Hisui,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandy Shocks,Sandygast,Sawsbuck,Scatterbug,Scizor,Scorbunny,Scovillain,Scream Tail,Scyther,Seedot,Sentret,Seviper,Sewaddle,Shaymin,Shelgon,Shellder,Shellos,Shiftry,Shinx,Shroodle,Shroomish,Shuppet,Silicobra,Sinistcha,Sinistea,Skeledirge,Skiddo,Skiploom,Skrelp,Skuntank,Skwovet,Slaking,Slakoth,Sliggoo,Sliggoo-Hisui,Slither Wing,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slugma,Smoliv,Sneasel,Sneasel-Hisui,Sneasler,Snom,Snorlax,Snorunt,Snover,Sobble,Spewpa,Spidops,Spinarak,Spiritomb,Spoink,Sprigatito,Squawkabilly,Stantler,Staraptor,Staravia,Starly,Steenee,Stonjourner,Stunky,Sudowoodo,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swanna,Swinub,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Tauros-Paldea-Combat,Teddiursa,Thundurus,Thundurus-Therian,Thwackey,Timburr,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torkoal,Tornadus,Tornadus-Therian,Torterra,Toxapex,Toxel,Toxicroak,Toxtricity,Trevenant,Tropius,Tsareena,Turtwig,Tynamo,Typhlosion,Typhlosion-Hisui,Tyranitar,Umbreon,Ursaluna,Ursaring,Uxie,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Vespiquen,Victreebel,Vigoroth,Vikavolt,Vivillon,Volbeat,Volcanion,Voltorb,Voltorb-Hisui,Vullaby,Vulpix,Vulpix-Alola,Walking Wake,Wattrel,Weavile,Weepinbell,Weezing,Weezing-Galar,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Wyrdeer,Yanma,Yanmega,Yungoos,Zamazenta,Zangoose,Zapdos,Zapdos-Galar,Zarude,Zoroark,Zoroark-Hisui,Zorua,Zorua-Hisui,Zweilous,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aipom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alomomola,0.0,0.0,0.0,0.0,0.012173397511759276,44.86377894246102,0.0,0.0,0.0,0.0,0.0004997474781897049,0.001166672992555129,0.302770921223069,0.0,0.0,0.06256863481000119,0.0,0.0,4.315858499082115e-06,0.0030301930431283486,0.0,0.0,0.008409808419939602,0.04274959158713598,0.0,0.0,0.0,0.0,0.005157343822243088,0.0029002633207189654,0.07466879435770463,0.0,0.019880832602437948,0.02382276032334746,0.0,0.0,0.050067286365502006,72.8451912604604,0.0,0.0,0.0,0.0,0.006140400433025273,0.0,0.0,0.000843157377007131,0.5669537915329008,0.1288518406320826,0.0,5.056562241245732e-05,0.0,0.0,0.0,0.03054694731336932,0.0,0.0,0.0,0.0,0.0,5.527227914920675,0.043678316292634745,0.0,0.052640869004865365,0.11670263545026094,0.0,0.0041273925509034415,0.0,0.0,0.0,0.07752087458298434,0.0,0.0,0.0,0.0,0.0,89.10430065274767,0.0,0.0,57.48650261212909,0.0,0.0,51.22764584172951,0.04559128863809614,0.0,0.0,0.7275750217707755,0.0,0.0,29.99950975895478,0.0,0.0,0.0,0.0003798986405037508,0.06651767393823044,0.13550875270922946,0.0,0.0,0.0,0.0,0.0,0.0,12.809282158400988,0.0,0.0,0.0,1.2328226396407516e-06,0.0038087173979184374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709437077804237,0.0,73.37646683505014,0.015363076211084015,0.036635159346406654,39.445927844517016,0.0,10.283450395447371,0.0,0.0,0.0,0.0,0.19052467451455618,0.0,0.0,0.0,0.0,0.00579646824081953,0.00012106766750558107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3947435176365058,2.770167860967412,0.14706858304124,0.06762741575633857,0.0,0.00014722143017859013,0.0,0.0,3.8365491406993923,0.0,0.0,0.0,0.0,0.0,0.06030719124495393,0.0,0.0,0.0,0.0,0.0,0.0001174526111985541,0.0,0.0,0.0023206749065588506,0.0,0.0,0.23679513149238646,0.0,0.0,0.0,0.0,0.0,0.22133996022542202,0.0,0.0,0.0,0.012296823207345708,0.8150905637299442,0.023835352283818778,6.544845372668019,0.0,0.07342788262525762,0.048562772237239926,0.0,0.0,21.958319630913092,0.0,0.0,0.0,0.0,0.00017975552280735663,0.0,0.010415607305778452,0.0,0.0,7.80717116584885,35.11625888618725,0.0,4.046929245021813e-05,5.63272321441044e-05,0.06005519288545075,0.6410146167137636,5.809436454258686,0.0,0.0,0.0,0.08312944457595595,0.0,0.0,76.57651372357498,0.0,0.0,0.8788291022082546,0.0,0.0,0.05682705481746253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005137584950417218,0.0,0.0,0.0,0.0,8.275293674915577,0.0,0.0,0.36893232417808075,0.2957484670996626,8.749689448069704,0.0,0.0,0.035920459333521226,0.004266616215799324,0.0,4.123137626217992,0.0,0.0,0.0,0.000297029335754595,1.1747209796047282,0.0,0.0,0.0,0.0,9.316045998974953e-05,0.0,0.017368865991673366,0.04536360829238256,0.24807698246732335,0.0013985422076037701,3.5504249075724026e-06,5.923469011381327,2.3649158770178147e-07,5.031243232532278,14.339439752510268,0.0,0.0,0.21099610506823796,0.0178906584778602,0.0,0.054523975070214836,75.645879176202,0.0,0.0,0.5072052208874178,0.0004544655855467372,0.0,0.0,0.857061947336857,0.0,0.0,0.0,0.0,0.0,5.396753251395426,0.0,0.0,1.6122352218872482e-05,4.9859961799125774e-05,0.0,0.00014559534758523673,0.10983981396399822,0.0,0.0,2.348255680856807,0.0,0.0,0.22559681935375242,0.007462355240951013,0.0,0.0,0.0,0.0,0.0,0.0,0.0034723383952464104,0.0,0.0,0.0,0.0,0.0,0.0,0.3137685801522554,0.0,0.4531696041280296,0.47936777954940785,28.021971707160276,0.0,0.0,0.0,0.0,0.0,0.003318611586082043,1.0198424178036185,0.0,0.0,0.00527859656860552,3.6992353053157014,0.0,0.0,0.0,0.0,0.20133270840077683,0.0,0.07399793336732391,0.0,2.837519376820686,0.5483007315950565,0.0,0.0,1.5136658368073665,0.035444156293605644,0.0,0.0,0.0001819055380934409,0.0,0.0,0.0,0.7712404147177749,0.0,0.15762326720881015,0.0,0.0,0.0,8.475633814392092e-05,1.6701128381067152,0.0,0.06509250915943288,0.0,0.0,0.0,0.0,1.8262361123151176,3.7233711481649863,17.036022702551648,0.0,0.0,0.8993382041845518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026359877609214433,0.0,0.0,0.0,0.0,0.0,0.015769259257653878,0.0,0.4573654118161226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002987395357918088,0.0,0.0,3.3200038433156553e-05,0.0,0.0,1.0471325114225216e-06,0.0,0.08005853875968982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3626211259775853,0.7728990715861506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073357967007471e-06,0.0,0.00023987491188159904,0.0,0.025408901587468058,0.0,0.0,1.0195533159652101,18.34535928981552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337619480228316,0.0,0.3818283129111811,0.0,0.0,0.026141255332123137,0.03780842501419557,0.0,0.30908312684558564,0.0,7.963698656243391,8.286164340121083e-06,0.0,0.0,0.0,0.0,0.004163489318084024,6.637532879033851,0.0,0.0,0.0,0.40717058951464574,0.0,0.002342785824388738,0.37152742038939585,0.12001607284482163,0.0,0.0,0.0,0.0,1.0616588288304736,0.0,0.0,0.0,0.007035283264229419,0.0,0.0,0.0,0.0,0.0,2.5745761876563136,0.0,22.716841539266134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014134678171645654,0.01656052588036655,0.9488771564869904,0.3046414983699294,73.40085313851434,0.0,0.0,0.0,0.0,0.0,0.0,10.481226452691416,0.0,0.006839253383771171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024294849425600618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0888442308610164,0.0,1.8320985109089944,0.0,0.0,0.0,0.0,0.0509495766298213,0.00724567366698442,0.0,0.0,2.1688453637038565,55.46005808104364,0.0,0.0,31.141716232076043,0.0,0.7903164753934592,0.0,0.0,0.3396649331587597,0.47632204015410684,0.0,8.460268685051226,0.09218733727229744,30.27024977149476,0.0,9.447407902879457e-05,0.007887763860979335,0.0,0.0,0.08034318058989726,0.0,0.0,0.0,0.01005278886184885,5.352514269424813,0.004904095205672643,9.206534655990279,0.0,0.0,5.303437129211552e-05,0.0,0.00014272397735620723,0.0,0.0,0.0,0.0,0.0,0.19786386671500633,0.0,0.0,0.10160021298897948,0.0,0.0,0.0,0.0,0.0,1.1698206619712321,0.0,5.2643412702632215,0.0,0.0,18.91067272692543,0.0,0.0,0.0,0.0,0.6983522145302389,0.0,0.0,0.0,0.0,0.0,0.2001663256814301,0.0,15.849105065984192,0.0,12.639642474887781,0.03992909575568471,0.0008282857047571257,0.0,0.8072530819469192,0.0,0.0,0.0,0.0
