,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Corsola,Eelektross,Archeops,Snorlax,Uxie,Swellow,Ambipom,Dusknoir,Pikachu-Sinnoh,Mimikyu,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Tangela,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Milotic,Ditto,Aerodactyl,Marowak-Alola,Lilligant,Toxapex,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Mantine,Nidoqueen,Charizard,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Primarina,Roserade,Pyukumuku,Victini,Cofagrigus,Venusaur,Noctowl,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Togekiss,Gyarados-Mega,Primeape,Slurpuff,Salamence,Greninja,Haxorus,Vikavolt,Kecleon,Glalie-Mega,Vivillon,Porygon2,Arcanine,Crawdaunt,Steelix-Mega,Sigilyph,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Buzzwole,Garchomp-Mega,Exploud,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Sawsbuck,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Scyther,Honchkrow,Lycanroc,Empoleon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Carbink,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Type: Null,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Drapion,Braviary,Torkoal,Excadrill,Slaking,Smeargle,Whimsicott,Sharpedo,Magneton,Banette-Mega,Tentacruel,Bibarel,Medicham,Greninja-Ash,Kricketune,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Sableye,Tapu Fini,Shaymin,Sceptile-Mega,Seviper,Omastar,Abomasnow-Mega,Necrozma,Electivire,Suicune,Gourgeist-Super,Scizor,Silvally-Ground,Metagross,Nidoking,Zapdos,Swampert-Mega,Victreebel,Raikou,Salandit,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Keldeo,Tyranitar,Noivern,Chatot,Umbreon,Xatu,Nihilego,Heracross-Mega,Clamperl,Beartic,Mismagius,Froslass,Camerupt,Sylveon,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Diancie-Mega,Galvantula,Mimikyu-Totem,Absol-Mega,Bruxish,Clefable,Minior,Mudsdale,Stakataka,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Flygon,Starmie,Dugtrio-Alola,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Cradily,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Toxicroak,Articuno,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Shedinja,Claydol,Manaphy,Tsareena,Skarmory,Yanmega,Crobat,Heliolisk,Kingdra
Fletchinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012e-07,0.0,0.0,0.0,0.0005353789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.012e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7335e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001207089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005353968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8e-09,0.0,0.0,0.0,0.0,1.7373e-06,0.0001207089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005353789,0.0,1.7335e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,5.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005353789,0.0,0.0,0.0,0.0,5.9e-09,0.0,6.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.41e-08,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001207089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swellow,0.0909984671,-0.0089020653,0.0014929034,0.0015748689,-0.1439468797,-0.0012733293,-0.0032003841,-0.0261920826,0.0,-0.0021298421,0.0967966094,-0.0170902793,-0.0305959688,0.0,0.026479451,0.0038208121,-0.0007421953,-0.1617873545,-0.0102437486,-0.0514109248,0.0030918246,-0.2232675342,-0.0161338412,-0.0737522084,0.0601978123,-0.4390428019,-0.0007183824,0.1888054936,-1.1229183416,1.8580651868,-0.306886447,-0.0027854407,0.0443944208,0.11296111,-0.1837997955,0.0057052881,-0.0119630898,-0.4139344162,-0.0003965287,-0.3532082412,0.0024606205,0.0860358928,-0.0081366266,0.0136371409,-0.0103157385,0.210029223,-0.0198010085,0.0174178674,-0.1945206624,-0.0012893291,-0.9494893495,0.0521667092,0.0516822425,-0.0439120202,-0.0053191934,-1.8833244652,0.0417711664,-0.2426529501,-0.0445985136,-0.0010152916,0.1140598506,-0.2697645881,0.0028317537,-0.1246043397,-0.0904338629,-0.0443698915,-0.0007014621,-0.0040261821,0.754446095,0.0439950121,-0.0308874226,0.358308704,-0.1113818088,-0.0521539937,-0.0466166908,-0.0038211764,-0.0071166014,-0.0070129948,-0.0119377389,-0.0165964778,-0.2031028791,-0.0039566201,-0.024665198,0.0229731626,-0.319833623,0.0447167501,0.0353204677,0.035117242,0.0210627374,0.0335962039,-0.0044937438,-0.0711906448,0.3174569209,-0.1574461974,0.189118327,-0.0007302687,-0.0196943729,-0.0181933808,-0.1231636111,-0.0009396547,0.057629024,0.1162098493,0.2035117141,0.0707045919,-0.0007509831,-0.0114399206,0.001873896,0.0087499689,0.2210799318,0.021359591,1.7790302778,-0.01306033,-0.0013320347,0.5279677546,0.0796987756,-0.0014016903,0.0061659543,-0.0883943184,-0.5605162879,-0.0427378003,1.6611585101,-0.0320442025,-0.0121174794,-0.0047117982,-0.0025668646,-0.0153445583,-0.0750876458,-0.0053994478,0.0092721576,-0.1357761736,0.0076504021,0.0127220686,-0.0476008329,-0.0560201134,-0.4740303234,0.0194508687,-0.0851000426,-0.0161555244,0.0408428539,-0.0018501802,-0.0013666547,0.0616779228,0.5009340272,-0.3920171955,-0.1916711993,-0.0248386779,-0.0511156703,-0.0007550656,0.0145387073,-0.0020901683,0.096736527,-1.0028804116,-0.0447215827,0.1628260682,0.0164327771,0.0234985694,-0.0058969123,0.0003824682,-0.3753434671,0.0294106149,-0.0113494003,-0.0061466282,-0.0007246515,0.3256042387,0.0431337813,-0.0505710403,-0.0031175424,-0.0912421211,0.0408574111,0.0642231731,-0.0246514277,-0.1060726079,-0.0736165142,-0.6737556266,0.0462428827,-0.0008543771,-0.0058682235,-0.0066615351,-0.0198098894,-0.0273241744,-0.8789040671,0.0409399137,-0.0014610509,-0.008895347,1.4641923521,-0.0011022011,0.0458278552,-0.0097980765,-0.0028076397,-0.0969435474,-0.0002640631,-0.0017844652,-0.0009925718,-0.4298138122,-0.0015283337,0.0799552193,0.0656682431,-0.0004423021,0.0508412237,-0.0072413479,-0.2458308518,-0.0052094606,-0.0022787447,0.0303051328,0.004448611,0.009427852,-0.0084416608,0.0840172986,0.0010950684,-0.0007668313,-0.7456449085,-0.0017065112,0.0068400802,-0.0520587416,-0.0187951863,0.0584463874,-0.0010471797,0.0431470043,0.0948951876,0.0266920718,-0.0009920365,-0.0032284901,-0.0073475521,-0.0234940581,-0.0005456678,-0.041924049,-0.0034251401,-0.0755721596,-0.0022180465,0.0412349312,-0.0620507921,-0.4631312935,-0.2076831872,0.0843639584,-0.0039489932,0.0,-0.6261516341,-0.1851821488,-0.9680096013,-0.0396877861,-0.0946871213,-0.733438429,-0.6809132509,-0.2645033609,0.2061092389,0.1475657331,-0.003896522,0.0814424198,-0.0099946,-0.0290320586,-0.1001389126,-0.004810424,-0.0011737439,0.0280834626,-0.000983547,0.0003823908,-0.0017130504,-0.0019744193,0.0747461005,-0.0030717908,-0.0013555253,0.0151588525,0.0432585128,-0.229530399,-0.0017321081,-0.0044717115,0.0004577577,0.1579230968,-1.6247986785,0.1323212441,-0.0013758445,-0.022221941,-0.0005954096,0.0001926242,-0.2377757984,-6.24262e-05,-0.2537158761,0.0,0.0018139024,-0.0605576891,-0.0009544226,0.0580438666,-0.4597268507,0.0956005052,-0.0018145247,-0.0013345472,-0.0163299142,-0.0007984756,-0.0147253238,-0.3630734415,1.8693729084,0.0010297489,0.0056169932,-0.3330883301,-0.0138398025,0.0267524518,-0.0082955592,-0.001770832,-0.0851803979,-0.0007809767,-0.1575650544,0.2092530652,-0.7272365076,0.0143862739,-0.0012438154,0.0085659475,-0.0782762496
Eevee,0.0865975541,0.0,-4.21515e-05,-0.0002363559,-0.0042759233,-2.82877e-05,-0.0001573832,-0.0008508152,0.0,0.0,-4.37217e-05,-0.0005467373,-0.000679706,-5.10978e-05,0.000779507,-2.1152e-05,0.0,-0.0043821892,-0.0002996163,-0.0014257062,-0.0011977865,-0.0001832546,-0.0007440906,-0.0017222001,-0.0004961485,-0.0099180063,-1.59593e-05,-0.0001800967,-0.0181921776,-0.0004872119,-0.0070369777,-6.18801e-05,0.0,0.0017611458,-0.0063322837,-1.7296e-05,-0.0004809528,-0.0092835752,0.0,-0.0199987548,-0.0003854709,0.0005984719,0.0,-0.0011956145,-0.0002283191,-0.0001746589,-0.0035376322,-0.0002772784,-0.0056009023,-2.86509e-05,-0.0207652078,-0.0005187902,-9.13827e-05,-0.0010103684,0.0,-0.0649108245,9.2392e-05,-0.0054709021,0.0,-1.78461e-05,-5.60808e-05,-0.0075866583,-3.25776e-05,-0.0035288375,-0.0020247404,-0.0009919185,-1.57549e-05,-9.29702e-05,0.0074147302,-3.29729e-05,-0.000775319,-0.0061166246,-0.0028280712,-0.0027553726,0.0203896163,0.0,-0.0003355184,0.0007253116,-0.0002667551,-0.0007403737,0.0395266855,-0.0001036544,-0.0005428635,-2.89406e-05,-0.0083989224,-0.0007390598,0.0866765783,-0.00404597,-2.25021e-05,-0.0133986352,-5.46763e-05,-0.0028908673,-0.000396387,-0.0035784868,1.64486e-05,-1.81317e-05,-0.0005660716,-0.0011123819,-0.0050395011,-2.09315e-05,-0.0002562017,-0.0005780488,-0.0157852392,-1.17168e-05,-3.6838e-06,-0.0002753381,0.0,-0.0001546903,-0.0006207634,-0.0001465422,0.0851910841,-0.0003039733,0.0001224172,-0.0027278529,-0.0001611836,-3.05652e-05,-9.55154e-05,-0.0060092076,-0.0081537323,-0.0053451323,-0.0052906326,-0.0007450099,-0.0003653307,-0.0002154247,-5.7354e-05,-0.0003409712,-0.0017772905,0.0378885936,-1.99326e-05,-0.0071042131,0.0007667057,-0.0001456968,-0.0039572776,-0.0055951611,-0.0105080049,0.0004966669,-0.0019333151,0.0,-6.92575e-05,-4.10691e-05,-3.09174e-05,-0.0010845554,-0.0015438628,-0.0133659002,-0.0048584769,0.0,-0.0017119746,0.0028118855,-1.9471e-05,-0.0001460443,-0.0005847838,-0.0334473796,-0.0011570977,0.0869848529,0.0,-3.85159e-05,0.0003163195,0.0,-0.0091862524,-4.80311e-05,-0.0002528181,-0.0001366345,-1.60985e-05,0.0012294574,0.0,-0.002043369,0.0,0.002335262,-0.0001508759,6.10899e-05,-0.0005512236,-0.00236702,-0.0014284644,-0.0304056761,-8.43777e-05,0.0,-2.42767e-05,-0.0002804415,-0.0003952321,0.0,0.0029875355,-2.39705e-05,2.99297e-05,-0.000198891,-0.0088975508,-0.0002299044,-0.0007459136,-0.0002176698,0.0,-0.0021554464,-2.38551e-05,-3.95918e-05,-2.20505e-05,-0.0099165355,-3.39528e-05,-0.0003544378,-6.83969e-05,-2.0147e-05,-3.12777e-05,-0.0002883248,-0.0110441885,0.0005775075,-0.0004459274,-0.0003621255,-1.5465e-05,-5.04335e-05,-0.0001980141,-0.0002158693,0.0,-1.87838e-05,-0.0122416941,0.0,-0.0016464703,0.0,-0.0005891185,-0.0002131585,-1.99756e-05,-0.0129212839,-0.0002745109,-8.7403e-05,-2.20386e-05,-7.1715e-05,-0.0001525259,-0.0005219343,-2.7476e-06,-0.0009444883,0.0,-0.0018095936,0.0,-0.0003436745,0.0012715033,-0.0216912184,-0.0047101414,0.0,-2.59721e-05,0.0,-0.0175916647,-0.008510391,-0.0217488325,-0.0010920918,-0.0070388434,-0.0166586693,-0.0184150334,-0.0088843871,-0.0086317047,-5.44818e-05,0.0006659658,0.0040700272,-0.0002703345,0.0382125811,-0.0023013311,-6.23017e-05,-2.69633e-05,-1.69593e-05,-2.39272e-05,-2.56383e-05,0.0041300633,-0.0004061014,-2.58387e-05,0.0004977827,-6.01355e-05,-0.0001565789,-0.0011618612,-0.0057038774,-0.0001255721,-9.99763e-05,0.0001675494,0.0,-0.0375741998,-4.65656e-05,0.0007626407,-0.0005694615,-2.54336e-05,0.0,-0.0070187097,-5.52521e-05,-0.0079548476,-1.80928e-05,-2.89626e-05,0.0001567938,0.000405072,0.0,-0.0123419598,-8.21601e-05,-4.18983e-05,0.0006996855,0.0035951483,-1.34909e-05,-0.0063054583,-0.0264487581,0.0121400895,-2.54008e-05,-1.81118e-05,-0.0099728262,-0.0002169556,-0.000517489,-0.0001833579,-6.20374e-05,-0.0017893007,-1.77217e-05,-0.0048514172,0.0,-0.0189906667,-0.0001358491,-5.51429e-05,-0.0001082447,-0.0018173473
Torracat,-6.67195e-05,-6.07007e-05,-6.9031e-06,0.0,-0.0006948418,-4.5872e-06,-3.02585e-05,-0.0001418923,0.0,-7.6812e-06,-7.09e-06,-9.43866e-05,0.0,-8.2864e-06,0.0,0.0,0.0,-0.0008382099,0.0,0.0,-0.0001940302,-0.0013725609,-0.000120665,0.0,0.022252329,-0.0016125341,0.0,0.0,-0.0042836901,0.0,-0.0011595009,-1.00346e-05,0.0,-3.26075e-05,-0.001079936,-2.8047e-06,-8.13406e-05,0.0,0.0,-0.0032431741,-6.26291e-05,-1.55635e-05,0.0,-0.0001938834,-3.71626e-05,-2.8324e-05,-0.0005978477,0.0,-0.0009098482,0.0,-0.003455553,-3.66162e-05,0.0,0.0,-1.91734e-05,-0.0105288805,0.0,-0.0008900592,0.0,0.0223211744,-8.0229e-06,-0.0014771554,0.0,-0.000613181,0.0,0.0,2.24e-06,0.0,-0.0002005257,0.0,-0.0001257283,-0.0009918961,-0.0004586964,-0.0004474799,-0.0005247608,-2.53096e-05,0.0,-2.49405e-05,-4.32571e-05,-0.0001200606,-0.0011334724,0.0004074688,0.0,-4.6931e-06,0.0,-0.0001216748,-0.0001063169,-0.0006561032,0.0,-0.0021801668,0.0002740185,-0.0004676639,-6.42447e-05,0.0,0.0,0.0,-9.17954e-05,-0.0001814161,-0.0009466157,-3.3943e-06,0.0,-9.40974e-05,0.0197720055,0.0,0.0,0.0,0.0,-2.6973e-05,0.0,-2.53084e-05,0.0,-4.9293e-05,0.0,-0.0004423547,-3.5038e-05,0.0,-2.19125e-05,-0.0009776132,0.0,0.0,-0.0008588692,0.0,0.0,-3.4962e-05,0.0,-5.52854e-05,-0.0002882094,0.022269167,0.0,-0.0011520346,3.257e-05,0.0,-0.000670418,-0.0010232073,-0.0017104356,-9.3331e-06,-0.0003161152,-5.62874e-05,-1.14661e-05,-6.6667e-06,0.0,-0.0006133221,-0.0007343078,-0.0021776212,-0.0007885801,0.0,-0.0002776175,0.0,-4.124e-06,-2.36829e-05,0.0,-0.0054635206,0.0,0.0,0.0,-6.2458e-06,-2.13771e-05,-3.3609e-06,0.0,0.0,-3.84008e-05,-2.2157e-05,0.0,0.0001471743,-4.51238e-05,-0.0004008625,-1.12439e-05,0.0,0.0,-5.78494e-05,0.0,-0.0003838411,-0.0002729307,-0.0049702702,0.0,-3.1032e-06,0.0,-4.49968e-05,0.0,0.0,0.0,-1.662e-06,-5.2939e-06,-3.22526e-05,0.0,0.0,-0.000120959,-3.27011e-05,0.0,0.0,-3.8684e-06,0.0,0.0,-0.0016081232,-5.5059e-06,-6.09401e-05,0.0,0.0,0.0,-4.48043e-05,-0.0017909116,-2.20337e-05,0.0,0.0,0.0,-9.1147e-06,-3.21072e-05,-3.5061e-05,0.0,0.0,-0.0033343702,-6.1477e-06,-0.0002748641,0.0,0.0,-3.4532e-05,0.0,0.0,0.0,-2.88863e-05,0.0,0.0,0.0,-8.4638e-05,-3.1368e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.003559946,0.0,0.0,-1.44743e-05,-3.5619e-06,0.0,0.0,-0.0039590325,0.0,-0.0011414992,0.0,0.0,-0.0014407114,0.0,-8.8349e-06,0.0,-1.49653e-05,0.0,-0.0001405028,0.0,0.0,0.0,0.0,0.0,0.0,0.0223236576,-6.58935e-05,0.0,4.64955e-05,-1.39453e-05,0.0,-0.0001883978,-0.0009255144,-2.03641e-05,-1.62126e-05,-1.24511e-05,0.0,-0.0060991907,3.17261e-05,0.0,0.0,-4.1244e-06,0.0,-0.001180701,0.0,-0.0012992239,-2.9815e-06,-5.2593e-06,0.0,0.0,0.0,0.0,8.62037e-05,0.0,0.0,-0.0001008238,0.0,-0.0011651916,-0.004288988,0.0,0.0,-5.222e-07,-0.0016792173,-5.74226e-05,-8.42966e-05,0.0,-1.01875e-05,0.0,-2.8738e-06,-0.0007862362,0.0,-0.003097152,0.0,-9.6615e-06,-1.75532e-05,-0.0002970768
Pikachu-Sinnoh,0.0020241475,0.0,0.0,0.0,-0.0641890768,-0.0004235511,0.0,0.0,0.0,0.0,0.0,2.2034321149,0.0,-0.0007612837,0.0,0.0,0.0,-0.0776153344,0.0,0.0,0.0,-0.1267256108,0.0,0.0,0.0,-0.1489018607,0.0,0.0,-0.3955273885,0.0,0.0,0.0,0.0,0.0,-0.0997998998,0.0,0.0,-0.1390874536,0.0,-0.2994530742,0.0,-0.0014374149,0.0,0.0,-0.0034313534,-0.0026152482,0.0,0.0,0.0,0.0,-0.3231099916,1.8532829803,-0.0012554493,0.0,0.0,0.0,0.3501492888,-0.0821828151,0.0,-0.0012926221,-0.0009637515,-0.1363882166,0.0,-0.0566177225,0.0,0.0,0.3507548416,0.0,0.0,0.0,0.0,-0.0915850756,0.0,0.0,0.0,0.0,0.0,-0.0023392105,0.0,0.0,0.0,0.0,2.2040582045,-0.0004333265,0.0,0.0,-0.0098172597,0.0,0.0,0.0,-0.0138739287,0.0,0.0,0.0,0.0,0.0,0.0,-0.0167510852,-0.0683941736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032794853,0.0,0.0,0.0,0.0,0.0,-0.0602777534,0.0,0.0,0.0,0.0,0.0,-0.0075868309,-0.0058741263,0.0,0.0,-0.0017138065,0.0,-0.0619100441,-0.0945201908,-0.1579300103,0.0,0.0,0.0,0.0,0.0,0.0,-0.0566300693,-0.067802306,-0.1928824426,0.0,0.0,-0.0256333231,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003467137,-0.0009879583,0.0,-0.0019709601,0.0,0.0,0.0,0.0,-0.0020458293,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024297521,-0.005517163,0.0,0.0,0.0,-0.4398972311,0.0,0.0,0.0,-0.0041969456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003571817,-0.0005935717,0.0,-0.1484834668,0.0,0.0,2.2113050477,0.0,0.0076356788,-0.0043132666,-0.1653643359,0.0,-0.0073302443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3129990552,0.0,-0.0253791186,0.0,-0.0088268727,0.0,0.0,0.0,0.0,-0.0026681633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0271153795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3466141128,0.0,0.0,0.0,0.0,-0.1330256878,0.0,1.8605237651,0.0,0.0,-0.0040023561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008428321,0.0,0.0,0.0,-0.0012876131,0.0,-0.009298651,0.0,0.0,-0.001475398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012367776,0.0,0.0,-0.184795721,-0.001446867,0.0,0.0,0.0,0.0,0.0,0.0,-0.0381642089,0.0,0.0,-0.1550477289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliwrath,-0.0040698177,-0.0033350172,-0.0004210882,-0.002496514,-0.0414353986,-0.000279819,-0.0018012115,-0.0086037212,-0.0002999818,0.0001929988,-0.0004324907,0.0132836149,-0.0067235813,-0.0004906532,-0.0001829334,-0.0001808516,0.0,-0.0507011248,-0.0028959874,-0.0139694494,-0.0111232223,-0.0687653151,-0.0071248778,-0.017021284,-0.0048738266,-0.0943598943,-0.0001578576,-0.0017754331,-0.2595461648,-0.0012111867,-0.0707061709,-0.0006069775,-0.0002354777,-0.0007525255,-0.0656425175,-0.0001710897,0.059141161,-0.0919017809,-0.0001954222,0.0016616741,-0.0038179204,-0.0002646996,-0.0019635129,0.010976291,-0.0021194197,-0.001317355,-0.036234803,0.0139476947,-0.0211681235,0.0,-0.2107311708,-0.00404952,0.0010833572,-0.0099944545,-0.0011695748,-0.5570554457,-0.0003384128,-0.0539319355,-0.0098006997,0.2683216017,0.0093783377,-0.0271038554,-0.000169091,-0.0146855817,-0.0200250296,-0.0098305945,0.001087585,0.0120685815,-0.0117756228,-0.0003261648,-0.0075110193,-0.0605003205,-0.0279804816,-0.0268233957,0.0242262034,-0.0015458267,-0.0032959587,-0.001545399,-0.0020360149,-0.0073088163,-0.0686213259,-0.0010253383,-0.0049781775,-0.0002038169,-0.0537507931,0.1062475036,-0.0038819403,-0.0400220909,0.0006539259,-0.1269817395,-0.0091145519,-0.0275752911,-0.0038787242,0.0131701121,-0.0022476305,-0.0001793572,-0.0055995192,-0.0100051694,-0.0575732252,-0.0001873386,0.0451166768,-0.0053639287,-0.1539698604,-0.0002698961,-0.0001600094,-0.0027236119,-0.0002958164,-0.001645353,0.0984470255,0.0011849666,-0.0057240192,-0.0029435769,0.0473393227,-0.0268529742,-0.0005656262,-0.0002783743,-0.0012377965,-0.0286096318,-0.1265919201,-0.0514261371,-0.0523883377,-0.005907911,0.1200368695,-0.0021318972,0.5439899244,0.0127505974,-0.0175707368,-0.0038565572,-0.0001971709,0.1976232324,-0.0011228359,0.0019918948,-0.0389963779,-0.0593556204,-0.1032996565,0.0774045902,0.0344870996,0.150756209,-0.0006994298,-0.0004066682,-0.0003058319,-0.0374121397,-0.0441415344,-0.0744292126,0.1557585942,-0.0053931084,-0.0168906994,0.0003569237,-0.0001110076,-0.0013793615,-0.0053143954,-0.0345733766,-0.0111438382,-0.0001997462,-0.0005306113,-0.0003725087,-0.0012837272,-0.0002050132,-0.0903111782,-0.0004751187,-0.0023255442,-0.0012896356,-0.0001592449,-0.0154949139,-0.0027515077,0.5342503425,0.0013093547,-0.0205016855,-0.0008248817,-0.0027004357,-0.0048316035,-0.0227655792,-0.0166437572,-0.2893011768,0.0003770787,-0.0001892937,-0.0012895455,-0.0027694417,-0.0043791855,-0.0107959215,-0.3491361959,0.0070829144,-0.0003080499,0.0055126959,-0.0874094726,-0.0022636575,-0.0056015069,-0.0005014263,0.0002161535,-0.0213815711,-0.0002359721,-0.0003128092,0.0,-0.0959398909,0.0037924928,-0.0032345936,-0.0006764479,7.32279e-05,-0.0002654849,-0.0028457609,-0.102704872,-0.0013204012,-0.0048392123,-0.0031755226,0.0,-0.0006503731,-0.001941081,-0.002076517,-0.0003316211,-0.0001817616,-0.1557013361,-0.0003750124,0.0894838421,-0.0129925364,0.0982405488,-0.0021065061,-0.000327343,-0.127793357,-0.0027154318,7.69578e-05,-0.00021008,0.0118625795,-0.0015903769,-0.0051629174,0.0022607918,-0.0091263545,-0.0006176112,0.0533777316,0.0,0.0462686774,-0.0123320571,-0.2166359194,0.1329705901,-0.0002490385,0.0017946732,-0.0002172764,-0.1745029005,-0.0842023874,-0.1409701205,-0.000867924,0.2012575513,-0.1646376129,-0.1745369071,-0.0878833966,-0.0922362219,-0.0004808701,-0.0008561512,-7.77515e-05,0.0206686201,-0.0085706977,-0.022905479,0.0,0.0003958606,-0.0001668195,0.0001314723,-0.000253602,-0.0005568169,0.0013826781,-0.0002302649,0.0166311454,-0.0008506612,0.0011755762,-0.0115308748,-0.0559174625,-0.0002565671,0.0,-0.0007595097,-0.0002238459,-0.3702628389,0.0,0.0001735571,-0.0056331148,-0.0002515862,-0.0001607462,-0.0451916112,0.0550714026,-0.0792462117,-0.0001818685,-0.000286874,-0.0115987264,-0.0002193978,-0.0011879522,-0.1198757499,0.0035683055,0.0224772808,-0.0002816503,0.0015734731,-0.0001754681,-0.0710999332,-0.2267178171,-0.0175104426,0.0542936522,7.98538e-05,-0.1008691998,-0.0036545771,-0.0040500843,0.0,-0.0006154246,-0.0187499939,-0.0001604812,-0.0478547484,-0.0002883428,-0.1860037316,0.0004073404,-0.0006290477,-0.0010074941,0.0139155469
