,Abomasnow,Aipom,Alomomola,Altaria,Ambipom,Amoonguss,Ampharos,Appletun,Applin,Arbok,Arboliva,Arcanine,Arcanine-Hisui,Arctibax,Ariados,Armarouge,Arrokuda,Articuno,Articuno-Galar,Avalugg,Avalugg-Hisui,Axew,Azelf,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculegion,Basculegion-F,Basculin,Baxcalibur,Beartic,Bellibolt,Bellsprout,Bergmite,Bisharp,Blissey,Bombirdier,Bonsly,Bounsweet,Braixen,Brambleghast,Bramblin,Braviary,Braviary-Hisui,Breloom,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Cacnea,Cacturne,Calyrex,Camerupt,Capsakid,Carbink,Carkol,Ceruledge,Cetitan,Cetoddle,Chandelure,Chansey,Charcadet,Charizard,Charjabug,Charmander,Charmeleon,Chesnaught,Chespin,Chewtle,Chimchar,Chimecho,Chingling,Cinderace,Clauncher,Clawitzer,Clefable,Clefairy,Cleffa,Clodsire,Cloyster,Coalossal,Combee,Conkeldurr,Copperajah,Corphish,Corviknight,Corvisquire,Crabominable,Crabrawler,Cramorant,Crawdaunt,Cresselia,Croagunk,Crocalor,Cryogonal,Cubchoo,Cufant,Cutiefly,Cyclizar,Cyndaquil,Dachsbun,Dartrix,Decidueye,Decidueye-Hisui,Dedenne,Deerling,Deino,Delibird,Delphox,Dewott,Diancie,Diglett,Diglett-Alola,Dipplin,Ditto,Dolliv,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drowzee,Ducklett,Dudunsparce,Dugtrio,Dugtrio-Alola,Dunsparce,Dusclops,Dusknoir,Duskull,Eelektrik,Eelektross,Eevee,Eiscue,Ekans,Electrode,Electrode-Hisui,Empoleon,Enamorus,Enamorus-Therian,Espeon,Falinks,Farigiraf,Feebas,Fennekin,Fezandipiti,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Fomantis,Foongus,Forretress,Fraxure,Frigibax,Froakie,Frogadier,Froslass,Frosmoth,Fuecoco,Furret,Gabite,Gallade,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Geodude,Geodude-Alola,Gholdengo,Gible,Gimmighoul,Gimmighoul-Roaming,Girafarig,Glaceon,Glalie,Glastrier,Gligar,Glimmet,Glimmora,Gliscor,Gogoat,Golduck,Golem,Golem-Alola,Goodra,Goodra-Hisui,Goomy,Gothitelle,Gothorita,Grafaiai,Graveler,Graveler-Alola,Great Tusk,Greavard,Greedent,Greninja,Grimer,Grimer-Alola,Grimmsnarl,Grookey,Grotle,Growlithe,Growlithe-Hisui,Grubbin,Grumpig,Gulpin,Gumshoos,Gurdurr,Gyarados,Hakamo-o,Happiny,Hariyama,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatran,Heracross,Hippopotas,Hippowdon,Honchkrow,Hoopa,Hoopa-Unbound,Hoothoot,Hoppip,Houndoom,Houndour,Houndstone,Hydreigon,Hypno,Igglybuff,Illumise,Impidimp,Indeedee,Indeedee-F,Infernape,Inteleon,Iron Hands,Iron Jugulis,Iron Leaves,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Jangmo-o,Jigglypuff,Jirachi,Jolteon,Jumpluff,Kilowattrel,Kingambit,Kirlia,Klawf,Kleavor,Klefki,Koffing,Komala,Kommo-o,Kricketot,Kricketune,Krokorok,Krookodile,Kubfu,Lampent,Landorus-Therian,Larvesta,Larvitar,Leafeon,Leavanny,Lechonk,Lilligant,Lilligant-Hisui,Litleo,Litwick,Lokix,Lombre,Lotad,Lucario,Ludicolo,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magcargo,Magikarp,Magnemite,Magneton,Magnezone,Makuhita,Mamoswine,Manaphy,Mandibuzz,Mankey,Mareanie,Mareep,Marill,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meloetta,Meowscarada,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Mimikyu,Misdreavus,Mismagius,Moltres,Moltres-Galar,Monferno,Morgrem,Morpeko,Mudbray,Mudsdale,Muk,Muk-Alola,Munchlax,Munkidori,Murkrow,Nacli,Naclstack,Ninetales,Ninetales-Alola,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Nymble,Ogerpon,Ogerpon-Cornerstone,Ogerpon-Hearthflame,Ogerpon-Wellspring,Oinkologne,Oinkologne-F,Okidogi,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Oshawott,Overqwil,Pachirisu,Palossand,Passimian,Pawmi,Pawmo,Pawmot,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phanpy,Phantump,Phione,Pichu,Pikachu,Piloswine,Pincurchin,Pineco,Piplup,Politoed,Poliwag,Poliwhirl,Poliwrath,Poltchageist,Polteageist,Primeape,Prinplup,Probopass,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Quilava,Quilladin,Qwilfish,Qwilfish-Hisui,Raboot,Rabsca,Raichu,Raichu-Alola,Ralts,Regidrago,Rellor,Revavroom,Ribombee,Rillaboom,Riolu,Roaring Moon,Rockruff,Rolycoly,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Sableye,Salamence,Salandit,Salazzle,Samurott,Samurott-Hisui,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandy Shocks,Sandygast,Sawsbuck,Scatterbug,Scizor,Scorbunny,Scovillain,Scream Tail,Scyther,Seedot,Sentret,Seviper,Sewaddle,Shaymin,Shelgon,Shellder,Shellos,Shiftry,Shinx,Shroodle,Shroomish,Shuppet,Silicobra,Sinistcha,Sinistea,Skeledirge,Skiddo,Skiploom,Skrelp,Skuntank,Skwovet,Slaking,Slakoth,Sliggoo,Sliggoo-Hisui,Slither Wing,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slugma,Smoliv,Sneasel,Sneasel-Hisui,Sneasler,Snom,Snorlax,Snorunt,Snover,Sobble,Spewpa,Spidops,Spinarak,Spiritomb,Spoink,Sprigatito,Squawkabilly,Stantler,Staraptor,Staravia,Starly,Steenee,Stonjourner,Stunky,Sudowoodo,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swanna,Swinub,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Tauros-Paldea-Combat,Teddiursa,Thundurus,Thundurus-Therian,Thwackey,Timburr,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torkoal,Tornadus,Tornadus-Therian,Torterra,Toxapex,Toxel,Toxicroak,Toxtricity,Trevenant,Tropius,Tsareena,Turtwig,Tynamo,Typhlosion,Typhlosion-Hisui,Tyranitar,Umbreon,Ursaluna,Ursaluna-Bloodmoon,Ursaring,Uxie,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Vespiquen,Victreebel,Vigoroth,Vikavolt,Vivillon,Volbeat,Volcanion,Voltorb,Voltorb-Hisui,Vullaby,Vulpix,Vulpix-Alola,Walking Wake,Wattrel,Weavile,Weepinbell,Weezing,Weezing-Galar,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Wyrdeer,Yanma,Yanmega,Yungoos,Zamazenta,Zangoose,Zapdos,Zapdos-Galar,Zarude,Zoroark,Zoroark-Hisui,Zorua,Zorua-Hisui,Zweilous,empty
Abomasnow,0.0,0.0,0.038983782259347066,4.780361174205883e-05,0.020547377227522645,0.0026198411646063957,0.0,0.0,0.0,1.4883930199438566e-09,0.00014659324071697455,0.007256705698230892,0.0002877952272062889,0.0,2.643731566998042e-09,0.7200257805989485,0.0,0.0,0.004446059552819626,0.08674053754463062,0.0,0.0,5.5382254338098846e-11,0.062203066940680285,0.0,0.0,0.0,0.0,0.0,0.003401513009301249,3.886584828971529e-07,0.0,3.8703725277448813,0.10948911553607454,0.0,0.0,0.0,0.0,0.0008145770906918814,0.0,0.0,0.0,0.0,9.117364665955918e-05,0.0,0.0,4.6576181614133016e-05,0.14925630653861321,9.861308020564508e-05,0.0,2.0403795319978713e-10,0.0,0.0,0.0,2.3515212183022882e-06,0.0,0.0,0.0,0.0,0.0,0.5304437859945659,0.6806257022305555,0.0,0.025743565252773992,2.4270277554361286e-07,0.0,3.880787078114345e-05,0.0,0.0,0.0,0.00041444522257627625,0.0,0.0,0.0,2.9015538471899305e-08,0.0,1.791181755634244,0.0,0.0,0.013118561191924505,0.0,0.0,0.02915405113087216,1.8544277052208,0.0,0.0,0.0003322151909713744,0.0,0.0,0.10194033409392184,0.0,0.0,0.0,8.471557224565274e-05,3.2430679837935905e-05,0.0016955448144228558,0.0,0.0,0.0010578604841409156,0.0,0.0,0.0,0.17390398059595807,0.0,0.0,0.0,0.0,1.7461785009609265e-06,0.0,0.0,0.0,0.0,3.910076035174015e-06,0.0,0.0,0.0,0.0,0.0003795174686032632,0.004279191340236133,0.0,0.013605771271424982,1.0402533279219028e-09,1.05039865694323e-11,0.5422745341661099,0.0,0.01290297472283386,0.0,0.0,0.0,0.0,2.799292382893448e-05,0.0,0.0,0.0,8.340377794513465e-07,0.0,0.0,0.0,8.13954398326544e-09,8.348434610283562e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303949760860864,0.007701084382285062,0.0008303351749495147,0.17351235805025433,5.266737690412526e-08,0.0,0.0,0.0,0.0,0.0030372491093175746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8598900197730472e-11,0.0,0.0,1.1340095529277505e-11,0.0,0.0,0.00022304146948509684,0.0,0.0,0.0,0.0,0.0009429665920355212,2.7289575213566946,0.0,5.551115123125783e-17,0.0,6.602225463830935e-05,0.025796908546068753,0.00015490122376826676,0.008029438743519135,0.0,8.823107513422634e-05,7.595928279835462e-05,0.0,0.0,0.14492468876189168,0.0,0.0,0.0,0.0,0.001981524380546662,0.0,0.012202712149106953,0.0,0.0,0.04776093812408999,0.0003877131498265518,0.0,3.399319714603166e-11,0.0,2.6466617828901917e-05,3.22603902770946e-05,0.014969684275154438,0.0,0.0,0.0,2.201474526308811e-05,0.0,0.0,1.6763077102697541,0.0,0.0,0.32007832586828777,0.0,0.0,2.80514900291573e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02064945770835752,0.0,0.0,0.0,0.0,1.713748031695355,0.0,0.0,9.571311925371528e-05,5.633020665907207e-05,1.1671918683878348,0.0,0.0,0.02290225930355505,1.723034560030534e-07,0.0,2.0054225985499663e-05,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0001192903430139447,0.0,0.0,0.0,0.0,1.9380648666800226e-05,1.8935161033573067e-07,0.007211238371744644,0.001384756505218021,0.056732257178452206,1.1142865630198173e-08,0.0,0.06813098785659949,3.1513184156617413e-07,1.216029049989882,2.1204769584059644,0.0,0.0,0.000259832255201653,4.860234683590203e-05,0.0,0.09122885809242964,3.3951887405562893,0.0,0.0,0.0009716369695498273,0.0045004036263943115,0.0,0.0,0.04895016366706395,0.0,0.0,0.0,0.00025620198694703555,0.0,0.0,0.21939115414445992,0.0,0.0,3.3861802251067274e-15,0.00014372234038390053,0.0,7.527680684349392e-08,0.0006327708637947072,0.0,0.0,0.00017183451754082535,0.0,0.0,0.0002589353150451723,0.00047352148044632614,0.0,0.0,0.0,0.0,0.0,0.0,0.0001068804827618064,0.0,0.0,0.0,0.0,0.0,0.0,4.825332032254437e-05,0.0,0.1062651303408203,0.009734597899928976,1.3542719756731714e-07,0.0,0.0,0.0,0.0,0.0,2.394744547107308e-08,0.02491558622134582,0.0,0.0,0.0,0.000754191697682205,0.0,0.0,0.0,2.7390555242590153e-05,0.2526052368701723,0.0,7.1331178413958085e-06,0.0,3.114588973951449e-07,0.013191464421246635,0.0,0.0,0.1719250386458852,0.027187760061256727,0.0,0.0,1.543436489725991e-10,0.0,0.0,0.0,7.497060582239978e-05,0.0,0.006666912445150108,0.0,0.0,0.0,1.5364523899275007e-06,0.1058911891784764,0.0,0.0,0.020265286959791684,0.0,0.0,0.0,0.0,3.7892244891812865e-07,0.0004979193266313464,0.006752861067134519,3.1602222209548e-05,0.0,0.0,0.0004936552347140077,0.0,0.0,0.0,1.805329338955275e-05,0.0,1.008471084418261e-12,0.0,5.421193050025863e-09,0.0,0.0,0.0,0.0,0.0,1.5227879683887835e-06,0.0,0.0260354803421583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9386622485058105e-05,0.0,4.735259832799876e-06,0.0,0.0,2.4392067338174783e-07,0.0,0.0,0.0,0.0,0.0052887058847992385,0.0,0.0,0.0,0.0,0.0,0.0,6.944011916198978e-06,0.0005836885730369779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5654144647214707e-14,0.0,0.0,0.0,9.370829001653647e-09,0.0,0.00014904566006807007,2.2570664148791053e-06,0.034250967394591214,0.0,0.737565226361511,0.0,0.0,0.0,0.0,0.0,0.028876514193987513,4.1066733347250306e-10,0.0,0.024916269210075948,0.0,0.0,2.1690112483874202e-09,2.108735735251166e-06,0.0,5.020274434303085e-05,0.0,0.002101191970486138,0.0,0.0,0.0,0.0,0.0,0.17053480837939422,0.025735307826891984,0.0,0.0,0.0,0.06213151076238421,0.0,2.628841719254371e-06,5.810116296939283e-05,0.0,0.0,0.0,0.0,0.0,2.421584802292376e-06,0.0,0.0,0.0,0.00044694808218759263,0.0,0.0,0.0,0.0,0.0,0.0072075432485529944,0.0,0.16123485954605754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4270132487069773e-07,1.9893514228597198e-05,0.257677756892513,0.6235735044505643,0.0,0.0,0.0,0.0,0.0,0.0,0.9531536512879064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.895180344937188e-09,0.0,3.5698601652645046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7812513073599554e-05,0.0,0.0015856971641600714,0.0,0.0,4.689804100621586e-12,0.0,0.0,7.975477024357858e-06,0.0,0.0,3.2815310246903096e-08,0.018209404237105875,0.0,0.0,0.0037052168549048248,0.0,0.000581961407634557,0.0,0.0,0.003494479567153874,0.022950049762157698,0.0001321699802625531,5.12865721724598e-07,0.027986208710968574,0.0016885255886822104,0.0,0.0,1.6013217973842586e-09,0.0004118161767838191,0.0,2.1689565699034574e-09,0.0,0.0,0.0,2.0850715405362763e-06,0.10268041545937195,0.0030773935584398338,0.05823388935435425,0.13865432119843946,0.0,1.57836462788552e-08,8.624212455288216e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4228097574852114e-06,6.0090656689992805e-06,0.0,0.006622091522036022,0.0,0.0,0.0,0.0,0.0,0.05557293466645302,0.0,0.13657030040442453,0.0,1.226135702414588e-07,0.030473525926963563,0.0,0.0,0.0,0.0,2.3366773904687221e-07,0.0,0.0,0.0,0.0,0.0,4.693614183204353e-06,0.0,0.14370254322439874,3.885780586188048e-16,0.20612084834857014,0.0018231675501763633,0.0,0.0,6.113090150211553e-05,0.0,0.0,0.0,0.0
Aipom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
