,Porygon-Z,Mandibuzz,Weezing,Primeape,Toxicroak,Volcarona,Roserade,Spiritomb,Stoutland,Liepard,Archeops,Snorlax,Hoopa,Swellow,Mawile,Ambipom,Slurpuff,Hitmonlee,Muk,Poliwrath,Machamp,Tyranitar-Mega,Gliscor,Altaria-Mega,Cresselia,Alakazam-Mega,Bronzong,Emboar,Chansey,Diglett,Diggersby,Latias-Mega,Forretress,Absol,Garchomp,Gardevoir-Mega,Vivillon,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Darmanitan,Milotic,Ditto,Aerodactyl,Eelektross,Lilligant,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Manectric-Mega,Rampardos,Mantine,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Scolipede,Aggron,Meloetta,Togekiss,Serperior,Heliolisk,Celebi,Arcanine,Omastar,Camerupt-Mega,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Golem,Durant,Staraptor,Pangoro,Granbull,Sharpedo-Mega,Slowbro-Mega,Pachirisu,Tauros,Klefki,Slowbro,Regirock,Gyarados-Mega,Kabutops,Raikou,Salamence,Haxorus,Kecleon,Glalie-Mega,Marowak,Leafeon,Porygon2,Crawdaunt,Crobat,Raticate,Mamoswine,Sandslash,Goodra,Tyrantrum,Rotom-Heat,Mew,Hippowdon,Kyurem-Black,Blissey,Politoed,Sceptile-Mega,Ampharos-Mega,Pinsir-Mega,Metagross,Garchomp-Mega,Exploud,Sylveon,Torterra,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Cacturne,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Electivire,Uxie,Musharna,Slaking,Delphox,Golduck,Rotom-Wash,Chesnaught,Avalugg,Talonflame,Honchkrow,Magcargo,Sawsbuck,Empoleon,Roselia,Zygarde,Alakazam,Dragalge,Metagross-Mega,Heracross,Feraligatr,Rhyperior,Quagsire,Florges,Wailord,Ninetales,Cottonee,Dragonite,Donphan,Gyarados,Vaporeon,Chandelure,Froslass,Reuniclus,Heatran,Ursaring,Barbaracle,Druddigon,Meowstic,Terrakion,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drifblim,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Hawlucha,Cloyster,Blastoise,Drapion,Torkoal,Excadrill,Victreebel,Smeargle,Whimsicott,Sharpedo,Magneton,Banette-Mega,Tentacruel,Medicham,Gengar,Thundurus,Aerodactyl-Mega,Scizor-Mega,Shaymin,Sableye,Dugtrio,Typhlosion,Abomasnow-Mega,Golurk,Suicune,Gourgeist-Super,Scizor,Manectric,Nidoking,Zapdos,Swampert-Mega,Gastrodon,Moltres,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Keldeo,Tyranitar,Noivern,Chatot,Registeel,Umbreon,Xatu,Heracross-Mega,Manaphy,Trevenant,Pikachu,Zoroark,Accelgor,Shuckle,Diancie-Mega,Galvantula,Abomasnow,Absol-Mega,Clefable,Sigilyph,Jellicent,Shiftry,Qwilfish,Mienshao,Latios,Ludicolo,Latios-Mega,Claydol,Sudowoodo,Flygon,Starmie,Escavalier,Malamar,Cherrim,Entei,Tangrowth,Scrafty,Espeon,Diancie,Lopunny-Mega,Azumarill,Miltank,Raichu,Jirachi,Dusclops,Hydreigon,Ariados,Cradily,Shedinja,Azelf,Swampert,Skarmory,Yanmega,Steelix-Mega,Hitmontop,Kingdra
Fletchinder,-0.0007346100433939629,-0.007288525592653702,0.0,0.0,0.0,-0.016998434430005753,-0.0014978877840410789,-0.00017768792700951025,0.0,-0.00016164667260817886,0.0,-0.002032226166076932,-0.0030108413363066243,-0.0002150089908479974,0.0,-0.00043377791125943894,-0.0004102454193227196,-0.00021877555463968904,0.0,-0.002020207059674231,-0.0006887476417856891,-0.008822777457709756,-0.048699596339788674,-0.027367723318279656,0.0,-0.01459104939576175,0.0012592287937667154,-0.0046433814425978015,0.513375947175252,0.0,-0.020525044806024316,-0.01618256499652777,-0.002588245193595159,-0.00015743971578669738,-0.2113769729469807,-0.03537839233320217,-0.0006012081425719487,-0.10980346632511911,-0.0006085979477167329,-0.002367158302626545,-0.005155810936977193,-0.0015237465744495219,-0.003774657610219178,-0.012426564506094613,-0.0011357556515715725,-0.00037621607823523265,-0.0001363247033618207,-0.007646174228839931,-0.005123332619530535,-0.07178450904658466,-0.4292263864099488,-0.0004761808795105437,-0.11175558216183022,0.0,-0.00239629162298546,-0.004680402091678744,-0.051857760742979264,-0.04749801714721744,-0.00019340098718564463,0.0,-0.0015453936331076485,-0.00021069523775819941,0.00812507781586315,-0.003127727521677659,-0.03764069815066156,-0.0001449794004175067,-0.008551172692135662,-0.026169701686084772,-0.04062165203064408,-0.0006093945141310452,-0.016501647370037734,-0.0022338830878944173,-0.004257715824943987,-0.0010212330206046368,-0.01761959417305001,-0.0067998696395337975,-0.0027146479802754395,-0.09995627442771117,-0.034889795187074045,-0.004633370504166094,0.006004195748114524,0.0,-0.0037875651706845035,-0.0005238081401774809,0.0004883330954959639,0.0,-0.028920872245461703,0.0,0.0,-0.022095309963507226,-0.06473038828153684,-0.0001359829160381477,-0.014932500497489381,0.0,-0.01861831070367966,-0.007013897676900231,-0.0015459526428035807,0.0,-0.0025452851258320817,-0.0005128843792344552,0.0,0.007510735514435343,-0.02754280744021826,-0.0011582371702701223,0.0,-0.013895636064604908,-0.00029019620214751964,-0.0020067455094578495,-0.0009345794784877099,-0.0015079588829575543,-0.03298919802825601,-0.028124114406245317,-0.07153876237915978,-0.005568793095579136,0.0,-0.0053092273625425295,-0.00048754362394378076,-0.11554696407511364,-0.013154415630597025,-0.00836494375325521,-0.0005245073464586359,-0.014644657248999892,-0.0003421657847787006,-0.0029805055372651417,-0.04956260441655062,-0.02374806938749351,-0.00014566688968800805,-0.08333630630844689,-0.0012852433893544909,-0.025496455533606695,0.0,-0.000164148623936249,-0.0004904602186977679,0.0,0.0,-0.0006404819249697182,-0.00018998514581956786,0.0,-0.17832205231775217,-0.01322603441694002,-0.00022008020916511163,0.2956214965578555,0.0,-0.00013278279823715318,-0.00024547902068243314,-0.01490143503535029,0.0,-0.004282962879294656,-0.014141782008354217,-0.004144038087622068,-0.11172715628485479,0.0,-0.0024349035608702547,-0.0021561739188083726,-0.04635365358781889,-0.0008644993874911737,-0.00012457085608712844,-0.0012013247310491957,-0.00011562007183631311,-0.1124491347372693,-0.0014131439617396614,-0.0076830694912948215,-0.003750233400418334,-0.006567691563205611,-0.0015479283716604449,-0.00653683015285013,-0.17027947540422617,0.0,-0.00014803582752724684,0.0,-0.0001937175834847248,-0.019690016106656043,-0.0012471685850409273,-0.0014991318081546473,-0.05220366343311271,-0.006265315609920709,0.4341403746345207,-0.010120389949250998,0.0,-0.002587907307737743,-0.016759387210286046,-0.0005675976780839685,0.0,-0.005314554092235191,-0.008398825196140438,-0.0001828701899183777,-0.00048784390406738764,-0.0003645699419484597,-0.2507181145180986,0.0,0.0,-0.004672732299835124,-0.00022954205584863166,0.005396093171868716,0.0021815187974104895,-0.013612433722002859,-0.00026476862975639576,-0.08322696728594098,-0.10612954885408858,-0.004837955214795326,-0.14174541328527768,0.0,0.0,-0.05260755325988708,-0.00010349137479458349,-0.002957131668006923,0.0,-0.042952645258712716,0.0,-0.02932085733239027,0.0,-0.011351757684473652,-0.10681439836863921,-0.008867109410570203,-0.015236598542880921,-0.00022005539079616513,-0.03022873301147353,-0.11181611932157268,0.5248121027645405,0.0,-0.18755444756179476,-0.1665936421946933,-0.0009266904946579662,0.0,0.0,-0.007593023524622612,-0.0032450398962797665,-0.06219798795205678,-0.21906999099152216,-0.0004115398538855533,0.005441027012801264,-0.0011552972155421902,-0.0001848827361133295,-0.005535731114891218,0.41191840342393937,-0.0013474973951793524,0.0,-0.0009916732981838938,-0.25921055804181986,-0.0005334368918750654,-0.006645355935206849,0.0,-0.00031671140959731826,-0.002799584485866909,-0.2654830100705336,-0.0008318035869697573,-0.0014547756170653788,0.0,-0.0004715601926584265,-0.00023363949886994406,0.40553036622610106,-0.00023844666293961928,-0.00016289868604780802,0.0,-0.0069916146888069665,-0.0689736439160236,-0.000275227862933648,-0.03407919676066689,-0.0008054233230754759,-0.12060885804966555,-0.10100681106115088,-0.00021055912703095935,-0.0002903797548050532,-0.11602243559923166,-0.00023742908792488468,-0.029409261130478113,-0.00012176893395215074,0.0,0.0,0.0,-0.0007412792222070677,0.4693775521803283,-0.0008658682196380751,-0.0002173124702340509,-0.0009248774098657708,-0.012027811094523179
Duosion,-1.5119484474527857e-06,0.0,0.0,0.0,0.0,0.0,-2.977612647053145e-06,-3.5824602802404765e-07,-1.160333846845682e-06,1.401401537407715e-07,0.0,-3.6660343013674293e-06,0.0,0.0,8.169892130294053e-07,0.0,0.00014828765200389126,0.0,-4.526485593671124e-07,-4.072998104181918e-06,-1.3734527569497679e-06,-1.778785777764064e-05,-9.819424959391798e-05,-5.520774134036749e-05,-2.747090435077223e-06,-2.941743830824873e-05,-2.6519643722530063e-06,-9.361656134269762e-06,-0.00020617456642032443,-2.89483419096012e-07,0.0,0.0,-5.218476277313842e-06,0.0,-0.0004261632518918691,-7.132743992036744e-05,-1.2121131906692515e-06,-5.52998464628338e-05,0.0,-4.719301963496074e-06,0.0,-3.0720697065514555e-06,0.0,-2.5294638151281064e-05,0.0,-7.58496960949208e-07,0.0,-1.541567703072672e-05,-1.0329299616943415e-05,-0.00014474335284582506,-0.0008710842283728606,-9.600420957873866e-07,-0.00022531368860440228,0.0,-1.053196516974962e-05,0.0,-0.00010455193695922,-9.576255483135849e-05,-3.899213451323481e-07,0.0,0.0,-4.679679658870958e-07,-5.609789077630664e-06,-6.30614226135114e-06,-7.588850433601122e-05,0.0,0.0,-5.1683668518043704e-05,-8.189849199726629e-05,-1.2286179720383979e-06,-3.326945034281801e-05,-4.488648891366922e-06,0.0,-2.0589375415416064e-06,0.0,-1.3709414595960179e-05,0.0,-0.00020152474683006287,-7.034232900619769e-05,-9.341472790657448e-06,-3.704257761815075e-07,-4.0873716939448807e-07,-7.6362201021865e-06,0.0,0.0,-7.730719274948439e-06,-5.830821017230183e-05,0.0,0.0,-4.455657517274571e-05,-0.00011265119298682315,0.0,0.0,0.0,-3.753691674128964e-05,-1.4087728102099068e-05,0.0,0.0,-5.131623237564681e-06,-1.0340410871662404e-06,0.0,-6.8635493690297066e-06,-5.5514702360903565e-05,-2.510803401033876e-06,-2.641705077252292e-07,0.0,0.0,0.0,0.0,0.0,-6.650665560207343e-05,-5.6701905824569485e-05,-0.00014380017980460816,-1.1227405855624988e-05,0.0,-1.0704087424480906e-05,0.0,-0.00023295758886111623,0.0,-1.6864815652321424e-05,0.0,-2.952863963958426e-05,0.0,-5.955889130106148e-06,-9.992462358470803e-05,-4.7895716913530956e-05,0.0,-0.0001500656370348405,-2.634402306633039e-06,0.0,0.0,0.0,-9.888310860842095e-07,9.73761522701275e-07,-9.760852671120196e-07,-1.2912942036938878e-06,-3.830345681846127e-07,-8.478014803156031e-07,-0.00035952026995192073,0.0,0.0,-0.0003716188558866179,-3.095004934843024e-06,0.0,0.0,0.0,0.0,-8.635005805029549e-06,-2.8511657198579867e-05,-8.371436694412956e-06,-0.00022535384731783208,0.0,0.0,-4.347548322544657e-06,0.0,0.0,0.0,-2.4220256674378947e-06,-2.3310498354095387e-07,-0.00023943399389064925,0.0,9.221728788806571e-07,-7.561194436231533e-06,-1.324131001774079e-05,-3.120823329960575e-06,-1.3179093050101069e-05,-0.00034330539396013347,-4.0695954458409817e-07,0.0,-2.707853706141649e-06,0.0,-3.969761311825816e-05,-2.5144564951697938e-06,0.0,-0.00010524770230584312,5.319351857346637e-06,0.0,-2.0404011994402148e-05,0.0,0.0,0.0,0.0,-5.799475547256416e-07,-1.071589172312474e-05,-1.2850694714404917e-05,0.0,0.0,0.0,-0.000501397649009412,0.0,0.0001480212601522632,-9.420831249667589e-06,-4.6278278603605874e-07,-1.2429647193482377e-05,0.0,0.0,0.0,-0.00016779630501381838,-0.00021198802907359477,-9.753941965313159e-06,-0.00028577703957175914,0.0,0.0001447481800405006,-0.00011054382156150176,0.0,1.1989136130100927e-05,-1.3475302538993575e-06,-8.659807210322873e-05,1.622024419579781e-06,-5.911463171854713e-05,0.0,-2.2894325496478435e-05,0.0,0.0,0.0,0.0,-6.095460551138746e-05,-0.0002254357244386546,-0.0001831182575438532,-0.00020909077130905606,-0.00037813396685847556,-0.0003358742786183333,-1.8667055386093538e-06,0.0,0.0,-1.5405999010909115e-05,-6.542419145725336e-06,-0.00012131673856346264,-0.00044124599726829767,-8.297174474253384e-07,-1.5074973413542772e-06,-2.3292518232928952e-06,-3.195528374613647e-07,-1.1161533111469902e-05,0.0,0.0,-1.2737312818443117e-06,-1.9993450297505807e-06,-0.000522601228610299,1.5502823205421417e-05,-1.3397895030658971e-05,-3.3271412037920896e-07,0.0,-5.644323560160032e-06,-0.0005352647652055621,0.0,0.0,0.0,0.0,0.0,-0.00015632195852596214,0.0,0.0,-2.685589415628214e-07,0.0,-0.0001390601894458315,-7.824400780042826e-07,-6.828068631899488e-05,0.0,-9.404826055728382e-05,-0.00020364280025897587,0.0,0.0,-0.00021590775696821426,-4.7657725598573723e-07,-5.929286518241556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.381331623476577e-07,-1.8724121621664447e-06,0.0
Lombre,-4.838235031848914e-05,0.0,0.0,0.0,-0.00014148211803502358,-0.0010966731890326294,-9.663792155103735e-05,0.0,0.0,0.0,0.0,-0.00013111136555335045,0.0,-1.3871547796644996e-05,-3.719701567346729e-05,-2.798567169415735e-05,0.0,-1.7234246116073456e-05,0.0,-0.00013033593933382137,-4.443533172818061e-05,0.0,0.0005734388350376266,-0.0017666471533576732,0.0,-0.0009413580258639594,0.0,-0.0002995729962966324,-0.0065976032228227885,0.0,0.0,0.0,-0.00016699124087404295,0.0,-0.01363722406115443,-0.0022824780774517582,0.0,-0.007084094601803869,0.0,0.0,0.0,0.0,0.0,-0.0008094802306187953,0.0,-2.427201787478466e-05,0.0,-0.000493301664983255,0.0,0.0,-0.02787469530793154,-3.072134432400021e-05,-0.007210038131825471,0.0,0.0,0.0,-0.0033456602546446707,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020179655236295894,-0.002428432138752359,-9.353509704355273e-06,-0.0005615620126265308,-0.0016883678641868149,-0.002620751743912521,-3.931577510522873e-05,-0.001064622388524742,0.0,0.0,0.0,0.0,-0.0004387012670707257,0.0,-0.0027331370765119045,-0.002250954528198326,0.0,0.0,0.0,-0.00024435904326974595,-3.379407355983748e-05,0.0,0.0,-0.0018658627255136585,0.0,0.0,-0.0013842223043752952,0.0,0.0,0.0,0.067594785689392,0.002514473486328839,0.0,-9.998528453049751e-05,0.0,0.0,-3.3089314789319693e-05,-1.1195701263800749e-05,0.0,-0.0017769547495206156,0.0,0.0,0.0,0.0,0.06769625822759434,0.0,0.0,-0.002128333627888609,0.0,0.0,0.0,0.06685570829505542,-0.000342530775137566,-0.00019754430240106872,-0.003738988021505612,0.0,-0.0005396741036788755,-3.3839183642492644e-05,-0.0009448563366248016,0.0,0.0,-0.003197587954710657,-0.0015326629412329906,0.0,-0.005376535868422108,-8.430087381225725e-05,-0.0016866028387329398,0.0,-1.1971967565035426e-05,-3.1642594754694705e-05,-9.947708994648118e-05,0.0,-4.132141451820441e-05,-1.2257106181907606e-05,0.0,0.056321077041355964,0.0,0.0,-0.011891801659598704,-9.90395883808902e-05,-8.566632144332464e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015644526959500727,0.0,0.0,-5.676230800218016e-05,0.0,-7.750482135801263e-05,-7.459359473310524e-06,-0.007661497465077159,-0.0002603799367607732,-0.0005009960958556682,-0.00024156787911630505,0.0,-9.947600371563438e-05,0.0,-0.007270117784674164,0.0,0.0,0.0,0.0,0.0,-8.04626078454334e-05,-9.671818117126757e-05,0.0,0.0,-0.003253655936774581,-0.0006529283810814489,0.0,0.0,0.0,0.0,-1.855832175122053e-05,-0.0003429085351399917,-0.0005418596902568566,0.0,0.0,0.0,0.0,-1.2338161279622786e-05,-3.499198566001551e-05,0.0,0.0,0.0,-5.1553518193824804e-05,-0.0008782215277106012,0.0,-0.005369480031669119,-0.006847067668005716,-0.0003121261428900211,0.05868086029775241,0.0,-0.00013973054985103798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006891251507654144,-0.000572071574875497,0.0,0.0,0.0,-0.007213943182036948,-0.005818196140250735,-0.00669090468189157,-0.012100286939471218,-0.010747976915786666,0.0,0.0,0.0,-0.0004929902395760225,0.0,-0.004012773416261796,-0.014133547805904657,0.0,-4.823991492333687e-05,-7.44259911850977e-05,0.0,-0.00035716905956703686,0.0,-8.693531517773384e-05,-4.0759401019017974e-05,0.0,-0.01672336169012003,0.0,-0.0004287326409810871,0.0,-2.0432994167568924e-05,-0.00018061835392689738,0.0,-5.36647448052398e-05,0.0,2.4863790878258068e-05,0.0,0.0,-0.005098449659894294,0.0,0.0,0.0,0.0,-0.00444992603982295,0.0,-0.00219865785488265,0.0,-0.007781156515800648,0.0,0.0,0.0,-0.007498398908631993,-1.4672722953370483e-05,0.0,0.0,-1.3494036458427553e-05,0.0,0.0,0.0,-0.009436206859739574,0.0,0.0,0.0,0.0
Swellow,0.0076870475039994505,-0.008651795505405176,0.0007595465654337624,-0.0005695830314481241,-0.0050555514363637265,-0.05718613537164642,0.03148171354196894,-0.0006645463819777805,-0.0021491929502188444,0.02392849447917828,0.02470918690377729,0.001984657076931555,-0.011219313718920017,0.0,-0.002162590686283667,0.033558912583327494,0.014332544407623537,0.019787027468826924,-0.0002861753929218477,-0.007348533634921506,-0.0014518083265910235,-0.03297083205373381,-0.12478772494856671,0.04729064216743292,-0.0059604735936728504,-0.04157352486445235,-0.004845212930048484,-0.017327917301033762,-0.2895053088750005,-0.0005369917424231023,-0.07676141540471013,-0.055350522705149965,-0.0013112444703416298,0.09558403380897942,-0.7599905553029085,-0.010247499397399135,0.0016518882623026438,-0.3259416268749452,0.0012399852750431366,-0.005701454537211064,-0.01928230411310946,0.0449232251116549,-0.01216107234033993,0.019730881941117086,0.03857319269602884,0.07638726296367918,-0.0005089597132788153,0.2991633964047999,0.3283669377524305,-0.2375519201025923,0.019736642613847222,-0.0017769314017590874,-0.39734815191616135,-0.05363927846404575,-0.016544781923468626,0.01149052190953941,0.3539810404779027,0.7935599520031176,-0.0007228059443557806,-0.00042848283263535893,-0.005448848063331481,0.005718875419944804,-0.010433827677579634,0.06180907476201751,-0.14020014623055033,0.013283842747863248,-0.030218140887828614,-0.05528266008810344,-0.046124232805773574,-0.0022390094136419095,-0.05900058792936981,0.043623230341481446,-0.015840639977864848,-0.0038077864583923042,-0.062340521145207314,0.005118251260435552,-0.008608150061823786,0.09698054138263384,-0.09824763711073778,0.0007295853220015101,-0.0004788583776556899,-0.0007229672778281104,1.003437898889273,0.08196350025939231,-0.0005892023049357399,-0.014340350690739113,-0.10702462070110227,-0.0011408356652714902,-0.0017496930472006575,-0.05919676456675785,-0.2422071169984706,0.5387291593643372,-0.05507905111456181,-0.013345148039276021,-0.06365033785106629,0.0033594865877205685,-0.0024246414432219686,0.019407677009864458,0.009039390386163281,-0.0019070819408155502,-0.00012793765684680249,0.10839409634540427,0.7465684142439005,0.10554202256474039,-0.0004785898406515131,-0.04852594591539038,0.020500165477596623,-0.0022448662900838023,-0.0031632839510931654,-0.005623317883630637,0.3262847122244728,-0.09823709510769642,-0.24824176525210134,-0.01999309859549163,-0.053375532943023545,-0.011978881922595108,-0.011382745078067252,0.1102965159037752,-0.04061272135124391,0.003687972054901442,0.0024802480985394045,-0.035165450386923966,0.013299296291728244,0.03744634834862516,-0.14546720113485517,0.009490555606983461,0.0022120588348243635,-0.280215057738519,0.045446308547496025,-0.09769921728776537,-0.0017526929712824747,-0.0006893568085992213,-0.001681711971612619,-0.002439251450982776,0.008249547094779618,0.008823240260707825,0.004609767003465986,-0.0015583802335462419,-0.6599150000900553,-0.04290967354461259,0.001970804242750988,-0.2032131086875396,0.2011300705201992,-0.0004944158146934316,-0.0009180717406570837,-0.0233316678558897,-0.0004831024993142846,-0.0047871438620561806,0.013792629575382805,-0.005607703828260648,-0.3846480227117162,0.03465041012888917,0.024212662293640524,0.010098093777582137,-0.17097570769412943,-0.0021852816325647903,-0.0004637773578536344,0.10136011485510256,0.0,-0.4093793597772223,0.07207752813164213,0.05736500255437449,-0.010004519616712917,-0.021960722380735723,-0.0024632448272784426,-0.021183327672196755,-0.5566269139702538,-0.0006652894536052822,0.0013803623505374476,-0.005023026529495535,-0.00042151499436066553,-0.07246079293213002,-0.0015701286022131817,0.04277019347649263,-0.09404482501008526,0.02590051690500398,-0.15208403821284505,-0.03403323733614236,-0.003032111090085822,-0.006858363419186117,-0.062102187051554236,-0.0021062540404229377,-0.0010758021818958283,-0.01371073438075477,0.010493117369774305,-0.001356784613588438,0.0014135353283575844,0.0004762743657717155,-0.23748325411691396,-0.0007526284792083141,0.06073680174345335,0.015946502935204013,-0.0005159282887295623,0.6432254028387772,0.01228106582035306,0.013930599832194267,-0.0007745501935807117,-0.18811254412161327,-0.3941931646329864,0.028283464247940697,-0.5121398816734296,-0.0014589045803292424,0.03363619812066855,-0.1826871091449801,0.018541346080656173,-0.011059258339598543,0.0011197210834861474,-0.1606252098846688,-0.0006197707608886676,-0.0652304381739509,-0.0004788460731091841,0.024099564186312025,-0.38763419058787835,-0.030293930100119416,-0.05491214579901971,-0.0008205313993887255,-0.10850372642380635,-0.301754338771339,-0.1884331109465634,0.4478977932266082,-0.6929280914293754,-0.5261187884900602,0.036393298656151034,0.0018804909339835035,0.0942583648419027,0.06606472004884957,-0.00918214729172542,-0.22501396998935244,-0.29045550817728416,0.001046870924501184,-0.00018090241846506266,0.0010898855385387948,-0.0006900177048118686,-0.020694279687626483,-0.24714008299815074,0.028142399352141412,-0.002362771527821198,-0.0036389731102620493,-0.0919654977359523,0.013082213959876418,-0.013468374414010702,0.0001232814278348287,0.0,0.0048240638981476795,-0.9615864370526166,5.8096890135281125e-05,-0.00544074348719858,0.0018887828031702875,0.013498799425462088,0.000291145944045487,-0.0438329326672412,-0.0008917611278058022,0.008304881706464512,-0.0004981768365990337,-0.02621405435057833,-0.2526840352862383,-0.0011197252675558562,-0.12077978262745728,-0.0030122166580356016,0.11205688875642461,0.2073145080157769,0.007175701499542276,0.000714903765936028,-0.43332684091430324,-0.0007962601650299826,-0.10708440235440041,-0.0004554049286879556,-0.0007803527898201375,-0.07554777939632902,0.27662595832872255,0.003004853508801635,-0.27388233719991173,-0.0032370772633852833,-0.0008122414245452101,0.5357610469518918,-0.04353470341248244
