,Porygon-Z,Mandibuzz,Bronzong,Volcarona,Accelgor,Raichu-Alola,Thundurus,Toxicroak,Spiritomb,Liepard,Archeops,Snorlax,Uxie,Vanilluxe,Barraskewda,Mimikyu,Lurantis,Machamp,Coalossal,Tornadus,Cresselia,Xurkitree,Mew,Blaziken,Diggersby,Weezing-Galar,Articuno-Galar,Absol,Garchomp,Slurpuff,Ferrothorn,Krookodile,Zapdos-Galar,Kommo-o,Darmanitan,Milotic,Ditto,Flygon,Marowak-Alola,Toxapex,Dhelmise,Latias,Landorus-Therian,Lapras,Bisharp,Toxtricity,Kyurem,Lucario,Sirfetch'd,Regidrago,Aurorus,Mantine,Nidoqueen,Cinccino,Altaria,Sharpedo,Doublade,Scolipede,Aggron,Slowbro,Heliolisk,Arcanine,Omastar,Corsola-Galar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Rhyperior,Latios,Durant,Tapu Bulu,Incineroar,Moltres-Galar,Araquanid,Moltres,Cloyster,Tauros,Klefki,Togekiss,Dracozolt,Salamence,Arctozolt,Metagross,Haxorus,Vikavolt,Hitmonlee,Glaceon,Leafeon,Wigglytuff,Porygon2,Melmetal,Crawdaunt,Crobat,Mamoswine,Goodra,Druddigon,Starmie,Chansey,Celesteela,Hippowdon,Centiskorch,Duraludon,Blissey,Slowbro-Galar,Politoed,Vespiquen,Kabutops,Buzzwole,Exploud,Shiinotic,Sylveon,Decidueye,Steelix,Raboot,Amoonguss,Urshifu-Rapid-Strike,Seismitoad,Aron,Lanturn,Flapple,Blacephalon,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Lycanroc,Umbreon,Alakazam,Heracross,Blastoise,Togedemaru,Pangoro,Quagsire,Jolteon,Grapploct,Dragonite,Zarude,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Froslass,Reuniclus,Ribombee,Heatran,Barbaracle,Tyrantrum,Dragapult,Terrakion,Dubwool,Gardevoir,Regieleki,Conkeldurr,Slowking,Drampa,Stunfisk,Audino,Hawlucha,Sandslash-Alola,Roserade,Drapion,Braviary,Torkoal,Excadrill,Polteageist,Bewear,Comfey,Grimmsnarl,Linoone,Regigigas,Arctovish,Tentacruel,Zeraora,Gengar,Swampert,Corviknight,Tapu Fini,Sableye,Slowking-Galar,Primarina,Necrozma,Golurk,Suicune,Indeedee,Scizor,Nidoking,Zapdos,Cobalion,Rillaboom,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Glastrier,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Aegislash,Electivire,Noivern,Registeel,Cursola,Xatu,Nihilego,Sceptile,Charizard,Trevenant,Pikachu,Zoroark,Salazzle,Shuckle,Galvantula,Abomasnow,Crustle,Clefable,Jellicent,Shiftry,Stakataka,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Clawitzer,Hatterene,Rotom-Heat,Escavalier,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Sandaconda,Espeon,Diancie,Ninetales,Kartana,Azumarill,Aerodactyl,Articuno,Jirachi,Dusclops,Inteleon,Hydreigon,Golisopod,Shedinja,Azelf,Tsareena,Skarmory,Hitmontop,Whimsicott,Obstagoon,Kingdra
Mr. Mime-Galar,0.0,0.0058868729,0.0,0.0022397922,1.09141e-05,0.0,3.75119e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23575e-05,2.043e-07,0.0,8.19416e-05,6.2447e-06,0.0,0.0,0.0,0.0,8.4361e-06,0.0,2e-10,3.1e-09,0.0001150351,0.0022267757,0.0018297513,0.002249785,0.0,3e-09,0.000941126,0.0018297513,0.0,0.0,0.0,0.0,0.0,0.0002228571,2.15035e-05,0.0022482606,0.0,0.0016165913,5.1226e-06,0.0,2e-10,7.1756e-06,0.0,1.17479e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14849e-05,0.0,0.0022376441,0.0,0.0,7.036e-07,2.5273e-05,2e-10,0.0,8.4289e-06,2.527e-05,0.0,0.0,1.423e-07,2e-09,0.0005991411,1.425e-07,8.4289e-06,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,5.387e-07,0.0002274261,0.0,0.0,0.0,0.0,0.0,1.423e-07,0.0,0.0,0.0,3e-10,2.23575e-05,0.0,0.0,3e-09,0.0,5.60568e-05,0.0,3.316e-07,0.0,9.5781e-05,2e-09,0.0094965905,7.1e-09,0.0,0.0,0.0,7.5955e-06,2.1462e-06,0.0,1.15542e-05,1.94e-07,9e-10,0.0,5.8451e-05,7.5956e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056642485,0.0,0.0,0.0,0.0,0.0,7.1756e-06,0.0,0.0,0.0,2e-09,0.0,0.0,1.6357e-05,0.0,4.08e-08,0.0,2.23578e-05,7.5967e-06,0.0,5.84511e-05,0.0,0.0,0.0,0.0,2.043e-07,0.0,0.0,0.0,0.009287889,0.0056642414,0.0,0.0,5.9202e-06,0.0,0.0,0.0005919676,0.0,0.0038353603,5.9131e-06,3.5e-09,1.10354e-05,0.0,0.0,0.0093044243,7.7998e-06,0.0,5.8451e-05,0.0,0.0,0.0037546945,2.1461e-06,3.76769e-05,0.0,7.1e-09,0.0,3.319e-07,1.83e-08,0.0,2.045e-07,0.0,0.0,0.0,0.0,0.0,2.3346e-06,5.1225e-06,0.0,0.0,0.0,5.9131e-06,1.937e-07,0.0,0.0,0.0,0.0,0.0002228571,2.043e-07,8.4289e-06,0.0040573471,5.8451e-05,7.1756e-06,0.0,2.4e-09,0.0,0.0,0.0,2.14849e-05,0.0,0.000592207,0.0,0.0,0.0,0.0,0.0,3.7512e-05,0.0,0.0,0.0,5.60568e-05,0.0,0.0,0.0,1.10791e-05,3e-09,1e-10,3.738e-07,1.84e-08,0.0,0.0,0.0039846968,0.0,0.0,0.0,0.0,1.2e-09,0.0,0.0,5.1645e-06,0.0
Eevee,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.000156267,0.0,0.0,0.0,1.39e-08,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,2.2712e-06,0.0,3.1443e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,2.814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81406e-05,0.0,0.0,0.0,4e-10,0.0,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5826e-06,0.0,1.5826e-06,0.0,0.0,6e-10,0.0001698472,1.6941e-05,0.0,0.0,0.0,0.0,5.22e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.1448e-06,0.0,0.0,3.1449e-06,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,1.10651e-05,5e-10,0.0,0.0,0.0,5.7227e-05,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,1.9637e-06,0.0,0.0,1.14399e-05,0.0,0.0,0.0,0.0,0.0,5.22e-08,1.89021e-05,0.0,5.7227e-05,0.0,1.42e-08,0.0,0.0,1.89618e-05,0.0,0.0,0.0,0.0,1.5826e-06,0.0,0.0,1.9633e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9643e-06,0.0,0.0,6e-10,3.1443e-06,0.0,0.0,0.0,1.5826e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0001562673,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22e-08,2.84476e-05,0.0,6.79e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.814e-05,3.1443e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torracat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2995e-06,5.7278e-06,0.0,0.0,0.0,0.0,0.0,0.0021181848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48e-08,5.7278e-06,0.0,0.0,0.0,0.0,0.0,0.0041967034,0.0,0.0,0.0,0.0,1.2856e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48e-08,0.0,0.0021181848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7278e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020785187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48e-08,0.0,0.0,0.0,0.0,0.0020785187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08571e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-09,0.0020785187,0.0,0.0,0.0,0.0,0.0041967034,0.0002216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009682457,0.0,0.0,5.7278e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.48e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2856e-06,5.7278e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002203361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliwrath,1.612e-07,0.0008412292,0.3965077391,0.0004038088,0.0001332872,3e-10,1.49e-08,0.0013295555,0.0,0.0,0.0,0.0016933871,0.0,0.0,0.0636041735,0.0,0.0,1.7321e-05,0.0,0.0,0.0,0.0,0.0148584142,0.0005205984,0.0137348384,5.5968e-06,1.326e-06,0.0,0.006759289,0.0,0.1057313969,0.0166567528,0.0008026392,0.000764084,0.0,2e-10,0.0004971763,1.3757e-06,0.4551098679,4.40474e-05,0.0,0.0,0.0274549698,3.0168e-06,0.0013004604,1.2e-09,5.2394e-06,0.0007637615,0.0,2.126e-06,0.0,0.0,0.0005279468,0.0,0.0166246894,0.0,0.0,0.0,0.0,1.53434e-05,1.2512e-06,0.0003297877,0.0630861028,0.0,0.0,2.64567e-05,0.0008412292,0.0004749877,0.0016354763,0.0,0.0,4.00372e-05,0.0,0.0002015886,1.73206e-05,0.0,2.51e-08,0.0137501958,6.62435e-05,0.0,0.0015085444,2.2246e-06,0.0146126113,2e-10,0.0,7.405e-07,1.1e-09,0.0,0.0,4.7e-09,4.7e-09,0.0,0.0014683863,0.0008073938,3.69869e-05,3.83851e-05,1.93e-07,0.0053924705,1.2e-09,0.0146197712,0.0205452596,3.90057e-05,0.0,7.405e-07,0.0,0.000310402,1.8166e-06,0.4722939816,0.0,0.0,0.0,1.10382e-05,1.9372e-06,8.6324e-06,0.0002590315,0.0,0.0,0.0032190681,0.0014854619,0.4668450635,2.49331e-05,0.0082067908,0.0,0.0035086992,2.8396e-06,0.5473911006,0.0,0.0002647006,0.0,0.0,3e-10,0.000329497,2.2229e-06,0.0001606963,0.0004924625,0.0,0.0001362231,0.0196040372,1.73206e-05,0.0016077565,0.0,0.003229328,0.0035086954,1.29e-08,4e-09,1.9373e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.7495e-05,0.0,0.0,0.0,0.0231633008,0.0,0.00093635,1.49e-08,0.0,0.0,0.0007810818,0.0,4.3e-09,0.0,0.0,1.1e-09,0.0002731268,1.056e-07,0.0,0.0,0.000527624,2.3e-09,0.0,0.0,0.0574805271,0.0053089536,0.0059388265,0.0080413482,4.1081e-05,0.0,2.65307e-05,0.0137352663,6.97189e-05,5.684e-07,0.0,0.0,4.9e-09,0.0016776344,0.0006025847,0.0824988769,0.0002590315,0.0037546708,2e-10,0.0137348384,0.0013005722,0.0005087039,0.0184340885,8.3677e-06,0.0,0.0015110431,1.986e-07,3.228e-07,0.0001758683,8.84627e-05,0.0014681934,1.12398e-05,0.0,4.7e-09,0.0196024226,0.0,0.0004023183,0.0167971295,1.1351e-06,0.0030663872,0.0003639703,4.398e-07,0.0005599255,5.05e-08,0.0035086954,0.0,0.0125729482,1.4e-09,0.0,0.0,1.76e-08,0.006470418,0.0035086954,0.0547802292,0.0,0.0,0.0001603145,0.0,0.0,3.228e-07,0.0166247945,0.0005276567,1.1038e-05,0.0003868889,0.0,2e-10,0.0203789505,0.0001349406,0.000452035,0.0,0.0030687724,0.0,4.5e-09,0.0002019065,0.0,0.0196273557,0.0,1.186e-06,0.0004325234,0.0,2.25e-08,0.0,0.0463877432
Emolga,2.77e-08,0.0,0.0,0.0001038977,1e-10,8.5895e-06,1.0263e-06,8.83498e-05,0.0,1.9313e-06,0.0,0.0021087301,0.0,0.0,2.7488e-06,5.38536e-05,2.08915e-05,0.0,0.0,0.0,0.0,0.0,0.0001028064,0.0001375786,0.0,0.0,0.0,0.0,0.0050448933,1.6298e-05,0.0001173427,0.0,0.0003285231,0.0,0.008125506,0.0,0.0,4e-10,0.0,1.6e-09,0.0,0.0,0.0092765467,0.0003156956,2.50529e-05,0.0,0.0,1.13613e-05,0.0,0.0,0.0,9.60472e-05,0.0,2.24e-08,0.0001173327,5.3e-09,0.0,0.0,0.0,0.0001092412,0.0,0.0,0.0,0.0,0.0,0.0003285231,1.9313e-06,0.0001354779,1.1166e-05,0.0,3.519e-07,1e-10,0.0,7.93998e-05,0.0,0.0,0.0,0.0026862894,0.0,0.0,0.0,0.0095159379,1.46224e-05,0.000198366,1.0263e-06,1.4474e-06,0.0063713061,0.0,1.01715e-05,2.07e-08,2.07e-08,0.0,1e-10,0.0111264497,0.0,1.0947e-05,0.0,0.0120762481,0.0,0.0,2.5e-09,0.0021110939,1.13613e-05,2.608e-07,0.0,0.0,1.2e-09,2.61e-07,0.0,2.608e-07,3e-10,0.0,1.9372e-06,0.0001028067,0.0,6.877e-07,1.9e-08,0.0108077479,0.0111261188,8.83499e-05,0.0,0.0,0.0,4.9e-09,1.63873e-05,0.0004069032,0.0,0.0001018615,0.0,8.4e-09,1e-10,0.0,0.0,0.0,7.26065e-05,0.0,1.417e-06,2.7488e-06,0.0,0.0061632493,0.0,8.1e-09,0.0,1.13613e-05,0.0082294023,1.9373e-06,0.0,0.0,2.59e-08,0.0003168792,0.0,0.0049373869,0.0001106083,0.0,4.987e-07,0.0,0.0,0.0,0.0,0.0,4.36578e-05,0.0,3e-10,0.0,1.4186e-06,0.0,0.0,0.0,0.0189201832,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,4e-10,0.0,0.0002222182,1.1841e-06,8.57759e-05,0.002682242,0.0,0.011132122,7.93998e-05,4.987e-07,0.0001014631,0.0,0.0,0.0,1.7668e-06,6.4112e-06,0.0,0.0003285231,0.0,0.0003285281,0.0021087384,2.6821e-05,0.0,0.0001039013,0.0,0.0,0.0,8.5803e-06,0.0026822419,2.1e-08,1.1166e-05,1.49984e-05,6.5229e-06,0.0,3.519e-07,2.5e-09,0.0002222179,0.0,0.0,5.78909e-05,1.13613e-05,2.32901e-05,2.1e-08,4.02014e-05,0.0,0.0,0.0111260977,0.0,0.0,0.0,2.7488e-06,0.0002222179,0.0022442077,0.0,0.0,0.0002384238,1.11744e-05,0.0,0.0,0.0,6.958e-07,0.0,0.0,0.0,4.987e-07,7e-10,4.736e-07,0.0002387471,0.0,5.9787e-06,0.0092765498,0.0,3.46474e-05,0.0010474666,2.8196e-06,0.0,0.0,0.0,4.5975e-06,0.0,1.33742e-05,7.08e-08,0.0
Butterfree,8.46149e-05,0.0012292429,0.0,0.0002998861,4.67198e-05,0.0,1.781e-07,0.0,0.0,0.0,0.0,0.0005670725,0.0,0.0,0.0009192473,0.0003107931,7.6e-09,0.0007656284,3.0518e-06,0.0,0.0,0.0,9.38949e-05,0.0457673686,1.30887e-05,0.0045437847,0.0,7.27e-08,0.024000141,6.2287e-06,0.000953343,1e-10,0.0004221978,0.0004221978,4.195e-07,0.0312346098,3.14629e-05,4.2787e-06,2.49e-08,0.0020123841,0.0,0.0001197218,0.1863037167,6.299e-07,0.0004639793,0.0005323868,9.01e-07,1.5524e-06,0.0,0.0,2.72e-08,0.0,0.0091709141,7.71207e-05,0.0,0.0008183569,0.0,2.45747e-05,0.0001023194,0.0002488401,0.0,0.0129307839,0.0,0.0,0.0,4.786e-06,0.0,1.66907e-05,5.4974e-06,1e-09,0.0001485018,0.1791960914,7.07e-08,0.000622604,0.0001203507,0.0,0.0,0.000351184,0.0050355955,3.691e-06,0.011908266,4.08e-07,9.79e-07,6.0203e-06,0.0,0.0091524454,0.0001023167,1.774e-07,4.109e-07,3.488e-07,0.0122052977,0.0,0.0,0.022170041,3.313e-07,0.0040920803,2.872e-07,0.00024947,0.0449487301,0.0,0.0006382187,9.086e-07,0.0208345834,1.9386e-06,0.000532259,0.0001247685,0.0004798769,0.0010833652,1e-09,5e-10,0.0009090295,0.0001197208,4.8204e-06,2e-10,0.0,0.0001883035,0.0,5.1046e-06,7e-10,5e-10,0.0,0.0,0.0,0.0,0.000203048,0.0007844254,0.0,0.0111402431,1.36863e-05,4.8204e-06,0.0043727984,0.0003405273,0.0252291936,0.0111477664,0.0,4e-10,3.1e-08,0.0013175397,0.0,0.0052033075,0.0,0.0005976623,0.0,0.0039982583,2.9e-09,2.7e-09,0.0,0.0013117331,1.809e-07,0.0076308283,0.0,2.49e-08,0.0498624454,0.0,1e-10,0.0133198392,4.08076e-05,0.0448777223,1.4512e-05,0.0,0.0,0.0,5.028e-07,0.0,0.01217376,1.5524e-06,0.0,9e-10,0.0217611836,0.0039990647,0.0091709135,4.71091e-05,0.0005322677,1.30702e-05,0.0,0.0,0.0,0.0003640345,4.71949e-05,0.0043843258,0.0215720224,0.1788904383,1.6441e-05,8.52255e-05,0.0002970317,0.0,7.98888e-05,0.0,1.30694e-05,0.0040909862,0.0228138217,0.0,0.0,0.0118247547,8.9249e-06,0.0,0.0060225942,0.0461069725,0.0,0.1789551055,5.1003e-06,0.0,0.0,0.0003394525,0.0070668068,0.1796636015,1e-09,0.0002976187,0.0013519438,0.0,0.0,5.2855e-06,0.0008225107,0.000325957,2.6e-09,0.0019726486,2.9797e-06,4e-10,0.0003962517,0.0215264969,0.0,0.0039982583,0.0001220259,0.0,0.0,0.0,0.0,0.0,0.0002970317,1.06035e-05,0.0,0.0005373098,3.13799e-05,1.35181e-05,6.95e-08,2.6257e-06,1.2558e-05,9.0902e-06,5.3e-09,0.0041674429,0.0002488401,0.0119541919,0.0002560629,2.09411e-05,0.0,0.0030843543,0.0,0.0,1e-09,0.0003112766,1.682e-07,0.0002827671,1.39063e-05,0.0,4.86718e-05,0.0008359721,0.0091709135,0.0115001417,2.4705e-05
Tornadus,0.0,2e-10,0.0,1.965e-07,0.0,0.0,0.0001725015,1.80005e-05,1.31e-08,0.0,0.0,0.0,0.0,0.0,0.1751518413,0.0002719675,0.0,0.0,0.0,0.0,2.87929e-05,0.0025025387,0.047216605,0.0036327123,1.3747e-06,0.0,0.0,3.48754e-05,0.1973273711,0.0,0.0490343197,0.0472250405,3.04e-08,0.0327066913,0.0002216802,4.4e-09,9.88284e-05,0.0,4.5451e-06,0.0008643372,0.0,1.736e-07,0.0054730586,0.0,2.25438e-05,2.4787e-06,0.0053653864,2.0075e-06,0.0,0.0045986757,0.0,0.0,2.3193e-06,0.0,0.0,4.5153e-06,0.0,0.0032798813,3.04e-08,0.0,3.351e-07,0.0003048502,4.4e-09,2e-10,0.0,0.0034535059,7.435e-07,5e-09,0.2401826584,0.002272702,0.0,1.31e-08,2.751e-06,0.0407794464,0.0014573708,0.0003187868,0.0,0.0474045232,0.0007465247,0.0,8.8108e-06,5.7216e-06,2.22116e-05,0.0,2.0075e-06,0.0003260399,0.0006108808,0.0,0.0001200409,0.0,0.0,0.0,7e-08,0.0024245206,6.25278e-05,3.351e-07,0.0004294435,0.0,3.4717e-06,4.5153e-06,6.16749e-05,0.0001697955,0.001787331,0.0,0.0,0.0036630995,0.0045987757,0.1794794369,0.0,0.0,2.5385e-06,8e-10,1.3747e-06,0.0,0.0,0.0,0.0,0.0918551648,0.379117538,0.1798010664,0.0,0.0,0.0,0.3705303769,0.1939104064,0.0365530458,0.0,0.0,0.0001461246,2.98e-08,0.0004995318,6.59e-07,0.0,5e-09,5.7216e-06,2.0075e-06,2.31031e-05,0.0,0.0,0.0017663896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0004725138,0.0040619204,0.0,2.30719e-05,0.0518731483,5.842e-07,0.0,0.0,0.0092771384,0.0,0.0019125141,0.0,0.0,0.0,0.000577383,5.1e-09,0.0,0.0,0.0,0.0034526589,0.0322428607,9.1933e-06,0.0,0.0,0.0001736371,0.0,4e-10,5.1e-09,4.36561e-05,0.0107078769,0.0004995324,0.0041671797,0.0504079079,0.0003703923,0.0,0.0105347056,0.0,0.0,3e-10,0.0,0.0001769352,0.047162316,0.1226202488,0.0363697206,0.0,0.1234715307,0.0,0.0844334311,0.0001898326,0.0001723517,0.0469806032,0.0110058174,0.0,0.0,1.8057e-05,1.743e-07,0.03291853,0.0016766619,0.0,0.0,0.0,0.0,0.0,0.0,0.0030833464,0.0001461245,0.0,0.0,0.0,0.0,0.0001158241,0.1225044381,0.0,0.0,4.96e-07,0.0,0.0,4.696e-07,0.0002216802,4.8464e-06,5.2e-09,0.0,3.351e-07,1.4375e-05,0.0010814696,0.0,0.0,0.0,2.98338e-05,0.0,0.0001461245,0.0,0.0002216802,0.0,0.0030086756,0.0922691973,0.0,0.0,0.0011040195,2.1129e-06,1.39358e-05,6.7956e-06,4.5153e-06,4.15432e-05,3.48754e-05,0.0,0.0,0.0,0.0843642667,1.4021e-06,0.0724946917
Wobbuffet,8.54e-08,1.8662e-06,3.37333e-05,0.0013609311,2.3e-09,0.0001411702,0.0,0.0,0.0,4.98352e-05,0.0,0.000390652,0.0,0.0,0.0,1.56664e-05,0.0,0.0,0.0,0.0,0.0,2.3e-09,3.1999e-06,0.0002988618,0.0,0.0,0.0,2.653e-07,9.10324e-05,8.5e-09,3.69686e-05,0.0,0.0037933789,0.0,2.3e-09,0.0013798215,5.769e-06,0.0,0.0,0.000745424,0.0,8.28979e-05,0.000339402,1.015e-07,0.0001040278,0.0,6.69e-08,0.0,3.58921e-05,2.4258e-06,0.0,0.0,0.0,2.653e-07,0.0,0.0,0.0,3.0931e-06,2.40177e-05,0.0,0.0,2.40911e-05,0.0,0.0,0.0003343345,0.0,1.8196e-06,0.0,0.0036522088,2.40189e-05,0.0,6.36e-08,0.0,2.40465e-05,4.97e-07,0.0,0.0,0.0,0.0005952885,0.0,1.4e-09,0.0003788782,0.0,2.40177e-05,0.0,0.0,0.0003393063,0.0,0.0,0.0,0.0,0.0,1.9e-09,0.0001536981,0.0,0.0,4.98352e-05,0.0001860862,0.0,0.0007033803,8.0415e-06,0.0,3.0931e-06,0.0,0.0,0.000442586,6.74e-08,1.10442e-05,0.0,0.0,0.0,0.0,0.0,2.14548e-05,1.8658e-06,0.0,0.0,1.8658e-06,0.0002464427,0.0,0.0,0.0,0.0,0.0003953941,0.0,5.2686e-06,0.0,1.02513e-05,0.0,0.0,0.0002740599,2.653e-07,0.0,2.0859e-06,0.0,0.0,0.0002476632,0.0,1.95889e-05,0.0006033936,0.0,1.4e-09,0.0,0.0,0.0,0.0007033829,1.564e-07,0.0,0.0,7.42e-08,0.0,0.0,0.000291639,3.0931e-06,4.98352e-05,8.29356e-05,0.0001342601,0.0,5.45e-08,0.0,0.0,0.0,8.0463e-06,0.0,1.015e-07,0.0,0.0,1.015e-07,0.0001444507,0.0,4e-10,0.0,5.99135e-05,0.0,0.0,1.10442e-05,0.0,1.833e-07,3.1607e-06,0.0002102555,3.23158e-05,1.9375e-06,3.4235e-06,0.0036522173,1.00881e-05,3.79e-08,0.0,0.0,0.0,0.0002054071,0.0,0.0001963171,0.0,1.96563e-05,0.0,4.13763e-05,3e-10,0.0001411702,1e-10,0.0,2.6e-09,0.0,0.0,0.0,3.3641e-06,0.0001160336,0.0,0.0,0.0,3e-09,0.0,0.0,4.74996e-05,0.0,1.8221e-06,0.0,0.0,7.34e-08,0.0043674671,0.0,0.0,0.0,0.0003628097,1.8196e-06,7.34e-08,0.0,0.0,0.0,1.564e-07,0.0003881963,0.0,8.28977e-05,0.0,0.0,0.0001212731,0.0,0.0,1.95889e-05,5.973e-07,0.0001048188,2e-10,7.34e-08,0.0005868288,0.0042443366,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0002125757,0.0,0.0,3.29115e-05,0.0008018365,5.2435e-06,4e-10,1.8658e-06
