,Abomasnow,Abomasnow-Mega,Abra,Absol,Absol-Mega,Accelgor,Aerodactyl,Aerodactyl-Mega,Aggron,Aggron-Mega,Aipom,Alakazam,Alakazam-Mega,Alomomola,Altaria,Altaria-Mega,Amaura,Ambipom,Amoonguss,Ampharos,Ampharos-Mega,Anorith,Arbok,Arcanine,Archen,Archeops,Ariados,Armaldo,Aromatisse,Aron,Articuno,Audino,Audino-Mega,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Banette,Banette-Mega,Barbaracle,Barboach,Basculin,Bastiodon,Bayleef,Beartic,Beautifly,Beedrill,Beedrill-Mega,Beheeyem,Beldum,Bellossom,Bellsprout,Bergmite,Bibarel,Bidoof,Binacle,Bisharp,Blastoise,Blastoise-Mega,Blissey,Blitzle,Boldore,Bonsly,Bouffalant,Braixen,Braviary,Breloom,Bronzong,Bronzor,Budew,Buizel,Bulbasaur,Buneary,Bunnelby,Burmy,Butterfree,Cacnea,Cacturne,Camerupt,Camerupt-Mega,Carbink,Carnivine,Carracosta,Carvanha,Cascoon,Castform,Caterpie,Celebi,Chandelure,Chansey,Charizard,Charizard-Mega-X,Charizard-Mega-Y,Charmander,Charmeleon,Chatot,Cherrim,Cherubi,Chesnaught,Chespin,Chikorita,Chimchar,Chimecho,Chinchou,Chingling,Cinccino,Clamperl,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Cloyster,Cobalion,Cofagrigus,Combee,Combusken,Conkeldurr,Corphish,Corsola,Cottonee,Cradily,Cranidos,Crawdaunt,Cresselia,Croagunk,Crobat,Croconaw,Crustle,Cryogonal,Cubchoo,Cubone,Cyndaquil,Darmanitan,Darumaka,Dedenne,Deerling,Deino,Delcatty,Delibird,Delphox,Dewgong,Dewott,Diancie,Diancie-Mega,Diggersby,Diglett,Ditto,Dodrio,Doduo,Donphan,Doublade,Dragalge,Dragonair,Dragonite,Drapion,Dratini,Drifblim,Drifloon,Drilbur,Drowzee,Druddigon,Ducklett,Dugtrio,Dunsparce,Duosion,Durant,Dusclops,Dusknoir,Duskull,Dustox,Dwebble,Eelektrik,Eelektross,Eevee,Ekans,Electabuzz,Electivire,Electrike,Electrode,Elekid,Elgyem,Emboar,Emolga,Empoleon,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exploud,Farfetch'd,Fearow,Feebas,Fennekin,Feraligatr,Ferroseed,Ferrothorn,Finneon,Flaaffy,Flabebe,Flareon,Fletchinder,Fletchling,Floatzel,Floette,Florges,Flygon,Foongus,Forretress,Fraxure,Frillish,Froakie,Frogadier,Froslass,Furfrou,Furret,Gabite,Gallade,Gallade-Mega,Galvantula,Garbodor,Garchomp,Garchomp-Mega,Gardevoir,Gardevoir-Mega,Gastly,Gastrodon,Gengar,Geodude,Gible,Gigalith,Girafarig,Glaceon,Glalie,Glalie-Mega,Glameow,Gligar,Gliscor,Gloom,Gogoat,Golbat,Goldeen,Golduck,Golem,Golett,Golurk,Goodra,Goomy,Gorebyss,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Granbull,Graveler,Grimer,Grotle,Grovyle,Growlithe,Grumpig,Gulpin,Gurdurr,Gyarados,Gyarados-Mega,Happiny,Hariyama,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Heracross-Mega,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honchkrow,Honedge,Hoopa,Hoothoot,Hoppip,Horsea,Houndoom,Houndoom-Mega,Houndour,Huntail,Hydreigon,Hypno,Igglybuff,Illumise,Infernape,Inkay,Ivysaur,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Jynx,Kabuto,Kabutops,Kadabra,Kakuna,Kangaskhan,Karrablast,Kecleon,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Krabby,Kricketot,Kricketune,Krokorok,Krookodile,Kyurem,Kyurem-Black,Lairon,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latias-Mega,Latios,Latios-Mega,Leafeon,Leavanny,Ledian,Ledyba,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Litleo,Litwick,Lombre,Lopunny,Lopunny-Mega,Lotad,Loudred,Lucario,Ludicolo,Lumineon,Lunatone,Luvdisc,Luxio,Luxray,Machamp,Machoke,Machop,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Manectric,Manectric-Mega,Mankey,Mantine,Mantyke,Maractus,Mareep,Marill,Marowak,Marshtomp,Masquerain,Mawile,Medicham,Medicham-Mega,Meditite,Meganium,Meloetta,Meowstic,Meowth,Mesprit,Metagross,Metagross-Mega,Metang,Metapod,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Miltank,Mime Jr.,Minccino,Minun,Misdreavus,Mismagius,Moltres,Monferno,Mothim,Mr. Mime,Mudkip,Muk,Munchlax,Munna,Murkrow,Musharna,Natu,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Ninetales,Ninjask,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Octillery,Oddish,Omanyte,Omastar,Onix,Oshawott,Pachirisu,Palpitoad,Pancham,Pangoro,Panpour,Pansage,Pansear,Paras,Parasect,Patrat,Pawniard,Pelipper,Persian,Petilil,Phanpy,Phantump,Phione,Pichu,Pidgeot,Pidgeot-Mega,Pidgeotto,Pidgey,Pidove,Pignite,Pikachu,Piloswine,Pineco,Pinsir,Pinsir-Mega,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Ponyta,Poochyena,Porygon,Porygon-Z,Porygon2,Primeape,Prinplup,Probopass,Psyduck,Pumpkaboo,Pumpkaboo-Super,Pupitar,Purrloin,Purugly,Pyroar,Quagsire,Quilava,Quilladin,Qwilfish,Raichu,Raikou,Ralts,Rampardos,Rapidash,Raticate,Rattata,Regice,Regigigas,Regirock,Registeel,Relicanth,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Riolu,Roggenrola,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rufflet,Sableye,Salamence,Samurott,Sandile,Sandshrew,Sandslash,Sawk,Sawsbuck,Scatterbug,Sceptile,Sceptile-Mega,Scizor,Scizor-Mega,Scolipede,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seel,Seismitoad,Sentret,Serperior,Servine,Seviper,Sewaddle,Sharpedo,Sharpedo-Mega,Shaymin,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shieldon,Shiftry,Shinx,Shroomish,Shuckle,Shuppet,Sigilyph,Simipour,Simisage,Simisear,Skarmory,Skiddo,Skiploom,Skitty,Skorupi,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Slowbro,Slowbro-Mega,Slowking,Slowpoke,Slugma,Slurpuff,Smeargle,Smoochum,Sneasel,Snivy,Snorlax,Snorunt,Snover,Snubbull,Solosis,Solrock,Spearow,Spewpa,Spheal,Spinarak,Spinda,Spiritomb,Spoink,Spritzee,Squirtle,Stantler,Staraptor,Staravia,Starly,Starmie,Staryu,Steelix,Steelix-Mega,Stoutland,Stunfisk,Stunky,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swampert,Swampert-Mega,Swanna,Swellow,Swinub,Swirlix,Swoobat,Sylveon,Taillow,Talonflame,Tangela,Tangrowth,Tauros,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Throh,Thundurus,Thundurus-Therian,Timburr,Tirtouga,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torterra,Totodile,Toxicroak,Tranquill,Trapinch,Treecko,Trevenant,Tropius,Trubbish,Turtwig,Tympole,Tynamo,Typhlosion,Tyranitar,Tyranitar-Mega,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Unown,Ursaring,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venomoth,Venonat,Venusaur,Venusaur-Mega,Vespiquen,Vibrava,Victini,Victreebel,Vigoroth,Vileplume,Virizion,Vivillon,Volbeat,Volcanion,Volcarona,Voltorb,Vullaby,Vulpix,Wailmer,Wailord,Walrein,Wartortle,Watchog,Weavile,Weedle,Weepinbell,Weezing,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wingull,Wobbuffet,Woobat,Wooper,Wormadam,Wormadam-Sandy,Wormadam-Trash,Wurmple,Wynaut,Xatu,Yamask,Yanma,Yanmega,Zangoose,Zapdos,Zebstrika,Zigzagoon,Zoroark,Zorua,Zubat,Zweilous,Zygarde,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abomasnow-Mega,0.0,0.0,0.0,-0.0006116970205455343,-0.06647121074843493,-0.0007103296204604788,0.0,-0.015974809292123405,0.01083969113119012,-0.002628730839361945,0.0,-0.07858503056885448,-0.08053979093914916,2.309710459802223,-0.0006819509221928232,-0.06271211340986275,0.0,-0.0027140402930951693,-0.33053833642123975,0.0,-0.0069438911849238035,0.0,0.0,2.3534061962389545,0.0,0.0,0.0,0.0,0.0,-0.0007432730869688484,-0.0011511704749098284,0.0,-0.0006182637828495519,0.0,0.0010367813195815711,0.0,-0.19698238617332248,-0.28590041020528933,0.0,0.0,0.0,0.0,-0.004601491845632603,-0.0006289698038157232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017227829223586743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7049699047393421,-0.01183286157281966,-0.01608207517949748,-0.03799198064631805,0.0,0.0,0.0,0.0,0.0,-0.0023195001648626335,-0.17029771292426815,-0.023930408843357395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003960878594410789,-0.011369753902910035,-0.0007446730623131092,0.0,-0.0018985786093498338,0.0,0.0,0.0,0.0,-0.038662407894777165,-0.1152188130227069,-0.7279967991094798,0.0035363715439661195,-0.1790614277902928,-0.17768589550693492,0.0,0.0,0.0,0.0,0.0,-0.04623672150868696,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023171668406221082,0.0,0.0,-0.0012506115456422412,-0.006238763954909764,1.735168173722411,0.0,0.0,-0.008699067520042961,2.371805103380996,-0.11913406635489115,0.0,0.0,-0.07984763918084181,0.0,0.0,0.0,0.009185716875977114,0.0,-0.20276959331541725,-0.005966247175726625,0.0,-0.014827171638729352,0.0,0.0,0.0,0.0,0.0,0.0,-0.014380645476525792,0.0,0.0,0.0,0.0,0.0,0.0,-0.000883108599394027,0.0,0.0,0.011502219061702646,-0.2928187236487793,-0.07111806818252453,0.0,-0.09366634151682188,0.0,0.0,-0.05473744665719249,-0.005120193926935685,-0.01965921155798455,0.0,-0.3123431865141728,-0.003922394841651088,0.0,-0.0003630758025713148,0.0,0.0,0.0,0.0061111496356489655,0.0,-0.15789795010076474,0.0,0.0,-0.0034809341226290616,-0.0018529185761099582,-0.0019853709387913643,0.0,0.0,0.0,0.0,0.001895615628878149,0.0,0.0,-0.001166827695840883,-0.002334248047791254,0.0,-0.0007013380851345525,0.0,0.0,-0.003484536067015114,0.0,-0.029304343791665043,-0.042393048278077855,-0.0007040682237867675,-0.18120472428355805,0.0,-1.1256438159795934,0.0,-0.0008947385614788146,-0.0012494879666099625,0.0,0.0,0.0,0.0,-0.006876464336378344,0.0,-0.7643008911537593,0.0,0.0,0.0,0.001046351151806034,0.0,0.0,0.000840789570856012,0.0,-0.014217168587824309,-0.002067516245829984,0.0,-0.029494100084655243,0.0,0.0,0.0,0.0,0.18674668775398245,0.0,0.0,0.0,-0.0016271175718800387,-0.08324199764680781,-0.009537516926595538,0.0,-0.8211800788908812,-0.07527539766202576,0.011737792007190604,-0.20141225283025765,0.0,-0.0989850875235015,-0.3905052034416487,0.0,0.0,-0.0006446793794492682,0.0,0.018410939738372066,0.0,-0.002342114768825422,0.0,2.3782032070535006,-0.3658328479501426,0.0,0.0,0.0,0.0,0.0,-0.0008026362835809815,0.0,0.0,-0.01571893076242808,0.0,-0.0011187217390849417,0.0,-0.0009531634528122228,0.0,-0.0011521266767885903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07400345540442657,-0.4377371513137356,0.0,0.0,0.0,-0.013246336162607609,-0.004818074689806974,0.0,1.6944403553974552,-0.004455040586106829,0.0,-0.020599627661089994,-0.28512422580495156,0.0,0.0,-0.04532933193832213,-0.0008296656321373053,-0.0017221284376051369,-0.002471992582566213,-0.012421904919065613,0.0,-0.06605773619169919,0.0,0.0,0.0,0.0,-0.009972878142931754,0.0,0.0,-0.3651413642878685,0.0,0.0,0.0,-0.03961274300455839,0.0,0.0,-0.024705839167912656,0.0,-0.4854588127633881,-0.010807036734378273,0.0,0.0,0.0,0.0,-0.0151193400074769,0.0,0.0,0.0,0.0,-0.00656277163247327,-0.9627631399331853,-0.09631795731448639,0.0,0.0,0.0,-0.13015752086044374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01510976816761865,2.9352812995815065,-0.0831970000769824,0.0,0.0,1.0989347477163383,-0.005379815045039076,0.001197368470042139,0.0,0.0,-0.3888459088632521,-0.08669571006036492,-1.0212844864490558,-0.005750301330617386,-0.0018799981245492348,0.0,0.0,0.0,0.0,0.0,-0.0009931734231085078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5095054826783505,0.0,0.0,-0.07783531895900472,-0.004421833607156154,0.0,0.0,0.0,0.0,-0.0005955070998970109,-0.010932674959140165,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015809533439165458,0.0,0.0,-0.2501283325972773,0.0,-0.0011468753935995769,2.2543540045342474,-0.8445479073572317,-0.06095899975608093,-0.0011026278603768138,-0.21121058437835855,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038081877364680083,0.0,0.0,0.0,-0.0024053299911921556,-0.5890475180086066,0.0,0.0,-0.020565796314454002,0.0,0.0,0.0,-0.014890222515810247,-0.3116663577997595,0.0,0.0,-0.26179652376437335,0.0,-0.004753182886887872,0.0,-0.01786923598785999,0.0,0.0,0.0,0.0,0.0,-0.0009756604602026881,-0.00047904554301981064,0.0,0.0,0.0,0.0,-0.0023648799632367727,0.0,0.0,0.0,0.0,0.0,-0.05487669137036538,0.0,0.0,0.0,0.0,0.0,-0.008736572173169019,-0.0010088803146517133,0.0,0.0,0.01732279793412837,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031419077020219447,0.0,0.0,0.0,0.0,0.0,-0.0010566782167373365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008147798012078946,0.0,0.0,0.0,0.0,0.0,0.0,-0.014503863300399877,0.0,0.0,0.0,0.0,-0.0014402969629770126,0.0,0.0,0.0,0.0,0.0,0.0,-0.11194169444319158,0.0,0.0,-0.004942133115437173,0.0,0.0,0.0,-0.021989687446993207,-0.022421437234261557,0.0,0.0,-0.0006952173235702324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28790331721903306,0.0,0.0,-0.0006630786114767151,-0.0006822781557090433,-0.2948524988427654,0.0,-0.00226293606569942,0.00013047810669630658,0.0,0.0,0.019024522419121313,-0.0009299398731094848,0.0,-0.22043198174591128,0.0,0.0,-0.003339985991972034,-0.0006186920376208735,0.0,0.008277749213088128,0.0,0.0,0.0,-0.003740617629573052,0.0,0.0,0.0,-0.014046636177967288,-0.005472800340156847,-1.0122154506733612,0.0,0.03374256524675047,-0.01923714170227788,0.0,0.0,0.0,-0.0007395130042259248,-0.001166805241433963,0.0,0.0,-0.00494625354716547,-0.011052358371784747,-0.03558717159380738,-0.47588563472622714,-0.17324906863565337,-0.002803588183936885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10128318236218711,0.0,-0.20188636199980908,0.0,-0.0011116189284240208,0.0,-0.005375768465384331,-0.0022792706903658243,-0.0009694714142409043,-0.014468332025566785,0.0,0.0,0.0,0.0,0.0,-0.00255204102739969,0.0,0.0,-0.41916520046423494,0.0,-0.006563550932048908,0.0,0.0,0.0,-0.7506330366277829,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015393381453390638,0.0,0.0,-0.3870854509036189,-0.4412184882415078,-0.03583298232064304,0.0,0.0,-0.0024298265185144765,0.01629088917492046,0.0,0.0,0.0,0.004099164021590036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001345705452149282,0.0,0.0,0.0,0.0,-0.02123797416909165,0.0,0.0,2.549975255314588,0.0,-0.000721820197478682,-0.0015607020633898398,0.0,0.0,0.0,0.0,-0.2003139927630886,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049597326073865956,-0.10373714834274567,0.0,-0.00188321425056999,0.0,0.0,0.0,-0.1591497974855309,0.0,-0.5957800987283377,0.0,-0.28479736543831635,-0.0016226628521102753,0.0,0.0,0.0024554084635920806,0.0,-0.15408956923592504,0.0,-0.6805159168513523,-0.05697512304919284,0.0,0.0,-0.1389957932297201,0.0,-0.001791517999154208,0.0,0.0,-0.0032663183301495664,-0.5347888941991689,-0.00027465586189626254,0.0,-0.04007258392991307,0.0,0.0,0.0,-0.001354092616897411,0.0,0.0,0.0,0.0,0.0,-0.002680228529995483,-1.1122140819825346,-0.025889145132298192,-0.006105246541887195,0.0,0.0,-0.07297379905679884,0.0,0.0,-0.001050768676765039,-0.006804304431087702,0.0,0.0,0.0,-0.015444849798294098,0.0,-0.0006197284820618895,0.0,-0.008729923803313801,-0.47436702638233874,0.0,0.0,-0.04797253122305885,0.0,0.0,0.0,0.0,0.0,0.0,-0.09319992182575709,-0.10564190453003483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19543994449301155,0.0,0.0,-0.00393503370482685,-0.08511181170834002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16682771981045802,0.0,0.0,-0.0021985868586994225,-0.003972201083185288,-0.4636181350787378,0.0,0.0,-0.004162349333399713,0.0,0.0,0.0,-0.0014755982655207441,0.0
