,Porygon-Z,Mandibuzz,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Spiritomb,Eelektross,Archeops,Snorlax,Uxie,Swellow,Hitmonlee,Dusknoir,Mimikyu,Poliwrath,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Tangela,Emboar,Chansey,Dhelmise,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Vivillon,Kommo-o,Sigilyph,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Lilligant,Toxapex,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Tyranitar-Mega,Aurorus,Mantine,Nidoqueen,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Heliolisk,Celebi,Abomasnow-Mega,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Minior,Klefki,Togekiss,Silvally-Steel,Gyarados-Mega,Primeape,Slurpuff,Salamence,Greninja,Haxorus,Vikavolt,Absol-Mega,Glalie-Mega,Glaceon,Leafeon,Noctowl,Porygon2,Arcanine,Crawdaunt,Steelix-Mega,Guzzlord,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Buzzwole,Garchomp-Mega,Exploud,Shiinotic,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Stakataka,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Zebstrika,Honchkrow,Lycanroc,Lurantis,Empoleon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Dragonite,Darmanitan,Gyarados,Bewear,Corsola,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Crustle,Stunfisk,Alomomola,Klinklang,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Drapion,Braviary,Torkoal,Venomoth,Excadrill,Slaking,Smeargle,Whimsicott,Sharpedo,Magneton,Banette-Mega,Tentacruel,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Dugtrio,Typhlosion,Primarina,Necrozma,Dodrio,Suicune,Victreebel,Scizor,Metagross,Nidoking,Zapdos,Cobalion,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Gourgeist-Small,Noivern,Chatot,Umbreon,Xatu,Nihilego,Heracross-Mega,Clamperl,Froslass,Sylveon,Azelf,Pikachu,Zoroark,Salazzle,Jynx,Shuckle,Muk-Alola,Galvantula,Abomasnow,Tsareena,Mimikyu-Totem,Rotom,Clefable,Nidorina,Torterra,Shiftry,Qwilfish,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Clawitzer,Gogoat,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Regice,Cradily,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Articuno,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Claydol,Manaphy,Zeraora,Skarmory,Yanmega,Persian-Alola,Crobat,Rotom-Mow,Kommo-o-Totem,Kingdra
Buneary,2.869e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18e-08,0.0004775076,0.0,0.0,0.0,0.0,0.0,8e-10,0.0,0.0001009795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18e-08,5.14e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149e-07,0.0,0.0,0.0,6.82e-08,0.0,0.0,0.0,0.0,0.0,8.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,5.14e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1261e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001009795,0.0,0.0,0.0,0.0,0.0,0.0,2.1261e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.149e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.152e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,2.869e-07,0.0,0.0,0.0,0.0,1.149e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001009795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duosion,-7.38682e-05,0.0,-0.0001562047,-0.0013061485,0.0,0.0,0.0,0.0,-7.1e-06,0.0,0.0,0.0,0.0,0.0,-1.2344e-05,0.0,0.0005009638,0.0,0.0,0.0,0.0,-0.0022304979,-0.0001187686,-0.0003097355,0.0,-0.0024482858,-8.8352e-06,0.0,-0.005397919,0.0,-0.000126477,0.0,-1.32906e-05,0.0,0.0,-8.55897e-05,0.0,0.0,-0.0053107278,-0.0001891916,0.0,0.0,0.0,0.0,0.0,-2.02192e-05,-0.0005894649,0.0,-0.0007197176,0.0,-0.0061722317,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007948695,0.0,-2.29517e-05,0.0,0.0,-0.0008711129,0.0,0.0,0.0,0.0,-0.000170442,0.0,0.0,0.0,-0.0006283923,-0.0022698658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017279438,-0.0003586563,0.0,0.0,0.0014810154,0.0,0.0,0.0,-0.0006095899,0.0,-0.0005841605,0.0312821232,0.0,0.0,4.82679e-05,-0.0001783031,0.0,0.0,0.0,-0.0001012417,-0.0002985186,0.0,0.0,-4.5966e-06,0.0,0.0,0.0,-3.5496e-06,0.0,0.0001885588,0.0,-0.0004423449,0.0,0.0,-0.0001804853,0.0,0.0,0.0,-0.0012196144,0.0,0.0,-0.0010518387,0.0,0.0,0.0,-2.67915e-05,-6.70837e-05,-0.0005626852,0.0,0.0,0.0,0.0,0.0,-1.50136e-05,-0.0003977031,-0.000956917,-9.27894e-05,0.0,0.0,0.0,0.0,-2.05096e-05,0.0,-0.0012302196,-0.0012626106,-0.0029110955,-0.0022122913,0.0313653647,0.0,0.0,0.0,0.0,-6.5135e-06,0.0,0.0,-0.0001243391,-4.2331e-06,0.0001820472,-3.08051e-05,0.0,0.0,-0.000801176,0.0,-2.04396e-05,0.0,0.0,-0.0001145086,0.0,0.0,0.0,-5.60422e-05,-3.41582e-05,-9.82831e-05,-7.78093e-05,-4.8752e-06,-0.0007329693,0.0,-0.0069481484,-2.51966e-05,0.0,0.0,0.0,0.0,-0.0102197128,-1.01216e-05,0.0,0.0,-0.000122244,0.0,0.0,-4.8917e-06,0.0,-0.0007141566,0.0,0.0,0.0,-0.0024716963,0.0,-0.0001080867,0.0,-1.19946e-05,-3.744e-06,0.0,0.0,-1.51835e-05,-0.0036161916,0.0,-8.73454e-05,-2.59018e-05,0.0,-2.95828e-05,0.0,0.0,-0.0075948566,-0.0005789962,0.0,0.0,0.0003070936,-0.0017999334,0.0,0.0,0.0,-8.3038e-06,0.0,0.0,0.0,0.0,0.0,0.0,-2.75728e-05,-0.0002585456,-0.0059285297,0.0,0.0,-1.69191e-05,0.0,0.0,-0.000769522,0.0,0.0,0.0,0.0,0.0,0.0002931355,0.0,-0.0013587096,0.0,-3.73028e-05,0.0,0.0,0.0,0.0,-0.0003564314,0.0,0.0,0.0,0.0,-5.709e-06,0.0,-8.79427e-05,0.0,-0.000115889,0.0,-2.41087e-05,0.0,-0.0001042879,0.0,0.0,-0.0055136736,0.0,0.0,0.0,0.0,0.0,0.0,-9.0476e-06,0.0,0.0,0.0,0.0,0.0,-0.0002546201,2.50606e-05,0.0,-0.0033909046,0.0,0.0,0.0314972069,0.0,0.0,-0.0015691542,-0.0042306271,-0.0007443275,-5.9481e-06,-0.0014209511,0.0001924333,-0.0005468009,0.0,0.000349161,-0.0017859096,9.0581e-06,0.0,-0.0002604169,0.0,-5.67222e-05,-5.8875e-06,-2.63514e-05,0.0,0.0,0.0
Swellow,-0.0068287876,-0.0314732374,-0.1020911786,-0.7708428511,-0.0262027453,0.0025409895,0.0270824587,-0.009756692,-0.0015518899,-0.0033705146,-0.0137912928,-0.0522533609,-0.0492408496,0.0,-0.0079731254,-0.0036076945,-0.4836383429,-0.0057777029,-0.0034953668,18.014106142,-0.0110243648,-1.4771461727,0.5980089506,-0.2010086622,-0.1578490653,-1.4680574499,0.0070194837,-0.0083344843,15.2028250096,-0.0054483299,-0.0081701707,-1.3631779031,-0.0294878584,-0.0270317378,-1.6522458659,-0.027921614,-2.2353451175,-0.0039021081,-2.6396353648,-0.1282100061,-0.0042033849,-0.0170329844,-0.0652834579,-0.0040911949,0.0089869043,0.044214454,18.4470741946,-0.1854599346,-0.470785554,-0.0046132867,-4.0210222635,0.4568517513,0.0385990626,-0.1012302816,-0.009534827,11.5097209345,-0.0024293128,-0.5197874429,-0.1671262618,0.0335000169,-0.0421828507,-0.7194485062,-0.0607681534,-0.0022221029,-0.3378847892,-0.0421739332,0.016195309,-0.0420283116,-0.0443745732,-0.5224688458,0.0053000864,-0.4104646034,-1.4554361917,-0.0031471296,-0.0178077611,-0.0425045691,-0.1732565949,-0.0876338693,-0.1972025531,0.0145947996,-0.0416041235,-0.7753844209,-0.2338983795,0.0432664884,-0.2848295527,-0.002634232,-2.7677107222,-0.0256534444,-0.0161881256,-0.390727727,-0.0252548832,-0.3761728441,-0.1157303036,-0.0023369509,-0.0028773308,-0.0055773329,-0.0734207573,-0.0022493621,-0.9136821315,0.0094161769,-0.056864616,-0.1528174772,-2.3259236672,-0.0073365039,-0.00128047,0.0122101467,-0.0593956789,-0.0236370954,-0.0023257557,0.0264613185,-0.0017130896,0.0284274903,-0.2375941587,-0.1761901731,-0.0039945767,-0.0999238259,-0.0100399386,-0.0187740453,-0.0174236279,-0.7663928594,-1.6016910764,-1.1162900068,-0.8273289042,-0.1484618222,-0.0306600985,-0.0832297203,-0.0173969859,-0.0363778617,-0.3682620661,-0.1257330777,0.1606242315,-0.0029264873,-1.0626290246,-0.0024781821,-0.0098365432,-1.0596505095,-0.6097783537,-0.0396864786,-0.4055567926,0.0284769149,-0.115526082,-0.001011174,-0.0130759293,-0.0125196309,-0.9416459379,-0.0926649742,-1.5671873863,-0.7381278526,-0.0953879364,-0.0179300548,0.0051787764,0.0496518411,0.0500508564,-0.004266728,-0.0444185852,-4.0137040834,-0.0492015475,-0.000729478,-0.0041787676,-0.0079694778,-0.0191202596,0.0009347219,-0.4655584727,0.0114341565,-0.0133665858,-0.0048252669,-0.2140643099,-0.051267673,-0.4561714759,0.0014000873,-0.0042044773,-0.0366853827,-0.0113529233,0.0028043242,-0.018542433,0.0374614924,-0.4743463184,-0.1871098122,-3.8410203272,-0.0157869067,-0.1645820047,-0.0253430961,-0.0718814397,-0.3217535377,-6.4432918355,-0.0057996501,-0.0347029757,-1.7268667733,0.0739422858,-0.0358137523,-0.0159257092,-0.0032051372,-0.0043027175,-0.4678932581,-0.0091575585,-0.0024565989,-0.0037301972,-1.6853575917,-0.0260618063,-0.0803504952,-0.0033329937,-0.0049386903,0.0278053554,-0.0023933471,-0.03170689,-0.0206022375,-2.2823413814,-0.0139265162,-0.0522947296,0.0083378246,-0.0034797005,-0.0193832934,-0.0326856166,-0.1125117178,-4.8863082459,-0.3670948592,-0.2205986466,-0.0600321383,-0.0328221389,-1.0192128329,-0.0048742766,-0.0172097935,-0.0026232648,0.0441530656,-0.0893511082,-0.0465447361,-0.0035516392,-0.2653966192,-0.0083911611,-0.2108870801,-0.0180191378,-0.1273986241,-3.8790063146,-0.0032249767,-1.577993629,-0.0109941405,-0.0157945754,15.4662566181,-0.4290774356,-3.4283485734,0.2540076752,-0.5573635914,-0.2486395757,-3.1380116376,-0.0419677417,-1.3026257671,-0.8884177891,0.0,0.1275859515,0.1348643043,-0.0074984344,-0.0512719871,-0.2245120969,-0.217541872,0.0,-0.0122951341,-0.0054755384,-0.050675789,0.007980998,0.058967397,-0.0565656708,-0.0174873241,-0.097024727,-0.4563149014,-0.0076055124,-0.0036382351,-0.0093428787,0.0,-0.002674478,-3.562956031,-0.0058779267,0.009284122,-0.0005950436,-0.0704930481,-0.0205057371,-0.4100030412,0.0277930547,-0.140437106,-0.0078390991,-0.007502975,-0.0046559377,0.0036510594,-0.1462822159,-0.0034530212,-0.0678030379,-2.1574096979,-0.0249828287,-0.008586646,-0.009206492,-0.035783171,-0.0031831636,-1.0115809886,-3.405179614,0.0529162064,-0.0038726049,-0.7095569966,-0.0024919122,-0.3404409155,-0.0276964362,0.0012175984,-1.1003652224,-0.0026492885,-0.5462360879,-0.109197975,-1.359161573,-0.0363570121,-0.0038422151,-0.0117887504,-0.0032497638,-0.0041994594,-0.3426990861
Eevee,0.0223645199,-0.0003087278,-0.0009360634,-0.0080167951,-0.0002596009,0.0001860159,0.0,-9.14029e-05,-4.57556e-05,0.0003771201,-0.0001156652,-0.0005742086,-0.0004850179,-0.0002654009,-7.54874e-05,-3.41173e-05,-0.0043299938,-3.76231e-05,9.14614e-05,-0.008090304,-0.0006444096,-0.0149763141,-0.0007655723,0.0,-0.0005440679,0.0183313574,0.0,-6.89386e-05,-0.0343486977,-4.61501e-05,-0.0008150738,-0.0119350412,-0.0002894977,0.0020483315,0.0112612187,-0.0004718865,-0.0226901709,-3.83931e-05,-0.0337675956,-0.000934485,0.0004420357,0.0001466933,-0.0020525502,-5.53924e-05,-3.49756e-05,6.4829e-05,0.0001756459,-0.001828846,-0.0045073707,0.000515713,-0.0370407527,0.0028594608,1.93798e-05,-0.0011052577,-0.0001032346,-0.0859423725,-1.69966e-05,-0.0044723484,-0.0016511833,-0.0001164984,-0.0001248379,-0.0071145278,-0.0052241103,-4.87549e-05,-0.0033418665,7.3291e-06,0.0,-0.0011825327,-0.0004605272,0.0066015142,-8.26265e-05,-0.0034283686,-0.0146868355,-3.23231e-05,-0.0001590326,0.0,-0.0016988045,-0.0014470881,0.0556829212,-0.0003787413,0.0326768068,-0.0096039,-0.0024343696,-0.0005283907,-0.0028238873,-1.71936e-05,-0.0266064164,-0.0002542764,0.0119323717,-0.0039284325,-0.0003067434,-0.0037645897,-0.0013822429,0.0001086472,0.0,-0.0003975664,0.0022777632,0.0,0.0165015666,-3.28596e-05,-0.0006524293,-0.001890028,-0.020695176,0.0002938188,0.0003788594,-6.08709e-05,-0.0006171995,0.0086104064,0.0093122759,-2.36905e-05,0.0012452375,-0.000186681,-0.00246795,-0.0017019045,-3.52317e-05,-0.0011628631,-0.0001863812,-9.95317e-05,-0.0004772128,0.0244996196,-0.0157929694,-0.0110224001,-0.0090756598,-0.0014830184,-0.0003204429,-0.0008658613,0.0002050662,-0.0004309753,-0.0036271507,-0.0008513646,-4.48011e-05,-2.87835e-05,-0.0099579251,0.0704389583,0.0067342774,-0.007979782,-0.005684602,-0.00059773,-0.004007365,0.0110959498,0.0003614708,0.0,-0.0001321727,-0.0001281059,-0.0084934785,0.018990012,0.0067346499,-0.0142577437,0.0,-0.0003958363,-2.34714e-05,0.0011880053,0.0229137942,-4.198e-05,0.0685183223,-0.0342220499,-0.0003780118,-2.71699e-05,-5.37566e-05,0.0687674995,-0.0002118347,0.0001788649,-0.0036443574,-6.96286e-05,0.0002038622,0.0002891755,0.0008489143,-0.0007850446,-0.0033180169,-2.66094e-05,0.0,0.0103931673,0.0066112941,-0.0006142165,-0.000501438,-3.21452e-05,-0.0047146987,0.0062625708,0.0284499215,-0.0001623783,-0.0016238236,-0.0002572769,-0.0007090431,0.0,-0.0537687843,5.3613e-06,-0.0003415197,-0.0182035421,-0.0007814194,-0.0010292949,-0.0001721805,-3.15242e-05,0.0,0.0,-8.88485e-05,-1.72753e-05,-3.66884e-05,-0.0147289102,-0.0002511896,-0.0008847198,0.0018383825,-7.72983e-05,-2.40021e-05,-2.35781e-05,-0.0003985378,-0.0002026335,-0.0202900069,-0.0001371948,-0.0005565197,-0.0001593207,-3.53468e-05,-6.51305e-05,-0.000395494,-0.0013784586,-0.0452063488,-0.0010339781,-0.0021697358,0.0062685447,-0.0003228225,-0.0115910599,-4.7941e-05,-0.0001971091,-2.63105e-05,-4.22717e-05,-0.0008511142,0.0119472405,0.0002035205,-0.0029317581,0.0045206282,-0.0017922252,-0.0002233205,0.0030745306,-0.0381614604,-3.5382e-05,-0.015897705,-0.0001090331,-0.0001555068,-0.0304507817,-0.0049480004,-0.0311173775,-0.0043767618,-0.0040856696,-0.0020954972,-0.0098160795,-0.0004127754,-0.0134258552,-0.0083778256,0.0,-0.0002395073,0.0001478516,0.0017305777,0.0,-0.0021930809,-0.0021835946,-0.000186021,-0.0001068625,0.0098734701,0.0012991721,0.0719992972,-0.0005950088,-0.0005655475,-0.0001719959,-0.0009313984,-0.0051878127,-0.0001319543,-3.57759e-05,-0.0006720773,-5.11715e-05,-2.63049e-05,-0.0354018805,0.0,-2.53929e-05,-2.23272e-05,0.0,-0.0001685273,0.0281345131,0.0,-0.002900482,-8.04729e-05,-7.40266e-05,-4.57935e-05,-0.0013998647,0.0004798561,-5.69746e-05,-0.0006799513,-0.0173661778,0.0019559785,-8.53097e-05,0.0008995354,0.0019430547,-3.13083e-05,-0.0102988126,-0.0350016522,-0.0047853102,-2.19061e-05,-0.009159408,0.0,-0.0034962713,-0.0002724109,-5.17203e-05,-0.0114953713,-2.57489e-05,-0.0052362527,0.0013501977,-0.0204020766,-0.0003655433,0.0014611656,0.0010562313,0.000190454,0.0,-0.003447623
Torracat,-1.03412e-05,0.0,-1.73526e-05,0.0,-4.5387e-06,-1.8875e-06,-5.5959e-06,0.0,0.0,0.0,0.0,-1.06357e-05,-8.3624e-06,0.0,0.0,-6.7e-07,-8.4895e-05,-1.0176e-06,0.0,-0.0001396338,0.0,-0.0002600883,0.0,0.0,0.0,-0.0002720318,0.0,0.0,-0.0006251061,0.0,-1.4053e-05,0.0,0.0,-4.7926e-06,-0.0002817384,-9.5112e-06,-0.0003912157,0.0,-0.0005900831,-2.20284e-05,-9.697e-07,0.0,-3.53888e-05,0.0,-6.03e-07,1.3644e-06,-6.54961e-05,0.0,-7.99686e-05,0.0,-0.0006821925,-9.281e-06,3.22736e-05,0.0,0.0,-0.0014988805,-4.245e-07,-8.83188e-05,0.0,-2.5502e-06,-7.4803e-06,-0.0001241091,-9.56654e-05,0.0,0.0,0.0,-2.0347e-06,-2.03972e-05,-7.9401e-06,0.0,0.0,0.0,-0.0002543471,0.0,0.0,0.0,0.0,0.0,-0.0001290319,0.0,-7.0657e-06,0.0,0.0,0.0,0.0,3.36917e-05,0.0,-4.3997e-06,-2.7451e-06,-6.77322e-05,0.0,0.0,0.0,4.082e-07,0.0,0.0,0.0,0.0,-0.0001586147,-5.665e-07,2.94426e-05,-3.317e-05,-0.0004022969,0.0,-5.107e-07,-1.7215e-06,1.38843e-05,-4.0083e-06,0.0,0.0,-4.3685e-06,-3.216e-06,0.0,-3.00157e-05,-6.774e-07,-2.00539e-05,2.12856e-05,-3.1387e-06,0.0,-0.0001355127,-0.0002723073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.25384e-05,-2.02772e-05,0.0,0.0,-0.0001812034,-9.67e-07,0.0,-0.0002092314,-0.0001063246,0.0,0.0,-1.2168e-06,-1.96059e-05,0.0,-2.2788e-06,0.0,0.0,-0.0001525256,-0.0003631425,-0.0002450074,0.0,0.0,-4.061e-07,-5.649e-07,-7.726e-07,0.0,0.0,-0.000695286,-1.38155e-05,0.0,-9.36e-07,0.0,0.0,-6.074e-07,-8.90196e-05,0.0,-2.2711e-06,-1.1695e-06,-3.93931e-05,-1.41795e-05,-7.87347e-05,1.4273e-06,0.0,2.79526e-05,0.0,-1.09203e-05,-8.6455e-06,0.0,-8.1441e-05,0.0039730662,0.0,-2.7996e-06,-2.77252e-05,-4.4358e-06,0.0,-5.64656e-05,0.0,0.0,0.0,-0.0003138702,0.0,-1.87977e-05,0.0,-5.435e-07,0.0,0.0,0.0,0.0,0.0,-0.0002868506,0.0,-1.42623e-05,-1.1438e-06,-1.3327e-06,0.0,0.0,-6.8685e-06,0.0,0.0,0.0,-9.705e-06,-2.878e-06,-6.094e-07,-3.287e-06,-6.8189e-06,0.0,-0.0008438729,-6.43329e-05,0.0,-1.0282e-05,-5.5659e-06,-0.0001999926,-8.266e-07,-2.3239e-06,0.0,-9.226e-07,-1.5231e-05,0.0,-6.33e-07,-5.05837e-05,0.0,0.0,-4.5229e-06,-3.25002e-05,0.0,0.0,-0.0002740984,-1.8799e-06,0.0,-0.0005843226,0.0,-0.0005990551,-7.39472e-05,0.0038688435,0.0,-0.0006485005,0.0,-0.0002369662,-0.0001509677,0.0,-4.1469e-06,-1.6244e-06,-2.7234e-06,0.0,0.0,-3.96035e-05,-3.2073e-06,-2.2509e-06,-1.0177e-06,0.0,1.4974e-06,0.0,0.0,0.0,0.0,-8.94451e-05,-2.6787e-06,0.0,-1.15875e-05,0.0,-4.534e-07,-0.0006126325,-9.968e-07,-4.378e-07,0.0,0.0,0.0,-6.79952e-05,0.0,0.0,-1.4299e-06,0.0,0.0,-2.41775e-05,0.0,-9.823e-07,0.0,-0.0003767672,-4.4394e-06,0.0,-1.5654e-06,-4.6201e-06,0.0,-0.0001781173,-0.000608621,-8.2703e-05,3.85165e-05,0.0,0.0,-6.07557e-05,0.0,-8.918e-07,-0.0001984344,0.0,0.0,0.0,-0.0003519402,-6.3025e-06,-6.531e-07,3.12516e-05,-5.543e-07,0.0,-5.95056e-05
Pikachu-Sinnoh,-1.03282e-05,0.0,0.0,0.0,0.0,-1.8875e-06,0.0,0.0,0.0,0.0,0.0,-1.12468e-05,0.0,0.0,0.0,0.0,-8.21823e-05,0.0,0.0,-0.0001396338,0.0,0.0027772721,0.0,0.0,0.0,-0.0002720318,0.0,0.0,-0.0006221792,3.6842e-06,-1.4053e-05,0.0,0.0,-4.7859e-06,-0.0001133597,0.0,-0.0003873466,0.0,-0.000584729,0.0,-9.697e-07,0.0,0.0,0.0,-6.03e-07,0.0,-6.30782e-05,0.0,0.0,0.0,-0.0006858035,0.0030306095,0.0,0.0,0.0,-0.001498892,-2.198e-07,0.0,0.0,-2.5502e-06,0.0,-0.0001237939,0.0,0.0,0.0,0.0,0.0,0.0,-7.9291e-06,0.0,0.0,-6.98296e-05,-0.0002543471,0.0,0.0,0.0,0.0,0.0,-0.0001088984,0.0,-6.8611e-06,0.0,0.0,0.0,0.0,0.0,0.0,-4.3997e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98115e-05,0.0,-0.0001586147,0.0,0.0,0.0,-0.0004007108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.52804e-05,0.0,0.0,-2.00409e-05,0.0,0.0,-8.2278e-06,-0.0001355127,-0.0002695946,0.0,-0.0001565584,0.0,-2.8122e-06,0.0,0.0,0.0,0.0,-1.6578e-06,0.0,0.0,0.0,1.91666e-05,0.0,-0.0002063169,6.56521e-05,0.0,0.0,0.0,0.0,0.0,-2.2788e-06,0.0,0.0,0.0,-0.0003631425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.8838e-06,-0.000695286,0.0,0.0,0.0001778046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.93864e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030210969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001667468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4195e-06,0.0,-9.392e-07,0.0,0.0,0.0,0.0,-3.4806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006396558,-6.43218e-05,0.0,0.0,0.0,0.0,0.0,4.1076e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002740984,0.0,0.0,0.0,0.0,0.0,0.0,-9.76736e-05,0.0,0.0,0.0,-0.0002369662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.95924e-05,0.0,0.0,0.0,0.0,0.0,9.2105e-06,0.0,0.0,-1.19802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030315795,0.0,0.0,0.0,0.0,0.0,-4.46653e-05,0.0,0.0,0.0,0.0,0.0,-9.757e-07,0.0,-0.000372104,2.5749e-06,0.0,0.0,-6.1343e-06,0.0,0.0,0.0,0.0,0.0,-0.0001579209,-4.383e-07,0.0,0.0,0.0,-0.0001984344,0.0,0.0,-2.89352e-05,0.0,0.0,0.0,-2.9149e-06,0.0,0.0,0.0
