,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Duosion,Eelektross,Archeops,Snorlax,Uxie,Swellow,Slurpuff,Hitmonlee,Mimikyu,Togekiss,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Cobalion,Kommo-o,Sigilyph,Milotic,Ditto,Aerodactyl,Marowak-Alola,Lilligant,Stakataka,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Bisharp,Zangoose,Krookodile,Lucario,Blastoise-Mega,Venusaur-Mega,Tyranitar-Mega,Aurorus,Mantine,Nidoqueen,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Hitmontop,Pyukumuku,Regice,Victini,Cofagrigus,Venusaur,Basculin,Golurk,Magnezone,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Suicune,Gyarados-Mega,Raikou,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Decidueye,Glalie-Mega,Noctowl,Porygon2,Crawdaunt,Steelix-Mega,Guzzlord,Mamoswine,Goodra,Druddigon,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Poliwrath,Blissey,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Kyurem,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Empoleon,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Rhyperior,Palossand,Togedemaru,Pangoro,Quagsire,Florges,Rhydon,Ninetales,Bellossom,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Tyrantrum,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Alomomola,Lopunny,Flareon,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Torkoal,Venomoth,Swampert-Mega,Donphan,Smeargle,Whimsicott,Sharpedo,Cradily,Banette-Mega,Regigigas,Tentacruel,Bibarel,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Primarina,Necrozma,Electivire,Volcanion,Victreebel,Scizor,Manectric,Metagross,Nidoking,Zapdos,Excadrill,Zebstrika,Swalot,Tapu Lele,Gastrodon,Floatzel,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Noivern,Registeel,Trevenant,Umbreon,Roserade,Nihilego,Heracross-Mega,Froslass,Sylveon,Azelf,Xatu,Pikachu,Zoroark,Salazzle,Shuckle,Gourgeist-Super,Muk-Alola,Galvantula,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Clefable,Minior,Jellicent,Toxapex,Mienshao,Yanmega,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Magneton,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Shedinja,Manaphy,Zeraora,Skarmory,Aggron,Persian-Alola,Crobat,Gumshoos,Heliolisk,Kingdra
Duosion,-0.0293286833,-0.0203966668,-0.0017014932,-0.0280505552,0.0,0.0,0.0,-0.0098457601,0.0,0.0,0.0,0.0,10.0549373373,12.2849913292,-0.0018787332,0.0,-0.0026150918,-0.1475961253,-0.0189688775,0.0,0.0,0.0,-1.3665837837,-0.0563570188,-0.1137936877,0.0,-0.5377302304,-1.8571352786,-0.0610097209,0.0,-0.0049778267,-0.0080184054,0.0,0.0,0.0,-1.5900007873,0.0,-3.4280578798,-0.0310439645,0.0,-0.7021962962,0.0964803139,-0.004477669,-0.4741808851,0.0,12.4584124112,0.0,10.024401059,0.0,-0.0070182032,0.0,0.0,-5.7085729383,-0.5868182208,0.0,-0.1569261067,-0.0083957225,-0.0143303705,-0.4405850648,0.0,0.0,0.0,-0.0042145595,-0.0057196834,-0.0601444627,0.0,-0.3742071237,0.0,0.0,-1.0469235707,-0.0058694258,0.0,-0.0371331014,-0.0307095714,-0.001957807,0.0,-0.001334266,-0.637422688,0.0,0.0,-0.0018830924,0.0,-0.9794378592,-0.0581807009,0.0,-0.0022633983,1.3583316888,-0.0114768627,-0.0020920164,-0.1301405061,0.0,0.0,-0.0167176836,0.0,-0.02202046,-0.054444878,-0.4258822836,0.0,0.0,0.130306123,-0.001465873,-0.0035626322,0.0,0.0,-0.0093515306,0.0,-0.0112582732,-0.1747158289,0.0,0.0,-0.0644040011,0.0,0.0,-0.0312767712,-0.2449799134,0.0,-0.1345139279,-0.6293172383,0.0,-0.0239296984,0.0,0.0,0.0,0.0,-1.3024630865,-0.1862971452,0.0,0.0,0.0,0.0,-0.3188151844,-0.260190518,0.0,0.0,0.0,-0.0049549055,-0.0040122728,0.0,0.0,-0.7497068212,-1.3307823588,0.0,0.0,0.0,0.0,0.0,-0.0325569316,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015479654,0.0,0.0,0.0,0.0,0.0,0.0,-0.2439198229,-0.0152380002,-0.6291435691,0.0,-0.0447746235,0.0,0.0,-0.0220458877,2.4692197393,-0.7445869132,-0.1089468628,-2.417283495,-0.0050123559,0.0,0.0,-0.0042273578,0.0,0.0,9.3759912935,0.0,0.0,0.0,-0.0221518969,-0.062360837,0.098210382,-0.1378659923,0.0,0.0,0.0,-0.0067416307,0.0,0.0,-0.0183449619,0.0,0.0,0.0,-1.3671082764,-0.0114113437,0.0,0.0960815955,0.0,0.0,0.0,0.0,0.0,0.0,-2.6411501567,-0.0555386468,0.0,0.0,-0.0121455926,0.0,-0.0449679799,0.2514887188,0.0,0.0,0.0,0.0,0.0,-0.0094121292,-0.021923338,-1.1704091766,-1.5542132847,0.0,-0.0013913189,0.0,0.0,0.0,-1.8790111734,-0.1316087003,-0.4336549098,0.0,-2.6092624695,-0.003007698,-0.6437998695,-0.5636571651,0.0,-0.0029494399,0.0,-0.008563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056322373,0.0,-0.0410942544,0.0,-0.2218442806,0.0,0.0,0.0,-0.0248981092,-1.8596887893,-0.0063029633,-0.0021515044,-2.0172586461,0.0,-0.0026267181,0.0,-0.0033836741,0.0,-0.0039063117,0.0,0.0,-0.0034606098,0.0,-0.6699547771,0.0,-0.0048816101,-0.0026218654,0.0,-0.0024189116,-0.7869784445,-1.6674933057,-0.3099166142,-0.665366555,-0.0020577492,-0.157063431,0.0,-0.005673556,0.0,0.0,0.0,-1.4782874319,0.0,0.0,0.0,0.0990136131,0.0,0.0
Swellow,0.0088633164,-0.0003253664,-0.0003371886,-0.0072272244,-0.0264321363,-0.0009024637,0.0234248977,0.0643417361,0.0966610289,-0.0018042683,0.0158666023,-0.0003006951,0.0004611388,-0.0140745501,0.0,0.0268118168,0.0017362584,0.0467235246,0.0625597727,-0.0003757208,-0.0852635509,0.007207579,-0.2069101092,0.0207734022,-0.031810302,0.0031174335,0.051966113,-0.3535809164,0.0604167566,-0.4141452568,-0.0014806221,0.0006129527,-0.2638235963,0.003999891,-0.0045789557,-0.4487864533,-0.0010294978,-0.6816510002,-0.0079341161,-0.001885294,-0.0455299797,-0.0008915939,-0.0005406119,-0.127599088,-0.0020975378,-0.0280732117,-0.0011182908,-0.0232015664,0.084409266,0.0113872002,-0.0079514648,0.001124485,-0.9976217389,-0.1414068523,0.0069732005,0.0006859277,-0.0023114721,0.0038688439,-0.0138176498,-0.1611823658,-0.0001198568,0.0037113471,-0.0010859361,0.0107943497,0.0953546036,-0.0040917482,-0.0616290047,-0.0009124022,0.0345914786,-0.156444585,0.0006075216,-0.0031943269,0.0373265768,-0.0079078988,-0.0005044544,-0.011306122,-0.0003038966,-0.1620846234,3.9706e-06,0.0947047284,-0.0004856416,-1.64915e-05,0.0059598827,0.0261675409,-0.0203671358,-0.0005831936,-0.2826567253,0.0773556454,0.0022182142,-0.0249110985,-0.0103227445,-0.0236897151,0.0747490773,-0.0005804842,0.0243703872,-0.0140273401,0.0240298466,-0.0046097422,0.0251801195,-0.0094886546,0.0897908155,-0.000610429,0.0413921748,-0.0005914894,0.0020779125,-3.1675e-05,0.0260567587,-0.0438999534,-0.0019915191,-0.000369525,-0.0037820369,0.0029917006,-0.0023689695,0.0441030034,0.0495962006,-0.1529173945,-0.0193396273,-0.1268490836,-0.0007496166,0.0129722232,-0.0054261773,0.0184148271,-0.0002165612,-0.0019636694,-0.2911250983,-0.0435128561,0.0705699637,-0.0887339677,-0.0508710564,0.1117446088,-0.0060953711,-0.0669187427,0.0007992187,0.1191655132,-0.0015436686,0.0736858574,-0.0010034388,-0.0622399685,-0.1657183459,-0.0983390323,-0.3038225456,-0.0159067479,-0.0102262715,0.0008792616,-0.0008133359,-0.0009186257,0.0096238047,0.0089879428,1.0407468287,-0.0003457788,-0.0008869622,0.0479406284,-0.0017234658,-0.0001374121,-0.0004140291,-0.0027886411,-3.59098e-05,-0.0010137117,0.1066701921,-0.0004647385,-0.0585339862,0.0200004383,-0.152666698,0.0008310712,-0.0115083965,0.0013569509,0.1851754391,-0.0050613336,-0.0007607188,-0.1918397001,-0.0051442506,-0.4506963597,-0.0013946057,-0.0004495354,-0.0038823848,1.0595558879,-0.0039057772,-0.0171052339,-0.5322140024,0.0011136889,0.0226512354,-0.1774928335,0.0670959521,0.0538855023,0.0064988821,-0.0020229947,0.0014975829,-0.0003401673,0.0767156024,-0.0017981425,-0.1691781685,-0.0006546378,0.0317134945,-0.0012569075,1.1477220456,-0.0008715064,-0.3470360074,0.0519971457,-0.0012904284,0.2427618522,0.0008510654,-0.0001717206,-0.0045509117,0.0001869248,-0.0004573585,0.0583175785,-0.4499003524,0.0060712045,-0.0162676657,-0.0052558684,-0.0024820334,-0.1426083657,-0.0112018673,-0.0022911242,-0.0007121764,-0.0078891453,0.0073644645,0.0094976677,-0.0007433186,0.0053362437,-0.0055276049,-0.2520928982,-0.2742217181,-0.0003996765,0.0022226022,-0.2884756524,-0.0757743766,0.0383620562,-0.2356176953,-0.0232481954,-0.107511263,-0.0970557848,-0.3824099979,-0.0007749719,-0.1388766967,-0.0748106917,-3.71604e-05,0.0017528549,-0.0003070007,0.1385695674,-0.001753295,-0.0004623474,0.0640549458,-0.0002131006,0.0019624225,-0.0054601692,0.0047629984,1.0822142246,0.022628248,0.0006009713,-0.0020911562,0.0459074896,0.0847480927,0.0550968155,0.0087186537,0.0,-0.0064152511,-0.4270538936,-0.001599978,0.0009271489,-0.4536452037,0.0210304037,-0.0003797313,0.0034901209,-0.0007641961,-0.0366290029,-0.0011449998,-0.001534462,-0.0093055191,0.02327894,0.0590253315,-0.1688454845,-0.0015800834,0.0028506799,0.0090495568,0.0138774361,-0.0006005176,-0.0184308223,-0.2701315045,-0.0184682221,-0.051619195,0.0018921077,0.0347235738,0.0,0.0780470246,-0.0599427158,-0.2342787993,-0.0345921588,-0.353797591,0.013761084,0.0131188897,-0.0018260328,-0.000720889,0.0144342011,-0.0250743167
Eevee,1.2815e-06,0.0,0.0003332852,0.0012975188,0.0020160464,-3.4332e-06,-4.7263e-06,-9.1452e-06,-6.778e-06,0.0,-1.2649e-06,-2.6973e-06,-2.4856e-05,-5.07374e-05,-1.7451e-06,-7.0759e-06,-2.4291e-06,-9.87269e-05,-1.76192e-05,-3.1397e-06,0.0021983546,-5.08947e-05,-0.0004298132,0.0003772549,-0.0001149977,-3.32066e-05,-0.0004732964,-0.0016724245,0.0,-0.0015192798,-5.3404e-06,-7.3932e-06,-0.0009614651,0.0003972966,0.0004151569,0.0002536978,-3.7113e-06,-0.0024416575,-2.91008e-05,0.0,-0.0006527043,-4.9521e-06,-4.1591e-06,-0.0005970215,-4.4617e-06,-0.0001041119,-4.4768e-06,0.0,-1.48416e-05,-1.27e-06,0.0018662295,0.0,-0.0054579435,-0.0005084708,-1.8236e-06,-0.0001396883,0.0021797287,0.0003230395,-0.0004092364,-0.0006231667,-1.8126e-06,-8.75607e-05,6.35e-08,-3.2394e-06,4.50527e-05,-1.14332e-05,-0.0003490553,-1.22522e-05,-0.00016804,0.0017556727,-5.7668e-06,-1.10087e-05,0.0003008406,0.0,0.0,-4.09519e-05,-1.4684e-06,-0.0005917646,-8.6144e-06,-5.21324e-05,-1.7507e-06,0.0,-0.0005101078,-5.20727e-05,-7.35484e-05,-2.0904e-06,0.0011401013,-7.3178e-06,-1.943e-06,-7.62455e-05,-3.93892e-05,-8.22994e-05,-1.55282e-05,-2.0936e-06,-3.0953e-06,-5.05711e-05,0.0003571616,-1.76566e-05,-4.47003e-05,0.0002899152,0.0003981767,0.0013202644,-8.1974e-06,6.5246e-06,0.0,-4.8991e-06,-1.03743e-05,-0.0001809009,-8.5798e-06,0.0,0.0,-2.8384e-06,-8.5417e-06,-2.90514e-05,0.0025009558,-0.0007365223,0.0,-0.0005651205,-2.8239e-06,-2.22271e-05,-1.96499e-05,-1.3742e-05,-4.7208e-06,-7.0788e-06,-0.0012097743,-0.0001682826,-7.7268e-06,-0.0003385973,0.0,0.0016678795,-3.54063e-05,0.0,0.0013784817,0.0,0.0018893524,-1.1877e-06,0.0,-0.0003581577,-0.0014834346,-0.0006440041,-0.0012360973,0.0,-5.3427e-05,0.0,-2.932e-06,-2.58953e-05,-3.02214e-05,-1.2268e-06,-1.28332e-05,0.0,-3.3814e-06,0.0,0.0,-1.4374e-06,0.0,-0.0001160799,0.0,-3.6544e-06,-9.4145e-06,-1.5244e-06,0.0001083798,-1.39918e-05,-0.0005842831,-2.29642e-05,1.5649e-05,-3.9164e-06,-1.56232e-05,0.0,-2.7992e-06,0.0,-0.0001011877,0.0003974409,-5.1336e-06,-1.6086e-06,-1.40889e-05,-4.3959e-06,-1.40799e-05,0.0,-0.0029946169,-2.8575e-06,-8.0301e-06,-0.0008895407,-1.54099e-05,-5.78955e-05,0.0,0.0,-1.3018e-06,0.0013767774,-1.7074e-06,-6.5783e-06,-0.0009218311,0.0,-1.70364e-05,-4.5343e-06,-4.70545e-05,-3.8027e-06,-0.0012698386,-1.05995e-05,0.0018807229,-5.5332e-06,0.0,0.0014203816,-1.76331e-05,0.0,-3.77114e-05,-2.438e-06,-0.0023812921,-5.09221e-05,-5.86437e-05,-1.81629e-05,-1.12814e-05,-0.0011348289,-4.17022e-05,-8.2587e-06,-3.2725e-06,-7.6773e-06,-1.3794e-06,-5.38893e-05,0.0,-8.7425e-06,-2.03635e-05,-0.0010767918,-0.0014436306,-1.4408e-06,-1.7707e-06,-0.0016647243,-0.0004487371,0.0,-0.001418792,-7.76093e-05,-0.0004027871,-0.0005666797,-0.0024236137,2.3722e-06,-0.000597993,0.0013713642,-2.539e-06,-2.7396e-06,-1.3161e-06,0.0012659187,-6.8191e-06,-1.83667e-05,-7.11826e-05,-1.2883e-06,0.0013521385,0.0,-7.0333e-06,0.0002603773,-5.2315e-06,-5.6279e-06,0.0002157439,-1.3959e-06,-0.0002068548,-7.3013e-06,-3.1034e-06,0.0,-2.31266e-05,-0.0017098492,0.0,-1.9984e-06,-0.0018716575,-6.2896e-06,0.0,0.0045405698,-3.1508e-06,-0.0001345599,0.0,-1.2751e-05,-3.73161e-05,-3.2144e-06,-7.8359e-06,-0.0006222876,0.0003211314,0.0,0.0003324303,0.0012271426,-2.2468e-06,-0.0003311028,-0.0016034522,0.0001689988,-0.0006180085,-1.9132e-06,-4.49117e-05,-8.2686e-06,-5.2699e-06,-0.0002159219,-0.0008445735,-3.18481e-05,-0.000723316,-2.9554e-06,2.6331e-06,-6.8423e-06,-1.2233e-06,-2.1021e-06,0.0
Torracat,2.1532e-06,0.0,0.0,0.0,0.0,0.0,3e-09,0.0,0.0,0.0,0.0,0.0,5.568e-07,0.0,0.0,0.0,0.0,3.44704e-05,0.0,0.0,0.0,0.0,3.4703e-05,0.0,0.0,0.0,0.0,6.7151e-06,4.18868e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-08,6.7151e-06,0.0002164315,0.0,3.4e-09,4.87e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001112848,0.0,0.0,0.0003249275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57e-08,7.57e-08,0.0,0.0,0.0,2.35e-08,0.0,0.0,0.0,0.0,0.0,5.568e-07,0.0,0.0,0.0,0.0,2.35e-08,6.7151e-06,0.0,0.0,1.6691e-06,0.0,0.0,0.0,5.33e-08,0.0,0.0,0.0,0.0,1.639e-07,0.0,0.0,4.18868e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57e-08,2.1275e-06,0.0,4.6e-09,0.0,0.0,2.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8945e-06,0.0,0.0,0.0,0.0,0.0,0.0003249251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-08,0.0,0.0,4.87e-08,0.0,0.0,0.0,0.0,0.0,5.568e-07,0.0,0.0,0.0,0.0,6.9e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6691e-06,0.0,6.7151e-06,0.0,0.0,0.0,0.0,0.0,3.44961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00994e-05,0.0,0.0,0.0,0.0,7.57e-08,0.0,0.0,4.87e-08,0.0,0.0,4.87e-08,2.57e-08,0.0,0.0,0.0,0.0,2.5411e-06,2.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.57e-08,0.0,7.00994e-05,2.4e-09,0.0,1.31e-08,0.0,0.0,0.0,0.0,0.0,0.0,3e-09,0.0,0.0,0.0,0.0,7.7994e-05,0.0,0.0,4.18868e-05,3.4e-09,0.0,0.0,7.00994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-09,0.0002164315,0.0,0.0,0.0,8.03e-08
Poliwrath,0.0282903853,-0.0088588904,-0.0004093079,-0.0121823434,-0.3368037079,-0.0016053794,-0.0021389478,-0.0042763119,0.0398722503,0.0,-0.0005468843,0.0120012984,0.3286781649,-0.0237248004,-0.0007822562,-0.0032935623,-0.0009746932,-0.0640575368,-0.0075478671,-4.53252e-05,-0.2476324402,-0.0236630981,2.107658678,-0.0243544404,-0.0537679361,-0.0155452686,-0.1927896186,-0.7996713739,-0.0264983953,-0.7112616043,-0.0024638946,-0.0034582924,-0.4588029888,-0.0010498259,-0.0141439492,1.9760618431,-0.001735002,-0.7275656933,-0.0093565485,-0.0033107802,-0.3048329086,-0.0023157935,-0.0019447864,-0.2788146435,0.4537680593,-0.0486616942,-0.0021171008,-0.0391814188,0.1245139509,-0.0007630413,-0.0134125175,0.0,-2.4974501735,-0.2544570033,0.0009993528,-0.0654191592,-0.003027603,-0.00601692,0.0279419518,-0.2904768703,0.002864404,-0.0409842554,-0.0016499398,-0.002101956,-0.0128262692,-0.0075079302,-0.1633238251,-0.0057291379,-0.0785993807,1.3851806603,-0.0026972163,-0.0053697443,-0.0159293206,0.0019951929,-0.0006946104,0.0,-0.0007274291,-0.2768519819,-0.0040280757,0.2235788289,0.0,-0.0006794021,-0.4251785776,-0.024851278,-0.0343912149,-0.0009830625,-0.4597060788,0.0341141114,-0.0009075495,1.2193939039,-0.0184167093,-0.0399327995,-0.0053008916,-0.0009789753,-0.0095343226,-0.0236470597,-0.1844758756,-0.0082560848,-0.0208280312,-0.0160597455,-0.0006366731,0.0034169378,0.0017234068,0.0009687446,-0.0040615269,-0.0022812425,-0.0048870514,1.1692677295,-0.0039032622,-0.0009642207,-0.0279726042,0.0439765006,-0.0039941212,-0.0022720117,-0.1017687954,-0.3685760889,-0.0583190796,-0.2733188469,0.0,-0.0102593251,0.0425466902,-0.0064220913,-0.0022014189,0.029048495,-0.5470224145,-0.0676513978,-0.0036230156,-0.1561776259,-0.0857509227,-0.118713817,0.1105386253,-0.1121280794,-0.0008204821,-0.0071697807,-0.0026020888,-0.0015762751,-0.0017414739,-0.1673155005,-0.693305744,-0.3157615011,1.4935578506,-0.0268864179,-0.0264914955,-0.0043616518,-0.0013710001,-0.0121484268,-0.012853631,-0.0011954231,-0.005857474,-0.0010006264,-0.0015785603,-0.0028394138,-0.0029051646,-0.0006723283,-0.0006978213,-0.0519298437,0.0009406614,-0.0017087043,0.2443362362,-0.0007836501,0.1520518224,-0.0065287502,-0.0637097071,-0.0107380702,-0.0194465475,-0.0018151187,-0.0072594619,-0.0089977735,-0.0013089115,-0.3233640871,-0.0451255459,1.6422714315,-0.002408801,-0.0007577605,-0.0065445905,-0.0020536799,-0.0065837831,-0.0263834851,-0.1300736667,-0.0013229328,-0.0035475243,-0.3935318131,-0.0085015096,-0.0251193727,-0.0015643752,-0.0598793771,-0.0006087067,-0.0005925798,-0.0006202166,0.0,-0.4332989451,-0.0011035949,-0.0079677728,-0.0020866653,-0.0220026979,-0.0017745635,1.411007225,-0.0049526174,-0.002497414,-0.0022268436,0.0,-0.0011362015,-0.0077064792,-0.000746795,-0.0177257465,-0.0011782022,-1.0447406927,-0.0240717502,-0.0261953376,0.0021529072,-0.0051316205,-0.5262909482,-0.0195309562,-0.0038618624,-0.0013693397,-0.0336456552,-0.0006435634,-0.0222057178,-0.000899344,-0.0027104696,-0.0084453196,-0.485711255,-0.6278170923,-0.0005937483,-0.0008279898,-0.6288433466,-0.2098263899,-0.0009316728,-0.6305057813,-0.0438126522,-0.1883218924,-0.2748738441,2.0997336047,-0.0013063344,-0.2796185147,-0.2373037492,0.0075941725,-0.0012810311,0.0404037488,-0.0037191641,-0.0031885905,-0.0085883027,-0.0333010741,0.0152416875,-0.0019902728,-0.0092433156,-0.0032879781,0.0815686264,-0.0024462498,0.001636981,-0.0167578413,0.0015405745,-0.0967252278,-0.0034134156,-0.0014344241,0.0,-0.0108140032,-0.7529676374,-0.0027375679,-0.0009198546,-0.8656121388,-0.0029401322,-0.0011256518,-0.0359750845,0.0365668308,-0.0629244275,-0.0019300717,-0.0016712736,-0.0170759779,0.0094186405,-0.0036674952,-0.2906343091,-0.0031073821,-0.0021036341,0.0098090363,0.1024246217,-0.0010502186,-0.2084401947,0.5902204197,-0.1345571472,-0.2402639255,0.0034635738,-0.0681966249,-0.003866408,-0.0024335388,-0.1010783278,-0.2575718321,-0.0621049643,-0.6137735911,-0.0013782421,0.0030703167,-0.0031606593,-0.0012155076,-0.0009576263,0.1531352932
