,Abomasnow,Abra,Absol,Accelgor,Aegislash,Aerodactyl,Aggron,Alakazam,Alcremie,Altaria,Amaura,Amoonguss,Anorith,Appletun,Applin,Araquanid,Arcanine,Archen,Archeops,Arctovish,Arctozolt,Armaldo,Aromatisse,Aron,Arrokuda,Articuno,Articuno-Galar,Audino,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Barbaracle,Barboach,Barraskewda,Basculin,Beartic,Beheeyem,Beldum,Bellossom,Bergmite,Bewear,Binacle,Bisharp,Blacephalon,Blastoise,Blaziken,Blipbug,Blissey,Boldore,Boltund,Bonsly,Bouffalant,Bounsweet,Braviary,Brionne,Bronzong,Bronzor,Budew,Bulbasaur,Buneary,Bunnelby,Butterfree,Buzzwole,Calyrex,Carbink,Carkol,Carracosta,Carvanha,Caterpie,Celebi,Celesteela,Centiskorch,Chandelure,Chansey,Charizard,Charjabug,Charmander,Charmeleon,Cherrim,Cherubi,Chewtle,Chinchou,Cinccino,Cinderace,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Clobbopus,Cloyster,Coalossal,Cobalion,Cofagrigus,Combee,Combusken,Comfey,Conkeldurr,Copperajah,Corphish,Corsola,Corsola-Galar,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Cradily,Cramorant,Crawdaunt,Cresselia,Croagunk,Crobat,Crustle,Cryogonal,Cubchoo,Cubone,Cufant,Cursola,Cutiefly,Darmanitan,Dartrix,Darumaka,Darumaka-Galar,Decidueye,Dedenne,Deino,Delibird,Dewpider,Dhelmise,Diancie,Diggersby,Diglett,Diglett-Alola,Ditto,Dottler,Doublade,Dracozolt,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Drampa,Drapion,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drilbur,Drizzile,Druddigon,Dubwool,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Durant,Dusclops,Dusknoir,Duskull,Dwebble,Eevee,Eiscue,Eldegoss,Electabuzz,Electivire,Electrike,Elekid,Elgyem,Emolga,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Exploud,Falinks,Farfetch'd,Farfetch'd-Galar,Feebas,Ferroseed,Ferrothorn,Flapple,Flareon,Fletchinder,Fletchling,Flygon,Foongus,Fraxure,Frillish,Froslass,Frosmoth,Gabite,Gallade,Galvantula,Garbodor,Garchomp,Gardevoir,Gastly,Gastrodon,Gengar,Gible,Gigalith,Glaceon,Glalie,Glastrier,Gloom,Golbat,Goldeen,Golduck,Golett,Golisopod,Golurk,Goodra,Goomy,Gossifleur,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Grapploct,Greedent,Grimmsnarl,Grookey,Grovyle,Growlithe,Grubbin,Gurdurr,Guzzlord,Gyarados,Hakamo-o,Happiny,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honedge,Hoothoot,Horsea,Hydreigon,Igglybuff,Impidimp,Incineroar,Indeedee,Indeedee-F,Inkay,Inteleon,Ivysaur,Jangmo-o,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jynx,Kabutops,Kadabra,Kangaskhan,Karrablast,Kartana,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Kommo-o,Krabby,Krokorok,Krookodile,Kubfu,Kyurem,Lairon,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latios,Leafeon,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Linoone-Galar,Litten,Litwick,Lombre,Lopunny,Lotad,Loudred,Lucario,Ludicolo,Lunatone,Lurantis,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Machamp,Machoke,Machop,Magby,Magearna,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Malamar,Mamoswine,Mandibuzz,Manectric,Mantine,Mantyke,Maractus,Mareanie,Marill,Marowak,Marowak-Alola,Marshtomp,Mawile,Melmetal,Meltan,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Metagross,Metang,Metapod,Mew,Mienfoo,Mienshao,Milcery,Milotic,Miltank,Mime Jr.,Mimikyu,Minccino,Moltres,Moltres-Galar,Morelull,Morgrem,Morpeko,Mr. Mime,Mr. Mime-Galar,Mr. Rime,Mudbray,Mudkip,Mudsdale,Munchlax,Munna,Musharna,Natu,Necrozma,Nickit,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Nihilego,Nincada,Ninetales,Ninetales-Alola,Ninjask,Noctowl,Noibat,Noivern,Nuzleaf,Obstagoon,Octillery,Oddish,Omanyte,Omastar,Onix,Oranguru,Orbeetle,Palossand,Palpitoad,Pancham,Pangoro,Passimian,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phantump,Pheromosa,Pichu,Pidove,Pikachu,Piloswine,Pincurchin,Pinsir,Poipole,Politoed,Poliwag,Poliwhirl,Poliwrath,Polteageist,Ponyta,Ponyta-Galar,Popplio,Porygon,Porygon-Z,Porygon2,Primarina,Psyduck,Pumpkaboo,Pumpkaboo-Large,Pumpkaboo-Super,Pupitar,Purrloin,Pyukumuku,Quagsire,Qwilfish,Raboot,Raichu,Raichu-Alola,Raikou,Ralts,Rapidash,Rapidash-Galar,Regice,Regidrago,Regieleki,Regigigas,Regirock,Registeel,Relicanth,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Rockruff,Roggenrola,Rolycoly,Rookidee,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Runerigus,Sableye,Salamence,Salandit,Salazzle,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandygast,Sawk,Sceptile,Scizor,Scolipede,Scorbunny,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seismitoad,Sharpedo,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shiftry,Shiinotic,Shinx,Shuckle,Sigilyph,Silicobra,Silvally,Silvally-Bug,Silvally-Dark,Silvally-Dragon,Silvally-Electric,Silvally-Fairy,Silvally-Fighting,Silvally-Fire,Silvally-Flying,Silvally-Ghost,Silvally-Grass,Silvally-Ground,Silvally-Ice,Silvally-Poison,Silvally-Psychic,Silvally-Rock,Silvally-Steel,Silvally-Water,Sinistea,Sirfetch'd,Sizzlipede,Skarmory,Skorupi,Skrelp,Skuntank,Skwovet,Sliggoo,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slurpuff,Smoochum,Sneasel,Snom,Snorlax,Snorunt,Snover,Sobble,Solosis,Solrock,Spectrier,Spheal,Spiritomb,Spritzee,Squirtle,Stakataka,Starmie,Staryu,Steelix,Steenee,Stonjourner,Stoutland,Stufful,Stunfisk,Stunfisk-Galar,Stunky,Sudowoodo,Suicune,Swablu,Swampert,Swinub,Swirlix,Swoobat,Sylveon,Talonflame,Tangela,Tangrowth,Tapu Bulu,Tapu Fini,Tapu Koko,Tapu Lele,Tauros,Tentacool,Tentacruel,Terrakion,Thievul,Throh,Thundurus,Thundurus-Therian,Thwackey,Timburr,Tirtouga,Togedemaru,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torracat,Toxapex,Toxel,Toxicroak,Toxtricity,Tranquill,Trapinch,Treecko,Trevenant,Trubbish,Tsareena,Turtonator,Tympole,Type: Null,Tyranitar,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Urshifu,Urshifu-Rapid-Strike,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venusaur,Vespiquen,Vibrava,Victini,Vikavolt,Vileplume,Virizion,Volcanion,Volcarona,Vullaby,Vulpix,Vulpix-Alola,Wailmer,Wailord,Walrein,Wartortle,Weavile,Weezing,Weezing-Galar,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wimpod,Wingull,Wishiwashi,Wobbuffet,Woobat,Wooloo,Wooper,Wynaut,Xatu,Xurkitree,Yamask,Yamask-Galar,Yamper,Zapdos,Zapdos-Galar,Zarude,Zeraora,Zigzagoon,Zigzagoon-Galar,Zoroark,Zorua,Zubat,Zweilous,Zygarde-10%,empty
Abomasnow,0.0,0.0,-0.0001594931,-0.00026868314999999997,-0.00664071085,-0.0002408652,-8.131155e-05,-0.0011761235,0.0,-0.0004947735000000001,0.0,-0.00439028765,0.0,0.0542342836,0.0,-0.00034351995000000003,-0.00011545495,0.0,0.0,0.08777014315000001,0.19962982845,0.0,0.0,0.0,0.0,8.780760000000001e-05,-0.00011822265,-0.00039976560000000005,-6.604965e-05,0.0013075564999999998,0.0,0.00012830319999999998,0.0856956282,0.0,0.0,0.0,0.0,0.0,0.0011594505,0.0,0.0,0.0,0.0,0.0,0.0,0.0014908791000000001,0.0,-0.0035082712,0.0068949418,-0.00070522215,-0.01205763985,0.0,-0.05444853005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012444125000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0324431053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008515740349999999,-0.0001013549,-0.0008036893499999999,-0.00760116885,0.0001595356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0917671018,0.0,0.0,0.0,-0.14058066670000002,0.0,0.0,0.0,0.01107711125,0.0,0.0,0.00221173755,0.0,0.0,7.164185e-05,-0.00044278405,0.0,0.0,0.0,-0.00016044215,-0.057256065349999996,0.0,0.0,0.0,0.0,-5.090495e-05,0.0,-0.0174428558,-0.00189643965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00097841235,0.0,0.0,0.0,0.0,0.0,0.0,0.06552442010000001,0.0,0.0,-0.00019828005,-0.00499009865,0.0,0.0,-0.0081372109,0.0,0.0,-0.00575853755,-0.00037274005,-0.0226987133,0.0,-0.024789713050000002,0.0,-0.0001699181,-0.00021035029999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040215439999999997,0.0,-0.00020567555,0.0,0.0,0.0,0.0,0.00241581445,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006683778,0.0,5.018e-07,0.0,0.0,0.0,0.0,-0.0002102653,0.0,-0.0003140339,0.0,-0.03343344685,0.0,0.0,0.0,0.052742786449999995,-0.00010260095,0.0,0.0,0.0,0.0,-0.0836198255,0.0,0.0,0.0,0.0,-0.0001934064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020644715,0.0,-0.03887931805,0.0948760313,0.0,-0.00943973875,0.00816757595,0.0,-0.00030014345,0.0,0.0,0.00102400015,0.0,0.0,0.0,0.0,0.0,0.04065785965,-0.00020389955,-0.0002173942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035291396499999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013875844499999998,0.0,0.0,0.0,0.008424724750000001,0.0,0.0,-0.0310341273,-0.0017689055499999998,0.0,-0.08712927355,-0.00018308355,0.0,-0.00044888125,0.0,0.0,-0.04527776485,0.0,0.0,0.0,0.0,0.0,0.0,-0.0740110581,0.0,0.0,-0.00066929915,0.0010455954,0.0,0.0,-0.0001554333,0.0,0.0,-0.00034819785,0.0,0.08658938669999999,-8.375635e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0478725049,0.007925083749999999,-0.002181721,0.0,0.0,0.0,-0.0016922503999999999,0.0,0.0,0.0,-0.01451973485,0.0,0.0,-0.0043534645,0.0,0.03925446565,0.0,0.0,-0.05335677465,0.0,0.0,0.0,0.0,-0.00966827055,-0.02220390205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003454599,0.0,0.0,0.0,0.0,0.0175877033,0.0,-0.0009290881,0.0,-7.0666e-05,0.0,0.0,0.0,-0.1297963223,0.0,0.0,-8.639085e-05,0.0,0.0,0.02317275685,0.0,0.07963413255,-0.0776360998,0.0,-0.00053276785,0.0,0.0,0.0,0.0,0.0,0.013911834500000001,0.0,0.0,0.02812718215,0.0,-0.0003993457,0.0,0.0,0.0,0.0,-0.0006547639,0.0,0.0,0.0532505024,0.0,0.0,0.0,-0.00024004985,0.0,0.0,-0.00086478515,0.0,-0.028688196,-0.00231373365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.487545e-05,0.0,0.0,0.0,0.0,-0.00014372395,0.0,-0.02777098425,-0.0011391576999999998,0.0,0.0,0.0,0.0,-0.00392919135,0.0,0.0002457864,0.09503829615,0.0,0.0,0.0,-6.3773e-05,0.0,-0.00736206105,0.0,0.0,0.0,-0.0011641869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010007705950000001,0.0,0.0,0.0,0.0,0.0,-0.008427732850000001,0.0,0.0,3.92931e-05,0.0,0.0,0.0,0.0,-0.00049141225,0.0,0.0,-8.37415e-05,-0.0003648673,0.0,0.0,0.0,0.0,-0.0007557830499999999,-0.00211567795,-0.00120871885,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009549914,-0.0148361212,0.0,0.0,0.0,-0.00307125605,-0.0003678329,0.0,0.0,-0.000120961,0.0,-0.0010936075,-0.02866289435,-0.0014035109,-6.208795e-05,-0.00015259335,0.0,0.0,-0.0028299373499999997,0.0,0.0,-0.0095885021,0.0,-0.09159057070000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014676425,0.0,0.0,0.0,-0.00141977105,0.0,-0.0038360181,0.0,0.0,0.0,-8.469780000000001e-05,-0.00200749265,0.0,-0.0002008073,-0.0007623584,0.0,0.0,0.0,0.0,0.1202178191,0.0,0.0,0.0,-0.006900264200000001,-0.00025698185,0.0,0.0,0.0,-6.03877e-05,0.0,0.0,0.0,0.0,-0.017220593200000002,0.0,-0.005284217799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010589621600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013804665000000002,0.0,-0.02894816375,0.0,0.0,0.0,0.0,0.0,-0.043353825900000004,-0.0012779685,-0.02965104035,-0.03803815215,0.0,0.0,-0.00010685855000000001,0.0,0.0,0.0,0.004774598499999999,0.0,0.0,0.0,0.0,0.0,-0.07927134825000001,0.0,0.01262785625,0.0,0.0,-0.0003558689,0.0105451176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0143301101,0.0,0.031000420350000002,0.0,0.0,0.0,0.08375941210000001,0.0001746102,0.0,-0.02088174835,-0.0022565139,0.01548150155,-0.05871243605,-0.0102116457,0.0,0.0,-0.00019161765,-0.0008624039,0.0,0.0,-0.0009843976,-0.00411175225,0.0,0.0,0.0,-7.83106e-05,0.0541815754,0.0,0.0,0.0,-0.00759900055,-0.00030164685,-0.037493307049999994,0.0,-0.1358132782,0.0,-0.00017126149999999998,-0.00061463695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03617265845,-0.00028811685,0.0,0.0,-0.0012622577500000002,0.0,-0.1052650719,-0.017981277349999998,0.0,0.0,0.0,-0.00134551985,-0.0005587434499999999,0.0,0.0342251209,0.0,0.0,-0.01125377975,-0.00036355990000000004,0.0,0.0,-0.0047365575,-0.02195100705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100593729,0.0,-0.005397699949999999,-0.00012131635,0.0,0.0,0.0,0.0,0.0,0.0,-6.71643e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0048110772,0.0,0.0,0.0,-0.0762478714,0.0636153596,-0.01459002135,-0.0038951420000000003,0.0,0.0,-0.0007281642,0.0,0.0,0.0,0.0,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
