,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Spiritomb,Linoone,Eelektross,Archeops,Snorlax,Uxie,Swellow,Ambipom,Hitmonlee,Mimikyu,Poliwrath,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Tangela,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Slaking,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Vivillon,Kommo-o,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Aggron,Bisharp,Kyurem,Lucario,Donphan,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Roserade,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Rhyperior,Latios,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Togekiss,Gyarados-Mega,Claydol,Slurpuff,Salamence,Buzzwole,Blastoise-Mega,Haxorus,Absol-Mega,Glalie-Mega,Porygon2,Crawdaunt,Steelix-Mega,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Araquanid-Totem,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Cacturne,Amoonguss,Jolteon,Walrein,Seismitoad,Tornadus,Aron,Lanturn,Blacephalon,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Scyther,Lycanroc,Lurantis,Umbreon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Beedrill-Mega,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Drapion,Braviary,Torkoal,Venomoth,Excadrill,Metang,Victreebel,Smeargle,Whimsicott,Magneton,Banette-Mega,Tentacruel,Lickilicky,Greninja-Ash,Kricketune,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Chimecho,Sableye,Omastar,Abomasnow-Mega,Necrozma,Electivire,Suicune,Scizor,Piloswine,Metagross,Nidoking,Zapdos,Cobalion,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Primarina,Keldeo,Tyranitar,Noivern,Empoleon,Xatu,Nihilego,Heracross-Mega,Clamperl,Beartic,Froslass,Sylveon,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Diancie-Mega,Galvantula,Mimikyu-Totem,Bruxish,Luxray,Clefable,Minior,Jellicent,Oricorio-Pom-Pom,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Starmie,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Espeon,Lopunny-Mega,Kartana,Dunsparce,Azumarill,Jirachi,Dusclops,Hydreigon,Lapras,Hoopa,Golisopod,Sableye-Mega,Manaphy,Wishiwashi,Tsareena,Skarmory,Yanmega,Crobat,Hitmontop,Heliolisk,Kingdra
Buneary,7.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,2.9194e-05,0.0,0.0,0.0,2.8425e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0001486876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8425e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001486876,0.0,2.8425e-06,0.0,0.0001486876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001486851,0.0,0.0,0.0,2.8425e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8425e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.9194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duosion,-1.47563e-05,0.0,0.0,0.0,-0.0001711603,0.0,0.0,-4.2509e-06,-2.318e-06,0.0,0.0,2.35002e-05,0.0,-2.59946e-05,0.0015708305,-1.77e-06,0.0,0.0,-0.000171412,0.0,0.0,0.0,0.0,-0.0002441337,0.0,0.0015400759,0.0,-0.0003159022,0.0,0.0,-0.0007037115,0.0,0.0,-1.2502e-06,0.0,0.0,0.0,0.0,0.0,-0.0003062993,0.0,-0.0006246898,-3.901e-06,0.0,-5.1915e-06,-3.11538e-05,0.0,-0.0001288939,0.0,0.0015111698,-0.0006471285,0.0,0.0,0.0,-2.9553e-06,0.0,-6.984e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.437e-07,0.0,0.0,3.194e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001676415,1.21549e-05,0.0,0.0,0.0,0.0,0.0,-0.0005202813,-1.43036e-05,0.0,-1.03958e-05,-0.0001154226,0.0,0.0,-1.40851e-05,0.0,-0.0002545423,-5.041e-07,0.0,0.0,-2.86399e-05,0.0,0.0,0.0,0.0,0.0001019076,0.0,0.0,-7.39376e-05,0.0,0.0,0.0,0.0,-0.0003882365,0.0,0.0,-1.45624e-05,0.0,0.0,0.0,0.0,-2.7453e-06,-0.0006873257,0.0,0.0,-0.0002128191,0.0,0.0,0.0,0.0,0.0,-0.0001988387,0.0,0.0,-3.15759e-05,0.0,-8.573e-07,0.0,-0.0003207604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008339319,0.002349291,0.0,0.0,-1.8673e-06,0.0,0.0,-0.0001065359,0.0,4.51481e-05,0.0,-3.62025e-05,-2.3262e-06,0.000116227,0.0,0.0,0.0,-1.09379e-05,-1.08288e-05,0.0,0.0023197411,0.0,0.0,-5.1104e-06,0.0,0.0,0.0,-6.8965e-06,0.0,0.0003806996,0.0,1.6417e-05,-0.0003296144,-1.28164e-05,6.83269e-05,0.0,-2.0428e-06,0.0,0.0,0.0,-1.2008e-06,-0.0003021048,0.0,5.29587e-05,-1.1362e-06,0.0,0.0,0.0,0.0,-0.0005440695,0.0,0.0,-5.7075e-06,0.0,0.0,-4.0023e-06,-1.11877e-05,2.758e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7922e-06,-3.0675e-06,0.0,0.0,0.0,0.0,-4.708e-07,-4.8879e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006211268,0.0,-0.0007184274,-4.45572e-05,-0.0001083929,-2.93215e-05,-0.0005946427,0.0,0.0,0.0,0.000194996,-5.6556e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.984e-07,0.0,0.0,1.9143e-05,0.0,0.0,0.0,0.0,0.0,0.0015949058,-2.6673e-06,0.0,0.0,0.0,3.80506e-05,0.0,0.0,-0.0002489185,4.352e-07,0.0001668959,0.0,-0.0004226653,0.0,0.0,0.0,0.0,-0.0007665598,0.0,0.0,-0.000185493,0.0001116361,0.0,0.0,0.0,-2.7048e-06,-0.0003115309,0.0,0.0,0.0,-0.0005012682,0.0,0.0,0.0,0.0,0.0
Swellow,-0.0250051517,-0.0354124634,-0.0022623603,-0.0337974775,-0.2649008362,-0.0164856748,-0.0067805446,0.0069422208,0.0053841863,-0.0023475244,0.0002158891,-0.0015873959,-0.0038910947,-0.0121599585,-0.0186730067,0.0,0.0164828139,-0.0014767844,0.0712029042,-0.0018287766,0.0286206118,-0.1146018019,0.0009543483,-0.1380392752,-0.0455522295,-0.0822058689,0.0350197694,-0.5109789265,-0.001033427,-0.0016967057,-1.2487638363,0.0054285387,-0.2504415428,-0.0024032492,-0.0029817872,-0.0085263503,0.7867335435,0.0004917167,0.0062335799,-0.4468906625,-0.0061811003,-0.7671745455,0.0112703704,0.0407454399,-0.0096644679,-0.0102564569,-0.0033214973,-0.2377755918,-0.019875306,-0.0266949731,-1.2191758802,0.0493777665,0.0730494928,-0.0625656343,-0.0057790693,-3.663393897,1.7308324911,-0.2042619988,-0.0355171939,0.0212273934,-0.0029932864,-0.4581813143,0.0070519391,-0.2755838031,-0.0010605949,-0.0618697376,0.0044018276,-1.60033e-05,0.3684340881,-0.0009678969,-0.0060772387,-0.3011585331,0.0242767385,-0.0519944004,0.2371571362,-0.0070579345,-0.0071235553,0.033309357,-0.0070924592,-0.063163227,2.2756339284,-0.0214055975,-0.0350862958,-0.2799142605,-0.0415925272,-0.0374285565,-0.1535617861,-0.3733012811,-0.0278126222,-0.0843581041,0.2413351872,-0.2178823009,0.3131240332,-0.0009582305,-0.0016146725,-0.0221193473,-0.3682727496,-0.0009243258,0.139947381,0.5264309882,-0.0419991225,-0.0033621929,0.1596031018,0.0289192279,0.0466354129,0.00261853,-0.0731490562,-0.0098529105,-0.0523418931,-0.0066967765,-0.0034717131,0.0795641386,-0.0310303559,-0.7459596418,-0.4168891895,-0.2413753855,-0.0282741133,-0.0011608127,0.0110248761,0.0299744623,0.0001676713,-0.0050973498,1.8104335012,-0.0396754755,0.0119452672,-0.3950539776,0.0895698397,-0.0087743749,1.3101598276,-0.2790477472,-0.001156306,-0.350957247,0.0513335016,-0.0029970506,-0.0616735309,-0.0133502763,-0.001649021,-0.0014435571,-0.5967531472,0.0039489363,0.1240334647,-0.524066634,-0.2414066325,-0.029067099,-0.0184372597,-0.0012115234,-0.0210391815,-0.0017420838,-0.0092910839,1.7118764653,-0.0141465101,-0.0022755777,0.0005030181,0.0289229338,0.1058233582,-0.002893089,-0.314473687,0.1034844228,-0.0036725701,0.0229070819,0.041427684,0.0408398732,-0.1128375907,-0.0037873859,0.0291727146,0.0016372494,0.1334577679,-0.0102930067,-0.0010171315,0.0906974579,-0.0904176767,-0.901534458,0.0043939773,-0.000919188,0.0045632945,0.0432597632,-0.015280137,-0.0232070869,-1.7359820506,0.0034293246,0.0242473354,-0.6178640242,-0.0118503605,-0.0112027572,-0.0136433022,-0.0038782833,-0.0010524964,-0.1950745851,-0.0015222379,-0.0023481491,-0.5796339454,-0.0017551464,0.0270912485,0.0029270683,0.0153916231,0.0137543433,0.0284912939,0.1381911907,-0.8323652402,-0.0009314553,-0.0045501105,0.0535864735,0.0010084716,0.0049186147,-0.007826375,0.0239134539,-0.0004598431,-0.7790883034,0.0,0.5996235358,-0.0227089811,0.0016963028,-0.0049466709,-0.4193296242,0.0018352323,-0.0015027397,0.0017356311,-0.0074135672,-0.0057870603,0.0112982229,-0.0005950236,-0.0852698051,0.1456746265,-0.0009169395,0.0041520691,-0.0418617774,-0.1845353717,-0.0024071893,-0.0936392816,-0.0244258541,-0.0021965367,-1.1667098244,-0.1036646902,-0.9511238019,0.1707949145,-0.2781845153,-0.0407237495,1.1742815898,0.0264058958,0.7286475861,-0.5488680204,0.0132929478,0.0339238418,-0.0237377674,-0.0180833298,2.8236183835,-0.001115728,0.0046144118,-0.000951616,0.0365144201,-0.0201140821,0.0361903875,0.0471413151,0.0013859149,-0.0174218186,-0.0826503786,-0.2363944463,-0.0041042475,-0.0133857435,-0.000918376,0.0152152792,-1.2284826911,-0.0022339939,-0.0028161515,-0.000937722,-0.0557070366,0.0182239984,-0.4551855189,-0.0008448522,-0.3137929554,-0.0001527111,-0.0483704654,-0.0019163985,-0.6289303733,-0.0029382621,-0.0027818971,0.0217017769,0.6083466205,-1.4431690501,-0.0011234976,-0.0411105192,0.0041482957,-0.0019357668,0.2711988875,-0.0013823094,-0.0167993509,-0.0043448566,-0.5856538924,-0.2497184458,-0.0013170705,-0.002976758,-0.8290442967,-0.0128119207,-0.0035333218,-0.0009986718,0.0018376896,-0.1494240131
Eevee,-0.0002484629,0.0,-1.96972e-05,0.0001673906,-0.0028601146,-0.0001433214,-5.89966e-05,-7.11794e-05,-3.94061e-05,-2.04018e-05,-8.3798e-06,-1.38489e-05,0.0001250353,-0.0004227626,0.0,0.0001111769,2.4262e-06,-1.6908e-05,-0.0001768595,-1.59043e-05,0.0004219048,-0.0010188369,-0.0005684302,-0.0030519615,8.01925e-05,0.0001452291,-0.0002306113,0.0002324319,0.002710466,0.0046829872,-0.0113145646,-0.0002447514,-0.0030142195,-2.12527e-05,0.0,-9.31687e-05,-0.0026390881,-1.42143e-05,-0.0002232021,-0.0052054581,-5.44581e-05,-0.0091246859,-6.63162e-05,-3.38874e-05,-8.81889e-05,-0.0005295766,-6.51009e-05,-0.00218881,-0.0002155565,0.0017689987,-0.0110955383,-3.07656e-05,0.0003003131,-0.0006040172,-2.92229e-05,-0.0346330548,-1.18723e-05,-0.0030374381,0.0,-4.53697e-05,8.7313e-05,0.0084173164,0.0,-0.0024002197,-9.2437e-06,-0.0005418475,0.0002121205,-4.50845e-05,-0.000533636,-9.912e-06,-0.0001607815,-0.0026277697,-2.95778e-05,-0.0007916392,-0.0029165323,-6.1385e-05,-7.17652e-05,-0.0001595896,-6.72997e-05,-0.0005521346,0.0076017399,-0.0002067179,0.0028668285,0.004277662,-0.0003529098,-0.0003401225,0.0181244149,-0.0088413463,-0.00024315,-0.0009355255,-0.0001767279,-0.0019670449,-0.0001608354,-8.4982e-06,-0.0002062862,0.0002730524,0.0095289984,0.0,-4.38333e-05,-0.0001795339,-0.0004841176,-4.41081e-05,0.0003262523,0.0011301332,-2.47366e-05,-0.0001738805,-0.0010794726,-9.58338e-05,-0.001256089,-9.28411e-05,-3.34612e-05,-5.79913e-05,0.0018000963,0.0038569736,-0.0036976632,-0.0021144291,-0.0002475616,0.0,0.0006065372,-0.0001662916,0.0003767499,-4.66244e-05,-0.0035437516,-0.0003973185,0.0,0.0045220948,-3.15395e-05,0.0,-0.0025987622,-0.0007425191,7.88343e-05,-0.0033602606,0.0112449944,0.0,-0.0005367897,0.0,-1.42147e-05,0.0,-0.005452899,-6.7174e-06,0.0023285464,-0.0061209729,-0.0032077307,-0.0002546207,-0.000379449,-1.71406e-05,-0.0001829226,-1.51447e-05,0.0170645561,-0.0051289033,-0.0005493797,-2.88214e-05,-1.35291e-05,-3.11834e-05,-0.0002936918,-3.55963e-05,-0.0028664186,-1.26128e-05,-3.45467e-05,-5.57786e-05,0.0141218172,-5.65639e-05,-0.0013522782,-3.29553e-05,0.0083391502,-4.70413e-05,-0.0001835582,-0.0001840898,-8.8882e-06,-0.0008993389,-0.001010486,-0.0161110872,-8.69262e-05,-7.9909e-06,0.0,-4.44871e-05,-0.0001342588,-0.0003628496,-0.0093723279,1.28321e-05,-0.0001312538,-0.0055997384,-0.0002178788,-0.0003791024,0.0,-3.47274e-05,0.0,-0.0016977048,-1.82892e-05,-2.04135e-05,0.0164569117,-1.6677e-05,-0.0001695687,0.0012150597,-1.12549e-05,-1.08954e-05,-0.0001778083,-4.60777e-05,-0.00730015,0.0,0.0,8.47677e-05,-0.0001538478,-1.76835e-05,-6.80368e-05,-7.63961e-05,0.0,-0.0103295231,0.0,-0.0006624032,-0.0002385732,-0.0001883767,-4.32323e-05,-0.0044293109,-2.21372e-05,0.0029816562,-2.09983e-05,-6.44679e-05,-5.21471e-05,-0.000127098,-8.7108e-06,0.0007537717,0.0039752038,-5.006e-06,-8.30937e-05,-0.0003882512,0.007027588,0.0,-0.0031808623,-0.0002048515,0.0012059614,-0.0105558222,-0.0029693188,0.0113298844,-0.0007574449,-0.0028719811,-0.0004984647,0.0,0.0004747679,-0.0035963008,-0.0040141694,-1.32217e-05,-9.61459e-05,-0.0002063626,-0.0003761795,0.0004727659,0.0,-9.8432e-06,0.0010030849,0.0094761251,-0.0001777394,-1.87752e-05,0.0016499197,-5.09467e-05,-0.0001988861,-0.0005527307,-0.0022045652,-4.50714e-05,0.0,-8.5805e-06,-8.5779e-06,0.0104768666,-4.53438e-05,-2.52158e-05,0.0,-0.0004855886,-2.51223e-05,-0.0038625929,-1.86192e-05,-0.0042163295,-9.5571e-06,-0.0004748647,-3.20251e-05,-0.0078636782,-2.36532e-05,-3.70269e-05,0.0039391384,-0.0030997184,-0.0115346599,-9.767e-06,-0.0008368069,-0.0031533768,-1.96849e-05,-0.0003448731,-1.149e-05,0.0,-4.59818e-05,-0.0052959208,-0.0021320001,-8.4527e-06,-2.88623e-05,-0.0085098435,-0.0002333352,-3.9475e-06,-8.3587e-06,-1.41523e-05,-0.001299564
Poliwrath,-0.0116925682,-0.0211034678,-0.001173722,-0.0180149991,-0.1721413131,0.0053485647,-0.0008593301,-0.0033553345,0.705412061,-0.0012160762,-0.0004908117,-0.0007128169,-0.0026700908,0.0078998078,-0.0038588158,-0.0017923217,-0.0007164557,0.000114618,-0.1718368762,0.0,-0.0026583145,-0.0565999043,-0.0338750939,-0.2395682589,-0.0281491709,-0.0499041207,-0.0137405304,0.9988823621,-0.0001891322,9.4576e-05,-0.631596039,-0.0146492005,-0.1796124143,-0.001264895,-0.0015452837,-0.0055704263,-0.1557464501,-0.0008549645,-0.0135458835,-0.3096127368,-0.0032450635,0.8904667254,-0.0026369367,-0.0015326346,-0.0048670731,-0.0265787866,-0.0037098233,-0.1304943809,0.0039833284,-0.0779556955,-0.6600326179,-0.0117346897,-0.0023191459,-0.0359932913,-0.0029937086,-0.91730119,-0.000707449,-0.140983489,-0.0183988439,-0.002507077,-0.0027854071,0.0104810106,0.0365189406,-0.1430248564,0.0054289724,-0.0322877328,-0.0076957978,-0.0026865085,-0.0310635477,-0.0005960599,0.0020854227,-0.058988085,-0.0016020426,-0.0505840944,-0.1884993041,0.07665132,-0.0042751414,-0.004347308,0.0005696511,-0.0212330358,-0.1332074904,-0.0102984321,-0.0103124899,-0.2210576246,0.0131054029,-0.0200999142,-0.0940701097,-0.3088287581,1.3006910966,-0.1140286733,-0.0105309016,-0.1173045045,0.0035012769,0.0137150255,-0.0091700917,-0.0146928499,-0.2468328561,-0.0004813688,0.0023631434,-0.0138138675,-0.0289721944,-0.0025775542,-0.0001004398,-0.0030303613,-0.0014740084,-0.011022542,-0.0541062064,-0.000114563,-0.0389107082,-0.0039999697,-0.0019930635,-0.0029929142,-0.163408222,-0.3932835734,-0.1698441494,-0.1255382914,-0.0144959051,-0.0006013312,0.7955085777,-0.0096179998,0.0061233484,-0.0018979522,-0.6671722909,-0.0237347874,-0.0008603212,-0.2023574555,-0.001866233,-0.0042849107,-0.1095761272,-0.1646969063,-0.0004517096,-0.2017020956,0.0024640696,-0.0017589598,0.8227040629,0.0030260895,-0.000868437,-0.0005655873,-0.3240376312,-0.0004768525,-0.1379937577,-0.3076196386,1.6183811683,-0.0149449154,-0.0223190481,0.0051599898,-0.0109000323,-0.0003748998,-0.0082879484,-1.001102804,0.0089013011,-0.0017174206,-0.0001815812,-0.0002079882,0.0019761324,-0.0023431879,-0.1691714437,0.0311549115,-0.0020580861,-0.0019763634,0.0023068089,0.0402705831,-0.0614310686,-0.0019636241,-0.0351861773,-0.0047779817,-0.0110800661,0.0693396983,-0.0005296327,-0.0635376401,-0.0594765484,-0.7777818261,-0.0051547659,0.0053774192,-0.0030273697,-0.0026735093,-0.0079948842,-0.0216196439,-1.219443698,-0.0002642408,-0.0080004599,-0.3338665522,-0.0125639941,-0.0136395685,-0.0067914867,-0.002024044,0.0050355342,-0.1011632303,-0.0010525901,-0.0010975137,-0.2932156718,0.0073046181,-0.0018092588,0.0001264179,-0.0006719825,-0.0006492397,-0.0104819487,-0.0027456684,0.9036110303,0.0,-0.0021160058,-0.0049327374,0.0098493423,-0.0010435364,-0.0040107513,0.0150464212,-0.0007347193,0.1377564762,-0.0005962109,-0.0373475901,0.1084520108,0.0954912101,0.0109072941,-0.2616870128,0.0,-0.0007785119,-0.0008531537,-0.0038372854,-0.0030305443,0.093800959,0.0011776425,-0.0441719832,-0.0363902344,-0.0004732168,0.0322170587,-0.0113024095,-0.3518555469,-0.0012604449,1.7370947751,-0.0112722813,-0.0016902915,-0.6292014915,-0.176932585,-0.2939333093,0.0575916739,-0.1466967033,-0.0297025303,0.4998129345,0.0004218887,-0.1753025284,-0.2886447018,-0.0007853318,-0.0032013135,-0.0121287885,-0.0224160403,-0.0349981274,0.0052756063,0.0072449782,0.0004826409,-0.002240747,-0.0105782271,-0.0009298579,0.0159796717,0.0011164629,0.0112329669,-0.0428791774,-0.1315522681,-0.0026978773,0.0,-0.0005112988,-0.0004680976,-0.8699660789,0.0018477492,-0.0015025506,-0.0004858338,-0.0289296603,-0.0014969936,-0.2206192079,0.122718532,-0.1470977167,-0.0005679188,-0.0291451491,-0.0019083168,-0.3882298242,-0.0015770128,0.0004581098,0.0050274695,0.1492885958,-0.7560181687,0.001028699,-0.0561632439,-0.186645592,-0.0005701699,-0.018333234,5.00683e-05,-0.0087025032,0.0009037824,-0.3145229677,-0.1374657186,-0.0006819018,0.0020444442,-0.4053869135,-0.0139037457,-0.0016231055,0.0003578691,-0.0007327342,0.3937654302
