,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Thundurus,Toxicroak,Sandslash,Uxie,Vanilluxe,Barraskewda,Mimikyu,Butterfree,Lurantis,Tornadus,Cresselia,Xurkitree,Mew,Blaziken,Diggersby,Weezing-Galar,Articuno-Galar,Absol,Garchomp,Boltund,Slurpuff,Comfey,Ferrothorn,Cursola,Zapdos-Galar,Kommo-o,Darmanitan,Milotic,Ditto,Flygon,Marowak-Alola,Toxapex,Dhelmise,Vikavolt,Mesprit,Landorus-Therian,Bisharp,Toxtricity,Krookodile,Lucario,Mantine,Frosmoth,Nidoqueen,Cinccino,Regidrago,Sharpedo,Scolipede,Aggron,Slowbro,Snorlax,Heliolisk,Arcanine,Omastar,Pyukumuku,Victini,Venusaur,Magnezone,Blastoise,Latios,Tapu Bulu,Incineroar,Moltres-Galar,Araquanid,Cloyster,Klefki,Togekiss,Dracozolt,Salamence,Arctozolt,Metagross,Haxorus,Glaceon,Ferroseed,Porygon2,Melmetal,Crawdaunt,Electivire,Mamoswine,Goodra,Druddigon,Corsola-Galar,Chansey,Celesteela,Hippowdon,Dragapult,Blissey,Slowbro-Galar,Politoed,Buzzwole,Exploud,Sylveon,Decidueye,Steelix,Amoonguss,Urshifu-Rapid-Strike,Seismitoad,Flapple,Blacephalon,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Alakazam,Heracross,Rhyperior,Pangoro,Quagsire,Drifblim,Jolteon,Dragonite,Zarude,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Froslass,Reuniclus,Ribombee,Heatran,Barbaracle,Tyrantrum,Moltres,Terrakion,Gardevoir,Regieleki,Conkeldurr,Slowking,Drampa,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Roserade,Torkoal,Excadrill,Polteageist,Bewear,Whimsicott,Starmie,Grimmsnarl,Regigigas,Arctovish,Tentacruel,Rotom-Frost,Zeraora,Gengar,Swampert,Corviknight,Tapu Fini,Sableye,Slowking-Galar,Primarina,Necrozma,Eldegoss,Golurk,Suicune,Indeedee,Scizor,Nidoking,Zapdos,Ninjask,Cobalion,Rillaboom,Keldeo,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Glastrier,Tornadus-Therian,Gigalith,Volcanion,Tyranitar,Aegislash,Xatu,Nihilego,Indeedee-F,Charizard,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Galvantula,Clefable,Jellicent,Shiftry,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Claydol,Hatterene,Rotom-Heat,Entei,Tangrowth,Lycanroc-Dusk,Scrafty,Espeon,Latias,Ninetales,Kartana,Azumarill,Aerodactyl,Jirachi,Dusclops,Inteleon,Hydreigon,Golisopod,Shedinja,Azelf,Skarmory,Altaria,Obstagoon,Kingdra
Pawniard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049288818,0.0,0.0,0.0,0.0,0.0,0.0049047037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004928879,0.0,0.0,0.0,0.0,0.004928879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004928879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41809e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,5.00579e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001356309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001356309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00579e-05,0.0,0.0,0.0,7.88868e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88868e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3792e-06,0.0,0.0,0.0,0.0
Haunter,0.0,2.28667e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.4728e-06,0.0,0.0,0.0,0.0001089146,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,3.4124e-06,0.0,0.0,0.0,0.0,0.0007263331,0.0,0.0,0.0,1.674e-07,0.0,0.0,0.0080064764,1.1118e-06,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0080064764,0.0,5.296e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28667e-05,1.1923e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002928575,0.0,1.674e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0034150875,0.0,0.0004339806,0.0,0.0,1.1118e-06,2.28667e-05,1.43129e-05,1.5572e-06,0.0003245617,0.0,0.0,0.0,0.0080069365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080064764,0.0,0.0,0.0,1.43129e-05,0.0001093747,0.0,0.0,0.0,0.0,1.7218e-06,1.7218e-06,0.0,0.0,2e-10,0.0,0.0,3.9173e-06,0.0,0.0,0.0,0.0,1.1118e-06,0.0,0.0,0.0,0.0,5.045e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43129e-05,1.674e-07,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.045e-07,0.0082255854,4.601e-07,0.0001089146,0.0,0.0,0.0,0.0,0.0,0.0,2.5131e-06,0.0,0.0,0.0002962695,1.7218e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003245615,0.0,0.0,0.0,3.4124e-06,5.045e-07,2.33268e-05,0.0,0.0,0.0,0.0,0.0,8.4946e-06,0.0,0.0,0.0,0.0,0.0,4e-10,2.17e-08,0.0,0.0,0.0,0.0,0.0,1.43129e-05,4.601e-07,0.0,0.0,0.0,1.674e-07,0.0,0.0002939691,0.0,0.0,0.0
Darumaka-Galar,0.0,4.451e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.451e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charjabug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001314472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001314472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19822e-05,0.0,0.0001314472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001434294,0.0,0.0,0.0,0.0,0.0,0.0
Golbat,0.0,0.0,0.0,0.0,2.7807e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162061021,0.0,0.0,0.003427265,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129514517,7.2933e-06,6.757e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,7.2933e-06,7.2933e-06,0.0,0.0,7.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129514517,0.0,0.0,1.335e-07,0.003427265,6.75e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.7807e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7055e-06,0.0,0.0,0.0,0.0,6.75e-07,2.86e-08,0.0,0.0,0.0,0.0,0.0129514517,0.0,0.0,0.0,0.0129514517,0.0,0.0162061021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162061039,0.0,0.0,0.0,0.0,0.0,6.84e-07,0.0,0.0,0.0,1.317e-07,0.0,0.0,0.0,0.0,1.317e-07,0.0,0.0,7.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129514517,0.0,0.0,0.0034279114,0.0,2.7902e-06,0.003427265,0.0,0.0,0.0,0.0,0.0196333385,0.0,0.0,0.0,0.0,0.0,0.0,0.0162061021,2.86e-08,0.0,0.0,0.0,2.7807e-06,0.0,0.0,2.7807e-06,0.0,1.317e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7055e-06,0.0,0.0,6.6093e-06,0.0,0.0,1.317e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-09,0.0
Magby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-09,0.0,0.0,2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porygon-Z,0.0,0.0002103628,5.3817e-06,5.8e-09,0.166340687,0.061213877,0.0175132859,4.6457e-06,0.0001732267,2.9513e-06,2.95097e-05,1e-10,17.0964237859,0.0102365643,3.258e-07,1.92e-08,3.5828e-06,4.5e-09,0.0394999774,0.1839276873,0.0160420022,0.0375604726,0.0007578193,9.0585e-06,0.0008457204,0.0450724434,0.0,0.0003761678,0.00196866,17.658818753,0.0017898508,0.5150019332,0.0298380986,1.18883e-05,0.0199617014,0.1343112536,0.0001467166,0.0026098689,0.5197100004,2.67963e-05,0.0001398777,0.041587758,0.5116421486,0.0843984906,0.0020844483,0.0003124792,0.0064529277,0.0363448051,4.5631e-06,5.09386e-05,0.0025676624,0.0006869107,0.0019503803,0.0608131853,0.0,0.1783401484,0.0098586859,0.0004354815,0.0096307671,2.5227e-06,0.0244152878,0.0325490113,0.0268527573,0.0591207769,5.1274e-06,0.0004089142,0.0004431737,0.0001373024,0.0008705367,0.0001079561,0.0587366254,1.11789e-05,0.0072775825,3.224e-06,0.0096656023,6.72e-08,0.0036611957,0.0008075393,5.0119e-06,0.0,0.1342607146,0.0202473807,0.0978531003,4.57e-08,0.0012272078,0.0069883926,0.0013219703,0.0113517167,0.130981599,8.73134e-05,0.0212895186,0.0880980156,0.0036784121,4.3092e-06,0.0004993684,0.0855797742,0.0021052808,2.19457e-05,0.0002920486,0.0003555555,1.59926e-05,0.2538749797,16.6533305674,0.0115083342,0.0021146529,0.5316717397,17.1033765982,0.0001094146,0.000505566,0.0018304182,0.0069414318,0.0008604565,0.069394097,0.0100906762,1.22254e-05,0.0004387159,5.704e-05,1e-10,0.1655468546,0.0005660827,0.0036455914,1.03804e-05,2.52167e-05,0.0002289166,2.3909e-06,0.002440053,0.045588132,0.0030952167,0.3674644668,3.0262e-06,2.65204e-05,0.0344397513,0.0019061503,0.0049129523,0.1172866982,0.0018981391,0.0095090514,0.0004711497,0.0002966556,1.4995e-06,0.0001086091,0.0,0.0729252954,0.0271817462,0.0035869039,0.0354277507,0.0019932845,0.0003832185,0.0007389518,0.0985352405,0.0014980155,0.0,5.8184e-06,0.0001636375,0.5239529491,0.0021030727,0.0319228388,0.3159789826,0.0173358107,5.07815e-05,0.1063996065,0.0103958191,3.2636e-05,0.0,1.86044e-05,0.0171657762,5.1e-09,0.0655771589,0.0048454195,6.6837797548,0.0001737066,9.04e-08,0.04674455,1.12e-08,1e-10,10.4993264009,0.0299592471,0.0275960115,0.4425418736,0.0477770058,0.0004028114,0.0468719901,0.0278794557,0.0218862212,0.0019652208,0.01063654,3.257e-07,0.0001177198,0.0,0.0002050548,1.5782e-06,0.034826233,0.0044746884,0.0002605338,0.0097222196,2.68916e-05,0.0251714461,0.0496314752,0.0,6.72261e-05,0.0165977355,0.0502249071,8.8845e-06,1.11e-08,0.0061222838,0.0708584751,0.0003604694,0.0600003047,0.0009767205,3.69045e-05,9.807e-06,3.67e-08,0.0406619395,0.0525702054,0.0967899152,0.0019128097,0.004768411,7.28602e-05,0.0006583855,0.0061236822,0.0457148867,1.1184e-06,0.0001207402,0.0550953126,1.739e-07,0.1313346956,2.53e-08
Chewtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trubbish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6798e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6798e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006060084,0.0,0.0,0.0,1.6798e-06,0.0,0.0,0.0,0.0,0.0,0.0006060084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006060084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42779e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6798e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006060084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006060084,0.0,0.0,0.0
Clauncher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croagunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
