,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Thundurus,Toxicroak,Sandslash,Uxie,Vanilluxe,Barraskewda,Mimikyu,Butterfree,Lurantis,Tornadus,Cresselia,Xurkitree,Mew,Blaziken,Diggersby,Weezing-Galar,Articuno-Galar,Absol,Garchomp,Boltund,Slurpuff,Comfey,Ferrothorn,Cursola,Zapdos-Galar,Kommo-o,Darmanitan,Milotic,Ditto,Flygon,Marowak-Alola,Toxapex,Dhelmise,Vikavolt,Mesprit,Landorus-Therian,Bisharp,Toxtricity,Krookodile,Lucario,Mantine,Frosmoth,Nidoqueen,Cinccino,Regidrago,Sharpedo,Scolipede,Aggron,Slowbro,Snorlax,Heliolisk,Arcanine,Omastar,Pyukumuku,Victini,Venusaur,Magnezone,Blastoise,Latios,Tapu Bulu,Incineroar,Moltres-Galar,Araquanid,Cloyster,Klefki,Togekiss,Dracozolt,Salamence,Arctozolt,Metagross,Haxorus,Glaceon,Ferroseed,Porygon2,Melmetal,Crawdaunt,Electivire,Mamoswine,Goodra,Druddigon,Corsola-Galar,Chansey,Celesteela,Hippowdon,Dragapult,Blissey,Slowbro-Galar,Politoed,Buzzwole,Exploud,Sylveon,Decidueye,Steelix,Amoonguss,Urshifu-Rapid-Strike,Seismitoad,Flapple,Blacephalon,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Alakazam,Heracross,Rhyperior,Pangoro,Quagsire,Drifblim,Jolteon,Dragonite,Zarude,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Froslass,Reuniclus,Ribombee,Heatran,Barbaracle,Tyrantrum,Moltres,Terrakion,Gardevoir,Regieleki,Conkeldurr,Slowking,Drampa,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Roserade,Torkoal,Excadrill,Polteageist,Bewear,Whimsicott,Starmie,Grimmsnarl,Regigigas,Arctovish,Tentacruel,Rotom-Frost,Zeraora,Gengar,Swampert,Corviknight,Tapu Fini,Sableye,Slowking-Galar,Primarina,Necrozma,Eldegoss,Golurk,Suicune,Indeedee,Scizor,Nidoking,Zapdos,Ninjask,Cobalion,Rillaboom,Keldeo,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Glastrier,Tornadus-Therian,Gigalith,Volcanion,Tyranitar,Aegislash,Xatu,Nihilego,Indeedee-F,Charizard,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Galvantula,Clefable,Jellicent,Shiftry,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Claydol,Hatterene,Rotom-Heat,Entei,Tangrowth,Lycanroc-Dusk,Scrafty,Espeon,Latias,Ninetales,Kartana,Azumarill,Aerodactyl,Jirachi,Dusclops,Inteleon,Hydreigon,Golisopod,Shedinja,Azelf,Skarmory,Altaria,Obstagoon,Kingdra
Kingdra,2.53e-08,0.00779359,7.53e-08,0.3539137175,0.244598304,2e-10,0.0001088438,0.0018624772,0.001778161,0.0,0.0002024773,0.0,3.3023400673,0.0232834741,0.0,0.0,1.12814e-05,0.0,3.57e-08,0.1182035735,0.000142583,2.9e-08,0.0,0.0,6.6e-08,4.5467852503,1.041e-07,4.733e-07,0.0,6.1021177452,3.2406e-05,0.0158665894,0.0068358456,2.27e-08,0.000265628,0.0001667796,0.0034976869,0.069410957,0.104550356,2.57e-08,0.0,0.0,1.3413539211,0.0127573195,1e-10,0.0201625425,3.9522e-06,0.0007851391,0.116427956,0.0,0.0,1.92374e-05,0.0017364869,0.4838262345,8.214e-07,0.004376543,0.0006595741,0.092872641,2.2747e-06,0.1294246842,0.0,0.1210364383,0.0003489385,0.331857993,0.0040265933,2.11943e-05,1.41426681,0.0006461732,4.885e-07,0.3929958476,0.0023640713,4.58053e-05,0.0339990141,0.0,0.0005813821,0.0001348396,0.0091173425,1.5165e-05,0.0,3.06e-08,2.9574e-06,4.9424004423,5.3778936185,2.53e-08,0.0149821112,0.0588387719,0.0,0.0,0.0891790755,0.0006642269,0.3920910408,0.0866638994,0.4728059858,0.0111061833,0.2716522375,0.3075435234,0.0,0.0002565204,0.0,0.0002380325,0.0710586831,0.8958677779,1.014964588,6.456e-07,0.0001348369,0.0240360235,12.0792709441,1.135e-07,0.0016575297,0.0002000578,8.63422e-05,0.009442083,0.0011059384,9.142e-07,0.0,0.002007142,5.23206e-05,0.016191332,0.0206842673,0.0,0.3957406084,5.58621e-05,6.366e-07,0.0011573919,0.0023040797,7e-10,0.0007197082,0.0,0.0001550451,9.332e-07,0.0,3.115e-07,0.0014213268,0.0021281028,0.3565263382,0.0781823831,0.0003866382,0.0,3.2827e-06,0.0,0.0082382802,0.0,1.243e-07,0.0002868392,0.4470935954,3.1318e-06,0.0,0.0006736332,0.0021224762,4.57331e-05,0.0,2.485e-07,0.0122814794,0.0,0.0350808737,0.0079775827,0.1960491982,0.0932231368,0.0935589239,0.0,0.3419019911,0.0008593224,1e-10,0.0,4.5518e-06,0.0005406658,0.0101755268,1.10850947,0.0174355614,2.175109127,0.0,0.1164057555,0.1263632108,0.049882006,5.2745e-06,0.06404457,0.004308705,0.494875992,6.8509724737,0.0032543439,3.13e-08,0.7431793406,0.0,0.2700039331,0.0079053008,1.420588387,0.0,0.0005095713,0.0,0.0230642832,9.6e-09,0.0001347026,0.0002617818,2.3266e-06,0.0016006231,0.0225139236,0.1247226772,8.7713e-06,0.0,2.4611e-06,1.336e-07,0.0800052592,0.4344426057,1.6e-09,0.166861368,0.0003877197,0.0180906017,0.0781983308,4.93e-08,5.4067e-06,0.0001742592,7.4153e-06,0.0,0.418245683,0.0698799088,0.006366354,0.01182435,0.0170507058,0.3284371885,0.079277227,1.3743e-06,0.0007077454,0.0038085228,0.0297752599,0.0,5.2005e-05,0.0
Mr. Mime-Galar,0.0,0.0,1e-10,0.0,1e-10,0.0,2.61519e-05,0.0,0.0,0.0,0.0,1.4e-09,0.0,0.0,0.0,0.0015260537,0.0,0.0,0.0,0.0002282225,0.0,0.0,3.93598e-05,0.0,0.0,2.219e-07,0.0,9.59524e-05,0.0,0.0,0.0,0.0110431118,0.0,0.0,0.0,0.0001116906,0.0,0.0003364332,4.4433e-06,0.0,0.0,0.0,0.031856274,0.0,1.6e-09,0.0,0.0,4.498e-07,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0001004747,0.0,0.0,1.6e-09,3.5352e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4985e-06,2e-10,7.495e-07,2.61519e-05,0.0,0.0,9.79218e-05,1.51566e-05,0.0,0.0,0.0,3.0433e-06,5.30574e-05,0.0,1.4e-09,0.0,0.0,4.498e-07,0.0,2.218e-07,0.0,2.223e-07,0.0001116918,0.0,0.0,4e-10,0.0,0.0003364332,4.4433e-06,4.498e-07,0.0,0.0110431125,0.0,0.0,0.031450338,0.0,0.0,0.0003364332,3.7928e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.51566e-05,0.0,0.0,7.495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4433e-06,0.0,4e-10,0.0,0.0,0.0020356305,0.0314503378,1.674e-07,0.0,0.0,0.0,3.7928e-06,0.0,0.0,0.0015446639,3.536e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-09,0.0,0.0,0.0,0.0001116906,0.0,0.0314503378,0.0,0.0,7e-10,0.0,5.30574e-05,0.0,0.0,0.0,0.0,0.0020094242,0.000336434,0.0,1e-10,0.0,0.000405936,0.0,0.0,3.93598e-05,0.0,6.55117e-05,0.0,0.0,0.0,2.4985e-06,1.6e-09,0.0,4.5e-07,1.51566e-05,0.0,0.0,9.79218e-05,0.0,0.0,0.0,0.0,2.4985e-06,4.498e-07,0.0003364332,0.0,0.0,0.0,0.0,0.0020094242,4.24045e-05,0.0,1.86102e-05,1.86102e-05,0.0,0.0,0.0,1.674e-07,0.0,0.0,0.0,0.0,0.0314510873,0.0,0.0,0.0,0.0,3.0433e-06,0.0,0.0,0.0,0.0011201176,0.0,0.0,5.30574e-05,1.51566e-05
Mawile,0.0,1e-10,0.0017289981,0.0,8.34343e-05,0.0,0.0,5.79e-07,1.254e-07,0.0,0.0004131254,0.0,1e-09,0.0586755409,0.0,1.2638e-06,0.0,0.0,0.0,4.95666e-05,0.000250804,0.0,4.6628e-06,0.0,9.0177e-06,0.1452074398,0.0,5.9251e-06,0.0014969872,0.0478974791,0.0,2.1559e-06,2.2681e-06,0.0,0.0002091204,0.0017320133,7.74417e-05,0.0,0.1700250195,0.0,0.0,0.0,0.0093577259,0.0,0.0,0.0,0.0,0.000238787,0.0570955358,0.0,0.0,0.0,0.0,2.8e-09,2.6e-09,0.063805497,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-08,1.1553e-06,3.2385e-06,0.0,0.0,0.0017136937,0.0584129806,0.0,0.0,4.4e-09,0.0014992042,8e-10,0.0017136937,0.0,0.0,0.0,1.13e-07,0.0,1.1552e-06,4.4e-09,0.0,0.0,0.0,2.6e-09,0.0,4.155e-07,0.0002143448,0.0581741961,0.0017289981,8.3018e-05,0.0539303527,0.0,0.000250225,0.0902744495,0.0,0.0571561323,0.0,0.0017290025,0.0,0.0,0.0,0.000250225,0.0002387861,0.0,7.90124e-05,4.2e-09,0.0,0.0,0.0,0.0,0.0,0.000250225,1.17e-08,0.0014969872,0.0,0.0,0.0499201993,1.254e-07,0.0017137192,0.0,0.0,1.15538e-05,0.0575086612,2.55e-08,2.1551e-06,2.2065e-06,0.0853036194,0.0,0.0,0.0,5.2244e-06,0.0002955902,0.0478974791,0.0,0.0846479132,1.2623e-06,0.0,2.5e-09,0.0020127312,0.0,0.0004131254,7.75664e-05,0.0846431486,0.0,0.0,5.79e-07,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,4.99408e-05,0.0855490755,0.0014969872,4.93618e-05,0.0,3.259e-07,0.0,0.0,2.1e-09,0.0,6.18232e-05,0.0,8e-10,0.0581741961,0.0,0.0,2.1552e-06,0.0478976045,0.0,0.0,0.0,0.1777455836,0.0004183505,0.0,0.0,0.0,0.0,5.2244e-06,4.93618e-05,0.0,2.55e-08,0.0,0.0,1.17e-08,0.0002387846,0.0,0.0,0.0,7e-10,0.0,4.7646e-06,0.0,0.0,1.254e-07,0.0,0.0001664216,7.74442e-05,2.5e-09,7.14339e-05,0.0,0.0,4.155e-07,0.0,0.0,0.0,0.0,0.0,4.7694e-06,0.0020149367,3.2385e-06,0.0,1.1552e-06,0.0,0.0,0.0,0.0002417973,0.0,5.1e-09,6.50616e-05,1e-09,0.0
Silvally-Flying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,8.4789e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1.2952e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1837e-06,7.1837e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1837e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piloswine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001143907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2064e-06,0.0,0.0,0.0,0.0,4.2064e-06,0.0,0.0,5.45e-08,0.0,0.0,0.0,5e-09,0.0001143907,0.0,0.0,0.0,0.0,0.0068018762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068018762,0.0,0.0,0.0,0.0,0.0,0.0,3.42084e-05,7.19037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51368e-05,4.2064e-06,0.0,0.0,0.0,1.37e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001048857,0.0,0.0001809957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07e-08,0.0001272056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.09692e-05,0.0,0.0001143907,5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068018762,0.0,0.0,0.0,0.0,0.0,0.0001143957,2.07e-08,0.0,4.2064e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.09284e-05,7.5e-09,0.0001048857,0.0,0.0,0.0,0.0,4.95837e-05,5.45e-08,0.0,0.0,0.0,0.0,0.0001768438,0.0,0.0,0.0,0.0068737799,0.0,0.0,0.0,0.0,0.0068228047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07e-08,0.0,0.0,0.0,1.8509e-06,0.0,2.07e-08,0.0,0.0,0.0,0.0,0.0,0.0001143907,0.0
Skuntank,0.0,0.0,1.161e-07,0.0,0.0,0.0,0.0,0.0,1.07e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029858736,0.0,7.5907e-06,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0146858786,0.0,0.0,0.0,0.0002343215,0.0,0.0,0.0,0.0536398645,0.0,1.07e-08,0.0,0.0,0.0,0.0,8.09e-08,0.0,0.0,0.0,0.0002319307,0.0,0.0,0.0146858786,0.0,0.0,0.0,0.0,0.0,1.07e-08,0.0,0.0,2.224e-07,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0636967136,1.2631e-06,0.0,0.06368721,0.0,8.72192e-05,8.72195e-05,9.5036e-06,5.5e-09,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0029881427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146858786,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,1e-10,0.0,0.0,0.0,7.23792e-05,0.0,0.0,0.0,0.0,7.591e-06,0.0,0.0100568491,0.0,0.0,0.0,0.0,2.227e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5907e-06,0.0,0.0,0.0,0.0027562227,0.0,0.0,5.9e-09,0.0,8.72192e-05,1.1e-09,0.0,8.72192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027539942,2.224e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-09,3e-10,0.0,2.224e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2631e-06,0.0,1.50624e-05,0.0,0.0146858786,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636967136,0.0,0.0,0.0636967136,1.1e-09,0.0,0.0
Cherrim,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.64566e-05,0.0,0.0,0.0,0.0,0.0,3.2563e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-09,0.0,0.0,0.0,1e-08,0.0,0.0,1e-10,0.0,0.0,0.0,5.91e-08,0.0,3.16905e-05,0.0,0.0,0.0,8.24e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3805e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.772e-07,8.24e-08,0.0,0.0,0.0005138699,1e-08,0.0,0.0,0.0,0.0,1.67848e-05,0.0,7.3805e-06,0.0,1.67848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91e-08,0.0,0.0,0.0,7.3805e-06,0.0,0.0,0.0,0.0,0.0,7.64566e-05,3.09675e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005138598,0.0,0.0,0.0,3.2563e-05,0.0,0.0,0.0,3.99435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3805e-06,3.16905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11843e-05,0.0,1.67848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64566e-05,0.0,0.0,6.1719e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64566e-05,5.8e-09,0.0,0.0,0.0,3.16905e-05,4.4e-09,0.0,2.0596e-06,0.0,5.99e-08,0.0,7.71796e-05,0.0,0.0,0.0,0.0005139422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005166557,0.0,0.0005755788,0.0,3.16905e-05,0.0,0.0,0.0,5.91e-08,0.0,0.0,0.0,0.0,0.0,0.0
Metang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.176e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.176e-07,0.0,0.0,0.0,0.0,0.0001182496,0.0,0.0001182496,0.0001182477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.176e-07,0.0,0.0001182477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001560799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001560799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-09,0.0,0.0,0.0,0.0,0.0001182477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001560799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solrock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8843e-06,0.0,0.0,0.0,3.632e-07,7e-10,0.0,0.0,0.0,0.0,0.0,4.43532e-05,0.0,0.0,0.0,0.0,0.0,1.8843e-06,0.0,0.0,0.0,2.3849e-06,0.0,0.0,0.0,0.0,0.0,0.0073733796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.632e-07,0.0073733796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2932e-06,0.0,0.0,0.0,0.0,3.632e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.385e-06,7e-10,0.0,0.0,1e-10,0.0,0.0,0.0,4.43532e-05,0.0,0.0,0.0,0.0,0.0,1.66237e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8843e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8843e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.632e-07,0.0,4.2932e-06,0.0,0.0,3.632e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003994197,0.0,0.0,0.0,0.0,2.3849e-06,0.0,7e-10,0.0003994197,0.0,7e-10,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002388923,0.0,0.0,0.0,0.0003994197,1.66237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003994197,0.0,0.0,0.0,0.0,0.0,0.0073733796,0.0,2.3849e-06,0.0,0.0073733796,0.0,0.0,4.2932e-06,0.0,4.43532e-05,1.66237e-05,0.0,0.0,4.43532e-05,0.0,0.0,4.2932e-06,0.0,0.0,0.0,0.0003994197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electabuzz,0.0,2e-09,0.0,0.0,7.73292e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-09,0.0,0.0,0.0,0.0,0.0008371207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0008371207,0.0,0.0,0.0,0.0,0.0,0.0,7.73272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,1.8e-09,0.0,0.0,1.8e-09,1.9e-09,0.0,0.0024737455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024786572,0.0,0.0005785823,7.73272e-05,0.0,0.0,0.0,2e-09,0.0,0.0,0.0,1.8e-09,0.0008371207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024737478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005785824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1573e-06,0.0,0.0,0.0,0.0,0.0,1.1573e-06,0.0,0.0,0.0,4.2e-09,0.0,0.0,1.9e-09,0.0,0.0,7.73272e-05,0.0,2e-09,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0005785823,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1573e-06,0.0008371207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1573e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,1.1615e-06,7.73272e-05,0.0,0.0,0.0,4.9136e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thievul,0.0,0.0025545249,0.0,0.0,0.0,4.1586e-06,5.7e-09,0.0,0.0,0.0,0.0,0.0,6.35804e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.31877e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.51291e-05,0.0002294415,0.1355160927,0.0001863566,0.0,0.0110431118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000362866,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,4.40959e-05,5.7e-09,0.0,0.0,0.0,0.0,0.0,0.1355160927,0.000362866,3e-10,0.0,0.0,9.52605e-05,9.138e-07,0.0,0.0,0.0,4.31877e-05,0.0,0.0,0.0,0.0,1.5224e-06,0.0002524598,0.0,1.378e-07,0.0,0.0,0.0,0.0,0.0,5.373e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66512e-05,5.6805e-06,0.0,0.0,0.0017218402,0.0,9.081e-07,2e-10,0.0,5.373e-07,0.011043112,0.0,0.0,0.0014086126,0.0,0.0,0.0,0.0,0.0,0.0001862188,0.0,0.0,0.0,0.0,0.0,0.000229441,0.0025545249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6241e-05,3.424e-07,0.0,4.31879e-05,0.0017655652,0.1355160927,8.3e-09,0.0,0.0,0.0017218402,0.0,0.0,0.0,0.0002294415,0.0,0.0,0.0,1.5224e-06,0.0014431735,0.0,0.0,1.378e-07,2.3e-09,0.0,0.0,0.000362866,0.0,0.0,0.0,1.378e-07,1.51288e-05,0.0014086126,0.0,0.0025545249,0.0,0.0,0.0,0.0,3e-10,3.45609e-05,0.0,0.0014086126,0.0,0.0025545249,0.0,0.0014723308,0.0,0.0,0.0,0.0,0.000154142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6241e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019080592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6241e-05,0.0,1.51288e-05,0.0,0.0,5.373e-07,0.0,0.0003632084,0.0,1.51288e-05,0.0
