,Porygon-Z,Mandibuzz,Weezing,Swoobat,Bronzong,Volcarona,Accelgor,Raichu-Alola,Thundurus,Toxicroak,Abomasnow,Stoutland,Liepard,Archeops,Snorlax,Uxie,Regirock,Drifblim,Vanilluxe,Dusknoir,Barraskewda,Mimikyu,Togekiss,Machamp,Butterfree,Lurantis,Tornadus,Cresselia,Xurkitree,Aurorus,Mew,Blaziken,Diggersby,Weezing-Galar,Articuno-Galar,Absol,Garchomp,Pincurchin,Slurpuff,Comfey,Ferrothorn,Krookodile,Zapdos-Galar,Kommo-o,Darmanitan,Milotic,Ditto,Flygon,Marowak-Alola,Toxapex,Dhelmise,Latias,Landorus-Therian,Bisharp,Toxtricity,Kyurem,Lucario,Sirfetch'd,Steelix,Eiscue,Mantine,Frosmoth,Nidoqueen,Cinccino,Regidrago,Sharpedo,Scolipede,Aggron,Slowbro,Heliolisk,Celebi,Arcanine,Omastar,Corsola-Galar,Pyukumuku,Victini,Venusaur,Magnezone,Blastoise,Latios,Durant,Tapu Bulu,Incineroar,Moltres-Galar,Araquanid,Cloyster,Tauros,Klefki,Suicune,Piloswine,Dracozolt,Salamence,Arctozolt,Metagross,Haxorus,Vikavolt,Hitmonlee,Marowak,Leafeon,Porygon2,Melmetal,Crawdaunt,Crobat,Mamoswine,Goodra,Tyrantrum,Starmie,Chansey,Celesteela,Hippowdon,Centiskorch,Morpeko,Dragapult,Blissey,Slowbro-Galar,Politoed,Meowstic,Guzzlord,Buzzwole,Exploud,Sylveon,Decidueye,Lanturn,Raboot,Amoonguss,Urshifu-Rapid-Strike,Seismitoad,Type: Null,Virizion,Blacephalon,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Lycanroc,Sandaconda,Stonjourner,Umbreon,Alakazam,Dragalge,Heracross,Bewear,Rhyperior,Togedemaru,Pangoro,Quagsire,Wailord,Jolteon,Grapploct,Dragonite,Zarude,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Froslass,Reuniclus,Ribombee,Heatran,Barbaracle,Druddigon,Moltres,Terrakion,Gardevoir,Regieleki,Conkeldurr,Slowking,Drampa,Lopunny,Flareon,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Mudsdale,Roserade,Drapion,Braviary,Torkoal,Excadrill,Polteageist,Diglett-Alola,Whimsicott,Grimmsnarl,Cradily,Arctovish,Tentacruel,Perrserker,Zeraora,Gengar,Swampert,Corviknight,Bouffalant,Tapu Fini,Sableye,Slowking-Galar,Primarina,Necrozma,Eldegoss,Golurk,Keldeo,Indeedee,Scizor,Manectric,Nidoking,Zapdos,Cobalion,Rillaboom,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Glastrier,Tornadus-Therian,Gigalith,Volcanion,Tyranitar,Aegislash,Electivire,Noivern,Falinks,Registeel,Cursola,Xatu,Nihilego,Sceptile,Octillery,Charizard,Munchlax,Aerodactyl,Zoroark,Salazzle,Shuckle,Galvantula,Orbeetle,Tsareena,Crustle,Luxray,Clefable,Sigilyph,Jellicent,Shiftry,Stakataka,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Claydol,Hatterene,Rotom-Heat,Escavalier,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Scrafty,Espeon,Diancie,Ninetales,Kartana,Azumarill,Runerigus,Vileplume,Miltank,Riolu,Jirachi,Dusclops,Inteleon,Hydreigon,Mr. Mime,Poliwrath,Golisopod,Shedinja,Carracosta,Azelf,Gallade,Skarmory,Exeggutor-Alola,Altaria,Hitmontop,Drednaw,Obstagoon,Pikachu,Kingdra
Mr. Mime-Galar,0.0,0.0,0.0,7.8045e-06,0.0,0.0001147621,0.0,0.0,0.0,1e-10,0.0198000483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001147094,4.93226e-05,7.8045e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0223842834,0.0,1.8e-09,1.526e-06,0.0,0.0,3.14e-08,0.0,0.0,0.0,0.0001082547,0.0,1.5695e-06,0.0001082469,7.8045e-06,0.0,0.0,0.0,0.0,0.0010174299,0.0,0.0,0.0001082469,4.24631e-05,0.0,0.0001147101,0.0,4.653e-07,0.0032131717,0.0052412993,0.0,3.862e-07,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0009013754,0.0,0.0,0.0,1.081e-07,1.5815e-06,0.0,0.0,0.0,0.0002879391,0.0,1.5411e-06,0.0230863832,0.0,3.90469e-05,0.0019091185,0.0,0.0,0.0,1.8e-09,1e-10,0.0,3.9039e-05,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052409138,7.19169e-05,0.0,0.0,2.2e-09,0.0,4.22392e-05,0.0,0.0,0.0006005954,1.2e-09,0.0002969716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328e-07,5.14922e-05,0.0,0.0,6.2055e-06,0.0236869754,0.0,0.0,0.0,0.0,0.0,0.0,7.19169e-05,1.075e-07,0.0009013754,4.2236e-05,3.9039e-05,4.99302e-05,0.0028106013,0.0,0.0,0.0223842803,0.0,0.0,0.0,0.0235738201,0.0,0.0019481593,0.0236854494,3.25679e-05,0.0,4.2236e-05,7e-10,0.0025846182,7.19169e-05,0.0236854808,0.0,0.0,1.562e-06,0.0,0.0,0.0,0.0002879391,1.69595e-05,0.0,0.0,0.0,0.0,0.0,4.2236e-05,3.862e-07,0.0,0.0,0.0,0.0,0.0,1.7639e-06,0.0,0.0,0.0,8.675e-07,0.0,0.0,0.0,0.0,1.9647e-06,1.8e-09,1.0458e-06,0.0001537826,5e-10,3.201e-07,5.27e-08,0.0,0.0,0.0,0.0,1.5695e-06,0.0032131717,0.0,4.654e-07,0.0,0.0,7e-10,5.14922e-05,0.0,0.0019091185,4.654e-07,0.0,2.253e-07,0.0,7e-10,0.0,0.0,0.0,0.0,0.0032222042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-09,7.29941e-05,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,1.50872e-05,0.0032131717,0.0,0.0,1.0458e-06,9.0403e-06,0.0,0.0,0.0,0.0002879391,1.2e-08,0.0,0.0052413,0.0,0.0,0.0,0.0001082469,0.0,0.0,0.0,0.0,1.5695e-06,0.0,5.27e-08,0.0,0.0,0.0236854494,5.27e-08,0.0,0.0,9.0325e-06,0.0,0.0,0.0,0.0,1.0458e-06,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0223842825,0.0,0.0,0.0,0.0,0.0001151748,1.2e-08,9.0325e-06
Fletchinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000543581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001692314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000543581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.541e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eevee,1.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06e-08,0.0,0.0,0.0,0.0003499785,0.0,0.0,0.0,0.0,4.58356e-05,3.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51979e-05,0.0003499785,0.0,8e-10,0.0,0.0,0.0003499785,0.0,0.0,0.0,0.0,0.0,8.74e-08,6.4e-09,4.56056e-05,0.0,0.000321625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3e-09,0.0,5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0003499785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-09,0.0,8.1e-09,6.97e-08,2e-10,0.0,0.0,0.0,2.49585e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.56056e-05,1.63e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1909e-06,0.0,0.0,0.0,0.0,1.469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19188e-05,7.67e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19219e-05,0.0,1.64283e-05,0.0,0.0003499785,0.0,0.0,1.17523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49585e-05,0.0,0.0,0.0,9.8945e-06,0.0,0.0,3e-10,0.0,0.0,2.394e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.394e-07,0.0,0.0,0.0,0.0,0.0,6.97e-08,4.73532e-05,0.0,1.17e-08,0.0,0.0,2.394e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46855e-05,0.0,6.97e-08,0.0,0.0,7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67e-08,0.0,0.0003364043,0.0,0.0,8e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67935e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.46808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19168e-05,0.0,0.0,4.8e-09,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003218595,0.0
Torracat,0.0,0.0,0.0,0.0,2.85e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2411e-06,0.0,0.0,0.0002105298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329e-07,2.85e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001653257,0.0,0.0,8.14e-08,0.0,0.000109705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2411e-06,0.0,1.79778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002105298,0.0,1.79778e-05,0.0,0.0,0.0,0.0,0.0,1.2411e-06,0.0,1.329e-07,0.0,0.0,0.0,0.0,1.329e-07,0.0,0.000109705,0.0,0.0,0.0,0.0,0.0,0.0,2.85e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001653257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79778e-05,0.0,0.0,8.14e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001653385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2411e-06,1.92189e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-08,0.0,0.0002105298,1.28e-08,0.0,0.0,0.0,0.0,0.0,0.0,6.72556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79778e-05,0.0,0.0,0.0,0.0,9.80701e-05,0.0,0.0,0.0,0.0,0.0002105298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002105298,0.0,0.0,0.0,0.0,1.28e-08,0.0,0.0,0.0,0.0001653257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliwrath,0.0,0.0,2.89022e-05,0.0,1.37e-08,0.0002760756,0.0,0.0,0.0,0.0004758008,0.0,0.0,2.51e-08,0.0,2.3e-09,0.0,0.0,0.0,2.8622e-06,0.0,0.4811956021,0.004939895,0.0494687931,0.0001311778,2e-10,0.0,1e-10,0.0,0.007050514,0.0,0.0011100811,2.275e-07,0.0,0.0,0.0,0.0,0.0003383398,0.0,0.0037568999,7.3e-09,0.5815999189,0.0009262831,0.0,0.0086612697,0.0084214295,1.48806e-05,2.94332e-05,0.0,1.37e-08,0.0002873907,1.7e-09,0.0,0.4001747036,0.0004051105,0.0004239354,1.0217e-06,0.0001639044,0.0,0.0,0.008421428,0.2004557706,2e-10,1.37e-08,4.4e-09,0.0,1.48805e-05,0.0,0.0,6.4045e-06,4.002e-07,0.0,7.5896e-06,6.64844e-05,0.0,0.0,0.0,5.16704e-05,0.0251815516,0.0,4.221e-07,1.22187e-05,0.0022404667,3e-10,0.0,1.877e-07,2.04148e-05,0.0,0.0,0.0,0.0,6.0286e-06,4.4705e-06,0.0,0.0001014912,0.0,0.0,0.0001311777,0.0,0.0,3e-10,0.0081531564,1.4e-09,3.088e-07,0.0472938578,1.21852e-05,0.0,2.4459e-05,0.4777019115,1.49579e-05,0.0015131864,0.0,0.0,0.0310793419,0.0009749819,0.0,0.2058576898,0.0,0.0,0.0,2.2e-09,0.0,4.3974e-06,0.0,0.0,2.9726e-06,1.79872e-05,0.0043045123,0.0,0.0,0.0001567801,0.0017141157,1.0910296479,0.0,1.13016e-05,7.7426e-06,0.0,1e-10,0.0,0.0020228882,0.0002055425,0.0439922808,0.0001333994,0.0,0.0002371217,1.4e-09,2.132e-07,0.0,0.0,2.9866e-06,0.0,0.002191215,0.0107071866,0.0024703597,0.0002371216,0.0,1e-10,4.7e-09,0.0,0.0004239337,0.0,0.007421736,0.0,4e-10,0.0015131588,2.132e-07,1.59e-08,0.0013647697,2.60071e-05,8e-10,0.0,7.896e-07,0.0,0.0,2.51e-08,2.33969e-05,0.0,0.0,4.24e-08,0.0,0.0,5.478e-07,0.0015133732,8.08e-08,0.0,4.8e-09,0.0035037835,1.381e-07,2.8622e-06,9.6306e-06,1e-10,0.0305475239,0.0002249145,1.46667e-05,0.0161443767,0.0,3.807e-07,1.36608e-05,0.0,3e-10,0.0001731406,2.51e-08,3.54e-08,0.0011203904,0.0,0.0022206989,0.0,2.03875e-05,0.8237760098,0.0,2.71879e-05,1.523e-07,0.5043509975,6e-10,5.2624e-06,9.7063e-05,3.87e-08,0.0,0.0011029962,0.0,0.0050374247,0.0028013338,0.0,2.45623e-05,0.0012973488,0.0,0.0,0.0,1.3e-09,0.0,1.999e-07,0.0,0.0037578181,0.0,3.1e-09,0.0,1.613e-07,0.0070527359,3.70129e-05,0.0,0.0,0.0,0.0,0.5412813099,8.48e-08,0.0,1.71576e-05,0.0,0.0,0.0,0.008421428,0.0012854258,2.7e-09,1.076e-07,3.8284e-06,7.2245e-06,0.0,0.0020228827,0.0002878788,8.6e-09,0.0,7.49211e-05,1.71501e-05,0.0,0.0001577121,8.8e-09,3.088e-07,0.0,0.0,0.0,2e-09,3.67962e-05,1.285e-07,0.0024393279,0.0,0.0,2.081e-07,0.0,0.0,0.008421428,6.1186e-05,0.0445392267,1e-10,0.0,0.0001313776,3.3817e-06,2.9039e-06,1.42e-08,0.0070785637
Emolga,0.0,7.326e-07,0.0,0.0,0.0,6.93738e-05,0.0,3.10979e-05,0.0,0.0,0.0001549782,0.0,3.613e-07,0.0,0.0,0.0,0.0,4.044e-07,1.1541e-06,0.000770134,1.93e-08,0.0005680966,4.044e-07,0.0,0.0,4.31e-08,0.0,0.0182027704,0.0,0.0,0.0318716086,0.0022902405,0.0,0.0,0.0,0.0001549782,0.0001355287,3.10014e-05,0.0,0.0003266048,0.0021303978,0.001394708,2.15391e-05,0.0001965873,0.0,0.0021561508,0.0015927809,0.0001549782,0.0,0.0026261319,0.0,1.08698e-05,0.0182246348,0.0,0.0,1.204e-07,5.73524e-05,0.0,2.68325e-05,5.8504e-05,0.0,4.31e-08,8e-10,0.0318822854,0.0003266048,0.0,4.31e-08,2.15281e-05,6.869e-07,0.0,0.0,0.0001603007,0.0,0.0,1.5442e-06,9.9788e-06,0.0002234198,0.0,0.0,0.0021557089,1.1541e-06,0.0,0.0002842327,0.0,1e-10,0.0315770237,8e-10,0.0,0.0001348303,0.0,0.0,0.0,0.0,6.95648e-05,5.74103e-05,0.0,0.0,1e-09,0.0,5.3225e-06,0.0006074044,0.0,0.0008752046,0.0,8.124e-07,0.0,0.0,1.5442e-06,3.65e-08,2.385e-07,0.0,0.0008785408,0.0024744367,0.0200858752,0.0,0.0,0.0004459888,0.0,2.385e-07,0.0076476467,9.34248e-05,0.0,3.10014e-05,0.0,0.0,0.0315719723,0.0,0.0,0.0,3.499e-07,1.08728e-05,0.0076255016,0.0,3.282e-07,0.0013951124,0.0,0.0,0.0,0.0,9.63974e-05,0.0,0.0,0.0,0.0,0.0005678949,0.0,8e-10,0.0,0.0,0.0182027704,6.056e-07,0.0,1.57374e-05,0.0001965873,0.0,0.0002842327,0.0,2.38601e-05,0.0,0.000310689,0.0315716395,0.0,3.621e-07,1.5442e-06,0.0,0.0,0.0,9.8587e-06,1.3804e-06,0.0,0.0,0.0,0.0,0.0,6.95648e-05,0.0,0.0,0.0,0.0,0.0008752046,0.0,0.0076531703,0.0,0.0,0.0003084801,5.72813e-05,0.0,0.0,0.0,0.0,0.0,0.0182027706,0.0001281389,1.9926e-06,0.0001086961,0.0,0.0,0.0,0.0,0.0,0.0076476467,0.0,3.134e-07,0.0,1.393e-07,0.0,0.0,0.0,0.0,0.0024744367,0.0,0.0,6.80789e-05,1.201e-07,7.22e-08,5.998e-07,0.0,0.0,0.0,2.4355e-05,0.0,1.2e-09,0.0,0.0,0.0,0.0,0.0,6.785e-07,0.0,0.0,0.0,0.0,0.0,1.08698e-05,0.0003266048,0.0,0.0,1.1541e-06,0.0,0.0,0.0,0.0076254824,0.0026886093,0.0,0.0,9.8587e-06,0.0,0.0008990647,0.0,0.0,0.0,1.57364e-05,0.0001517568,0.0,0.0076476467,0.001394708,0.0076634058,1e-09,0.0,0.0,0.0022699126,0.0,0.0001965879,0.0,1.7859e-06,0.0,0.0076156237,0.0,0.0,0.0004785384,0.0,9e-10,2.27e-08,0.0,0.0,0.0,2.42474e-05,0.0,0.0,0.0,7.09e-08,0.0,0.0,0.000770134,0.0001549782,1e-10,0.0005988799,0.0
Butterfree,8.87619e-05,0.0397781917,0.0024720026,0.0001714593,5.22773e-05,0.0009806914,4.7093e-06,1.087e-06,0.0,0.0024983159,1.23505e-05,0.0,0.0,0.0,5.84368e-05,1.96e-08,0.0,1.5102e-06,0.0,0.0,2.75e-08,0.0345829912,0.0007061582,0.0276983437,0.0,0.0,0.0,3.1e-09,0.0003358209,0.0,0.000443524,0.2061855476,0.9097236608,0.0,0.0,6.81e-06,0.0031879105,0.0,1.0727448696,6.66349e-05,0.0115097634,1.92388e-05,0.0,0.0016230452,0.0008029739,0.0024796911,0.9092524566,7.221e-07,3.9409e-06,0.4026724601,1.10142e-05,0.0,0.0160700229,0.1872654422,3.518e-07,0.9104661777,0.0289528305,0.0,0.0189487522,0.0,0.0215986249,0.0001131473,0.0006808408,0.0024146547,6.66349e-05,3.518e-07,0.0015685182,0.0028534255,8.6511e-06,3.983e-07,4.6e-09,8.092e-07,0.002227239,4.5438e-06,0.0004297386,0.0007781856,3.3707e-06,0.0212029181,0.0067658433,0.0,0.0012528719,0.0084132673,0.0010989684,0.0,0.0005943456,0.020171443,6e-10,3.7538e-06,9.82246e-05,6e-10,0.0,0.0008852926,0.0,1.71085e-05,0.0,0.0003743912,0.0,9.38378e-05,0.0,4.55927e-05,0.0222768676,0.9194012461,0.0027868767,0.0009332524,0.0,5.76e-08,0.0208361339,0.000136293,0.0115064114,0.0,0.00184869,2.4565e-06,0.1975386743,0.3893932742,6.64731e-05,0.0,0.0,2.121e-06,0.0073412171,0.0,3.25068e-05,0.0,1.10142e-05,0.0,9.843e-05,0.0026886074,0.0084157529,0.0,0.0,0.0001400136,8.7507e-06,0.0090232252,7.06e-08,7.478e-07,0.0038456361,0.0,0.0,0.0,0.0216053358,0.0010640549,0.0,0.0003760274,0.0084132673,0.0009530857,1e-10,0.0005557532,2e-10,0.0,2.4565e-06,0.0,0.0293818574,0.0,0.0140865196,7.04e-08,1.8207e-06,3.704e-07,0.0008381981,7.25e-08,0.0001256288,0.0010681551,0.024486013,0.0,0.0,2.60803e-05,0.0,0.0001860279,0.0001697177,0.1869467656,0.0203189291,0.0,0.0,0.0,0.0,0.0013711671,0.1133385289,0.0013801196,0.0,3.9409e-06,2.73974e-05,0.0,7.06e-08,0.0134837085,1.0999e-05,0.0,0.0009018192,0.003725221,0.0,2.191e-07,0.0004739133,0.0,0.0191126779,0.0108623086,0.3973158123,0.389968293,0.0,4.216e-06,1.093e-07,5.08935e-05,9.877e-06,0.1181382217,0.0,0.0,0.0,0.0010640553,0.0024300488,0.0,1.01811e-05,0.0002165533,6.66353e-05,0.0004265598,9.38378e-05,0.2735221758,0.0133376385,0.0002489553,2.84809e-05,0.0002453902,0.0,0.0,0.0,6.68177e-05,0.000407003,3.773e-07,3e-09,4.72e-08,0.0,5e-10,6.55e-08,0.000247059,0.0072963449,0.0,0.0,5.8493e-05,0.0,0.0,0.0028762407,4.1584e-06,0.003936107,0.0052676272,0.0010577571,0.0,0.0001116696,0.0021779255,4.85412e-05,0.0024145893,0.0006744702,1e-09,3.4145e-06,0.0,0.0,1.5206e-06,1.19388e-05,5.5207e-06,0.0047432132,4.3113e-06,0.0001952239,0.0275921853,0.0,0.0028585969,0.0084132673,2.7157e-06,0.0004667183,0.0,0.0013738197,0.1259026105,0.3900000324,0.0013677691,1.50795e-05,2.1952e-06,0.0,0.0053061042,0.003476752,1.25789e-05,7.43217e-05,0.0008381975,2e-10,0.0027100032,0.0006830766,0.008848694,0.0013223337,0.0,0.0035744978,0.0,0.0001255233,0.0,0.0,4.7e-09,1.9116e-06,0.0076744581
Tornadus,2.2e-09,5.0346e-05,0.0,0.0,0.0,1.25244e-05,0.0,2.5273e-06,0.0835118683,0.0,3.985e-07,0.0,0.0,6.548e-07,0.0,0.0,1e-10,0.0011205988,0.0,7.926e-07,0.3870620794,0.0005934165,3.127e-07,7e-08,0.0,5.0346e-05,0.0,0.0,0.0030444731,0.0,0.0050061802,0.0121513789,0.0,0.0,0.0,1.167e-07,0.1044521253,0.0,2.2e-09,0.0,0.003234499,0.0102692048,3.03421e-05,1e-10,5e-10,1e-10,0.0001434925,0.0,0.0,0.0027075052,0.0,2.22e-08,0.0674487286,0.0085301524,0.0,0.0003835686,0.0,1e-10,1.395e-07,0.0,0.0,0.0,0.0079366641,6.011e-07,1.97722e-05,4.5e-09,6.8e-09,0.0,0.0040571429,0.0,0.0,0.0,1.8926e-06,2.5273e-06,0.0,0.0001511986,8.8e-09,0.0764811405,0.0025906178,0.1136401116,0.0,0.0,2.39322e-05,0.0,0.0119764583,0.0011260661,1.493e-07,0.0003209671,0.0,0.0,0.0081442717,0.000312413,0.0,2.875e-05,7.926e-07,0.0,0.0,0.0,0.0,0.0,0.387540296,1e-10,0.0,0.0079366641,0.0005934172,7e-08,0.0,1.9413e-06,6.2659e-06,0.0001744884,0.0,0.0,0.0668944948,1.59e-07,1.96513e-05,0.1079261886,0.0,0.0,0.0081190702,0.0,7.9985e-06,0.0,0.0005440245,0.0,4.46026e-05,0.009154586,5.75741e-05,0.0005934165,0.0,0.0001769009,0.064747754,0.3877261623,6.7e-08,0.0,0.0,1e-10,0.0,0.0,0.0,5.4928e-06,5.199e-07,5.8e-09,0.0,6.266e-06,0.0,2.2e-09,0.0,0.0,0.0,5.0346e-05,0.0001581303,0.0,2.4e-09,3.127e-07,6.13e-08,1e-10,2.4e-09,0.0,1.77e-08,6.4267e-06,0.0115872854,2.2e-09,0.0119764564,0.0091473138,0.0,0.0,0.0015508897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004731014,0.0,7.926e-07,0.0,1.2e-09,5e-10,5.7e-09,0.0003357376,0.0,0.0,0.0004984986,0.0003402199,0.0,0.0,0.1018469247,0.0,0.0104917156,1.01119e-05,0.0031369324,0.00915658,0.0,0.0002962212,2.9e-09,0.001131474,1.209e-07,0.0,0.0101950602,0.0,0.0021551557,0.0,0.000327529,0.0,6.2e-08,0.0058049981,0.0,0.0003421027,0.0,0.075391036,6.2672e-06,1.9104e-06,0.3073976686,0.1025829087,0.0,0.0,0.0,0.0005455951,0.0,0.00112254,0.0,0.0003308108,0.0,0.0,0.0,4.8175e-06,0.0001090278,0.0,1e-10,0.0,0.0,5.8e-09,0.0,0.0,1.2e-09,0.0011206046,0.0,0.0,0.0,0.0,0.3949843932,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,1.86e-08,0.0011979233,0.0,0.0,2.2e-09,0.0,4.02e-08,0.0,0.0,0.0,0.0079696341,0.0019827895,5.65771e-05,1e-10,0.0,0.0,0.0,1.8926e-06,0.0,5.0346e-05,0.00281686,0.0,1e-10,0.0,0.0,0.0,9e-10,0.0,0.0101950602,0.0,0.0,0.0,0.0,0.0119771112,6.1e-09,1.19745e-05
