,Porygon-Z,Mandibuzz,Weezing,Swoobat,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Banette-Mega,Stoutland,Archeops,Snorlax,Uxie,Swellow,Oranguru,Slurpuff,Hitmonlee,Gorebyss,Mimikyu,Poliwrath,Machamp,Muk-Alola,Tyranitar-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Aurorus,Alakazam-Mega,Tangela,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Sigilyph,Darmanitan,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Manectric-Mega,Rampardos,Mantine,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Heliolisk,Celebi,Arcanine,Omastar,Magnemite,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Latios,Aggron,Tapu Bulu,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Togekiss,Ambipom,Gyarados-Mega,Piloswine,Raikou,Salamence,Froslass,Buzzwole,Haxorus,Absol-Mega,Eelektross,Glalie-Mega,Wartortle,Vivillon,Porygon2,Crawdaunt,Crobat,Guzzlord,Mamoswine,Goodra,Druddigon,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Shiinotic,Pinsir-Mega,Torterra,Decidueye,Articuno,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Aron,Lanturn,Virizion,Slaking,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Scyther,Honchkrow,Lycanroc,Abra,Empoleon,Zygarde,Hitmonchan,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Quagsire,Florges,Drampa,Masquerain,Ninetales,Carbink,Dragonite,Donphan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Barbaracle,Tyrantrum,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Crustle,Stunfisk,Alomomola,Flareon,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Torkoal,Venomoth,Excadrill,Bewear,Smeargle,Whimsicott,Magneton,Simipour,Tentacruel,Bibarel,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sableye,Dugtrio,Typhlosion,Primarina,Necrozma,Electivire,Suicune,Gourgeist-Super,Scizor,Metagross,Nidoking,Zapdos,Swampert-Mega,Linoone,Gourgeist,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Shelmet,Noivern,Registeel,Leavanny,Umbreon,Xatu,Nihilego,Heracross-Mega,Clamperl,Beartic,Mismagius,Silvally,Charizard,Sylveon,Azelf,Trevenant,Pikachu,Zoroark,Salazzle,Shuckle,Diancie-Mega,Galvantula,Abomasnow,Abomasnow-Mega,Clefable,Minior,Jellicent,Qwilfish,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Latios-Mega,Claydol,Flygon,Starmie,Escavalier,Malamar,Entei,Tangrowth,Dhelmise,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Shedinja,Manaphy,Wishiwashi,Tsareena,Skarmory,Yanmega,Persian-Alola,Steelix-Mega,Hitmontop,Kingdra
Fletchinder,0.0032677271,0.0,0.0,0.0,0.0,-0.0001083742,0.0,0.0,0.0,0.0,-1.1957e-06,0.0,0.0,0.0,0.0,-1.1606e-06,0.0,-1.094e-06,-1.3151e-06,0.0,-0.0002871934,0.0,0.0,0.0,-7.46401e-05,-3.78822e-05,-1.52147e-05,0.0,0.0,0.0,-0.0001273283,0.0,-1.5888e-06,-0.0005689619,0.0,0.0,-1.1578e-06,0.0,0.0,-0.0002289392,0.0,-1.50203e-05,0.0,0.0,0.0028197598,0.0,-1.25305e-05,-1.0236e-06,0.0,0.0,-4.196e-06,0.0,0.0,-9.3083e-06,-8.72105e-05,0.0,-1.4867e-05,-3.7404e-06,0.0,0.0,0.0,0.0,0.0,-3.5979e-06,-2.9213e-06,-0.0002206005,0.0,0.0,0.0,-9.62343e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2918e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002083906,-8.33792e-05,0.0,0.0,0.0,0.0,-8.923e-06,0.0,0.0,0.0,0.0,-1.48974e-05,-9.6672e-06,0.0,-0.0002197489,0.0,0.0,0.0,0.0,0.0,-3.654e-06,-3.2045e-06,0.0,0.0,0.0,0.0,-1.6503e-05,0.0,0.0,0.0,0.0,3.09127e-05,0.0,0.0,0.0,-0.0004657768,-0.0001016717,-0.0001963534,-1.64512e-05,-5.7667e-06,-1.05799e-05,0.0,-6.2823e-06,-0.0004598467,0.0,0.0,0.0,-4.484e-07,0.0,0.0,-0.0002128856,-7.73302e-05,0.0,-3.0325e-06,0.0,0.0,-1.3372e-06,-9.638e-07,-3.952e-07,0.0,0.0,0.0,0.0,-0.0001508841,-5.2873e-06,-5.43773e-05,-3.606e-07,0.0,-1.3694e-06,0.0,-7.378e-06,-0.0004189534,0.0,0.0,0.0,-2.0077e-06,0.0,0.0,0.0,0.0,0.0,-9.498e-07,-6.969e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87613e-05,-2.10787e-05,-5.77086e-05,0.0,0.0,0.0,0.0,0.0,-1.3627e-06,0.0,-0.0008742983,0.0,0.0,0.0,-9.2198e-06,-1.74307e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001339795,0.0,0.0,0.0,0.0,-5.6609e-06,0.0,-0.0003717754,0.0,0.0,0.0,4.133e-07,0.0,-5.47599e-05,0.0,-0.0005352353,0.0,0.0,0.0,0.0,-0.0002439057,0.0,0.0,0.0,-7.59e-07,0.0,0.0,0.0,0.0,0.0,-1.49861e-05,0.0,0.0,-0.0003248625,-0.0001391916,0.0032885209,-4.203e-07,0.0,0.0,0.0,-2.96445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45147e-05,0.0,0.0,-4.7251e-06,0.0,0.0,-4.33712e-05,0.0,0.0,0.0,0.0,-7.766e-07,-2.1455e-06,0.0,0.0,3.29184e-05,-5.0434e-06,0.0,0.0,0.0,0.0,-4.2043e-06,0.0,-0.0003900838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9043e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35808e-05,-1.7169e-06,0.0030698707,0.0,0.0,0.0,0.0,0.0032681056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.989e-06,0.0,0.0
Buneary,-2.14351e-05,0.0,0.0,0.0,0.0,0.0,-7.882e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95437e-05,-1.1606e-06,0.0,0.0,0.0,0.0,-0.0002871934,0.0,-1.1315e-06,0.0,0.0,0.0012465448,0.0,0.0,-1.10838e-05,0.0,-1.31239e-05,0.0,0.0,0.0,-1.38918e-05,0.0,-1.1578e-06,-4.442e-06,0.0,0.0,0.0,-1.61188e-05,0.0,0.0,-0.0004694024,0.0,0.0,0.0,0.0,-1.3402e-06,0.0,0.0,-0.0002004872,0.0,0.0,0.0,-1.4867e-05,-3.7404e-06,0.0,-0.0017309044,0.0,-0.0001224293,0.0,-3.5981e-06,0.0,-0.0002206005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.96599e-05,-1.2137e-05,0.0,-2.1154e-06,0.0,0.0,-1.115e-06,-3.9283e-06,-5.2918e-06,0.0,-4.27e-07,0.0,-0.0002997092,-1.09748e-05,0.0,-0.0002083906,0.0,-3.14565e-05,0.0,0.0,0.0,0.0,0.0,0.0,-6.679e-07,0.0,0.0,0.0005400437,0.0,-0.0002197489,0.0,0.0,0.0,-4.305e-07,0.0,0.0,0.0,-6.581e-07,0.0,0.0,-3.702e-07,-1.6503e-05,0.0,-4.2027e-06,0.0,0.0004960356,0.0,0.0,0.0,-0.0002436787,-0.0004657768,0.0,0.0,0.0,0.0,-1.05798e-05,-3.6401e-06,0.0,-0.0004598414,0.0,0.0,-0.0001666373,0.0,-2.1393e-06,0.0,-0.0002128856,0.0012070969,0.0,0.0,0.0,0.0,-1.3372e-06,0.0,0.0,0.0,0.0,-3.88469e-05,-0.0003283976,-0.0001508841,0.0,0.0,-3.606e-07,-7.115e-07,-1.3694e-06,0.0,-7.378e-06,0.0,0.0,-8.103e-06,-1.9901e-06,-2.0077e-06,0.0,0.0,-0.0001509013,0.0,0.0,0.0,-6.969e-07,0.0,0.0,0.0,-4.48574e-05,0.0,0.0,0.0,-1.87613e-05,0.0,0.0,0.0,0.0,-7.354e-07,0.0,0.0,0.0,-2.81776e-05,0.0,0.0,0.0,0.0,0.0,-1.74307e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001694039,0.0,-9.3639e-06,0.0,0.0,0.0,0.0,0.0009126517,-5.157e-07,-2.18279e-05,0.0,0.0,0.0,0.0,0.0,0.0007137674,-9.74231e-05,0.0,-1.23141e-05,0.0,0.0,0.0,0.0,-9.279e-07,0.0,-5.6313e-06,0.0,-7.797e-07,0.0,0.0,0.0,0.0,0.0,-0.0003248625,0.0,0.0,0.0,-0.0007698858,0.0,0.0,0.0,-5.57764e-05,0.0,-0.0001126533,0.0,0.0,-0.0002876182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.33712e-05,0.0,0.0,-1.7848e-06,0.0,0.0,0.0,0.0,0.0,-2.5061e-06,-5.0434e-06,0.0,0.0,-0.0002957853,0.0,-4.2043e-06,0.0,-0.0003900838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.905e-07,0.0,-0.0005004481,0.0,0.0,0.0,-0.0002192782,-0.000632714,-2.66566e-05,0.0,0.0,0.0,-1.4724e-06,0.0,0.0012522046,0.0,0.0,-2.3762e-06,0.0,0.0,0.0,0.0,0.0,0.0
Duosion,-0.0003128248,0.0,0.0,0.0,0.0,-0.0016256128,0.0,0.0,-4.22403e-05,0.0,0.0,0.0,0.0,0.0,-0.0004424831,0.0,0.0,0.0,0.0,0.0,-0.0043079014,-7.2776e-06,0.0,0.0,-0.0011131813,0.0,0.0,-0.0007824935,-0.0001663369,0.0,-0.0019096843,-9.1285e-06,0.0,-0.0085509075,0.0,0.0,-1.73673e-05,0.0,0.0,0.0,0.0,0.0,-0.0029779145,-8.5779e-06,-0.0070410353,0.0,-0.0001879575,0.0,-6.34571e-05,-2.01029e-05,0.0,0.0,-0.0030073076,0.0,0.0,-0.0084808949,-0.0002230047,0.0,0.0,0.0255661806,0.0,-0.0018364401,0.0,0.0,0.0,0.0,0.0,0.0,-1.54027e-05,0.0,0.0,-6.8399e-06,-2.43103e-05,0.0,0.0,-0.0015927574,0.0,4.21009e-05,0.0,0.0,-5.89246e-05,0.0,0.0,-6.4056e-06,0.0,-0.0044957178,0.0,0.0,-0.0031258596,0.0,-0.000516293,-0.005830269,0.0,-0.0029581114,0.0,0.0,-0.000470615,0.0,0.0,0.0,-0.0001450085,0.0,-0.0032962339,-7.0792e-06,0.0,-0.0003274104,-6.4577e-06,0.0,-5.48104e-05,0.0,0.0,0.0,0.0,0.0,-0.0002475446,0.0,0.0,0.0,0.0,0.0,0.0,-3.6e-05,0.0478599108,-0.006986634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068977003,0.0,0.0,-0.0024995592,0.0,-3.20907e-05,-1.4907e-05,-0.0031932663,-0.0011599527,0.0,0.0,0.0,0.0,-2.00582e-05,0.0,0.0,0.0,0.0,0.0,0.0465950989,-0.0022632621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0062843006,0.0,6.62419e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002814192,-0.0003161799,-0.0008589697,0.0,0.0442345794,0.0,0.0,0.0,0.0,0.0,-0.013114475,0.0,0.0,-0.0038256044,0.0,-0.0002527593,-0.0005712517,0.0,0.0,-0.0008373855,0.0,0.0,0.0,0.0,-0.0001404592,0.0,0.0,0.0,0.0,0.0,0.0,-0.000327418,-3.70406e-05,0.0,0.0,-0.0008213978,0.0,0.0,-0.0014613465,0.0,-0.0001847118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.93428e-05,0.0,0.0,0.0,0.0,0.0,-0.0115481269,-0.0007433244,-0.0125227105,0.0,-0.0008366473,0.0,-0.0014519331,0.0,0.0,-0.0043133662,0.0,-1.36467e-05,0.0,0.0,0.0,0.0,0.0,-0.0006505679,0.0,0.0,-2.67727e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.85564e-05,-0.0006575246,0.0,0.0,0.0,0.0,-0.0058512569,0.0,0.0,-3.44049e-05,0.000214446,0.0,0.050637399,-6.09877e-05,-0.0001335649,0.0,0.0,-0.0001568756,0.0,0.0,0.0,-0.007268855,0.0,-0.0002034722,-2.48478e-05,-0.0032893723,-0.0094907092,-0.0003998942,-0.0014101265,-2.39684e-05,-0.0003158493,0.0,-4.74379e-05,-0.0004833375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swellow,0.0177341242,-0.0183844636,-0.0010790423,0.0032999211,-0.0059032664,-0.0894289252,-8.52961e-05,0.0002824079,0.312529027,-0.0034149771,0.1238353192,-0.0011636741,-0.0002692449,-0.0011771197,-0.0269525213,0.0,0.0104681091,0.3954250332,0.0137470795,-0.003093548,-0.3906565263,-0.0007816141,-0.001740321,-0.0592338423,-0.0857149445,-0.0214609005,-0.023815766,-0.0836152257,0.0809756156,0.0101015351,0.1481628595,0.0212892274,-0.0025557785,-0.6532167588,0.2595522834,-0.2086804898,-0.0018551722,-0.0071559559,0.0426966848,-0.2505208282,0.0202202464,0.0685636461,0.2605331489,-0.0009212622,0.5340309941,-0.0002990861,-0.0104592783,-0.0034186697,-0.0061427199,0.0213654441,0.0770250606,0.1341053465,0.197894336,-0.005564244,0.8108694994,-0.3702423471,0.0079521169,0.0365456211,-0.0709485101,-1.1430674767,-0.0014892862,0.040232152,-0.0219750656,0.001448376,-0.0017224442,-0.3311118884,0.006176155,-0.0242765483,0.0014587186,-0.1401038524,0.0133356192,0.0057672832,0.0256381019,0.2221885042,0.0454592061,0.0262069755,0.1828031185,0.0101124522,-0.0113182117,0.0056961986,-0.0063283815,0.3294652977,-0.0070373292,-0.0006863728,-0.0117680453,-0.2862475226,-0.0176703956,0.0028183815,0.0852335848,-0.1330961787,0.0169518675,-0.5990265055,0.0129436065,-0.1754938914,-0.0076412694,0.1208576745,-0.0422663298,0.0069443657,0.0126470854,-0.0239988171,-0.0032894636,0.031817163,-0.1484833997,0.0,0.3399173812,-0.0343246945,0.0086673453,-0.0201034247,-0.0024775981,0.008629256,0.036664866,0.0301396618,0.0,-0.0005963093,0.175778681,-0.0238359511,0.0075494567,-0.0032087562,-0.0792626669,0.0614981421,-0.0012611083,-0.0029349112,-0.3527829683,-0.7255312831,-0.1628786582,0.0764654301,0.0258252799,0.0306503002,0.0105310022,0.0097373557,-0.0099791304,-0.3869795153,-0.0224437,-0.0018492146,-0.220209205,-0.0007146203,-0.0016691765,0.000255774,0.0990866244,-0.0168719458,-0.064153817,0.0050861885,-0.0221774179,-0.00055953,-0.0021533543,0.0010459138,-0.0005655347,0.1044859003,-0.000624092,0.0525408696,0.3089401313,-0.2346591032,-0.0069253816,-0.0751731099,0.0012536861,0.0051481648,0.0023831042,0.0,-0.0034679626,-0.6313549205,0.0024139409,-0.0051108168,-0.0008487193,0.0120700012,0.008593759,-0.0024245044,-0.2430298612,0.0003767249,0.0115616571,0.0161467425,-0.0011034763,-0.003087124,0.0358818065,0.3643223379,0.8224265075,-0.0009138817,0.1455046131,-0.0133831269,0.0353749671,-0.0331994227,-0.0927286888,-0.0006731712,-0.3085725189,0.0075670944,-0.0038515167,0.0431708739,-0.0021553468,-0.0430844483,-1.3105136819,0.0062775379,-0.0061023146,-0.3962868778,-0.0114239612,0.009328562,-0.0613294092,-0.0017017893,-0.0045783278,-0.0416306076,0.0057484072,-0.0014168538,-0.2376249118,0.0132031313,0.0651077463,-0.0007453526,-0.0011533736,0.0226224092,0.0192496412,-0.2528474107,0.0023678706,0.2149440013,-0.003338677,-0.0011040114,-0.0026355911,-0.0706955653,-0.0015423589,-0.4338446226,-0.1407351581,-0.035769512,-0.0123635905,0.0178571185,-0.3531357227,0.0171921209,0.0184866605,-0.0005514493,-0.0005893643,-0.0030033175,0.0027738732,0.0027077419,0.0524117152,-0.00094228,0.1813628489,0.005882844,0.2873880665,-0.2590023453,-0.0750484122,0.0021045121,0.0,-0.9695873407,-0.0744671327,-0.7064680627,-0.0219084337,-0.0683266978,-0.4888278997,-0.1795334814,-0.0009822974,-0.1607842208,-0.370467411,0.0,-0.0013208438,-0.0013455252,0.0133332364,0.0053139644,0.0285168939,-0.0965365257,-0.0542586899,-0.0010875025,-0.0007156046,0.0201294771,0.0167681816,-0.0012163242,-0.0023703937,-0.0305869285,0.0062042467,-0.0022027324,8.27695e-05,0.0104035276,0.3076166049,0.5202055539,0.0210710712,-0.0067727335,-0.004357891,0.2833084387,0.008461685,-0.0002605362,-0.0036950838,0.0055120633,-0.0008965028,0.1074467981,0.0379304289,-0.0022749718,0.00659607,0.1491158625,-0.004821086,0.006875923,-0.0003205167,-0.0008183266,-0.395444848,-0.0025003592,-0.0136684651,-0.0027621991,-0.0809407751,0.1276068852,0.3430011723,-0.015895578,0.0763392476,-0.0052215049,0.010677263,-0.0044049102,0.0034334158,-0.0331587646,0.0072795947,0.0038654375,-0.5962352354,0.0378484182,0.0019011228,-0.0029212826,0.007426827,-0.1012213685
Eevee,0.0051896569,-0.0006039391,0.0061684757,-5.35749e-05,-0.0001706266,-0.0030451476,-3.23159e-05,-0.0003475254,-0.0001154568,0.0003926611,-4.90228e-05,0.0006548738,0.0,-0.0001929197,0.0,0.0148794616,0.0,0.0015727079,-5.38227e-05,0.0,-0.0053047035,-1.98913e-05,0.0013905189,-0.0018612249,-0.0028416976,0.0002306219,-0.000623021,-0.0021275421,-0.0001480017,-2.15842e-05,-0.0019016322,-2.39446e-05,-2.95177e-05,-0.0218942112,0.0009212515,-0.005452983,-4.74689e-05,-0.0001821218,-2.4199e-05,0.0070324589,-2.34049e-05,0.0054239026,0.0075706985,-2.34462e-05,-0.0187115558,-0.0001883576,-0.0005131854,0.0,-0.0001734175,0.0002804222,0.0001640691,0.0190952086,-0.0068683541,-0.0003816392,0.0069561684,-0.0207022799,-0.0006095293,-0.0001331347,-0.0020332971,-0.0678394892,-3.19882e-05,-0.0049001179,0.0,0.0004824441,-0.0001140325,-0.0075353478,0.0,-0.0014894671,0.0,0.0,-0.0003307493,0.0094426712,-6.64367e-05,0.0234668346,-0.0004976173,-0.0040820782,-8.67337e-05,-0.0005348389,-0.0023572572,-4.57176e-05,-0.0001610607,-0.0001894968,0.0,-1.75087e-05,-0.0003641258,-0.0118887648,-0.0004499649,-0.0002161936,-0.0080594811,-0.0034185455,0.0001158719,-0.0159103982,-1.59447e-05,-0.0081090906,-0.0003658437,0.0005952793,-0.0011606979,-2.41808e-05,-1.95684e-05,-0.000280875,-0.0002884937,0.0020576565,-0.0028125283,0.0,-0.0001997007,-0.0008949149,1.5343e-05,-0.0006077681,-0.000149815,-0.0001313846,-2.69817e-05,-3.46331e-05,-2.241e-05,-1.51787e-05,-0.0004307617,-0.0007674031,-0.0001723096,-8.18373e-05,-0.0013967657,-0.0001849813,0.0,-0.0001008798,-0.0094504557,-0.0190706886,-0.0041685402,-0.0080503298,-0.0006220828,-0.0002364329,-0.0004326113,-0.000149243,0.0,0.0458806708,-0.0007040437,-5.38976e-05,-0.0034340385,-1.83846e-05,-8.63806e-05,-3.97163e-05,-0.0086595919,0.0261135533,-0.0030645016,0.0198202051,-0.0007077928,-4.74553e-05,0.0033768675,-3.94047e-05,0.0,-6.22483e-05,0.0002610291,0.013334323,-0.0131925146,-0.0061862498,-0.0002167866,-0.0020794632,3.18222e-05,-2.91704e-05,-4.55624e-05,0.000608599,-0.0003019077,0.0083456271,0.0001558552,0.0061087323,0.0001056205,-8.23174e-05,-4.76801e-05,-0.0001128257,-0.0061869532,-2.5893e-05,-2.42991e-05,-3.8687e-05,1.5715e-06,-8.24898e-05,-0.0005055931,0.0,-0.0018391514,-2.56279e-05,0.0005299941,-0.0002219579,0.0008175133,0.0,-0.0023660498,-6.1973e-06,-0.016788783,0.0,-8.16898e-05,-1.84876e-05,-5.51905e-05,-0.00115528,-0.0111237967,-4.48108e-05,-0.0001683863,-0.0104559722,0.0004238037,0.0269418319,0.0,6.14863e-05,0.0,-0.0022888538,0.0006218292,-3.60588e-05,-0.0069380222,2.93152e-05,-0.0003833492,-2.8513e-05,-7.86131e-05,-0.0002320986,-5.17471e-05,-0.0001776418,-2.11425e-05,0.0051864927,-0.0001012442,0.0,0.0,0.0,-2.55686e-05,-0.0220118558,-0.003923193,-0.0009316396,-0.0005048789,-0.0001171485,-0.0099982252,-6.26873e-05,-2.68374e-05,0.0013977911,-3.11208e-05,-0.0002312953,-0.0001927021,7.36242e-05,-0.0027096108,1.08723e-05,0.0056012079,-0.0002435436,-0.0005262057,-0.0118829266,-0.0057047284,0.0061046945,0.0,-0.0315049684,-0.0020317534,-0.0338844357,-0.0012154249,-0.0022866203,-0.0121295027,-0.0046187857,-2.57762e-05,0.0167039976,-0.0083941545,0.0,-3.71954e-05,-3.7133e-05,-5.17424e-05,-7.33381e-05,-0.000116137,-0.0027142467,-0.0017780338,0.0005972956,-1.82184e-05,-7.31787e-05,0.0,1.2873e-06,0.0005498789,-0.0009129643,-1.48069e-05,-2.95702e-05,8.16733e-05,0.0002470712,-0.0013121968,0.0170166017,0.0273841051,0.0,-0.0001113544,0.0031447058,0.0018804286,0.000221738,0.0,-6.4016e-05,0.0275619074,0.0310421702,-0.0001666998,-0.0003650663,0.0,-6.63955e-05,-0.0003086185,-2.32186e-05,6.22914e-05,0.0,-0.0189078207,-6.4896e-05,0.0004745638,-7.02979e-05,-0.0028029521,-0.0239451426,0.0113378093,-0.0029487926,-5.11978e-05,-0.0008633009,-6.03738e-05,-0.0001296625,0.0014056365,-0.0027747321,-2.30952e-05,-9.78457e-05,-0.0063095388,-6.55844e-05,-3.71344e-05,-8.15139e-05,-4.79074e-05,-0.0025630362
