,Abomasnow,Abra,Accelgor,Aegislash,Alakazam,Alcremie,Amoonguss,Appletun,Applin,Araquanid,Arcanine,Arctovish,Arctozolt,Aromatisse,Arrokuda,Avalugg,Axew,Azumarill,Azurill,Baltoy,Barbaracle,Barboach,Barraskewda,Basculin,Beartic,Beheeyem,Bellossom,Bergmite,Bewear,Binacle,Bisharp,Blastoise,Blipbug,Blissey,Boldore,Boltund,Bonsly,Bouffalant,Bounsweet,Braviary,Brionne,Bronzong,Bronzor,Budew,Bulbasaur,Buneary,Bunnelby,Butterfree,Carkol,Carvanha,Caterpie,Celebi,Centiskorch,Chandelure,Chansey,Charizard,Charjabug,Charmander,Charmeleon,Cherrim,Cherubi,Chewtle,Chinchou,Cinccino,Cinderace,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Clobbopus,Cloyster,Coalossal,Cobalion,Cofagrigus,Combee,Comfey,Conkeldurr,Copperajah,Corphish,Corsola,Corsola-Galar,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Cramorant,Crawdaunt,Croagunk,Crustle,Cubchoo,Cubone,Cufant,Cursola,Cutiefly,Darmanitan,Dartrix,Darumaka,Darumaka-Galar,Decidueye,Dedenne,Deino,Delibird,Dewpider,Dhelmise,Diggersby,Diglett,Diglett-Alola,Ditto,Dottler,Doublade,Dracozolt,Dragalge,Dragapult,Drakloak,Drampa,Drapion,Drednaw,Dreepy,Drifblim,Drifloon,Drilbur,Drizzile,Druddigon,Dubwool,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Durant,Dusclops,Dusknoir,Duskull,Dwebble,Eevee,Eiscue,Eldegoss,Electrike,Elgyem,Emolga,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Exploud,Falinks,Farfetch'd,Farfetch'd-Galar,Feebas,Ferroseed,Ferrothorn,Flapple,Flareon,Fletchinder,Fletchling,Flygon,Fomantis,Foongus,Fraxure,Frillish,Froslass,Frosmoth,Gallade,Galvantula,Garbodor,Gardevoir,Gastly,Gastrodon,Gengar,Gigalith,Glaceon,Glalie,Gloom,Goldeen,Golduck,Golett,Golisopod,Golurk,Goodra,Goomy,Gossifleur,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Grapploct,Greedent,Grimmsnarl,Grookey,Growlithe,Grubbin,Gurdurr,Gyarados,Hakamo-o,Happiny,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatmor,Heliolisk,Helioptile,Heracross,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honedge,Hoothoot,Horsea,Hydreigon,Igglybuff,Impidimp,Incineroar,Indeedee,Indeedee-F,Inkay,Inteleon,Ivysaur,Jangmo-o,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Kadabra,Kangaskhan,Karrablast,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Kommo-o,Krabby,Krokorok,Krookodile,Kubfu,Kyurem,Lampent,Lanturn,Lapras,Larvesta,Larvitar,Leafeon,Lickilicky,Lickitung,Liepard,Lilligant,Lillipup,Linoone,Linoone-Galar,Litten,Litwick,Lombre,Lopunny,Lotad,Loudred,Lucario,Ludicolo,Lunatone,Lurantis,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Machamp,Machoke,Machop,Magearna,Magikarp,Magnemite,Magneton,Magnezone,Malamar,Mamoswine,Mandibuzz,Manectric,Mantine,Mantyke,Maractus,Mareanie,Marill,Marowak,Marowak-Alola,Mawile,Meltan,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Metapod,Mew,Mienfoo,Mienshao,Milcery,Milotic,Miltank,Mime Jr.,Mimikyu,Minccino,Morelull,Morgrem,Morpeko,Mr. Mime,Mr. Mime-Galar,Mr. Rime,Mudbray,Mudsdale,Munchlax,Munna,Musharna,Natu,Necrozma,Nickit,Nincada,Ninetales,Ninetales-Alola,Ninjask,Noctowl,Noibat,Noivern,Nuzleaf,Obstagoon,Octillery,Oddish,Onix,Oranguru,Orbeetle,Palossand,Palpitoad,Pancham,Pangoro,Passimian,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phantump,Pichu,Pidove,Pikachu,Piloswine,Pincurchin,Pinsir,Politoed,Poliwag,Poliwhirl,Poliwrath,Polteageist,Ponyta,Ponyta-Galar,Popplio,Porygon,Porygon-Z,Porygon2,Primarina,Psyduck,Pumpkaboo,Pumpkaboo-Large,Pumpkaboo-Small,Pumpkaboo-Super,Pupitar,Purrloin,Pyukumuku,Quagsire,Qwilfish,Raboot,Raichu,Raichu-Alola,Ralts,Rapidash,Rapidash-Galar,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Rockruff,Roggenrola,Rolycoly,Rookidee,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Runerigus,Sableye,Salandit,Salazzle,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandygast,Sawk,Scizor,Scolipede,Scorbunny,Scrafty,Scraggy,Scyther,Seadra,Seaking,Seedot,Seismitoad,Sharpedo,Shedinja,Shellder,Shellos,Shelmet,Shiftry,Shiinotic,Shinx,Shuckle,Sigilyph,Silicobra,Silvally,Silvally-Bug,Silvally-Dark,Silvally-Dragon,Silvally-Electric,Silvally-Fairy,Silvally-Fighting,Silvally-Fire,Silvally-Flying,Silvally-Ghost,Silvally-Grass,Silvally-Ground,Silvally-Ice,Silvally-Poison,Silvally-Psychic,Silvally-Rock,Silvally-Steel,Silvally-Water,Sinistea,Sirfetch'd,Sizzlipede,Skarmory,Skorupi,Skrelp,Skuntank,Skwovet,Sliggoo,Slowbro,Slowbro-Galar,Slowking,Slowpoke,Slowpoke-Galar,Slurpuff,Sneasel,Snom,Snorlax,Snorunt,Snover,Sobble,Solosis,Solrock,Spritzee,Squirtle,Starmie,Staryu,Steelix,Steenee,Stonjourner,Stoutland,Stufful,Stunfisk,Stunfisk-Galar,Stunky,Sudowoodo,Swinub,Swirlix,Swoobat,Sylveon,Talonflame,Tangela,Tangrowth,Tauros,Tentacool,Tentacruel,Terrakion,Thievul,Throh,Thwackey,Timburr,Togedemaru,Togekiss,Togepi,Togetic,Torkoal,Torracat,Toxapex,Toxel,Toxicroak,Toxtricity,Tranquill,Trapinch,Trevenant,Trubbish,Tsareena,Turtonator,Tympole,Type: Null,Tyranitar,Tyrogue,Umbreon,Unfezant,Urshifu,Urshifu-Rapid-Strike,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venusaur,Vespiquen,Vibrava,Vikavolt,Vileplume,Virizion,Volcarona,Vullaby,Vulpix,Vulpix-Alola,Wailmer,Wailord,Wartortle,Weavile,Weezing,Weezing-Galar,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wimpod,Wingull,Wishiwashi,Wobbuffet,Woobat,Wooloo,Wooper,Wynaut,Xatu,Yamask,Yamask-Galar,Yamper,Zeraora,Zigzagoon,Zigzagoon-Galar,Zoroark,Zorua,Zweilous,empty
Abomasnow,0.0,0.0,-0.035609151049999996,5.488014230099999,-0.6137501573,0.0,-1.2999253965,0.0,0.0,-0.0492382868,-0.0691664773,0.0,0.0,0.0,0.0,-0.01198937615,0.0,-1.3962639810000002,0.0,0.0,0.0037357115,0.0,-0.2888882855,0.0,0.0,-0.012971041400000001,0.0,0.0,0.01363854915,0.0,-0.3486093004,-0.0162953065,0.0,-1.4161337582,0.0,0.0,0.0,0.0,0.0,-0.00261215785,0.0,-0.015231477949999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01985153875,-0.0041467233,-0.17144858024999998,-1.88070724765,0.014520179000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024752616,9.66614324715,0.0,-0.00459413725,-0.0214909929,-5.2922606405499995,0.0,0.0,0.0,-0.07425147745,-0.02394577065,-0.0205614257,-0.0014263906999999998,0.0,0.0,-0.15451180955,-0.00824365795,0.0,0.0,-0.0146440506,-1.57399129135,0.0,0.0,0.0,0.0,0.0,-1.00070013715,0.0,0.0,0.0,0.0,0.0,-0.00258503335,0.0,-0.07053234725,0.0,0.0,0.0,-0.0040930483,0.0,0.0,-0.00348590875,0.0,-0.00311886655,-0.36529102775,0.0,0.0,-0.30423486965,0.0,-0.00321207175,-0.20369512265,-0.09684551315,-4.360523951899999,0.0,0.0,-0.0039695398,-0.00543409255,0.0,-0.00481780685,0.0,0.0,0.0,-0.08015608260000001,0.0,0.0,0.0,0.0,0.0,-0.0036966245,-0.00262331005,-0.00193544265,-0.0018443223,0.0,0.0,0.0,0.045748483650000005,-0.0028746849500000003,0.0,0.0,0.0,-0.0024124168499999998,-0.015349003850000001,0.0,3.9438825237,0.0,0.0,-0.006787602699999999,-0.02981000935,0.0,0.0,0.0,0.0,0.0,-2.322625234,0.0,0.0,0.0,0.0,-0.016177467,0.0,0.0,0.0,0.0,-0.00829467435,0.0434121124,-0.0029917698000000003,-0.011871363199999999,-0.014276395349999998,-0.051993049449999995,0.0,-0.10414473535,-0.4570931598,-0.0088209287,0.0,0.0,0.0,0.0,0.0,0.0,-0.020920266649999998,-0.05216960075,-0.032812675949999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1896687642,0.0,0.0,0.0,0.0,-0.13119881490000002,0.0,0.0,0.0,-0.51794265815,0.0,0.0,-0.9541032842,-0.1440223597,0.0,-0.024399332599999997,0.0,-0.10983818655,0.0,0.0,-3.3690560748499996,0.0,-0.0016521323,-0.0020399659000000002,0.0,0.0,0.0,-1.3961976913999998,0.0,0.0,-0.030807465550000003,-0.15997619795,-0.01606554395,0.0,-0.0184773123,0.0,0.0,-0.0483124358,0.0,-0.19622041785,-0.00502653125,0.0,0.0,0.0,0.0,-0.2402465878,-0.3593653302,0.0,0.0,0.0,-0.054333837149999994,0.0,0.0,0.0,-1.0348351618,0.0,0.0,-0.16615783020000002,0.0,-0.58794839325,0.0,0.0,-0.0061950684,0.0,0.0,-0.0021658780000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022196723,0.0,0.0,-0.0133546675,-0.001690602,0.0,0.0,0.0,-0.0019497907,-0.0048081724,-0.32063215084999996,0.0,0.0033922770499999998,0.0,0.0,-4.7604809553,0.0,0.0,0.0,-0.6623335728499999,0.0,-0.18140476015,1.4331438686500002,0.0,-0.27774623795,0.0,0.0,0.0,0.0,0.0,-0.45401861365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59081170575,0.0,-0.04602359265,0.0,-0.03634909175,-0.0055444482,0.0,-0.0511637387,0.0,0.0,0.0,0.0011094918499999998,0.0,0.0,0.0,0.0,-0.004480172649999999,0.0,0.0,0.0,0.0,-0.23559003815000001,0.0,0.0,-0.16397826729999998,-0.09008149915,0.0,-0.0030139492,0.0,-0.014341228300000002,0.0,-0.0190240353,0.0,0.0,0.0,0.0,0.0,0.58635779135,0.0,0.0,0.01147045545,0.0,0.0,-0.9003355292,0.0,0.0,-0.007633361849999999,0.0,0.0,0.0,0.0,0.00071816745,0.0,-0.0505225648,0.0,-0.0139777708,0.0,0.0,-0.0270124429,-0.01171094215,0.0,0.0,0.0,0.0,-0.06394473519999999,-0.0354833329,6.1020807024499994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0331982288,-0.7182046853499999,-0.0016908185,0.0,0.0,-0.037966755850000006,0.0,0.0,0.0,0.0,-0.23561518125,0.0,0.0,-0.3997171094,-0.057938772900000005,-2.850697251,0.0,0.0,0.0,0.0,0.0,0.0,-0.00406919775,0.0,-0.00467068585,0.0,-2.1919906663999997,-0.00520704925,-0.20866378694999999,0.0,0.0,-0.00851810565,0.0021638429,0.0,-0.0456061406,-0.0034600463,0.0,0.0,0.0,0.0,0.6770441226,0.0,0.0,-0.51844501945,-0.15146005615,0.0,0.0,0.0,-0.044538616,0.0,0.0,0.0,5.1124288601500005,0.03981650135,-0.051857984649999994,0.0,0.0,0.0,-0.05347789725,-0.00580804595,0.0,-0.12716763339999998,-0.01447976075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00058484185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0112524312,0.0,-1.03851711165,0.0,0.0,0.0,0.0,0.0,-1.65705626005,-0.30668273425000003,-0.0468779312,0.0,0.0,-0.020381887549999998,0.0,0.0,-0.031786284149999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06059952265,0.0,-0.0048612189,0.0,0.0,0.0,0.0,-0.0225354412,0.0,0.0,0.0,0.0,0.0,0.0,-0.0195612662,-0.2219544554,0.0,-1.0807566416499998,-0.00180631085,0.0,-0.038183368999999995,-0.27144133275000004,-2.90298e-05,0.0,0.0,0.0,-0.00166597125,7.054958577300001,0.0,0.0,-0.45106084885,0.0,-5.017777261399999,0.0,-0.00559988035,7.81441172645,0.0,0.0,0.0,0.0,-0.006925444649999999,-0.00294246405,0.0,0.0,-0.021575069199999998,0.0,-0.0655928142,0.0,-2.84971091265,7.52426735795,0.0,0.0,-0.042076673300000006,-0.06533269735,0.0,-0.7269132708999999,0.0,0.0,-0.0106310791,0.0,0.0,-2.30244933075,0.0,0.0,0.0,0.0,0.0,0.0,-0.26856043760000003,0.0,-1.11561542395,-0.00722552745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1045372201,0.0,0.0,0.0,-3.04938932495,0.0,0.0,-0.01285336125,0.0,0.0,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accelgor,-0.035609151049999996,0.0,0.0,-0.3618103091,0.6549448945,0.0,-1.4808617032,0.0,0.0,-0.0418118158,-0.07206365845000001,0.0,0.0,0.0,0.0,-0.0199736893,0.0,10.1849965693,0.0,0.0,-0.0012621085999999998,0.0,-0.30483350585,0.0,0.0,-0.014744123849999999,0.0,0.0,-0.0026650853,0.0,0.4552341234,-0.01610185725,0.0,-1.58706535535,0.0,0.0,0.0,0.0,0.0,0.0043554759,0.0,-0.00753230905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022320868,-0.0151813452,-0.17580433764999998,-2.0568198966,-0.15440084264999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081965423,-3.47886537205,0.0,-0.0068958349999999995,-0.02535528095,-5.41585496855,0.0,0.0,0.0,0.0686340402,-0.01049727085,-0.011034993100000001,-0.00239137755,0.0,-0.03188648165,0.0910261686,-0.009394648549999999,0.0,0.0,-0.0160686402,-1.74556921415,0.0,0.0,0.0,0.0,0.0,-0.97069112315,0.0,0.0,0.0,0.0,0.0,-0.00224573965,0.0,-0.0299051197,0.0,0.0,0.0,-0.0033553169500000002,0.0,0.0,-0.0039728783,0.0,-0.00340831005,-0.4162773258,0.0,0.0,-0.34646184555000004,0.0,0.0035009882,-0.19100851894999998,-0.11032942735000001,-2.7213586636000002,0.0,0.0,-0.0046824241499999995,-0.00619909995,0.0,-0.00384659055,0.0,0.0,0.0,-0.06619231435,0.0,0.0,0.0,0.0,0.0,-0.00263188435,0.0026970188999999997,-0.0020385537,-0.0021004621500000003,0.0,0.0,0.0,-0.005236217,-0.00352238055,0.0,0.0,0.0,-0.00063158765,-0.01728262705,0.0,-4.04246938925,0.0,0.0,0.00560338425,-0.03399264055,0.0,0.0,0.0,0.0,0.0,-2.61529813965,0.0,0.0,0.0,0.0,-0.0167382186,0.0,0.0,0.0,0.0,-0.00465707595,-0.00987127025,-0.00340924585,-0.011841901049999999,-0.016286555600000002,-0.0580117329,0.0,-0.1175174194,-0.26497747855,-0.010507909749999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0198741947,-0.0518930882,-0.032715333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15598915445,0.0,0.0,0.0,0.0,0.054202782399999996,0.0,0.0,0.0,-0.5861517573999999,0.0,0.0,0.7020527311,-0.13008656115,0.0,-0.0277991663,0.0,-0.1235351398,0.0,0.0,-3.84561463385,0.0,0.02401635655,0.06853483665,0.0,0.0,0.0,-0.7859924701000001,0.0,0.0,0.07777184825,0.0304913492,0.06673955179999999,0.0,0.038418464299999996,0.0,0.0,-0.04776200345,0.0,-0.061674092550000004,0.0020532203000000002,0.0,0.0,0.0,0.0,-0.123531031,-0.5772674360000001,0.0,0.0,0.0,-0.06018342175,0.0,0.0,0.0,-0.1416535659,0.0,0.0,-0.19200780215000002,0.0,-0.6593605699,0.0,0.0,-0.0091355271,0.0,0.0,-0.0024679118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025297220499999997,0.0,0.0,0.30770568215,-0.00193641185,0.0,0.0,0.0,0.0662691165,0.0415074842,-0.16338006485,0.0,-0.0022667807999999998,0.0,0.0,-1.7301535373,0.0,0.0,0.0,1.57591776505,0.0,-0.2086569605,-5.9853032012,0.0,-0.34824660715,0.0,0.0,0.0,0.0,0.0,-0.46681162435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5157726272000001,0.0,-0.05137152345,0.0,-0.04141355515,0.00747958135,0.0,0.05063225025,0.0,0.0,0.0,-0.0031469443,0.0,0.0,0.0,0.0,-0.0049576926,0.0,0.0,0.0,0.0,-0.1866067798,0.0,0.0,-0.1741799388,-0.12695062825,0.0,0.0020535051,0.0,-0.01303768785,0.0,-0.01750668565,0.0,0.0,0.0,0.0,0.0,-0.0542065097,0.0,0.0,0.01441881225,0.0,0.0,-0.89655838415,0.0,0.0,-0.00869750435,0.0,0.0,0.0,0.0,-0.0036856983,0.0,-0.0555751046,0.0,0.10517324924999999,0.0,0.0,-0.030548875349999997,0.08992145195000001,0.0,0.0,0.0,0.0,7.90288273125,-0.04032694405,-0.57383046935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0372087765,-0.8138459501499999,-0.00194512695,0.0,0.0,-0.0316512566,0.0,0.0,0.0,0.0,-0.2261808103,0.0,0.0,-0.4579612173,-0.04709447205,1.52314546995,0.0,0.0,0.0,0.0,0.0,0.0,-0.00464010205,0.0,-0.00532279565,0.0,-1.82151169855,-0.00556365475,-0.23257919929999998,0.0,0.0,0.010439867299999999,0.00173885565,0.0,-0.03027744265,-0.004006411749999999,0.0,0.0,0.0,0.0,-0.08882088155000001,0.0,0.0,-0.526829701,9.0065739211,0.0,0.0,0.0,-0.012238863249999999,0.0,0.0,0.0,-0.9864126523500001,0.0018831219499999999,-0.05721911685,0.0,0.0,0.0,-0.0594615176,-0.00661936745,0.0,-0.1422526767,-0.01714588625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00291180525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00066068175,0.0,-1.1875564330500001,0.0,0.0,0.0,0.0,0.0,-1.90836061725,-0.25780027885,-0.0523598237,0.0,0.0,0.02984231405,0.0,0.0,-0.05195233885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23498919725,0.0,-0.0060988169,0.0,0.0,0.0,0.0,-0.02573433865,0.0,0.0,0.0,0.0,0.0,0.0,-0.022163985749999997,-0.22106811345,0.0,-1.21110944825,-0.0021142876,0.0,-0.0459023083,-0.16976471095,-0.00618255355,0.0,0.0,0.0,-0.00084552675,0.13874849735,0.0,0.0,-0.6066669928,0.0,-5.7247678760500005,0.0,-0.00638916005,-0.5276609561000001,0.0,0.0,0.0,0.0,-0.00787379035,-0.0033682596000000004,0.0,0.0,-0.19044931775,0.0,-0.07206957089999999,0.0,6.240178718,-0.20824582035,0.0,0.0,-0.047990533,-0.07711718575,0.0,-0.8274217013,0.0,0.0,0.07454996380000001,0.0,0.0,9.634360872799999,0.0,0.0,0.0,0.0,0.0,0.0,-0.3001482841,0.0,-1.2711511144499998,-0.007223005750000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11913476249999999,0.0,0.0,0.0,-1.6932070933499999,0.0,0.0,0.26245893495,0.0,0.0,0.0
