,Abomasnow,Abomasnow-Mega,Abra,Absol,Absol-Mega,Accelgor,Aerodactyl,Aerodactyl-Mega,Aggron,Aggron-Mega,Aipom,Alakazam,Alakazam-Mega,Alomomola,Altaria,Altaria-Mega,Amaura,Ambipom,Amoonguss,Ampharos,Ampharos-Mega,Anorith,Arbok,Arcanine,Archen,Archeops,Ariados,Armaldo,Aromatisse,Aron,Articuno,Audino,Audino-Mega,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Baltoy,Banette,Banette-Mega,Barbaracle,Barboach,Basculin,Bastiodon,Bayleef,Beartic,Beautifly,Beedrill,Beedrill-Mega,Beheeyem,Bellossom,Bergmite,Bibarel,Bidoof,Bisharp,Blastoise,Blastoise-Mega,Blissey,Blitzle,Boldore,Bouffalant,Braixen,Braviary,Breloom,Bronzong,Bronzor,Buizel,Bulbasaur,Buneary,Bunnelby,Butterfree,Cacnea,Cacturne,Camerupt,Camerupt-Mega,Carbink,Carnivine,Carracosta,Carvanha,Cascoon,Castform,Caterpie,Celebi,Chandelure,Chansey,Charizard,Charizard-Mega-X,Charizard-Mega-Y,Charmander,Charmeleon,Chatot,Cherrim,Chesnaught,Chespin,Chikorita,Chimchar,Chimecho,Chinchou,Chingling,Cinccino,Clamperl,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Cloyster,Cobalion,Cofagrigus,Combusken,Conkeldurr,Corphish,Corsola,Cottonee,Cradily,Crawdaunt,Cresselia,Croagunk,Crobat,Croconaw,Crustle,Cryogonal,Cubchoo,Cyndaquil,Darmanitan,Dedenne,Deerling,Deino,Delcatty,Delibird,Delphox,Dewgong,Dewott,Diancie,Diancie-Mega,Diggersby,Diglett,Ditto,Dodrio,Doduo,Donphan,Doublade,Dragalge,Dragonair,Dragonite,Drapion,Drifblim,Drowzee,Druddigon,Dugtrio,Dunsparce,Durant,Dusclops,Dusknoir,Duskull,Dustox,Dwebble,Eelektrik,Eelektross,Eevee,Ekans,Electabuzz,Electivire,Electrike,Electrode,Elekid,Elgyem,Emboar,Emolga,Empoleon,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exploud,Farfetch'd,Fearow,Fennekin,Feraligatr,Ferroseed,Ferrothorn,Flaaffy,Flareon,Fletchinder,Fletchling,Floatzel,Floette,Florges,Flygon,Forretress,Fraxure,Froakie,Frogadier,Froslass,Furfrou,Furret,Gabite,Gallade,Gallade-Mega,Galvantula,Garbodor,Garchomp,Garchomp-Mega,Gardevoir,Gardevoir-Mega,Gastly,Gastrodon,Gengar,Geodude,Gible,Gigalith,Girafarig,Glaceon,Glalie,Glalie-Mega,Glameow,Gligar,Gliscor,Gloom,Gogoat,Golbat,Goldeen,Golduck,Golem,Golurk,Goodra,Gorebyss,Gothitelle,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Granbull,Graveler,Grimer,Grotle,Grovyle,Growlithe,Grumpig,Gulpin,Gurdurr,Gyarados,Gyarados-Mega,Hariyama,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Heracross-Mega,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honchkrow,Honedge,Hoopa,Horsea,Houndoom,Houndoom-Mega,Huntail,Hydreigon,Hypno,Igglybuff,Illumise,Infernape,Ivysaur,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Jynx,Kabuto,Kabutops,Kadabra,Kangaskhan,Kecleon,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klinklang,Krabby,Kricketune,Krokorok,Krookodile,Kyurem,Kyurem-Black,Lairon,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Latias,Latias-Mega,Latios,Latios-Mega,Leafeon,Leavanny,Ledian,Lickilicky,Lickitung,Liepard,Lilligant,Linoone,Lopunny,Lopunny-Mega,Lucario,Ludicolo,Lumineon,Lunatone,Luvdisc,Luxray,Machamp,Machoke,Machop,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Manectric,Manectric-Mega,Mankey,Mantine,Maractus,Mareep,Marill,Marowak,Marshtomp,Masquerain,Mawile,Medicham,Medicham-Mega,Meditite,Meganium,Meloetta,Meowstic,Meowth,Mesprit,Metagross,Metagross-Mega,Metang,Metapod,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Miltank,Minun,Misdreavus,Mismagius,Moltres,Monferno,Mothim,Mr. Mime,Mudkip,Muk,Munchlax,Murkrow,Musharna,Nidoking,Nidoqueen,NidoranM,Ninetales,Ninjask,Noctowl,Noibat,Noivern,Nosepass,Numel,Octillery,Oddish,Omanyte,Omastar,Onix,Oshawott,Pachirisu,Palpitoad,Pangoro,Panpour,Parasect,Pawniard,Pelipper,Persian,Phantump,Phione,Pichu,Pidgeot,Pidgeot-Mega,Pidgeotto,Pignite,Pikachu,Piloswine,Pineco,Pinsir,Pinsir-Mega,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Ponyta,Porygon,Porygon-Z,Porygon2,Primeape,Prinplup,Probopass,Psyduck,Pumpkaboo,Pumpkaboo-Small,Pumpkaboo-Super,Purrloin,Purugly,Pyroar,Quagsire,Quilava,Quilladin,Qwilfish,Raichu,Raikou,Ralts,Rampardos,Rapidash,Raticate,Rattata,Regice,Regigigas,Regirock,Registeel,Relicanth,Reuniclus,Rhydon,Rhyperior,Riolu,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Sableye,Salamence,Samurott,Sandile,Sandshrew,Sandslash,Sawk,Sawsbuck,Scatterbug,Sceptile,Sceptile-Mega,Scizor,Scizor-Mega,Scolipede,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seismitoad,Serperior,Servine,Seviper,Sharpedo,Sharpedo-Mega,Shaymin,Shedinja,Shelgon,Shellder,Shiftry,Shroomish,Shuckle,Shuppet,Sigilyph,Silcoon,Simipour,Simisage,Simisear,Skarmory,Skiploom,Skitty,Skorupi,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Slowbro,Slowbro-Mega,Slowking,Slowpoke,Slurpuff,Smeargle,Sneasel,Snivy,Snorlax,Snover,Snubbull,Solrock,Spewpa,Spinarak,Spinda,Spiritomb,Spoink,Squirtle,Stantler,Staraptor,Starly,Starmie,Staryu,Steelix,Steelix-Mega,Stoutland,Stunfisk,Stunky,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swampert,Swampert-Mega,Swanna,Swellow,Swinub,Swirlix,Swoobat,Sylveon,Taillow,Talonflame,Tangela,Tangrowth,Tauros,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Throh,Thundurus,Thundurus-Therian,Togekiss,Togepi,Togetic,Torkoal,Tornadus,Tornadus-Therian,Torterra,Totodile,Toxicroak,Tranquill,Treecko,Trevenant,Tropius,Trubbish,Turtwig,Typhlosion,Tyranitar,Tyranitar-Mega,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Unown,Ursaring,Uxie,Vanillish,Vanilluxe,Vaporeon,Venomoth,Venusaur,Venusaur-Mega,Vespiquen,Victini,Victreebel,Vigoroth,Vileplume,Virizion,Vivillon,Volbeat,Volcanion,Volcarona,Voltorb,Vulpix,Wailord,Walrein,Wartortle,Watchog,Weavile,Weedle,Weepinbell,Weezing,Whimsicott,Whiscash,Whismur,Wigglytuff,Wobbuffet,Woobat,Wormadam-Sandy,Wormadam-Trash,Wurmple,Xatu,Yamask,Yanma,Yanmega,Zangoose,Zapdos,Zebstrika,Zigzagoon,Zoroark,Zorua,Zubat,Zweilous,Zygarde,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abomasnow-Mega,0.0,0.0,0.0,0.0,-0.0261510725,0.0,-0.08786167875,-0.25146454885,0.0,-0.04643233735,0.0,-0.64121347375,-1.5798740269,-0.60692232345,0.0,-1.2734829029,0.0,0.0,-1.5994998367500002,0.0,-0.15857688520000002,0.0,0.0,-0.045624515899999996,0.0,0.0,0.0,0.0,0.0,0.0,0.020746237549999998,0.0,0.0,0.0,0.0,0.0,-0.9099640415500001,-2.32463272875,0.0,0.0,0.0,-0.00505429925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0378808906,0.0,0.0,0.0,0.0,0.0,1.1708319273,0.0,-0.0640243779,-0.1030337427,0.0,0.0,0.0,0.0,0.0,-1.0705758362,-0.031326978650000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0082692452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.19735718745,-0.03845518015,-2.1541114173,0.0,-0.8264021288500001,-0.58585600305,0.0,0.0,0.0,0.0,-0.2381193004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.522082813499999,0.0,0.0,-0.0302727143,0.0,0.0,0.0,-0.10027800595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0296821326,0.0,0.0,0.0,0.0,0.0,-0.0169410438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4905580036000003,-0.10793005019999999,0.0,-0.53932368675,0.0,0.0,0.0,-0.0455405563,-0.11344083704999999,0.0,-0.9904204124,-0.00947459615,0.0,0.0,0.0,-1.39029269145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041273175500000005,0.0,0.0,0.0,0.0,0.0,0.0,-0.0484413744,-0.2495294237,0.0,-0.0805474527,0.0,-3.63476344515,0.0,0.0,0.0,0.0,0.0,0.0,-0.02906368295,0.0,-3.6660089548499997,0.0,0.0,0.0,0.0,0.0,0.0,-0.0432965188,-0.0387389433,-0.0544222933,0.0,0.0,0.0,-0.07295253625,0.0,0.0,0.0,-0.0036921174,-0.09126720115,-0.011006389299999999,0.0,-5.96076196695,-0.2620843737,-0.0048696215,-1.9055845258000002,0.0,-0.3130726244,-2.16537717545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38257657125,0.0,0.0,-0.0092153881,0.0,0.0,0.0,0.0,-0.0829855213,0.0,0.0,-0.0065524004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8164921098,-0.3467951593,0.0,0.0,-0.04866056045,-0.00620389535,0.0,16.35490434545,0.0,0.0,-0.02350936645,-0.6169431706999999,0.0,-0.10132483084999999,0.0,0.0,-0.039690927200000004,-0.0744437036,0.0,0.0,0.0,0.0,-0.03193981345,0.0,-0.9388066496,0.0,0.0,0.0,-1.1760478929,0.0,4.7812558881000005,0.0,-1.54107802435,-0.01322473495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.08364479295,0.0,0.0,0.0,0.0,-0.5152815186499999,0.0,0.0,0.0,0.0,-0.0201791776,21.1550686716,-2.10962102225,0.0,0.0,12.16221630495,0.0,-0.00561868275,0.0,0.0,0.0,-4.52755866315,-0.034635057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3592749014,-1.18698682605,0.0,0.0,0.0,0.0,0.0,-0.01020704165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03645429195,-2.1908518907000003,0.0,0.0,4.3163631149,-1.0529828504999998,-0.0974315654,0.0,-0.7497016131500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4995196117500003,0.0,-0.0042177527,-0.0135997055,-0.009265937450000001,0.0,0.0,-0.1030247715,-2.0839862058,0.0,0.0,-3.3599135117,0.0,-0.64060534985,0.0,-0.0551385947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1374632005,-0.06761335739999999,0.0,-0.02223030945,-0.0034934866,0.0,0.0,-0.0104292098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04539503535,0.0,0.0,-0.0052096529,0.0,0.0,0.0,0.0,0.0,0.0,-0.52564581385,0.0,0.0,0.0,0.0,0.0,-0.0109671248,-0.3586892422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6859632957499999,0.0,0.0,0.0,0.0,-0.72652905325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5500824442000001,0.0,-0.1187090211,0.0,0.0,0.0,0.0,-0.01860230895,0.0,0.0,0.0,-0.00929577065,0.0,-2.5499362593,-0.024718480799999998,-0.0345480795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03406797675,-1.8233775348,-2.9363486817,-1.4214631413499998,0.0,0.0,0.0,0.0,0.0,0.0,-0.05103232505,-0.86756665395,0.0,0.0,0.0,-1.15835255285,0.0,0.03423310305,0.0,0.0,0.0,0.0,-0.026101611849999998,0.0,-0.04166991765,0.0,0.0,0.0,0.0,0.8121074439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.612563371,0.0,-0.13528100495,0.0,0.0,-0.04594533945,0.0,0.0,-0.05956368345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13057054245,0.0,17.98761656885,0.0,0.0,-0.004531377749999999,0.0,0.0,0.0,0.0,-1.3127375706,0.0,0.0,0.0,0.0,0.0,0.0,-1.0821735292499999,-0.5141293862,0.0,0.0,0.0,0.0,0.0,-0.20609092425,0.0,-4.5376588571,0.0,-3.36133896315,0.0,0.0,0.0,-1.1415337525,0.0,-0.5020463537,0.0,-1.3442339932,-0.04904016845,-0.41989776204999996,0.0,0.0,0.0,0.0,-2.7943988319499997,0.0,0.0,-0.13578190745000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.00349684325,-2.6774653403000004,-0.0464396895,0.0,0.0,0.0,-0.02543387605,0.0,0.0,0.0,0.0,0.0,0.0,-0.0157084529,0.0,-0.07156973515000001,-1.40979983345,0.0,-0.7247617771,0.0,0.0,0.0,0.0,0.0,0.0,-0.47487790205,-1.21490558565,0.0,0.0,0.0,0.0,0.0,0.0,0.8156775780000001,0.0,0.0,0.0,-0.18315690775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7804173831000001,0.0,0.0,0.0,0.0,-4.0157055348499995,0.0,0.0,-0.0072481235,0.0,0.0,0.0,-0.013028330599999999,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
