,Abomasnow,Abra,Absol,Accelgor,Aegislash,Aerodactyl,Aggron,Alakazam,Alcremie,Altaria,Amaura,Amoonguss,Anorith,Appletun,Applin,Araquanid,Arcanine,Archen,Archeops,Arctovish,Arctozolt,Armaldo,Aromatisse,Aron,Arrokuda,Articuno,Articuno-Galar,Audino,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Barbaracle,Barraskewda,Basculin,Beartic,Beheeyem,Beldum,Bellossom,Bergmite,Bewear,Binacle,Bisharp,Blacephalon,Blastoise,Blaziken,Blipbug,Blissey,Boldore,Boltund,Bonsly,Bouffalant,Bounsweet,Braviary,Brionne,Bronzong,Bronzor,Budew,Bulbasaur,Buneary,Bunnelby,Butterfree,Buzzwole,Calyrex,Carbink,Carkol,Carracosta,Carvanha,Caterpie,Celebi,Celesteela,Centiskorch,Chandelure,Chansey,Charizard,Charjabug,Charmander,Charmeleon,Cherrim,Cherubi,Chewtle,Chinchou,Cinccino,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Clobbopus,Cloyster,Coalossal,Cobalion,Cofagrigus,Combee,Combusken,Comfey,Conkeldurr,Copperajah,Corphish,Corsola,Corsola-Galar,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Cradily,Cramorant,Crawdaunt,Cresselia,Croagunk,Crobat,Crustle,Cryogonal,Cubchoo,Cubone,Cufant,Cursola,Cutiefly,Darmanitan,Dartrix,Darumaka,Darumaka-Galar,Decidueye,Dedenne,Deino,Delibird,Dewpider,Dhelmise,Diancie,Diggersby,Diglett,Diglett-Alola,Ditto,Dottler,Doublade,Dracozolt,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Drampa,Drapion,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drilbur,Drizzile,Druddigon,Dubwool,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Durant,Dusclops,Dusknoir,Duskull,Dwebble,Eevee,Eiscue,Eldegoss,Electabuzz,Electivire,Electrike,Elekid,Elgyem,Emolga,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Exploud,Falinks,Farfetch'd,Farfetch'd-Galar,Feebas,Ferroseed,Ferrothorn,Flapple,Flareon,Fletchinder,Fletchling,Flygon,Fomantis,Foongus,Fraxure,Frillish,Froslass,Frosmoth,Gabite,Gallade,Galvantula,Garbodor,Garchomp,Gardevoir,Gastly,Gastrodon,Gengar,Gible,Gigalith,Glaceon,Glalie,Glastrier,Gloom,Golbat,Goldeen,Golduck,Golett,Golisopod,Golurk,Goodra,Goomy,Gossifleur,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Grapploct,Greedent,Grimmsnarl,Grookey,Grovyle,Growlithe,Grubbin,Gurdurr,Guzzlord,Gyarados,Hakamo-o,Happiny,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honedge,Hoothoot,Horsea,Hydreigon,Igglybuff,Impidimp,Incineroar,Indeedee,Indeedee-F,Inkay,Inteleon,Ivysaur,Jangmo-o,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jynx,Kabuto,Kabutops,Kadabra,Kangaskhan,Karrablast,Kartana,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Kommo-o,Krabby,Krokorok,Krookodile,Kubfu,Kyurem,Lairon,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latios,Leafeon,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Linoone-Galar,Litten,Litwick,Lombre,Lopunny,Lotad,Loudred,Lucario,Ludicolo,Lunatone,Lurantis,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Machamp,Machoke,Machop,Magby,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Malamar,Mamoswine,Mandibuzz,Manectric,Mantine,Mantyke,Maractus,Mareanie,Marill,Marowak,Marowak-Alola,Marshtomp,Mawile,Melmetal,Meltan,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Metagross,Metang,Metapod,Mew,Mienfoo,Mienshao,Milcery,Milotic,Miltank,Mime Jr.,Mimikyu,Minccino,Moltres,Moltres-Galar,Morelull,Morgrem,Morpeko,Mr. Mime,Mr. Mime-Galar,Mr. Rime,Mudbray,Mudkip,Mudsdale,Munchlax,Munna,Musharna,Natu,Necrozma,Nickit,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Nihilego,Nincada,Ninetales,Ninetales-Alola,Ninjask,Noctowl,Noibat,Noivern,Nuzleaf,Obstagoon,Octillery,Oddish,Omanyte,Omastar,Onix,Oranguru,Orbeetle,Palossand,Palpitoad,Pancham,Pangoro,Passimian,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phantump,Pichu,Pidove,Pikachu,Piloswine,Pincurchin,Pinsir,Poipole,Politoed,Poliwag,Poliwhirl,Poliwrath,Polteageist,Ponyta,Ponyta-Galar,Popplio,Porygon,Porygon-Z,Porygon2,Primarina,Psyduck,Pumpkaboo,Pumpkaboo-Large,Pumpkaboo-Small,Pumpkaboo-Super,Pupitar,Purrloin,Pyukumuku,Quagsire,Qwilfish,Raboot,Raichu,Raichu-Alola,Raikou,Ralts,Rapidash,Rapidash-Galar,Regice,Regidrago,Regieleki,Regigigas,Regirock,Registeel,Relicanth,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Rockruff,Roggenrola,Rookidee,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Runerigus,Sableye,Salamence,Salandit,Salazzle,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandygast,Sawk,Sceptile,Scizor,Scolipede,Scorbunny,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seismitoad,Sharpedo,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shiftry,Shiinotic,Shinx,Shuckle,Sigilyph,Silicobra,Silvally,Silvally-Bug,Silvally-Dark,Silvally-Dragon,Silvally-Electric,Silvally-Fairy,Silvally-Fighting,Silvally-Fire,Silvally-Flying,Silvally-Ghost,Silvally-Grass,Silvally-Ground,Silvally-Ice,Silvally-Poison,Silvally-Psychic,Silvally-Rock,Silvally-Steel,Silvally-Water,Sinistea,Sirfetch'd,Sizzlipede,Skarmory,Skorupi,Skrelp,Skuntank,Skwovet,Sliggoo,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slurpuff,Smoochum,Sneasel,Snom,Snorlax,Snover,Sobble,Solosis,Solrock,Spheal,Spiritomb,Spritzee,Squirtle,Stakataka,Starmie,Staryu,Steelix,Steenee,Stonjourner,Stoutland,Stufful,Stunfisk,Stunfisk-Galar,Stunky,Sudowoodo,Suicune,Swablu,Swampert,Swinub,Swirlix,Swoobat,Sylveon,Talonflame,Tangela,Tangrowth,Tapu Bulu,Tapu Fini,Tapu Koko,Tapu Lele,Tauros,Tentacool,Tentacruel,Terrakion,Thievul,Throh,Thundurus,Thundurus-Therian,Thwackey,Timburr,Tirtouga,Togedemaru,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torracat,Toxapex,Toxel,Toxicroak,Toxtricity,Tranquill,Trapinch,Treecko,Trevenant,Trubbish,Tsareena,Turtonator,Tympole,Type: Null,Tyranitar,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Urshifu-Rapid-Strike,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venusaur,Vespiquen,Vibrava,Victini,Vikavolt,Vileplume,Virizion,Volcanion,Volcarona,Vullaby,Vulpix,Vulpix-Alola,Wailmer,Wailord,Walrein,Wartortle,Weavile,Weezing,Weezing-Galar,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wimpod,Wingull,Wishiwashi,Wobbuffet,Woobat,Wooloo,Wooper,Wynaut,Xatu,Xurkitree,Yamask,Yamask-Galar,Yamper,Zapdos,Zapdos-Galar,Zarude,Zeraora,Zigzagoon,Zigzagoon-Galar,Zoroark,Zorua,Zubat,Zweilous,Zygarde-10%,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8434183926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-08,0.0,0.0,0.0,0.0,2.525e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8434183926,0.0,0.0,0.0,5.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172050761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018900227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.224e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8434183926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8434183926,0.0,0.0,2.224e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018900227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.043e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.224e-07,0.0,3.56e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.043e-07,2.043e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.224e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8434183926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004044133,0.0,0.0,0.0,0.0,0.0
Absol,0.0,0.0,0.0,8.38e-06,0.0083380237,9.2e-08,0.0,0.0019743781,0.0,2.0706e-06,0.0,0.0010233479,0.0,0.0,0.0,2.5513688174,0.0001013668,0.0,0.0014279486,0.0,1.009e-07,0.0,0.0,0.0001465644,0.0,1.58e-08,0.0011261521,0.0,0.0,2.04979e-05,0.0,0.000135765,0.0017841225,0.0,0.0,0.0,3.9176e-06,0.0005671916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15531e-05,5.9061e-06,0.0037860029,4.07994e-05,0.0,0.0073488207,0.0,0.0,0.0,2.07084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0202e-06,0.0001438567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002732537,0.0007235923,0.0007581358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-09,2.5503950622,0.0,0.0,0.0,0.0019400831,0.0,1.993e-07,0.0,0.0,0.0,5e-10,0.0019308561,6.3e-09,0.0,0.0,0.0,0.0426540895,0.0,0.0,0.0,0.0,1.51358e-05,0.0,0.0074641865,5.76919e-05,0.0,8.6761e-06,2.2961e-06,0.0,0.0,0.0,0.0,2.46423e-05,0.0,0.0003943146,0.0,0.0,0.0,1.75031e-05,0.0,0.0,0.0,0.0,3.69447e-05,0.0,9.3662e-05,0.0,0.0,4.59467e-05,0.0,0.0,0.0001789763,0.0,2.5621005527,0.0,0.0047515167,0.0,0.0008808923,4.85741e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003376711,0.0,0.0,0.0,0.0,0.0,0.0,5.70703e-05,0.0,6.4455e-06,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,0.0,0.0,0.0,0.0,0.0005139227,4.25e-08,7.43597e-05,0.0,0.0001579415,0.0,0.0001101384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055230679,0.0,0.0,0.0,0.0,9.05723e-05,0.0,0.0,0.0,0.0,6.147e-07,1.13127e-05,0.0,0.002026973,0.0001937664,0.0,0.004808247,0.0001027732,0.0,2.65343e-05,0.0344856423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178498532,2.04152e-05,0.0001825361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021678197,0.0,0.0,0.0,0.0,0.0,0.0,3.11e-06,0.0,0.0,0.0,0.0029112019,0.0,0.0,6.6565e-06,1.79424e-05,0.0,0.0239605409,0.0021674911,0.0,8.1297e-06,0.0,0.0,0.0023931022,0.0,0.0011261528,0.001126623,0.0,0.0,0.0,0.0016053883,0.0,0.0,1.3085e-06,2.04122e-05,0.0018519153,0.0,0.0027167359,0.0,0.0,0.0014579411,0.0,2.849e-07,0.0143184704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124707739,0.0178870893,0.007101856,0.0,0.0,0.0,0.0002626831,0.0,0.0,0.0,7.99951e-05,0.0,0.0,0.0043089133,0.0,5.82791e-05,0.0,0.0,0.0888839409,0.0007780525,0.0,0.0,0.0,3.662e-07,4.9211e-06,0.0014224792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.10506e-05,0.0003634279,0.0,0.0,0.0,0.0,0.0,1.17751e-05,0.0,0.0002607324,0.0,0.0,0.0,0.0,0.0,1.16e-08,0.0,0.0022465319,0.0019961444,0.0,2.5721901098,1.864e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001698044,0.0,0.0,0.0015406566,0.0,0.0,0.0,0.0,0.0,0.0,9.9758e-06,0.0,0.0,0.0003458663,0.0,0.0006218166,0.0,0.0001765321,0.0,0.0,1.14905e-05,0.0,0.0027718375,1.96e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017261168,0.0,0.0,0.0,0.0,0.0020520284,0.0,0.0017312448,0.0002123176,0.0,0.0,0.0,0.0,3.756e-07,0.0,6.433e-07,0.0002557229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002962633,0.0,0.0,0.0071514523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6455e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014221466,0.0037134114,0.0,0.0,0.0,0.0,4e-10,0.0335485598,0.0003690316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14739e-05,2.80595e-05,0.0,0.0,0.0,7.9936e-06,0.0,0.0,0.0,0.0002962602,0.0,0.0053427736,0.0003530283,1.89e-08,0.0021695616,0.0,0.0,5.17373e-05,0.0,0.0,0.0022764893,0.004652339,0.0029566866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83613e-05,8.64e-06,1.13078e-05,0.0,0.0,0.0,6.19e-08,0.0004144446,0.0,3.03696e-05,0.0092798981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007190534,0.005402757,0.0004415588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205523693,1.4335e-06,1.2733e-06,0.0,0.0,0.0,0.0,1.209e-07,0.0,0.0,7.88217e-05,3.15e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9158e-06,0.0,0.0473619994,0.0,0.0,0.0,0.0,0.0,0.0001562408,8.568e-07,0.021435272,9.609e-07,0.0,0.0,0.0001330722,0.0,0.0,0.0,6e-09,0.0,0.0,0.0,0.0,0.0,1.3127e-06,0.0,0.0,0.017906088,1.77292e-05,0.0,0.0006835049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1142e-05,0.0,8.361e-07,0.0,0.0,0.0,1.51e-08,2.34802e-05,0.0,5.43498e-05,3.94989e-05,0.0001709868,0.0076621554,0.0017904355,9.4e-09,0.0,7.9152e-06,0.0019423349,0.0,0.0,7.177e-07,2.05e-08,0.0,0.0,0.0,0.0,0.0046125921,0.0,0.0,0.0,3.283e-07,5.17805e-05,0.0001879101,0.0,0.031248156,0.0,1.98028e-05,2.71303e-05,0.0,0.0,0.0,0.000169793,0.0,0.0,0.0,0.0,0.0,0.0016317859,1.16e-08,0.0,0.0,0.0016048145,0.0,0.0033050373,2.65e-08,0.0,0.0,0.0,2.60637e-05,0.0,1e-09,0.0,0.0,0.000630043,9.751e-07,0.0,0.0,0.0001098216,7.30014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026915058,0.0007909239,6.9e-09,3.93234e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178484671,2.432e-07,0.0,0.0,0.0,0.0032145664,2.5503526488,0.0003788447,0.0079669775,0.0,0.0,4.727e-07,0.0,0.0,0.0,0.0,0.0
