,Abomasnow,Aipom,Alomomola,Altaria,Ambipom,Amoonguss,Ampharos,Appletun,Applin,Arbok,Arboliva,Arcanine,Arcanine-Hisui,Arctibax,Ariados,Armarouge,Arrokuda,Articuno,Articuno-Galar,Avalugg,Avalugg-Hisui,Axew,Azelf,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculegion,Basculegion-F,Basculin,Baxcalibur,Beartic,Bellibolt,Bellsprout,Bergmite,Bisharp,Blissey,Bombirdier,Bonsly,Bounsweet,Braixen,Brambleghast,Bramblin,Braviary,Braviary-Hisui,Breloom,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Cacnea,Cacturne,Calyrex,Camerupt,Capsakid,Carbink,Carkol,Ceruledge,Cetitan,Cetoddle,Chandelure,Chansey,Charcadet,Charizard,Charjabug,Charmander,Charmeleon,Chesnaught,Chespin,Chewtle,Chimchar,Chimecho,Chingling,Cinderace,Clauncher,Clawitzer,Clefable,Clefairy,Cleffa,Clodsire,Cloyster,Coalossal,Combee,Conkeldurr,Copperajah,Corphish,Corviknight,Corvisquire,Crabominable,Crabrawler,Cramorant,Crawdaunt,Cresselia,Croagunk,Crocalor,Cryogonal,Cubchoo,Cufant,Cutiefly,Cyclizar,Cyndaquil,Dachsbun,Dartrix,Decidueye,Decidueye-Hisui,Dedenne,Deerling,Deino,Delibird,Delphox,Dewott,Diancie,Diglett,Diglett-Alola,Dipplin,Ditto,Dolliv,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drowzee,Ducklett,Dudunsparce,Dugtrio,Dugtrio-Alola,Dunsparce,Dusclops,Dusknoir,Duskull,Eelektrik,Eelektross,Eevee,Eiscue,Ekans,Electrode,Electrode-Hisui,Empoleon,Enamorus,Enamorus-Therian,Espeon,Falinks,Farigiraf,Feebas,Fezandipiti,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Foongus,Forretress,Fraxure,Frigibax,Froakie,Frogadier,Froslass,Frosmoth,Fuecoco,Furret,Gabite,Gallade,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Geodude,Geodude-Alola,Gholdengo,Gible,Gimmighoul,Gimmighoul-Roaming,Girafarig,Glaceon,Glalie,Glastrier,Gligar,Glimmet,Glimmora,Gliscor,Gogoat,Golduck,Golem,Golem-Alola,Goodra,Goodra-Hisui,Goomy,Gothitelle,Gothorita,Grafaiai,Graveler,Graveler-Alola,Great Tusk,Greavard,Greedent,Greninja,Grimer,Grimer-Alola,Grimmsnarl,Grookey,Grotle,Growlithe,Growlithe-Hisui,Grubbin,Grumpig,Gulpin,Gumshoos,Gurdurr,Gyarados,Hakamo-o,Happiny,Hariyama,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatran,Heracross,Hippopotas,Hippowdon,Honchkrow,Hoopa,Hoopa-Unbound,Hoothoot,Houndoom,Houndstone,Hydreigon,Hypno,Igglybuff,Illumise,Impidimp,Indeedee,Indeedee-F,Infernape,Inteleon,Iron Hands,Iron Jugulis,Iron Leaves,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Jangmo-o,Jigglypuff,Jirachi,Jolteon,Jumpluff,Kilowattrel,Kingambit,Kirlia,Klawf,Kleavor,Klefki,Koffing,Komala,Kommo-o,Kricketot,Kricketune,Krokorok,Krookodile,Kubfu,Lampent,Landorus-Therian,Larvesta,Larvitar,Leafeon,Leavanny,Lechonk,Lilligant,Lilligant-Hisui,Litleo,Litwick,Lokix,Lombre,Lotad,Lucario,Ludicolo,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magcargo,Magikarp,Magnemite,Magneton,Magnezone,Makuhita,Mamoswine,Manaphy,Mandibuzz,Mankey,Mareanie,Marill,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meloetta,Meowscarada,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Mimikyu,Misdreavus,Mismagius,Moltres,Moltres-Galar,Monferno,Morgrem,Morpeko,Mudbray,Mudsdale,Muk,Muk-Alola,Munchlax,Munkidori,Murkrow,Nacli,Naclstack,Ninetales,Ninetales-Alola,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Nymble,Ogerpon,Ogerpon-Cornerstone,Ogerpon-Hearthflame,Ogerpon-Wellspring,Oinkologne,Oinkologne-F,Okidogi,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Oshawott,Overqwil,Pachirisu,Palossand,Passimian,Pawmi,Pawmot,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Phanpy,Phantump,Phione,Pichu,Pikachu,Piloswine,Pincurchin,Pineco,Piplup,Politoed,Poliwag,Poliwhirl,Poliwrath,Poltchageist,Polteageist,Primeape,Prinplup,Probopass,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Quilava,Quilladin,Qwilfish,Qwilfish-Hisui,Raboot,Rabsca,Raichu,Raichu-Alola,Ralts,Regidrago,Rellor,Revavroom,Ribombee,Rillaboom,Riolu,Roaring Moon,Rockruff,Rolycoly,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Sableye,Salamence,Salandit,Salazzle,Samurott,Samurott-Hisui,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandy Shocks,Sandygast,Sawsbuck,Scatterbug,Scizor,Scorbunny,Scovillain,Scream Tail,Scyther,Seedot,Sentret,Seviper,Sewaddle,Shaymin,Shelgon,Shellder,Shellos,Shiftry,Shinx,Shroodle,Shroomish,Shuppet,Silicobra,Sinistcha,Sinistea,Skeledirge,Skiddo,Skiploom,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Sliggoo-Hisui,Slither Wing,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slugma,Smoliv,Sneasel,Sneasel-Hisui,Sneasler,Snom,Snorlax,Snover,Sobble,Spewpa,Spidops,Spinarak,Spiritomb,Spoink,Sprigatito,Squawkabilly,Stantler,Staraptor,Staravia,Starly,Stonjourner,Stunky,Sudowoodo,Sunflora,Sunkern,Surskit,Swadloon,Swalot,Swanna,Swinub,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Tauros-Paldea-Combat,Teddiursa,Thundurus,Thundurus-Therian,Thwackey,Timburr,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torkoal,Tornadus,Tornadus-Therian,Torterra,Toxapex,Toxel,Toxicroak,Toxtricity,Trevenant,Tropius,Tsareena,Turtwig,Tynamo,Typhlosion,Typhlosion-Hisui,Tyranitar,Umbreon,Ursaluna,Ursaluna-Bloodmoon,Ursaring,Uxie,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Vespiquen,Victreebel,Vigoroth,Vikavolt,Vivillon,Volbeat,Volcanion,Voltorb,Voltorb-Hisui,Vullaby,Vulpix,Vulpix-Alola,Walking Wake,Wattrel,Weavile,Weepinbell,Weezing,Weezing-Galar,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Wyrdeer,Yanma,Yanmega,Yungoos,Zamazenta,Zangoose,Zapdos,Zapdos-Galar,Zarude,Zoroark,Zoroark-Hisui,Zorua,Zorua-Hisui,Zweilous,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aipom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alomomola,0.0,0.0,0.0,0.0,0.005791822140764902,1.7019247538216726,0.0,0.0,0.0,0.20503043267508142,0.0,28.188131035710565,1.5919114028757984,0.0,0.0013038472172668958,0.0018226349509399276,0.0,0.0,8.072264834346754e-08,0.00027974222965448936,0.0,0.0,0.0001758524351864188,0.03504520359851199,0.0,0.0,0.0,0.0,0.008181189462824423,0.025724130421743485,0.008531303521425448,0.0,0.1806341779774568,0.0,0.0,0.0,0.0,0.0,75.78630817330374,0.0,0.0,0.0,0.0,0.053871725172004226,0.0,0.0,0.0010575045057412136,0.06429755057883912,0.028706616979807975,0.0,1.975968994871735e-06,0.0,0.0,0.0,2.3314683517128287e-15,0.0,2.8978985877614605e-11,0.0,1.9095836023552692e-14,0.0,0.9877954349048006,2.7154926558525805e-05,0.0,0.04249856862757667,5.874795018850152,0.0,0.05043060544175071,0.0,0.0,0.0,3.209091194609569,0.0,0.0,0.0,0.0033602430061094313,0.0,29.22302807631475,0.0,0.0,33.66952745044741,0.0,0.0,37.25288366996057,0.03217134282795092,0.0,0.0,0.029923553019131965,0.0,0.0,25.289104439546307,0.0,4.131358144698893e-06,0.0,0.002986536219646063,0.21824280204241187,0.15728196550500773,0.0,0.0,4.1821049945323097e-07,0.0,0.0,0.0,0.2777690930374771,0.0,0.0,0.0,0.0,9.127481079562738e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41533899815677144,16.38252497421726,0.0,82.99778810141719,3.5582471988315767e-06,0.0002812859276651314,10.351749116039125,0.0,4.152200448458583,0.0,0.0,0.0,0.0,0.0001669602114722224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.055309325936342e-05,0.0014855969950652859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.313722644027184e-05,2.8752526066075728,1.1371185304131894,0.2836529989441691,0.00338862700468312,0.0,0.0,0.0,4.519775622170809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647608015333592e-05,0.0,0.0,0.0,0.0,0.04164853847538108,0.0,0.0,0.0,0.0,2.826167078140429e-11,0.03406732432982601,0.0,0.1452585513492456,0.0,1.283417816466681e-13,1.3966787046786187,0.0019208728369600192,6.8520169787340715,0.0,0.03566842024248712,0.38207979107088974,0.0,0.0,20.684670579594574,0.0,0.0,0.0,0.0,0.0,0.0,0.006850585059091474,0.0,0.0,0.09763490535124802,141.9106060755934,0.0,0.0,0.00011229339272106342,0.05208847661737909,1.6709362237547416,2.1922533700685807,0.0,0.0,0.0,0.0017982849536193335,0.0,0.0,47.05366491629313,0.0,0.0,0.18111923365663568,0.0,0.0,0.4990983231715186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.014757762933364e-07,0.0,0.0,0.0,0.0,8.030911464382408,0.0,0.0,0.06785806787799836,0.06488262347247603,2.994056816159083,0.0,0.0,1.319503225991512,0.0,3.116113866941106e-09,1.3455477772806628,0.0,0.0,0.05565625322686918,0.5035728661202781,0.0,0.0,0.08983074663152019,0.0,5.362231256850203e-05,0.0,0.20575039544205015,0.0,0.17855985693850596,3.311746027961915e-05,0.0007706648798860849,0.8346551526404355,0.0,0.7101700832795952,14.757817482023707,0.0,0.0,2.7323111969596736,2.2623779072361572e-08,0.0,0.003939220619416983,90.60147030220817,0.0,0.0,0.3191773103290548,0.021660040403490566,0.0,0.0,3.207721802606734,0.0,0.0,0.0,0.002522342589404647,0.0,0.0,0.8571482211715258,0.0,0.0,5.979106099118781e-13,0.0030326378676032717,0.0,9.839995485094732e-09,0.0007343177213465779,0.0,0.0,0.06273488201341743,0.0,0.0,0.0,0.0052061122789591185,0.0,0.0,0.0,0.0,0.0,0.06259636753429176,0.00011495236101394246,0.0,0.0,0.00020137724237517807,0.0,0.0,0.0,0.00780593241518257,0.0,0.20893171128011095,1.3755571981004748,26.698341932883913,0.0,0.0,0.0,0.0,4.758000136995122e-05,0.011194690044997735,0.0,0.0,0.0003459453738402507,23.393207057402964,0.0,0.0,0.0,1.9407833723450452e-07,1.7450763035553596e-05,0.0,0.9232778183365309,0.0,0.017698092342083194,1.72483596833084e-05,0.0,0.0,12.334869043941037,0.001492110758850529,0.0,0.0,0.010120864468226298,0.0,0.0,0.0,0.3399558961188773,0.0,3.3348228890196285,0.0,0.0,0.0,6.622340356143841e-06,3.661499132226018,9.515721544062217e-13,0.0,0.0006047109079040935,0.0,0.0,0.0,0.0,47.258502494252326,1.8945713601018965,2.2594695579527944,7.8166904707247316,0.0,0.0,0.7966437161327762,0.0,0.0,0.0,0.0,0.0,9.70636979717443e-05,0.0,2.3255855130521752e-08,0.0,0.0,0.0,0.0,0.796171088902492,0.0,0.07983489955114448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007358105256985326,0.0,0.0,5.636457247770732e-06,0.0,0.0,0.00034890492252381833,0.0,1.7725527016843046e-05,0.0,0.0,4.448030637071998e-05,0.0,0.0,0.0,0.02906618798914018,0.04233099320961636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016360010161659,0.0,0.0,0.0,0.00820856561123462,0.0,0.0045263096636877775,0.05390510967040618,3.035344543644301,0.0,0.9320687246087493,0.0,0.0,0.0,0.0,0.0,0.0,0.03032112898750422,0.0,0.41269926530492645,0.0,0.0,0.0,0.07120101851747312,0.0,0.00834854663316148,0.0,1.6083550341289023,0.0,0.0,0.0,0.0,0.0018341791856508194,0.04417413069739601,0.19253730138265412,0.0,0.0,0.0,5.914717210699282,0.0,2.9521871583726433e-05,0.5009851482330562,0.0,0.0,0.0,0.0,0.0,0.02993248552002059,0.0,0.0,0.0,0.009654892087386513,0.0,0.0,0.0,0.0,0.0,0.47151229343147544,0.0,8.569098117614471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019456947986293271,0.02191058597590234,0.0011584571538068578,0.6775915839574804,22.13893068066416,0.0,0.0,0.0,0.0,0.0,0.0,16.712763224853855,0.0,0.00013959884783110166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03294969543891918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7068652002960594e-05,0.0,0.974900274218349,0.0,0.0,0.0,0.0,0.0,0.03057069072608848,0.0,0.0,0.8476127810578604,16.979734300558164,0.0,0.0,19.956514344685523,0.0,2.8807849441944047,0.0,0.0,0.009945541539956804,0.23895203247632735,0.0,2.323689217407836,0.35548972966032094,44.177743453226775,0.0,0.0,3.6089639576957864,3.3078978955991545e-07,0.0,0.0,0.0,0.0,0.0,0.0012775420580335983,1.0513138561720252,0.0028220163392998487,1.5210006352651253,17.83637976566934,0.0,0.00038285693018125233,0.0,0.0,0.0,0.0,0.0,0.0,0.00014496757872134447,0.0,2.505279388925752e-05,0.0,0.0008631614038999147,0.0042485853280675445,0.0,0.0,0.0,0.0,0.0,29.307112740003358,0.0,5.702395133935542,0.0,0.013645002017753094,49.18840031873623,0.0,0.0,0.0,0.0,0.04068081735682483,0.0,0.0,0.0,0.0,0.0,0.06600266320389708,0.0,4.395180617920072,0.0,1.9206354692198941,0.011669725223507621,0.0,0.0,0.014841265616474308,0.0,0.0,0.0,0.0
