,Abomasnow,Abra,Absol,Accelgor,Aegislash,Aerodactyl,Aggron,Alakazam,Alcremie,Altaria,Amaura,Amoonguss,Anorith,Appletun,Applin,Araquanid,Arcanine,Archen,Archeops,Arctovish,Arctozolt,Armaldo,Aromatisse,Aron,Arrokuda,Articuno,Articuno-Galar,Audino,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Barbaracle,Barboach,Barraskewda,Basculin,Beartic,Beheeyem,Beldum,Bellossom,Bergmite,Bewear,Binacle,Bisharp,Blacephalon,Blastoise,Blaziken,Blipbug,Blissey,Boldore,Boltund,Bonsly,Bouffalant,Bounsweet,Braviary,Brionne,Bronzong,Bronzor,Budew,Bulbasaur,Buneary,Bunnelby,Butterfree,Buzzwole,Calyrex,Carbink,Carkol,Carracosta,Carvanha,Caterpie,Celebi,Celesteela,Centiskorch,Chandelure,Chansey,Charizard,Charjabug,Charmander,Charmeleon,Cherrim,Cherubi,Chinchou,Cinccino,Cinderace,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Clobbopus,Cloyster,Coalossal,Cobalion,Cofagrigus,Combee,Combusken,Comfey,Conkeldurr,Copperajah,Corphish,Corsola,Corsola-Galar,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Cradily,Cramorant,Crawdaunt,Cresselia,Croagunk,Crobat,Crustle,Cryogonal,Cubone,Cufant,Cursola,Cutiefly,Darmanitan,Dartrix,Darumaka,Darumaka-Galar,Decidueye,Dedenne,Deino,Delibird,Dewpider,Dhelmise,Diancie,Diggersby,Diglett,Diglett-Alola,Ditto,Dottler,Doublade,Dracozolt,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Drampa,Drapion,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drilbur,Drizzile,Druddigon,Dubwool,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Durant,Dusclops,Dusknoir,Duskull,Dwebble,Eevee,Eiscue,Eldegoss,Electabuzz,Electivire,Electrike,Elekid,Elgyem,Emolga,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Exploud,Falinks,Farfetch'd,Farfetch'd-Galar,Feebas,Ferroseed,Ferrothorn,Flapple,Flareon,Fletchinder,Fletchling,Flygon,Foongus,Fraxure,Frillish,Froslass,Frosmoth,Gabite,Gallade,Galvantula,Garbodor,Garchomp,Gardevoir,Gastly,Gastrodon,Gengar,Gible,Gigalith,Glaceon,Glalie,Glastrier,Gloom,Golbat,Goldeen,Golduck,Golett,Golisopod,Golurk,Goodra,Goomy,Gossifleur,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Grapploct,Greedent,Grimmsnarl,Grookey,Grovyle,Growlithe,Grubbin,Gurdurr,Guzzlord,Gyarados,Hakamo-o,Happiny,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honedge,Hoothoot,Horsea,Hydreigon,Igglybuff,Impidimp,Incineroar,Indeedee,Indeedee-F,Inkay,Inteleon,Ivysaur,Jangmo-o,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jynx,Kabuto,Kabutops,Kadabra,Kangaskhan,Karrablast,Kartana,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klinklang,Koffing,Kommo-o,Krabby,Krokorok,Krookodile,Kubfu,Kyurem,Kyurem-Black,Lairon,Lampent,Landorus,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latios,Leafeon,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Linoone-Galar,Litten,Litwick,Lombre,Lopunny,Lotad,Loudred,Lucario,Ludicolo,Lunatone,Lurantis,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Machamp,Machoke,Machop,Magby,Magearna,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Malamar,Mamoswine,Mandibuzz,Manectric,Mantine,Mantyke,Maractus,Mareanie,Marill,Marowak,Marowak-Alola,Marshtomp,Mawile,Melmetal,Meltan,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Metagross,Metang,Metapod,Mew,Mienfoo,Mienshao,Milcery,Milotic,Miltank,Mime Jr.,Mimikyu,Minccino,Moltres,Moltres-Galar,Morelull,Morgrem,Morpeko,Mr. Mime,Mr. Mime-Galar,Mr. Rime,Mudbray,Mudkip,Mudsdale,Munchlax,Munna,Musharna,Natu,Necrozma,Nickit,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Nihilego,Nincada,Ninetales,Ninetales-Alola,Ninjask,Noctowl,Noibat,Noivern,Nuzleaf,Obstagoon,Octillery,Oddish,Omanyte,Omastar,Onix,Oranguru,Orbeetle,Palossand,Palpitoad,Pancham,Pangoro,Passimian,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phantump,Pheromosa,Pichu,Pidove,Pikachu,Piloswine,Pincurchin,Pinsir,Poipole,Politoed,Poliwag,Poliwhirl,Poliwrath,Polteageist,Ponyta,Ponyta-Galar,Popplio,Porygon,Porygon-Z,Porygon2,Primarina,Psyduck,Pumpkaboo,Pumpkaboo-Small,Pumpkaboo-Super,Pupitar,Purrloin,Pyukumuku,Quagsire,Qwilfish,Raboot,Raichu,Raichu-Alola,Raikou,Ralts,Rapidash,Rapidash-Galar,Regice,Regidrago,Regieleki,Regigigas,Regirock,Registeel,Relicanth,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Rockruff,Roggenrola,Rolycoly,Rookidee,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Runerigus,Sableye,Salamence,Salandit,Salazzle,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandygast,Sawk,Sceptile,Scizor,Scolipede,Scorbunny,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seismitoad,Sharpedo,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shiftry,Shiinotic,Shinx,Shuckle,Sigilyph,Silicobra,Silvally,Silvally-Bug,Silvally-Dark,Silvally-Dragon,Silvally-Electric,Silvally-Fairy,Silvally-Fighting,Silvally-Fire,Silvally-Flying,Silvally-Ghost,Silvally-Grass,Silvally-Ground,Silvally-Ice,Silvally-Poison,Silvally-Psychic,Silvally-Rock,Silvally-Steel,Silvally-Water,Sinistea,Sirfetch'd,Sizzlipede,Skarmory,Skorupi,Skrelp,Skuntank,Skwovet,Sliggoo,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slurpuff,Smoochum,Sneasel,Snom,Snorlax,Snorunt,Snover,Sobble,Solosis,Solrock,Spectrier,Spheal,Spiritomb,Spritzee,Squirtle,Stakataka,Starmie,Staryu,Steelix,Steenee,Stonjourner,Stoutland,Stufful,Stunfisk,Stunfisk-Galar,Stunky,Sudowoodo,Suicune,Swablu,Swampert,Swinub,Swirlix,Swoobat,Sylveon,Talonflame,Tangela,Tangrowth,Tapu Bulu,Tapu Fini,Tapu Koko,Tapu Lele,Tauros,Tentacool,Tentacruel,Terrakion,Thievul,Throh,Thundurus,Thundurus-Therian,Thwackey,Timburr,Tirtouga,Togedemaru,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torracat,Toxapex,Toxel,Toxicroak,Toxtricity,Tranquill,Trapinch,Treecko,Trevenant,Trubbish,Tsareena,Turtonator,Tympole,Type: Null,Tyranitar,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Urshifu,Urshifu-Rapid-Strike,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venusaur,Vespiquen,Vibrava,Victini,Vikavolt,Vileplume,Virizion,Volcanion,Volcarona,Vullaby,Vulpix,Vulpix-Alola,Wailmer,Wailord,Walrein,Wartortle,Weavile,Weezing,Weezing-Galar,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wimpod,Wingull,Wishiwashi,Wobbuffet,Woobat,Wooloo,Wooper,Wynaut,Xatu,Xurkitree,Yamask,Yamask-Galar,Yamper,Zapdos,Zapdos-Galar,Zarude,Zeraora,Zigzagoon,Zigzagoon-Galar,Zoroark,Zorua,Zubat,Zweilous,Zygarde,Zygarde-10%,empty
Abomasnow,0.0,0.0,-0.0013581903,-0.00155095925,-0.13110428219999998,-0.012878977350000001,-0.0013749753,-0.01636623365,0.0,0.0,0.0,-0.06455840709999999,0.0,0.0,0.0,-0.0156261229,-0.0018817116,0.0,-0.0062053907499999995,0.208886459,5.8857878057,0.0,0.0,0.0,0.0,-0.00454792935,-0.027246385749999998,-0.0037277986000000003,-0.00164780045,-0.0111417311,0.0,-0.0219899401,-0.06607657445000001,0.0,0.0,0.0,0.0,0.0,-0.30486197035,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039782705000000005,0.0,-0.09073344885000001,-0.04768646385,-0.0020575663499999997,-0.1542395092,0.0,-0.8765662016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012328463999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.73463404235,0.0,-0.0015633771,0.0,0.0,0.0,0.0,-0.0024707302,-0.1576974767,-0.00198963065,-0.0037117924000000004,-0.18760658070000003,-0.01657374535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9037158948000004,0.0,0.0,-0.00147215025,-1.3965074931500001,0.0,0.0,0.0,-0.0026416630499999996,0.0,-0.0064814925,-0.005486409750000001,0.0,0.0,0.0,-0.0085101796,0.0,0.0,0.0,-0.0039216364,-0.6152730603500001,0.0,0.0,0.0,0.0,-0.00134176385,0.0,-0.2112550057,-0.0831871142,0.0,-0.0012338497,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025263695000000003,0.0,0.0,0.0,-0.0008819375999999999,0.0,0.0,0.0,0.0,-0.0008340013999999999,-0.0052875862,-0.0431387814,0.0,0.0,-0.25240717575,0.0,-0.00070823265,-0.08779988915,-0.0018798269000000001,-0.44963167225,0.0,-0.20004598015,0.0,0.0,0.0,0.0,-0.00282850885,0.0,0.0,0.0,0.0,0.0,-0.010753320899999998,0.0,0.0,0.0,0.0,0.0,-0.00047484765,-0.0011725365999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010401742000000001,0.0,0.0,0.0,0.0,-0.014793605500000001,-0.0007473765000000001,-0.00250533905,0.0,-0.25681592649999996,0.0,0.0,0.0,-0.0019663455999999998,0.0,0.0,0.0,0.0,0.0,-1.0662886737,0.0,0.0,0.0,0.0,-0.0082466526,0.0,0.0,0.0,0.02226719265,0.0,0.0,0.0,-0.00190646975,0.0,-0.55427007275,-0.00193826865,0.0,-0.016243221500000002,-0.0262504231,0.0,-0.009566108149999999,0.0,0.0,-0.08130881095,0.0,0.0,0.0,0.0,0.0,-0.0022996026,-0.0174235769,-0.0033068357499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0339716229,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042424367,0.0,0.0,0.0,-0.12853389675,0.0,0.0,-0.0959529184,-0.00385339675,0.0,-0.72747842195,-0.0016495014,0.0,-0.0026449128,0.0,0.0,-0.32275758295,0.0,0.0,-0.0008593718499999999,0.0,0.0,0.0,-0.0715991805,0.0,0.0,-0.05944036415,-0.0090871539,0.0,0.0,-0.0017778334,0.0,0.0,0.03259746675,0.0,-0.0514888207,0.0,0.0,-0.008295921000000001,0.0,-0.00440860895,0.0,0.0,0.0,-0.3236925629,-0.0255254639,-0.16670760610000002,0.0,0.0,0.0,-0.026394831,0.0,0.0,-0.05435702075,0.0,0.0,-0.04463140315,0.0,-0.0110569582,-0.15170102605000002,0.0,0.0,3.82813199765,-1.417815918,-0.0008607161499999999,-0.00084558755,0.0,0.0,-0.09936411665,-0.5788347191000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013440588999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017834204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001196861,0.0,0.0,0.0,-1.163986055,0.0,0.0,0.0,0.0,0.0,-0.12075721955,0.0,-0.0618379547,-0.99384835075,-0.0007450040000000001,-0.020441825400000002,0.0,0.0,0.0,0.0,0.0,-0.08222464695000001,0.0,0.0,3.22935486235,0.0,0.0,0.0,0.0,0.0,0.0,-0.0503363274,0.0,0.0,-0.08055454095,0.0,0.0,0.0,-0.0034197023,-0.0016647709,0.0,-0.011432729249999999,0.0,0.4469853361,-0.0638384642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049769689,0.0,0.0,0.0,0.0,-0.004683138,0.0,-0.1928220226,-0.07999438605,0.0,0.0,0.0,0.0,-0.0944562694,0.0,-0.0027302162,-0.08071608515,0.0,0.0,0.0,0.0,0.0,-0.0139202035,0.0,0.0,0.0,-0.01825582455,0.0,0.0,-0.0008517788499999999,-0.00711719265,0.0,0.0,-0.001494561,0.0,0.0,-0.6556007959500001,0.0,0.0,0.0,0.0,0.0,-1.1224483923,0.0,0.0,-0.0012646888,-0.0712566072,0.0,0.0,0.0,-0.0017374722,0.0,0.0,-0.00183261895,-0.0050052803,0.0,0.0,0.0,0.0,-0.0069530882499999995,-0.13346630980000002,-0.02362746335,0.0,0.0,0.0,0.0,0.0,0.0,-0.016438035150000002,-0.40337166599999996,0.0,0.0,0.0,-0.00270870675,0.08819325489999999,0.0,-0.00416679265,0.0,-0.0011583818,-0.0534305996,-0.492813683,-0.0294263793,-0.00143629775,-0.00635427375,0.0,0.0,-0.00760696085,0.0,0.0,-0.0830327182,-0.0385020526,-0.012789866399999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0061588527,0.0,0.0,0.0,-0.052096157350000005,-0.0016692645,-0.018949684350000003,0.0,0.0,-0.001686802,-0.00132633675,-0.04365971315,0.0,-0.0053715917,-0.0040059376,0.0,0.0,0.0,0.0,0.023544009050000002,0.0,0.0,-0.0047439249999999995,-0.19967086545,-0.0013810832499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1105856159,-0.00251894085,-0.06286636605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1249929163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019719304000000003,0.0,-0.1326048701,0.0,0.0,0.0,0.0,0.0,-0.49414180855,-0.00625052565,0.069066457,-0.26993709899999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015080623999999998,0.0,0.0,0.0,0.0,0.0,-0.7186691104,0.0,-0.0025383549000000004,0.0,0.0,-0.032913593000000005,-0.0156471873,0.0,-0.01949223445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09355057945,0.0,4.904866355499999,0.0,0.0,0.0,-0.0021161308,-0.00225180175,0.0,-0.3773558562,-0.1239325562,-0.6307165234000001,0.6173610774,-0.6103267516,0.0,0.0,-0.0037666759,0.0,0.0,0.0,-0.0073220956,0.03419033675,0.0,0.0,0.0,0.0,-0.030195923450000002,0.0,0.0,0.0,-0.0400790131,-0.0179875064,-0.36906178105,0.0,-1.9255306104,0.0,-0.0008203938500000001,-0.0082768662,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009259817,0.0,0.0,-0.6363853293499999,-0.0067986046,0.0,0.0,-0.02369507115,0.0,-0.9809222461,-0.532773946,-0.0102371759,0.0,0.0,0.01503064695,-0.0050080304,0.0,-0.02828936915,0.0,0.0,-0.09184116665,-0.0009408748,0.0,0.0,-0.04118209975,-0.0194843737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072300378,0.0,-0.01174752085,-0.0049737305499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18447994550000002,-0.0021885748,0.0,0.0,0.0,-0.92434723535,-0.31403769184999997,-0.2550350597,-0.0429178846,0.0,0.0,-0.0541733378,0.0,0.0,0.0,-1.10112996605,0.0,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
