,Abomasnow,Alomomola,Altaria,Amoonguss,Ampharos,Appletun,Applin,Arboliva,Arcanine,Arcanine-Hisui,Arctibax,Armarouge,Arrokuda,Articuno,Articuno-Galar,Avalugg,Avalugg-Hisui,Axew,Azelf,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculegion,Basculegion-F,Basculin,Baxcalibur,Beartic,Bellibolt,Bergmite,Bisharp,Blissey,Bombirdier,Bonsly,Bounsweet,Braixen,Brambleghast,Bramblin,Braviary,Braviary-Hisui,Breloom,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Cacnea,Cacturne,Calyrex,Camerupt,Capsakid,Carbink,Carkol,Ceruledge,Cetitan,Cetoddle,Chansey,Charcadet,Charizard,Charmander,Charmeleon,Chesnaught,Chespin,Chewtle,Cinderace,Clawitzer,Clodsire,Cloyster,Coalossal,Copperajah,Corviknight,Corvisquire,Crabominable,Crabrawler,Cresselia,Croagunk,Crocalor,Cryogonal,Cubchoo,Cufant,Cyclizar,Cyndaquil,Dachsbun,Dartrix,Decidueye,Decidueye-Hisui,Dedenne,Deerling,Deino,Delibird,Delphox,Dewott,Diancie,Diglett,Diglett-Alola,Ditto,Dolliv,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Dreepy,Drifblim,Drifloon,Drizzile,Drowzee,Dudunsparce,Dugtrio,Dugtrio-Alola,Dunsparce,Eelektrik,Eelektross,Eevee,Eiscue,Electrode,Electrode-Hisui,Enamorus,Enamorus-Therian,Espeon,Falinks,Farigiraf,Fennekin,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Fomantis,Foongus,Forretress,Fraxure,Frigibax,Froakie,Frogadier,Froslass,Frosmoth,Fuecoco,Gabite,Gallade,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Gholdengo,Gible,Gimmighoul,Gimmighoul-Roaming,Girafarig,Glaceon,Glalie,Glastrier,Glimmet,Glimmora,Gogoat,Golduck,Goodra,Goodra-Hisui,Goomy,Gothita,Gothitelle,Gothorita,Grafaiai,Great Tusk,Greavard,Greedent,Greninja,Grimer,Grimer-Alola,Grimmsnarl,Grookey,Growlithe,Growlithe-Hisui,Grumpig,Gulpin,Gumshoos,Gyarados,Happiny,Hariyama,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatran,Heracross,Hippopotas,Hippowdon,Honchkrow,Hoopa,Hoopa-Unbound,Hoppip,Houndoom,Houndour,Houndstone,Hydreigon,Hypno,Igglybuff,Impidimp,Indeedee,Indeedee-F,Inteleon,Iron Hands,Iron Jugulis,Iron Leaves,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Jigglypuff,Jolteon,Jumpluff,Kilowattrel,Kingambit,Kirlia,Klawf,Kleavor,Klefki,Komala,Kricketot,Kricketune,Krokorok,Krookodile,Kubfu,Landorus-Therian,Larvesta,Larvitar,Leafeon,Lechonk,Lilligant,Lilligant-Hisui,Litleo,Lokix,Lucario,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magikarp,Magnemite,Magneton,Magnezone,Makuhita,Mankey,Mareanie,Mareep,Marill,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meloetta,Meowscarada,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Mew,Mimikyu,Misdreavus,Mismagius,Moltres,Moltres-Galar,Morgrem,Mudbray,Mudsdale,Muk,Muk-Alola,Murkrow,Nacli,Naclstack,Noibat,Noivern,Numel,Nymble,Oinkologne,Oinkologne-F,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Oshawott,Overqwil,Pachirisu,Palossand,Passimian,Pawmi,Pawmo,Pawmot,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phanpy,Pichu,Pikachu,Pincurchin,Pineco,Polteageist,Primeape,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Quilava,Quilladin,Qwilfish,Qwilfish-Hisui,Raboot,Rabsca,Raichu,Raichu-Alola,Ralts,Regidrago,Rellor,Revavroom,Rillaboom,Riolu,Roaring Moon,Rockruff,Rolycoly,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Sableye,Salamence,Salandit,Salazzle,Samurott,Samurott-Hisui,Sandaconda,Sandile,Sandy Shocks,Sandygast,Sawsbuck,Scatterbug,Scizor,Scorbunny,Scovillain,Scream Tail,Scyther,Seviper,Shelgon,Shellder,Shellos,Shinx,Shroodle,Shroomish,Shuppet,Silicobra,Sinistea,Skeledirge,Skiddo,Skiploom,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Sliggoo-Hisui,Slither Wing,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Smoliv,Sneasel,Sneasel-Hisui,Sneasler,Snom,Snorunt,Snover,Sobble,Spewpa,Spidops,Spiritomb,Spoink,Sprigatito,Squawkabilly,Stantler,Staraptor,Staravia,Starly,Steenee,Stonjourner,Stunky,Sudowoodo,Sunflora,Sunkern,Surskit,Swablu,Swalot,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Tauros-Paldea-Combat,Teddiursa,Thundurus,Thundurus-Therian,Thwackey,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torkoal,Tornadus,Tornadus-Therian,Toxapex,Toxel,Toxicroak,Toxtricity,Tropius,Tsareena,Tynamo,Typhlosion,Typhlosion-Hisui,Tyranitar,Umbreon,Ursaluna,Ursaring,Uxie,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Vespiquen,Vigoroth,Vivillon,Volcanion,Voltorb,Voltorb-Hisui,Walking Wake,Wattrel,Weavile,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Wyrdeer,Yungoos,Zamazenta,Zangoose,Zapdos,Zapdos-Galar,Zarude,Zoroark,Zoroark-Hisui,Zorua,Zorua-Hisui,Zweilous,empty
Abomasnow,0.0,8.5967e-06,2.6446e-05,0.077626601,0.0,0.0,0.0,0.0340504123,0.0,0.0038487318,0.0,13.7557814369,0.0,0.001665196,0.0040054467,0.4892735951,0.0113753292,0.0,2.09911e-05,0.2870639926,0.0,0.0,0.0,0.0,0.0,7.7643e-05,0.0027809542,0.0,10.1025548427,0.0,0.004246255,0.0,6e-10,0.0002678027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003133385,0.0306392427,0.0005448199,0.0,2.0651e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038076188,2.434708165,0.0,7.206e-07,0.0,3.25805e-05,0.0,0.0,0.000245698,0.0,0.0,23.918118895,0.0003382658,0.2016784272,0.0054110318,0.0,0.0,0.0495277686,0.0,0.0,0.0,0.0011462719,0.0,0.0,0.0,0.0,0.0,0.0006004697,0.0,0.0,0.0,0.0,0.0081078304,0.0,0.0,0.0,0.0,4.01806e-05,0.0,6.47672e-05,0.0,0.0,0.0023985315,0.0,0.0097591793,0.0003108009,0.0,1.3136482875,0.0,0.0192736255,0.0,0.0,0.0,0.0,4.99784e-05,0.0,0.0,0.0,0.0007675276,0.0,0.0,0.0,0.0,0.0017934015,0.0,0.0,0.0,0.0082728428,0.0084445526,0.0186473234,0.0008090186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0101491639,0.0,0.0,0.0,0.0,0.0635952128,18.5625897204,0.0,0.0,1.38925e-05,0.0926127176,0.0005272383,0.0018988355,0.0,2.6358e-06,0.0002739693,1.5515973771,0.0,0.0,0.0,0.0,0.5040589932,0.0,0.0135351922,0.0,0.3573190566,0.0,0.0,0.0,0.0003766523,0.0,0.0,0.0,0.0,0.0001472009,0.2837744625,0.0,1.4493e-06,0.0013413492,0.0,0.0,0.000558826,0.0,0.0,0.0,0.0,0.0,0.0,0.2843460939,0.0,0.0001762538,0.0,1.7772438463,0.0,0.0,0.0419887839,0.0008722855,0.230423065,4.127e-06,0.0,2.13904e-05,0.0,0.0,0.1046414742,0.0,0.0,0.0,0.0932697454,0.0354840754,0.0,0.0,0.0,0.0360834694,0.0,7.68e-08,0.1675252473,7.1e-09,0.0076794128,0.0895397162,0.0002185293,0.4018213327,15.8078557009,0.0,0.0,0.0,0.0308099886,23.3282172824,0.0,0.0,8.64068e-05,0.3748256555,0.0,0.0,0.0,0.0,0.0001734097,0.0,1.3883176079,0.0,0.0,0.0,0.0,1.647e-07,0.2798025661,0.0,3e-10,7.7571e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001110985,0.0,1e-10,0.0,0.0,1e-10,0.0208360093,0.0,0.0,0.0,0.0,0.0,0.0,0.0932777497,0.1142524076,0.0,0.0,0.0,0.0230928787,0.0,0.0,0.0,0.0,0.0015227721,0.32875223,0.0,1.204e-07,0.1331694532,6.1541126604,0.0,0.0,0.0,0.0,0.0004326584,0.0,0.0,0.0,0.0,4.56743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002701168,0.0,4.8e-09,0.0,8.31947e-05,0.0,0.0,0.0,0.0,0.0,0.0755770413,0.0,0.0089578205,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414881891,2.5e-09,0.0,0.0,2.02e-08,0.0194039719,0.0133509714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9e-09,0.0,0.0010632057,0.0,0.0251753334,0.0,0.0001476735,1.7983443542,0.0,0.0168354083,0.0,0.0,0.0,0.0,0.0,0.0,0.000365043,0.0,0.039375865,0.0,0.0,0.0005393787,2.24343e-05,0.0,0.0001080195,0.0,0.6201495965,0.0,0.0,0.0091509684,0.0,4.3604e-06,0.0,0.0308309622,0.0,0.28417059,0.0008213466,5.39e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3006219528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-09,0.0004748413,0.036150047,0.2087377635,9.5298923561,0.0,0.0,0.0,0.0,0.0,2.1705542548,0.0,0.0,0.0,0.0,0.0,2.1433e-06,0.0,0.0,0.0,2.0742e-05,0.0,3.26395e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000180776,0.0,0.8995707243,0.0,0.0,0.003242516,0.0005601308,0.0001474035,2.574e-07,0.0,0.0,9.1601e-06,0.3712994655,0.0,0.4546759487,0.0,3.2554e-06,0.0,0.0,0.0004892798,0.0008537408,1.78e-08,0.0764496509,0.0098410965,0.0,0.0,0.0019200726,0.0,0.0,0.0,6.0635e-06,1.62937e-05,5.01376e-05,2.42356e-05,0.0367630866,0.0,0.0003788963,0.0009463127,0.0,1.12969e-05,0.0010907835,0.0,0.0,0.0,0.0,0.0008110574,0.0,0.0,0.088709934,0.0,0.0606232532,0.0,0.0,0.0,0.0,0.0078642518,0.0,0.0,0.0,0.0003382657,0.0,0.3140775849,0.0,0.2822807656,2.04735e-05,0.0,0.0,0.4811908507,0.0,0.0,0.0,0.0
Alomomola,8.5967e-06,0.0,0.0466364945,5.6089791338,0.0027681294,0.0,0.0,0.0104222878,0.0,0.0509828755,0.0,0.0025139765,0.0,2.285e-07,0.0009904348,0.1851287782,0.0003895796,0.0,0.0010951214,0.0161303958,0.0,0.0,0.0,0.0,0.0031258063,6.26603e-05,0.0484789009,0.0,2.0765210903,0.0,0.0852105869,0.0,0.0001975898,132.897656904,6.9257e-06,0.0,0.0,0.0,0.0071732863,0.0,0.0,0.0220904032,0.9853054364,0.1443195979,0.0,3.18441e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016553683,0.2106830989,0.0,0.1316212653,0.0,0.00933668,0.0,0.0,1.46365e-05,0.0,0.0,11.3297018635,0.0,74.5063808303,0.0488514881,0.0,0.0,57.5071439985,0.0,0.0,0.0,0.6038876761,0.0,0.0,0.0,0.0,0.0,27.4927316389,0.0,0.0,0.0,0.0,0.1437916138,0.0,0.0,0.0,0.0,0.0001981947,0.0,0.0010795882,0.0,0.0,19.0395747322,0.0,136.9216373477,0.0017294864,1.7419e-06,0.270408153,0.0,1.3376387367,0.0,0.0,0.0,0.0,9.052338101,0.0,0.0,0.0,5.39e-08,0.0,0.0,0.0,0.0,6.564e-07,0.0,0.0,0.0,0.0567806583,16.1652812476,0.0558990377,6.3453e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641069176,0.0,0.0,0.0,0.0,0.0,0.000550956,0.0,0.0,0.0,0.0,0.0,0.0055051037,0.0,0.0,0.0,0.0,0.0426209621,0.4127404968,0.0,0.0,1.30703e-05,1.0103573136,0.0621712551,8.0832612129,0.0,0.0536322725,0.0204116732,3.754695484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022681479,3.863e-07,0.0,0.0,0.3826213596,0.0,0.0,0.0,0.0,0.0011208535,52.1540047595,0.0,0.0,0.0028725051,0.0,0.0,0.0124701685,0.0,0.0,0.0,0.0,0.0,0.0,2.71983e-05,0.0,0.0546904089,0.0,0.4285865477,0.0,0.0,2.2897010319,0.0022876999,0.4969865093,0.0002686926,0.0,0.0002264159,0.0,0.0,0.9824320048,0.0,0.0,0.0,0.3172839741,2.1953905198,0.0,0.0,0.0,0.0,0.0,0.0,0.0244406726,0.0016469805,3.4e-09,0.0059669882,0.0514549238,0.223757193,1.1846306526,0.0,0.0,0.0,0.0031293572,28.4739292184,0.0,0.0,0.0128280836,0.001650616,0.0,0.0,0.0,0.0,0.0093426992,0.0,0.2623651595,0.0,0.0,0.0,0.0,0.0025560288,0.0013916416,0.0,0.0554156467,0.0016067777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2432e-06,0.0,0.0,0.0,0.1112024878,0.0,0.0,0.0,0.0,0.0,0.0,4.86e-08,0.0004700776,0.0,0.0,0.1855351462,0.2315000117,0.0,0.0,0.0,0.0,0.0422462645,1.00899e-05,0.0,0.0,30.2413253361,1.521e-07,0.0,0.0,0.0,0.0,2.4353452369,0.0,0.0,0.0,0.0,0.0010543121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003812314,0.0,0.012506625,0.0,0.0002080943,0.0,0.0,0.0,0.0,0.0,0.0007819553,0.0,0.0523685582,0.0,1.35349e-05,0.0,0.0,0.0,0.0,0.0,0.0037787257,0.0,0.0013439329,4.041e-06,0.0,0.0,2.45058e-05,0.549211412,0.0244140061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008918786,0.0,0.0,0.0,0.0003559391,0.0,0.0,0.0212747604,0.0,0.0128669086,0.0,0.0,0.0,0.0,0.0,0.0,0.012809208,0.0,0.0247431712,0.0,0.0,4.192e-07,8.30662e-05,0.0,0.0639990482,0.0,0.1670368731,0.0,0.0,0.008575283,0.0,5.20923e-05,0.0,0.0129636426,0.0,0.0481048136,0.0980627152,2.226e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1740970943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009169033,0.4661028407,2.16203e-05,9.1887782086,31.7044548592,0.0,0.0,0.0,0.0,0.0,3.191893346,0.0,0.0,0.0,0.0,0.0,2.1968e-06,0.0,0.0,0.0,2.51973e-05,0.0,0.0002078183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017717839,0.0,7.5153371106,0.0,0.0,0.075024623,0.0,0.0,0.0002231184,0.0,0.0,0.0093040742,1.9441844015,0.0,67.3986693116,0.0,0.12884685,0.0,0.0,0.0005750223,0.1214120785,0.0194771815,1.68427743,70.4070406781,0.0,0.0,5.9582e-06,0.0,0.0015995172,0.0,0.0,0.0012602326,0.0192251911,0.2502517007,18.7295095483,0.0,2.8137e-06,0.0044947245,0.0,1.742e-06,1.152e-06,0.0,0.0,0.0,0.002858598,0.0503752012,0.0,0.0,0.0614217047,0.0,2.537e-07,0.0,0.0,0.0,0.0,0.2657303937,0.0,0.0,0.0,0.0,0.0,0.4927249238,0.0,1.1029211758,0.0027828336,0.0002078086,0.0,0.0001706605,0.0,0.0,0.0,0.0
Altaria,2.6446e-05,0.0466364945,0.0,0.1641106219,0.0002776533,0.0,0.0,0.010443691,0.0,6.9304e-06,0.0,5.22941e-05,0.0,0.0,3.7292e-06,2.64422e-05,3.0128e-06,0.0,3.1532e-06,0.0235368262,0.0,0.0,0.0,0.0,0.0009842475,0.0065798569,0.0051108336,0.0,0.0057475679,0.0,0.0013225135,0.0,0.002900377,0.2888151376,2.75184e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.1962e-06,0.0017933694,7.07387e-05,0.0,2.09684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001460597,2.64434e-05,0.0,0.0011481613,0.0,0.0001997382,0.0,0.0,0.0040350384,0.0,0.0,0.8256343627,0.0,0.1178760852,1.035e-07,0.0,0.0,0.0400560733,0.0,0.0,0.0,0.005143771,0.0,0.0,0.0,0.0,0.0,2.06842e-05,0.0,0.0,0.0,0.0,0.0421504155,0.0,0.0,0.0,0.0,0.0011654507,0.0,0.0009550731,0.0,0.0,0.0003655523,0.0,1.2206133013,4.3e-09,0.0001474917,0.4021743392,0.0,0.0152038962,0.0,0.0,0.0,0.0,1.89185e-05,0.0,0.0,0.0,4.7151e-06,0.0,0.0,0.0,0.0,0.0003404587,0.0,0.0,0.0,0.0005065832,0.0044085288,0.0,0.0006781305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02914e-05,0.0,0.0,0.0,0.0,0.0,0.0002421934,0.0,0.0,0.0,0.0,0.0077728225,3.3085e-06,0.0,0.0,2.79176e-05,0.0060712886,0.0056134236,0.3114289279,0.0,0.0002867132,4.09752e-05,0.8523569869,0.0,0.0,0.0,0.0,1.00493e-05,0.0,0.0,0.0,0.0047536767,0.0,0.008512829,0.0,1.09687e-05,0.0,0.0,0.0,0.0,0.0002256139,0.245013683,0.0,0.0,2.45253e-05,0.0,0.0,0.0091992975,0.0,0.0,0.0,0.0,0.0,0.0,0.0048350579,0.0,3.0978e-06,0.0,0.0156281436,0.0,0.0,0.0156259642,2.49229e-05,0.0476736765,7.52e-08,0.0,2.70646e-05,0.0,0.0,0.0002792731,0.0,0.0,0.0,0.0,0.0051402879,0.0,0.0,0.0,8.02607e-05,0.0,0.0002231689,0.3048637408,0.0,0.0,0.0127280968,0.0,0.0488031782,0.0599188884,0.0,0.0,0.0,0.0058184961,0.031764332,0.0,0.0,0.0092234478,0.0148127191,0.0,0.0,0.0,0.0,0.000106781,0.0,0.0047562201,0.0,0.0,0.0,0.0,5e-10,1.64467e-05,0.0,0.0001070201,0.0005111877,0.0,0.0,0.0,0.0,0.0,0.0,1.98397e-05,0.0,0.0002763029,0.0,0.0,0.0,0.0077776915,0.0,0.0,0.0,0.0,0.0,0.0,0.0154991767,0.0085318657,0.0,0.0,0.000549748,0.033951353,0.0,0.0,0.0,0.017012669,4.3e-09,0.0171512323,0.0,9.40381e-05,0.0315538677,1.75998e-05,0.0,0.0,0.0,0.0,0.0050086289,0.0,0.0,0.0,0.0,2.75184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0221e-06,0.0,9.1355e-06,0.0,8.5e-08,0.0,0.0,0.0,0.0,0.0,0.0064344368,0.0,0.0170152999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8704e-06,0.0,5.96172e-05,1.428e-07,0.0,0.0,0.0,0.0004869388,0.0062330285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-09,0.0,0.0028977717,0.0,0.0,0.0,1.18239e-05,0.0029752118,0.0,2.0252e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.5979e-06,0.0,0.0155502275,0.0,0.0,0.0217028806,0.0001984314,0.0,0.0003404587,0.0,0.0834087934,0.0,0.0,4.513e-07,0.0,0.0,0.0,0.0184952431,0.0,6.3e-09,0.0036518855,1.428e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0224841275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8746e-06,0.0,0.0138282097,0.0066851023,0.0,0.0,0.0,0.0,0.0,0.008217695,0.0,0.0,0.0,0.0,0.0,0.0002233267,0.0,0.0,0.0,0.0,0.0,0.0046360745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005833262,0.0,0.0026738207,0.0,0.0,0.0281240511,5.02859e-05,0.0002752562,0.0,0.0,0.0,0.0002726459,0.0,0.0,0.7070608704,0.0,0.0024201438,0.0,0.0,0.0009685509,0.0153354606,0.0003062251,0.0,0.0475611275,0.0,0.0,0.0,0.0,8e-10,0.0,9.126e-07,2.04e-08,0.0001437767,0.0002662002,0.0085477178,0.0,0.0099360704,7.09993e-05,0.0,0.0,0.0217054058,0.0,0.0,0.0,7.698e-07,1.805e-07,0.0,0.0,0.0016403709,0.0,1.59e-07,0.0,0.0,0.0,0.0,0.0002244063,0.0,0.0,0.0,5.6e-09,0.0,0.6725297552,0.0,3.28508e-05,5.828e-07,0.0,0.0,0.0007407477,0.0,0.0,0.0,0.0
Amoonguss,0.077626601,5.6089791338,0.1641106219,0.0,0.002513981,0.0,0.0,0.0213910538,0.0,2.9583681546,0.0,0.6655224785,0.0,0.0003220899,0.0371774903,0.0663517306,0.0044392626,0.0,0.1488744126,6.616520152,0.0,0.0,0.0,0.0,0.3551523621,41.0174630948,13.2873548348,0.0,62.9338043397,0.0,0.3011304918,0.0,0.1969975011,5.7866874371,1.6438051446,0.0,0.0,0.0,0.1678469857,0.0,0.0,0.6868270234,0.0434081031,0.0795561401,0.0,3.445e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0404914902,0.057556518,0.0,0.1109384304,0.0,0.0082630643,0.0,0.0,0.0149739479,0.0,0.0,146.5218963058,9.89237e-05,11.0436762218,0.2727002858,0.0,0.0,22.0689628953,0.0,0.0,0.0,1.2363131548,0.0,0.0,0.0,0.0,0.0,0.3801245307,0.0,0.0,0.0,0.0,0.0228463617,0.0,0.0,0.0,0.0,0.6832868024,0.0,0.0538812683,0.0,0.0,0.4251757668,0.0,68.0797457528,0.2125310134,0.0007642863,99.4208200666,0.0,19.7651771967,0.0,0.0,0.0,0.0,0.0089154361,0.0,0.0,0.0,0.0189282349,0.0,0.0,0.0,0.0,0.0028049944,0.0,0.0,0.0,0.0165669591,93.8284764951,2.5902206498,0.0397158986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448168973,0.0,0.0,0.0,0.0,0.0,5.0025431626,0.0,0.0,0.0,0.0,0.0,0.0974023574,0.0,0.0,0.0,0.0,0.0041465805,0.057421502,0.0,0.0,0.0098796465,16.8787928074,0.0381298969,102.2847333547,0.0,0.9377063941,0.1645069686,82.2914715731,0.0,0.0,0.0,0.0,0.0242295195,0.0,0.0593082272,0.0,6.5574424059,1.5864e-05,0.2185505522,0.0,1.7098641634,0.0,0.0,0.0,0.0,0.0080352819,244.8774220211,0.0,0.0,39.8972992276,0.0,0.0,0.1911724713,0.0,0.0,0.0,0.0,0.0,0.0,0.7563584582,0.0,0.1356386235,0.0,3.9808689229,0.0,0.0,0.5595840609,0.1748349723,35.4440325407,0.428358669,0.0,0.0166803816,0.0,0.0,36.605488619,0.0,0.0,0.0,0.035464048,2.266270129,0.0,0.0,0.0,1.08539849,0.0,0.244964217,1.0072545771,0.0502009158,8.91795e-05,4.9454434807,0.0017225724,44.4955689559,96.0114845443,0.0,0.0,0.0,0.2241029222,216.1929679321,0.0,0.0,0.5192173362,0.3136720964,0.0,0.0,0.0,0.0,0.001244981,0.0,82.3452813921,0.0,0.0,0.0,0.0,0.0036889836,2.6043991266,0.0,0.4919197162,0.0317037606,0.0,0.0,0.0,0.0,0.0,0.0,0.0002087592,0.0,0.0873431243,0.0,0.0,1.433e-07,0.2666069895,0.0,0.0,0.0,0.0,0.0,0.0,0.0372285259,10.2537712472,0.0,0.0,0.0314371483,29.4014340411,0.0,0.0,0.0,0.0036695472,0.507098678,0.0808678662,0.0,0.014997251,16.5286661808,0.6209626618,0.0,0.0,0.0,0.0,1.7370600418,0.0,0.0,0.0,0.0,0.0864542628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791083526,0.0,0.0870772275,0.0,3.159617674,0.0,0.0,0.0,0.0,0.0,0.2151002901,0.0,60.2235528715,0.0,0.0001615929,0.0,0.0,0.0,0.0,0.0,0.0071590516,0.0,0.9541822605,0.0118731704,0.0,0.0,0.0515095706,0.3669183079,4.9251020588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03785e-05,0.0,8.7374e-06,0.0,0.484607386,0.0,0.002504106,0.1923666566,0.0,8.0158570127,0.0,0.0,0.0,0.0,0.0,0.0,0.0811408046,0.0,40.2978240369,0.0,0.0,0.0141783642,0.0188273636,0.0,0.0046809627,0.0,117.0521523519,0.0,0.0,11.8450796069,0.0,2.8196e-06,0.0,1.6971565505,0.0,0.0007672783,24.2789361136,0.0001270637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3553767496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729368581,0.2880084331,0.0296565201,25.8296649599,6.5585992355,0.0,0.0,0.0,0.0,0.0,12.6826922975,0.0,0.0,0.0,0.0,0.0,0.0753139836,0.0,0.0,0.0,1.2036e-06,0.0,0.0112077092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795136846,0.0,0.2833507385,0.0,0.0,0.0002026327,0.0090101701,0.4402422926,0.0018175492,0.0,0.0,4.3498107617,3.3914206771,0.0,79.1232593218,0.0,0.5754385834,0.0,0.0,0.026580655,12.3042285293,0.1873536946,27.9953756245,8.534795152,0.0,0.0,0.184838274,0.0,6.28451e-05,0.0,0.230426872,0.1774140519,1.3127306015,0.7455193899,31.4109736488,0.0,0.0853232526,0.0078412562,0.0,0.00026789,0.0008704094,0.0,0.0,0.0,0.0004381001,32.3269109604,0.0,0.0,37.9910537993,0.0,0.0022358015,0.0,0.0,0.0,0.0,0.0113207137,0.0,0.0,0.0,2.33522e-05,0.0,60.7664104608,0.0,101.230429924,1.2616750081,5.9722e-06,0.0,0.6167633891,0.0,0.0,0.0,0.0
