,Abomasnow,Abra,Absol,Accelgor,Aerodactyl,Aggron,Aipom,Alakazam,Alomomola,Altaria,Amaura,Ambipom,Amoonguss,Ampharos,Anorith,Arbok,Arcanine,Archen,Archeops,Ariados,Armaldo,Aromatisse,Aron,Articuno,Audino,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Banette,Barbaracle,Barboach,Basculin,Bastiodon,Bayleef,Beartic,Beautifly,Beedrill,Beheeyem,Beldum,Bellossom,Bellsprout,Bergmite,Bibarel,Bidoof,Binacle,Bisharp,Blastoise,Blissey,Blitzle,Boldore,Bonsly,Bouffalant,Braixen,Braviary,Breloom,Bronzong,Bronzor,Budew,Buizel,Bulbasaur,Buneary,Bunnelby,Burmy,Butterfree,Cacnea,Cacturne,Camerupt,Carbink,Carnivine,Carracosta,Carvanha,Cascoon,Castform,Caterpie,Celebi,Chandelure,Chansey,Charizard,Charmander,Charmeleon,Chatot,Cherrim,Cherubi,Chesnaught,Chespin,Chikorita,Chimchar,Chimecho,Chinchou,Chingling,Cinccino,Clamperl,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Cloyster,Cobalion,Cofagrigus,Combee,Combusken,Conkeldurr,Corphish,Corsola,Cottonee,Cradily,Cranidos,Crawdaunt,Cresselia,Croagunk,Crobat,Croconaw,Crustle,Cryogonal,Cubchoo,Cubone,Cyndaquil,Darmanitan,Darumaka,Dedenne,Deerling,Deino,Delcatty,Delibird,Delphox,Dewgong,Dewott,Diancie,Diggersby,Diglett,Ditto,Dodrio,Doduo,Donphan,Doublade,Dragalge,Dragonair,Dragonite,Drapion,Dratini,Drifblim,Drifloon,Drilbur,Drowzee,Druddigon,Ducklett,Dugtrio,Dunsparce,Duosion,Durant,Dusclops,Dusknoir,Duskull,Dustox,Dwebble,Eelektrik,Eelektross,Eevee,Ekans,Electabuzz,Electivire,Electrike,Electrode,Elekid,Elgyem,Emboar,Emolga,Empoleon,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exploud,Farfetch'd,Fearow,Feebas,Fennekin,Feraligatr,Ferroseed,Ferrothorn,Finneon,Flaaffy,Flabebe,Flareon,Fletchinder,Fletchling,Floatzel,Floette,Florges,Flygon,Foongus,Forretress,Fraxure,Frillish,Froakie,Frogadier,Froslass,Furfrou,Furret,Gabite,Gallade,Galvantula,Garbodor,Garchomp,Gardevoir,Gastly,Gastrodon,Gengar,Geodude,Gible,Gigalith,Girafarig,Glaceon,Glalie,Glameow,Gligar,Gliscor,Gloom,Gogoat,Golbat,Goldeen,Golduck,Golem,Golett,Golurk,Goodra,Goomy,Gorebyss,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Granbull,Graveler,Grimer,Grotle,Grovyle,Growlithe,Grumpig,Gulpin,Gurdurr,Gyarados,Happiny,Hariyama,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honchkrow,Honedge,Hoothoot,Hoppip,Horsea,Houndoom,Houndour,Huntail,Hydreigon,Hypno,Igglybuff,Illumise,Infernape,Inkay,Ivysaur,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Jynx,Kabuto,Kabutops,Kadabra,Kakuna,Kangaskhan,Karrablast,Kecleon,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Krabby,Kricketune,Krokorok,Krookodile,Kyurem,Kyurem-Black,Lairon,Lampent,Landorus,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latios,Leafeon,Leavanny,Ledian,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Litleo,Litwick,Lombre,Lopunny,Lotad,Loudred,Lucario,Ludicolo,Lumineon,Lunatone,Luvdisc,Luxio,Luxray,Machamp,Machoke,Machop,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Manectric,Mankey,Mantine,Mantyke,Maractus,Mareep,Marill,Marowak,Marshtomp,Masquerain,Mawile,Medicham,Meditite,Meganium,Meloetta,Meowstic,Meowth,Mesprit,Metagross,Metang,Metapod,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Miltank,Mime Jr.,Minccino,Minun,Misdreavus,Mismagius,Moltres,Monferno,Mothim,Mr. Mime,Mudkip,Muk,Munchlax,Munna,Murkrow,Musharna,Natu,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Nincada,Ninetales,Ninjask,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Octillery,Oddish,Omanyte,Omastar,Onix,Oshawott,Pachirisu,Palpitoad,Pancham,Pangoro,Panpour,Pansage,Pansear,Paras,Parasect,Patrat,Pawniard,Pelipper,Persian,Petilil,Phanpy,Phantump,Phione,Pichu,Pidgeot,Pidgeotto,Pidgey,Pidove,Pignite,Pikachu,Piloswine,Pineco,Pinsir,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Ponyta,Poochyena,Porygon,Porygon-Z,Porygon2,Primeape,Prinplup,Probopass,Psyduck,Pumpkaboo-Large,Pumpkaboo-Super,Pupitar,Purrloin,Purugly,Pyroar,Quagsire,Quilava,Quilladin,Qwilfish,Raichu,Raikou,Ralts,Rampardos,Rapidash,Raticate,Rattata,Regice,Regigigas,Regirock,Registeel,Relicanth,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Riolu,Roggenrola,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rufflet,Sableye,Salamence,Samurott,Sandile,Sandshrew,Sandslash,Sawk,Sawsbuck,Scatterbug,Sceptile,Scizor,Scolipede,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seel,Seismitoad,Sentret,Serperior,Servine,Seviper,Sewaddle,Sharpedo,Shaymin,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shieldon,Shiftry,Shinx,Shroomish,Shuckle,Shuppet,Sigilyph,Silcoon,Simipour,Simisage,Simisear,Skarmory,Skiddo,Skiploom,Skitty,Skorupi,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Slowbro,Slowking,Slowpoke,Slurpuff,Smeargle,Smoochum,Sneasel,Snivy,Snorlax,Snorunt,Snover,Snubbull,Solosis,Solrock,Spearow,Spewpa,Spheal,Spinarak,Spinda,Spiritomb,Spoink,Spritzee,Squirtle,Stantler,Staraptor,Staravia,Starly,Starmie,Staryu,Steelix,Stoutland,Stunfisk,Stunky,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swampert,Swanna,Swellow,Swinub,Swirlix,Swoobat,Sylveon,Taillow,Talonflame,Tangela,Tangrowth,Tauros,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Throh,Thundurus,Thundurus-Therian,Timburr,Tirtouga,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torterra,Totodile,Toxicroak,Tranquill,Trapinch,Treecko,Trevenant,Tropius,Trubbish,Turtwig,Tympole,Tynamo,Typhlosion,Tyranitar,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Unown,Ursaring,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venomoth,Venonat,Venusaur,Vespiquen,Vibrava,Victini,Victreebel,Vigoroth,Vileplume,Virizion,Vivillon,Volbeat,Volcarona,Voltorb,Vullaby,Vulpix,Wailmer,Wailord,Walrein,Wartortle,Watchog,Weavile,Weedle,Weepinbell,Weezing,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wingull,Wobbuffet,Woobat,Wooper,Wormadam,Wormadam-Sandy,Wormadam-Trash,Wurmple,Wynaut,Xatu,Yamask,Yanma,Yanmega,Zangoose,Zapdos,Zebstrika,Zigzagoon,Zoroark,Zorua,Zubat,Zweilous,Zygarde,empty
Abomasnow,0.0,0.0,0.03612949233821041,-0.00048363410246258224,-0.04378324257807514,-0.0009136692315463773,0.0,-0.03879045261547621,-0.10250982116470751,-0.32570291385077665,0.0,0.000924543948044073,-0.12106884414211014,-0.003648451667548116,0.0,0.0,0.01618011642470918,0.0,-0.008451901857394115,0.0,0.0,0.0,0.0,0.0019968115088120904,-0.0002445466130076374,0.0,0.031800164061130926,0.0,-0.18891196955885006,0.832503076825706,0.0,0.0,0.0,-0.0013391663769396899,-0.0005959723644885255,0.0,0.0,-0.007089897020291885,0.0,0.0,0.0,-0.030638667854228967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5893101462660832,-0.01668676346548168,0.06822810849022473,0.0,0.0,0.0,0.0,0.0,0.003346372395717879,-0.14730777569969494,0.43714544002504147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009782837869943832,-0.002568009544329685,0.0,0.0,-0.007213025083563576,0.0,0.0,0.0,0.0,-0.2741748633573746,-0.0100830691311296,-0.47689738348198296,-0.4249689790158947,0.0,0.0,0.0,0.0,0.0,-0.0803428777997304,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027913673563687603,0.0,0.0,-0.0012823969790529402,-0.0005262309237370102,0.10999370345639309,0.0,0.0,0.2103500326562538,-0.01847614767505093,0.007281137896588294,0.0,0.0,-0.14907656764625443,0.0,0.0,-0.001723261769291086,-0.007679709773582918,0.0,0.18041831993272822,-0.005044135401952629,0.0,0.0035749923579735743,0.0,-0.0007945709577934488,0.0,0.0,0.0,0.0,-0.010138411186472638,0.0,0.0,0.0,0.0,0.0,-0.0004601794614558099,-0.0009012191667804855,0.0,0.0,-0.22344323512678918,-0.1304555805873055,0.0,-0.014794719392730337,0.0,0.0,0.2202599920052003,-0.030788768131807247,-0.04335203511435638,0.0,-0.06338714939347703,-0.0014858118779254993,0.0,-0.001470519988888278,0.0,0.0,0.0,0.02405007566542767,0.0,-0.032154059709545456,0.0,0.0,0.003235042302641203,-0.0026643316733706525,0.0029407317159075145,0.0,0.0,0.0,0.0,-0.001550628858652211,0.0,0.0,0.0,0.050436505719576044,0.0,0.0,0.0,0.0,-0.0056971352704870805,0.0,-0.04681031136813198,0.04667259299312432,-0.0007924131272636025,-0.02839659907314667,0.0,-0.34259870866101605,0.0,0.0,-0.009435902434374699,0.0,0.0,0.0,0.0,-0.017198935426416366,-0.0007158406818372318,-0.6687427508028104,0.0,0.0,0.0,-0.0007672868659603135,0.0,0.0,0.0,0.0,0.023018060732903092,-0.0021649540117388115,0.0,0.11386962336069514,0.0,0.0,0.0,0.0,0.14095099424154844,0.0,0.0,0.0,-0.07836353719718456,-0.010794159791226266,0.0,-0.5735307718316889,-0.37877392281762257,0.0,-0.013734206052264136,-0.4095651537273514,0.0,0.0,-0.00046169756634078575,0.0,0.0,0.002723859006991815,0.0,-0.0010739593433667315,0.3286705470042129,0.0,-0.0010519658802328065,-0.00046896039496858576,0.0,0.0,-0.0009445524975946085,0.0,0.004426068550219833,0.003650637052089058,0.0,-0.021560316465988955,0.0,-0.31634541473762906,0.0,0.0,0.0,0.0,0.0036107590375933675,-0.003275527455484514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15360897027307213,0.0,-0.000359834977669539,0.0,-0.01729585719589163,0.1309069052437014,0.0,1.5114202431983417,-0.004485324564741588,0.0,-0.05616619243803446,0.0,0.0,-0.30417208949595775,-0.0017575112251525323,-0.0009766405427210697,-0.0024572934523611253,-0.005579589874006991,0.0,0.0,0.0,0.0,-0.011436673141445551,0.0,0.0,-0.07468639741235758,0.0,0.0,0.0,-0.055777001418115764,0.0,0.0,0.021454955600071757,0.0,-0.22260330216110605,-0.009877477187248056,0.0,0.0,0.0010291830467863963,0.0,-0.0690154007696574,0.0,0.0,0.0,0.0,-0.0003949045164569641,0.8392917304642845,-0.04749271884310097,0.0,0.0,0.0,-0.09033372312443941,0.0,0.0,0.0,0.0,0.0,0.0,0.020531050567711366,0.029174960964147838,0.018754450360110836,0.0,0.0,-0.3346832844899781,-0.8578566578388142,0.011444058723871177,0.00843763509120571,0.0,0.0,-0.33679435344041475,-0.7143713667746976,-0.0005754348113542118,0.0,0.0,-0.0007197131429922785,0.0,0.0036559310012839468,0.0,-0.0007838634423111327,0.0,0.0,0.0,0.0,0.0,-0.39908561250486185,0.0,0.0,-0.035574768641156246,0.003133309398825286,0.0,0.0,0.0,0.0,0.0,-0.005782289458520133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01234253542305773,-0.06581863872890634,0.0,0.0020351770091847207,0.21869677909764565,-0.17688884375570801,-0.12597458193870126,-0.02810087608549862,0.0,-0.000544104177248098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000882191537971003,-0.026808558320549465,0.0,0.0,-0.038371929916549335,0.016655876176053692,0.0,0.0,-0.5023732658019553,0.0,0.0,0.7946704845272432,0.0,-0.005396098767330271,0.0,-0.018716361503528723,-0.0008187491853882769,0.0,0.0,0.0,0.0,-0.0010022425890099359,-0.0009656133009243915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008452816903942588,0.0,0.0,-0.0021495188859656763,6.128864693194806e-05,0.0,0.0,0.0,0.0,0.0,0.0394348815698512,0.003494667038338938,0.0,0.0,-0.004461745434988586,0.0,0.0,0.0,0.0,0.0,0.0,-0.019233997668193805,0.0,0.0,0.0,0.0,0.0,0.07637727221351502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011278718761694416,0.0,0.0,0.0,0.0,-0.020940441168617888,0.0,0.0,-0.12089682399486232,0.0,0.0,-0.05689576174105789,0.0,0.0,-0.03585803278601002,0.0,0.0,0.0,0.010476461811229913,0.016653029555298453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025950253895096946,0.03488302677153092,0.0,0.0,0.12360203223125463,-0.0005984421652507944,-0.2293204769023209,0.0,0.0,0.0,0.0,0.0,0.0080681391107397,0.0,0.0,-0.004392931083358979,0.0,0.0,0.46198197756792314,0.0002619784289457775,0.0,1.3494744222418007,0.0,0.0,0.0,-0.009003008524998243,0.0,0.0,0.0,0.12267018879300992,-0.004862913530317357,-0.4210668273898872,0.0,-0.4542888051259337,-0.018987021786563238,-0.0003100681122134387,0.0,0.0,-0.0008617268048719886,-0.0010604263080181858,0.0,0.0,-0.05603808723446208,-0.68873108055954,-0.03783671922868827,0.04605813001370783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02066577797985111,0.0,-0.1682828409895329,0.0,0.0,0.0,-0.012713138028254306,-0.002233748031659902,-0.003517934471515693,0.0,0.0,0.0,0.0,0.0,0.001192988362091558,0.0,0.0,-0.007188642800368848,0.0,-0.0023338496301355434,0.0,0.0,0.0,0.0,-0.23773159799901597,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006169858367392831,0.0,0.0,-0.3437253576634097,0.5344427704172521,0.0,-0.013472743529417979,0.012839244997079228,0.0,0.0,0.0,0.01766358503829404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013667870909356018,0.0,0.0,0.0,0.0,-0.005171970572234584,0.0,0.0,-0.38671099241742596,0.0,-0.002150895449818261,-0.001542193743565147,-0.0005049316712663746,0.0,-0.000717905618268752,-0.03164254489359426,0.0,0.0,0.0,0.0,0.0,0.0,-0.03498784278045001,0.0,-0.0007234323721373382,0.0,0.0,0.0,-0.09215201656180613,0.0,-0.4575954120833882,-0.00059615098626274,-0.026079331327852194,0.0,0.0,0.0,0.36812121861587865,0.0,-0.06768207644352281,0.0,-0.45489904933978675,0.14687841512261474,0.0,0.0,-0.0367405807511553,0.0,0.0,0.0,-0.0010639627200369607,0.0,-0.25074307601934487,-0.0012540500500022762,0.0,-0.035418762794421285,0.0,0.0,0.0,-0.005894938086360857,-0.000393317017584582,0.0,0.0,0.0,0.0,-0.0031880091911307548,-0.5697187333333105,-0.008313251806626398,0.0,0.0,0.03650407473790796,0.0,0.0,0.0017527490410552335,-0.0014363500965672482,0.0,0.0,0.0,0.16929180550913028,0.0,-0.0025378218747280114,0.0,-0.24177308549896306,0.0,0.0,-0.24600786906930833,0.0,0.0,-0.0005391253462845073,-0.0002839158931343312,-0.0008571848250634868,0.0,-0.0399393737590346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10905434150263983,0.0,0.0,-0.0033356775723655434,-0.03759547870262642,0.0,0.0,0.0,0.0,0.0,-0.0315045285450196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01623218834278497,0.0,0.0,-0.0025441501306404427,-0.000365013178447214,-0.35555302979228837,0.0,0.0,-0.0003451000078324698,0.0,0.0,0.0,-0.013547583524213603,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
