,Porygon-Z,Mandibuzz,Toxicroak,Volcarona,Accelgor,Raichu-Alola,Swampert,Eelektross,Archeops,Snorlax,Uxie,Swellow,Ambipom,Hitmonlee,Mimikyu,Poliwrath,Machamp,Diancie-Mega,Butterfree,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Bronzong,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Vivillon,Kommo-o,Persian-Alola,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Dhelmise,Latias,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Tyranitar-Mega,Mantine,Nidoqueen,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Beedrill-Mega,Latios,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Togekiss,Gyarados-Mega,Kabutops,Tangela,Slurpuff,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Glalie-Mega,Glaceon,Noctowl,Porygon2,Crawdaunt,Steelix-Mega,Sigilyph,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Nidoking,Ampharos-Mega,Sylveon,Greninja,Garchomp-Mega,Pinsir-Mega,Gardevoir,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Lanturn,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Lycanroc,Lurantis,Empoleon,Zygarde,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Rhyperior,Quagsire,Florges,Wailord,Ninetales,Carbink,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Hariyama,Type: Null,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Stunfisk,Alomomola,Klinklang,Exeggutor,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Drapion,Torkoal,Swampert-Mega,Victreebel,Smeargle,Whimsicott,Sharpedo,Magneton,Banette-Mega,Tentacruel,Lickilicky,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Typhlosion,Abomasnow-Mega,Necrozma,Suicune,Delibird,Scizor,Metagross,Donphan,Zapdos,Cobalion,Excadrill,Electrode,Keldeo,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Primarina,Volcanion,Tyranitar,Noivern,Chatot,Umbreon,Xatu,Nihilego,Heracross-Mega,Froslass,Charizard,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Muk-Alola,Galvantula,Tsareena,Mimikyu-Totem,Kecleon,Clefable,Minior,Rhydon,Shiftry,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Gogoat,Flygon,Starmie,Entei,Tangrowth,Lycanroc-Dusk,Pidgeot-Mega,Cradily,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Jirachi,Mr. Mime,Chimchar,Hydreigon,Hoopa,Golisopod,Shedinja,Salazzle-Totem,Manaphy,Zeraora,Skarmory,Yanmega,Crobat,Rotom-Mow,Kingdra
Buneary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62749e-05,0.0,0.0,0.0,0.0,6.66459e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004136681,2.7e-09,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,6.66459e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.63088e-05,0.0,0.0003510844,0.0,0.0,0.0,1.62749e-05,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57543e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62749e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003510844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swellow,0.0066947483,-0.0056504623,-0.0039157582,-0.1283044655,-0.0049286424,-0.0010441287,0.0038314657,-0.0004414757,-0.0006467852,0.2032092222,-0.0072711785,0.0,0.008813806,0.0029505347,-0.0919973357,-0.0026194258,0.0198603214,1.0978162036,-0.0009827572,0.0185926102,0.3778396302,0.1624438604,-0.0248941505,0.0019283517,-0.2286857094,0.1087423371,-0.0011142726,0.5668945784,0.0588747311,-0.0789766704,-0.0024737725,0.0117465518,-0.1980658956,0.1941591408,-0.3733220419,-0.0008327115,-0.4383219829,-0.0423810257,0.0093948564,0.0118718754,0.5517064936,0.0074094011,-0.0004313475,0.0078852235,1.1400681698,-0.0308627848,0.1123312622,-0.7144235083,0.0412514407,-0.0014354124,-0.0229113378,-0.0992235544,-0.0017010765,-0.0095987739,-0.0612248541,0.0146510271,0.1035708053,-0.0956264438,-0.1006847288,-0.0023901123,0.0018811668,0.1346830473,0.1021814249,-0.0004663041,-0.003579858,-0.0381442621,-0.0007514258,0.2189180661,-0.1649029771,-0.0001020601,-0.0044333605,0.0056276385,-0.0037157743,-0.0441116705,-0.0234359101,-0.002560315,0.2268910141,-0.000610483,-0.1040860638,0.0541001424,-0.0308688831,-0.1313670089,0.0027625795,0.0426877143,-0.005929502,-0.0580531595,0.1172103678,0.0363323507,-0.0237310081,-0.2207953673,-0.0012300124,-0.0004036262,-0.0016302858,0.0558407483,-0.0363013594,0.0017922057,0.0020132594,-0.0018606721,-0.001072105,-0.0011485065,0.0009880306,-0.0018283987,-0.0449852979,-0.0050185466,0.0207538308,-0.0248262711,0.0026315807,-0.0006193377,0.0132035467,-0.1724727545,0.1849593623,-0.2995578645,-0.0024006733,-0.0101599774,-0.0005762349,0.0186782116,0.0451040167,-0.001118112,-0.3915207,-0.1550300631,-0.1624429726,0.0001869193,0.0042203158,-0.0013982629,-0.2169272082,-0.0333182021,-0.226390474,0.0125985351,-0.0284531013,0.0,0.0031675385,0.0932881469,-0.0014660822,-0.2100092969,-0.0713824419,-0.2261409902,-0.2860062206,0.0381867744,0.0641603152,-0.0008404944,-0.0008751516,-0.0078725251,-0.6994070251,0.0967336815,0.1092273827,-0.0035534926,0.0039540549,0.0934391838,0.0817879864,-0.1194359137,-0.0018862876,-0.0010652145,0.005340583,0.0,-0.0185618603,0.0989765111,-0.0319952687,-0.0003403075,-0.0006084784,-0.0056824851,0.0132335344,0.1543185797,-0.0082858766,-0.0010429009,-0.0963092682,-0.0060516112,-0.5200984408,0.0908881194,-0.0071958456,-0.0009411568,-0.0321622508,-0.0347547588,-1.148929215,-0.000217308,-0.0004506435,-0.0039817607,-0.2464772905,-0.0005194726,0.1654785044,-0.015877818,-0.0022886783,-0.0007018377,-0.0957490297,-0.0006064978,-0.0008271118,-0.2158616208,-0.0021237218,0.011689362,0.0028655048,0.0045905722,-0.0009559482,0.2361883248,-0.3084380437,-0.0036201383,0.0262327247,-0.0018342886,-0.0014167849,0.0053624385,0.1214499401,0.0071872696,-0.000677774,-0.61283908,0.0262296411,-0.0183285805,0.0032274114,-0.0018175972,-0.1340780512,-0.0086939233,-0.0069053794,0.120288026,-0.0042669461,-0.0059836838,-0.0631991055,-0.0008487451,-0.0202705348,0.0024872983,-0.0256604508,-0.5984005223,-0.0006212434,-0.6363259568,-0.0014844568,-0.1794187337,0.0010084794,0.6168468403,-0.061157639,-0.5517576843,-0.0759057252,-0.092080679,-0.3055893714,-0.6673564751,0.1223747207,-0.0267185156,-0.155447266,0.1408126456,0.1413487738,0.0109388582,-0.0044365576,-0.0499218373,-0.0469987708,0.0008187158,-0.000611502,0.103256793,0.0064460579,-0.0021922631,-0.0028435571,-0.0011637027,0.000788835,-0.0581211588,-0.0005520835,0.0224522547,0.0,-0.0006792285,-0.6120336378,-0.0008691613,-0.0009273068,0.2315214589,-0.0113456948,0.6023632696,-0.075093372,0.0024188074,-0.0351801457,-0.0015306025,0.0009186044,0.1716192555,-0.0194721675,-0.0039599965,-0.3736598453,0.0242784907,0.0405140426,0.0006680548,0.0921616606,-0.0010707289,0.4875120742,-0.4945706998,-0.0806544111,0.024666047,-0.0002565573,0.0,-0.0362022571,-0.0020264953,0.1134660241,-0.0468879189,0.0,-0.1437439873,0.0077226544,-0.3470024658,0.0827810066,0.0090455654,-8.02037e-05,-0.0171063912
Eevee,-0.0029836182,-0.002911867,-0.002687726,-0.0707907393,-0.0022661781,-0.000673739,-0.0024082783,-0.0004718546,-0.0003116579,-0.0041852742,-0.0033272849,-0.0003464178,-0.0002333841,-0.0010587879,-0.0583711915,-0.0012089352,-0.0003334981,-0.0491004006,-0.0004444362,-0.007651381,-0.1186191343,-0.0070243256,-0.0113923899,-0.009492198,-0.1192047848,-0.0008087553,-0.0006068921,-0.303009925,-0.0145453159,-0.0845877017,-0.0011397883,-0.0028196252,-0.1279866977,-0.0062604566,-0.1731599711,-0.0005200683,-0.2676301774,-0.0264682216,-0.0010158286,-0.0005945615,-0.0152936259,-0.0003164333,0.0,-0.0007232152,-0.0272947357,-0.0162045859,-0.0284003735,-0.3355430274,-0.0068132599,0.0,-0.0113401037,-0.696293761,-0.0007765785,-0.0343174715,0.0,0.0003375089,-0.0021622638,-0.0437726534,-0.0795208565,0.0,-0.0007789516,-0.0006706465,-0.0049283768,0.0,-0.0070310881,-0.035128313,-0.0010376086,-0.0215486347,-0.0765012306,0.0,-0.0066029978,-0.0057306631,-0.0008895274,-0.0276330667,-0.0780206223,-0.0011719933,-0.0026247481,-0.0002793565,-0.079161728,-0.0064483888,-0.0146598082,-0.1777866766,-0.0007279961,-0.0199670585,-0.0018270365,-0.0428198608,-0.0069052663,-0.0015399343,-0.0123753825,-0.1185138893,-0.0002734209,-0.0001910583,-0.0007578092,-0.011771424,-0.0151952593,-8.77224e-05,-0.0004984337,-0.0015999355,-0.0005206628,-0.0004320456,0.0,-0.0010781773,-0.0210346302,-0.0023518553,-0.0001943293,-0.0135371524,-0.001982256,-0.0002949211,-0.0011773265,-0.0887506422,-0.1828209999,-0.1415824237,-0.073532558,-0.0037640668,-0.0005457535,-0.0089236145,-0.0005503872,0.4836384687,-0.230572314,-0.0709517808,-0.0520518536,-0.0001380091,-0.0004459013,-0.0004817184,-0.1108828922,-0.0439707783,-0.1036395669,0.4803164683,0.0,0.0,0.0,-0.0003332368,-0.0006776429,-0.090574603,-0.0823893887,-0.1437060243,-0.138371082,-0.0100022112,-0.0088439886,-0.0004369616,-0.0004005136,-0.0036969316,-0.3407280281,-0.002689359,-0.0003216172,-0.0017320087,-0.0002277446,-0.0004785003,0.0,-0.0618682216,-0.0015988299,-0.0004905118,-0.0002522555,-0.0003888718,0.0051711632,-0.007842487,-0.0368255048,0.0,0.0,0.4472789451,-0.0006577682,-0.0092594254,-0.003851213,-0.000479154,-0.0480435406,4.33056e-05,-0.325692477,-0.0002158574,-0.0016929571,-0.0004438233,-0.0173808269,0.0,-0.572000706,-0.0002272414,0.0,-0.0030040669,-0.1373761809,-0.0026077465,-0.0072948758,0.0,-0.0014010352,-0.0003211541,-0.0438689593,-0.0002728198,-0.0003778404,1.2444696247,-0.0010531498,-0.0063583605,0.0009622641,-0.0005027831,-0.0002428033,-0.0064186346,-0.148196295,-0.0022028022,-0.0022019627,-0.0009573501,-0.0006485225,-0.0007313133,-0.0070917655,-0.0038666298,0.0,-0.40837415,-0.0057103592,-0.0083871446,-0.009008034,-0.0008388025,-0.1027310645,0.0,-0.0078034891,0.0011694959,-0.001954628,1.3418660897,-0.0317005991,-0.000388385,-0.0221038907,-0.0014166446,0.0,-0.2977005748,-0.0003288348,1.0626835508,-0.000654277,1.2577970332,-0.0003020257,-0.2776092602,-0.0333583241,1.07340373,0.0,-0.0521659134,-0.1413064283,-0.3628378919,-0.0008552864,-0.0298451935,-0.0725964598,4.28722e-05,-0.0001621004,0.4791923356,-0.0020305966,-0.0245185895,-0.0231028312,-0.0006548248,-0.0002473491,-0.0051983685,-0.0002466445,-0.000633117,-0.0059491551,-0.0031011221,-0.0116825331,0.0,-0.0026273797,0.0,0.0,-0.0005689398,-0.3003433598,-0.0002813894,-0.0003969703,0.0,-0.0080131757,-0.0005620118,-0.0351315378,-0.0006753137,-0.0180937987,0.0,0.0,-0.0055553416,-0.0075007862,-0.0018185478,-0.1938929164,-0.0016873918,-2.98462e-05,-0.0003109501,0.4778795645,0.000433417,-0.0659930157,-0.3080567242,-0.0463178136,-0.0902213781,-0.0001958075,-0.0010633944,-0.0296767738,-0.0009273249,0.0,-0.0220590731,0.0,-0.0787831373,-0.007704604,-0.1893775526,-0.0010305516,-0.0021338861,0.0,-0.0318382497
Poliwrath,-0.0224084724,0.0,0.0825012909,-0.5462757177,1.1503508945,-0.0051404022,-0.0160700289,-0.0036162845,-0.0024163691,0.0870646798,1.1637209602,-0.0026537769,-0.0017850504,-0.0079381825,-0.4544507437,0.0,-0.0026086362,-0.3738434973,-0.0029809665,-0.0569329562,-0.8507108376,-0.0542672988,-0.0880137149,-0.0708762544,-0.7918273492,0.0232242642,-0.0047043775,-2.3319578943,-0.111910029,-0.653436575,-0.0088055877,-0.0217696049,-0.9405636397,-0.0490244994,-1.3398194305,-0.0040178562,-2.0026325968,-0.1978037872,-0.005788567,-0.0047266759,-0.1024327857,-0.0024280905,-0.0015249172,-0.0055272229,-0.2034302498,-0.1131355124,-0.2193541143,-2.5127621397,-0.0523533154,-0.0050745856,-0.0874601819,-4.3438692787,-0.0053758339,-0.2629647845,-0.2164477472,-0.0128329699,-0.0022791558,-0.2527559177,-0.6142601886,-0.2058787063,-0.0052374316,-0.0051044398,-0.0091389678,-0.0016484979,-0.053841492,-0.2714621012,0.0,-0.1524971045,-0.5849249453,-0.004494983,-0.0525202225,0.0723672076,0.0059941841,-0.2134816991,-0.6026957857,-0.0090543977,0.0654441945,-0.0021468761,-0.6317467861,1.1393079601,0.2208940118,-1.3749546,0.0398532543,11.075444006,-0.0211163072,-0.3308104766,-0.0536806683,0.0200440786,-0.0954372419,-0.9121852705,-0.0042907639,-0.0014760463,-0.0058542294,-0.0896274171,-0.1273305492,0.0045979681,-0.0054471417,-0.0116832533,-0.0040222536,0.0,-0.0031386212,-0.0098328613,-0.1620395198,-0.0181676433,-0.0014988374,-0.1043812063,-0.014236913,-0.0002327217,-0.0056022096,-0.6844354891,-0.9526941991,-1.0766452521,-0.5682480728,-0.0359511528,0.1764787315,-0.0445702523,0.0182928303,-0.0070378372,-1.78047548,-0.5481896737,-0.5900362258,-0.0018947168,-0.0012387394,-0.0049467551,-0.8041399727,-0.3310501652,-0.7985084932,0.0911995421,0.0029687019,-0.0071321104,-0.0047018317,-0.0015235989,0.0102308628,-0.8867297445,-0.6359734853,-0.948940201,10.666251461,-0.0773052478,-0.0650846414,-0.00257684,0.0263784989,-0.0285611343,-2.6118825324,-0.0264201184,-0.0024851893,-0.013377814,-0.0017595965,-0.0036550008,-0.0136690753,-0.4779065766,-0.0123519707,-0.0037895138,-0.0041498269,-0.0031315926,-0.146365094,-0.0604489253,-0.2700470863,-0.0023071048,-0.002151115,-0.0200808922,-0.0060061554,-0.051987914,-0.0295222458,0.0,-0.3249055933,-0.1874242601,-2.430382173,-0.0003795593,-0.0231198598,-0.0034468708,-0.1335283259,0.3261893359,-4.3261751741,-0.0016167923,-0.0015931341,-0.0232079591,-1.0290815817,-0.0046008756,-0.0640184756,-0.0560655615,-0.0107495327,-0.0024811662,-0.3389155231,-0.0018623552,-0.0028378207,-0.6974945993,-0.0081362474,-0.0363711661,-0.0018164173,-0.0038678017,-0.0031572548,-0.0495866477,10.4606810864,-0.0167043028,-0.0197164461,-0.0095850498,-0.0050102456,-0.003365648,-0.054782553,-0.0298665863,-0.0023797753,-1.548199663,-0.0003529793,0.0500980649,-0.0694454362,-0.0062013998,-0.8312844773,-0.0307351129,-0.0606921127,-0.002565368,-0.0151007365,-0.0214639692,-0.242738249,-0.0030003478,-0.1405642261,-0.0113275717,-0.1135267695,9.1256774417,-0.002549166,-2.2984421752,-0.0052479117,-0.6709375481,-0.0021943991,-2.1427159783,-0.2572885212,-1.5826772455,-0.2873021595,-0.4056376377,-1.0916457329,-2.5154706877,-0.0066307174,-0.2305749644,-0.4937216907,-0.0011446723,-0.0019722407,-0.0088775699,-0.0156831272,-0.1909291784,-0.175516716,-0.0050521174,-0.0019714824,-0.0328196373,-0.001905211,0.0127382057,-0.0479712941,-0.0261448661,-0.0903235295,-0.2018731712,-0.020298081,-0.0178342758,0.0,-0.0044613323,-1.8515648094,-0.0040802578,-0.0032433105,-0.0055662854,-0.0580600264,-0.0043418956,-0.2514811806,-0.0008991067,-0.1397854852,-0.0055824407,-0.0031879121,-0.0429612674,-0.0559201228,-0.0140278596,-1.4287312489,-0.0130361675,0.0913852011,-0.0042812374,-0.0105584562,-0.004128622,-0.5206765809,-0.3364427344,-0.2374597449,10.6608185665,-0.0008763379,0.0,-0.219610439,-0.0071641708,-0.0041603227,-0.1705475502,0.0,-0.6041494056,-0.0591499716,-1.4601181032,-0.0079616575,-0.0166953422,-0.0015634257,-0.0741494766
Emolga,-0.0014776764,0.0539499948,-0.0005662153,0.004473202,-0.001090714,0.0176705435,-0.001159077,0.0004042658,-0.0001222999,-0.0021252295,0.0,-0.0001128721,0.0462851266,-0.000490505,-0.0246994534,-0.0005813224,-0.0001632574,-0.0236843888,-0.0002164663,-0.0034137135,-0.0594205652,-0.0033715522,-0.0054837206,-0.0045696686,-0.0559819541,-0.0003893119,0.294352806,-0.1438096066,-0.0070013554,-0.0407421914,-0.0004758849,-0.0013572196,-0.0290344342,-0.0030264499,-0.0831578499,-0.0002503337,-0.1287270503,-0.0127404199,-0.0004023531,-0.0002892613,-0.0073628516,3.15687e-05,-9.40442e-05,0.0010480145,-0.0011910994,-0.0078000414,0.0151783961,-0.1617458195,-0.0027846148,-0.0003161735,-0.0054598925,-0.3351595389,-0.000306684,-0.0167229469,-0.0134858409,0.0034644613,-0.0010002878,-0.023146733,-0.0382592887,-0.007671127,-0.0003747987,-0.0002032678,0.431097628,-0.0001021122,-0.0033829294,-0.0169135272,-0.0005036187,0.0176395222,-0.03174969,-0.0003287535,-0.0032722895,-0.0024839876,-0.0008260215,-0.013301156,-0.0375560724,-0.0003317828,0.0021923793,0.0,-0.0404483538,0.0020345621,-0.007056466,-0.0857186375,-0.0003616604,-0.0096836764,-0.0013156171,0.0,-0.0033443272,-0.000741244,-0.0059149158,-0.0285704009,-0.0003361098,0.0,-0.0001626121,-0.005674069,-0.0080844791,-8.79828e-05,-0.0003404307,0.0377779076,-0.0002506199,-0.0003184602,-0.0002270057,-0.0004800595,-0.0101250083,-0.0011289979,-4.48931e-05,-0.006516078,-0.0009424879,0.0,-0.0005667039,-0.0427524096,-0.0880017626,-0.0673350157,-0.0352240115,-0.0022519936,-0.0002645712,-0.0030421636,-0.0002219005,-0.000309106,-0.1045379717,-0.0340878909,-0.0367641634,0.0003146149,0.4326795085,-0.0001531879,-0.0538545843,-0.0186606578,-0.0498805214,-0.0003422249,-0.0060261968,0.0,0.0023629649,8.74427e-05,-0.0003261819,-0.0553723686,-0.0393818467,-0.0691933509,-0.066597561,-0.0026414048,-0.0042595207,0.0461660103,-0.0001927863,-0.001411185,-0.1640172026,-0.0019345443,-0.0001548456,0.0005636783,-0.0001096322,-0.0002302219,-0.0008047538,-0.0297802463,-0.0005280252,0.0,-0.0002585597,-0.0001951148,-0.0093258314,-0.0015092761,-0.0152422706,-0.0001437448,0.0,-0.0010677607,-0.0002441246,-0.0044708889,-0.0018618673,0.0005564343,-0.0231040365,-0.0116880577,-0.1567663519,-8.87496e-05,-0.0015852496,-0.0002245253,-0.008364686,-0.0077298138,-0.2472979126,-0.0001093824,0.0,-0.0014177375,-0.0661258114,0.0025638235,-0.0039914182,-0.0034959694,0.0378736482,-0.0001545898,-0.0211100785,-0.0001335901,-0.000114135,0.384675953,0.0039789603,0.0006543922,-0.0001133846,-8.6043e-05,-0.0002105666,-0.0030895955,-0.0713269055,0.0,-0.0012285259,-0.0005973203,-0.0003121649,-0.0003520273,-0.0034136054,0.0445194774,0.0,-0.1966228948,-0.0038332741,0.0,-0.0043157673,-0.0003780672,-0.0517055444,-0.0019149611,-0.0037608782,-0.0002093542,0.0,0.0,0.4190202833,0.0,-0.0076646342,-0.0007076075,-0.0070848082,-0.1432978053,0.0036602299,-0.1474301988,-0.0003254877,-0.0417928916,0.0,-0.1336266457,-0.0160583319,-0.1305616869,-0.0179005633,-0.0253266115,-0.0680175366,-0.1746512346,-0.0004129538,-0.0098802753,-0.0349490866,-9.78244e-05,-0.0001754257,-0.0007484053,-0.0009774231,0.0266522726,-0.0111280442,-0.0003151982,-0.0001354778,-0.0025022231,-0.000118729,0.0167872317,-0.0027362846,-0.0016291318,-0.0029910558,-0.0190733249,-0.0010829198,-0.0003491785,-0.0024746701,-0.0002780318,-0.1415065974,-0.0002537089,0.0,-0.0003500736,-0.0029331487,0.0003975182,-0.0124576654,0.0020041916,-0.0087091736,-0.0003478156,-0.0001988913,-0.0018999268,0.0076268691,-0.0002073126,-0.0922735706,0.003673544,-0.0002029102,-0.0002667438,-0.0013334321,-0.000257657,-0.0324955033,-0.1101745804,-0.0215225571,-0.0434326759,-9.27677e-05,0.0,-0.0140369006,0.0,-0.0002592102,-0.010626018,0.0,0.2567221427,-0.003707766,-0.0908556136,-0.0004960537,-0.0010399115,-9.79356e-05,-0.0153764442
