,Abomasnow,Abra,Accelgor,Aegislash,Alakazam,Alcremie,Amoonguss,Appletun,Applin,Araquanid,Arcanine,Arctovish,Arctozolt,Aromatisse,Arrokuda,Avalugg,Axew,Azumarill,Azurill,Baltoy,Barbaracle,Barboach,Barraskewda,Basculin,Beartic,Beheeyem,Bellossom,Bergmite,Bewear,Binacle,Bisharp,Blastoise,Blipbug,Blissey,Boldore,Boltund,Bonsly,Bouffalant,Bounsweet,Braviary,Brionne,Bronzong,Bronzor,Budew,Bulbasaur,Buneary,Bunnelby,Butterfree,Carkol,Carvanha,Caterpie,Celebi,Centiskorch,Chandelure,Chansey,Charizard,Charjabug,Charmander,Charmeleon,Cherrim,Cherubi,Chewtle,Chinchou,Cinccino,Cinderace,Clauncher,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Clobbopus,Cloyster,Coalossal,Cobalion,Cofagrigus,Combee,Comfey,Conkeldurr,Copperajah,Corphish,Corsola,Corsola-Galar,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Cramorant,Crawdaunt,Croagunk,Crustle,Cubchoo,Cubone,Cufant,Cursola,Cutiefly,Darmanitan,Dartrix,Darumaka,Darumaka-Galar,Decidueye,Dedenne,Deino,Delibird,Dewpider,Dhelmise,Diggersby,Diglett,Diglett-Alola,Ditto,Dottler,Doublade,Dracovish,Dracozolt,Dragalge,Dragapult,Drakloak,Drampa,Drapion,Drednaw,Dreepy,Drifblim,Drifloon,Drilbur,Drizzile,Druddigon,Dubwool,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Durant,Dusclops,Dusknoir,Duskull,Dwebble,Eevee,Eiscue,Eldegoss,Electrike,Elgyem,Emolga,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Exploud,Falinks,Farfetch'd,Farfetch'd-Galar,Feebas,Ferroseed,Ferrothorn,Flapple,Flareon,Fletchinder,Fletchling,Flygon,Fomantis,Foongus,Fraxure,Frillish,Froslass,Frosmoth,Gallade,Galvantula,Garbodor,Gardevoir,Gastly,Gastrodon,Gengar,Gigalith,Glaceon,Glalie,Gloom,Goldeen,Golduck,Golett,Golisopod,Golurk,Goodra,Goomy,Gossifleur,Gothita,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Grapploct,Greedent,Grimmsnarl,Grookey,Growlithe,Grubbin,Gurdurr,Gyarados,Hakamo-o,Happiny,Hatenna,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatmor,Heliolisk,Helioptile,Heracross,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honedge,Hoothoot,Horsea,Hydreigon,Igglybuff,Impidimp,Incineroar,Indeedee,Indeedee-F,Inkay,Inteleon,Ivysaur,Jangmo-o,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Kadabra,Kangaskhan,Karrablast,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Kommo-o,Krabby,Krokorok,Krookodile,Kubfu,Kyurem,Lampent,Lanturn,Lapras,Larvesta,Larvitar,Leafeon,Lickilicky,Lickitung,Liepard,Lilligant,Lillipup,Linoone,Linoone-Galar,Litten,Litwick,Lombre,Lopunny,Lotad,Loudred,Lucario,Ludicolo,Lunatone,Lurantis,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Machamp,Machoke,Machop,Magearna,Magikarp,Magnemite,Magneton,Magnezone,Malamar,Mamoswine,Mandibuzz,Manectric,Mantine,Mantyke,Maractus,Mareanie,Marill,Marowak,Marowak-Alola,Mawile,Meltan,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Metapod,Mew,Mienfoo,Mienshao,Milcery,Milotic,Miltank,Mime Jr.,Mimikyu,Minccino,Morelull,Morgrem,Morpeko,Mr. Mime,Mr. Mime-Galar,Mr. Rime,Mudbray,Mudsdale,Munchlax,Munna,Musharna,Natu,Necrozma,Nickit,Nincada,Ninetales,Ninetales-Alola,Ninjask,Noctowl,Noibat,Noivern,Nuzleaf,Obstagoon,Octillery,Oddish,Onix,Oranguru,Orbeetle,Palossand,Palpitoad,Pancham,Pangoro,Passimian,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phantump,Pichu,Pidove,Pikachu,Piloswine,Pincurchin,Pinsir,Politoed,Poliwag,Poliwhirl,Poliwrath,Polteageist,Ponyta,Ponyta-Galar,Popplio,Porygon,Porygon-Z,Porygon2,Primarina,Psyduck,Pumpkaboo,Pumpkaboo-Large,Pumpkaboo-Small,Pumpkaboo-Super,Pupitar,Purrloin,Pyukumuku,Quagsire,Qwilfish,Raboot,Raichu,Raichu-Alola,Ralts,Rapidash,Rapidash-Galar,Remoraid,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Rockruff,Roggenrola,Rolycoly,Rookidee,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Runerigus,Sableye,Salandit,Salazzle,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandygast,Sawk,Scizor,Scolipede,Scorbunny,Scrafty,Scraggy,Scyther,Seadra,Seaking,Seedot,Seismitoad,Sharpedo,Shedinja,Shellder,Shellos,Shelmet,Shiftry,Shiinotic,Shinx,Shuckle,Sigilyph,Silicobra,Silvally,Silvally-Bug,Silvally-Dark,Silvally-Dragon,Silvally-Electric,Silvally-Fairy,Silvally-Fighting,Silvally-Fire,Silvally-Flying,Silvally-Ghost,Silvally-Grass,Silvally-Ground,Silvally-Ice,Silvally-Poison,Silvally-Psychic,Silvally-Rock,Silvally-Steel,Silvally-Water,Sinistea,Sirfetch'd,Sizzlipede,Skarmory,Skorupi,Skrelp,Skuntank,Skwovet,Sliggoo,Slowbro,Slowbro-Galar,Slowking,Slowpoke,Slowpoke-Galar,Slurpuff,Sneasel,Snom,Snorlax,Snorunt,Snover,Sobble,Solosis,Solrock,Spritzee,Squirtle,Starmie,Staryu,Steelix,Steenee,Stonjourner,Stoutland,Stufful,Stunfisk,Stunfisk-Galar,Stunky,Sudowoodo,Swinub,Swirlix,Swoobat,Sylveon,Talonflame,Tangela,Tangrowth,Tauros,Tentacool,Tentacruel,Terrakion,Thievul,Throh,Thwackey,Timburr,Togedemaru,Togekiss,Togepi,Togetic,Torkoal,Torracat,Toxapex,Toxel,Toxicroak,Toxtricity,Tranquill,Trapinch,Trevenant,Trubbish,Tsareena,Turtonator,Tympole,Type: Null,Tyranitar,Tyrogue,Umbreon,Unfezant,Urshifu,Urshifu-Rapid-Strike,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venusaur,Vespiquen,Vibrava,Vikavolt,Vileplume,Virizion,Volcarona,Vullaby,Vulpix,Vulpix-Alola,Wailmer,Wailord,Wartortle,Weavile,Weezing,Weezing-Galar,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wimpod,Wingull,Wishiwashi,Wobbuffet,Woobat,Wooloo,Wooper,Wynaut,Xatu,Yamask,Yamask-Galar,Yamper,Zeraora,Zigzagoon,Zigzagoon-Galar,Zoroark,Zorua,Zweilous,empty
Abomasnow,0.0,0.0,-0.04038455175,3.7514961145,-0.45270041029999997,0.0,-0.23166983515,0.021542769,0.0,-0.03576028915,-0.04520717185,0.0001949653,-0.0032571808,0.0,0.0,0.0001475177,0.0,-0.1712598829,0.0,0.0,-0.00279697325,0.0,-0.17562443454999999,0.0,0.0,0.0,0.0,0.0,0.01212409985,0.0,-0.4513313336,-0.0152498581,0.0,-0.09869975105,0.0,0.0,0.0,-0.0037453532,0.0,-0.00269611705,0.0,-0.021175957199999998,0.0,0.0,0.0,0.0,0.0,-0.0017863649,0.0,0.0,0.0,-0.0536579492,-0.01116334095,-0.04572551635,-1.11934425485,-0.0297335749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017630666,1.1296367581000002,0.0,-0.00850308155,-0.00860951595,-2.7904336237500003,-0.01306197185,0.0,0.0,-0.1987154365,-0.0050860248,-0.00835477,-0.0034931858,0.0,-0.01891307815,-0.2205948413,0.00324711265,0.0,0.0,-0.00870827925,-1.37815872835,0.0,0.0,0.0,0.0,-0.0007860869,-0.27814150195,0.0,0.0,0.0,0.0,0.0,-0.0027916080999999997,0.0,-0.18743554834999998,0.0,0.0,0.0,-0.0019623889,0.0,0.0,0.0,0.0,0.017905403049999997,-0.09443261375,0.0,0.0,-0.19274174625,0.0,0.0,-0.01988418515,-0.06494777874999999,-0.01475187725,0.46262829675,0.0,-0.0142329206,-0.0009879613,-0.0107963874,0.0,-0.0055075373,0.0,0.0,0.0,-0.058709347999999995,0.0,0.0,0.0,-0.0010140175,0.0,0.0065034958,-0.00787614805,-0.00151480305,-0.0015313421999999998,0.0,0.0,0.0,0.0,-0.0127605232,0.0,0.0,-0.0022814487,-0.00166542825,-0.006553618,0.0,-1.5916690444500001,0.0,0.0,-0.0084397001,-0.0304772265,-0.0008919352,0.0,0.0,0.0,0.0,-1.19576922125,-0.0023305891500000004,-0.0011213763,0.0,0.0,-0.0008716634,0.0,0.0,0.0,0.0,-0.0026485620999999997,0.00474105755,-0.0008532767500000001,-0.01066815135,0.0,-0.0098820023,0.0,-0.0601473849,-0.2313526227,-0.00651894805,0.0,0.0,0.0,0.0,-0.00082967285,0.0,-0.0135634061,-0.01044303375,-0.0050991635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2618289212,0.0,0.0,0.0,0.0,-0.09476367869999999,0.0,0.0,0.0,-0.3448184704,0.0,0.0,-0.59542187755,-0.0608524603,0.0,-0.05697488805,0.0,-0.14242087115000002,0.0,0.0,-1.5326618201,0.0,-0.0021307255,-0.00175500855,0.0,0.0,0.0,-0.8873591222,0.0,0.0,-0.05555367625,-0.10203206925,-0.00626430485,0.0,-0.1350791788,0.0,0.0,-0.03325670025,0.0,-0.27621750359999997,-0.00161222535,0.0,0.0,-0.00124685035,0.0,-0.1046903317,-0.24297819804999998,0.0149536262,0.0,0.0,0.34645329555000004,0.0,0.0,0.0,-0.7254924410000001,0.0,0.0,-0.1309746849,0.0,3.9394164515,0.0,-0.00215261445,-0.0017042617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010024137249999999,-0.0037373758500000003,0.0,0.0,0.0,-0.017428495199999998,-0.0087558937,-0.08494626245,0.0,0.00012207595,0.0,0.0,-1.7998361319499998,0.0,0.0,0.0,-0.47232851815,-0.0025597192000000003,0.27881055395,0.99940391435,0.0,-0.1039759753,0.0,0.0,0.0,0.0,0.0,-0.5805281778,0.0,0.0,-0.0007789023,0.0,0.0,0.0,0.0,-0.11780380305,0.0,-0.03349334455,0.0,0.012787473550000001,-0.0046788592,0.0,-0.11509234035,0.0,0.0,0.0,-0.0011594096500000001,0.0,0.0,0.0,0.0,1.450845e-05,0.0,0.0,-0.00118718835,0.0,-0.2094380407,0.0,0.0,-0.052146076050000004,-0.09499672195,0.0,-0.00410271725,0.0,-0.0183925742,0.0,-0.03266338555,0.0,0.0,0.0,-0.01143079835,0.0,-0.01071044485,0.0,0.0,0.023273339599999998,0.0,0.0,-0.44966744000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009882596300000001,0.0,-0.0473062444,0.0,-0.00683394165,0.0,0.0,-0.01500278675,-0.0189707183,0.0,0.0,0.0,0.0,-0.017228081,-0.0388625192,6.3664043989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0116327699,-0.6481020292499999,-0.006402589550000001,0.0,0.0,-0.03993113475,0.0,0.0,-0.0052688753,0.0,-0.2369103773,0.03439270455,0.0,6.3323854213,-0.035364611399999996,-0.9713969902499999,0.0,0.0,0.0,0.0,0.0,0.0,-0.00480059255,0.0,-0.0017176427500000002,0.0,3.5662179158500003,0.011187129550000001,-0.125124595,0.0,0.0,-0.0177612891,-0.0196105208,0.0,-0.09389248495,-0.0068672842000000005,0.0,0.0,0.0,-0.0009111950500000001,-0.0050319546,0.0,0.0,-0.1827009511,-0.0349527989,0.0,-0.00066704315,0.0,-0.0320459658,0.0,0.0,0.0,-0.0173430352,-0.01622640375,-0.0191837903,0.0,0.0,0.0,-0.0454143158,-0.0021049054499999997,0.0,-0.15267592489999998,-0.013637109849999999,0.0,0.0,0.0,-0.00093571035,0.0,0.0,-0.0008956265,0.0,0.0,0.0,-0.0036443477499999996,0.0,-0.02377206985,0.0,0.0,0.0,0.0,-0.00114304095,0.0,0.0,-0.0191595899,0.0,-0.42835248555000005,0.0,0.0,0.0,0.0,0.0,-0.6515377177999999,-0.1609210847,-0.009423084049999999,0.0,0.0,-0.0062189107,0.0,0.0,-0.20096949705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06360446485,0.0,-0.0025682923,0.0,0.0,-0.0007636469,0.0,-0.0027335105000000004,-0.0029917743500000003,0.0,0.0,0.0,0.0,0.0,-0.00026352954999999995,-0.19547650675,0.0,-0.629334875,0.0011356075,0.0,-0.0320508849,-0.25957055149999997,0.0,0.0,0.0,0.0,-0.00139659925,-0.6232321688,0.0,0.0,-0.13833741895,0.0,-2.51611800345,0.0,-0.01172292315,-0.13817329735,0.0,0.0,0.0,0.0,-0.00321471075,0.0,0.0,0.0,-0.17841065455,0.0,-0.04992318655,0.0,-1.2401661966000002,-0.41542480125000003,0.0,0.0,0.0022059721,-0.05474764065,0.0,-0.185565353,0.0,0.0,-0.01443950455,-0.0047729933,-0.00224987795,-0.8038491143,0.0,0.0,0.0,0.0,0.0,0.0,-0.12335920650000001,0.0,-0.12230120065,-0.0102653695,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011026484,0.0,0.0,0.0,0.0,0.0,-0.049988658150000004,0.0,0.0,0.0,-1.1154297699,0.0,0.0,-0.01138167255,0.0,0.0,0.0
Abra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accelgor,-0.04038455175,0.0,0.0,-2.3575000186999997,1.8576875168,0.0,-1.0142286963,-0.0079931646,0.0,-0.1527701302,-0.20181295335,-0.015075405449999999,-0.0143552297,0.0,0.0,-0.00467576325,0.0,5.10821102735,0.0,0.0,-0.01291368505,0.0,-0.59320970245,0.0,0.0,0.0,0.0,0.0,-0.07978961995,0.0,3.2252978293,-0.06763512955,0.0,-0.4334446011,0.0,0.0,0.0,-0.016631459350000002,0.0,-0.00927061455,0.0,-0.0927057487,0.0,0.0,0.0,0.0,0.0,-0.007783117500000001,0.0,0.0,0.0,-0.23439753855,-0.0464379756,0.32184406514999997,-4.913933259249999,-0.1236005499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00976546395,-2.8524610483,0.0,-0.0377068184,-0.032106230050000004,-11.4288728557,-0.05222471955,0.0,0.0,15.801147032700001,-0.02327831985,-0.0149215091,-0.01469355725,0.0,-0.08287615514999999,11.6097511864,-0.02314308255,0.0,0.0,-0.03298356295,-6.0997150936499995,0.0,0.0,0.0,0.0,-0.00347940295,-1.17195372325,0.0,0.0,0.0,0.0,0.0,0.07898371409999999,0.0,-0.75669808415,0.0,0.0,0.0,-0.016741724649999998,0.0,0.0,0.0,0.0,-0.021330650700000002,-0.33811976585000003,0.0,0.0,-1.00567151955,0.0,0.0,-0.0873025815,1.8734524989999999,-0.11109087225,-1.6856392156000002,0.0,-0.06947965055,0.03933005145,-0.046952312999999996,0.0,-0.02427305515,0.0,0.0,0.0,-0.26500409655,0.0,0.0,0.0,-0.0044687552499999995,0.0,-0.00977319705,-0.05961095535,-0.006675986,-0.0060419189,0.0,0.0,0.0,0.0,-0.0555786707,0.0,0.0,-0.0100553191,0.0032656211000000003,0.0333726037,0.0,-6.47618254655,0.0,-0.007723490099999999,-0.0373188899,-0.1343191077,-0.0041724818,0.0,0.0,0.0,0.0,-5.2982885169,-0.0096966868,-0.004943447,0.0,0.0,0.1763791964,0.0,0.0,0.0,0.0,-0.0186212602,-0.042652830749999995,-0.00355374875,-0.0280824691,0.0,-0.03640023755,0.0,-0.26497121715000005,-0.5983981373,-0.027641534850000003,0.0,0.0,0.0,0.0,-0.00365626935,0.0,-0.0651633353,-0.04971318755,-0.018632393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7741244458000001,0.0,0.0,0.0,0.0,-0.36922468165,0.0,0.0,0.0,-0.44906912925,0.0,0.0,5.3462938203,-0.21510227235,0.0,-0.251089084,0.0,-0.62506981705,0.0,0.0,-6.568792414400001,0.0,0.011226180700000001,0.0033300031,0.0,0.0,0.0,-3.83622679455,0.0,0.0,-0.1052545731,-0.4486594561,0.0181480906,0.0,-0.06063049045,0.0,0.0,0.35093268494999996,0.0,-0.92276632755,0.0050696465,0.0,0.0,-0.0012594839,0.0,-0.14766985059999999,-1.03245707975,0.00910567065,0.0,0.0,-0.20092714090000002,0.0,0.0,0.0,-2.60322174085,0.0,0.0,-0.5244089060999999,0.0,-1.0321941750499999,0.0,-0.055318039449999995,-0.0079180942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00098812615,-0.014598113999999999,0.0,-0.0344057714,0.0,-0.0770707521,-0.0534452687,-0.2675195801,0.0,-0.0321602839,0.0,0.0,-3.8790201061499996,0.0,0.0,0.0,-1.9182238621,-0.01032563005,-0.21406181815,-7.85356329315,0.0,-0.4196386819,0.0,0.0,0.0,0.0,-0.00886744565,-2.4716284926,0.0,0.0,-0.00338267285,0.0,0.0,0.0,0.0,9.63360544075,0.0,-0.14733640125,0.0,0.0822287592,-0.02062052495,0.0,3.54818062705,0.0,0.0,0.0,0.019210456350000002,0.0,0.0,0.0,0.0,-0.00949158055,0.0,0.0,-0.0052318078,0.0,-0.8406633727499999,0.0,0.0,-0.22947449949999998,13.30781099455,0.0,-0.018081611150000003,0.0,-0.0805682786,0.0,-0.13641071275,0.0,0.0,0.0,-0.05037849555,0.0,-0.0465994563,0.0,0.0,0.01174002505,0.0,0.0,-1.8136843615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04447757235,0.0,-0.2084846251,0.0,-0.03011437405,0.0,0.0,-0.06611939795,0.0199929326,0.0,0.0,0.0,0.0,-0.0038320114,-0.1712362661,-1.57336647225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05091632545,-2.85603672455,-0.0037983963500000002,0.0,0.0,-0.17585453285,0.0,0.0,-0.02345993125,0.0,-0.82133785365,-0.004609588600000001,0.0,-0.5549632688,-0.1526224695,0.5918320165,0.0,0.0,0.0,0.0,0.0,0.0,-0.01951995695,-0.00433482685,-0.00756114625,0.0,-3.51533573515,-0.052796803399999995,-0.68424636545,0.0,0.0,-0.1217544005,-0.08442911755,0.0,-0.37796014759999996,-0.03169930275,0.0,0.0,0.0,-0.0041416497,-0.0464840378,0.0,0.0,-0.13695513250000002,-0.07983595460000001,0.0,-0.004455038,0.0,-0.1270328354,0.0,0.0,0.0,-1.84158347225,-0.0594064135,-0.08449300635,0.0,0.0,-0.0074406147499999995,-0.1994610435,-0.0091904378,0.0,-0.67210839035,-0.059718320549999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.00394628535,0.0,0.0,0.0,-0.01344249955,0.0,-0.10476504754999999,0.0,0.0,0.0,0.0,-0.0050361685,0.0,0.0,0.1862090865,0.0,-1.8876698868,0.0,0.0,0.0,0.0,0.0,-2.8577630445,-0.7364621489000001,-0.0415292904,0.0,0.0,-0.020306194049999997,0.0,0.0,-1.01657734655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2786951097,0.0,-0.0148452659,0.0,0.0,-0.0033655734000000003,0.0,0.0123720624,-0.013407642550000001,0.0,0.0,0.0,0.0,0.0,-0.0590839384,-0.58561262525,0.0,-2.7705467869,-0.01176181825,0.0,-0.2051325026,4.05228325555,0.0,0.0,0.0,0.0,-0.00286978355,0.14801962195,0.0,0.0,-0.5970046814500001,0.0,-10.99409940755,0.0,-0.05120721265,-0.58902892585,0.0,0.0,0.0,0.0,-0.01442186555,0.0,0.0,0.0,-0.78823638125,0.0,-0.21333725855000002,0.0,-1.9570443486,-1.08814574815,0.0,0.0,-0.007250360149999999,-0.1852739132,0.0,-0.6507469423500001,0.0,0.0,-0.06048531065,-0.01987883965,-0.00991220425,5.24978720425,0.0,0.0,0.0,0.0,0.0,0.0,-0.12046591405,0.0,-0.53528053135,-0.018413366049999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048596366500000005,0.0,0.0,0.0,0.0,0.0,-0.21810745905,0.0,0.0,0.0,16.314269391849997,0.0,0.0,-0.04391179765,0.0,0.0,0.0
