,Porygon-Z,Mandibuzz,Weezing,Primeape,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Duosion,Eelektross,Wailord,Snorlax,Uxie,Regice,Ambipom,Slurpuff,Hitmonlee,Dusknoir,Mimikyu,Togekiss,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Simisear,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Stakataka,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Aggron,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Klinklang,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Suicune,Gyarados-Mega,Claydol,Tangela,Raikou,Salamence,Buzzwole,Slaking,Haxorus,Vikavolt,Absol-Mega,Glalie-Mega,Noctowl,Porygon2,Crawdaunt,Steelix-Mega,Sigilyph,Mamoswine,Goodra,Druddigon,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Taillow,Blissey,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Emolga,Shiinotic,Pinsir-Mega,Torterra,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Cacturne,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Lanturn,Virizion,Musharna,Blacephalon,Delphox,Golduck,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Electrode,Honchkrow,Vivillon,Empoleon,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Rhyperior,Palossand,Togedemaru,Pangoro,Quagsire,Florges,Rhydon,Ninetales,Bellossom,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Tyrantrum,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Stunfisk,Alomomola,Jumpluff,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Drapion,Torkoal,Venomoth,Excadrill,Donphan,Smeargle,Whimsicott,Sharpedo,Cradily,Banette-Mega,Regigigas,Tentacruel,Bibarel,Medicham,Greninja-Ash,Simipour,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Rotom,Typhlosion,Primarina,Necrozma,Electivire,Volcanion,Victreebel,Wigglytuff,Scizor,Metagross,Nidoking,Zapdos,Swampert-Mega,Zebstrika,Silvally-Poison,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Noivern,Registeel,Trevenant,Umbreon,Xatu,Nihilego,Heracross-Mega,Froslass,Sylveon,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Muk-Alola,Galvantula,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Clefable,Minior,Jellicent,Shiftry,Toxapex,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Gogoat,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Magneton,Espeon,Diancie,Lopunny-Mega,Kartana,Pachirisu,Silvally,Azumarill,Raichu,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Shedinja,Manaphy,Wishiwashi,Zeraora,Skarmory,Yanmega,Simisage,Crobat,Gumshoos,Heliolisk,Kingdra
Fletchinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75194e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2e-09,0.0,1.8401e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2e-09,0.0,0.0,0.0,2.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381e-07,0.0,0.0,0.0,0.0,0.0,2.381e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381e-07,0.0,0.0,0.0005632609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8401e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75194e-05,0.0,0.0,0.0005632609,0.0,0.0,0.0,0.0,0.0005632609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381e-07,2.381e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8401e-06,0.0,5.75194e-05,0.0,0.0,2.3e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8401e-06,0.0,9.2e-09,0.0,0.0,0.0,9.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buneary,0.0004558116,0.0,0.0,0.0,0.0,-0.0018788551,0.0,0.0,0.0,-1.77627e-05,0.0,0.0,0.0,-0.0001105752,0.0,0.0,-9.4903e-06,-1.56001e-05,0.0,-5.1694e-06,-0.000476966,0.0001142395,0.0,0.0,0.0,-0.0046702025,0.0,0.0,0.0,-0.0014117936,0.0,0.0,-0.0050745705,-6.1567e-05,0.0,0.0,-1.79729e-05,-0.0028385307,0.0,0.0,-0.0030165943,0.0,0.0010339628,0.0,0.0,9.49757e-05,0.0220681506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.36627e-05,-3.18468e-05,0.0,0.0,-0.0062198044,0.0,0.0,0.0,-1.8147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000193145,0.0,0.0,0.0,-1.92929e-05,0.0,-0.0020178006,0.0,-6.56191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.86903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001000246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.46927e-05,0.0,0.0,0.0,0.0,-0.0024727463,0.0,0.0,-4.2984e-06,-0.0001689321,0.0,0.0,0.0,0.0,0.005331268,0.0,0.0,0.0,-5.4287e-06,-0.0009347748,0.0,-1.08535e-05,0.0,-0.0010231264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8371e-06,0.0,-0.0001113585,0.0,0.0,0.0,0.0,0.0,-2.78051e-05,0.0,0.0,0.0,-0.0007210282,0.0,0.0,0.0,0.0006185375,0.0,-5.93021e-05,0.0,0.0,0.0,0.0,0.0,-5.50987e-05,-6.67632e-05,0.0,0.0,0.0,-0.0063828902,-4.60837e-05,0.0,0.0,0.0,0.0,-0.0084694522,-2.57494e-05,0.0,0.0,-0.000206966,0.0,0.0,-4.2432e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47699e-05,0.0,-0.0001178271,0.0,0.0,-3.46875e-05,-2.03904e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0051792182,0.0,0.0,-0.000313761,-8.82243e-05,0.0,0.0,0.0,0.0,0.0,0.0,-5.7557e-06,0.0,-8.95e-06,-3.3605e-06,0.0,0.0,0.0,0.0208415974,0.0,-5.0377e-06,0.0,0.0,0.0,0.0,0.0,-0.0013716391,0.0,0.0,0.0,0.0,0.0,-5.747e-06,0.0,0.0,0.0,-1.54935e-05,0.0,-0.0003164657,-2.63111e-05,9.1414e-05,-0.0001516689,-1.24199e-05,-1.43483e-05,0.0,0.0,0.0,0.0,0.0,-1.6874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0264326658,0.0,-0.0001727173,0.0,0.0,0.0,0.0,0.0,0.0005087313,-4.9481e-06,-1.31862e-05,-0.0018876302,0.0,0.0,0.0,-4.05107e-05,0.0,0.0295335234,0.0,0.0001622901,0.0,-0.0006182758,0.0,0.0227176992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041658298,0.0,0.0,0.0,0.0,0.0,0.0
Duosion,-0.1121043187,-0.0399401055,-0.0035014929,0.0,0.0,-1.3273982346,-0.0074510956,0.0,0.0,0.0,0.0,0.0,0.0,2.4226804541,2.4623866395,0.0,0.0,-0.0103618388,0.0054675336,-0.0034335996,-0.2960343703,0.0,0.0,-1.2116449284,-0.128154229,-3.1038988945,0.0,3.1072260988,-0.081487562,-0.9328081132,0.0,-0.0063975471,-3.3706180018,4.1859473811,0.0,0.0027245623,0.0,-1.8854014215,0.0,-0.0637283567,0.3534068523,-0.0095604764,-4.5540519804,-0.1509145237,-0.1586817845,0.0,-1.4427518682,0.0,-0.0035840973,0.0,0.0,0.0,13.358032768,0.024488069,0.0,0.0,0.0,0.0,-9.3721302536,-0.0069643368,-1.2000926679,0.0,0.0,-0.0536734429,-1.1619504509,0.0,-0.7558516456,-0.0029899008,0.0,-0.0167411399,-0.0099146195,1.3727278159,-0.0023348848,0.0,4.1716133332,-0.012814671,-0.3864542522,-1.342127397,0.0,0.0,0.0,0.0,-0.0714523458,3.6813672587,0.0,0.0,0.0,0.0,0.0,-0.0028818814,0.0143790358,-0.0389831472,0.0,-0.1502075432,-0.0388982525,4.6268576771,-0.0466307259,-0.0027147114,-0.0316336397,-0.0989026905,0.0,-0.0049556063,0.0,0.0,0.0,-0.1125678444,-0.0102315305,0.0,0.0060513654,0.0,-0.0260158084,0.0,-0.04200618,-0.3048422937,0.0,0.0,0.0,0.0,0.0,-0.0191498103,-0.4582952918,-1.6424411085,-0.2684146953,-0.9380424349,0.0,0.0,-0.0277048247,0.0,0.0,0.0,-1.7015789169,-0.2314718756,0.0,0.0,0.0,-0.6208936706,0.0,0.0,0.0,0.0,0.0,-0.0020919887,0.0,0.0,0.0,0.0,-0.0081855243,0.0,0.0010354666,-0.0029040302,0.0,0.0,0.0,-2.9407026744,-2.0370011429,0.0,-0.1534948635,0.0,-0.0024444333,0.0,0.0,0.0,-0.0658521502,-0.0037841897,-0.0067849455,0.0,0.0,-0.0116697381,-0.0017518178,0.0,-0.0034841929,0.0,0.0,-0.0068890336,0.0,0.0,-0.3865484405,-0.0393894869,-0.3049890048,0.0,0.0,0.0,-0.0138035986,-0.0372480698,0.0,0.7204826966,-0.8567636826,0.0,0.0,1.5498358561,0.0,-0.0110037464,-0.0194875148,0.0,13.3640237976,-0.0171031674,0.0,-1.6128960221,-0.1374704239,-0.1562568522,-0.0124371345,-0.0028066893,-0.0280154348,-0.6879503233,-0.002950302,0.0,-0.0036634275,0.0,0.0,-0.118151542,0.0,0.0,-0.0037514029,0.0,-0.0033836704,-1.7234952026,0.0,0.0,-0.0249250822,0.0,-0.0093555416,-0.0113807075,0.0,0.0,0.0,0.0,-3.4401267871,0.0,-0.1331345216,0.0,0.0,0.0,0.0,0.0,-0.0102131033,0.0,2.4274305596,0.0,0.0,-0.0059447377,0.0,0.0,-0.0435049433,0.0,-2.257561729,-1.6715973285,0.0,0.0,-2.4988185154,0.0,-2.6022221078,0.0,0.0,-1.2787005441,-4.1686649368,0.0011286452,0.0,-0.9666812742,-0.0038172838,-0.0129217692,-0.0022882269,0.0,0.0,-0.0457997919,11.4097996898,0.0,-0.0078671841,0.0,-0.0082494883,0.0,0.0,0.0,-0.1258505795,0.0,0.0,0.0,0.0,0.0,-2.699551436,0.0,0.0,0.0,-3.7849606241,0.0,0.0,0.0,-0.4346537899,-0.0123451579,0.0,0.0,0.0,0.0,0.0,-1.2537968368,0.0,-0.0091584967,-0.0024493263,0.0,10.8343345302,-1.7939057027,0.0,-0.0024826142,0.0,11.2716457051,-0.0040925029,-1.0116780442,0.0,-0.462302609,1.5633180732,-0.0281879736,-0.3037549879,0.0,-0.0031285481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4008528311
Mandibuzz,-0.126289187,0.0,0.0219360172,-0.0053505649,-0.0368622666,-0.7355906646,-0.0079623302,-0.0273785121,1.7155802054,0.0270980926,-0.0388758181,0.0066707618,-0.0028917084,-0.065352163,0.0954307799,-0.0027023681,-0.0072586249,-0.011960581,-0.0045452101,-0.0040166789,-0.3606979681,-0.0389890751,-0.0050153747,-1.3735287337,0.0281270641,-3.4009609658,-0.2445933357,-0.3996549485,0.0227310388,6.8255864882,-0.0028562309,-0.0069316593,-0.4541778972,-0.0803843336,-2.190337867,-0.0062103053,-0.0166985239,-0.198449862,-0.0031386764,-0.0623430922,-2.202904157,0.1633616361,-3.8595225939,-0.1006094897,0.0032286813,-0.0189131889,-1.6693679444,-0.0072807837,0.2192712288,0.0626482127,-1.0148776204,-0.0278545776,-0.1449259196,-0.0659493443,-0.0655842997,0.1333694922,-0.0727861349,0.0173309311,-8.8065348235,-0.0081491448,-1.3767537952,-0.4405751179,-0.0113511194,-0.066323907,0.0341571375,-0.0028315909,-0.4600535301,-0.0035003201,-0.1076737722,0.0040340984,-0.0005321787,-0.1689933942,-0.0027267764,-0.0391158032,-0.5432350507,-0.0149082446,-0.3633438282,-0.608703042,-0.0173165738,-0.0102191774,2.0554044637,-0.0116669615,-0.0827373801,3.1177770346,0.0100423937,0.9460614367,1.8685203884,0.93467688,-0.0804306914,-0.0005422492,-2.3104105383,-0.0084732687,-0.0455084509,0.8956125847,0.1935801339,-0.0227891642,-0.0545632757,-0.0031765439,0.0029030608,0.0231882324,-0.0969000215,-0.0057808782,-0.0028918037,0.1273259534,0.183225922,-0.1251926775,-0.011971628,-0.0253202081,-0.0048185393,-0.0151841512,-0.030441743,-0.0056044019,0.1589982604,-0.3836224519,0.7856493625,-0.0033745032,-0.182099139,0.206957626,0.037799524,0.0069591831,-0.4168441505,-1.4991237307,7.1298583313,-0.7304415663,0.0,-0.0206373581,0.0792483773,0.004901896,-0.009154055,0.0046639813,-1.4014232168,-0.1456756874,-0.0141804289,-0.0028376514,-0.0042192949,-0.5714703156,0.0098039926,-0.0084355609,0.0126061742,-0.1245493884,2.4030941568,-0.0019693651,0.802360619,0.6333351195,-0.1247939114,-0.0131211945,-0.0100088052,0.0081599558,0.1869617114,-0.0034117738,-1.0174894301,-0.0054062973,-0.0123644249,-3.2804796961,-1.6391609987,-2.1453754251,-0.179608181,-0.1023564495,-0.0028598661,0.0494098378,-0.0044872236,0.1139070076,0.4669055587,-0.0035899323,-0.0068319026,-0.0107920344,-0.0053610264,-0.0142936753,6.5505682247,0.3647613062,-0.0014940376,2.2133648359,-0.0051884875,-0.0080610305,1.0433300009,-0.0047026404,6.2730202152,0.0192807575,0.7707143299,0.8527270408,-0.0118801198,0.6316471504,-0.001370033,0.2391470402,0.1412105716,0.1919716803,-0.5195838377,-0.1612303493,2.4218675546,-0.0358170611,-0.0151138344,0.057394627,-0.022802721,-0.1162417947,-2.7179515456,-0.0174525124,0.009880402,-1.1271207679,0.8597731173,-0.1785302543,0.0740784292,-0.0032978728,0.0824249341,-0.6011747613,1.7606500561,-0.013319972,-0.0042852074,-1.2872028916,0.0416778913,-0.1085447402,-0.005269519,-0.00977367,0.0038879572,-0.0801989169,-0.0039568019,1.6189993472,-0.0258070063,-0.0158477855,-0.0267044452,0.0035559689,-0.0109458739,-0.0112065214,-0.0124653426,0.089779689,0.0215101164,-0.0049891153,-3.7833881582,-0.00404797,0.8562201218,-0.2438577796,-0.06417489,-0.0133012754,-2.2247395036,-0.0032560255,-0.0068761566,-0.194124615,0.7826914288,0.0175660893,-0.2103995471,0.0041765982,-0.0021740938,0.628768888,0.4481946667,0.8526119721,-2.216385798,-1.9126698358,-0.0039154086,0.0,0.3930746361,0.4176535876,-1.3410874549,-0.2253754754,-0.2759485628,-1.1853569962,-4.7270517306,-0.0022769514,-0.3100161166,-0.7581710619,-0.0036529763,0.2097694031,0.2052468518,-0.0225638069,-0.0120418046,0.0718406502,-0.2109209793,-0.0204461824,-0.0091369156,-0.1182413777,-0.0096529323,-0.0111517208,-0.002881303,0.1917758869,-0.1450995223,-0.4125450903,-0.0131898326,0.0046158963,0.0,0.0242361352,-2.7586507761,-0.0101680664,-0.0032501847,0.0024807905,-1.8924256899,-0.013352883,-0.0882979864,-0.0059313076,-0.5083699838,-0.0145954071,0.0029729849,0.0473984234,-0.0887313708,-0.0006739942,-0.0088892716,-1.1767299695,-0.0278754818,0.0580427708,-0.0028489478,0.2351691361,-0.0355123099,-1.4425542477,-2.1187284451,-0.0029049691,-0.0036059006,-0.4857329972,-0.0047880984,-0.6829420532,-0.0041344197,0.0393876674,0.1717662881,-0.0233890598,-0.3528535265,-1.5651672283,-0.0036607924,-0.5314459161,-3.0757950491,-0.0099215567,-0.0028180454,-0.0139508164,-0.0023789309,0.2695517524,-0.4808934761
Swellow,0.0252001898,0.0096651559,0.0003086328,-0.000255689,-0.0027374834,-0.0848001993,0.0100428137,-0.0001804423,0.0256667437,-0.0006785221,-0.0021562438,0.0002671055,4.54769e-05,0.0003553607,0.0072789075,0.0001280677,0.0053014765,0.0834630337,0.0351512606,-0.0002208849,-0.0137506149,-0.0017871875,0.001303214,-0.0244013445,0.0424782259,-0.1864723319,-0.0027014845,-0.0090203602,-0.0042337874,0.0053808844,-0.0001606831,-0.0004124879,-0.2142939033,0.082246991,-0.1205296809,-0.0004328352,0.0118987119,-0.0095443491,0.013880058,0.0074673965,-0.1070664776,-0.0002028205,0.0197840641,0.0034266207,0.0252653717,-0.0010506274,-0.035805615,-0.0003991878,0.0006784913,0.0123389621,-0.0553390605,0.0127303897,-0.0189215621,-0.0146429063,0.0241766395,0.0146387753,-0.0012828709,-0.0006637722,-0.5131073139,0.0542910156,-0.0611255445,-0.0242606839,-0.0007760019,-0.0026492851,0.0671267804,-0.000156025,-0.0151749716,-0.0001399145,-0.0125421398,0.0106028186,-0.0006111465,-0.0066145387,0.0011083728,0.0313455077,-0.0280943398,0.0136452476,-0.0149419299,-0.028749798,-0.0009865553,0.005873011,0.0261279461,0.0021689357,-0.0046150333,0.0234677709,-0.0008202217,-0.0049536574,0.0603101577,0.0181784818,-0.0034340134,0.0008590771,-0.0785409471,0.0069778558,-0.0021963055,-0.0076883284,0.0183201574,-0.0099272957,0.0092617526,-1.92517e-05,-0.0018549259,-0.0062521371,0.0090655841,-6.06504e-05,-0.0001593262,0.0016675498,0.0005782129,0.0174214706,0.032939267,0.0491856742,-0.000265813,0.000544363,-0.0002993772,0.011738254,0.0167811324,0.068783309,0.0058648275,0.0014982418,0.0033920376,0.0642132886,0.0078850682,0.0025533005,-0.0200034684,-0.0985098108,-0.0093170396,-0.0474847034,-0.0001905481,0.0072974816,0.0099850704,0.0129545144,-0.0006194131,0.0337042614,-0.0170865949,0.0286909417,0.0750327146,-0.0001563592,-0.0002324907,-0.0365017034,0.0041410696,-0.0004505095,-0.0001914054,-0.023311523,-0.0325258665,0.0004220526,-0.0198695575,0.0032642056,0.0184605722,-0.0007382204,0.0123689831,0.0117224907,0.0027231862,-0.0001879949,-0.0395618759,0.0009116146,-0.0006812657,-0.1010895597,-0.0732886318,0.176471791,0.0376486771,0.0121728106,0.0040124755,0.000874272,0.000717207,0.0022938076,0.011374501,0.014741021,0.0060937048,0.0071799292,0.0010550815,-0.0011708412,-0.0007680435,0.0011243397,0.0038538151,-0.0233744463,0.0069481108,0.0007663805,0.0017399092,-0.0002591217,-0.0056301629,0.087091827,-0.0184947988,0.0251202345,0.0352908443,-0.0038433078,-0.0006129563,0.0165886959,-0.0025936769,-0.001257411,-0.0329210763,0.0209704099,-0.1808165057,0.003329874,0.0067700333,0.0168065683,-0.0012564801,-0.00612964,-0.3138071443,0.0401573123,0.0012618748,-0.0767363102,0.0304542534,0.0555872917,-0.000780571,-4.52196e-05,0.0067952695,-0.0443386611,-0.0001902237,0.0092392557,0.0013558501,-0.0658443475,0.0001813102,0.0031798017,0.0004034906,-0.0004165546,0.0013563732,-0.0033849694,0.0011724218,-0.0536832291,0.0186007628,0.0336756616,0.0002734362,0.0091183952,0.0024163807,0.0138041569,-0.000686863,0.0146348027,0.0001682333,0.0002233556,-0.1767444496,-0.0002230505,0.0324725664,-0.0133125806,-0.0031186745,-0.0014815825,-0.0173082747,-0.0001794133,6.2757e-06,-0.0028616334,-0.000605843,0.0364969875,0.0083709367,-0.0002939223,-8.61297e-05,0.0392537992,0.0083252181,-0.005312112,-0.1297722459,0.1836088772,0.0002144876,0.0,-0.1515063052,-0.0236017641,-0.0755734695,-0.0021337412,-0.0598286053,-0.0811652997,-0.2597513715,0.0018633503,-0.1033881407,0.0412139544,0.0141897318,-0.0003800544,-0.0001423481,0.0244996006,-0.0006635219,0.0872063636,-0.0133705789,-0.000869845,0.0209442197,-0.0065371267,-0.0003326354,-0.0002053212,0.0079940195,0.0111390219,-0.0057504066,0.0106398063,0.0673695665,0.0002496127,-0.0006295563,0.0128295236,-0.1549712145,0.0004224558,0.0003064958,-0.0008146991,-0.2074625968,-0.0005392243,0.0325189519,0.0244261276,-0.0202706272,0.0,-0.000175471,-0.0010487864,0.0228644261,-0.000126863,-0.0005647142,-0.0728177899,-0.0013860239,-0.0005635896,-0.0001527598,0.0237787691,-0.0019643373,-0.0130631571,-0.1624550303,0.0010694716,-0.0001986917,-0.0272192486,0.000982777,-0.0573616818,-0.0001885265,0.0403723061,0.0130747129,0.0341912358,-0.0195814695,0.1709848295,-0.0002017163,-0.0123432164,-0.1281030612,0.0380427196,-0.0001552794,-8.1454e-06,-0.000140379,-0.000189039,0.2310732198
