,Porygon-Z,Mandibuzz,Weezing,Primeape,Toxicroak,Volcarona,Salazzle,Raichu-Alola,Swampert,Spiritomb,Stoutland,Archeops,Snorlax,Uxie,Swellow,Ambipom,Hitmonlee,Dusknoir,Mimikyu,Togekiss,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Kecleon,Xurkitree,Alakazam-Mega,Bronzong,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Sigilyph,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Doublade,Gallade-Mega,Magcargo,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Swoobat,Golem-Alola,Klefki,Suicune,Gyarados-Mega,Kabutops,Tangela,Slurpuff,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Glalie-Mega,Vivillon,Porygon2,Crawdaunt,Steelix-Mega,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Poliwrath,Blissey,Mismagius,Donphan,Ampharos-Mega,Sylveon,Greninja,Garchomp-Mega,Shiinotic,Pinsir-Mega,Decidueye,Articuno,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Sawsbuck,Virizion,Blacephalon,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Politoed,Honchkrow,Lycanroc,Empoleon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Palossand,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Bellossom,Dragonite,Darmanitan,Gyarados,Bewear,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Crustle,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Carvanha,Torkoal,Venomoth,Excadrill,Victreebel,Smeargle,Whimsicott,Sharpedo,Magneton,Banette-Mega,Tentacruel,Kingler,Greninja-Ash,Kricketune,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Chimecho,Sceptile-Mega,Seviper,Typhlosion,Primarina,Necrozma,Volcanion,Scizor,Metagross,Nidoking,Zapdos,Ninjask,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Lycanroc-Midnight,Noivern,Registeel,Umbreon,Xatu,Nihilego,Heracross-Mega,Clamperl,Azelf,Miltank,Pikachu,Zoroark,Accelgor,Shuckle,Muk-Alola,Galvantula,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Clefable,Minior,Jellicent,Mudsdale,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Gogoat,Vanilluxe,Flygon,Starmie,Hitmonchan,Malamar,Dugtrio-Alola,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Cradily,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Carracosta,Manaphy,Zeraora,Skarmory,Yanmega,Persian-Alola,Crobat,Heliolisk,Kingdra
Mandibuzz,-0.046177763,0.0,-0.0051349548,-0.006325894,-0.0646924704,-2.6280735679,0.0740337909,-0.0847535811,-0.0562026398,-0.0041970632,-0.0207342252,-0.0097914335,-0.1999018034,-0.1608249298,-0.0206799987,0.0432728798,-0.0528950812,0.0018334588,-0.8532661188,-0.1362784991,-0.0466459091,-1.5336014105,-0.0107648349,-2.0324644964,-0.2580856881,-0.3519359305,-0.0071000988,-0.1723831797,-3.2920085625,0.5843961231,0.9093750368,3.0612228276,-0.415941495,-2.0407169424,-0.0349791218,0.0,-0.0271349146,-0.7185382711,0.0144146409,0.9139102628,-4.1783590218,-0.0326027813,2.1153763882,-0.0292099205,0.0212834365,-0.0084071309,-0.4999328905,-0.0023392062,-0.0278172523,7.5373251377,-0.2554151578,-0.2492154506,8.13010612,0.0155833986,-0.1482152307,-0.2216282002,-17.3396495239,0.0075664663,-2.0060705533,-0.1013811144,0.1363200057,-0.0284885756,0.2468959484,-0.0051567974,-1.1205596535,-0.0046109544,-0.3146354194,0.0748463102,0.0530489367,-0.2027094793,-0.0051979248,-0.1005664895,0.3351523177,-0.0335618384,-0.6297706317,-2.7359348435,-0.0207695099,0.1201609597,0.7146038649,-0.0355313129,-0.4546535247,11.7293696885,0.1271340503,-0.2317974704,-0.0055499389,-1.8923757621,0.0187041268,-0.6329250299,0.0026330573,-5.0939151203,0.115882408,-0.2340771996,-0.1512092485,-0.4986875505,-0.0045891144,-0.2869012569,-0.1446807022,-0.1312863195,-1.4844261508,-0.0129278845,-0.0070326318,-0.112377025,-0.2231774509,-0.34237768,-0.0088579104,-0.0061170886,0.0387782472,-0.036037408,-0.0033021855,-0.0928190308,-0.8513157321,-0.0336797976,0.1403266177,-0.0643823769,-0.031471001,-0.0177470259,2.3931590481,-2.4167020254,-2.5530368166,-1.4497451772,-0.0064232801,0.002255058,-0.0233161521,0.3973444403,-0.0080274901,0.6903550276,-5.7806052904,-0.0388775924,-0.0105345913,-1.7383731198,-0.0139468173,-0.0205744186,0.0037264164,11.5583324117,-0.0325188287,1.75642193,-0.1347084683,-0.0126029908,-0.0162591178,-0.0086400111,-0.0071374529,-1.6974670426,-0.00569088,-1.8791572087,-1.7905146418,-1.6975517272,-0.4647390503,-0.3991206003,-0.0214141019,-0.0015557624,-0.0404841927,2.0076030777,-6.8764587683,-0.08322015,0.129364916,0.0002908467,-0.0141493597,-0.0255623636,-0.0077289428,-0.0115622848,8.33597479,0.0871832068,-0.0191622847,0.0065751556,-0.0049659191,-0.0335144941,-0.0942862466,-0.5406001368,-0.0083803277,-0.0147638788,-0.0256166653,3.5248932626,-0.1827763032,-1.0888472318,-0.3284974428,-3.1968342247,-0.0174459399,-0.135387258,-0.0065503307,-0.8520555649,-0.0591178008,-11.0887564377,0.0174389926,-0.2102354791,-3.1951954811,-0.0383813783,-0.1137362355,-0.0011095681,0.0288582165,-0.0078144857,-0.2490544116,-0.0050794053,-0.0106483312,-0.008451275,-2.7121552411,-0.0087792679,0.063472221,-0.0055507361,-0.0110350381,-0.0049669444,-0.2803893691,-0.0158612954,3.4107928333,-0.0218776021,-0.0608240115,-0.0784705626,-0.0069688678,-0.0120585486,-0.0716784932,0.0108777627,-0.0048532837,-7.2891985274,0.0,8.2063580989,-0.4000757039,-0.1316346974,-0.0484199116,-2.9343824101,-0.008878915,-0.0123329233,-0.0222054789,-0.0057688127,-0.0106187999,0.0753847884,-0.0969809457,-0.3154739518,-0.1972895146,0.0670934643,8.0205929361,-7.1776564676,0.0068516961,-1.8345330304,-0.0270571794,0.2383136629,2.5912642872,-1.5774466053,-1.9437870529,-0.3336672011,-0.7878164937,1.1531091028,-6.9753758865,0.0948515355,-2.5009676645,7.0990620644,-0.005024085,-0.0786585667,0.3245271299,0.1313063802,-0.0384031815,-0.0305511263,-0.4950497643,-0.0183229483,-0.152354169,-0.0174584433,-0.0155358651,-0.0404488792,-0.1107519176,-0.1862849929,-0.2555765034,-0.0474484328,-0.0093797061,-0.023196982,0.0029190731,-7.43783102,-0.0162217975,-0.0021673722,-0.0044142652,-0.072558373,-0.0084226695,-1.2184515537,-0.0464534842,-0.8564388058,0.0,-0.0060766364,0.0176339938,-0.2056777129,1.9285135828,-0.0057627447,-0.0049951162,-0.0008177857,7.782269848,-5.3547241159,0.0557724435,-0.0086667073,0.1298623221,0.3276849537,0.006471245,-0.6709017204,-4.8140211289,2.175155241,2.4854856417,-0.0040935233,-0.7575142659,5.7736849738,-0.0853602757,5.3788772991,-0.0296977882,-1.0254751947,0.3546647063,-5.3582448594,-0.0122997339,-0.00657837,-0.0183607652,0.0182049196,-0.6589776098
Swellow,0.159246757,-0.0207302999,-0.0014041482,-0.0010738437,0.1128593385,-0.455378771,-0.0108992622,-0.0146657529,-0.0005758141,-0.0008653432,-0.0041808672,-0.0016993965,0.1456509271,-0.0256236786,0.0,0.0361288489,0.1350815677,0.0022272143,-0.118720089,-0.0143599597,-0.0080855137,-0.2383941893,-0.0130962079,-0.2409997139,-0.0537265383,-0.0902809508,0.038847456,-0.0331845612,-0.571688845,0.0017965571,-0.0036799597,-1.3513463323,-0.0311331299,-0.3522835976,-0.0060818438,-0.0042212757,0.0225292076,0.1293270861,-0.0011885819,-0.03607788,-0.6682135935,-0.005306239,-0.9497118016,0.026024848,-0.0027236451,-0.0017296,-0.0401877605,-0.00072693,-0.0062521886,0.1169804111,-0.0443981291,-0.1028909206,-1.1518216155,0.0382189304,0.1824681601,0.0480921747,-1.2695033316,-0.0014299772,-0.296119989,-0.0248742688,-0.0009223364,-0.008378416,-0.5065454653,0.004797983,-0.1225384509,0.0001480791,-0.0545221995,-0.0156049406,-0.0103298453,-0.0407374014,-0.0010641275,-0.017519298,-0.2821632395,-0.0050399399,-0.1147621611,-0.4695110004,-0.0036103077,-0.0069887815,0.0074789717,-0.0062080949,-0.0796878301,1.315751186,-0.0053711339,3.6377835393,-0.0009667216,-0.0555644698,0.0268821944,-0.1168176921,-0.0010843889,2.8710873681,-0.0062248875,0.0124341839,0.0239635362,-0.0960405437,-0.0007927052,-0.0500954839,-0.037527767,-0.0449238667,-0.1858954173,-0.0018907552,-0.0012224638,-0.0152845338,-0.0324995255,0.0859473362,0.0028108796,0.0059206808,-0.0085518988,0.0067252803,0.0811853888,0.0209764658,-0.1629002511,0.0090090027,-0.0546447602,0.0045203376,0.0458991073,-0.0061641386,-0.208920828,-0.2708567213,-0.5111744901,-0.4331727302,0.0017384335,-0.010644449,-0.0043885634,0.054733968,-0.0013920533,-0.0040058141,-0.9694373355,-0.0333558112,-0.0018312001,-0.3300194447,0.0543594856,0.0382047835,-0.2103294665,-0.1296175745,-0.1347744732,0.0048834569,-0.024497673,-0.0032682015,0.0046790221,-0.0019115748,-0.0005644535,-0.3002028546,-0.0009939875,1.1572267321,-0.3765171241,-0.0431948649,-0.0810012798,-0.0438592591,-0.003932524,0.0556160214,-0.0069611932,-0.0106833232,2.3640945207,-0.008037628,0.0581196178,-0.0029373256,-0.002492915,-0.0068436976,-0.0006228131,-0.0017920155,-0.264633432,0.0091358096,-0.003639619,0.0032171498,-0.0008836367,-0.001493313,0.2025084136,-0.0669982846,-0.0006235613,-0.0039602055,0.0082552405,0.1708388232,-0.0316878304,-0.1883844112,-0.0682799201,-0.1771798751,-0.0013836831,-0.0235340191,0.0091343415,-0.1454565924,-0.0354048917,-1.874817627,0.0057395548,3.5699028651,-0.3000950858,-0.0221638912,0.0040794113,-0.0075473425,0.0886913985,-0.001358373,-0.060487676,-0.0022493274,-0.0018614941,-0.0014690629,-0.4669564199,-0.0011693288,0.014918401,0.0249457775,0.0023766587,0.0,3.5329827684,-0.0027570803,-0.6915822671,-0.0051582501,0.124420712,-0.0100285819,0.0085365537,0.0605176301,-0.0122554727,-0.0213341531,-0.0008172281,-1.2468790764,-0.0011448938,-0.056190306,-0.0689557608,0.0042138134,-0.0084177082,0.0545227823,-0.0012075928,-0.0021104364,0.0858919307,-0.0010035167,0.0253748323,-0.0074971562,-0.0236281752,-0.0523060698,0.2377390252,0.0714869734,0.0087320592,-1.2337493822,-0.0013297354,-0.0841712056,-0.004747793,-0.0027142537,-0.843193088,-0.293858676,-1.2336073372,-0.0042197067,-0.1294733261,-0.0507237006,-1.2136206834,-0.0016426063,-0.543871114,-0.214936505,-0.0008733072,-0.0042899206,-0.0004262237,0.00111811,-0.0089215952,-0.0128693134,-0.0886872098,0.0,-0.0252864038,-0.0017960127,-0.0013012422,-0.0008533356,-0.0190546046,-0.0295979983,-0.1491301216,0.0078122292,0.0007219054,-0.0050201995,-0.0042284895,-1.4831566564,-0.0027877145,0.0162713859,-0.0008049645,-0.0137002799,0.0107929554,-0.2150338262,0.0988369861,-0.1031830748,0.0,-0.0010562856,-0.0010181626,-0.0336178739,-0.0865416399,0.0085576429,-0.0012393651,-0.0007562553,0.0203032291,-0.9887469268,-0.0015355591,-0.0015008213,-0.0016704875,-0.0172589089,0.008301218,0.1973223128,0.9665343366,0.0037881927,-0.3007183551,-0.00143348,-0.1671521822,-0.0003529975,0.0367859135,-0.5692404524,-0.0051627526,-0.0760158256,-0.0541993261,-0.9086695401,-0.0021380296,-0.0009644482,-0.0030586013,0.0001389779,-0.1136001725
Eevee,-0.0015863742,0.0,-0.0001690035,-0.0001057207,-0.0010779987,-0.0468111016,-0.0016486922,-0.0014152452,-0.0011790282,-8.31281e-05,-0.0004029196,-0.0001615948,-0.0036638066,0.0,-0.0003691036,-8.30269e-05,0.0,-8.46695e-05,-0.0182056549,-0.0032631452,0.0,-0.0244380908,-0.0020525785,-0.0439680656,-0.0055387507,0.0,-0.0001185597,-0.0034272325,-0.0529606958,-0.0005001591,-0.0003592694,-0.1460464885,-0.006950873,-0.0342127438,-0.0005843235,-0.0004055063,-0.0007468951,-0.0289678584,-0.0001264187,-0.0057088906,-0.0730915326,-0.0005507816,-0.1149738156,-0.0006549705,6.50137e-05,0.0013436777,-0.006936392,-3.45593e-05,-0.0008136825,-0.0079397191,-0.0042650039,-0.0106386771,-0.119062283,-0.0021904239,-0.0021357584,-0.0045227387,-0.3113641075,0.0035796435,-0.0328569808,0.0,-0.0003087469,-0.0013691029,-0.0450291983,-8.61099e-05,-0.019423186,0.0002253676,-0.0053568082,-0.0016277117,0.0015767474,-0.0043221436,-0.000102875,-0.001913714,-0.0273806824,-0.0001341772,-0.0111195495,-0.0485027746,0.0,-0.0006381179,-0.0006804812,0.0,-0.001190132,-0.0224718313,-3.09985e-05,-0.0045004732,0.0,-0.0481621413,-0.0032378181,-0.0112459327,0.0,-0.0957832339,-0.0006271515,-0.007069758,-0.0026842417,-0.0096211987,-6.81574e-05,0.0,0.0026060133,-0.004198495,-0.029481349,0.0,-0.0001166437,-0.0018796676,-0.0045346096,-0.0058897681,-0.0001492211,-0.0003040049,-0.0006887464,-0.0006017726,-8.98129e-05,0.0036487148,-0.0158613603,-0.0009467798,-0.0053319527,-0.0015975823,0.0,-0.0006138619,-0.0227842544,-0.0409841879,-0.0536367612,-0.0417582159,-0.0001076091,-0.0013033509,-0.0004201963,-0.0020913927,-0.0001352789,0.005328476,-0.101221068,-0.0032048429,-0.00017591,0.6758364673,-0.0002516528,-0.0002060936,-0.0352724089,-0.0221192845,0.0,0.0028045189,-0.002362727,0.0,-0.0002717092,-0.0002814669,0.0,0.6684815322,-9.56346e-05,-0.0347428622,-0.0618004562,-0.028374285,-0.0077858628,-0.0079066284,-0.0003780271,-0.000100195,-0.0005430056,-0.0005467109,-0.1262490224,-0.0018416893,-0.0002044756,-0.0003812354,-0.0003093114,-0.0006574176,0.0,-0.0002175537,-0.0254292457,0.0015889254,-0.0003472305,-6.39722e-05,-8.43214e-05,0.7051360153,-0.0030170114,-0.0097481677,0.0002884875,0.0043933684,-0.0006602332,-0.0023430835,-0.0030520678,-0.018844579,0.7029372977,-0.1610249454,-0.0003015757,-0.0022607407,-0.0001093819,0.0,-0.0034010845,-0.1858056369,-0.0004266854,0.0,-0.0604763268,-0.0021390797,-0.0022863177,-0.0007232685,0.0,0.0,0.0,-9.34789e-05,-0.0001799467,-0.0001411046,-0.0407291327,-1.00697e-05,-0.0034383754,-9.25949e-05,-0.0002618414,0.0,-0.0053782115,0.0,0.6318096852,-0.0004955153,-0.0009057786,-0.0013177383,-0.0001163684,-0.0002013576,-0.0012081945,-0.0033064642,-8.10352e-05,-0.1216435741,0.0,-0.006466719,-0.006680592,-0.0022762474,-0.0008088833,-0.0517676942,-0.0001447975,9.64234e-05,-0.0008838277,0.0,-0.0002311267,-0.0010728923,-0.0022695554,-0.0053579734,-0.0034860352,-0.0012250733,-0.0046555868,-0.1174958829,-0.0001313432,-0.0291418461,-0.0004583849,-0.0002888274,-0.0872300998,-0.0341804512,-0.130048568,-0.0056610852,-0.0185081717,-0.0053710951,-0.116584632,-0.00015922,-0.0560221928,-0.0330793719,-8.3811e-05,-0.0014626012,-0.000101441,0.0041356924,-0.0008645824,-0.0012363776,-0.0085372832,0.0,-0.0025441152,-0.0001941869,0.0064471703,0.0010222426,-0.0013641801,-0.002875956,-0.0145474338,-0.000886578,-0.000209063,0.0,-0.0004062281,-0.145889613,5.0313e-05,0.0,-7.82989e-05,-0.0012472902,-0.000190474,-0.0209664498,-0.0007872389,-0.0173298296,-0.000544156,2.08529e-05,0.0,-0.0034178758,-0.0049323676,-0.0001003212,-0.000119792,0.0,0.0,-0.0954934517,-0.0002220245,-0.0001447318,0.0034766893,0.0014715066,-0.0001018347,-0.0344903634,-0.0781602275,-0.0092778658,-0.0336155665,-0.0001378685,-0.0160497048,-0.0003802877,-0.0015368841,-0.0587034952,-0.0004959478,-0.0208975197,-0.0095451843,-0.0904047668,0.0,-0.000111445,0.0001755886,-0.000101219,-0.0110163979
Poliwrath,-0.0047941476,-0.0063590844,0.0007560558,-0.0002919592,0.0097073117,-0.1430578734,-0.0041549491,0.1052911222,-0.0034731179,-0.000248119,-0.0012078942,-0.0004901508,-0.0021249123,-0.0082649964,0.0017521105,0.0006713666,-0.0026472058,0.014356777,-0.0513300746,-0.0083543234,-0.0002652878,-0.0783327635,-0.006154481,0.2472151257,-0.0165813304,-0.0260080575,-0.0003554197,-0.0102815777,0.2273941968,-0.0014982351,0.0005672008,-0.4375877285,-0.0208395666,-0.1025646694,-0.0017490359,-0.0012156509,-0.0019438052,-0.1013234176,-0.0003790232,-0.0169726574,-0.2186967652,-0.0016511638,-0.1484910627,-0.0020322123,-0.000425422,-0.0002071376,-0.0249468702,-0.0004935778,0.0194253629,-0.0236497785,-0.0081931119,-0.0144666323,-0.3587163501,-0.006255791,-0.0037090195,-0.013554472,-0.0420803112,8.1419e-06,-0.1028323675,-0.0071633797,-0.0008757624,-0.0046326054,-0.0796805249,-0.0002581427,-0.0566709654,-0.0002308105,-0.0160548668,-0.0048797345,-0.0029804856,-0.0032723099,1.5454e-06,-0.0033537226,-0.0820173883,-0.0016800559,-0.0289168569,-0.1394092562,0.0206268431,-0.0021192238,0.0011241718,0.0172927288,-0.0229486495,-0.0701713338,-0.00154746,-0.0126168132,-0.0002783983,-0.1098408621,-0.0097304165,-0.0336568531,0.14200503,0.2312909958,0.0072921387,-0.0200088142,-0.0079935763,-0.0287910287,-0.0002297095,-0.0004407345,-0.0100709963,0.0,0.8028552494,0.01044996,-0.0003520474,-0.0056333554,0.1290402145,-0.0174233523,-2.29657e-05,-9.08808e-05,-0.0022758696,-0.0018040218,0.0065512927,-0.008442509,-0.0475510603,0.0014438196,-0.0145027946,0.0173977967,-0.0015810526,-0.0009049557,-0.0674092273,-0.0286312628,-0.1608626393,-0.125207362,0.0,-0.0039271793,-0.0012640229,-0.0062690152,-0.0003947127,-0.0012132516,-0.264281788,-0.0089560652,0.0089184344,-0.1013018082,0.0002550486,0.0142337969,-0.1061522711,-0.066159836,-0.0103970959,0.0009287841,0.0045822408,-0.0009358356,-0.000814546,-0.0008553545,-9.61973e-05,-0.1250184358,-0.0002485716,-0.1021107433,-0.1723459162,1.3714210445,-0.0233408803,-0.0238215257,0.041919081,-0.0003368394,0.0085890937,0.1390111122,-0.3889083692,-0.0051004365,2.28803e-05,-0.0011943707,-0.0010704136,0.0069619576,-0.0004828609,-0.000651985,-0.07522362,-0.0003097007,-0.000300088,-1.44917e-05,-0.000254262,-0.0233446079,-0.0090563285,-0.0244966317,-0.0004203853,-0.0015377989,-0.0011195482,-0.0070146209,0.0126740575,0.8386495778,-0.0217216397,-0.099346338,-0.0009040627,-0.0067772629,-0.000327911,-0.0333482815,-0.0101959666,-0.4656632558,-0.0002685946,-0.0105847187,-0.1812580037,-0.0057347217,-0.0063716965,-0.0021735005,-0.0019278011,-0.0003862414,0.0,-0.0002207869,0.0004786347,0.0,-0.1386390346,-0.0006077747,-0.0091340467,-6.67546e-05,-0.0007887993,0.0,-0.0161206068,0.0,0.1891381128,-0.001485422,0.0686899516,-0.003713719,-0.000348841,-0.0003611149,-0.003623189,-0.0080972137,4.2983e-06,-0.1547781145,0.0,0.1256726632,-0.0200272063,0.0952359978,-0.0024249107,-0.1534305985,0.0,0.0,-0.0027856469,0.0,-0.0006211659,-0.003361022,-0.0068045903,-0.0158299227,-0.0089519398,-0.003299044,-0.0126608637,-0.300606241,-0.0003331832,0.3053017189,0.0101030995,0.0418403353,-0.2607422617,-0.1032286686,-0.1424553142,-0.0159497331,0.8363977139,-0.0181101362,-0.1874798802,-0.0004206652,-0.1156377225,-0.0946158355,-0.0002508311,0.0161708333,0.0020515064,-0.0015556395,-0.0025918904,-0.0037064666,-0.0142225265,0.0,-0.0076240757,2.38888e-05,0.0015004577,-0.0023970532,-0.0047086085,-0.0095151349,-0.0391389866,-0.0026369395,-0.0006274829,0.0,-0.0007604069,-0.4140297244,0.0,-0.0003143763,-0.0002347288,-0.0039432496,-0.0005345093,-0.0593354925,-0.0013867496,0.0639208587,-0.0016313629,-0.0003041419,-0.0001513699,-0.0103982803,-0.0262429711,0.0015562042,0.009086991,-0.0002688537,-0.0019016276,-0.1852809871,-0.0006670662,0.0090124297,-0.0003018395,-0.0024540537,-0.000151651,-0.1034027904,-0.1249781703,0.1174404585,0.0338449798,0.0004601305,-0.0483109192,0.0,-0.0046072726,-0.1777902835,-0.0014867791,-0.0618402229,-0.0281726599,-0.2711093129,-0.0006157139,-3.35429e-05,-0.0009441698,0.0006213837,0.0222989266
Emolga,-0.0001455819,0.0003384533,2.92785e-05,-3.45859e-05,-0.0003552015,-0.0156736722,-0.0005113272,-0.0001054998,-0.0003871321,-2.71364e-05,-0.0001322891,-5.36748e-05,0.0034041345,-0.0009031179,-0.0001198722,-1.85499e-05,8.86866e-05,-2.77408e-05,-0.0056194438,0.2302041541,-0.0002565095,-0.0085279034,-0.0006073691,0.2153556814,-0.0018157487,-0.002848422,-3.67289e-05,-0.0011260216,-0.0198282315,-0.0001642153,-0.0001179571,-0.0479574051,-0.0022823261,0.0,-0.0001917488,0.0,-0.0002406391,-0.0109904166,0.0,-0.0017400174,-0.0240037854,-0.0001808099,-0.0342877437,-1.84456e-05,-0.0001390095,-5.91522e-05,0.0016091277,0.2140318095,0.0002431946,-0.0027830939,-0.0014003124,-0.0029951556,-0.0380165692,-0.0007264405,-0.000842029,-0.0014849335,-0.102130708,-4.9999e-06,-0.0111936185,-0.0007845367,0.000894023,-0.0005826918,-0.0160327609,-2.82502e-05,-0.0063771396,-2.30732e-05,-0.0009249854,-0.0005344003,0.0,-0.0013898984,-3.37704e-05,-0.0006288489,-0.0089950939,0.0006100812,-0.0036508396,-0.0122432873,-9.91622e-05,-0.0001809236,0.0041867968,-0.0001843898,-0.0025133453,-0.0076907292,-6.29252e-05,-0.0014787819,-3.04903e-05,-0.0158159403,-0.0002296591,-0.0036923341,0.0001613607,-0.0301132871,-0.0002065395,-0.0023210848,-0.0008813441,-0.0031588914,-2.38452e-05,-0.0015800823,-0.001267024,0.0,-0.0093938457,-7.09981e-05,-3.85562e-05,-0.0006171499,-0.0011319676,-0.0019240927,-4.90458e-05,-9.20721e-05,-0.0002703336,0.0,0.0040501428,-0.000924627,-0.0052078306,-0.0003108526,-0.0017704498,-0.0001109812,-0.0001731801,-0.0002015469,-0.0074341414,-0.0140824999,0.0,-0.0137157612,-3.53171e-05,-0.0004505188,-7.00774e-05,-0.00030431,-4.4412e-05,-0.0001324396,-0.0331507388,-0.0010739825,-5.77558e-05,-0.0099090998,-4.919e-05,0.0,-0.0114132468,0.2226957337,-0.0042749836,-0.0001194093,-0.0006716245,0.0,-8.90372e-05,-8.92579e-05,-3.33406e-05,-0.0136866634,-1.9987e-05,-0.0115632364,-0.0203025407,-0.0087478847,-0.0025563026,-0.0026120958,-0.000124108,-3.69107e-05,-0.0002197398,0.0016969726,-0.0444618756,-0.0006046711,-6.71343e-05,-0.000131079,-0.000117891,-0.0002158495,-5.25574e-05,0.0018400835,-0.0083430538,-1.211e-06,-0.0001147932,-2.48593e-05,-2.78698e-05,-0.0031627221,-0.0009919379,-0.0028854505,-4.60492e-05,-6.10106e-05,-0.0002167245,-0.0007701142,-0.0010020738,-0.006156486,-0.0023789627,-0.0558482675,-9.90152e-05,-0.0007384374,-3.59129e-05,0.0,-0.0011166663,-0.0660114797,-0.0001255671,-0.0011595409,-0.019855923,-0.0006943226,-0.0007423396,-0.0002380426,0.0,-4.28422e-05,-0.0019182816,0.0,-5.90674e-05,0.0,-0.0153646841,0.0004451222,-0.0010769653,-3.04319e-05,-8.43512e-05,0.0,-0.0016029708,0.0,-0.0257300684,-0.0001611183,0.0004545431,-0.0004303995,0.0,0.0,0.0039943591,-0.0006849692,0.0,-0.041090243,0.0,-0.0022685592,0.0,-0.0007307516,-0.0002655776,-0.0170032514,-3.39008e-05,-6.76152e-05,-0.0003034969,0.0,-7.43147e-05,-0.0003680359,0.0,-0.0017590525,-0.0011445693,-0.0004015961,-0.0015313103,-0.0375610546,-4.31234e-05,-0.0095678622,-0.0001504998,-9.48296e-05,-0.0282340416,-0.0113828557,-0.0424944962,-0.0017818109,-0.0061737804,-0.00198343,-0.0382757173,-5.22775e-05,-0.0143137512,-0.0108610305,-2.75446e-05,-0.000480188,-2.97352e-05,-0.0001757168,-0.000283865,-0.0004059036,-0.0028030136,-9.8379e-05,-0.0008338504,0.0003098546,0.0003457794,-0.0002519811,-0.0006071969,-0.0009031082,-0.0047763034,-0.0002241837,-6.41399e-05,0.0,-0.0001333753,-0.046714932,0.001747354,-3.44271e-05,-2.57076e-05,-0.0004321055,0.0003721984,-0.0019779252,-0.0002636502,-0.0057640073,0.0,-3.33133e-05,0.0003818367,-0.0007329214,-0.0028742764,-2.37849e-05,-3.93309e-05,2.64454e-05,-0.0003463307,-0.0310725684,-7.30569e-05,0.0,-5.40926e-05,-0.0007492269,-3.73939e-05,-0.0072414528,-0.0286730903,-0.0030425788,-0.0096634603,-4.53993e-05,-0.0052078337,0.0,-0.0005045993,-0.0194697397,0.0,-0.006840542,-0.003133437,-0.0138040123,-6.74332e-05,-3.67907e-05,-0.0001042309,-3.32379e-05,-0.0036078197
