,Porygon-Z,Mandibuzz,Weezing,Swoobat,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Spiritomb,Eelektross,Snorlax,Uxie,Swellow,Ambipom,Slurpuff,Hitmonlee,Gorebyss,Mimikyu,Poliwrath,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Milotic,Ditto,Aerodactyl,Marowak-Alola,Lilligant,Toxapex,Infernape,Pidgeot-Mega,Latias,Sableye,Landorus-Therian,Bisharp,Kyurem,Lucario,Sigilyph,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Abomasnow-Mega,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Minior,Klefki,Togekiss,Silvally-Steel,Gyarados-Mega,Crabominable,Raikou,Salamence,Buzzwole,Blastoise-Mega,Haxorus,Vikavolt,Absol-Mega,Glalie-Mega,Leafeon,Vivillon,Porygon2,Arcanine,Crawdaunt,Crobat,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Aron,Sawsbuck,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Swalot,Lycanroc,Lurantis,Empoleon,Zygarde,Togetic,Metagross,Dragalge,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Wailord,Ninetales,Carbink,Bellossom,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Stunfisk,Alomomola,Rotom-Mow,Poliwhirl,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Drapion,Braviary,Torkoal,Venomoth,Excadrill,Slaking,Smeargle,Whimsicott,Sharpedo,Cradily,Banette-Mega,Tentacruel,Kingler,Salazzle-Totem,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Dugtrio,Typhlosion,Primarina,Necrozma,Electivire,Suicune,Victreebel,Scizor,Silvally-Ground,Nidoking,Zapdos,Swampert-Mega,Linoone,Honchkrow,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Lycanroc-Midnight,Noivern,Registeel,Leavanny,Umbreon,Xatu,Nihilego,Heracross-Mega,Mismagius,Froslass,Camerupt,Sylveon,Azelf,Miltank,Pikachu,Zoroark,Salazzle,Shuckle,Diancie-Mega,Galvantula,Abomasnow,Tsareena,Mimikyu-Totem,Clefable,Alakazam,Jellicent,Mudsdale,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Claydol,Marowak-Alola-Totem,Flygon,Starmie,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Magneton,Espeon,Bouffalant,Lopunny-Mega,Kartana,Silvally,Azumarill,Mesprit,Murkrow,Articuno,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Manaphy,Wishiwashi,Probopass,Skarmory,Yanmega,Steelix-Mega,Heliolisk,Kingdra
Seedot,-0.0001867106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5068e-05,0.0,0.0,0.0,0.0,-5.1898e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015109922,0.0,0.0,0.0,-0.0023159876,0.0,-2.45347e-05,-0.0012108414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012231854,0.0,0.0,0.0,0.0,-0.0004649606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1472e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.10146e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414316928,0.0,0.0,0.0,0.0,-2.45018e-05,0.0,0.0,-1.53885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015695473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022306836,0.0,-6.02124e-05,0.0,-0.0010152608,0.0,0.0,0.0,0.0,-7.3925e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001936417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58006e-05,0.0,-8.0041e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001658947,-0.0085885116,0.0,0.0,0.0,0.0,0.0,0.0,-4.48572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.08085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0388729279,0.0,0.0,0.0,0.0,0.0,0.0,-5.6531e-06,0.0409115076,-1.0171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017756591,0.0,0.0,-5.5791e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.22496e-05,0.0,0.0,0.0,0.0,-4.3379e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401096871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21888e-05,0.0,0.0,0.0
Duosion,-0.0004823356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9191e-06,0.0176516194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3e-05,0.0,-0.0012284537,0.0,0.0,0.0,-0.0014271268,0.0,-0.0036500422,0.0,-0.0200408987,0.0,-0.005981191,0.0026382117,-6.33777e-05,-0.0031280069,0.0026728445,0.0040756923,-0.0044487625,-0.016110673,0.0,-7.89945e-05,0.0,0.0,0.0024372752,0.0,-0.0022043951,0.0,0.0,0.0,-0.0151243174,-0.0008054036,0.0,-0.0012011475,0.0,-0.0508428237,0.0,0.0,-4.16425e-05,-0.0001659519,-0.0074061571,0.0,0.0,0.0,0.0,0.0,-0.0002363026,0.0,0.0,-0.0042314353,-3.98409e-05,-0.0005435503,-0.0020410815,0.0,0.0,-0.000245355,0.0,-0.0009493917,0.000996841,-0.0001878346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0122734791,0.0,0.0,-0.0002572191,0.0,-0.0002524548,0.0146372271,-0.0003549094,-0.0001667852,0.0,-0.0043107061,0.0,0.0,0.0,-0.0009059571,0.0,0.0,0.0,0.0,-3.97537e-05,0.0,-4.87416e-05,-0.0002432298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007384141,0.0,0.0,0.0,-0.0004501256,0.0,0.0,-3.14164e-05,0.0,-0.0119120579,-0.0004241746,0.0,0.0121346124,-0.0001160064,0.0025402534,0.0,-0.0026227571,-0.0074105045,0.0178473437,0.0,-0.0001778275,0.0,-4.53655e-05,-1.73918e-05,-0.0042028196,0.0,-0.0098366518,-0.0056421868,-0.0003783997,0.0,0.0,0.0,0.0,-0.0001951741,-0.0164144931,0.0,0.0,0.0,0.0,0.0,-0.0002664681,0.0,-0.0043257658,0.0,-1.83322e-05,0.0,-1.38918e-05,0.0,-0.0015967364,-0.0001710495,0.0,0.0,-2.77058e-05,0.0,-0.0001231338,-0.0006510762,0.0,0.0,0.0434544875,0.0,-0.0221869883,-0.0001241162,0.0,0.0,0.0,0.0,0.0,0.0,-0.008605886,-0.0003173276,0.0,-0.0001054075,-6.00194e-05,-0.0027539628,-1.62324e-05,0.0,-1.95654e-05,-0.008229379,0.0406539637,0.0,0.0,0.0,0.0,-1.23601e-05,-0.0003682145,0.0,0.0,0.0,-0.0004023855,-7.95913e-05,0.0,0.0,0.0,0.0,-1.70342e-05,0.0,0.0,-0.001427321,-0.0006254249,-0.000573967,0.0,0.0112416956,0.0,0.0,0.0,0.0,0.0,0.0,-1.46039e-05,0.0,-2.62752e-05,-0.0018500371,0.0,0.0,0.0,-0.0057377619,0.0003015358,0.0,-0.0141057643,-0.0012502523,0.0,0.0,0.0,-0.0005441928,-0.006984668,0.0,0.0,-0.0063941824,0.0,0.0,0.0,0.0,-8.46086e-05,0.0,0.0,0.0,0.0,0.014643501,0.0,0.0,-0.0003811122,0.0,0.0,-0.0001333462,0.0,-0.0009071932,-0.0040933566,-7.73952e-05,0.0,0.0,0.0,0.0238158648,-0.0003660598,0.0,0.0,-0.0004685459,-6.66058e-05,0.0610075228,0.0,0.0,0.0,0.0,0.0,-0.0017404174,0.0178297245,0.0033477204,0.0,0.0,-2.34744e-05,-0.0001938301,0.0,0.0,0.0,0.0,0.0,0.0,-1.34694e-05,-1.52089e-05,0.0091173264,0.0,-0.000571967,0.0,0.0,-0.0096197139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swellow,-0.0150609034,-0.0621302873,0.0007778585,-0.0069707034,-0.0127537399,-0.0983622336,-0.0023810642,0.0041174505,-0.0898369042,-0.0046306983,-0.0009933872,-0.0012690583,0.1720760994,-0.0308000802,0.0,0.0607425714,0.0132534833,-0.001282949,-0.0008164661,4.9836556625,0.0059410512,0.0295862029,-0.0893848017,-0.0524334729,-0.2494338734,0.2560801654,-0.1390195675,-0.0274201743,4.9961718977,-0.0024290977,-1.1313875616,0.2824838472,-0.5824263573,-0.0055430751,0.0201184781,-0.0984486346,0.000138242,-0.0317488123,-0.3186651659,-1.4467112719,0.0108757572,0.0003106126,0.0043076058,-0.0500941476,-0.0251838817,0.0109496947,0.1429345788,0.028430909,-0.2256165945,-0.001254914,-1.1139088683,-0.0149578787,0.0586866741,-0.1170910994,0.0107302645,1.6447335779,-0.4496228749,-0.0466888489,-0.0020603682,0.1284057324,-0.4595368255,-0.0010770505,-0.2600376819,0.0004262711,0.0806171365,-0.0612969137,-0.0184551328,-0.0634714733,0.0338626925,-0.4075291503,0.0701953826,-0.051882677,0.0835463394,0.000106637,-0.0018806943,-0.0235558854,-0.0673730851,-0.0843643284,-0.319761284,-0.0179788234,-0.0222872344,-0.0049423326,-0.3761089898,-0.0655820741,-0.0831884987,-0.3108846603,0.0202715632,-1.1169626996,0.060816768,-0.0477026592,0.0060612811,-0.3302465817,-0.0216391959,0.0044020661,-0.0257031443,0.0756269086,-0.0015154573,-0.4388600012,-0.0044231938,-0.0307261399,-0.0282403428,-0.076626567,-0.0013016419,0.0187038049,-0.0013104941,0.0028848118,-0.0027341336,0.0329551183,-0.0040432269,0.2244004307,-0.0041610225,-0.132215445,-0.0063773146,-0.1945714193,0.1809137101,-0.0034426128,-0.0254416217,-0.2664470634,-0.7477522523,-0.4723681952,-0.3848151559,-0.0102807761,-0.0068564441,0.0317951335,-0.0021112796,-0.0143466936,-1.0856788687,-0.0386957035,0.0461257714,-0.5473464129,-0.0089198902,0.0062990982,-0.0458685332,-0.2229153929,-0.7212676251,0.0985471328,-0.1654607134,0.0224726048,-0.0018616654,-0.004550644,-0.0016865638,5.0481828622,-0.0428335605,-0.6969525785,-0.544835738,-0.0368878653,0.0002537611,-0.0069022387,0.0204908783,-0.0012099774,-0.0084240322,-1.4101781846,-0.0010932132,-0.0448552996,-0.0034266134,0.0260878015,-0.0112911447,0.3407490571,-0.0086156811,-0.4130428754,0.0036265001,-0.0017600724,0.0907516742,-0.0028981893,-0.0017763326,-0.0134158742,0.0168753622,-0.0242868114,0.0167378548,-0.0027007115,0.0017187298,0.0168342777,0.1175486862,-0.0168016457,0.042550134,-0.136193978,-0.0311837943,-1.3963012843,-0.0121922245,0.0019615361,-0.0052832845,-0.0560605929,-2.2748034238,-0.00035202,0.0052926764,-0.5754146963,0.1049739854,0.0222113962,0.0020372007,0.0221243008,-0.0983043643,-0.0014401135,0.0,-0.0017252227,-0.690340763,-0.0033720391,0.1543198283,-0.0015808565,0.0557670977,0.0059113686,0.0175787,-0.0155384251,0.0041531372,-0.0082436465,0.0410054497,-0.0306976782,0.0321983683,0.003197225,0.1038326971,0.184938194,0.0019046106,-0.0014677524,0.0004360601,-1.6560860076,-0.051744811,-0.0921119127,0.0793171568,0.0398433682,0.0532603026,0.0234414572,0.0400562018,-0.0005605829,0.0301830817,0.0084086653,-0.0462788018,4.97805e-05,-0.1299925927,-0.0022798881,-0.171760684,0.1759034501,0.0173894807,-1.1189047934,-0.5572733535,0.0114391045,-0.0008226927,4.567195728,-0.1179709881,-1.9174622583,-0.1008789179,-0.395640241,-0.0529957037,-0.6807074968,-0.0014049394,-0.7945377256,-0.3158363491,-0.0012240658,-0.0014451847,-0.0036919873,0.0041565512,-0.0072998701,0.0431917831,-0.0653425977,0.03416152,-0.0012109853,0.0590124068,-0.0024432784,0.0045430003,0.0911187489,0.0488391147,0.0034914589,-0.0037493434,0.0022996749,-0.0002753555,-0.2367543015,0.1111030848,0.0052585984,0.0292173892,-0.0212299149,-1.4964389134,0.1107262999,-0.0009470591,-0.0010540675,-0.0253955461,-0.0059758423,-0.3987791127,-0.0109995906,-0.2512016313,-0.0043050429,-0.0014583062,0.0268232829,-0.1549834294,-0.0055269645,0.1543857622,0.0241355797,-0.0024796327,-0.0022834792,-0.0142521589,-0.0054346519,0.9882130087,-1.628639451,0.2466053426,-0.1663039639,-0.0017182605,-0.0013131257,-0.0013634621,-0.3270596342,0.0089697784,0.0535553442,-0.0088589843,-0.008424798,-0.8808068917,-0.1258310758,-0.002635596,-0.002897,-0.9990206457,-0.0028609814,0.0020017868,-0.0010439305,-0.2063728904
Eevee,0.0029012496,-0.0007049315,-2.33492e-05,-6.34329e-05,-0.0001628187,-0.0033552461,-2.63165e-05,-0.0001330429,-0.0008218409,-4.24618e-05,0.0,7.9822e-06,-0.0001774669,-0.000280311,-4.66846e-05,-2.30375e-05,0.001452041,0.0,0.0,-0.003199997,0.0001195335,-2.1869e-05,-0.0010875709,-0.0009149999,-0.0023969714,-0.0002768577,-0.0011364029,-0.0003404242,-0.0034593393,-6.66813e-05,-0.0175226257,-0.0002379093,-0.0053032912,4.7789e-06,-5.62239e-05,0.0063833424,3.43239e-05,-0.0006358708,0.002353646,-0.0142028215,-9.27647e-05,-7.00758e-05,0.0,-0.0010105314,-0.0002293019,0.0009920751,-0.0009924918,-0.0001058421,-0.0027951702,0.0,-0.0133058181,0.0002761695,-4.16121e-05,-0.0009362906,0.0006824376,-0.0350343643,-0.0043091984,-0.000428818,-2.09944e-05,-0.0001471912,-0.0065580734,0.0,-0.0023280729,0.0,-0.0013506887,-0.0009091845,-0.0002096233,-0.0004489349,-2.41863e-05,-0.0024453558,-3.62886e-05,0.0177923377,-0.0014924792,-9.34532e-05,-7.43972e-05,0.0,-0.0006146197,-0.0008422023,-0.0029056586,-0.0001440735,-0.0002746655,0.0003906933,-0.0068484645,-0.0006077445,0.0020728846,-0.0032626997,-1.07733e-05,-0.0099297125,0.0008144354,-0.0011688186,-0.0002281782,-0.0033264422,-0.0002239518,-3.76786e-05,-0.000314839,-0.0001338643,-1.37916e-05,-0.0038342625,0.0,-0.0002692655,0.0013321374,-0.0008048271,-0.0001031317,-5.61499e-05,-1.45095e-05,0.0016188235,-3.52654e-05,0.003023357,0.0,-0.0002157684,-0.0001634369,0.0018070422,-4.27415e-05,0.0043904002,-0.0004609431,-9.9529e-06,-0.0002474013,0.0114333401,-0.0070489133,0.0,-0.0035341784,-0.0003349564,-6.38454e-05,-0.0002175373,-2.78694e-05,0.0,-0.0081679143,-0.0001680232,-2.92518e-05,-0.0050804375,-0.0001028952,0.0082603083,-0.0027130494,-0.0019523488,-0.0065738607,0.018850843,-0.0015859854,-0.0001577492,-1.63222e-05,-4.13083e-05,0.0,-0.0037247841,-0.0028935309,-0.0061818395,-0.0050022077,-0.0002949214,-0.0001821351,-6.28097e-05,-4.46361e-05,2.1984e-06,-0.0001711823,-0.0146338995,-1.10031e-05,-0.0004437619,0.0031687656,3.22959e-05,-0.0001285419,0.0010752151,0.0027984716,-0.0038373729,-3.34496e-05,0.0010510693,-3.27725e-05,0.0,0.0,-0.0012018888,-0.0001517374,-0.0010540641,-1.47535e-05,-2.45662e-05,0.0012713777,0.0005318316,-0.0005742262,0.0,-3.2405e-05,-0.0019838725,-0.0003394195,-0.0196551147,0.0,-5.87978e-05,0.008350207,0.0,-0.0222661323,-1.3855e-05,-0.0001027978,0.0060935237,-0.0002814995,0.0080412937,0.0,0.0,-0.0024430315,-1.44032e-05,0.0,0.0,-0.0073012429,-3.06853e-05,0.0012658863,-1.48227e-05,-0.0001491805,0.0145645695,-1.09646e-05,-0.0003266416,0.0,-0.0046487247,0.0002870169,0.0006610185,-2.98781e-05,0.0,0.0202422465,-3.37244e-05,0.0012403896,0.0,0.0,-0.0161200146,0.0134303921,-0.0001461052,0.0011248502,-0.0001824186,-0.0035187699,-3.72116e-05,-8.7147e-06,-1.01002e-05,-1.81096e-05,-0.0002910118,0.000748164,-4.2808e-06,-0.0012323417,0.0,-0.001641162,0.0,0.0008357307,-0.0141755988,-0.0050822151,0.0221875811,0.001294403,-0.0118208789,-0.0010940352,-0.0192411447,0.0,-0.004068934,-0.0004825899,-0.0061959997,-1.27854e-05,-0.0011239196,-0.0051001076,-7.4142e-06,3.56395e-05,0.0,-2.19538e-05,0.0020495576,-0.0001739263,-0.0005396961,-0.0009126808,-1.10191e-05,0.0182424275,-2.20135e-05,0.0028594476,-0.0003380833,-3.18697e-05,0.0004745963,0.0027451015,-0.000165572,-0.0007891955,-0.0007678162,2.12686e-05,2.8365e-05,-9.9411e-06,-0.000194589,-0.0148928665,-0.0002190633,-2.8314e-05,-9.5921e-06,-0.0004166334,-5.91113e-05,0.0220438754,0.000812223,-0.0046127247,-4.11264e-05,-1.32986e-05,-1.39415e-05,-0.0015439182,-5.98662e-05,-0.0097684139,-6.37927e-05,-2.2565e-05,-2.08264e-05,0.0237454515,0.0,-0.0030343892,-0.0180699235,-9.7901e-06,0.0220010452,-1.59433e-05,0.0006954099,-1.34917e-05,-0.0048936096,-1.58421e-05,-0.0005073901,-0.0001217244,-3.01744e-05,-0.0085260552,-0.0011636263,-2.39837e-05,0.0,-0.0116638376,0.0221755104,-4.70503e-05,-1.43195e-05,-0.0018765232
Poliwrath,0.4783819683,-0.0081190392,0.0108247435,-0.0013602681,0.1377527321,-0.0675216136,-0.0005254855,-0.0029272825,-0.0175716829,0.1313957278,-0.0002237753,0.0008378323,0.1034388117,-0.0060577435,0.0059542221,-0.0004995222,-0.000563836,0.0017236952,-0.0002343553,-0.0928764413,0.0,0.0028883501,-0.0235586278,-0.019409406,-0.0800859762,0.0065292843,-0.0273265763,-0.0075894692,-0.0578646463,0.0004221965,-0.3728951681,-0.0051431638,-0.1147367242,0.0012776613,-0.0009267795,-0.0598300645,-0.0004402704,-0.0137309374,0.3877448035,-0.2002198916,-0.0016995422,-0.0014904138,-0.0011918532,-0.0217782335,-0.0049578804,0.0006522557,-0.0233995024,0.0966146676,-0.0452257669,3.74984e-05,-0.2777956709,0.0214597573,-0.0008805388,0.0050317643,-0.0005240668,-0.9558234238,-0.091759227,0.0,-0.0003347776,-0.0029768787,-0.131838614,-0.0001881705,-0.0539140124,-0.0003819111,-0.0291209126,-0.0195974163,-0.0045316744,-0.0129305943,-0.0043727181,-0.0811820509,-0.0007757201,-0.0104239033,-0.0206997734,0.0082535367,-0.0001850338,-0.0047258314,-0.000238881,-0.0182068822,-0.0633613173,-0.00360219,0.0735539756,-0.0009811464,-0.0671429136,-0.0131379078,-0.0212328247,-0.0702539582,3.3076e-05,0.2429889515,-0.0027380194,-0.0252624589,0.0231349678,-0.0712817543,-0.0047279668,-0.0008145442,-0.0021659956,-0.0024132845,-0.0002981497,4.27371e-05,-0.0008575813,-0.0060494123,0.0010407267,-0.0153490285,-0.0017516965,-0.0012109523,-0.0002853819,-0.0012753988,-0.0007246706,-0.0003739175,0.0057185741,-0.002647917,0.004126958,-0.0266325509,0.0272716948,-0.0294026117,0.4592990603,-0.0006785267,-0.0052678321,-0.0757441999,-0.1460264465,0.043998789,-0.0750638507,-0.0085857543,0.1325716268,0.5180501075,0.0036338236,0.0224573054,0.2987095324,-0.0079198397,-0.0010110847,-0.1097957605,-0.0020386506,0.0283078433,0.1037515773,-0.0429130418,0.1554384581,0.0119824433,0.0993427341,-0.0020329086,-0.0003662302,-0.0006461497,-0.0003334142,-0.0784159121,-0.0568902588,-0.1452457543,0.893088211,-0.0072567299,-0.0085992016,-0.0013526583,-0.0009666944,-0.0002380316,0.0010740028,-0.1808590747,-0.0002369633,-0.0092561936,0.0058069015,0.0011191907,0.0218950237,0.0163597612,-0.0009869322,-0.0818323853,-0.0007231196,0.0010270586,0.0028688921,-0.0005701435,-0.0003936482,-0.0264369801,-0.0030439105,-0.0139196968,-0.0003203166,4.95234e-05,-0.0035195113,-0.0023610198,-0.0123938849,0.0183406852,-0.0007005908,-0.0437619787,-0.0067369041,-0.4245756075,-0.0024007833,-0.0012629646,-0.0008246928,-0.0108184753,-0.2742075065,0.0124631811,-0.0021874736,-0.1513238302,-0.0060795724,-0.0087515966,-0.0020206651,-0.0011510156,-0.0527444513,-7.50667e-05,-0.0004164847,-0.0003752136,-0.0410758667,-0.0006551734,-0.0053167039,-0.0003205206,-0.0028794802,-0.0003632578,-0.0002370343,-0.0070614026,0.0064827034,-0.0897782707,-0.0007596769,-0.0077167144,-0.0015263552,0.0003559703,-0.0003917071,-0.0009579291,0.0273116487,-0.0003115863,-0.0003588617,-0.212284496,-0.026604922,-0.0181237644,-0.0108711572,-0.0039285866,-0.1275935911,0.0,-0.0010652476,4.03688e-05,0.004557693,0.0254406116,-0.0101843088,0.0002463516,-0.026640986,-0.0004591346,-0.0354461557,-0.0003757035,-0.0161612395,0.2265116412,0.27713094,-0.0003480627,-0.0003341144,0.6876837624,-0.0239694608,-0.3070430013,-0.0203279468,-0.0810302337,-0.0104286618,-0.1332722002,-0.0002763971,-0.1585730101,0.4009667925,-0.000250653,0.001350702,-0.0007296145,-0.0004746545,-0.0014639941,-0.0037223064,-0.0152201673,-0.0182163288,-0.0002361504,-0.0006937995,-0.0004808751,-0.00143316,-0.0072944664,0.0006848979,0.088454229,-0.0025004048,-0.0009573473,-0.0174228474,-0.0782637126,-0.0014823635,-0.0004216112,0.00356462,-0.0041858711,-0.3282296454,0.014811205,-0.0006247791,-0.0001099454,-0.0066429532,-0.0012777935,-0.0792323422,-0.0040687645,-0.1000266533,-0.0006336883,-0.0002874925,0.0002791701,-0.0236300711,-0.0012942302,-0.2065481989,-0.0007713042,-0.0004503887,-0.0004382488,0.0019788731,-0.0010691266,-0.0655677951,-0.3866716461,0.0,-0.0366328227,-0.0002688861,5.00421e-05,-0.0002916666,-0.1049035564,0.0012117961,-0.0109517815,0.0,-0.0016337065,-0.1844742832,-0.0258807488,0.0116991037,-0.0003257505,-0.272782102,0.0013751148,-0.0009725596,-0.0002652286,0.009379069
