,Porygon-Z,Mandibuzz,Swoobat,Toxicroak,Volcarona,Salazzle,Raichu-Alola,Swampert,Eelektross,Archeops,Snorlax,Uxie,Swellow,Slurpuff,Hitmonlee,Gorebyss,Mimikyu,Poliwrath,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Kecleon,Xurkitree,Alakazam-Mega,Bronzong,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Darmanitan,Milotic,Ditto,Aerodactyl,Marowak-Alola,Stakataka,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Lapras,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Tyranitar-Mega,Rampardos,Mantine,Sigilyph,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Kricketune,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Naganadel,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Pangoro,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Togekiss,Silvally-Steel,Gyarados-Mega,Raikou,Salamence,Buzzwole,Haxorus,Vikavolt,Absol-Mega,Jellicent,Glalie-Mega,Porygon2,Crawdaunt,Crobat,Guzzlord,Mamoswine,Omastar,Marowak-Alola-Totem,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Shiinotic,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Type: Null,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Lurantis,Empoleon,Zygarde,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Rhyperior,Quagsire,Florges,Tangela,Ninetales,Carbink,Dragonite,Donphan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Tyrantrum,Sceptile,Moltres,Terrakion,Magearna,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Alomomola,Rotom-Mow,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Roserade,Braviary,Torkoal,Excadrill,Slaking,Smeargle,Whimsicott,Sharpedo,Cradily,Banette-Mega,Tentacruel,Bibarel,Kingler,Greninja-Ash,Simipour,Golbat,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sableye,Dugtrio,Typhlosion,Primarina,Necrozma,Dodrio,Electivire,Suicune,Scizor,Silvally-Ground,Metagross,Nidoking,Zapdos,Swampert-Mega,Silvally-Ghost,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Shelmet,Noivern,Registeel,Leavanny,Umbreon,Xatu,Nihilego,Heracross-Mega,Clamperl,Silvally,Sylveon,Azelf,Trevenant,Pikachu,Zoroark,Accelgor,Goodra,Shuckle,Diancie-Mega,Galvantula,Mimikyu-Totem,Abomasnow-Mega,Clefable,Minior,Froslass,Mudsdale,Toxapex,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Flygon,Starmie,Cherrim,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Armaldo,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Swirlix,Manaphy,Wishiwashi,Tsareena,Skarmory,Yanmega,Simisage,Steelix-Mega,Gumshoos,Heliolisk,Kingdra
Fletchinder,0.0001177512,0.0,3.0013e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000430104,0.0,0.0,6.52316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51376e-05,0.0,0.0,0.0,0.0,0.0,2.51376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26136e-05,0.0,0.0,0.0,0.0,0.0004300745,0.0,0.0,0.0,0.0,0.0004300745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44e-08,0.0,0.0,1.83824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0013e-06,0.0,0.0004300745,0.0,0.0,0.0,0.0,6.52316e-05,0.0,0.0,0.0,0.0,9.26136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26136e-05,0.0,0.0,1.83824e-05,0.0,4.35201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004300745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44e-08,0.0,6.52316e-05,0.0,0.0,0.0,0.0,0.0,2.95e-08,0.0,0.0,0.0,1.83824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0013e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Archeops,-0.0010747965,-0.0073956565,-0.0009334436,-0.0076010127,-0.0745508262,0.0002421805,-0.004069493,-0.0019328414,-0.0003941844,0.0,-0.0033342728,-0.0611074724,-0.0011923949,-0.0049619887,-0.0007426723,-0.0016836586,-0.2122724046,0.0011717912,-0.0004091026,-0.0709602259,-0.0153651748,-0.1000642538,0.3572646006,-0.0891568121,-0.0004882587,-0.007609919,-0.0599510119,-0.0070870518,-0.4792973513,0.061201745,-0.142883137,-0.0011383944,-0.0005139074,-0.0048105308,-0.1211958786,-0.0103900959,0.6078171159,-0.0012857567,-0.4943125802,-0.0008227409,0.003370757,-0.0013993613,-0.037775218,-0.0026019196,-0.0035436874,0.0021180554,-0.1185928845,0.0028255251,-0.0411584024,0.6316080497,-0.0077939002,-0.0035171233,-0.0410777003,0.0111488724,-1.955160332,0.0015034754,-0.2547967153,0.0,0.0021086792,-0.0020747031,-0.2478465606,-0.1274459597,-0.0007319318,0.3259957161,-0.00087142,-0.0065696245,0.0150218402,-0.0003323063,-0.0057171358,-0.0008976785,0.2821779831,-0.0946212597,-0.0004128644,-0.0115060251,0.0636481906,-0.0031101458,-0.0010359673,-0.0009178442,0.9645816161,-0.0123476395,-0.1540154729,0.0012322671,-0.0096672217,-0.2626675446,-0.06571522,0.1017261532,-0.2461762148,0.0001383038,-0.2980201149,-0.000687543,0.111898233,-0.0326903008,0.0084091336,-0.0355830359,-0.0010704023,-0.0039372616,-0.0049320996,-0.0012525835,-0.2310285101,-0.0065347354,-0.0085517817,-0.0319778875,0.0024895256,0.0020860848,0.005513065,0.001089048,-0.0001534924,-0.0283851065,-0.0668459405,-0.0012832698,-0.0012887996,-0.0356753421,-0.0220618151,-0.0005022912,-0.0027297535,-0.1613990355,-0.1061639956,-0.0749612064,-0.1444301448,-0.0204777602,-0.0080698697,-0.005668186,-0.0014651107,-0.003181924,-0.4816824794,-0.0284075254,-0.0030091063,-0.0003726516,-0.2495967937,-0.0038897856,-0.0007476451,-0.1297330583,-0.0310596341,-0.0778955535,0.0051807251,-0.0217503956,0.7948105755,-0.0004733138,-0.0007484231,-0.0348825428,-0.0844223527,0.706166758,-0.1414477735,-0.0023691018,-0.0184676282,-0.0010127392,-0.0023043534,0.0039594271,0.0075390449,-0.1148555441,-0.0132155672,-0.0024568769,0.0040670583,-0.0003384103,-0.0022366989,-0.0009615234,-0.0793704742,-0.005337465,0.0,0.0062652546,-0.0018106332,0.7408957284,-0.0047447591,-0.0543055827,-0.0010695155,-0.003535358,0.0049069596,0.0307025384,-0.0519197341,-0.0004383661,-0.0432847512,-0.0582668934,0.1774128816,-0.0011542972,-0.0005627431,-0.0005062964,0.0011594098,-0.0026810268,0.0694594733,-0.9870371081,-0.0110994743,-0.2602189154,-0.006767383,-0.0026596863,-0.011308539,-0.0017502126,-0.0947126527,-0.000626708,0.0,-0.0003864547,0.5957612722,-0.0007420029,0.0009139616,-0.00178014,-0.000947118,-0.0096253492,-0.3216772637,-0.001851312,-0.0122264211,-0.0034958284,0.0008708721,0.0017316025,-0.0040316412,-0.0130627526,-0.0008173492,-0.0011921116,0.724866917,-0.0012727975,0.0,-0.0649950705,-0.036204167,-0.007805928,0.0099270463,0.5846378518,0.0148931495,-0.0004631201,-0.0005043538,-0.0006526705,-0.0057223314,0.0036960839,-0.0003884573,0.7132834662,-0.0666299647,0.1077604625,0.0,-0.0061945952,-0.0086640857,-0.1689257163,-0.1384356697,0.0,1.3438917164,-0.0222062356,-0.4911354317,-0.0207652057,0.7472353176,-0.0104962361,-0.0826259356,-0.0005320577,-0.3880443872,-0.4417772078,0.0,-0.0004393239,-0.0069153947,-0.0005779547,-0.0025747304,-0.0031706951,-0.0405478703,-0.0271113149,0.0,-0.0006510214,0.0133934525,-0.0081797574,-0.000180916,-0.0018129638,-0.0028100517,-0.0020403408,-0.0015002511,-0.0745081232,-0.1781417533,-0.0065748059,-0.0024042496,-0.000552584,-0.417379327,-0.0011319559,-0.0007919181,-0.0006296509,-0.4994552145,-0.002758914,-0.0004040336,-0.0868862745,-0.0065755364,-0.0966776193,-0.0008370077,0.0165717868,0.007280819,0.0,-0.0033681346,-0.2863199181,0.3372839782,-0.0026866225,-0.0013398571,-0.0015594239,-0.0022312691,-0.2917156447,-0.6588032862,-0.0489299123,-0.0743818629,-0.0034996775,-0.0243886666,-0.0025495131,0.0061575249,-0.2072448178,-0.001584017,0.3191468189,-0.0004749434,-0.0010550344,-0.3548427245,0.0874370886,-0.0008543908,0.1236148002,-0.0006921741,-0.0006338371,-0.0737727676
Mandibuzz,0.1150055021,0.0,-0.035606669,-0.0902160863,0.8635203129,-0.0124216776,-0.0437864195,-0.0212554628,0.0708178626,-0.0071234565,0.0818301994,-0.7606129351,0.1393689887,-0.0594785915,-0.0095925696,-0.020248593,-2.5218081287,-0.0151608749,-0.000963031,-0.6590884483,3.5398973933,-0.9967417258,0.3844091417,-0.987323672,0.0108234226,0.357188666,-0.5899971798,-0.0661265303,14.0779335355,4.1966236989,-1.7122401384,-0.0136858151,-0.0061785844,0.2020804069,-0.000867313,0.0140715867,-1.7259629969,-0.0149863022,2.6289956427,0.1102900437,-0.0080082665,-0.0156682233,0.1461811085,-0.0316047591,0.2481642907,0.0784232307,-1.254913429,-0.0359805891,0.3822437822,-2.2316026211,0.3437443521,-0.0204670407,-0.4347570101,-0.0104520319,-19.121312431,0.0904575651,-2.657991148,0.2279948711,-0.0692650365,0.6847236116,2.5319351574,-1.4997359399,0.0117435269,-1.063851243,0.007047634,-0.0770092182,0.1383865647,0.0522305708,0.137150931,-0.0107923369,4.6192524602,-0.4002315615,-0.0042788546,1.9454399834,-0.6662354952,-0.0374034925,-0.0061677494,0.2753642022,-4.8683207001,0.3170897361,-0.1207692416,0.41248254,-0.0685360523,-1.9288424201,-0.5603326556,0.4942226204,-2.7320846684,0.2329835897,-3.2812134159,0.0009583534,-0.0686221455,-0.401386397,-0.0728209193,1.1343756317,-0.0107729362,0.10697133,-0.0345770718,-0.0150642496,-2.5157502502,0.0715886874,0.1693008198,-0.2827449861,-0.0120665664,-0.0066312489,-0.0126523724,0.0924780768,-0.0143407367,-0.0524614749,-0.7449539643,0.0089805182,-0.0154997975,0.1753080969,-0.2857427085,0.0168321624,0.0257231925,3.3565208686,-0.3152574304,-0.4395170463,-1.5077594276,-0.1542144477,-0.0867333761,-0.0527441285,-0.0170986567,-0.0648102172,-4.961437344,-0.2830867084,-0.0361855859,-0.0039627826,-2.8869195488,0.438797251,0.001971739,6.0637235882,1.3175684246,0.3953559516,0.9760904612,-0.2557163761,-0.0332132374,-0.0066462195,-0.0097090184,-1.8667289981,-0.3945634929,-1.9330061469,-1.1534315199,-0.0273090937,-0.1836904674,-0.0135664297,-0.0316806979,-0.0079360202,4.6333095344,-2.6210893311,0.410891392,-0.0289307953,-0.0153357597,-0.0023590878,1.0725655333,0.1311564055,3.5088410933,0.2272057708,-0.0044021643,-0.0086085579,-0.0220300794,0.1174398437,0.2100678676,-0.5485506639,0.0091376477,0.1861473298,0.068523044,5.2729259621,-0.0742999494,-0.0054157488,2.1063349077,-0.7734469105,-3.9509690824,-0.0138757215,-0.0069213307,-0.0261782153,-0.0012355955,-0.0028954823,0.9950004191,-10.3881425421,-0.1216847315,-2.1452077745,0.3911229073,-0.0599051595,-0.1362107264,-0.0109595127,-0.7564806287,-0.0075537679,-0.004949918,-0.0045977128,-2.8970995193,0.1349919214,0.5638733005,0.0188740926,0.0195498354,-0.1084812968,-0.9950534537,-0.0081163526,-0.1425732773,-0.0072388508,-0.0033794786,-0.0047008509,0.0562603355,-0.0463254596,-0.0098299507,-0.014245807,-5.9163472721,-0.0157739373,-0.0069470683,-0.4384740476,-0.4339801646,-0.0384918901,-0.0736116822,-1.3627257813,0.5327462039,0.0358026181,0.0132306676,-0.0092927708,0.0924358616,0.0941161141,-0.0049060396,0.2557052923,0.0894163672,0.3582000729,-0.0239222402,0.6547616795,2.9208497371,-2.7329147207,-1.2623357695,-0.0054178176,-2.5793190581,0.1007268543,-5.1064816713,-0.1915667431,-0.9226691578,0.1603298622,-0.953154755,0.4675513444,-2.9354122441,-4.5727416407,0.0,0.0155730247,-0.0497507103,-0.0069650081,0.2649774965,-0.0082460884,-0.2057190498,-0.2805276159,-0.0510328807,-0.0349694147,0.1416598165,-0.1213652593,-0.0034157828,-0.028494711,-0.0093036926,-0.0106417625,1.0714131556,-0.8973708963,-1.8657739673,0.0125634284,-0.0286339714,0.1502837112,5.3744497785,0.0375051699,0.0564132646,0.1275906283,3.5475849489,-0.0321950933,-0.0046661118,-0.6931387991,-0.0791746293,-1.1286435157,-0.0084791505,0.3028602656,-0.0551691012,-0.0053847474,0.0912331225,-3.3473624323,-0.3740209861,-0.0282854702,-0.0161178414,4.3028565161,-0.0268302063,-3.1740282866,-7.300207241,-0.5287154086,-0.6568778379,-0.0288080593,-0.1523177094,3.9411598372,-0.0098006407,3.8618890814,0.0,-0.0627727618,-0.0057105387,-0.0121400563,-2.2807344387,-0.0055714839,-0.0102753674,0.1378988567,-0.0068253413,0.0013996224,-0.5706697935
Swellow,0.1066007926,0.1393274541,0.1460238342,-0.0140004722,-0.0917212516,0.0030405113,-0.0079069648,-0.0042920116,0.0225049275,-0.0011518254,0.0190072703,-0.1234385665,0.0,0.0548074151,0.0119367097,-0.00327482,-0.4865155345,-0.0024390983,0.0220816422,-0.1272249061,0.022739629,-0.0973008747,0.0141326801,-0.173522418,-0.0009469783,0.0109638315,-0.1647994143,-0.0086137873,-0.512143136,0.0438160812,-0.2618658603,0.0038488907,0.0339490238,-0.0011361593,0.1313024552,-0.0025484591,-0.3156766475,-0.0025007104,-0.8542939888,0.0147774235,-0.00774393,-0.0027218428,-0.0729106555,-0.005192639,-0.0081917292,0.007560753,0.157240227,0.0651139838,-0.0444623922,-0.4013737919,0.0605447303,0.0431743258,-0.0736234013,0.0,0.5138615702,0.0427563943,-0.4527694394,-0.0268091517,-0.0106493667,0.0010712836,-0.4707549999,-0.2570919963,-0.0024115461,-0.1777127176,0.0695409416,-0.0127421649,-0.0002751611,-0.0033405221,-0.035989181,-0.0017460401,-0.011345567,0.0160770827,-0.0007772079,-0.0218922255,0.2312523405,0.0,-0.0025651196,0.1513171327,-1.1157888593,-0.0032586245,-0.2602557632,-0.0109344098,-0.0156059104,-0.0147007896,-0.1226641426,-0.0081712382,0.0996912697,0.0041675303,-0.4201460279,0.0106642754,-0.0113616819,-0.0677170763,-0.0141345585,-0.0692009425,-0.0001813094,-0.0384148538,0.0233649793,0.0028397411,-0.4935509541,-0.0126953235,0.055238,0.0034661402,0.0133987938,0.0009116448,0.0562215917,-0.0014261876,-0.003223116,-0.0464827324,-0.1198132912,0.0886599696,-0.0025041662,-0.0736041125,-0.0459220075,-0.0008253741,0.0048983527,-0.3074318397,-0.5973172975,-0.1462444161,-0.185098823,-0.0350888716,-0.0137390927,-0.0023562096,0.043097408,0.0336262617,2.7055118738,-0.0534116315,-0.0054256255,-0.0007131342,-0.4720856961,0.0136681799,-0.0015847073,-0.167941938,-0.0808340576,-0.1815499013,0.1588147282,0.0010478827,-0.0053715612,0.0005982428,-0.0015700428,-0.5320943687,-0.1223788678,3.4304464441,-0.2225666395,-0.0048699458,-0.0355418576,0.4567377407,-0.0036796464,0.0099096743,-0.0139891453,-0.842239045,-0.0237096707,-0.0036988739,0.0582150614,0.1578529413,0.0121780456,-0.0030325187,-0.1516129678,-0.0100823439,0.000369779,0.1090948301,-0.003562941,-0.0863873195,0.0254775742,-0.1014260181,-0.0021121154,0.0809695182,0.3407435223,0.0138494461,-0.0970599203,-0.0001567568,-0.1018023594,-0.1281522276,-1.152344928,-0.0022414143,-0.0008735004,-0.0044121815,-0.0006630303,-0.005214764,-0.0357954072,-1.8300110336,0.1145650992,-0.456115832,-0.0089085835,-0.005867062,3.5742010436,-0.0023832215,-0.1830735902,-0.0012216767,-0.0007603859,0.0081836309,-0.4991942249,-0.001442988,0.1127429079,-0.0034280639,-0.002193491,-0.0169700567,-0.4431708676,0.5681256593,0.2150380941,-0.0052089348,-0.0003324858,-0.0008838842,-0.0083091003,-0.025065944,-0.001184455,-0.0023080706,-1.0958544167,-0.0025511306,-0.0023069025,0.0732513588,-0.070145183,-0.0094100028,-0.009938772,0.0041651576,-0.0012581145,-0.0008992782,0.0019559097,0.0044094376,-0.0013909925,-0.0344400575,-0.0007937332,0.0036378528,-0.0683538485,0.0021414823,-0.0038689616,0.0490163507,-0.004230702,-0.5458475242,-0.1761919649,0.0,2.5512114315,-0.0136206458,-1.2345302304,-0.0390081409,-0.1990994183,0.0450172029,-0.1607232395,-0.0016063145,-0.7315981995,-0.8337543816,0.0,0.0001602812,-0.0126386749,-0.0007102651,0.003223345,0.0197662017,-0.0868206915,-0.0522872867,-0.0082535855,-0.0076252529,0.0047265047,-0.0103600773,-0.0005898995,0.0032512601,0.0011879154,0.0013317595,0.0812421183,-0.1280719561,0.4934000193,0.0109380878,-0.0042990954,-0.0054652622,-0.7705775203,-0.0019462753,-0.0014869134,0.0122492293,-0.4375634092,-0.0034078448,-0.0007857913,-0.1439205436,-0.0103356942,-0.1830272525,-0.0016280312,0.0124627081,-0.0135776937,-0.0008327948,0.0394235728,-0.5644437769,-0.0411651562,0.0049196481,-0.0026067495,0.1052534777,-0.0043399237,-0.2385638486,-1.0437465969,-0.0311669962,-0.1335371828,-0.0055391064,-0.0566238955,-0.0049589603,-0.0055912844,-0.3327311597,-0.0030823082,0.0327628193,-0.0009237998,-0.002044793,-0.6827436235,0.0190360035,-0.001661841,-0.0028680674,-0.0013204871,0.0004409046,-0.1240204395
Eevee,-0.000341946,-0.0009176535,-0.0003673428,-0.0009455597,-0.0103139887,-0.0002220197,-0.0004808235,-0.0002978093,-6.97251e-05,0.0,-0.0003983721,0.0540139845,0.0,-0.0006193017,-0.0001007105,-0.0002080704,-0.0310034535,-0.0001564412,2.14736e-05,-0.0088029131,-0.0012622648,-0.012421709,-0.0023095073,-0.0110698599,-6.05774e-05,-0.0010266279,-0.0134563006,0.0,-0.0501301676,0.0,-0.0177280664,-0.0001412728,-6.37626e-05,-0.0006133348,-0.0153280405,-0.0012667199,-0.0233767802,0.0,-0.0513034814,-0.0001648468,-0.0004802091,-0.0001734772,-0.0047842286,-0.0003318722,-0.0006672959,-0.0003890611,-0.0159687765,-0.0004237466,-0.0110708432,-0.0259673857,-0.0009609967,-0.0003589378,-0.0050966787,0.0,-0.1188245276,-5.10496e-05,-0.0320016702,0.0,-0.0005335381,-0.0003342208,-0.0311920419,0.0005260784,0.0,0.0152433379,-0.0001082542,-0.0008187982,0.0013043822,0.0,0.0222199057,0.0,-0.0016192452,-0.0117400547,-5.12264e-05,-0.0013587996,-0.0085566066,0.0,-0.0001638338,-0.0004328699,-0.0715317972,-0.0015328361,-0.0194310818,-0.0005741307,-0.0012181663,-0.0208245547,0.0191501267,-0.0018155258,-0.0246672262,-6.05913e-05,-0.0125219457,-7.9469e-05,0.0,-0.0044702367,0.0,-0.0044128163,-0.0001833646,-0.0024727131,0.0300566735,0.0,-0.0318203144,-0.0006554611,-0.0009534604,0.0,2.13903e-05,-0.0001461718,-0.0002644997,-0.000100532,-0.0002349402,-0.0036133142,-0.008176858,0.009105006,-0.0001599066,-0.0050427182,0.0589456853,-6.23046e-05,-0.0003387619,-0.0199244738,0.1090884332,0.026512201,-0.0179582364,-0.0030390059,0.0,-0.0009770646,-0.0001931715,-0.0006692593,-0.0513092147,-0.0033323855,0.0,-4.62357e-05,-0.0309705501,0.0613909227,-0.0001013245,0.1039450396,-0.0055332927,-0.0117694068,0.0029476966,-0.0035287041,0.0,-2.76844e-05,-0.0001001649,-0.0353169208,-0.0130126769,-0.0143822676,-0.0175551859,0.0,-0.0022950546,-0.0001954044,-0.0003468202,-0.0001443795,-0.0008879321,-0.0546284184,-0.0016442901,0.0004682169,-0.0002640772,-7.14242e-05,-0.0002955213,0.0,-0.0098478181,-0.0006622474,-4.18144e-05,-0.0001026532,0.0,0.0025437183,-0.0006969369,-0.0067392868,-0.0001356154,0.0053403117,-0.0006212255,-0.0011694435,-0.0064418934,-5.58799e-05,-0.0064931481,-0.008175811,0.0075110938,0.0,0.0,-0.0002815121,0.000123383,-0.000332646,0.0,-0.1228537965,0.0048806923,-0.0323467821,-0.0009878154,-0.0012450988,-0.0014095206,-0.0002201838,0.0,0.0,-5.00772e-05,0.0,0.2490940416,-6.17032e-05,-0.0006745418,-0.0002208551,-0.0001399532,0.0,-0.0402484407,-0.0002302578,-0.0015169952,0.0614853349,-6.43986e-05,0.0014308737,-0.0005299995,-0.0016209509,-9.55333e-05,-0.000147911,-0.0718343129,-0.0001616131,-0.0001471556,-0.0097553706,0.0,-0.0011977597,-0.0007591462,-0.0253986274,-8.02638e-05,-5.76162e-05,-1.17812e-05,-0.0001067936,-0.0007043675,0.0,0.0,-0.0001581147,0.0011344319,-0.0019570055,0.0,-0.000832327,-0.001196183,-0.0355677228,-0.0171798484,-5.63572e-05,0.0648250791,-0.0037504749,0.053131758,-0.002586168,0.016930971,-0.0013023108,-0.0102528161,0.0,-0.0095641737,-0.0279732717,0.0,-8.28124e-05,0.0,-7.18558e-05,0.0055054166,-0.0003936618,-0.005535693,-0.0033572726,0.0,-0.0004864099,0.0012991188,-0.0012676202,-6.09078e-05,-0.0002986007,0.0616051577,-0.0002595115,-0.0003765076,-0.0092693796,-0.022136666,-0.0008169314,-0.0002974042,-0.0003492455,-0.051900954,-0.0001398205,-9.87747e-05,-7.87576e-05,-0.0590588434,-0.0003423101,-5.01324e-05,-0.008994866,-0.0008183479,-0.0120145084,0.0,-4.82811e-05,-0.0011062742,0.0,-0.0004182343,-0.0354078003,-0.0049539509,-0.0003341763,-0.0001662827,0.0103036074,0.0,-0.0365093344,-0.082017153,-0.0060755029,-0.009265992,0.0,-0.0038375403,0.0,-0.0002681521,-0.0085518282,0.0,-0.0071176464,-5.89285e-05,-0.0001336925,-0.0440246197,-6.34286e-05,0.0,-0.0002234809,-8.66951e-05,-8.00463e-05,-0.0091971186
