,Porygon-Z,Mandibuzz,Lunatone,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Archeops,Eelektross,Wailord,Snorlax,Uxie,Swellow,Ambipom,Slurpuff,Ampharos-Mega,Dusknoir,Gorebyss,Mimikyu,Machamp,Diancie-Mega,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Rotom-Mow,Chansey,Dhelmise,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Farfetch'd,Komala,Gardevoir-Mega,Mawile-Mega,Ferrothorn,Aggron-Mega,Krookodile,Vivillon,Kommo-o,Sigilyph,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Lapras,Bisharp,Crustle,Zangoose,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Zoroark,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Golurk,Magnezone,Beedrill-Mega,Latios,Durant,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Togekiss,Gyarados-Mega,Crabominable,Raikou,Salamence,Buzzwole,Haxorus,Vikavolt,Hitmonlee,Absol-Mega,Glalie-Mega,Heliolisk,Glaceon,Noctowl,Porygon2,Crawdaunt,Crobat,Mamoswine,Magikarp,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Donphan,Guzzlord,Kabutops,Greninja,Garchomp-Mega,Exploud,Shiinotic,Pinsir-Mega,Decidueye,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Sawsbuck,Blacephalon,Delphox,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Raticate-Alola,Honchkrow,Lycanroc,Empoleon,Passimian,Alakazam,Dragalge,Heracross,Bewear,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Carbink,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Stunfisk,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Articuno,Alomomola,Klinklang,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Drapion,Torkoal,Venomoth,Excadrill,Slaking,Smeargle,Comfey,Gurdurr,Sharpedo,Magneton,Banette-Mega,Regigigas,Tentacruel,Medicham,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Rapidash,Rotom,Sceptile-Mega,Typhlosion,Primarina,Necrozma,Dodrio,Electivire,Volcanion,Victreebel,Scizor,Piloswine,Metagross,Nidoking,Zapdos,Cobalion,Swampert-Mega,Electrode,Silvally-Poison,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Noivern,Registeel,Umbreon,Xatu,Nihilego,Heracross-Mega,Froslass,Charizard,Sylveon,Azelf,Pikachu,Linoone,Salazzle,Jynx,Shuckle,Muk-Alola,Galvantula,Abomasnow,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Luxray,Clefable,Minior,Jellicent,Mudsdale,Stakataka,Mienshao,Yanmega,Ninetales-Alola,Ludicolo,Latios-Mega,Claydol,Gogoat,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Regice,Cradily,Zebstrika,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Vileplume,Jirachi,Dusclops,Hydreigon,Suicune,Hoopa,Golisopod,Shedinja,Manaphy,Zeraora,Skarmory,Aggron,Persian-Alola,Steelix-Mega,Hitmontop,Whimsicott,Kingdra
Greninja-Ash,-8.0638282346,-5.3973928818,-0.2167477527,-4.7528572541,-36.0021735455,-0.2803697204,-1.2549596174,-2.853798173,0.1246515951,-0.0975935267,-0.2179822797,-0.4915083422,-4.8167434134,-13.1111939786,-0.4554358921,-0.2903411851,-0.9606760128,-0.2829680804,-0.3150164866,-0.5476243915,-25.94077155,-0.7075462724,-29.5118808335,5.3535738329,-174.8573844491,-3.923948628,-32.8459472343,-5.7640488199,-18.7029412737,-0.0238002365,-256.2576107441,-0.1539712761,-11.1056760862,-131.24527341,-0.8430623741,-1.2552983612,57.4367960747,-0.5073847046,3.6872609747,-4.1808972804,108.1520777206,456.5820973479,-10.6713727617,-5.170128863,-0.3348762883,-47.520871428,-0.2226442637,-0.5752706297,-1.118586389,-123.9532771068,-1.0404621817,-47.3957989512,-187.1004026262,-5.5261978074,0.3249546357,3.152694782,-0.5629999527,87.6028394966,-0.2735872888,-69.1242954731,-0.4142608665,-0.2028639313,-15.0782014145,-0.7870136268,-0.6992424272,-22.0294628307,-0.249129276,-33.9017478764,-0.2032801504,-9.0051594922,-1.0634987451,-0.0411081744,-0.5993068253,-3.6052275662,-1.4547678742,-1.0566269704,-58.8685056455,-9.8376536604,-26.7379215292,-46.4787503084,-0.1496084613,-7.9185430362,-0.2017996241,-1.2749507986,-8.1176012019,-32.8202392002,-4.0178330433,-16.5211287228,-0.312301648,-84.4963956593,-8.5255913004,-1.2461112473,-1.0048548285,-19.2888148932,-1.3800887268,-1.1642077659,-17.2535574387,-7.1875556828,-26.240741778,-1.8163279756,-0.1979384334,-3.3922728651,-12.9639908906,-49.8477182643,-0.2786162452,-2.5392487334,-10.4245545279,-3.7289913073,-0.9836888109,-0.1950440599,-0.3131493535,-2.3283847788,-1.3429479213,-0.2708569753,-0.3990374486,-0.552141624,-2.6416795625,-32.6932137632,-0.9930144365,-3.0809587022,-1.4846024797,-1.0482678059,-2.3131690535,-1.9988439732,-15.4619856028,-40.8946414383,-42.9554309047,-29.9403760698,-5.3922720244,-0.382043855,-1.3724083099,10.4211661558,0.5099428146,0.0,6.9104677569,-0.7173985315,0.1972767857,-46.9177441869,-2.5485971676,-6.0344789462,1.2457835238,-52.7936316114,8.1848669439,-0.5183227428,-14.6540916783,0.031050063,-0.8280691486,-65.1062821457,-0.2438820161,-16.3346617553,-54.1643598043,457.7767918607,-6.8646693529,-4.1455203117,-0.4240974183,-0.4633391567,-0.2240293168,-3.422929193,-0.3132926212,-16.0114605926,-0.125284594,-1.1031921124,0.0611038695,-1.2929611404,10.4642005276,-0.1993077155,-25.393955336,-0.4985419284,-3.517618608,-0.5400378012,-0.2099307564,-9.5512287202,-4.0352445899,-8.0521444759,-7.4152535771,-0.4056258418,-5.2225642691,-0.1803928431,-3.4084313311,-11.1521665819,-0.1726067396,-40.5108343632,-25.6893170088,-94.4532123771,-0.5333099624,-1.4627856997,-3.5602775546,2.597339152,-2.1172658042,32.9716130074,-12.0530410942,-0.3367187279,-2.8214097232,159.4025010927,-11.1670406502,-10.2741492818,-2.0823574643,-1.1910928456,-0.5645336672,-41.7348940036,-0.3989773187,-0.2958282997,-9.441175794,-0.7295143854,-6.3383386859,-3.6449583539,-1.2711343543,-0.0125271718,-15.3360912466,-0.1182453393,-112.8632923352,-1.8648536205,0.3452968006,-4.6281115541,-0.1898214193,-0.2518353273,-1.8651984993,-1.3450924555,-0.0900889325,-5.5371242041,-0.2550581255,0.0,-6.3067613228,5.6976042639,-1.2890056516,-2.1689353733,-82.9439234602,-0.2141691011,-0.2237631699,-1.1480552898,-0.19458927,2.5757750857,0.6928291726,-0.6262594002,-0.2597366499,-13.9611965749,-0.515263767,-29.3002813973,-0.2204293669,-1.6928947379,-3.8730013081,-38.9526230715,-0.3408114654,443.7315497532,-0.8141637966,-0.2752760562,-139.6081814781,-69.7771951139,5.7956606585,-37.8302496411,-82.8559921963,-105.5501101852,341.1800889996,-0.2523487095,-99.376133169,-90.1831813366,-0.8057616653,-3.1093986247,-1.4465088957,-4.4243265206,1.8578112963,1.868281967,-0.1431716571,-0.0168175192,-0.8136582176,0.2802606453,0.178240824,-4.1823783896,-0.0938697229,-0.2685015742,-3.5934895673,25.2347694275,-0.5372275297,0.7514257824,1.7490147191,-0.4911295543,0.5370602622,-0.2106709462,-116.3523145845,-0.3708030088,-0.4983170198,0.4725100939,-4.3760933382,-0.633101069,1.6578965372,-12.1198800191,-0.3613031023,-15.2811927653,-0.8440972612,-0.2997490853,-2.2851348392,-6.7797094649,-0.3692722878,-1.5977905964,0.0042531697,-0.5592121864,-0.3459424207,-0.7571864615,-0.1781835307,-3.9131503044,-2.674311995,-111.5325510324,3.0724395434,128.6762923745,12.1024122084,-59.8304097582,-1.183051587,-28.1979561903,-9.6392159924,1.7103391973,6.0315658163,-37.3495079052,217.8741877372,-13.0484914059,-234.7291817285,-1.0279408607,-0.2493863857,-1.218810236,-0.2460751884,-0.8239377891,-14.9144264792
Buneary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,7.67e-08,0.0,0.0,0.0,0.0,2.84e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,8.7e-09,1e-10,0.0,0.0,0.0,6.9646e-06,0.0,0.0,7.66e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66e-08,0.0,0.0,0.0,0.0,1.23e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.049e-07,1.15e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-09,0.0,0.0,0.0,0.0,0.0,1.21e-08,0.0,0.0,0.0,0.0,1.15e-08,0.0,0.0,0.0,0.0,0.0,1.15e-08,0.0,4.014e-07,0.0,0.0,0.0,0.0,0.0,2.84e-08,0.0,0.0,0.0,0.0,4.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84e-08,0.0,0.0,4.7e-09,0.0,2.84e-08,0.0,0.0,0.0,0.0,0.0,3.853e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7e-09,0.0,0.0,0.0,0.0,0.0,3.853e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0003186199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9363e-06,0.0,0.0,0.0,1.21e-08,0.0,0.0,0.0,1.15e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02e-08,0.0,0.0,0.0,8.7e-09,7.66e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duosion,-0.0001573198,-9.06315e-05,0.0,-7.31719e-05,-0.0011733574,0.0,0.0,-0.0001208022,0.0,-4.087e-06,0.0,0.0,0.008710467,0.0,0.0,0.0,0.0,-7.6274e-06,-4.7532e-06,0.0,0.0,0.0,0.0,0.0,-0.003326219,0.0,-0.0004916361,-0.0001144769,0.0001318977,0.0,-0.0044068779,0.0,0.0002708945,0.0,0.0,-2.23924e-05,-0.0024246935,0.0,-1.89481e-05,-8.18617e-05,-0.0022150089,-0.0048502521,0.0,-8.09054e-05,-5.2001e-06,-0.0024609867,-5.0124e-06,-8.6657e-06,-1.73267e-05,-0.0019710973,0.0,-0.0007069532,-0.0048196691,-0.0001149301,0.0,0.0018253492,0.0,-0.0024546293,0.0,0.0,-6.3063e-06,0.0,0.0,0.0,0.0088094859,0.0,0.0,-0.0008674062,0.0,0.0,0.0,-3.4707e-06,-2.00764e-05,0.0017567156,0.0,0.0,-0.000966553,0.0009049748,-0.0003898292,-0.0019560983,0.0,0.0,-3.08098e-05,0.0,-0.0001205911,-0.0003070749,-6.11692e-05,0.0,0.0,0.0,0.0,0.0,-1.59356e-05,0.0048470324,-3.17297e-05,0.0,-0.0002695336,-0.0001089648,-0.0004155088,-3.63703e-05,0.0,0.0,0.0,-0.0008918087,-4.2043e-06,0.0,-0.0001292843,-0.0002067937,-1.61539e-05,-4.1693e-06,0.0,-3.58257e-05,0.0,0.0,0.0,-8.1689e-06,-4.50604e-05,0.0,-2.86489e-05,-0.0003025888,0.0,0.0,-3.50641e-05,-3.21537e-05,0.0,-0.0021381967,0.0,-0.0011850959,-8.30962e-05,0.0,0.0,0.0,0.0,-0.0019684945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009499495,0.0,-9.8536e-06,0.0,0.0,0.0,-0.0013235872,0.0,0.0,0.0040779529,-0.0019422261,0.0,0.0,0.0,0.0,0.0,-7.11683e-05,0.0,-0.0002557017,0.0,-1.78495e-05,0.0,0.0,0.0010769058,0.0,0.0,0.0,0.0,0.0,0.0011317422,0.0,-8.34895e-05,-0.0003999321,-0.0001505364,0.0,-7.74835e-05,-1.52951e-05,-9.65547e-05,0.0002928527,0.0,-0.0007949206,0.0,0.0014108938,-3.22284e-05,-2.16483e-05,0.0,0.0074737913,0.0,0.0,-0.0069720171,0.0,-4.33895e-05,-0.0023410154,-0.0001918102,-0.0002167027,-3.08794e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.16013e-05,-0.0001447497,0.0,-1.94224e-05,-4.8129e-06,0.0,0.0,-0.0024734465,0.0,0.0,-7.02747e-05,0.0,0.0,-2.91087e-05,0.0,0.0,0.0073094945,0.0007641673,-0.0042244753,0.0,0.0,-7.16427e-05,0.0,-0.0028205934,0.0,0.0,0.0,-7.0775e-06,0.0,0.0,0.0,-5.2977e-06,-0.0002156979,0.0,0.0,0.0,-3.05348e-05,0.0063104598,-0.0030800349,0.0,-0.0020239077,0.0,0.0,-0.000820037,-0.0010919004,-0.0037800966,-0.0008285953,0.006229342,0.0059041044,0.0100941511,-3.778e-06,0.0,-0.001461584,0.0,-4.75649e-05,0.0,0.0,0.0,-0.0002246999,0.0,0.0,-1.48115e-05,0.0,6.55646e-05,0.0,0.0,0.0,-6.11195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036071993,0.0,0.0,0.0,-0.0001434873,-1.25178e-05,-1.00612e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000472372,-2.38827e-05,-5.16518e-05,0.0,0.0,-1.20907e-05,-3.3169e-06,-7.35593e-05,-4.043e-05,-0.0023693164,0.0,-0.0010496005,-3.5882e-05,0.0065448422,-1.32838e-05,0.0059785114,0.0,0.0,-4.81964e-05,-0.0005539033,-0.0010261977,-0.0002419775,-0.0037030936,-1.53618e-05,-4.4756e-06,-1.99937e-05,-3.7496e-06,0.0004564937,0.0
Swellow,-0.0040365232,-0.0100995998,-0.0003625022,-0.0082717509,-0.1262053762,-0.0007730592,-0.0028780728,-0.011398961,0.0555045111,-0.0004471896,-0.0004539789,0.0324588473,-0.0030653582,0.041173161,0.0,-0.0007432291,0.0753462657,-0.0008466951,0.0019489476,-0.0009158806,0.0294796104,0.007756297,-0.1370842268,-0.0109884371,-0.2882713049,0.0064786701,-0.0554472133,0.0605290289,-0.1055484654,-0.0001010809,-0.1875387103,-0.0005100168,0.0215395004,-0.3176870386,-0.0014104637,0.0069278742,-0.0841041931,-0.0008622347,0.0124054785,0.4775040049,-0.1544740856,-0.1706260699,-0.0177579846,0.0515997224,-0.0005783766,-0.1903103334,0.009667084,0.0063295156,0.005337733,-0.2117561258,0.0042820584,-0.0790753777,-0.2433734096,-0.0045737723,0.0179022601,-0.0020110883,-0.0009415987,-0.4785261897,-0.0004102987,0.4393650385,-0.0007128816,-0.000356035,-0.0309483776,-0.0024340891,0.0053285173,-0.132051156,0.0002076032,-0.0927336292,-0.0005671378,-0.0172535717,-0.0017774648,0.0009966611,-0.0022437204,0.0231725798,-0.0026550329,-0.0038735102,-0.1086505156,-0.0170735534,0.0922400113,-0.0558975945,0.0009689451,-0.0133172388,-0.0033953713,-0.0027424545,-0.0136322724,-0.1391417046,-0.0051685381,-0.0272772833,0.0019344505,-0.1551820488,-0.0134923517,0.0504716115,-0.0014981393,-0.262092931,-0.002975621,-0.0003255342,0.5019075263,-0.0098912895,-0.0464334201,-0.0029604177,0.0047132291,0.0483336307,-0.0210043429,-0.0888568489,-0.0004752822,-0.0046194991,0.0522523045,0.1102841229,0.0006174953,0.023628552,-0.0006491411,0.0176053929,0.0006585936,0.008331212,-0.0006684837,0.0075952291,0.0886683094,-0.0271993143,-0.0019696726,0.040369946,0.0,-0.0011860458,-0.0039636758,0.0015490969,-0.0564362015,-0.1295672098,-0.0749013065,-0.1266793426,-0.0093622385,0.0048759724,0.004540216,-0.0065533562,-0.0022249069,0.424094653,-0.0245566019,0.0067723131,0.0012559435,0.493908193,-0.0033045067,-0.0057661424,0.0627693248,-0.1046446265,-0.0174470349,0.0054546655,0.0236806052,-0.0007619646,-0.0009820952,-0.0627739302,-0.0006432544,-0.2329076146,-0.1834195439,-0.0266789264,-0.0115505079,-0.0022665356,0.0,-9.4317e-05,0.060104519,0.0556640015,-0.0005239737,-0.0225677529,-0.0005899401,-0.0019197816,-0.0007241985,-9.3811e-06,-0.003404686,0.0004567968,-0.0427225297,0.0014156704,-0.005986386,-0.0004418243,0.0,0.0283744969,0.0022042093,0.1475826343,-0.0164727026,-0.0006831265,-0.0087591108,0.1611792951,0.041883545,0.027954104,-0.0004178415,-0.0870617738,-0.0510029218,-0.4807887558,-0.003433554,-0.0024472353,-0.0059485149,-0.0009089926,0.0107717785,-0.0179857874,-0.1405043161,0.0005568602,-0.0044189321,-0.1914986676,0.0812667463,0.0627446094,-0.0035079742,-0.0015299487,-0.0009759108,-0.0687362848,-0.0011563755,-0.0004939406,-0.1298429837,-0.0012995449,-0.0142201945,-0.0061130888,-0.0017896213,0.0390587768,-0.0255225201,0.0329872488,0.9412943115,-0.0011337064,0.0340500386,0.0176926056,0.0050146671,-0.0006972914,-0.003290601,-0.0013841344,-0.0007144631,0.0093024692,0.0023551709,-0.4473500085,0.0107862026,-0.0118383326,-0.0073342151,-0.0058953523,-0.3001897582,-0.0003580236,-0.000333607,0.0221654308,0.0005890522,0.0125103262,-0.0091793463,-0.0010113444,-0.0005109644,-0.0238663995,-0.0005245171,-0.0251503194,-0.0003314343,-0.003286356,0.039673657,-0.3306838461,-0.0005741154,-0.0947387445,0.0470288999,-0.0004603885,-0.3208770407,-0.1054757518,-0.2687331001,-0.0939122591,-0.1409554887,-0.1774336757,-0.4434442717,-0.0004262042,-0.1807651166,-0.0919100666,0.0051612699,0.0617588295,0.0834721701,-0.0070029829,-0.0123414916,0.0405669299,0.0047177257,-0.0003781216,0.4719691719,-0.0054987817,0.0062323427,0.0053665928,0.0031255051,-0.0005315411,0.0486804079,-0.0385662059,0.0064128639,-0.0005231158,0.0593525374,-0.0010145602,-0.0017799706,-0.0003502956,-0.3451850423,-0.0005810822,-0.0007971363,-2.982e-07,0.0787574426,0.000352955,0.0372270578,-0.0189432696,0.0040435364,0.0174049987,-0.0015528608,0.0235982787,-0.002025283,-0.0139995709,0.0346041474,-0.0027076284,-0.1792758783,0.0227178533,-0.0006194111,-0.0011222748,-0.0003730793,0.4970465993,-0.0044649396,0.277558725,-0.5467181692,0.1537320929,-0.0040563005,-0.1167615822,0.0006020349,0.0822262833,-0.0161296158,-0.001980441,0.0011314938,-0.0618875027,-0.0910602676,0.0244827954,-0.1299329417,0.0032882203,0.0483855306,-0.0022489795,4.22051e-05,-0.0016942828,0.0911203038
Eevee,0.0180169056,-0.0007415304,0.0,-0.0005986795,-0.0096011136,-5.59791e-05,-0.0002221469,-0.0009883816,-0.0001392349,-3.34395e-05,-3.46531e-05,-5.62259e-05,0.0005424168,0.0,5.23153e-05,-5.64905e-05,-0.000163249,-6.24057e-05,-3.88897e-05,-6.62881e-05,-0.0048524498,-0.0001000717,-0.0102092286,-0.0007553384,-0.0272145159,-0.0012187318,-0.0040224773,-0.0009367405,-0.0078019708,0.0,-0.0360830385,-3.69132e-05,-0.0016950271,-0.0232570478,-0.0001020842,-0.0001832104,-0.0198392679,-6.24219e-05,0.0057772854,-0.0005223802,0.0353982733,-0.0436139782,-0.0014394852,-0.0006799412,0.1491749709,-0.0201353393,-3.78427e-05,0.0,-0.0001432574,-0.0161271595,-0.0001580002,-0.0057841614,-0.039461172,0.0033034454,0.0002202004,0.0001017467,-6.81495e-05,-0.0917484976,-3.34051e-05,-0.0087950112,-5.15966e-05,-2.57716e-05,-0.0023089081,0.0003441928,-8.41604e-05,-0.0097495628,-3.0726e-05,-0.007102157,0.0,0.0,-0.0001287466,0.0006197177,-0.0001638864,-0.0007121896,0.0004056077,-0.0002899304,-0.0079048917,-0.0016845612,-0.0035322933,-0.0152246719,0.0,-0.0009754431,-0.0002517173,-0.0001984905,0.0,-0.0178863569,-0.0005004749,0.0022292413,-3.78142e-05,-0.0091658463,-0.0013764838,-0.0013970916,-0.0001303823,-0.0193845855,-0.000252038,-0.0001389109,-0.00155716,-0.0008915299,-0.0033996178,-0.0002975754,-4.14511e-05,-0.0005505097,-0.0016014442,-0.0072966167,-3.43992e-05,-0.0003345285,-0.0021068936,0.1475255684,-0.0001321682,-3.41128e-05,-4.69932e-05,-0.0002767958,-0.0003988569,-3.96901e-05,-4.74734e-05,-6.68368e-05,-0.0003948418,-0.004157469,-0.0002344004,-0.0007535828,-0.0001797064,-0.0003094637,0.0,-0.0002630757,-0.0048002917,-0.0167465095,0.0,-0.0096944629,-0.0006798779,-0.0001522287,-0.0001931095,-0.0004755854,-0.0001610307,-0.0153574202,-0.003183283,-8.73296e-05,0.0,-0.0084605743,-0.0004688938,0.0,-0.0026816966,-0.0031371355,-0.0031204268,0.0039051937,-0.0022904341,0.000485849,-0.0001004554,-0.0105365217,-5.05552e-05,-0.0274700694,-0.0195269783,-0.0159089356,-0.0008359838,-0.0005662912,-5.13422e-05,0.0,0.0,-0.0005834459,0.0,-0.0020921046,-2.31069e-05,-0.0001460412,-5.24149e-05,0.0026592561,-0.0004326053,-2.70275e-05,-0.0030923805,-0.0001069694,-0.000433336,-6.62203e-05,-2.54198e-05,-0.0047807987,-0.0005719952,-0.0032976169,0.0,0.0,0.0022170226,0.0527574151,-0.0007910046,-0.001515369,-3.02789e-05,-0.006503896,0.1262405756,-0.0402125038,-0.0002636873,-0.0001771222,0.0,-9.06148e-05,-0.0002730709,0.0,-0.0570533692,0.0002340138,-0.0003550052,-0.0191537493,-0.001569248,-0.0017730215,0.0,-0.0001441778,-7.06329e-05,-0.0050605995,0.0,-3.5833e-05,-0.0118691251,0.0,-0.0011767797,-0.0004425177,-0.0001604043,-3.93785e-05,-0.0019224133,0.0,-0.021292401,0.0056951772,-0.0001617524,-0.0005749745,0.0,-4.40076e-05,-0.0002381618,-0.0001573565,-5.17102e-05,0.0,0.0,-0.0341758477,-0.0011472681,0.0,-0.0005861361,-0.0004267527,-0.0241267003,-1.52345e-05,-2.71026e-05,-0.0001591945,-5.79067e-05,0.003136925,-0.0006608491,0.0,-4.3345e-05,-0.0017461862,-5.58015e-05,-0.0036507546,0.0,-0.0002498305,-0.0008684885,-0.0252002856,-2.21004e-05,-0.0165772528,0.1491174357,-3.33212e-05,-0.0250802537,0.0439488252,-0.0304523088,-0.0067974048,-0.0102910881,-0.0129521226,-0.0424712415,-3.09132e-05,-0.0134661434,-0.0123554304,-0.0001120122,0.0,0.000261133,-0.0005395701,-0.0008944891,-0.0018384537,-2.52382e-05,-2.7334e-05,0.0023312974,0.0,0.0059362966,0.0002371282,-0.000383648,-3.8471e-05,-0.0004977443,-0.0019767842,-0.0001218083,-3.78612e-05,-8.5391e-05,-7.34302e-05,-0.0001288278,-2.515e-05,-0.0289622853,-8.02605e-05,0.0002275532,-3.64854e-05,-0.0011764838,-0.0001024183,-8.23185e-05,-0.0015938529,-5.52593e-05,0.1454581534,0.0,-3.63018e-05,-0.0002778895,0.0,-4.6574e-05,-0.0001968971,-0.01352082,-0.0001065993,0.0,-9.87645e-05,-2.71383e-05,0.0022890711,-0.000330791,-0.0117330895,-0.0411919119,-0.0085868985,-0.0002935803,-0.0133458937,0.0,0.0489055942,-0.0012037885,-0.0001433371,0.0,-0.0045212407,-0.008392995,-0.0019798308,-0.0212249763,0.0,0.0017538864,-0.0001635846,-3.06786e-05,-0.0001764875,-0.0035029573
