,Porygon-Z,Mandibuzz,Swoobat,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Eelektross,Snorlax,Uxie,Swellow,Ambipom,Slurpuff,Hitmonlee,Gorebyss,Mimikyu,Togekiss,Machamp,Muk-Alola,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Cobalion,Kommo-o,Sigilyph,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Sableye,Landorus-Therian,Aggron,Bisharp,Zangoose,Krookodile,Lucario,Blastoise-Mega,Venusaur-Mega,Steelix,Tyranitar-Mega,Rampardos,Mantine,Nidoqueen,Doublade,Gallade-Mega,Zoroark,Chandelure,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Heliolisk,Celebi,Abomasnow-Mega,Roserade,Camerupt-Mega,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Beedrill-Mega,Ninetales-Alola,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Suicune,Gyarados-Mega,Primeape,Raikou,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Decidueye,Glalie-Mega,Glaceon,Castform,Noctowl,Porygon2,Arcanine,Crawdaunt,Crobat,Guzzlord,Mamoswine,Goodra,Druddigon,Sceptile,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Poliwrath,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Torterra,Kyurem,Lanturn,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Swalot,Lycanroc,Empoleon,Alakazam,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Wailord,Ninetales,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Virizion,Staraptor,Froslass,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Tyrantrum,Klinklang,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Alomomola,Rotom-Mow,Audino,Hawlucha,Cloyster,Torkoal,Probopass,Excadrill,Victreebel,Smeargle,Whimsicott,Cradily,Banette-Mega,Tentacruel,Bibarel,Medicham,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Omastar,Typhlosion,Primarina,Necrozma,Volcanion,Scizor,Metagross,Nidoking,Crabominable,Zapdos,Swampert-Mega,Electrode,Honchkrow,Dusclops,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Natu,Gigalith,Keldeo,Tyranitar,Noivern,Registeel,Qwilfish,Umbreon,Xatu,Nihilego,Heracross-Mega,Charizard,Sylveon,Azelf,Pikachu,Linoone,Salazzle,Shuckle,Magmortar,Diancie-Mega,Galvantula,Abomasnow,Tsareena,Mimikyu-Totem,Kecleon,Clefable,Minior,Jellicent,Shiftry,Stakataka,Mienshao,Latios,Ludicolo,Latios-Mega,Claydol,Flygon,Starmie,Escavalier,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Magneton,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Onix,Jirachi,Venomoth,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Manaphy,Wishiwashi,Zeraora,Skarmory,Yanmega,Persian-Alola,Steelix-Mega,Kingdra
Fletchinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001998606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11e-08,0.0,2.62e-08,0.0,0.0,0.0,0.0,0.0001998606,0.0,0.0,0.0,0.0,7.3554e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001998606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-07,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greninja-Ash,-21.5142690002,-18.5230263613,-1.1009137847,-15.2748403535,-291.4658011333,-0.5209638157,-7.3588707524,-14.6720645862,3.1243128648,-0.8327137696,-2.9781178165,-25.4692095283,-0.671798511,-1.1814440296,-6.7306504654,-0.6917794471,-2.4380502985,-2.8396393128,-8.8548530527,-0.9219519539,22.7389201929,-14.8910202386,-770.1909315987,-28.3160744397,-75.9548788733,-6.4363750067,-159.8102995836,-1201.5243704944,-21.4873782595,-209.7683275213,-3.3033408871,-1.0549067963,-1.9977190767,275.3702913488,0.253008247,-12.1759459186,330.9835055021,-1.0081658017,1599.531835791,-16.1732279773,-0.902555163,-137.129635277,-2.4478436981,-1.180696808,-6.6502529522,-378.1468413633,-18.0238634764,-58.7244056671,-804.8672068907,-6.6563195315,9.9109089515,107.5355753818,-0.9745214566,227.4154718032,-4.7911310002,-216.362614663,-1.3821572052,-104.6440032123,-4.629627538,-5.7814046075,-119.7178524277,-0.8076395968,-297.3001099759,-1.7490652568,-60.862365099,-2.6451950948,-0.9091734241,-26.743976152,-2.3235372389,-1.9351589484,12.9772370353,-125.0739356242,-81.8076910385,-143.1636115955,-193.1482397395,-1.0301460864,-33.817908227,7.1526200751,-5.9134022271,-6.3993904613,-49.9591226948,-199.1398979709,-1.2629343421,-16.9270912696,-271.8162234471,-37.9436564769,-32.0698553098,-25.7082769182,-2.1896667715,-1.0127914324,38.0022275917,-7.424344574,-86.9400759629,-6.8785349989,-4.9441112501,-47.2913380773,-158.3500166668,-1.035507795,-8.0849962956,-40.5748112099,-43.4914222544,-1.4510416574,-0.3694861848,-6.4656002872,1.6345160252,-11.3309614172,-0.7723472467,-3.2885850843,-0.4006108393,-8.083565996,-3.9393657958,-96.3978851658,-3.8475840166,0.4510439378,-34.6133962029,-0.1545959883,0.3871167714,-0.5832998837,-5.6239152131,-93.2526567859,-258.5850695356,-117.4750176687,14.6418973409,-1.4927799354,-15.0212500419,41.1630565882,-16.1385403124,0.6865350764,9.9820476457,0.0,85.961194406,-0.6561710372,-120.1404190405,0.3357903009,-33.2673398129,-3.1307801097,-61.003855415,-163.4574617183,-28.5021018594,-0.7505540333,-126.8402379148,-4.1051505286,-191.6459621111,-147.3583593016,-222.9807442808,1789.3930815307,-15.2919856727,-36.1531883782,-6.3790733832,-2.3351659069,-3.9025923956,-11.3850878168,-2.9682893803,-3.5519030506,-3.7141122552,-1.4570409354,-110.3810477939,0.4908578324,1.1153267496,-6.206514284,-56.6339449904,-4.4222925409,-180.1090210111,-24.2886391238,-3.800962663,-2.2828875725,-6.2237210233,-11.2878159692,-3.718813502,-560.425505035,-45.9053800349,-309.8785484047,-8.154207734,-1.6565703024,-9.8209690135,-0.9748167312,-10.7364500675,53.2370335207,312.8761374625,-1.4416658712,-4.5109759157,597.4072930641,-6.4588796715,-28.5484177929,-4.0894040552,-56.8521335569,-1.9111407257,-0.887498947,274.9093533616,-10.2033554038,-22.126055959,-5.0014949046,-524.0835695984,-3.1457774492,-1.3386167654,-4.7944114065,-2.3741264944,20.1499395013,-12.0307805865,-0.8307882266,-1.0540814275,0.0,-51.7017348286,-29.6114687238,6.084353012,-8.9557202198,-384.3062880481,-1.5521471451,-9.2629150993,-0.7396299304,-0.8091580166,-18.0412654767,-6.3372816253,-69.7966134894,-56.6679634307,-1.5872673361,-3.8929186095,-0.793909953,-469.4128018982,1799.3304083399,-1.9703300762,-2.2429417742,-0.7937274806,-420.242293008,-133.6573426414,75.1489827831,-43.0649339815,-296.607532974,-44.5912038718,1440.3910817873,0.0,-5.8090371166,-232.6614503633,-179.529602836,-3.50807854,-0.9439462198,-0.7452866573,-3.3486230951,-8.7794829531,-1.0278256005,-36.7642288671,-0.9867350993,-0.882994267,-7.4234573454,0.2650975906,-4.0336174917,-4.6083717612,-17.0740959058,-0.7997768553,-281.8364153724,-3.4202239187,-0.7219736189,20.8568289042,-7.8796369276,-0.7071977794,-224.9746460933,-5.7169273384,-1.0944843277,-0.8483562097,-6.1996869189,-0.9380168759,42.4554462252,-1.8073963972,-29.3336122615,-1.1249023096,-0.9791462255,-13.6750740244,-0.8591491719,-1.6114002946,-176.8786716462,-2.6702077778,-0.3014229228,-1.2220841868,-65.9665335128,-2.3170192434,-407.8130063026,-258.9300297954,319.9691724989,-0.9191483521,-207.7969991885,-0.654194286,-103.5345673146,-3.1774031226,-1.381964572,-305.6679303284,976.5321889949,-0.7925012395,-51.2501188504,-714.4108838454,-18.0946425108,-1.2123727585,-0.3499700167,-56.7904713995
Buneary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-09,0.0,0.0,0.0,0.0,7.6572e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6171e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6171e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5502e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6572e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6171e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Archeops,-0.0054524992,-0.0058280365,-0.0002504593,-0.0027987688,0.1346219934,-0.0002510498,-0.0036819106,-0.0045552711,-0.0004539281,0.0016485668,-0.003757831,-0.0077732904,-0.0002155705,0.0007664931,0.1468546718,0.0176457133,-0.0007335378,0.77411552,-0.0032139625,-0.0003718942,-0.0259034354,-0.0099787057,-0.3103396438,-0.0100944366,-0.0219778175,-0.0041002372,-0.0796157666,-0.3966294876,-0.0082836583,-0.2202960043,0.0069634934,0.0,-0.000386135,-0.1728641382,0.0038795565,-0.0039864082,-0.1846233136,-0.0003006023,0.0469347956,-0.0014633884,-0.0002380982,-0.1022943947,-0.0007761058,-0.0003576758,-0.0018063568,0.0460425827,-0.0051760632,-0.0184231375,-0.403253383,-0.0027787479,-0.0017038564,-0.0117355239,-0.0002981051,-0.2515942027,-0.0010044244,0.7307849669,-0.0004256476,0.0485443733,-0.0002415589,0.0011122411,0.4759806123,-0.0003098518,-0.112371397,0.0081618869,-0.0183877527,-0.0008887661,-0.0003535187,-0.0139320998,0.0011580455,0.0008881844,-0.0066783745,-0.0446593721,-0.0260948309,-0.0390439463,-0.1119371491,-0.0003420009,-0.009048067,-0.0050813213,-0.0013255723,-0.0028442957,-0.0150950607,-0.069458471,-0.0008053971,-0.0052910849,0.0218517575,-0.009792113,-0.0110078716,0.0490066541,0.0051035875,-0.000326925,-0.0190162815,0.5609202471,-0.0292458337,-0.0023683573,0.0116890778,-0.0147522393,0.3021379402,-0.0003176686,-0.0024636817,-0.0128265814,-0.0159542148,0.0070645103,0.0077091685,-0.0009586097,0.0090344761,-0.0039966821,-0.0002329495,-0.0009930091,-0.0002718198,-0.0020689031,0.0018121436,-0.0318961817,-0.0003055277,-0.0003287705,-0.0126046584,0.0525964585,-0.0003389643,-0.0002958439,-0.0026368803,0.1026564841,0.622308029,-0.0560112067,-0.0843211179,-0.0004602726,-0.0050888508,-0.0060018767,-0.0005290568,0.0123317595,-0.0021727797,0.0484272583,-0.0274333867,-0.0002243953,0.0079580154,-0.0002261164,-0.0127780351,-0.0023405791,-0.0316125649,-0.0473113755,-0.0471138583,-0.0001847219,-0.0443024081,-0.0012352875,0.0616815577,-0.1499378108,-0.1475557124,-0.2191870943,-0.0015129188,-0.0106036382,0.0,-0.0006518341,0.0013196176,-0.0038772489,-0.0008791177,0.0008908285,-0.001465768,0.0051695325,0.1327985607,0.1633184448,-0.0002952828,-0.0018928066,-0.0141933866,0.0983482544,-0.0602081245,0.5573591088,-0.0011243194,-0.0007174369,0.0033758679,-0.0034490672,-0.0011677692,-0.1818771863,-0.0135699537,0.1979647784,-0.002584289,-0.0002253348,-0.0025278408,-0.0004104834,-0.0033027984,-0.0067321503,-0.4771539458,-0.000470982,-0.0013706156,-0.1534681003,0.0041044294,0.0686160231,-0.001283984,-0.0181341846,-0.0003096004,-0.0002883141,-0.1313242006,0.0090685384,0.0721347884,-0.0010079021,-0.1941869731,-0.0009492929,-0.0005794729,0.1613189454,0.0002450407,-0.0028695514,-0.0072852105,-0.0003077146,-0.0003070646,-0.439337768,-0.0217416165,-0.0146570791,-0.0095369796,0.0503001673,-0.0479870891,-0.0004741666,-0.0026758583,-0.0001984323,-0.0002269635,0.0001213993,0.1483726589,-0.0227191012,-0.0177563175,-0.0004123869,-0.0045169971,-0.0002397457,-0.2418115817,-0.2309480003,-0.0005955386,-0.0004847056,-0.0002649387,-0.0601822301,-0.0445297801,0.0595455938,-0.0264625934,-0.0860321412,-0.0134522221,-0.2858007517,0.0,0.0021665546,-0.0798164653,-0.0781919716,-0.0011003674,-0.0005550291,-0.0002493554,-0.0008994358,-0.0026172499,-0.0028054795,-0.0177391297,-0.0003377252,-0.0003580693,-0.0032678196,-0.0006265865,-0.001742536,-0.0014564823,-0.0060148527,-0.0002058508,-0.1248808221,-0.0014931171,-0.0002181752,-0.0029773447,0.0,-0.0002236751,-0.2281040354,-0.0018428789,-0.0003304926,-0.0002005071,-0.0056239625,-0.0004082571,-0.0146572789,-0.0006129925,-0.023902363,-0.0003405862,0.0039769987,0.0003995425,-0.0001288697,-0.0004771664,-0.1600952755,-0.0003965824,-0.0001377181,-0.0004233399,-0.0201658758,-0.0007050155,-0.1430893565,-0.2972019964,-0.0481888735,-0.0002773461,-0.1180743013,-0.0003169268,-0.0292697368,-0.0011466561,0.0031311097,-0.0968053699,-0.13949818,-0.0002349473,-0.0159671101,-0.2497088105,-0.0054809443,-0.0004176214,-0.0010327888,-0.0179550831
Swellow,0.1199370339,0.6323222195,-0.0006837696,0.0655509886,0.4534885673,0.1020283733,-0.0074693015,-0.0022651127,-0.0007482792,0.0185366322,0.0322958764,-0.0141733252,0.0,0.0068296516,0.0758106902,0.0261034753,-0.0014285795,0.2123482056,0.012877085,0.091698718,-0.0281714894,0.0934033972,-0.5610333995,0.0090796963,-0.041438057,0.0238219649,-0.0120740477,-0.3451106831,0.1567357966,-0.4290770939,-0.0018308097,-0.0004724198,0.1992314496,-0.2488822674,0.1310959478,0.0836109386,0.2581990926,-0.0007575641,-0.9934910534,-0.0017340777,0.0016625429,-0.0231908233,-0.0006711922,0.0015978765,-3.60836e-05,-0.2185042903,0.009790881,-0.0287775977,-0.8319777587,0.0027382387,0.084532871,-0.0277379904,-0.0005713676,-0.8098470114,-0.0022293607,-0.1258663897,0.1192168729,-0.0191911601,-0.0024789069,0.0110746452,-0.0953872644,-0.0005684873,-0.1942317874,-0.0004940886,-0.0351055858,-0.0010858733,-0.0001333843,-0.0177385259,0.0012836231,-0.0012353227,0.0455703367,-0.1139124726,0.0080120752,-0.0795198207,-0.1553914249,-0.00055362,-0.0199531061,-0.0093584611,-0.0011243397,-0.0055503762,0.2239265105,-0.0816803911,0.0016523561,-0.0102848007,-0.2023803563,0.0014652178,0.0167499749,-0.1512398632,0.0401656672,-0.0006442019,-0.0333958017,-0.0060876714,-0.057515754,0.005735614,-0.0068888589,-0.0284232297,-0.084313086,-0.00061978,0.0039465978,-0.0141194288,-0.0307274075,0.0035726921,0.0012010075,0.0057220522,0.0717538425,-0.0077931176,0.0,-0.0019373875,0.0019912051,-0.0047636825,0.0524428533,-0.0601160012,0.0197839478,-0.001227009,-0.0306645662,0.0607168765,0.0049385062,-0.0004348895,-0.0048957691,-0.0697688284,-0.3123516319,-0.1060817844,-0.1568003971,0.0,-0.0033346183,-0.0116748644,-0.0018641657,0.0006278922,-0.0039003308,-0.2404175676,-0.0404818207,0.0003928086,-0.1071824248,9.36734e-05,-0.0248171042,0.0072056094,-0.0589871305,-0.0945342383,-0.0937346758,0.0120696852,0.544156471,-0.0026058462,-0.1699891303,0.1236099609,-0.0136330571,-0.3949954152,-0.0075917797,-0.0054272976,-0.0037024214,-0.0013741697,0.073872497,3.50836e-05,0.0068544717,-0.001463348,0.0287637903,-0.0003815678,-0.0637368045,0.0018494295,0.0007316164,-0.0023711119,-0.0319262503,0.0295497936,-0.1063318368,0.245563916,0.0017927934,-0.0013997388,0.1715917291,0.0269989214,-0.0022688055,-0.3548834669,0.1241851913,-0.5902747924,-0.0050412876,-0.0009862958,0.00338529,-0.0008582505,-0.0064438838,-0.013132397,-0.327075395,0.0053817762,-0.0007861881,0.5305961024,0.0345254937,0.0325081706,0.0056411981,-0.0114881226,-0.0009186043,-0.000562508,-0.0693792666,0.0247131563,-0.0074413453,-0.0029365683,0.3157706642,-0.0018518399,0.1578537997,0.0018336879,-0.0013498836,0.1181467398,0.0061729781,0.0176246102,-0.0003089687,-0.6714971235,-0.0401130305,-0.0278047948,-0.0188147346,-0.0062552866,-0.4064765075,0.0071943198,-0.0014326721,0.0003250746,-8.9106e-06,0.1034023238,-0.0052882646,0.1090128586,-0.0166731301,0.0279467149,0.2321533111,0.0,-0.4438845843,-0.4089769327,-0.0009387834,0.032327799,-0.000111598,-0.2946738898,0.6150693304,0.3520993958,-0.0490855247,-0.1094154473,-0.0243907176,-0.8987809252,-0.0012374574,0.0028384829,-0.0221430842,-0.1045413215,-0.0021089475,0.0115312792,-0.0005242863,-0.0016366944,0.0153224856,0.6157273344,-0.0300369845,-0.0007064518,8.7069e-05,-0.0007122782,0.0259629816,-0.0023954593,0.0354586342,-0.0080532023,-0.0004375062,-0.0942327828,0.017801678,-0.0004256657,-0.0058063185,-0.0046391221,-0.0004337497,-0.4692476619,0.0783157453,-0.0006427735,-0.000498185,-0.010611013,0.0174902602,0.4607981191,-0.0008821042,-0.028391035,0.0061454062,-0.0001150882,0.051268172,-0.0003969303,-4.28893e-05,0.1074915624,0.4727395926,-0.000508524,-0.0007429914,0.0983952762,-0.0013743695,-0.1261800651,-0.2277304083,0.0126769728,-0.0005411098,-0.2165357505,0.0083258797,-0.0621336296,0.0,0.0086088057,0.488645159,-0.2382728312,-0.0004663449,-0.0138517766,-0.3321538532,-0.0093127901,-0.0008153645,-0.0020245901,-0.03552976
Eevee,-0.0001257759,-0.0001027154,-6.0903e-06,0.0,-0.001959848,-4.3626e-06,7.0212e-06,0.0,-7.8211e-06,0.0014266851,-6.86164e-05,-6.43148e-05,-4.6799e-06,-6.5562e-06,-3.97175e-05,0.0,0.0,-0.0004763965,0.0008814188,-6.8775e-06,-0.0004501405,-0.0001771205,-0.0044876539,-0.000175417,-0.0004023811,0.0071270696,0.0150952604,-0.0068484431,-0.0001704387,-0.0038280218,-1.73321e-05,0.000505262,0.0001384022,-0.0027823109,-6.4973e-06,0.0016273128,-0.003273927,-6.8589e-06,-0.0093251131,-9.21183e-05,0.0,-0.0019386359,-1.35056e-05,0.0,-3.50927e-05,-0.0020451884,-9.49404e-05,-0.0002930541,0.000411071,0.0025213367,-3.10716e-05,-0.0002505626,-5.1813e-06,-0.0151955433,-2.52592e-05,-0.0012695714,0.0,-0.0005504855,0.0002132566,4.99149e-05,-0.0013255758,0.0,-0.0019279138,2.1131e-06,0.0,-1.54446e-05,2.33377e-05,0.0002442326,-1.27993e-05,-1.03023e-05,-0.000116869,-0.0010146896,-0.0004461805,-0.0009046451,0.0167175698,1.39929e-05,-0.0001777213,-8.87845e-05,-3.20338e-05,-4.9442e-05,-0.0002623154,-0.0017762568,-1.5648e-05,-9.195e-05,-0.0022061547,-0.0002338075,-0.0001914145,-0.0031733155,-1.36478e-05,-5.793e-06,-0.0003344177,0.0,-0.000513025,0.0,-6.50807e-05,-0.0002248305,-0.0013563706,-1.7767e-06,0.0,0.0009835638,-0.0002772455,-8.4024e-06,0.0004852062,-3.49283e-05,-5.4366e-06,-4.49581e-05,0.000521648,-3.5761e-06,0.0,-7.35598e-05,0.0007366897,-0.0005543923,-1.86486e-05,-1.09288e-05,0.0,-1.5846e-05,0.0,-5.5746e-06,0.0009131348,7.95816e-05,-0.0030630104,0.0,-0.0005159425,-7.7375e-06,-8.84421e-05,-7.5717e-05,-8.49786e-05,-2.7017e-05,-3.77576e-05,-0.003079729,-0.0004804677,-3.0228e-06,-0.0010068719,-3.9295e-06,-0.0002220512,0.0,0.0063383802,-0.0009285703,-0.0008742878,0.0012555448,0.0,-2.32087e-05,-0.0015645855,-0.0021250369,-0.0026249861,-0.0028643655,-8.02821e-05,-0.0001899529,0.0,2.99859e-05,-2.43203e-05,-6.90586e-05,-1.73175e-05,-1.96976e-05,-2.64347e-05,2.95795e-05,0.0,-4.9786e-06,0.0,-9.62e-07,-7.24177e-05,-3.43861e-05,-0.0007709098,-0.000141783,0.0010583907,0.0,0.0016522032,-1.769e-05,0.0011976177,-0.0031618535,-0.0002779991,-0.005364504,-4.49086e-05,-8.7767e-06,-5.16165e-05,0.0,-5.73949e-05,0.0,-0.0089057781,0.0001535628,0.0,-0.0026904444,-5.5044e-05,-0.000191124,0.0,-0.0003060268,-1.01929e-05,-5.0102e-06,0.0142005571,1.65733e-05,-0.0001157706,-2.54305e-05,0.0137430226,-1.64964e-05,-1.27773e-05,-2.83836e-05,0.0007341167,-4.55083e-05,0.0,-5.3875e-06,0.0,-0.0060788009,-0.0003705939,-0.0002547031,-0.0001713705,-5.57502e-05,-0.0029490789,-8.4309e-06,-5.04773e-05,-4.3699e-06,-4.6219e-06,-9.50347e-05,0.0004436028,-0.0003947957,-0.0003109726,-1.8995e-05,0.0003960068,-4.1662e-06,-0.004215835,-0.0036357261,-1.02048e-05,-1.19842e-05,-4.604e-06,0.0124128281,0.0,-0.0041588634,-0.0004714137,-0.0015839904,-0.000233766,-0.0082728893,-1.10219e-05,-3.13718e-05,-0.0013857802,-0.0013409934,-1.91536e-05,-9.6451e-06,2.37235e-05,0.0008833415,-4.6246e-05,0.0,-0.000308263,-6.3584e-06,0.0016173153,0.0008896973,1.38472e-05,-2.10991e-05,0.0004777959,0.0008320253,-4.2152e-06,-0.0023495698,0.0004809835,3.84127e-05,-5.1739e-05,0.0,-2.4172e-06,-0.00438244,-3.20709e-05,0.0004848243,0.0,-0.0001010164,-8.6943e-06,0.0,-1.06469e-05,-0.0004157272,0.0,6.77192e-05,0.0071103207,-4.5538e-06,0.0,-0.0027836528,0.0071676547,0.0,-7.3566e-06,0.0013173781,-1.22521e-05,-0.0032985821,-0.0032728102,-0.0009954219,-4.8196e-06,-0.0010923147,-5.5074e-06,0.0003059572,0.0,0.0,-0.0015223119,-0.002424139,-4.1537e-06,-0.0004721359,-0.0043477146,0.0,-5.4406e-06,-1.80328e-05,-0.000319303
