,Abomasnow,Abomasnow-Mega,Abra,Absol,Absol-Mega,Accelgor,Aerodactyl,Aerodactyl-Mega,Aggron,Aggron-Mega,Aipom,Alakazam,Alakazam-Mega,Alomomola,Altaria,Altaria-Mega,Amaura,Ambipom,Amoonguss,Ampharos,Ampharos-Mega,Anorith,Arbok,Arcanine,Archen,Archeops,Ariados,Armaldo,Aromatisse,Aron,Articuno,Audino,Audino-Mega,Aurorus,Avalugg,Axew,Azelf,Azumarill,Azurill,Bagon,Baltoy,Banette,Banette-Mega,Barbaracle,Barboach,Basculin,Bastiodon,Bayleef,Beartic,Beautifly,Beedrill,Beedrill-Mega,Beheeyem,Bellossom,Bellsprout,Bergmite,Bibarel,Bidoof,Binacle,Bisharp,Blastoise,Blastoise-Mega,Blissey,Blitzle,Boldore,Bonsly,Bouffalant,Braixen,Braviary,Breloom,Bronzong,Bronzor,Buizel,Bulbasaur,Buneary,Bunnelby,Burmy,Butterfree,Cacnea,Cacturne,Camerupt,Camerupt-Mega,Carbink,Carnivine,Carracosta,Carvanha,Cascoon,Castform,Caterpie,Celebi,Chandelure,Chansey,Charizard,Charizard-Mega-X,Charizard-Mega-Y,Charmander,Charmeleon,Chatot,Cherrim,Cherubi,Chesnaught,Chespin,Chikorita,Chimchar,Chimecho,Chinchou,Cinccino,Clamperl,Clawitzer,Claydol,Clefable,Clefairy,Cleffa,Cloyster,Cobalion,Cofagrigus,Combee,Combusken,Conkeldurr,Corphish,Corsola,Cottonee,Cradily,Cranidos,Crawdaunt,Cresselia,Croagunk,Crobat,Croconaw,Crustle,Cryogonal,Cubchoo,Cubone,Cyndaquil,Darmanitan,Dedenne,Deerling,Deino,Delcatty,Delibird,Delphox,Dewgong,Dewott,Diancie,Diancie-Mega,Diggersby,Diglett,Ditto,Dodrio,Doduo,Donphan,Doublade,Dragalge,Dragonair,Dragonite,Drapion,Dratini,Drifblim,Drifloon,Drilbur,Drowzee,Druddigon,Dugtrio,Dunsparce,Duosion,Durant,Dusclops,Dusknoir,Duskull,Dustox,Dwebble,Eelektrik,Eelektross,Eevee,Ekans,Electabuzz,Electivire,Electrike,Electrode,Elekid,Elgyem,Emboar,Emolga,Empoleon,Entei,Escavalier,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exploud,Farfetch'd,Fearow,Feebas,Fennekin,Feraligatr,Ferroseed,Ferrothorn,Flaaffy,Flabebe,Flareon,Fletchinder,Fletchling,Floatzel,Floette,Florges,Flygon,Foongus,Forretress,Fraxure,Frillish,Froakie,Frogadier,Froslass,Furfrou,Furret,Gabite,Gallade,Gallade-Mega,Galvantula,Garbodor,Garchomp,Garchomp-Mega,Gardevoir,Gardevoir-Mega,Gastly,Gastrodon,Gengar,Geodude,Gible,Gigalith,Girafarig,Glaceon,Glalie,Glalie-Mega,Glameow,Gligar,Gliscor,Gloom,Gogoat,Golbat,Goldeen,Golduck,Golem,Golett,Golurk,Goodra,Goomy,Gorebyss,Gothitelle,Gothorita,Gourgeist,Gourgeist-Large,Gourgeist-Small,Gourgeist-Super,Granbull,Graveler,Grimer,Grotle,Grovyle,Growlithe,Grumpig,Gurdurr,Gyarados,Gyarados-Mega,Happiny,Hariyama,Haunter,Hawlucha,Haxorus,Heatmor,Heatran,Heliolisk,Helioptile,Heracross,Heracross-Mega,Herdier,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honchkrow,Honedge,Hoopa,Hoothoot,Hoppip,Horsea,Houndoom,Houndoom-Mega,Houndour,Huntail,Hydreigon,Hypno,Igglybuff,Illumise,Infernape,Inkay,Ivysaur,Jellicent,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Jynx,Kabuto,Kabutops,Kadabra,Kakuna,Kangaskhan,Karrablast,Kecleon,Keldeo,Kingdra,Kingler,Kirlia,Klang,Klefki,Klink,Klinklang,Koffing,Krabby,Kricketune,Krokorok,Krookodile,Kyurem,Kyurem-Black,Lairon,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latias-Mega,Latios,Latios-Mega,Leafeon,Leavanny,Ledian,Ledyba,Lickilicky,Lickitung,Liepard,Lileep,Lilligant,Lillipup,Linoone,Litleo,Litwick,Lombre,Lopunny,Lopunny-Mega,Lotad,Loudred,Lucario,Ludicolo,Lumineon,Lunatone,Luvdisc,Luxray,Machamp,Machoke,Machop,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Manectric,Manectric-Mega,Mankey,Mantine,Mantyke,Maractus,Mareep,Marill,Marowak,Marshtomp,Masquerain,Mawile,Medicham,Medicham-Mega,Meditite,Meganium,Meloetta,Meowstic,Meowth,Mesprit,Metagross,Metagross-Mega,Metang,Metapod,Mew,Mienfoo,Mienshao,Mightyena,Milotic,Miltank,Mime Jr.,Minccino,Minun,Misdreavus,Mismagius,Moltres,Monferno,Mothim,Mr. Mime,Mudkip,Muk,Munchlax,Munna,Murkrow,Musharna,Natu,Nidoking,Nidoqueen,NidoranF,NidoranM,Nidorina,Nidorino,Nincada,Ninetales,Ninjask,Noctowl,Noibat,Noivern,Nosepass,Numel,Octillery,Oddish,Omanyte,Omastar,Onix,Oshawott,Pachirisu,Palpitoad,Pancham,Pangoro,Panpour,Pansage,Paras,Parasect,Pawniard,Pelipper,Persian,Petilil,Phanpy,Phantump,Phione,Pichu,Pidgeot,Pidgeot-Mega,Pidgeotto,Pidgey,Pidove,Pignite,Pikachu,Piloswine,Pineco,Pinsir,Pinsir-Mega,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Ponyta,Poochyena,Porygon,Porygon-Z,Porygon2,Primeape,Prinplup,Probopass,Psyduck,Pumpkaboo,Pumpkaboo-Large,Pumpkaboo-Small,Pumpkaboo-Super,Pupitar,Purugly,Pyroar,Quagsire,Quilava,Quilladin,Qwilfish,Raichu,Raikou,Ralts,Rampardos,Rapidash,Raticate,Rattata,Regice,Regigigas,Regirock,Registeel,Relicanth,Reuniclus,Rhydon,Rhyhorn,Rhyperior,Riolu,Roggenrola,Roselia,Roserade,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Sableye,Salamence,Samurott,Sandile,Sandshrew,Sandslash,Sawk,Sawsbuck,Scatterbug,Sceptile,Sceptile-Mega,Scizor,Scizor-Mega,Scolipede,Scrafty,Scraggy,Scyther,Seadra,Seaking,Sealeo,Seedot,Seel,Seismitoad,Sentret,Serperior,Servine,Seviper,Sewaddle,Sharpedo,Sharpedo-Mega,Shaymin,Shedinja,Shelgon,Shellder,Shellos,Shelmet,Shieldon,Shiftry,Shinx,Shroomish,Shuckle,Sigilyph,Silcoon,Simipour,Simisage,Simisear,Skarmory,Skiddo,Skiploom,Skitty,Skorupi,Skrelp,Skuntank,Slaking,Slakoth,Sliggoo,Slowbro,Slowbro-Mega,Slowking,Slowpoke,Slugma,Slurpuff,Smeargle,Smoochum,Sneasel,Snivy,Snorlax,Snorunt,Snover,Snubbull,Solosis,Solrock,Spearow,Spewpa,Spheal,Spinarak,Spinda,Spiritomb,Spoink,Spritzee,Squirtle,Stantler,Staraptor,Staravia,Starly,Starmie,Staryu,Steelix,Steelix-Mega,Stoutland,Stunfisk,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swablu,Swadloon,Swalot,Swampert,Swampert-Mega,Swanna,Swellow,Swinub,Swirlix,Swoobat,Sylveon,Taillow,Talonflame,Tangela,Tangrowth,Tauros,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Throh,Thundurus,Thundurus-Therian,Timburr,Tirtouga,Togekiss,Togepi,Togetic,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torterra,Totodile,Toxicroak,Tranquill,Trapinch,Treecko,Trevenant,Tropius,Trubbish,Turtwig,Tynamo,Typhlosion,Tyranitar,Tyranitar-Mega,Tyrantrum,Tyrogue,Tyrunt,Umbreon,Unfezant,Unown,Ursaring,Uxie,Vanillish,Vanillite,Vanilluxe,Vaporeon,Venipede,Venomoth,Venonat,Venusaur,Venusaur-Mega,Vespiquen,Vibrava,Victini,Victreebel,Vigoroth,Vileplume,Virizion,Vivillon,Volbeat,Volcanion,Volcarona,Voltorb,Vullaby,Vulpix,Wailmer,Wailord,Walrein,Wartortle,Watchog,Weavile,Weedle,Weepinbell,Weezing,Whimsicott,Whirlipede,Whiscash,Whismur,Wigglytuff,Wingull,Wobbuffet,Woobat,Wooper,Wormadam,Wormadam-Sandy,Wormadam-Trash,Wurmple,Wynaut,Xatu,Yamask,Yanma,Yanmega,Zangoose,Zapdos,Zebstrika,Zigzagoon,Zoroark,Zorua,Zubat,Zweilous,Zygarde,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abomasnow-Mega,0.0,0.0,0.0,0.0,-0.008455022271487578,0.0,-0.0013446593043769859,-0.009322052541098587,-0.001026745194505462,-0.002523183967912701,0.0,-0.09612771898081968,-0.08109478646794466,1.8773123983270805,0.0,-0.171734540498302,0.0,0.0029329296614761862,0.0,0.0,-0.004417482794577237,0.0,0.0,1.9120717595709071,0.0,-0.001118941376145211,0.0,0.0,0.0,0.0,-0.0016201244034950827,0.0,-0.0005704114558536481,0.0006970204690926571,0.01141620541515835,0.0,0.0,0.568793317345657,0.0,0.0,0.0,0.0,-0.016547973425882382,0.0,0.0,0.0,-0.0009230335272849947,0.0,0.0,0.0,0.0,-0.020479501152720438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8065773184175886,-0.0023735266507651023,-0.013250993196166096,-0.01647358585689568,0.0,0.0,0.0,0.0,0.0,-0.0005715165802566062,-0.16782612877253877,-0.008841745816495324,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005396458000348904,0.0,0.0,-0.0022909980959214607,-0.000962059002626115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05188982520797917,-0.9199682782784883,-0.0005509939927339088,-0.11386788457484784,-0.09019022856872383,0.0,0.0,-0.0007348895762404875,0.0,0.0,-0.03213316411165815,0.0,0.0,0.0,0.0,0.0,-0.0013844275698984842,0.0,-0.0005647948006938133,-0.003928512618300449,-0.3380439504578744,0.0,0.0,-0.013428043523031468,1.9272172342397356,-0.04623320492033498,0.0,0.0,-0.08912129163210644,0.0,0.0,0.0,0.0,0.0,-0.20626116815596357,-0.013554469068302138,0.0,-0.0015582556186569774,0.0,0.0,-0.0001389358412847943,0.0,0.0,0.0,-0.011011953953124026,0.0,0.0,0.0,0.0,-0.000678503335571599,-0.0002951608979540832,0.0,0.0,-0.0009937364955734363,-0.21552817900894705,-0.0463928385514146,0.0,-0.24750844051621196,0.0,0.0,-0.035064423510863515,-0.017141839322328555,-0.0036977863166065047,0.0,-0.2839527130723726,-0.0059318114618558005,0.0,0.0,0.0,0.0,0.0,-0.002428188402071511,-0.10981384562874053,0.0,0.0,-0.0020284269779666957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027996090024610953,0.0,0.0,0.0,0.0,-0.0013161913861757073,0.0,-0.08969696988149542,-0.03582676040465495,-0.0014763327106300324,-0.19677403463446475,0.0,-0.687968863395136,0.0,0.0033885083085872375,-0.0006278425759832453,0.0,0.0,0.0,0.0,-0.010948037065113683,0.0,-0.40173920092888576,0.0,0.0,-0.010996305795207516,0.0,0.0,0.0,0.0,-0.005874458095497985,-0.0014220446096322899,0.0,0.744054660152137,0.0,0.0,0.0,0.0,0.011491258260297108,0.0,0.0,0.0,-0.0021179435379367235,-0.016915307672253674,-0.017816100917616994,0.0,-0.9053103706836054,-0.035627398334352314,-0.003642544380017314,-0.20648208425162004,0.0,-0.10364169139955727,-0.23710976038598613,0.0,0.0,-0.002983993683033953,0.0,0.008839255464954746,0.0,-0.000600693204754587,0.0,1.931240426879465,-0.3433737201850051,0.0,0.0,0.0,0.0,0.0,-0.0010790513176860768,0.0,0.0,-0.018248991743101753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031510909313683125,-0.11770652218273375,0.0,0.0,0.0,-0.011699886277531362,-0.0048036390320167965,0.0,-1.1070867400393136,-0.00496895510512777,0.0,0.0,-0.38780174826618463,0.0,0.0,1.7949879115954586,0.0,-0.0026415512792047333,0.0,-0.013356100292397066,0.0,0.0,0.0,0.0,0.0,0.0,-0.011473745717936112,0.0,0.0,-0.23980596411486438,0.0,0.0,0.0,0.023476810502042193,0.0,0.0,-0.024482171550471166,0.0,1.105297398456658,-0.006218955755278936,0.0,0.0,-0.0014999612150812334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017625608076329816,-1.1950893760594676,-0.042372236394281296,0.0,0.0,0.0,0.10726767524430592,0.0,0.0,0.0,0.0,0.0,0.0,-0.004041667340910504,0.8043984930461288,0.014348557733426998,0.0,0.0,-1.1234679372704726,-0.0024426899332733953,-0.0006100184693821367,0.0,0.0,-0.07666479124752552,-0.055348715108483326,0.7282953002512773,-0.003923269519645752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006759400775111021,0.0,0.0,0.0,0.0,-0.7259943440322427,0.0,0.0,-0.023638086147258958,-0.001691852801901774,0.0,0.0,0.0,0.0,-0.008781547424824173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008153180000634298,-0.2636230132627543,0.0,-0.0007612734735831001,2.2737029317078106,0.6152894374481257,-0.06525131265847467,-0.0006409831986254103,-0.09988161293154693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8442294432086848,0.0,-0.0024691737447681697,-0.13370300449472305,-0.0034559108200298743,0.0,0.0,-0.015509343937151417,-0.26840013667197854,0.0,0.0,-0.6191282121437423,0.0,-0.005740432955476298,0.0,-0.03991488625692349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004956527193263655,0.0,0.0,0.0,0.0,0.0,-0.04865516394164885,-0.06757410788377602,0.0,0.0,0.0,0.0,0.0,-0.013392135175992831,-0.00084065613113989,0.0,0.0,-0.0017451897986568209,0.0,0.0,0.0,0.0,0.0,-0.011356482000416751,0.0,0.0,0.0,0.0,0.0,-0.006740848142781827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012981328827925534,0.0,0.0,0.0,0.0,-0.005263361725133771,0.0,0.0,0.0,-0.17512835709896013,0.0,0.0,-0.05207725053894617,0.0,0.0,0.0,0.0,0.0,0.0,-0.005646304297216499,-0.019270267552425488,0.0,0.0,-0.001563576947916708,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007501196708366263,0.0,-0.18386590101945477,0.0,0.0,0.0,-0.0018008280435434535,-0.0819552591019305,0.0,0.0,-0.0009824565324280505,0.0,0.0,-0.0009536497625645573,-0.0009069675150347874,0.0,-0.14424113000965805,0.0,-0.02202960711239297,0.0,0.0,0.008425393345279903,0.0,0.0,0.0,-0.006408756712132569,0.0,0.0,0.0,-0.0072760526961539035,-0.0039145400532131554,0.04577031340484483,-0.012039237168243181,-0.018358547655863075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013091727596979722,-0.02982533016204884,-0.14681421166667818,-0.45573397692350537,-0.2448722310290383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11740328906701726,0.0,-0.17721861224563143,0.0,0.0,0.0,-0.0016238258876490616,-0.017864411589879416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09728494480794272,-0.0013912528824665238,0.0,0.0,0.0,0.0,-0.9806483974368533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20901666594126042,-0.34839983486285664,-0.02865611350996434,0.0,0.0,-0.0017371147265756747,0.0,0.0,0.0,0.0,-0.003243596833382454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009007294440953309,0.0,0.0,0.0,0.0,-0.020076206754198425,0.0,0.0,0.22292745440578404,0.0,0.0,-0.013058859169023404,0.0,0.0,0.0,-0.23550506367473067,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015814293925493703,-0.03920100760619624,0.0,0.0001339954581439442,0.0,0.0,0.0,-0.34459397116765006,0.0,0.4140040947014071,0.0,-0.3429785632068755,-0.001146060835874649,0.0,0.0,-0.06032540416114651,0.0,-0.1573849645376761,0.0,-0.33242608044652733,-0.03555522580341801,0.0,0.0,-0.06119091647601189,0.0,0.0,0.0,0.0,0.0,0.19605938590358912,0.0,0.0,-0.0032656688615997093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001718005446879372,-0.415733113800059,-0.01598637365749305,-0.005011443128835429,0.0,0.0,-0.03003355201025694,0.0,0.0,-0.0012716970477904613,0.0,0.0,0.0,0.0,-0.0033640873427947943,0.0,0.0,0.0,-0.009438991199668501,-0.6538560739454701,0.0,0.0,-0.07602456127958288,0.0,0.0,0.0,0.0,0.001561676275311981,0.0,-0.07407972591379244,0.40870665389131705,0.0,0.0,0.0,0.0,0.0,0.012831210719773188,0.0,0.0,-0.2657958984710005,0.0,0.0,-0.012171765141826406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14640589535566328,0.0,0.0,-0.0035267684242427395,0.0,-0.4041659499865528,0.0,0.0,-0.0057051328435374395,0.0,0.0,0.0,-0.0017006092442116484,0.0
