,Porygon-Z,Mandibuzz,Weezing,Bronzong,Volcarona,Accelgor,Raichu-Alola,Roserade,Toxicroak,Spiritomb,Duosion,Eelektross,Archeops,Snorlax,Uxie,Swellow,Mimikyu,Lurantis,Machamp,Muk-Alola,Lanturn,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Alakazam-Mega,Cottonee,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Sigilyph,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Mesprit,Landorus-Therian,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Tyranitar-Mega,Mantine,Nidoqueen,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Volcanion,Beedrill-Mega,Latios,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Togekiss,Gyarados-Mega,Kabutops,Slurpuff,Salamence,Buzzwole,Slaking,Haxorus,Absol-Mega,Glalie-Mega,Vivillon,Porygon2,Crawdaunt,Steelix-Mega,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Gumshoos,Celesteela,Hippowdon,Kyurem-Black,Blissey,Politoed,Donphan,Ampharos-Mega,Sylveon,Greninja,Garchomp-Mega,Exploud,Solosis,Pinsir-Mega,Decidueye,Steelix,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Sawsbuck,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Lycanroc,Umbreon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Palossand,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Carbink,Dragonite,Darmanitan,Gyarados,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Barbaracle,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Alomomola,Hawlucha,Cloyster,Blastoise,Drapion,Braviary,Torkoal,Excadrill,Victreebel,Smeargle,Whimsicott,Magneton,Banette-Mega,Tentacruel,Bibarel,Greninja-Ash,Kricketune,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Sceptile-Mega,Primarina,Necrozma,Suicune,Scizor,Piloswine,Metagross,Nidoking,Arbok,Zapdos,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Keldeo,Tyranitar,Noivern,Registeel,Empoleon,Xatu,Nihilego,Heracross-Mega,Clamperl,Beartic,Silvally,Camerupt,Azelf,Pikachu,Zoroark,Salazzle,Jynx,Shuckle,Diancie-Mega,Galvantula,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Clefable,Minior,Jellicent,Stakataka,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Claydol,Flygon,Starmie,Hitmonchan,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Espeon,Vikavolt,Lopunny-Mega,Kartana,Azumarill,Charizard,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Manaphy,Swampert,Zeraora,Skarmory,Crobat,Hitmontop,Heliolisk,Kingdra
Fletchinder,-1.50965e-05,0.0,0.0,0.0,0.0,0.0,-2.401e-06,0.0,0.0,0.0,0.0,0.0,1.7168e-06,-2.2389e-05,0.0,0.0,-0.0003074104,0.0,-3.3085e-06,0.0,0.0,-2.03482e-05,0.0,-3.09689e-05,0.0,0.0,-0.0003687683,0.0,-0.0010748879,-1.2123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7957e-06,-2.0801e-06,0.0,0.0,-9.721e-07,0.0,-0.000203814,-2.38026e-05,0.0,-0.0010440279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0658e-05,-2.0141e-06,-0.0002430759,-0.0001380664,0.0,0.0,-2.5986e-06,-1.88561e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9781e-06,0.0,0.0,0.0,0.0,0.0,0.0,-3.0259e-06,0.0,0.0,-0.0001196303,0.0,0.0,-6.8183e-06,0.0,0.0,0.0,-9.3662e-06,0.0,0.0,-1.0109e-06,-2.2296e-06,0.0,1.4294e-05,-9.5278e-06,0.0,0.0,0.0,-2.5423e-06,0.0,0.0,-0.0002028891,0.0,-0.0003731987,0.0,-0.0001786452,0.0,0.0,0.0,0.0,-2.3405e-06,-0.0008507099,0.0,0.0,0.0,0.0,-1.8321e-06,0.0,-0.0002319119,-0.0001304359,-0.0001848249,-2.0345e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.04411e-05,0.0,0.0,-0.0014950599,-1.15022e-05,-1.0628e-06,0.0,-2.1025e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.89405e-05,-3.1045e-06,0.0,-6.7805e-06,-3.0815e-06,0.0,-1.02937e-05,-0.0001892397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.84e-07,0.0,0.0,-1.46387e-05,-2.45082e-05,-1.04809e-05,0.0,0.0,-0.0004289244,0.0,-1.352e-06,-7.087e-07,0.0,0.0,-0.0008347952,0.0,0.0,0.0,-1.4154e-06,0.0,-1.71074e-05,0.0,-0.0009932798,0.0,-5.28894e-05,0.0,-5.13892e-05,-2.6047e-06,-0.0003468492,0.0,-5.397e-07,0.0,0.0,-5.95873e-05,0.0,-6.897e-07,0.0,-1.77198e-05,0.0,-0.0007045167,0.0,0.0,0.0,0.0,0.0,-0.0008297656,0.0,-0.0002534732,0.0,0.0,-0.0003248766,-0.0003725031,-1.8813e-06,-1.2182e-06,0.0,0.0,-1.36566e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.2703e-06,0.0,-1.04924e-05,-6.735e-07,0.0,-0.0001986636,-3.2574e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7179e-06,0.0,0.0,-0.0002353691,0.0,-1.2331e-06,0.0,0.0,0.0,-0.000643612,-5.1052e-06,0.0,0.0,1.1853e-06,-0.0002498044,0.0,0.0,8.925e-07,-0.0002821619,-1.2986e-06,-6.027e-05,0.0,0.0,-0.0004200773,0.0,-5.1758e-06,-0.0002055142,0.0,0.0,0.0,-5.458e-07,-0.0002320262
Greninja-Ash,-9.9896568793,-6.8993516096,-0.4848989626,-9.4667127599,-208.2148418961,-4.459964745,-2.2890313739,-4.5725458435,1.764861358,-1.218770576,0.0,-1.3363306056,-1.3030371266,-15.0660523944,-12.7503418794,-2.770340487,-139.0652200129,-0.6350848456,-2.523911625,-31.6220742079,0.7695740857,25.7044531723,-251.7177103936,-22.8126578901,-29.4936167769,-9.0375937062,-86.1652857184,-0.5613564305,-745.6584101211,-8.032362085,-106.6036679593,-1.6105019478,-2.462770875,277.5072977364,2.1176900046,973.1265972075,-0.7167869385,671.8369459683,4.0337466287,-1.4148268374,-0.7572753105,-15.7525074169,-0.7381830031,-3.3119324579,-156.5154518737,-18.3162275379,-41.2423030464,-610.2439542907,-2.8188632581,-0.5380299529,90.2444313593,-0.5780129995,921.5130539735,-157.5189046,-10.2389386089,-10.2926029191,-1.4598917511,-106.9658894044,-81.8149572556,-40.3128900196,-5.1111094404,-1.8294115802,-8.4467340939,-0.6718982313,48.8741708682,-57.3694547575,-1.1534759637,-61.5428768962,8.6265049606,35.7951985699,-4.3862692223,-1.9393964111,27.7380916133,-64.3334247926,-178.86855675,-5.3365017834,-8.2331104768,-52.5154242,-46.5108983852,-8.3124480351,193.8422082314,46.1895908863,-2.1823386199,-57.8544179156,-8.4539257465,-59.681892331,-19.8602101515,-4.3630748034,-3.4145254417,-217.7672894439,0.5694809293,-4.3241053268,3.6598455951,-31.3162773338,-0.7367726422,-0.0588484345,-1.658432347,-0.686773415,-0.4754478806,-6.9005815003,-79.8620180602,-7.9630060854,-19.7814744628,-0.7220654735,-0.950103287,-1.7087461373,4.6413193877,-0.5172751519,-65.9709337766,-175.3931601322,37.6805513838,-16.8290459837,65.4064889947,-1.9442207419,-6.339212561,-1.2682688642,0.0,1.572725259,-2.0316033741,-1.772225342,-68.4165865907,-0.0832669045,-1.2792363169,-9.1452428116,-61.0080294361,-69.2910568705,-1.3246792543,-20.2325780424,-11.6554565333,-1.2850875797,-276.658765302,-38.2146498879,-169.2901746081,320.9329797309,-9.4158200223,-37.7062813311,-8.4169630567,-8.1618926594,-600.281912806,-3.0371963953,-0.8003798908,-2.135132762,-2.8305657382,-8.4454591336,-1.010358071,-0.6429796661,-120.47868734,-1.1176084256,-1.7789881983,-1.270331268,-2.4622700693,-50.1912610771,-1.783379146,-171.1710802086,-5.2871533356,-2.2598981051,-0.4356115487,-6.4234097511,-88.4206699285,53.697571861,10.5995372273,-2.8459887345,-0.9344409296,-9.9567315416,-3.7873061219,-11.5327642265,-6.3021536328,-23.3712549109,-0.4622479839,-3.0286075017,331.3517394001,-6.5738742364,-15.4188588589,-7.982023677,-0.9913979601,-61.0860254291,100.6820297692,-15.7180296355,-0.9984603277,-0.4640701461,-0.5545657155,-7.6181326705,-461.3657075584,-3.3037032458,-6.9278884745,-3.230267938,-0.9467468979,-2.14470489,8.9121372213,-1.546838044,0.0,-0.5081718455,-18.5521670292,-5.443361305,-15.9442562992,-1.2207144326,-17.8754054505,-2.7547120086,0.6874812849,-3.2816300099,-7.4297429229,-46.1335491967,-9.8906693697,2.3701582104,-2.1589769929,-7.9689234507,-0.379065183,188.3776855526,372.0252419749,-13.0659808149,-0.5228037746,118.3541273834,-69.844955434,105.7857567618,-11.5926789724,-101.2191251946,-30.0538469513,114.8872098158,-243.5857118826,-221.1650173185,-1.4223723714,-0.1550213367,-3.7162796313,9.8811598738,3.100681379,37.4070756853,-0.6746029028,1.2104192738,-0.6037227686,-1.9612413186,-3.597152621,-0.5567918531,0.4852453967,-8.0847411915,-0.0502540609,-28.0400310224,-70.84508622,-1.6799910883,-1.5112436214,-3.4243687778,-1.8137752973,-343.7715292746,-1.9864316518,-1.0939019752,-13.355382992,-1.8350303832,-135.2893222138,-0.7212401782,-21.5995424462,-0.5018460986,-0.1238469242,-19.4974426265,-0.563584339,-0.7746417253,108.0616209037,-0.485208423,-0.1362997747,-23.5012886477,-0.5900933048,-110.0768220038,209.4709918485,-67.2343631566,-0.5026244563,-69.3856697373,-0.9828523787,-41.8458219064,-3.2536392087,-0.1175475795,-316.7981283399,-148.8237518747,-3.7870837138,98.9471415568,-441.6399142025,0.4142596075,-0.5005660934,-0.5453288845,-127.2572369085
Swellow,0.1115557319,-0.0290463516,0.0147193391,0.0969139916,-1.0548009328,-0.0185127217,-0.0132150377,-0.0072068944,0.235550493,-0.0045682746,0.0,-0.0052885933,-0.0049913765,-0.0659140806,-0.0579612063,0.0,0.3713060405,-0.002504108,0.0046644576,-0.2087872747,0.0023678637,0.1805623068,-1.3898214698,-0.0911586384,-0.1130147795,0.1058388454,-1.1473999813,-0.0018391482,8.2530169363,0.1173232535,-0.7522967542,-0.0062452884,-0.0057375865,-0.5032946187,-0.0038563299,-1.8029730537,-0.0010702399,-2.7220455417,0.0496540114,0.0280811485,-0.0014192305,-0.0918988556,0.0004894643,0.4805500065,10.5015846848,-0.0771145172,-0.0069571159,-3.1596140335,0.0390697874,0.0226474215,-0.2068443726,0.0016405054,4.4848475175,-0.3360298572,-0.0396964589,-0.0026979144,-0.0045911216,-0.009577104,-0.3847209704,-0.1614458604,-0.0204913716,-0.0076434758,0.1361019635,-0.002966352,0.0118890328,-0.415149259,-0.0026880538,-0.2503591931,-0.8226974249,-0.0376184795,0.0046086345,-0.0062497145,-0.0245361501,-0.1477384047,-0.8767063587,-0.0209322987,-0.0325233475,1.8640720502,-0.1876899509,-0.0426048079,-0.3712104147,-1.5024019936,0.0621117013,-0.351477721,0.0377687476,-0.3621558143,-0.0696211648,-0.029594715,-0.017359367,-1.0092977908,-0.0042108239,0.023068818,-0.0171539608,-0.0866083834,0.0037148225,0.0110644152,0.0127615684,0.14038131,-0.0017374936,0.0260255402,0.9479131966,-0.0366355582,0.4779565872,0.0313083562,0.0075256491,0.006624295,0.7581073532,-0.0020058387,-0.8926562768,-0.7137541016,-0.537991682,-0.0665487717,0.071651176,0.0123181369,-0.0229452671,0.013432037,-1.1184571461,-0.0444462138,-0.0058931557,0.0,1.4165802191,-0.0055674659,-0.0048188119,-0.5241325852,-0.3318375304,-0.5018022526,0.0081853922,-0.0844471758,-0.0450521009,-0.0049831857,-1.21225665,0.2218782866,-0.8992410278,-1.4729449285,-0.0360355138,-0.1130288774,-0.0252529824,-0.0244490393,-3.6487827041,-0.0205027162,-0.0031109454,0.0011175516,0.1331609663,-0.0328502912,-0.0038432063,-0.0021843523,-0.4702720098,-0.0028937162,-0.00690525,-0.0044088125,-0.0096138635,-0.1919581103,0.1544817315,-0.7047868494,-0.0205988895,0.0032264425,0.0093594744,-0.0248070437,-0.5752600812,-0.0957335853,-3.3758549301,-0.0089901215,-0.0037740901,-0.0444297431,-0.0173848725,-0.04537794,-0.0598279733,-4.5130774324,0.0171028821,-0.0132650645,-0.8925640904,-0.0150102599,-0.0123530024,-0.0318689144,0.0386172168,-0.3085201759,-1.2961695617,0.2310907787,-0.0022456873,0.005384877,0.0150928208,0.4554538579,-1.8328432351,-0.0125493587,0.065309192,0.1238909751,0.1489237423,0.1221031422,-0.0379450391,0.0045705714,-2.8019123705,-0.0019705386,0.4015041094,-0.0722212399,-0.156274496,-0.0079181306,0.1768419466,-0.010322247,0.0077294046,0.1331663365,-0.0231594549,-0.1655820515,-0.0015642223,-0.0020972433,-0.0043230682,-0.0318468563,-0.002366421,-2.0582719568,-1.3508077675,-0.0503063509,-0.0025467546,8.6995774625,0.1120044502,-1.6120542,-0.1690170503,-0.4461955879,-0.1171558587,-3.2995136901,-0.9879489211,-0.8533141126,-0.0061749973,-0.0037014245,-0.0099060431,0.0717081358,-0.0097328591,-0.1044883627,0.0,-0.0021693301,-0.0028963143,-0.0062789915,-0.0644648958,0.0029357024,-0.0027266613,-0.0164483134,-0.0020481405,1.0760732887,10.5366071604,0.0051636056,-0.0060900921,-0.0133748749,0.0008705954,-2.5195095532,-0.0075480063,0.0040631176,0.2229178282,-0.0012415718,-0.5407740005,-0.003625178,-0.6130001265,0.0043469312,0.0123559699,-0.0534489525,0.1144920091,-0.0047244629,-0.6056491265,-0.0083336539,0.0033632692,-0.0068549744,0.0001725709,-0.6688939076,-2.8562222787,-0.2642894097,-0.0020428565,-0.7485776168,0.1179608216,-0.1484963366,-0.0111813671,0.0259771963,-1.203197565,-0.7339760919,-0.0070729956,-0.3845874303,-2.0278577923,0.0281704454,-0.002081506,0.117697921,-0.5755601191
Eevee,-0.0001659828,-0.0001128075,8.602e-06,-0.0001485131,-0.0037684613,-6.22561e-05,-4.77578e-05,-6.80678e-05,0.0,-1.51981e-05,0.0,-1.91317e-05,0.0021948548,0.0044671393,0.0,3.58058e-05,-0.0033391561,-9.0579e-06,-3.63819e-05,-0.0010540371,0.0,-0.0002217109,-0.0055740417,-0.0003406914,-0.0004381143,-0.0001449766,-0.0041927787,0.0,0.0135830003,-0.0001333518,0.0002461226,-2.25907e-05,-3.17189e-05,-0.0021351728,0.0082938583,-0.0065207491,-1.038e-05,-0.0041367906,-4.3021e-05,0.0031797091,-1.30473e-05,-0.0003713238,-1.07265e-05,-4.15584e-05,-0.0016056539,-0.0002680621,-0.0005245583,-0.0114823789,-3.62121e-05,0.0001568182,-0.0006635548,0.0,-0.0279688051,-0.0027537924,-0.0001446894,-0.0001115939,9.09966e-05,-0.0025126499,-0.0008741155,-0.0005714122,-7.87447e-05,-2.85842e-05,-0.0002457937,-1.0739e-05,-0.0002091772,0.002588072,0.0004485998,-0.0008954312,-0.0028114262,0.0,-2.4358e-06,0.0005334121,0.0005313636,0.0,-0.0032436953,-7.67537e-05,-0.0001174137,-0.0034359474,-0.0007296363,0.0039552392,-0.0006545325,-0.0006934801,4.18452e-05,-0.0008281723,-7.50782e-05,-0.0013121506,-0.0002945624,-0.000118875,0.0001563445,-0.0034359785,-1.52521e-05,0.006422416,8.84972e-05,-0.0005255664,0.0043429003,-1.1697e-06,0.0209006152,-1.46542e-05,-7.6709e-06,0.0005425655,-0.0013459381,-0.0001323105,-0.0006851035,-2.79929e-05,0.0,-2.92373e-05,-0.0019701927,0.0,-0.0034363766,-0.0026096758,-0.0019650462,-0.0002232214,-0.000201385,-3.11967e-05,-8.83749e-05,0.001958453,-0.00124325,-0.0001523816,-2.78281e-05,0.0,-0.0036412365,0.0001478414,-1.66405e-05,0.0041876423,-0.0012412015,-0.0012383943,0.0017240367,0.0,0.0,-1.80213e-05,-0.003958563,0.0057633109,-0.0065235545,-0.005343821,-0.0001321977,-0.0005548516,-0.000120157,0.0008015593,-0.0160010419,-1.56085e-05,-1.16704e-05,-3.30656e-05,0.000190651,-0.0001190188,0.0,-3.7785e-06,-0.0017116747,-1.60104e-05,-2.49779e-05,4.16226e-05,-3.47755e-05,-0.000336418,-3.39885e-05,-0.0025588285,0.0012045216,0.0001092713,-5.79054e-05,-0.0001132302,-0.0020792746,-0.0010519364,-0.0148687247,-3.99891e-05,-1.36518e-05,0.0,-6.52816e-05,-0.0001647997,-0.0002133813,-0.0173949599,-8.0787e-06,-4.91031e-05,-0.0036087382,-0.0001610261,0.0003295419,0.0,-1.39313e-05,-0.0011197262,-0.0038311105,0.0076389503,-1.48711e-05,-3.3462e-06,-1.30014e-05,-0.000107083,-0.0091814947,-4.6402e-05,0.0064627749,0.0008036275,-1.55584e-05,-3.48062e-05,-0.0001877298,-2.17213e-05,-0.0106203386,0.0,-0.0003751624,-0.0003007699,-0.0005648065,-2.86517e-05,-0.0030794288,-5.4275e-05,-2.31434e-05,0.0001789507,-0.0001187786,-0.0006552253,0.0076550496,0.0,-4.39846e-05,-0.0001944417,0.0,-0.0076735128,-0.0054692438,-0.0001828692,2.45349e-05,-0.0101469817,-0.0026067156,-0.0051849095,-0.0006494468,-0.0025924092,-0.0004263074,-0.0120012701,-0.0035736424,-0.0040975341,-2.26954e-05,-1.34007e-05,-5.92631e-05,-9.44969e-05,-8.8284e-05,0.0001225557,0.0065837435,0.0,-1.04772e-05,-2.75228e-05,0.0,0.002447743,0.0031723372,5.21279e-05,-7.4086e-06,0.0202980842,-0.0021853312,-3.68406e-05,-2.2217e-05,0.0,-2.55909e-05,-0.0101067278,-2.89643e-05,0.0,-0.0001970408,-2.95859e-05,0.0187387618,-1.56317e-05,-0.0025890601,0.0,0.0002175339,1.20819e-05,-7.9618e-06,-2.46123e-05,0.0,-5.60941e-05,-1.2251e-05,0.0011380415,-8.3694e-06,-0.0016736946,-0.011203975,-0.0010214689,-6.9207e-06,-0.0031025277,0.0,-0.0006268781,-4.59215e-05,-1.70408e-05,-0.0045591353,0.0180340975,6.06141e-05,-0.0017354231,-0.0033377794,-2.42893e-05,0.0001353993,-7.9766e-06,-0.0024704765
Poliwrath,-0.0035746355,-0.0045398182,0.0004833072,-0.0059696741,-0.1555737801,-0.0027349636,0.0066021921,-0.002768597,0.1679058418,-0.0006964617,0.0,0.00157004,-0.0007929769,0.0399390011,-0.0088361599,-0.0014182853,-0.1385652319,-0.0003684935,0.0035687445,-0.0395743785,-0.0002261951,0.0372102468,-0.1969800451,-0.0129064425,-0.0178235111,-0.0060069985,-0.1650593756,0.0,-0.2492671903,-0.0051906111,-0.1202908703,-0.0008687656,-0.0014324682,-0.0702408228,-0.0032697039,-0.2832893936,-0.0004222226,0.1368988364,-0.0015587533,-0.0008070339,-0.0005307886,-0.014854442,-0.0004363743,0.0453799935,-0.0923668735,-0.0024888217,-0.0354897267,-0.2356490922,0.0172606721,0.0357434374,-0.0277498903,0.0,0.0294523484,0.4103075296,0.0,-0.0062748274,-0.0001698949,-0.0731152997,-0.0334501161,-0.020977615,-0.0029180847,-0.0011628583,-0.0099942437,-0.0004368837,-0.010155062,-0.0644834784,-0.001122362,-0.0367164617,0.3909892125,0.0811746621,-0.0023622368,0.0367536153,0.0434565114,-0.0368015522,0.3838923964,0.0004249112,0.0377084618,-0.1192073907,-0.0200943919,-0.0042605772,-0.0321873438,-0.0374654934,0.0016766482,-0.0517234709,-0.0046010355,-0.0535158748,-0.0118019629,-0.0015600638,-0.0028181505,-0.1691623876,0.0430120135,0.0039274024,-0.0050123106,-0.0212910324,-0.000176331,-0.0001840298,-0.0010082878,-0.0005961604,-0.0002677453,-0.0041749869,-0.054254089,0.0178179519,0.1144250628,0.0002732975,0.0,-0.0012499705,-0.0874367755,0.0,-0.1669196482,-0.1061649924,-0.0799340908,-0.0076218416,0.2802987864,0.0019155072,-0.0030810755,-0.0006087199,-0.3728328912,-0.0070642503,0.0009990009,0.0,0.4136237699,-0.00048314,0.0001924637,-0.0584254288,-0.0308045652,-0.0807375473,0.0460918406,0.158049914,0.068047442,0.0,-0.1890203278,-0.0765418305,0.103129493,0.6532741462,-0.0053739633,-0.0220242342,-0.0048882009,-0.0048436441,-0.274830964,-0.0037495046,-0.0004199869,0.0012627486,-0.0016408721,-0.0034906604,0.0062856716,-0.0003509514,-0.0696387403,-0.0006121605,-0.0010160592,-0.0006563399,0.0,0.0014655961,0.0061607397,-0.0938285278,0.0176763624,0.0013241063,-0.003960378,0.0405509562,-0.0846847108,-0.0427982036,-0.2820498313,-0.0016268306,-0.0004652179,-0.0056181633,0.0129669128,-0.0066668689,-0.0088830028,-0.7240937503,-0.0003465187,0.0205069536,-0.1430569043,-0.0060793685,-0.0105937367,-0.0046901815,-0.0005667836,-0.0455524958,0.2394485072,-0.0025240154,0.0012370053,-0.0003074122,-0.0005302541,-0.0043301108,-0.2633339882,-0.0018877486,0.0004843203,-0.0019069909,0.0003035921,-0.0014154167,-0.003281425,0.0,-0.121155841,-0.0002899757,0.0205555457,0.1052355372,-0.0219363636,-0.0009882571,-0.1552121292,-0.0022117471,-0.0006068984,-0.0019214246,0.0,-0.026665304,0.0156199019,-0.0002989842,-0.0015841302,-0.0007471466,-0.0001186714,0.0866497374,0.0612247971,-0.0074469031,-0.0001029644,-0.3994893849,-0.0951935837,0.2396451444,-0.0264206309,-0.1130299909,-0.0156277818,-0.4841237798,-0.1429021412,-0.1588245773,-0.0008581666,-0.0005451525,-0.001651492,-0.0038443059,-0.0060598453,-0.0147587991,0.0,9.20683e-05,-0.0004259117,-0.0011214499,-0.0094886936,0.0114462127,-0.0012320065,-0.0046756871,-0.0002928113,-0.0279821567,0.2677595574,-0.000959737,-0.0003741567,0.0,-0.0009947623,0.0948597373,-0.0012187851,-0.0006327567,-0.0055213883,0.0004341632,-0.0796869755,0.0795676273,-0.1034968748,0.0047268048,-0.0005052504,-0.0115426173,0.0026681806,-0.0010046965,-0.2143557453,-0.0022740372,-0.0004983928,-0.0028539928,-2.42314e-05,-0.1115387908,-0.455838134,0.0116592797,0.0014170659,-0.1239051364,-0.000580951,-0.0269686144,0.0,-0.0006932509,0.0494788594,-0.1085381523,-0.0023113411,-0.0887094756,0.4524079888,0.0267527058,0.0001442426,-0.0003227984,0.0444179205
