,Porygon-Z,Mandibuzz,Weezing,Swoobat,Toxicroak,Volcarona,Accelgor,Raichu-Alola,Swampert,Stoutland,Archeops,Snorlax,Uxie,Swellow,Eevee,Ambipom,Dewpider,Vanilluxe,Mimikyu,Togekiss,Machamp,Muk-Alola,Butterfree,Manectric-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Aurorus,Alakazam-Mega,Bronzong,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Infernape,Pidgeot-Mega,Latias,Landorus-Therian,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Tyranitar-Mega,Rampardos,Mantine,Sigilyph,Nidoqueen,Doublade,Gallade-Mega,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Roserade,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Beedrill-Mega,Latios,Tapu Bulu,Incineroar,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Klefki,Suicune,Gyarados-Mega,Kabutops,Slurpuff,Salamence,Greninja,Skuntank,Haxorus,Hitmonlee,Absol-Mega,Eelektross,Glalie-Mega,Porygon2,Crawdaunt,Steelix-Mega,Raticate,Mamoswine,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Lycanroc,Hippowdon,Kyurem-Black,Poliwrath,Blissey,Politoed,Donphan,Ampharos-Mega,Sylveon,Buzzwole,Garchomp-Mega,Exploud,Pinsir-Mega,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Virizion,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Conkeldurr,Umbreon,Zygarde,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Rhydon,Ninetales,Dragonite,Darmanitan,Gyarados,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Noivern,Breloom,Slowking,Crustle,Alomomola,Exeggutor,Hawlucha,Sandslash-Alola,Cloyster,Torkoal,Venomoth,Excadrill,Bewear,Smeargle,Whimsicott,Magneton,Banette-Mega,Regigigas,Tentacruel,Bibarel,Zeraora,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Gigalith,Sceptile-Mega,Omastar,Typhlosion,Abomasnow-Mega,Necrozma,Volcanion,Victreebel,Scizor,Piloswine,Metagross,Nidoking,Zapdos,Swampert-Mega,Electrode,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Primarina,Keldeo,Tyranitar,Registeel,Empoleon,Xatu,Nihilego,Heracross-Mega,Azelf,Zoroark,Salazzle,Shuckle,Gourgeist-Super,Diancie-Mega,Galvantula,Tsareena,Mimikyu-Totem,Hitmonchan,Clefable,Minior,Jellicent,Stakataka,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Clawitzer,Flygon,Starmie,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Cradily,Espeon,Diancie,Lopunny-Mega,Kartana,Azumarill,Clefairy,Jirachi,Dusclops,Hydreigon,Ariados,Hoopa,Golisopod,Sableye-Mega,Claydol,Manaphy,Greninja-Ash,Skarmory,Yanmega,Crobat,Kingdra
Fletchinder,-9.24404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.63605e-05,0.0,0.0,0.0,-9.1612e-06,-5.9402e-06,0.0,0.0,0.0,-0.0018346864,0.0,0.0,-0.0004039962,-5.098e-06,-0.0001526698,-0.0027038795,-0.0001108685,0.0,0.0,0.0,-0.0024210657,0.0,0.0,-0.0061201885,0.0,0.0,0.0,0.0,0.0,0.0,-3.29881e-05,-0.0060561451,-1.7932e-05,-0.0081148764,0.0,0.0,-6.9386e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8716e-05,0.0,-0.0172221093,-0.0016683627,0.0,-4.31297e-05,-1.65648e-05,-0.0016329516,0.0,0.0,0.0,0.0,-4.71965e-05,0.0,0.0,0.0,0.0,-2.66151e-05,-0.0009622419,-0.0033258239,0.0,-1.92213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006953049,-0.0047071784,-1.48736e-05,-0.0011464704,-0.0001576403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046432621,0.0,3.27055e-05,-8.3925e-06,-2.85975e-05,0.0,-1.82251e-05,0.0,-0.0006219059,0.0,-6.5207e-06,0.0,-4.6295e-06,0.0,0.0,-0.0011733724,-0.0030725808,-1.66011e-05,0.0,0.0,0.0,0.0,0.0,-2.57411e-05,-9.3211e-06,-1.46829e-05,0.0399504151,-9.61305e-05,0.0,0.0,-6.6522e-06,0.0,-0.0018053193,0.0394361501,0.0,0.0,-0.0001498612,0.0,-2.18972e-05,0.0,0.0,0.0377407414,0.0,0.0,0.0,-0.0004337867,-4.3706e-06,0.0,0.0,0.0329180276,0.0,0.0,0.0,-5.196e-07,0.0,0.0,-0.000929023,0.0,-6.4316e-06,0.0,0.0,0.0,0.0,0.0,0.0,-5.56252e-05,0.0,0.0,-0.0019607036,0.0,0.0305489306,0.0,0.0,0.0,0.0,0.0,0.0,-8.4853e-06,0.0,0.0,-0.0001438464,-0.0001182693,0.0,0.0,0.0,0.0,-0.0016567536,0.0,0.0,0.0,0.0,0.0,3.17029e-05,0.0,0.0,-1.02884e-05,0.0,0.0,0.0,0.0,-0.0005545557,0.0,-0.0001412389,0.0,0.0,0.0,0.0,0.0,-1.23981e-05,0.0,0.0,0.0,-6.59945e-05,0.0,0.0,-0.0001795087,0.0,1.24135e-05,0.0,-0.005140153,0.0,0.0,0.0,0.0,0.0,-0.0051113012,0.0,-0.0012530568,0.0,0.0,-1.96792e-05,0.0,-0.0017200581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002045727,0.0,0.0,-3.05185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03741e-05,-7.3389e-06,-0.0008814273,0.0,-0.000914904,0.0,0.0,0.0,0.0,0.0,-0.0049558389,-4.681e-07,0.0,0.0,-0.0001274791,0.0,-0.0020102569,0.0,0.0,0.0,0.0,0.0,-0.0013279614,-5.1107e-06,0.0,0.0,0.0,0.0,-0.0014778005,-0.0087268872,-0.0038622605,0.0,0.0,0.0
Seedot,0.0001916903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001916903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001916903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.954e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swellow,0.0127362168,0.0300610011,0.0001255231,0.0084915099,-0.0037939292,-0.1647855346,-0.0005001236,-0.0001564267,0.0544711265,-0.0052055424,0.0130958584,-0.0154124808,-0.0231972163,0.0,-0.0008704347,0.025372712,0.0,-0.0013302029,-0.1864232906,-0.0068604294,0.0059867507,-0.0577647778,-0.0007446846,-0.0118108371,-0.0396278229,0.0921391582,-0.0585928106,-0.0136745741,0.0081272902,-0.2283460843,-0.0029173892,-0.0007026628,-0.2391202225,0.505498955,-0.1947631255,-0.0007423348,0.1361902325,-0.0593235329,0.0003567009,0.0192000271,-0.2789945126,0.0306982239,0.882844732,-0.0032545858,0.0002849639,0.0109488852,-0.0655459498,-0.0010907583,0.070494456,-0.092405592,-0.0143325777,0.1578110848,-0.9177131595,-0.0072399409,0.0170380746,0.1183377882,0.663879225,-0.2308066802,-0.0253407795,0.041904507,0.1481898745,-0.2038474846,-0.2806857733,-0.002433923,-0.0370670677,0.0008181093,-0.0066783297,-0.0017016856,0.204073639,-0.0299802403,0.1043429498,0.0145990261,-0.1339279411,-0.453980434,-0.0055021982,-0.0010683666,0.0184531546,0.0001702999,0.1123682201,0.0041936307,-0.0072967769,-0.00866797,0.6892862734,-0.0057829477,-0.0817533155,-0.4681130123,0.0067015468,-0.1463779764,-0.0065819251,-0.0480352689,0.0245425696,-0.043886316,0.0023579985,-0.2224375123,0.002677731,0.0450252756,0.0459798927,-0.5705213305,-0.0010243614,0.0011068084,0.0007659838,-0.0040132624,-0.0008229145,-0.0026702275,-1.22439e-05,-0.0743782006,0.0333156234,-0.0009171287,0.1361982241,-0.0013204274,-0.0021620827,-0.0095845896,0.0281095457,-0.0989945551,-0.0023560878,-0.153893748,-0.2100335411,0.0049631725,-0.0205987495,-0.019333696,0.0395883208,-0.0011970789,0.0104749633,-0.0680336722,0.0300265504,0.0109192295,-0.094117731,-0.0001776173,-0.0005768785,-0.197167782,-0.1244899378,-0.1285423557,0.0287657129,-0.0219487018,-0.0019953211,0.0030759547,-0.0018739524,1.5613682192,0.2504014616,0.1109569215,-0.1686891443,-0.0607470778,-0.0379183981,0.0161643387,-0.0086993774,-0.0046553637,-0.6128429236,-0.0160717192,0.0003457647,0.0777318295,-0.0007411302,-0.0063311981,-0.0011786998,-0.1026958541,-0.0019980939,-0.000942146,0.0038489436,-0.064817853,0.022772358,-0.1317879614,0.0029613503,0.0070153408,0.0469725733,0.234964675,-0.006456915,-0.2865499881,-0.1369776234,-0.4268804528,0.0143286066,-0.0328419424,0.0047716425,-0.0852166333,-0.0067384667,-1.1617751864,0.0217866885,-0.0060275213,-0.4087211185,-0.0237996977,-0.0071281215,-0.0121131226,-0.0005196983,-0.0603142723,-0.0006580906,0.0506847342,-0.0012119017,-0.0087809108,-0.0074688836,-0.0018202206,-0.7222955929,0.0003060325,-0.0199409496,0.0066360346,0.0202043251,-0.0010111764,-0.0008457743,-0.0797045632,-0.00175185,0.119458933,-0.0184711826,-0.0145651783,-0.0206063748,-0.0081871464,1.6490335302,-0.0036577749,-0.0007746578,0.0050009678,-0.0017888945,-0.0005294364,-0.0071396212,0.0033027737,-0.0574903932,-0.0011158354,0.270478422,-0.0009189169,0.0137976941,-0.0093945171,-0.7492467831,-0.1544165731,-0.0045810792,0.1791814902,-0.4691414773,-0.1929954508,-0.3992079528,-0.0536028234,-0.0050803251,-0.0194573594,-1.3090878009,0.518585966,-0.1491271366,-0.2214617678,-0.0023429356,-0.0060044956,-0.0050027091,-0.008456796,0.1499792925,-0.0212048194,0.0021980563,0.0846644814,-0.0269552233,-0.0008714312,-0.1611955293,0.0066272238,-0.0009754198,-0.0020603001,-0.0010557669,-0.8074566973,0.0225691724,0.0001008782,-0.0065420867,0.0002924678,-0.0009166075,-0.1240657685,-0.0066284007,1.9873567062,-0.0009192832,-0.0010292633,0.0442844667,-0.0399420767,0.0017328277,-0.488120894,-0.0027466042,-0.001642581,0.0077618855,0.3146705123,-0.001146201,-0.2406837352,0.1177225246,-0.0081258363,-0.0006802777,-0.2113365465,0.0052331579,-0.1504976548,-0.0007488717,-0.0009519779,-0.0010442253,-0.3735106222,-0.0008112277,-0.2160673533,-0.9372164788,-0.5162197501,-0.0025653445,-0.0006979507,-0.0896715407
Eevee,-0.0088905927,-0.0048187903,-0.0006146082,0.0065083897,-0.0031629124,-0.1581623268,-0.0042015441,-0.0017241671,-0.002319722,0.0,-0.0007482764,-0.0170015638,-0.0152451866,-0.0008813045,0.0,0.0039419429,0.0,-0.0008732861,-0.175302127,-0.0068232225,-0.0009814364,-0.0387746503,-0.0004855099,-0.0146868323,-0.2577278682,-0.0106809325,0.0,-0.0090007437,-0.0004979959,-0.2323833841,-0.0024606002,-0.0004613023,-0.5876458197,-0.010032882,-0.1282311842,-0.0004867696,-0.0067212693,-0.2425320786,-0.0005507466,-0.0068172734,-0.5825757464,-0.0017260366,-0.7617257741,-0.0019053658,-0.0014103063,-0.0006828771,-0.0568010821,-0.0007583641,-0.0017075937,-0.1126706295,-0.0094093005,-0.0301987832,-0.6224969731,-0.0051226239,-0.0036263057,-0.0207487425,-1.4202811271,-0.1593249297,0.0,-0.0041294618,-0.001561528,-0.1524231933,-0.1840103294,0.0,-0.030889727,-0.0004353535,-0.0046040625,0.0,-0.0180663265,-0.0197137016,-0.1221587106,-0.0024579636,-0.092624806,-0.2898617983,0.0,-0.0010195665,-0.0025346835,-0.0018307727,-0.0326293258,-0.1207038009,-0.0056094254,-0.0069665462,-0.1714391799,-0.0124868327,-0.0668877513,-0.4528305654,-0.0014294416,-0.110276833,-0.0151650007,-0.0391498918,-0.0158830659,-0.0289890229,-0.0273439724,-0.1088017506,-0.0013504685,0.0036246729,-0.0088657151,-0.430968631,0.0,0.0030264886,-0.0008029953,-0.0027510848,-0.0005579494,-0.0017532553,-0.0182994412,-0.0598273475,-0.0074020102,-0.0006272859,-0.0209839069,-0.0022617542,-0.0022651423,-0.0078482278,-0.1128774404,-0.2955829388,-0.0015970284,0.0,-0.1415546775,-0.0021673598,-0.0080397549,-0.0127311064,-0.0009199765,-0.0008966558,0.0061290891,-0.0451013176,-0.0092484128,-0.0006023099,1.0340140344,-0.0005935844,0.0,-0.1660035055,-0.0797062725,-0.0874199932,0.0054923103,-0.0144166519,0.0,-0.00205681,0.0,0.9704571339,-0.2576752078,-0.3074151408,-0.2563576404,0.0,-0.0376629977,0.0068385357,-0.0091338046,-0.0030401251,-0.7216246955,-0.0143662426,-0.0005885731,-0.0014108938,-0.0018038105,-0.006510849,-0.0007719254,-0.0893873962,-0.0013520704,-0.0005658753,-0.0012161519,1.1813726386,-0.002532009,-0.0887280276,0.0068790364,-0.0017713094,-0.0015111611,-0.0085420087,-0.004447015,-0.1886196831,1.3649027788,-0.9483511751,0.0002111916,-0.0214140342,-0.0006233163,-0.0559452225,0.0,-0.9362083154,-0.000880052,-0.0045548846,-0.0608070638,-0.0156325038,-0.0093842109,-0.0085624336,-0.0005527686,-0.0412447404,-0.000610474,2.1778190171,-0.000840089,-0.0128710457,-0.0104372818,-0.0020845644,3.0718645555,0.0001842301,-0.0158369531,-0.0032642856,-0.0010333981,-0.0009570806,-0.0005566077,-0.0602125876,-0.0011860322,-0.025742819,-0.0188976476,-0.0135789264,-0.0141072112,-0.0053765768,-0.2219305697,-0.0025596507,-0.0005085736,-0.0011918672,0.0,-0.000642837,-0.0046757778,2.3308188738,-0.0377936125,-0.0007329074,-0.0172687358,0.0,-0.00272009,-0.0125765957,-0.4944827045,-0.262788646,-0.0030234162,-0.0015157174,-0.4374124724,-0.1386507974,1.8600735224,0.0,-0.1205594328,-0.0129365911,-0.8670935912,-0.0018770156,1.751805533,-0.1651580962,0.0,-0.004760115,-0.0032864901,-0.0067806321,-0.0895549031,-0.0144158139,-0.0023246532,-0.0046915865,-0.0176866712,0.0,-0.1088259357,-0.0029512662,-0.000759373,0.0,-0.0006931207,-0.566400581,-0.0026140731,-0.000560222,-0.0045347872,0.0,-0.0007060012,-0.0189813675,-0.0045706608,-0.0880137655,0.0,-0.0006760721,-0.0036830259,-0.0277014183,0.005397028,-0.4767516863,-0.0017997977,-0.0010936275,-0.0008438796,-0.0054047623,-0.0006645569,-0.1889436237,-0.2844260867,-0.0372063355,-0.0004466063,-0.1410654859,-0.0005018115,-0.1277632181,-0.0004915709,-0.0005974,-0.002747527,-0.2538930574,0.0,-0.1276826397,-0.2998875935,-0.3715353036,-0.001223187,-0.0015399997,-0.1112690375
Poliwrath,-0.0339377916,-0.0184155064,0.0049368348,-0.0028573557,0.7240593966,-0.5958408299,-0.0159701079,-0.0054698036,-0.0086768858,-0.0133491573,-0.0031684664,-0.048450807,-0.0582420304,0.0049011577,-0.002180839,-0.0005910463,0.0,-0.0024184681,-0.6721268161,-0.0250637361,-0.0033497219,-0.1481144079,-0.0018705815,-0.055896507,-0.9794467618,-0.0285549514,-0.1475747507,-0.0342772263,-0.001900529,-0.8885569819,0.1008846707,-0.0017437583,-2.2359813346,-0.0384263747,-0.4891904391,-0.0016958106,-0.0230408218,-0.9162755785,-0.0090934623,-0.0265632274,-2.2229972322,-0.006587168,-2.803615285,-0.0079328613,-0.001665043,0.0042607868,-0.2161528755,-0.0028109981,-0.0064200516,-0.4300509223,-0.017861149,-0.1150312959,-2.391936963,-0.0194938025,-0.0178740194,0.5343409763,-6.2444574554,-0.612350796,-0.0635067154,-0.0150854941,-0.0054273583,-0.5254951947,-0.708010009,-0.0060941934,-0.1178860155,-0.0014248203,-0.0143884153,-0.0044124974,-0.0718194037,-0.0751875099,-0.4534726963,-0.0097712851,-0.3534904657,-1.2130209989,-0.0137784619,-0.0070567721,-0.0092620686,-0.0070243408,-0.1289865466,-0.5452226837,-0.0197423972,-0.0255130381,-0.5722808025,-0.0476798291,-0.2550947333,-1.6064190203,0.0018276022,-0.4208712704,-0.0578748573,-0.1495995363,-0.0606151081,12.8580085217,-0.1045465452,-0.623344577,0.1032272153,-0.0151656625,-0.033964076,-1.6636933623,-0.0025582118,-0.0020072877,-0.0020243979,-0.0104982072,-0.0021350465,-0.0066858929,-0.0701920924,-0.1868776045,-0.0282325924,-0.0023939567,-0.0800383318,-0.0080786963,-0.0086399821,-0.029890674,-0.4076668253,-1.128016729,-0.0060948272,-0.546014623,-0.5566934546,0.0,-0.0520947609,0.7146475847,-0.0094502089,-0.0032645667,-0.0053130594,-0.1720655998,-0.0352944069,0.0749473694,-0.7613724187,-0.0015268684,-0.0013750936,-0.6627389164,-0.3407827028,-0.3335872926,-0.0025528205,0.6817376797,-0.0049991963,-0.0080391921,-0.0046779198,-0.9903853473,-0.9744852929,-1.1336811074,12.8528021047,-0.1731618697,-0.1567175886,-0.0016038396,-0.0346847944,-0.0294936945,-2.6440886058,-0.0547738032,-0.0022444613,-0.0063853713,-0.0068835376,-0.0245103013,0.0001692604,-0.3406674491,-0.0051537577,-0.0023608559,-0.0047098095,-0.1869540333,0.0680475818,-0.3216660667,-0.0070226748,0.0005630775,-0.0187567665,-0.0239577762,-0.0169713023,-0.7198389398,-0.344425505,-3.5866129342,-0.0017301015,-0.0830265152,-0.0023641727,-0.2135005608,-0.0415012287,-3.6870065436,-0.0028622074,-0.0165255663,-0.5426530269,-0.0574355783,-0.0427488234,-0.0326771999,-0.0020360871,-0.1574042725,-0.000664681,-0.498063243,-0.003162372,-0.0328282079,-0.0395701516,-0.0079573072,-2.0600434896,-0.0033413401,-0.0622629173,-0.0124577264,-0.0039438169,-0.0035678115,-0.0021236596,-0.2088344205,-0.0045263198,-0.2020421242,0.0381694355,-0.0475808262,-0.0445104148,-0.0204870987,-0.8335507057,0.0,-0.0019408754,-0.0022360313,-0.0041724747,-0.0019301039,-0.017545248,-0.0242287875,-0.1070807812,-0.0017126249,-0.0611502954,-0.0023021756,-0.0103409823,-0.0473887865,-1.8778418713,12.1958858237,-0.0115392087,-0.0057845197,-1.6689615425,0.0143128792,-1.5184395755,-0.2492800146,-0.4574465868,-0.0492129909,10.272953604,-0.0072042749,-0.8610850503,-0.6123458467,-0.0058786855,-0.017936683,-0.0052586241,-0.025808253,-0.341829586,-0.0553706079,0.0001579104,-0.0179960851,-0.0751011952,-0.0021728859,-0.419831813,-0.0112629385,-0.0029882591,0.0,-0.0026212013,-2.0839445676,-0.005845126,-0.002106531,-0.0173063566,-0.0069522572,-0.002694351,-0.318941278,-0.0002002779,-0.3358634244,-0.0023007234,0.0,-0.0065281801,-0.1060674177,0.0,-1.8106522994,-0.0069274551,-0.0041736705,-0.0033616226,-0.0292831597,-0.0028717584,-0.738254528,-1.7925911064,-0.1234640611,-0.0017044083,-0.4523974069,-0.001907461,-0.4794791957,-0.001874151,-0.0023809887,-0.0105878704,-0.9582392555,-0.0021296192,12.3851314012,-2.5057925769,-1.4159549057,-0.0062778242,-0.0053755668,-0.3697984104
Emolga,8.05099e-05,0.0023636421,0.0005687584,-5.5516e-06,-2.36559e-05,-0.0005173842,-3.20287e-05,0.0013547005,-1.76839e-05,-2.60487e-05,1.0253e-06,0.0004559107,-0.0001133673,-6.7182e-06,-4.3561e-06,0.0023969327,0.0,-6.6517e-06,0.0002843051,0.0033438618,-7.4576e-06,-0.0002303009,-3.7385e-06,-0.0001119558,-0.0018364363,0.0001161385,0.0002392645,-6.27357e-05,-3.7962e-06,-0.0004820025,0.0015411025,0.000576254,-0.0035935371,-3.76438e-05,-0.0009775073,6.13681e-05,0.0033452003,-0.0005368911,-1.81765e-05,0.0025405031,-0.0037415115,0.0004356933,-0.0054819415,0.0003820643,-1.03118e-05,-5.171e-06,-0.0004329952,0.0001514811,0.0010366349,-0.0008585218,-7.17284e-05,4.42686e-05,-0.0032137369,0.0002956212,-3.53023e-05,-0.0001581678,-0.0126294444,-0.0012231908,-0.000126852,0.0010193337,-1.2202e-05,5.6653e-06,-0.0013087274,-1.24352e-05,-9.29953e-05,0.0001388381,0.0,3.7322e-06,-0.0001396228,0.0033655059,-0.0008940109,-7.1192e-06,-0.0007061301,-0.0024137291,-2.71791e-05,-5.1854e-06,0.0007568614,0.0017512929,-0.0002576332,-0.0010890595,-4.24872e-05,-5.31076e-05,-0.0013204938,-9.52041e-05,-0.0005095155,-0.0002879183,-1.7623e-06,-0.0007697606,-0.0001156029,-0.0002988172,-1.81513e-05,-0.0002209837,-0.000208862,-0.0011263665,-1.02946e-05,-2.3844e-06,-6.78501e-05,-0.0028966764,0.0,3.1269e-06,-6.1545e-06,-2.09461e-05,-6.365e-07,-1.33651e-05,0.0005528733,-0.0004560643,-5.64256e-05,-4.7818e-06,-0.0001599605,5.79075e-05,-1.70533e-05,0.000659933,-0.0008604731,0.0003050209,0.0023882763,-0.0010906413,-0.0011119592,0.0001974258,-9.00424e-05,-9.70546e-05,-1.88768e-05,-3.0333e-06,0.0016554645,-0.000343851,-6.98851e-05,-4.5914e-06,-0.0015183358,9.81059e-05,-3.0115e-06,-0.0012018531,-0.0007204016,-0.0006661922,9.67296e-05,-0.0001096236,0.0,-1.60579e-05,3.585e-07,-0.0020018455,-0.0019641635,0.0044223084,0.0048100922,-0.0003462009,-0.0003181153,0.003202448,-6.63032e-05,-5.66873e-05,-0.005499641,-0.0001094368,0.0,-1.24133e-05,0.000126412,0.000253137,0.0014549228,-0.0005111918,-1.03071e-05,0.0,-9.4073e-06,-0.0002857384,0.0002622947,0.0011104988,-1.37586e-05,0.0032257227,9.49306e-05,1.68661e-05,-3.38941e-05,-0.0013222796,-0.0006879754,-0.0072382728,0.0001042425,-0.0001658421,-4.7547e-06,0.0,-8.2776e-05,-0.0074438772,-6.5706e-06,0.0001009446,-0.0018183616,-0.0001192172,6.16717e-05,-6.39267e-05,-4.2138e-06,-0.0003137933,0.0,-0.0007345034,-6.404e-06,-9.79452e-05,-7.76801e-05,-1.58932e-05,-0.0041333151,-4.6382e-06,-0.0001266644,-2.18692e-05,-7.8776e-06,0.001784544,-4.243e-06,0.0019418719,-9.0407e-06,-0.000406674,-0.0001185726,0.0,-0.0001075392,8.2268e-06,-0.0016920525,-1.9527e-05,-3.8769e-06,-8.9979e-06,0.0,4.43993e-05,-3.57306e-05,-4.83944e-05,-0.0002696562,-5.587e-06,-0.0001313241,-2.7155e-06,0.0010326275,0.0067717297,-0.0037694455,-0.0013680082,-2.26854e-05,0.0,-0.0031917593,0.000407643,0.0030135948,-0.0004979424,-0.0009189925,0.0001975818,-0.0066099124,0.0005202924,-0.0017198822,-0.0012593953,-1.17424e-05,0.0004015807,0.0011750206,6.8191e-06,-0.000682799,-0.0001106155,-9.2451e-06,-3.39092e-05,-9.43946e-05,0.0002772351,-0.0008385963,-1.91145e-05,0.0,-1.03109e-05,-5.2837e-06,-0.0043466237,-1.99256e-05,1.42212e-05,0.0007583481,-1.18499e-05,-5.3819e-06,-0.0005657979,-2.75024e-05,-0.0006708272,0.0,-5.1537e-06,0.0001003179,-0.0002157885,-1.98985e-05,-0.003634282,-1.40732e-05,-8.3367e-06,-6.7314e-06,9.4995e-06,0.0016405891,-0.0013516037,-0.0037970004,0.0002039198,-3.4045e-06,0.0022238663,-2.5151e-06,-0.0004002975,-3.7417e-06,-4.7642e-06,-2.11472e-05,0.0025514423,6.81926e-05,-0.0010837204,-0.0062782732,-0.0026813401,-1.28762e-05,8.42738e-05,-0.0008479965
