,Porygon-Z,Mandibuzz,Swoobat,Bronzong,Volcarona,Salazzle,Raichu-Alola,Thundurus,Toxicroak,Spiritomb,Abomasnow,Snorlax,Uxie,Vanilluxe,Barraskewda,Mimikyu,Poliwrath,Cresselia,Xurkitree,Eiscue,Mew,Blaziken,Diggersby,Weezing-Galar,Articuno-Galar,Garchomp,Slurpuff,Ferrothorn,Eldegoss,Zapdos-Galar,Kommo-o,Darmanitan,Milotic,Ditto,Aerodactyl,Marowak-Alola,Toxapex,Dhelmise,Latias,Landorus-Therian,Bisharp,Toxtricity,Krookodile,Lucario,Sirfetch'd,Steelix,Aurorus,Mantine,Nidoqueen,Cinccino,Regidrago,Sharpedo,Scolipede,Aggron,Togekiss,Heliolisk,Omastar,Corsola-Galar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Blastoise,Latios,Tapu Bulu,Incineroar,Moltres-Galar,Araquanid,Moltres,Cloyster,Klefki,Slowbro,Dracozolt,Salamence,Arctozolt,Metagross,Haxorus,Leafeon,Ferroseed,Porygon2,Melmetal,Crawdaunt,Crobat,Mamoswine,Magikarp,Goodra,Tyrantrum,Starmie,Chansey,Celesteela,Hippowdon,Blissey,Slowbro-Galar,Politoed,Basculin,Kabutops,Buzzwole,Exploud,Sylveon,Decidueye,Lanturn,Cramorant,Amoonguss,Urshifu-Rapid-Strike,Seismitoad,Electivire,Blacephalon,Rotom-Wash,Pelipper,Avalugg,Scyther,Lycanroc,Sandaconda,Umbreon,Alakazam,Dragalge,Heracross,Rhyperior,Greedent,Quagsire,Drampa,Carbink,Dragonite,Kartana,Gyarados,Zygarde-10%,Turtonator,Vaporeon,Chandelure,Reuniclus,Ribombee,Heatran,Barbaracle,Druddigon,Dragapult,Terrakion,Gardevoir,Regieleki,Conkeldurr,Slowking,Thundurus-Therian,Flareon,Rotom-Mow,Audino,Hawlucha,Sandslash-Alola,Roserade,Braviary,Torkoal,Excadrill,Polteageist,Bewear,Comfey,Grimmsnarl,Arctovish,Tentacruel,Zeraora,Gengar,Swampert,Corviknight,Tapu Fini,Sableye,Slowking-Galar,Primarina,Necrozma,Golurk,Keldeo,Indeedee,Scizor,Nidoking,Zapdos,Cobalion,Rillaboom,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Suicune,Weavile,Shedinja,Tornadus-Therian,Gigalith,Volcanion,Tyranitar,Aegislash,Registeel,Cursola,Xatu,Nihilego,Sceptile,Charizard,Miltank,Pikachu,Zoroark,Accelgor,Jynx,Shuckle,Galvantula,Orbeetle,Clefable,Sigilyph,Shiftry,Stakataka,Mienshao,Cryogonal,Ninetales-Alola,Ludicolo,Claydol,Clawitzer,Hatterene,Rotom-Heat,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Regice,Scrafty,Espeon,Vikavolt,Ninetales,Zarude,Azumarill,Vileplume,Jirachi,Inteleon,Hydreigon,Thievul,Golisopod,Glastrier,Azelf,Gallade,Skarmory,Exeggutor-Alola,Flygon,Altaria,Hitmontop,Whimsicott,Obstagoon,Kingdra
Mr. Mime-Galar,0.0,0.0,0.0,4.1895e-06,0.0001303118,0.0,0.0,0.0,4.1895e-06,0.0,0.0,1e-10,0.0,4.99e-08,8.03e-08,7.607e-06,1e-10,0.0,0.0,4.99e-08,0.0002520943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001303119,0.0,0.0113404301,0.0,0.0,3.39553e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001303119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,3.39553e-05,0.0,0.0,0.0,4.99e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0088917211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1895e-06,0.0,8.03e-08,0.0,0.0,0.0,0.0,0.0,7.607e-06,0.0,0.0,0.0,0.0,0.0113404301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001303118,0.0,0.0,0.0002520943,1e-10,0.0,3.39553e-05,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0113404301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,3.39553e-05,0.0,0.0,7.607e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1895e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.607e-06,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1.303e-07,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0024487089,0.0,0.0,4e-10,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eevee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31e-08,0.0,9.32e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42296e-05,0.0,3.31e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32e-08,0.0,0.0,0.0,9.32e-08,0.0,0.0,0.0,9.32e-08,0.0,0.0,0.0,0.0,3.31e-08,0.0,0.0,0.0,0.0,0.0,8.42296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0417e-06,0.0,1.9e-09,0.0,0.0,0.0,0.0,8.42296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,9.32e-08,0.0,0.0,0.0,0.0,0.0
Poliwrath,0.0,0.0,0.0,0.0,0.0001617003,6.5169e-06,0.0,0.0063729985,0.0,0.0,0.0,0.0037995159,3.11389e-05,0.0,0.0274707743,1.993e-07,0.0,0.0,0.0,2.61348e-05,4.625e-06,0.0,0.0,0.0,0.0,0.007586497,0.0,0.1749981766,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0043393007,1.885e-07,0.0,0.0,0.0001536365,0.0002747035,0.0,1e-10,4.71406e-05,4.71406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,5.95096e-05,1e-10,1e-10,0.1520316627,0.0,3.87265e-05,0.0,0.0,3.04894e-05,0.0,0.0172832664,1.8e-07,0.0,0.0,0.0090362716,1.9e-09,0.0,0.0,0.0,5.9931e-05,0.0063729985,0.0,0.0301809922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.20281e-05,4.8121e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-08,0.0,0.0002830081,0.0,9.39935e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.65542e-05,0.0148108278,0.1610623605,0.0,5.8413e-06,3.14024e-05,0.2631957376,0.0,0.0,0.0,0.0,0.0645851632,0.0038034207,0.0,0.0,7.245e-06,0.0,0.0,0.0,0.0,0.0002046,4.16e-08,0.0,0.0,0.0,0.0,9.34543e-05,0.0,0.0,2.61368e-05,0.0,0.0,8.325e-07,0.0,0.0,0.0216761299,0.0,0.0,0.010916601,0.1174112398,0.0,0.0,3.7919e-06,0.0,0.0,0.0,0.0,0.0098458079,0.0,0.0,0.0,5.7e-08,0.0,0.0043760023,0.0,0.0038074224,0.0,0.0,4.16e-08,1e-10,0.0,0.0,7.245e-06,0.0,4.9375e-06,0.0,3.64715e-05,0.0647843645,0.17045988,0.0,0.064591682,1e-10,0.0019465084,0.0,0.0,0.0,0.0001568779,8.295e-07,0.0054971012,0.0,0.0,0.0008221592,3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32e-08,0.0,0.0,0.0,0.0001790968,0.0,0.0,0.0012293098,0.0,0.0,0.0,4.71425e-05,0.0,7.245e-06,0.009256649,0.0,0.0,6.5169e-06,0.0,0.0,0.0,0.0043393993,0.0,0.0,3.7919e-06,0.0,0.0,1.1778e-06,0.0,3.2756e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008167844,0.0,0.0,0.0,0.0,0.0,4.664e-07,0.000312133
Butterfree,1.8657e-06,0.0,1.43316e-05,0.0,4.53339e-05,1.7754e-06,0.0,5.12e-06,0.0004743056,0.0,3.3e-08,7.11855e-05,0.0,0.0,0.000304277,0.0078559816,1.201e-06,4.99329e-05,0.0,0.0001035689,3.47e-07,0.0002900177,0.0013252396,0.0,3.3e-08,0.002775609,0.0017300898,7.0435e-06,0.0,0.0,1.34e-08,0.0,1e-09,0.0095643129,0.0,0.0,0.0001677899,0.0,0.0,0.0003036658,0.002792851,0.0,0.0020564995,0.0001576649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45245e-05,8.4712e-06,0.0,0.0,2e-10,0.0,0.0001576649,3.132e-06,3.57295e-05,1.34e-08,4e-10,0.0045378397,0.0011028379,2.3769e-06,0.0,0.0,2.42791e-05,6.2116e-06,7.8211e-06,0.0,2.85003e-05,0.0,0.00147,0.0,2.0039e-06,0.0,3.16e-08,0.0,0.0004743056,0.0017820605,0.0078559682,0.0001718345,2.85004e-05,0.0,1e-10,0.0,0.0,0.0,5.23e-08,9.99089e-05,0.0,1.1e-09,5.49206e-05,0.0,1.8658e-06,0.0,0.0,0.0011473266,0.0,0.0,0.0,0.0,0.0004917695,0.0,0.0004801894,0.0003036423,0.0001284862,0.0045386531,2.2e-09,0.0018789766,0.0,1.74e-08,0.0,4.64e-08,0.0001911689,1.2026e-06,0.0,2.5583e-06,0.0002808989,0.0,7.35491e-05,0.0,0.0,0.0078561762,0.0046229709,0.0079279636,0.0,0.0,1.34e-08,0.0,0.0002023248,1.06583e-05,0.0001411214,0.0,0.0004915362,0.0004746536,2.42791e-05,2.26e-08,0.0034028028,0.0,0.0011028534,2e-10,0.0,0.0,0.0,0.0013252712,0.0,0.0,0.0,1.5895e-05,0.0014641648,0.0016953229,3.4038e-06,0.0,0.0,0.0,1.2833e-06,4.23799e-05,0.000129664,0.0001288589,1.3896e-06,0.0045537155,0.0004853863,0.0,0.0,1e-09,3.4038e-06,1.91e-08,0.0,2.28031e-05,0.0001739235,7.43211e-05,0.0,0.0013331914,0.0,5.1198e-06,0.0,2.48e-08,0.0,0.0013266814,0.0003405806,0.0012695515,1.0676e-06,0.0014641389,1.59e-08,0.0,2.3766e-06,0.0,2e-10,0.0,0.0,0.0001368919,9.971e-06,0.0017438313,0.0005752275,1.59638e-05,0.0,0.001683311,0.0002603654,2.3476e-06,0.000417868,0.0,0.0,1e-10,0.0016702983,0.0,3.17e-08,1.53154e-05,6.87e-08,0.0,0.0016948294,1e-10,1.0427e-06,0.0,3.63842e-05,0.0,0.0,0.0,2.05028e-05,8.3479e-06,1.2149e-06,9.9339e-06,0.000828716,0.0,0.0,9.715e-06,3.16e-08,0.0,2.5583e-06,0.0,0.0,0.0001284862,0.0,0.0,5.23e-08,1.55e-08,1.7756e-06,3.3e-08,0.0,3.236e-06
Tornadus,0.0,9.683e-07,0.0,0.0,0.0,3.02475e-05,0.0,1.144e-07,0.0,0.0,0.0,0.0,1.527e-07,0.0,0.0264391767,0.0,0.0,0.0,0.0,0.0,1.71076e-05,0.0,1.33e-08,0.0039042615,0.0,0.0039042615,0.0,0.0331586971,0.0,9.683e-07,0.0,0.009211313,0.0,0.0021138547,9.683e-07,1.1e-09,1.67551e-05,0.0,9.6e-09,0.0128979943,6.12e-08,0.0001506249,0.0,0.0,0.0,0.0,0.0,1.33e-08,0.0,0.0,0.0,0.0,0.0021138547,0.0021138547,1.682e-07,0.0020155983,0.0,0.0013552917,0.0,0.0,0.0,7e-10,0.0,0.0039042747,0.0006647693,0.0,0.0,2.106e-07,0.0039098184,0.0,0.0036322754,0.0013552922,0.0,0.0190904879,0.0,9.683e-07,0.0,1e-10,0.00015062,0.0,0.0,0.0195191436,0.0128227318,0.0001820776,0.0,0.0175040534,0.0,0.0,0.0,0.0,0.00015062,0.0,0.001587149,0.0,0.0005157412,0.0023051121,0.0,4.1314e-06,0.0955495888,0.0,5e-10,5e-10,0.0,0.0,0.0036364068,0.001366998,0.0259120224,0.0,0.0144894475,0.0052983894,0.0455513934,0.0,0.0,0.0,0.0,0.0020155983,0.0091904468,0.0,0.0,0.0039098184,0.0,0.0,0.0,0.0,0.0257299343,4.136e-07,1.1e-09,0.0,0.0,0.0,0.0,0.0034647982,0.0951543905,0.1043830796,0.0,0.0,0.0013554674,0.0001506201,0.0,0.005309872,0.0,0.0,6.2e-09,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,7e-10,0.0015869963,0.0,0.0,0.0,0.0,0.0,7.5e-09,1.683e-07,0.0162955791,0.0,9.683e-07,1e-10,0.0,6.763e-07,0.0,0.0,0.0,0.0001205561,0.0,1.411e-07,0.0951543905,0.0013560825,1.976e-07,0.0039041471,3.02475e-05,0.0184017601,0.0036322809,0.0052984572,0.0,0.0039042615,0.0,0.0,0.0,2.294e-07,1.532e-07,0.0,0.0020155983,0.0039098184,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0021138547,0.0,0.0,1.705e-07,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015869963,1.33e-08,0.0,0.0,7e-10,0.0,7e-10,0.095033844,0.0,0.0,3.02475e-05,0.0,1.66939e-05,0.0,0.0,0.0,0.0,0.0,0.0015869963,0.0,0.0,0.0,5e-10,0.0092117266,0.0,4.2683e-06
Wobbuffet,2.9e-09,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627e-07,0.0,0.0,0.0,0.0,0.0011024213,2.803e-07,0.0,1.276e-07,0.0,0.0,0.0,1.10486e-05,0.0,0.0,0.0,0.0009915258,0.0,0.000100758,0.0,0.0,1.3197e-06,0.0,0.0,1.1e-09,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-09,0.0,1.6e-09,0.0,0.0,0.0,0.0,2.21816e-05,0.0,0.0,0.0,8e-10,8.87291e-05,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,0.0,1.82939e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2e-09,0.0009915329,0.0,8.87138e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.803e-07,0.0,0.0002150576,0.0,0.0,0.0,0.0,0.0,8e-10,0.0007764682,1.10938e-05,0.0,0.0,0.0,0.0,1.33425e-05,4.4e-09,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,2.21818e-05,2.21818e-05,0.0,0.0,0.0,0.0,1.3013e-06,0.0,0.0,0.0,0.0,0.0,2.30898e-05,0.0,0.0,2.614e-07,2.48891e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48891e-05,1.3e-09,0.0,0.0009915266,2.803e-07,0.0,3e-10,0.0,1.53e-08,4.2e-09,0.0,0.0,0.0,0.0,0.0,2.9e-09,0.0,0.0,2.48891e-05,0.0,0.0,0.0,2.627e-07,0.0,1.3013e-06,2.803e-07,0.0,7.4e-09,0.0,1.20413e-05,2.627e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48891e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48891e-05,0.0,0.0,0.0,0.0,0.0,3e-08,1.3e-09,1.10503e-05,1.10486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2999e-06,0.0,0.0,1.53e-08,0.0,3e-10
Cresselia,0.0004899085,0.9488798011,0.0,0.0582946135,3.6309889739,0.0,0.0,0.0,0.0,0.0,1.16785e-05,0.001705609,0.5395683511,0.0,6.59207e-05,0.0022682287,0.0,0.0,1.9785e-06,0.0,0.0003130819,0.0004477989,0.0,0.0,0.0,0.2945179524,2.6e-09,0.7233089613,0.0,0.0026253241,0.0,2.84042e-05,0.0,0.0003069323,0.0,4.7267615674,5.8855556798,4.6244e-06,0.0119972466,0.2504110949,0.0016019167,0.0,5.968e-07,2.3296e-06,0.0,0.0,0.0,0.0,0.002723621,0.0,0.5537427836,0.0,0.0,9.05e-08,0.0027137896,2e-09,0.0,1.5e-09,3.1105e-06,0.7945223058,0.0010365938,0.7663027113,0.0019892183,0.1139000686,0.0,0.0019082948,0.0,7e-09,0.0008336536,0.1059220702,0.012706979,0.7549256905,0.0,0.0037930367,0.0050634653,0.0016868835,6.43616e-05,0.001686864,0.0010943699,0.0567047182,4.99329e-05,4.9042127646,6.689520847,2.790804247,0.0,1.427e-07,0.0,1.87451e-05,2e-10,0.0,0.002564505,2.7484e-06,0.0064861274,0.107050107,0.0028035268,0.0,0.0,0.0,1.6799184242,0.1543543052,0.0,0.0,0.0,0.0,0.0002631067,1.9669534318,0.0,0.0,0.2797336593,0.0127112116,0.0011656823,3.49e-08,0.0,0.0,4.8161e-06,0.0,4.6045e-05,0.0004497217,0.0,0.0062937977,1e-10,4.5978107387,1e-10,0.1113606308,0.0095052403,0.224136984,6.59e-08,2.6550548964,0.0,0.0,1.093e-07,0.028498034,0.0,3.8541368221,0.0,1.9667833753,2.8769588358,0.0050573291,3.7e-09,0.0066394117,1.1390918527,0.1940068781,4.3217e-06,0.0,0.0,8.1824e-06,0.0035637804,0.0,2.3296e-06,0.0,1.4974747507,8.7718e-06,1.372e-06,2e-10,0.0,0.0024780727,0.0,0.0,1.0441636432,0.0002026057,0.0,1.0749722055,0.0020590873,4.68224e-05,0.056584598,0.0019108503,1.2e-09,0.1737242144,5.968e-07,1.2e-09,0.0001641686,0.0011326405,3.6378023492,0.0003130071,0.0040889257,1e-10,0.0001347709,0.7693932969,3.1422936443,3.6309080375,2.6550623897,1.90403e-05,0.769391491,2.242e-06,0.0604288403,0.003500038,7.067e-07,0.7549234144,0.0107513577,0.0,0.00018213,0.0,0.0567066966,0.0,4.9933e-05,2.6e-09,0.000107809,0.0,5.01203e-05,3.5e-09,0.0010944438,6.1476513854,0.0,0.0,0.500952467,1.0224e-06,0.0,5.0195e-06,0.0,0.0,0.0,4.2711513451,0.0,0.0002846923,1.9821e-06,0.019526636,0.0,0.0,0.0,0.0,0.0009616872,0.0,0.0064852285,0.0100883468,0.0,0.0002022077,1.9966e-06,0.7643107267,0.0,0.0,0.0659729122,0.0,2.7e-09,3.6488932544,0.0,1.9821e-06,0.0,0.0,0.0002394343,0.0,0.0002846923
Tangela,0.0,3.14e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.665e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034400515,0.0,0.0,0.0,0.0,3.739e-07,0.003440051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14e-07,0.0,0.0,1.62257e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001083132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.559e-07,0.0,0.003440051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.559e-07,0.0,0.0002174895,0.0,0.0,0.0,0.0,0.0,0.0,0.0002174895,0.0,0.0,0.0,0.0,0.0,0.0,2.622e-07,0.0,0.0,4.23e-08,0.0,0.0,0.0,5e-10,0.0,0.0,3.74836e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.7354e-06,0.0,0.0,0.0,0.0,3.14e-07,0.0,0.0034410069,0.0,0.0,3.2903e-06,0.0,0.0,2.957e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.665e-07,3.665e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.082e-07,0.0,0.0034400584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23e-08,0.0,5e-10,0.0,0.0,0.0,0.0,3.2903e-06,0.0,0.0,0.0,7.4e-09,3.14e-07,0.0,0.0,0.0,1.62257e-05,0.0,0.0,1.29355e-05,0.0,0.0,0.000230425,0.0,8e-10,0.0,0.0,0.0,3.7874e-06,0.0,0.0,0.00021749,0.0,0.0,0.0,3.14e-07,0.0,0.0,0.0,0.0,0.0,7.4e-09,0.0,0.0,0.0,6.505e-07,0.0,0.0,1.62257e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002174895,4.0831e-06,0.0,0.0,0.0,0.0,3.1272e-06,0.0,6.082e-07
Absol,0.0,0.0,3.9e-09,0.0,0.0238109726,1.5551e-06,0.0,2.302e-07,0.0,1.5126e-06,5.10832e-05,4e-10,4.69964e-05,3.5e-09,2.7939e-06,0.0,0.0,7.8e-09,0.0,0.0,0.0006725896,0.0001028993,0.0,0.0,8.1236e-06,8.6426e-06,0.0,0.0002815697,3.57082e-05,2.39317e-05,0.0,3.521e-07,2.7448e-06,0.0,0.0,1.079e-07,0.006897794,0.0,0.0,0.0002796215,1.5207e-06,2.917e-07,4.245e-06,0.0007582267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.484e-07,8.6597e-06,0.0002763969,0.0,0.0,1.155e-07,0.0,3.26723e-05,0.0,0.0003774889,0.0,4e-09,0.0,4.65819e-05,0.0,0.0,8.16e-08,1.2e-09,0.0,0.0003774886,0.0,7.28365e-05,0.0,0.0001505313,0.0,1.5e-09,2.61e-08,3e-10,0.0,7.8e-09,4.9598e-05,1.5126e-06,7.9e-09,0.0,0.0,0.0,4.7317e-05,0.0,0.0,6.1e-09,0.000659422,0.0003021502,0.0,0.0,3.57082e-05,0.0,3e-10,0.0,0.0,2.569e-06,3.264e-07,0.0,0.0,0.006900456,0.0,0.0,0.0,0.0,2.2341e-06,4.078e-07,7.5704e-06,2.982e-07,3.38e-08,0.000127525,0.0,3.7e-09,4.749e-07,5.05222e-05,0.0,0.0001617206,0.0,0.0,2.5089e-06,0.0235071284,0.023459764,2.982e-07,0.0,0.0,3.3189e-06,7.8e-09,0.0,4.147e-07,1.43e-08,9.1175e-06,0.0234074148,0.0,6.622e-07,0.0001263627,0.0,5.0522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0233336366,0.0,2.5927e-06,0.0068979386,0.0,0.0,0.0,0.0,5.611e-07,1.276e-07,6.11e-08,0.0001141417,2.6498e-06,0.0007503861,1e-10,1.5126e-06,8.17e-08,1.1284e-06,0.0,0.0,0.0,0.0,2.5488e-06,1.155e-07,6.25e-08,0.0,8.0505e-06,0.0,0.0068977902,3.7e-09,1.6365e-06,0.0,3.23e-08,0.0,2.67e-08,0.0,0.00027805,4.74e-07,1.04e-06,0.0,0.0,3.38e-08,0.0,5.6e-09,4.113e-07,0.0,0.0006673495,0.0006622394,0.0,2e-10,0.0003026916,9.53966e-05,0.0,0.0,6.291e-07,0.0,8.93e-08,3.9e-09,0.0,0.0001011401,1.52e-07,3.9e-09,0.0,0.0,6.6926e-06,8.14e-08,2.986e-07,0.0,0.0,3.38e-08,1.0239e-06,0.0,0.0068977902,1.49456e-05,4e-10,0.0,0.0,0.000229257,9.54303e-05,0.0,0.0,4.84603e-05,2.47268e-05,0.0,5.6154e-06,1.04e-07,0.0,1.04083e-05,1.99e-08,0.0,0.0,0.0,4.6596e-05
