,Porygon-Z,Mandibuzz,Weezing,Swoobat,Bronzong,Volcarona,Accelgor,Raichu-Alola,Swampert,Toxicroak,Eelektross,Snorlax,Uxie,Swellow,Vanilluxe,Dusknoir,Mimikyu,Togekiss,Machamp,Muk-Alola,Tyranitar-Mega,Gliscor,Altaria-Mega,Cresselia,Kecleon,Xurkitree,Aurorus,Alakazam-Mega,Tangela,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Comfey,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Sigilyph,Scrafty,Milotic,Ditto,Aerodactyl,Marowak-Alola,Corsola,Toxapex,Infernape,Pidgeot-Mega,Latias,Sableye,Landorus-Therian,Bisharp,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Manectric-Mega,Rampardos,Mantine,Nidoqueen,Doublade,Gallade-Mega,Stoutland,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Magnezone,Beedrill-Mega,Ninetales-Alola,Durant,Tapu Bulu,Incineroar,Meowstic,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Suicune,Silvally-Steel,Gyarados-Mega,Slurpuff,Salamence,Buzzwole,Haxorus,Vikavolt,Hitmonlee,Absol-Mega,Glalie-Mega,Castform,Porygon2,Crawdaunt,Steelix-Mega,Mamoswine,Sandslash,Goodra,Tyrantrum,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Granbull,Poliwrath,Blissey,Politoed,Donphan,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Steelix,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Lanturn,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Lurantis,Sawsbuck,Empoleon,Alakazam,Dragalge,Heracross,Feraligatr,Rhyperior,Togedemaru,Quagsire,Florges,Simisear,Masquerain,Ninetales,Dragonite,Darmanitan,Gyarados,Zygarde-10%,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Audino-Mega,Reuniclus,Ribombee,Heatran,Ursaring,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Crustle,Articuno,Alomomola,Klinklang,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Roserade,Drapion,Torkoal,Venomoth,Swampert-Mega,Victreebel,Smeargle,Whimsicott,Cradily,Banette-Mega,Tentacruel,Rotom-Frost,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Bouffalant,Tapu Fini,Shaymin,Sceptile-Mega,Dugtrio,Typhlosion,Primarina,Necrozma,Electivire,Volcanion,Gourgeist-Super,Scizor,Metagross,Nidoking,Zapdos,Excadrill,Noivern,Raikou,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Sableye-Mega,Tornadus-Therian,Gigalith,Keldeo,Tyranitar,Passimian,Stantler,Chatot,Leavanny,Umbreon,Xatu,Nihilego,Heracross-Mega,Froslass,Sylveon,Azelf,Pikachu,Zoroark,Salazzle,Shuckle,Diancie-Mega,Galvantula,Tsareena,Mimikyu-Totem,Abomasnow-Mega,Lilligant,Clefable,Minior,Torterra,Shiftry,Stakataka,Mienshao,Latios,Ludicolo,Latios-Mega,Claydol,Flygon,Starmie,Malamar,Entei,Tangrowth,Lycanroc-Dusk,Dhelmise,Magneton,Espeon,Diancie,Lopunny-Mega,Kartana,Dunsparce,Silvally,Azumarill,Vileplume,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Shedinja,Manaphy,Wishiwashi,Zeraora,Skarmory,Yanmega,Persian-Alola,Crobat,Hitmontop,Heliolisk,Kingdra
Buneary,1.4e-09,0.0,0.0,0.0,0.0,3.7544e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9742e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001515816,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-08,0.0,1.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.653e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.055e-07,2e-10,1.9742e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.073e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,1.2033e-06,3.073e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021e-06,0.0001515816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.073e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2033e-06,0.0,0.0,0.0,7.5751e-05,0.0,0.0,0.0001515816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173e-05,0.0,0.0,0.0,7.173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7544e-06,0.0,0.0,0.0,0.0,0.0,0.0
Archeops,-0.002003116,0.0196031554,0.0532422812,0.0047119985,0.0011604098,0.006340047,-0.0006250572,-0.0036602325,-0.0004295837,-0.0009804,0.0081467419,-0.0011399158,-0.0018532485,-0.0003699736,0.0305737055,0.0003233694,-0.014324116,-0.001049901,-0.0001998478,-0.0091390103,-0.0265103796,-0.0532503778,-0.0040150297,-0.001835708,0.002432346,-0.0034789522,0.0084257194,-0.0329621676,-0.0001477794,-0.1137192451,-0.0029364716,-0.0538807504,-0.0010747248,-0.0008179676,-0.0527585872,-0.0005050373,-0.003144042,-0.0564725143,-0.0002209753,-0.1633582678,-0.0026356932,0.0305896472,-0.0004017797,0.0059376405,-0.0002280728,0.0032799056,0.0009684724,-0.0145460706,-0.0020022094,0.0275614654,-0.0004575705,-0.111391669,0.0090171174,-0.0001148603,-0.0045263461,-0.0001032396,-0.1911929312,0.109506942,-0.0079899932,-0.0009374201,0.0026875401,-0.044824044,-0.0150035578,-0.0002212535,-0.0073883978,-0.0001677262,-0.0005267978,0.0119560629,-0.0002442879,-0.0049625462,-0.0200045684,-0.0001762903,-0.0108140417,0.0915933309,-0.0003464557,-0.0009545371,0.0014170866,-0.0010996148,-0.0046864019,-0.0452918714,-0.0012600598,-0.0047979231,-0.0451753156,0.0232068943,-0.0076865709,1.09243e-05,-0.0874002261,-0.001547676,-0.000118017,-0.0199408145,-0.0009753768,-0.0050024604,-0.0020226221,-0.0001834865,-0.0018411348,-0.0075969791,-0.0005033391,7.96749e-05,0.0004404419,-0.0086656851,-0.0005648933,0.0027818008,-0.0003068199,3.19876e-05,0.0076531835,-0.0011803528,-9.41614e-05,-0.0008883464,-0.0241104329,-0.0007938493,-0.0086518592,-0.0001872365,-0.0009816361,0.0038608052,-0.001791627,-0.0239050599,0.1970286359,0.0046929505,-0.0419975157,-9.76792e-05,-0.0001671043,-0.0023409528,-0.0008112055,-0.0017583011,0.0018950948,-0.0010728418,-0.0923885632,-0.020279575,-0.0001801384,-0.0355958695,-0.0002813912,0.0828657626,-0.0034102498,-0.009594997,-8.1756e-05,-0.0096471997,-0.0001527395,-0.0001858494,-0.0002696476,-0.0307769028,-0.0491880674,0.0416918038,-0.0977690855,-0.0131228279,-0.0013077435,-0.000421728,-0.0006216343,-0.0001113753,-0.0001178123,-0.0023595289,-0.0023707785,-0.0005042131,-0.001631578,0.0571995089,-0.0010883614,-0.0003110382,-0.0176269753,0.0022174148,-8.95224e-05,-0.0001200847,-0.0011850332,-0.0109157801,0.0476092794,-0.0081929564,-0.000192248,-0.001432544,-0.0001080538,0.0412078804,-0.0022716051,-4.788e-06,0.0366935132,-0.0079846515,-0.1002571041,-0.000158258,-0.0021748913,0.011228189,-0.0024672071,-0.0075429928,0.098347824,-0.0002233709,-0.0023648599,-0.0585235079,0.0332199196,0.1592339634,-0.0005344831,-0.0001020908,-0.0001642958,-0.0068852425,-0.0002198513,-0.0001143262,-0.001136738,-0.0484091881,-0.000337097,0.0399889018,-0.0003331116,0.0010535404,-0.0036530482,-0.000140068,-0.1007098956,0.0,-0.0007771432,-0.0020866266,-0.0001141564,0.0003433249,0.0340440328,-0.0001044281,-0.1384425478,0.0015875054,-0.0096838279,0.0008704655,-0.0012751586,-0.0001045598,-0.0490883298,-0.0004785674,3.35354e-05,-9.82346e-05,-0.0001303198,-0.0007963969,-0.0020250164,0.0037686653,-0.0301358326,-0.0001274903,0.0005430151,8.43131e-05,0.030569711,-0.0977702886,-0.1015695579,-2.96191e-05,0.0042520146,-0.1389815573,-0.0135824925,0.2311759429,0.0255220482,-0.0254543494,-0.0243339195,-0.1603685172,0.0002296718,-0.0558909325,-0.0495286777,-0.0006202979,0.0,-0.0001018466,0.0058921815,-0.0008598676,-0.0014251544,0.0262225057,-0.0135023955,-0.0001583604,0.0217911565,-0.0016205983,-0.0002765433,-0.0005508089,-0.0006032505,0.0485984731,-0.0394910212,0.0310296928,-0.0030359586,0.0,-0.0005519271,-9.7322e-05,-0.0900832223,-0.000548698,0.0111320546,-0.0001667642,-0.0036605696,-0.0004456299,-0.0147342992,-0.0004657572,-0.0162011908,-7.10383e-05,-0.0011378506,-0.00868662,-0.0003098087,-0.0004088565,-0.0472069706,-0.0002612099,3.5479e-06,0.0023197919,-0.0007225452,-0.000641859,-0.0332555427,-0.1514821061,-0.0003492987,-0.0001434042,0.4260833962,-0.0001584488,-0.0059663799,-0.000166875,-0.0148180214,-0.0005132211,0.0087616245,-0.0097914236,-0.0291740805,-0.0001134447,-0.005734791,-0.10159455,-0.0012007574,-0.0001893312,-0.0003836687,-9.48175e-05,-0.0001015854,-0.0285772657
Mandibuzz,-0.070141017,0.0,0.0845759301,-0.0041358867,-0.160203078,-0.732386739,-0.0275702532,-0.1650742896,-0.0190716402,-0.0339301823,0.0211410279,-0.0449545297,-0.0826567361,-0.0137097957,0.0048058944,0.0037555833,-0.5868423971,-0.0147692196,-0.0005344931,-0.3234825107,1.1947140188,-2.5931273708,-0.0487324544,-0.365211782,-0.0125167605,-0.1727445115,-0.0061271057,-1.4591035206,0.0471579812,-2.0656927414,0.140390885,-2.4028501949,-0.047929456,0.1048318333,-1.7488584559,-0.0225226099,11.8980444845,-2.2481365194,-0.0001265725,2.8750133532,0.6827278724,0.0659737874,0.0121023985,-1.4452337245,-0.0141824184,-0.0053887754,0.3619149863,8.8043626167,-0.0911404107,-0.2438675967,-0.0204057871,4.4999316463,-0.1660233706,-0.0071761614,-0.1754667763,-0.0022735059,-2.6862502725,-1.6326742759,-0.3559322447,-0.0394422834,-0.0198062347,-1.9492810173,-0.5984478688,-0.0101654073,-0.1853545234,0.0028006744,0.0303665924,0.0920554452,-0.0101834594,-0.2033025416,-0.7453874546,-0.0078387754,-0.0729562929,-2.4313832323,-0.0102050008,2.4734522524,0.0502483854,-0.0497855395,-0.2076088797,3.2776835884,0.2214202676,-0.2040061784,0.3439472887,-0.1008000797,2.9147397606,-0.0044219493,-1.8403164973,-0.0497051162,-0.0052640779,-0.893948606,-0.0397255226,1.3118551939,-0.099595713,-0.0081737021,-0.08090584,-0.0849332305,-0.0224468803,-1.4543533109,-0.0530224566,-0.5166887616,-0.1171448312,0.0454972207,-0.0137055464,-0.0025558925,-0.0313174718,-0.0523751433,-0.0041978668,0.4650836304,-1.0891021076,0.1124165926,11.1309772577,-0.0083499889,-0.0162827878,-0.0254664392,0.1402608809,-1.2837335221,-3.1765824165,-1.3242370795,-1.643150395,-0.0043990916,-0.0074063169,2.1031600814,-0.0361748446,-0.096606243,-0.0190751617,-0.047856424,-3.9089802415,-0.4613904942,-0.0080503227,-1.5269970856,-0.0125490998,-2.6643234213,1.4805513394,-0.7326295509,0.879675091,-0.409952183,-0.0233661352,0.0376470967,-0.0049057933,-1.4354715167,-3.0647290521,-1.4619618719,-4.3314048322,-0.5851921121,-0.0697259744,-0.0188873959,-0.0277169005,-0.0049643816,-0.0058301041,-0.095810597,-0.10580354,-0.0637500204,-0.0723286069,-0.0119665538,-0.0484576704,0.0148151338,-0.7245163235,0.0404894029,0.0132598018,-0.0042185639,0.0165945619,-0.4275613266,0.045777565,-0.3999117369,-0.0361183101,1.0620578934,0.0677897503,-0.0962100079,-0.097498431,-0.0118575751,-0.8624985584,-0.3490122553,-5.7832787746,-0.0070576641,0.2715649318,-0.0146193579,-0.1100024802,-0.2782787043,-10.9796846531,0.0055195053,-0.044223773,-1.4671502742,0.2379144331,-0.5832197913,0.035517956,0.005170295,-0.0073900462,-0.2719525952,-0.0098213755,-0.0017629219,-0.0471618848,-2.2520054373,0.7308917437,-0.0363938937,0.4397347795,-0.0056816844,-0.1601153991,0.0378775476,-4.4507900913,-0.022025177,-0.0346539236,-0.092471538,-0.004470022,0.2123803449,0.0105213976,0.0002216891,-7.6954046082,0.7951528277,-0.4105848439,-0.1397312162,-0.0567723342,-0.0038675026,-1.6043101731,-0.0184453447,-0.0298379278,-0.0039726867,0.018337407,0.2197282055,-0.0602873732,0.004741639,-1.3353061298,-0.0043949405,-0.1704709115,-0.0643366642,5.4897870241,-4.4186958777,-3.1350925406,-0.0181849092,0.0246010782,-3.8025218642,11.7044281706,15.900154237,-0.4855624342,-1.0448397229,-1.4197073511,-5.5305781575,-0.00787801,-2.4673644934,0.0838284744,-0.0255948223,-0.0051167072,-0.0078852639,-0.005973995,-0.0219847293,-0.0598788069,-0.0777423291,-0.5908613219,0.0033476671,0.1674043209,-0.0718328311,-0.0137911718,-0.0191645892,-0.030917983,-0.211220072,-1.2591040237,-0.0362857604,-0.1293356417,0.0,0.6520606952,-0.0043255104,-3.5949888429,-0.0214660095,-0.0052534346,-0.0074345005,11.8479410211,-0.0172281113,-0.5949655091,-0.0183124887,-1.0717564705,0.0014609768,-0.0490533786,-0.3436345456,-0.0137260415,-0.0167478048,-2.6579825701,-0.0321313888,-0.0048087974,-0.0050069266,0.023233487,-0.0286064829,0.576081399,-5.2922193107,-0.0155773092,-0.006389514,-0.9751460367,-0.0069342036,-2.0828838148,-0.0074354412,-0.6775926693,3.2932998445,-0.0343987199,-0.3680621869,-1.3100554061,-0.0050592555,-0.1600645986,-4.6006182744,-0.0535375798,-0.0074128345,-0.0002938003,-0.004172087,0.0034832813,-1.2497099807
Swellow,0.0046655652,-0.0134064534,-0.0007103953,-0.0005861305,-0.0231956692,-0.2333602899,-0.0042380962,-0.0212305539,0.1183657045,-0.005687206,-0.0008772304,-0.0062228909,0.0082724372,0.0,-0.0037376284,-0.0013524423,-0.0796257414,0.0253956253,0.0717301304,-0.0562400547,-0.1690713912,0.7059220212,-0.0201860034,-0.0582591314,-0.0017837257,0.0031035826,-0.0006392775,-0.2039627838,-0.0001528653,-0.4424031895,-0.0132603133,-0.329370763,-0.0068542514,0.1048086944,-0.5329351016,-0.0030531616,0.035098614,-0.1613528255,-0.0014095821,-0.6052319955,-0.0209459183,0.0034457348,-0.002330422,0.5447571355,-0.0020181047,-0.0008263613,0.0420474745,-0.0928713379,-0.0130218833,-0.0481841589,0.0,-0.8658829364,0.0231425413,0.0282621154,-0.0140300781,-0.0004073353,-1.3833906514,-0.205075942,-0.0509565635,-0.0042936314,-0.002813963,-0.27918593,0.1075604418,-0.0014537447,-0.046715429,-0.0007903055,-0.0033575368,0.7379870648,0.0036536136,-0.0311445097,-0.1509460088,-0.0007704001,-0.029062844,-0.3546963128,-0.0022095334,-0.0060729048,-0.0063042677,-0.0071035188,-0.0293807048,-0.1223601022,1.8820588689,-0.0298620752,-0.268050889,-0.0139364503,-0.0336030693,-0.000844493,-0.4855361047,-0.002206928,-0.0007525431,-0.1089630654,0.0030587335,0.0627812357,0.0346442986,-0.0011702428,-0.0131343481,-0.0450503908,-0.0032100625,-0.2846500563,-0.0073977274,-0.0748853238,-0.0191142732,-0.0038843709,-0.0019251049,0.0005741005,-0.0045282752,-0.0075270331,-0.0006005179,0.0795180059,-0.1566201677,-0.0050544565,-0.0537369113,-0.0011900039,-0.0064296895,-0.0036422672,-0.012264412,-0.2066984988,-0.4177568563,-0.2017686752,-0.2351503355,-0.000638825,-0.000493254,-0.0080588272,0.0050577147,-0.0120835335,-0.0026540879,-0.0068438068,-0.5625676206,-0.129703243,1.8907986796,-0.0796526839,0.0843636315,-0.2008165098,-0.1537623271,-0.1151573379,-0.0018061387,-0.0620018314,-0.0033415225,0.0001093239,0.0001159648,1.6928174421,0.5350037983,-0.2302328414,-0.609683116,-0.0832651311,0.0025168986,0.1483921535,-0.0039644632,-0.0007087523,0.0011877527,-0.0138957805,-0.0064301482,-0.0086429677,-0.007340379,-0.000649134,-3.3394e-05,-0.0019809045,-0.1124064691,0.0047978151,-0.0005709321,0.0018933359,-0.0047922339,0.1112796926,-0.0047680941,-0.0495770823,-0.0054494701,-0.0065240956,0.3050053834,0.1841228072,-0.0135573803,-0.0004116298,-0.198608898,-0.0479584218,-0.8556559243,-0.0010079288,-0.013870453,0.0056228215,-0.0096329937,-0.0451019741,0.2159717033,-0.0006901557,-0.0152136591,-0.3496391837,-0.0314414202,-0.0402778875,0.0037256326,-0.0006525521,-0.0010568163,-0.0439148843,-0.0014043953,-0.0003137254,-0.0072495861,-0.2330432726,0.014980269,0.0031964631,-0.0015316984,-4.13196e-05,-0.0221635054,-0.0008932881,-0.6081777965,-0.0031641534,-0.0047877868,-0.0126515458,-0.0008281096,0.426346417,-0.0149316151,2.54604e-05,-1.0251706448,0.0333601862,-0.0617001248,0.0685500427,0.0409478016,-0.0006668336,-0.3982602125,-0.003052131,0.0252839257,-0.0006264925,-0.0015484127,0.0446915588,-0.0118782507,-0.0015422748,-0.1924625359,0.0,-0.0447603137,-0.0009006013,-0.037490709,-0.5392054064,-0.6159821467,-0.0012450544,-0.0012590605,-0.7886690254,-0.0867981166,-0.8350403361,-0.0437301279,-0.1574641465,-0.2451458606,-0.9974826777,-0.0010438355,-0.3694539874,-0.2929804846,-0.0039559717,-0.0001592659,0.0103137986,1.8900607555,-0.0046829525,0.4183291975,0.9668904323,-0.0866357427,0.0391248535,0.0402727212,0.1392289063,-4.1533e-05,-0.0021447528,-0.0080590674,-0.0216939976,-0.2508227643,-0.0062058831,-0.0193597012,-0.0049830372,-0.0035201362,-0.0006207651,1.5185286352,-0.0027917244,-0.0007481182,-0.0005970925,-0.0229657331,-0.0035265126,0.0018894799,-0.0004487575,-0.1534366507,-0.0013917517,0.4622010786,0.8883053808,-0.0019630128,-0.0026073626,-0.2877229548,-0.0043306297,-0.0006997065,1.52658e-05,-0.0020502967,-0.004093456,0.6637671696,-0.6395938291,-0.0022276653,-0.0009145653,-0.1185123035,-0.0009464337,-0.2685754632,0.0057368765,0.0092556575,-0.0034577585,0.0818559517,-0.0625656681,-0.1893312158,0.0,-0.0329333558,-0.6722102697,-0.007655669,-0.0012074662,0.0068190285,-0.0006135494,-0.0006224602,-0.1838149172
Eevee,-9.52942e-05,-0.0001307405,-5.7343e-06,0.0,-7.71033e-05,0.006591153,-3.18515e-05,-0.0001848898,3.8957e-06,-4.13328e-05,-1.49726e-05,7.80428e-05,-9.54199e-05,-1.9047e-05,-3.01717e-05,-1.09841e-05,-0.0005372285,-7.36372e-05,0.0032101423,-0.0004705878,-0.0013648663,-0.000968102,-0.0002696693,0.0,-1.44495e-05,-0.0002057096,0.0,-0.0020614645,0.0,-0.0060502338,-0.000188093,-0.0027718015,-2.82569e-05,-4.94884e-05,-0.0041834298,-2.30683e-05,-0.0001637769,-0.0028010856,-1.13825e-05,-0.008451584,-0.0001624107,3.01289e-05,0.0,-0.0017903867,-1.84243e-05,-6.6571e-06,0.0005237298,-0.0007362108,-0.0001052138,-0.0003964966,0.0,-0.0080604792,-0.0002245585,-2.58915e-05,-0.0002641175,-5.315e-06,-0.0189713206,-0.0018998587,0.0,-4.37265e-05,-2.20938e-05,-0.0023327865,-0.0007784303,0.0,-0.000390734,1.84386e-05,-2.775e-06,-0.0005420067,-1.25764e-05,-0.00019039,-0.0012642368,-9.0609e-06,-0.0005556758,-0.0015969937,-1.78363e-05,0.000354452,1.51782e-05,0.0002618603,-0.0002369117,-0.0024307839,-7.21625e-05,0.0100625786,-0.002318447,0.0011906677,0.0018163435,-6.8172e-06,0.0079198915,6.63376e-05,-6.0769e-06,-0.001032128,-5.02134e-05,3.41892e-05,-0.0001204186,3.2461e-05,-0.0001061228,-0.0002827628,-2.59129e-05,-0.0023273902,-6.17171e-05,-0.000606982,-0.0001543004,0.0001074781,0.0014940583,6.16946e-05,0.0003715785,-6.0767e-05,0.0,1.59207e-05,-0.0012713509,-4.08741e-05,-0.0004453958,-9.6393e-06,-4.75643e-05,-2.94019e-05,0.0,0.000600398,0.0052132311,-0.001731961,-0.0021574647,-5.1569e-06,0.0,-0.0001205182,-4.17625e-05,-0.0001116891,-2.1567e-05,-5.52448e-05,-0.0047567875,-0.0009942696,-9.2934e-06,-0.0018308773,-1.44874e-05,0.0067665257,0.0137113065,-0.0009296019,0.0022629108,0.0,0.0,-1.06767e-05,0.0,-0.0016898381,0.0049173527,-0.0020784087,-0.0029281589,0.0,-8.07705e-05,0.0,0.000107577,-4.931e-06,-6.7411e-06,-0.0001232324,-9.13346e-05,-7.36145e-05,-8.3997e-05,-1.28662e-05,-5.60317e-05,-1.60752e-05,-0.000907473,0.0002556952,0.0,0.0,-3.31314e-05,0.0009440542,-4.75592e-05,-0.0003792548,-4.39234e-05,0.0006802854,6.05205e-05,-0.0002102019,0.0,-1.36934e-05,-0.0015535377,-0.0004005727,-0.0075460659,-8.1474e-06,-0.0001119679,-3.11521e-05,-0.0001249422,0.0,-0.0114137615,0.0012738712,-0.0001235151,-0.0030561802,-0.0002654194,-0.0008010856,-2.75423e-05,-5.2677e-06,-8.2804e-06,-0.0003544342,0.0,3.6022e-05,0.0,-0.0026268214,-1.73546e-05,-8.39308e-05,-1.46672e-05,0.0,-0.0001600505,-7.211e-06,-0.002945312,-2.45502e-05,-3.99212e-05,-0.0001092214,-1.9561e-06,2.456e-07,-4.7679e-06,-5.3762e-06,-0.0088509928,-0.0001592337,0.0,-0.0001378288,-6.54149e-05,0.0,-0.0039522316,-2.4638e-05,6.36195e-05,0.0,-1.47265e-05,0.0012443881,-0.0001042508,0.0013760331,-0.0015585537,-9.541e-07,-0.0005472145,-7.94936e-05,-7.19094e-05,-0.0051382841,-0.0054495626,-2.09929e-05,-1.02248e-05,-0.0070400886,0.0025223745,-0.0074777541,-0.0005822886,-0.0013169166,-0.0019735076,0.004044431,-9.1058e-06,-0.0029863342,-0.0023589578,-3.19342e-05,-5.9068e-06,2.3042e-05,-6.9091e-06,0.0012981926,0.0,0.0011561782,-0.0007006422,0.0015017274,0.0015463069,-8.34406e-05,0.0104586668,9.057e-06,-1.85688e-05,0.0005785836,-0.000733516,-6.07092e-05,-0.0001562974,0.0,-2.8416e-05,-5.0111e-06,-0.0043303801,0.0002390718,-6.0726e-06,-8.5854e-06,-0.0001884537,-3.575e-05,-0.0007585522,-2.41998e-05,-0.001238488,0.0,-5.92314e-05,-0.0004506862,-1.33363e-05,-1.82011e-05,-0.0032369355,6.70862e-05,-5.6483e-06,-1.8596e-06,0.0007147961,-3.30442e-05,-0.0027211046,0.0138740983,-1.70527e-05,-7.3827e-06,0.0106955314,-8.1573e-06,0.0097556773,-8.5915e-06,-0.0009842614,-2.79085e-05,-4.13719e-05,-0.0005058849,-0.0015276848,-5.8405e-06,-0.0002952393,-0.0055800121,0.0,-3.9898e-06,-2.03259e-05,0.0,-5.2296e-06,-0.0014875231
