,Porygon-Z,Mandibuzz,Swoobat,Toxicroak,Volcarona,Salazzle,Raichu-Alola,Swampert,Corsola,Spiritomb,Stoutland,Liepard,Snorlax,Uxie,Swellow,Ambipom,Slurpuff,Hitmonlee,Gorebyss,Mimikyu,Lurantis,Machamp,Muk-Alola,Tyranitar-Mega,Gliscor,Altaria-Mega,Cresselia,Xurkitree,Aurorus,Alakazam-Mega,Bronzong,Emboar,Chansey,Diggersby,Latias-Mega,Exeggutor-Alola,Gligar,Forretress,Garchomp,Komala,Gardevoir-Mega,Mawile-Mega,Ferrothorn,Aggron-Mega,Krookodile,Cobalion,Kommo-o,Persian-Alola,Darmanitan,Milotic,Ditto,Aerodactyl,Marowak-Alola,Stakataka,Infernape,Dhelmise,Latias,Landorus-Therian,Lapras,Bisharp,Crustle,Kyurem,Lucario,Blastoise-Mega,Venusaur-Mega,Zygarde-10%,Manectric-Mega,Rampardos,Mantine,Sigilyph,Nidoqueen,Cinccino,Doublade,Gallade-Mega,Swadloon,Scolipede,Hoopa-Unbound,Meloetta,Slowbro,Serperior,Qwilfish,Celebi,Arcanine,Omastar,Pyukumuku,Victini,Cofagrigus,Venusaur,Diancie,Magnezone,Volcanion,Beedrill-Mega,Latios,Tapu Bulu,Incineroar,Swirlix,Araquanid,Sharpedo-Mega,Slowbro-Mega,Golem-Alola,Tauros,Klefki,Togekiss,Gyarados-Mega,Raikou,Salamence,Buzzwole,Haxorus,Absol-Mega,Glalie-Mega,Leafeon,Ferroseed,Porygon2,Crawdaunt,Steelix-Mega,Guzzlord,Mamoswine,Goodra,Marowak-Alola-Totem,Rotom-Heat,Mew,Celesteela,Hippowdon,Kyurem-Black,Blissey,Araquanid-Totem,Politoed,Sceptile-Mega,Ampharos-Mega,Kabutops,Greninja,Garchomp-Mega,Exploud,Pinsir-Mega,Decidueye,Sawsbuck,Charizard-Mega-X,Charizard-Mega-Y,Amoonguss,Jolteon,Seismitoad,Tornadus,Linoone,Lanturn,Blacephalon,Rotom-Wash,Scizor-Mega,Pelipper,Avalugg,Talonflame,Honchkrow,Lycanroc,Vivillon,Articuno,Zygarde,Alakazam,Dragalge,Delibird,Heracross,Feraligatr,Tyrantrum,Rhyperior,Palossand,Togedemaru,Pangoro,Quagsire,Florges,Ninetales,Carbink,Dragonite,Donphan,Gyarados,Bewear,Vaporeon,Chandelure,Staraptor,Camerupt-Mega,Reuniclus,Ribombee,Heatran,Druddigon,Sceptile,Moltres,Terrakion,Magearna,Gardevoir,Houndoom-Mega,Medicham-Mega,Conkeldurr,Breloom,Slowking,Drampa,Stunfisk,Alomomola,Rotom-Mow,Exeggutor,Audino,Hawlucha,Sandslash-Alola,Cloyster,Blastoise,Roserade,Braviary,Torkoal,Venomoth,Excadrill,Slaking,Smeargle,Whimsicott,Sharpedo,Cradily,Banette-Mega,Tentacruel,Bibarel,Kingler,Lickilicky,Greninja-Ash,Gengar,Thundurus,Aerodactyl-Mega,Chesnaught,Tapu Fini,Shaymin,Gigalith,Abomasnow-Mega,Necrozma,Dodrio,Electivire,Suicune,Victreebel,Scizor,Metagross,Nidoking,Zapdos,Klinklang,Swampert-Mega,Tapu Lele,Gastrodon,Tapu Koko,Thundurus-Therian,Weavile,Shedinja,Tornadus-Therian,Primarina,Keldeo,Tyranitar,Noivern,Registeel,Empoleon,Xatu,Nihilego,Heracross-Mega,Clamperl,Electabuzz,Froslass,Sylveon,Azelf,Trevenant,Pikachu,Zoroark,Accelgor,Shuckle,Umbreon,Diancie-Mega,Galvantula,Abomasnow,Mimikyu-Totem,Clefable,Minior,Jellicent,Mudsdale,Toxapex,Mienshao,Ninetales-Alola,Ludicolo,Latios-Mega,Crabominable,Flygon,Starmie,Entei,Tangrowth,Lycanroc-Dusk,Pidgeot-Mega,Magneton,Espeon,Vikavolt,Lopunny-Mega,Kartana,Silvally,Azumarill,Vileplume,Jirachi,Dusclops,Hydreigon,Hoopa,Golisopod,Sableye-Mega,Manaphy,Tsareena,Skarmory,Yanmega,Crobat,Heliolisk,Kommo-o-Totem,Kingdra
Duosion,-1.33453e-05,0.0,-3.0504e-06,0.0,0.0,-6.8164e-06,-9.3996e-06,0.0,3.1906e-06,0.0,0.0,0.0,-1.04232e-05,0.0,1.5358e-06,-8.45e-07,0.0,0.0,0.0,-0.0003554357,-2.1594e-06,0.0,-0.000171178,0.000121646,-0.0002970429,-2.4651e-05,0.0048011288,0.0,0.0,0.0,-8.3266e-06,0.0,-0.0007725671,0.0,0.0,0.0049069129,0.0001815098,-7.123e-06,0.0,0.0,0.0,0.0,-0.000936675,-3.6962e-06,0.0,0.0,0.0,0.0,-9.1913e-06,0.0,-0.0002648684,0.0,0.0,-0.0001210802,0.0,0.0,0.0,-0.0035846558,-7.689e-07,0.0,-8.721e-07,0.0,-4.6248e-06,0.0,-0.0003135262,0.0,-7.66777e-05,-2.2978e-06,0.0,1.97764e-05,0.0,0.0,0.0004163612,0.0,0.0,-1.55366e-05,0.0,0.0,-4.12159e-05,-0.000109032,0.0,0.0,0.0,0.0,0.0,0.004737435,-4.3794e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.05796e-05,0.0,0.0,0.0,0.0048415633,0.0,0.0,0.0,0.0,-1.4197e-06,0.0004002122,0.0,0.0,-1.3112e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5935e-06,-1.89125e-05,-3.8755e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.7276e-06,0.0,-9.50183e-05,0.0,0.0,0.0,-2.3278e-05,0.0,0.0,-0.0005051694,-0.0001779768,0.0,0.0,-1.63602e-05,0.0,0.0,0.0,0.0,-8.85e-06,0.0,0.0003359334,0.0,0.0,0.0,0.0,-1.008e-06,0.0,0.0,0.0,0.0,0.0,-5.3464e-06,0.0,0.0,-0.0001437315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86992e-05,0.0,-0.0010598504,-2.89292e-05,-3.6843e-06,0.0,0.0,0.0,0.0,0.0,0.0,-2.17166e-05,0.0,-1.7262e-05,-5.6174e-06,0.0,-9.7503e-05,0.0,0.0,0.0,0.0,0.0,-8.4328e-06,0.0,-3.9228e-06,0.0,0.0,0.0,-0.0005338482,0.0,0.0,-5.5091e-06,0.0,-9.96e-07,-6.3815e-06,0.0,0.0,0.0,-8.082e-07,-0.0012216436,-0.0001070621,0.0,0.0,0.0,0.0,-1.1102e-06,1.1383e-06,-1.50249e-05,0.0,0.0,0.0,0.0,0.0,-7.22522e-05,-1.3267e-05,0.0,-0.0007313574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.13623e-05,0.0,0.0,0.0,-0.0004950979,-1.1387e-06,-1.3194e-06,0.0,-4.31223e-05,-3.57899e-05,0.0,0.0,-7.09e-07,0.0,0.0,0.0,-1.1776e-06,-1.2281e-06,0.0,0.0,-7.56178e-05,0.0,-0.0002805195,0.0,0.0,0.0,-0.0004982867,0.0,0.0,0.0,-0.0013277009,-1.2646e-06,0.0,-2.9029e-06,0.0,0.0,-8.772e-07,0.0,0.0,-0.0005973286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1353e-06,0.0,-9.758e-07,-0.0002390772,-3.252e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8011e-06,0.0,0.0,0.0,0.0
Swellow,0.1515928167,-0.051332984,-0.0060804974,-0.0343926805,-0.2777521057,-0.0124346035,-0.0172250951,0.0078253685,-0.0045859884,0.0126198623,-0.0069748099,-0.0045611711,0.1805082436,-0.1041703407,0.0,0.0038511233,-0.0080990098,0.0101264482,-0.0042434027,3.4389397583,-0.0040928716,0.0051831781,-0.3382474557,-0.3154123289,-0.5222065029,0.0076718726,-0.098251104,0.4696835676,0.0458799901,3.5320997379,-0.0154424938,-0.0064864784,-2.0998043862,0.1268885524,0.1359093198,-0.0067163862,-0.0244043791,-0.0023432675,-0.3302078515,0.0137777683,0.3319698536,-0.580808054,-1.7781208463,0.0075473451,0.0175643756,-0.0035841752,-0.1697680681,0.0051060887,-0.0154226903,0.027130435,-0.4617424039,-0.0093257968,-0.1198251019,-0.2131732313,-0.0026224583,-0.0080239349,-0.0776168919,2.4391730389,-0.0013510323,-0.482382981,-0.0017383095,-0.0300545059,-0.0055376045,-0.0010533285,-0.4702688823,0.0002816246,-0.1372266497,-0.0020939865,-0.2982537822,0.0045155665,0.0024999567,-0.0016231701,-0.0022068955,0.7084528047,-0.004214721,-0.0256422728,-0.2584576379,0.0459188672,-0.0723416694,-0.1799626495,0.0,-0.028749174,0.0002934795,-0.087484297,-0.0542943186,0.1365420583,-0.0057503903,-0.0089610432,-0.0029550401,-0.6547182318,1.8125780271,0.039218851,-0.3798913454,-1.228222559,-0.0044230139,-0.0056638407,0.0645706846,-0.0443696036,-0.15767528,0.0012875442,0.0221598164,-0.0246494618,0.0365994185,-0.2877991189,-0.0112331373,0.3221685228,0.009977763,0.0825494078,0.2164861043,-0.0109581017,-0.0058293719,-0.0025616145,0.0017352576,-0.1368203679,0.0207937048,-0.0026110614,-0.0926451386,0.0007848472,-0.0047744248,0.264676345,-0.6031737983,1.2163569377,-0.2314054876,1.0933369107,-0.0837205603,-0.0095501897,0.0491037027,0.0064385326,0.1021113725,-0.0110094341,-1.0945306228,-0.0065861848,0.0474039098,-0.2506904289,-0.0040285188,0.0010727719,-0.4779677805,-0.1476017255,-0.4121223747,0.0691084595,-0.1545823303,0.0,0.0058898281,-0.0004186504,5.2913678304,-0.2790544936,-1.0014640911,-0.4858106279,-0.0326113081,-0.0129675395,0.0102858009,-0.0006046375,-0.0022463158,-0.017636685,-1.184522875,-0.0053551118,0.0126644165,-0.0035829625,-0.005418924,-0.010560079,0.022213688,-0.0083147475,0.0045200785,-0.0027830254,0.200174297,-0.5045099333,-0.0106540275,-0.0062521508,-0.018653776,-0.2549547913,-0.0184794026,-0.053437841,0.0257323258,-0.0071811856,-0.0060171559,0.2161016348,-0.0787286736,-0.0964495851,-0.1420173033,-2.0655826111,-0.0576632525,-0.0036224181,-0.0194063376,-0.1036299384,-1.3083112628,0.0119513752,-0.0287506375,-0.8280313805,-0.0390625117,-0.0374049572,-0.0340473287,-0.0082346872,-0.0096056766,-0.1917964305,-0.0018722739,-0.0015204536,-0.0024633338,-1.2163741875,-0.002116352,0.1132543554,-0.0001934454,-0.0078142563,0.0004249351,-0.0046655588,-0.0015844354,0.0295882379,-0.0132308933,0.6399164493,0.014623024,-0.0012168517,-0.0018989538,0.0104739771,-0.0277405463,-0.0039297415,0.0037918707,-0.0016117176,-2.2082877521,-0.0477632452,-0.0488822056,-0.0842897528,-0.0196933566,-0.401101509,0.0019769854,-0.0019054395,-0.0293927691,0.0118855074,-0.0030430948,-0.0014131443,-0.2033760484,-0.0165379612,-0.0158688739,0.0025907301,-0.0535405253,-1.347160738,-0.0013428229,-0.4112701935,4.1504132991,-0.0183429388,-2.1482021282,0.4379493355,-0.3326141557,-0.1403467352,-0.4640023907,0.0044566512,-0.9115677936,-0.7863712172,0.0128801353,0.0796746414,-0.0129116809,-0.0859569253,-0.0655820736,0.8969683554,0.0,-0.0014132896,-0.0014836648,0.0381953431,0.2880048175,-0.0022583397,0.0013495524,-0.008435103,-0.0304651794,-0.1370625662,-0.0038696026,1.4970692598,0.1042631056,-0.00597406,-0.0517182806,-1.4155866632,0.0132448114,0.0101515553,0.2126323537,-2.340291103,-0.0019699065,-0.1812602054,-0.0039818416,-0.4465252927,-0.0081936944,0.0478688749,-0.041011759,-0.011856511,-0.8456639162,0.3493385069,0.0732082428,0.0021065366,-0.0012791591,0.0014006615,-0.3708086334,-2.7012185884,-0.0022630144,0.3604475806,0.0002225416,-0.2887580989,-0.0057312939,-0.1439123694,-0.0043786403,-0.0304746083,-0.9987967883,0.0249072387,0.0358241261,-1.4143263989,-0.0035902258,-0.0062798704,-0.0005861492,-0.0038686472,-0.2500774074
Eevee,-0.0005044539,-0.0009771652,0.0,-0.0006433173,-0.0068408821,-0.000259032,-0.0003538685,-0.0002288609,-8.75299e-05,0.0,0.0,0.0,0.0012263279,-0.0019858883,-0.0001504098,-3.2111e-05,-0.0001909435,-9.21211e-05,0.0,-0.0127620129,-8.20572e-05,-6.46683e-05,-0.0065047533,-0.0079008442,-0.0112003601,-0.0009117892,0.012228527,-0.0018723723,0.0,-0.0101654363,-0.0003161408,-0.0001239152,-0.0442982041,-0.0012706336,-0.0081166276,-0.0001593432,-0.0004663279,-0.00027072,-0.0074464822,-0.0001608277,0.0035322043,0.0478607948,-0.0355936043,-0.0001207593,-9.32811e-05,0.0,-0.003984855,-3.83907e-05,-0.0003492682,-9.35427e-05,0.008086142,-0.0001783202,-0.0044608572,0.0118044295,0.0598563761,-0.0001533152,-0.0015101255,-0.0154753999,-2.91616e-05,-0.0102137494,0.0,-0.0005729496,-0.0001363762,-0.0001921767,-0.0118932019,1.26199e-05,0.0,0.0,-0.0060731908,-3.39608e-05,0.0010497618,-5.0536e-05,0.0006136131,-0.0011567544,-8.03475e-05,-0.0005468007,-0.0049255482,-6.85084e-05,-0.0015521666,-0.0041411863,0.0,-0.0005480612,-0.0004687521,-0.0016708056,-0.0010507266,-0.0066026959,-0.0001664179,-0.0001908157,-5.63367e-05,-0.0169622311,-0.0020120949,0.0002705491,0.0485535303,-0.0225067001,-0.0001013808,-0.0001079729,0.0013771874,0.0001966192,-0.0031335627,-6.57201e-05,-4.88532e-05,-0.0007627564,-0.0004020232,0.0219488228,0.0,-0.0008790942,-0.0026262458,-0.0001354685,-0.0002066792,0.0,0.0002151305,0.0,0.0164055916,-0.0030427233,-0.0002188124,-4.93887e-05,-0.0017651724,-0.0002983302,0.0012237626,-0.0001401095,-0.0132454337,-0.0162107758,-0.0052740854,-0.0160916178,-0.0015030565,-0.0001820605,-0.0003260895,-0.0007186012,-0.0001472147,0.0,-0.0205927638,-0.000346242,-3.31228e-05,-0.0179593235,-8.48963e-05,-6.2254e-05,0.0491207609,-0.0034946593,-0.0080344282,0.0005618648,0.0,-0.0008845626,-3.58289e-05,-2.85007e-05,-0.0151476587,-0.006347463,-0.0256021049,-0.0094403624,-0.0006086828,-0.0018639366,-5.45004e-05,-8.65001e-05,-4.28402e-05,-0.0003275048,-0.032202314,-0.0003558955,-5.13478e-05,-6.8304e-05,0.0010954602,-0.0004244508,-3.83051e-05,-0.0001906945,0.0,0.0607272843,0.0,-0.0110639171,-0.000203164,-0.0001097848,-0.0003572937,-0.005457078,0.0,-0.0027403743,-6.52892e-05,0.0604986657,0.0014919152,-0.0004792211,0.0148949075,-0.0018747778,-0.0029152047,-0.0399883236,-0.001099309,-0.0001380595,-0.0003699536,0.0,-0.070221293,-3.7936e-05,-0.0006238455,-0.0140399279,-0.0007957377,-0.0011916319,0.0,-0.0002130355,0.0,-0.0037051144,-3.56922e-05,-2.89852e-05,0.0029975936,0.0343856771,-0.0001211589,-0.0003034772,-3.00134e-05,-0.0001456738,-2.80503e-05,0.0,-2.49981e-05,-0.0202650077,-0.0007066673,-0.0005678679,-0.0002026349,0.0,0.0013710098,-0.0002425097,0.0007150395,-7.49833e-05,-2.72233e-05,-3.07251e-05,-0.0425370143,-0.0037337487,-0.0026813227,-0.0016489261,-0.0003279699,-0.0097109355,-4.54634e-05,-4.1096e-05,-0.0005709467,-0.0008758471,-0.0001019694,-2.83787e-05,-0.0042295831,-0.0003152722,-0.0027285285,-0.0004990316,0.0003500178,-0.0277915799,-2.60158e-05,-0.0092473144,0.050219131,-0.0043116439,-0.0573654032,-0.0021003115,-0.0064530737,-0.0030901793,-0.0093624872,-0.0002755345,0.0358561131,-0.0188137203,2.1572e-06,0.0,-0.0002014605,-0.0016386493,0.0,-0.0021309611,-0.0002024071,0.0,-6.56381e-05,9.08796e-05,-0.0007921329,0.0,7.70077e-05,-0.0001607954,-0.0006024199,-0.00287343,0.0002588083,-0.0106578784,-0.0002642838,-0.0001138999,-0.0011289196,0.0288572059,-9.16042e-05,0.0,-3.17713e-05,-0.0504227536,-4.80556e-05,-0.0035316147,-0.0001103094,-0.0087815734,0.0,-3.28375e-05,-0.0009479054,-0.000229215,0.0119662647,0.0009016239,-0.0001334117,0.0,0.0001558972,-5.46862e-05,-0.0180711741,-0.0258204432,-4.31418e-05,-0.0042836381,-3.70807e-05,-0.0090636381,-0.0001296989,-0.0029180232,0.0,-0.0006386578,-0.0216169826,-0.0057271818,0.0,-0.0312845424,-6.8442e-05,-0.0001971838,-2.87522e-05,-7.37501e-05,-0.0048205546
Torracat,-4.4484e-06,-8.6137e-06,0.0,-5.7519e-06,0.0,-2.2722e-06,-3.1326e-06,0.0,0.0,0.0,-1.1666e-06,-6.822e-07,-3.4487e-06,0.0,0.0,-2.817e-07,0.0,-8.081e-07,0.0,-0.0001184785,-7.19e-07,-4.758e-07,-5.70593e-05,-6.93616e-05,-9.90143e-05,0.0,0.0,-1.6683e-05,0.0,5.9399e-06,-2.7755e-06,0.0,-0.0003977348,-1.11459e-05,0.0,-1.3977e-06,-3.9133e-06,0.0,0.0006234194,-1.4166e-06,-7.0081e-06,-0.0001109047,-0.0003122244,0.0,-8.183e-07,0.0,-3.4957e-05,3.2352e-06,-3.0638e-06,-1.634e-06,0.0,0.0,4.968e-05,-4.03601e-05,-4.0605e-06,0.0,0.0,-0.0009235097,-2.563e-07,-0.0001036909,0.0,0.0,-1.5416e-06,-1.6911e-06,-0.0001045087,0.0,0.0,0.0,-5.32736e-05,0.0,-2.3528e-06,0.0,0.0,-1.01501e-05,0.0,-5.1786e-06,-4.32205e-05,-6.01e-07,-1.37386e-05,-3.6344e-05,0.0,0.0,0.0,0.0,-9.2161e-06,-5.78193e-05,0.0,-1.7312e-06,0.0,-0.0001487957,0.0,-1.18548e-05,-0.0001024139,-0.0002300569,-8.898e-07,0.0,-2.05438e-05,-9.8365e-06,0.0,-6.603e-07,-4.285e-07,0.0,-3.5265e-06,0.0,-1.7988e-06,-7.7288e-06,0.0,0.0,-1.8351e-06,-1.8374e-06,-1.0529e-06,0.0,0.0,-2.67379e-05,0.0,-4.371e-07,0.0,-2.6174e-06,-8.259e-07,0.0,-0.0001162784,-0.0001421994,-4.62639e-05,0.0,0.0,-1.597e-06,0.0,-6.2045e-06,-1.2918e-06,0.0,0.0013270171,0.0,0.0,0.0002824859,-9.147e-07,-5.759e-07,-9.46498e-05,-3.16727e-05,0.0,0.0,-2.58505e-05,0.0,0.0,1.2291e-06,-0.0001683847,0.0,-0.0002272806,0.0,0.0,-1.68712e-05,-4.781e-07,-9.063e-07,0.0,-2.95e-06,-0.0002833688,-4.8226e-06,0.0,0.0,-9.067e-07,0.0,0.0,0.0,-6.104e-07,0.0,0.0,0.0,0.0,-1.0862e-06,0.0,-4.79004e-05,0.0,-2.40943e-05,-5.727e-07,-2.5903e-06,-1.1411e-06,-4.2037e-06,0.0,0.0,-2.55464e-05,0.0,0.0,0.0,0.0,0.0,0.001872537,0.0,0.0,0.0,-7.2386e-06,0.0,0.0,-1.8716e-06,0.0,0.0,0.0,0.0,0.0,-0.0002230897,-1.0638e-06,0.0,-2.665e-07,-1.3076e-06,-2.461e-07,0.0,0.0,0.0,0.0,0.0020457052,0.0,-4.543e-07,0.0,8.28907e-05,-4.6651e-06,-6.577e-07,0.0,-2.695e-07,3.46284e-05,-3.56874e-05,0.0,0.0,0.0,-8.52753e-05,0.0,0.0,-5.0083e-06,0.0,0.0,0.0,-3.7024e-05,0.0,0.0,-4.4223e-06,-8.7123e-06,0.0,0.0,-8.11172e-05,-0.0003700049,-3.78214e-05,0.0019670457,-1.84238e-05,-5.6606e-05,-2.71208e-05,0.0,-1.9509e-06,-0.0001919363,0.0,0.0001774675,0.0,-2.6085e-06,0.0,-1.193e-05,-1.87353e-05,0.0,0.0,0.0,-1.3321e-06,-4.6578e-06,-3.925e-07,-7.324e-07,9.37041e-05,0.0,-2.52059e-05,-1.5379e-06,0.0,0.0020460774,0.0,-9.9203e-06,-0.0002828908,0.0,-8.244e-07,-2.53e-07,-0.0004425669,-4.215e-07,-3.18293e-05,0.0,-7.70313e-05,0.0,-2.924e-07,7.43696e-05,-2.0107e-06,0.0,6.8209e-05,3.095e-07,0.0,-1.5142e-06,-5.628e-07,-0.0001611374,-0.000531437,0.0,0.0,0.0,0.0,-6.528e-07,0.0,1.5445e-06,-5.6023e-06,-0.0001901258,0.0,-1.5248e-06,-0.0002761265,0.0,0.0,0.0,0.0,-4.22856e-05
Pikachu-Sinnoh,-8.8969e-06,0.0,0.0,0.0,0.0,-4.5444e-06,-6.2209e-06,0.0,0.0,0.0,0.0,0.0,-5.9692e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002369568,2.31877e-05,0.0,0.0,0.0,-0.0001979331,-1.56541e-05,0.0,0.0,0.0,-0.0001783599,0.0,0.0,-0.0007954696,0.0,0.0,-2.7839e-06,0.0,0.0,-0.0001361477,0.0,-1.40161e-05,0.0,0.0,0.0,-1.6365e-06,-1.2108e-06,0.0,0.0,0.0,0.0,0.0,0.0,-9.08796e-05,0.0,-8.0255e-06,0.0,0.0,-0.0023897706,4.67e-07,-0.000207392,0.0,0.0,-3.0832e-06,0.0,-0.0002090174,0.0,-5.1073e-05,-1.5319e-06,-0.0001065472,0.0,0.0,0.0,0.0,-2.03031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000115838,0.0,-2.486e-06,0.0,-7.08062e-05,0.0,0.0,0.0,0.0,-1.0005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002230877,0.0,0.0,0.0,0.0,0.0002990909,-3.6748e-06,-2.1058e-06,-9.465e-07,0.0,0.0001733094,0.0,0.0,0.0,0.0,-1.6413e-06,0.0,-0.0002325568,0.0,0.0,0.0,0.0,0.0,0.0,-1.26083e-05,0.0,0.0,-0.000397887,-6.694e-06,0.0,0.0,-1.8295e-06,0.0,3.74655e-05,-6.2366e-05,0.0,0.0,-5.17009e-05,0.0,0.0,0.0,0.0,-0.0001186057,0.0,-0.0001656294,0.0,0.0,0.0,-1.8125e-06,0.0,0.0,0.0,-9.6451e-06,0.0,0.0,0.0,-7.6747e-06,0.0,0.0,0.0,0.0,0.0,0.0036923614,0.0,0.0,0.0,0.0,-6.8922e-06,0.0,0.0,0.0,0.0,-8.3119e-06,0.0,0.0,0.0,0.0,0.0,-2.4562e-06,1.81368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0728e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004461791,-2.1159e-06,-5.6218e-06,4.465e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.806e-07,0.0,-0.0008144291,0.0001554109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.524e-07,-7.42101e-05,0.0,0.0001793971,0.0,-1.96042e-05,-0.0004875716,0.0,0.0,-0.0004372486,0.0,-0.0007406009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.591e-07,0.0,0.0,0.0,0.0,-3.74706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17955e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005657919,0.0,0.0,0.0,0.0,0.0,-6.3647e-05,0.0,-0.0001540627,0.0,0.0,0.0,-4.0213e-06,-0.0003982191,-2.90583e-05,0.0,0.0,0.0,0.0,0.0,-0.0007601134,0.0,0.0,0.0,0.0,0.0,-5.11934e-05,0.0,0.0,-0.0003802515,0.0,0.0,-0.000552253,0.0,0.0,0.0,0.0,-8.45711e-05
