,Iron Leaves,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Slaking,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Vaporeon,Dunsparce,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Flareon,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Tauros-Paldea-Blaze,Iron Treads,Hattrem,Rotom-Frost,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Naclstack,Dugtrio,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Salazzle,Abomasnow,Roaring Moon,Luxray,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Raichu,5.1702e-06,8.36482e-05,0.0002266909,0.0045174128,0.0,1e-09,0.0017143046,0.0,0.0,0.0,0.000294285,7.69652e-05,1.7977e-06,0.0014929584,3.02902e-05,2.6683e-06,1.0425e-06,0.0252972404,9.31e-08,2e-10,0.0,1.219e-07,0.0,0.0002059885,2.1373e-06,1e-10,0.0,0.0,0.0002529631,0.0002866875,0.0,0.0008070244,0.0001184826,8.2909e-06,0.0038262191,0.0,0.0012691039,0.000213389,0.0001205185,2.9e-09,0.0252972425,0.0,0.0,2.21853e-05,0.0014978893,8.3183e-06,0.0,7.81879e-05,6.2181e-05,3.9992e-06,0.0,0.0015007618,0.0,0.0012691039,0.0,1.85e-08,2.94391e-05,0.0,8e-10,2e-10,0.0,2.1355e-06,2.22821e-05,7.81879e-05,0.0001662424,7.81879e-05,0.0,4.79983e-05,0.0130060936,0.0,1.4092e-06,0.0,0.0013040156,3.66301e-05,1e-10,0.0,0.0,3.21977e-05,0.0001029752,9.2358e-06,8.5e-09,0.0002851096,0.0147573814,0.000101939,0.0,0.0090667915,0.0,0.0,0.025348863,3.47633e-05,5.20092e-05,0.0038784234,1.7977e-06,0.0045131326,7.1428e-05,1e-10,0.0,2.45549e-05,0.0,7.4851e-05,0.0,0.0,0.0001147334,0.0,0.0,0.0,0.0,0.0,2.0644e-06,0.0,6.46113e-05,0.0,7.81879e-05,0.0,2.1263e-06,5.23498e-05,9.1e-09,0.0,6.46113e-05,0.0,0.0,4.349e-07,6.1e-08,0.000755567,0.0010601996,0.0037877428,7e-10,8.3525e-06,3.85e-08,1.4547e-06,9.07076e-05,0.0261692793,9.07e-08,0.0,6.49e-08,7.96791e-05,0.0,0.0,0.0,0.0,9.07e-08,0.0,0.0262822669,0.0001184632,0.0,0.0,0.0014929547,7.0512e-06,5.048e-07,0.0090798113,1.0425e-06,3.65e-08,0.0001374525,0.008853779,0.0045132545,0.0,0.0017426097,0.0,0.0,5.14685e-05
Cryogonal,0.0005308415,0.0047604742,0.0247624323,0.0014171978,0.0003563819,0.0011345185,0.0884788409,0.0,4.458e-07,0.0,0.0146140787,0.0012473776,2.1723e-05,3.52116e-05,0.076978184,0.0,1.10453e-05,0.0782425714,0.0003102694,0.0001082162,0.0001988643,1e-10,1.167e-07,2e-10,7.88585e-05,0.0,1e-10,0.0009237329,0.0,0.0,0.0,0.0007282104,0.0076696323,2.22375e-05,0.0150319325,1.11967e-05,4.497e-07,0.0217746569,6.47131e-05,0.0,0.0003698003,6.24264e-05,1.5e-09,0.0004930022,0.0003096624,0.0001378492,2.18861e-05,2.05237e-05,0.0038071888,0.0011366904,0.0003102693,0.0022519041,0.0,0.0769543182,0.0,0.0,0.0005103184,0.0003102692,0.0,6.262e-07,0.0003251112,0.1504472838,0.0056244166,4.148e-07,0.0062775022,0.0,0.0,0.0309197989,9.0923e-06,0.0009076659,1.08617e-05,0.0,0.0,0.0027975766,4.148e-07,0.0,3.65e-08,0.0899791258,2.11787e-05,0.0011212559,2.68973e-05,0.0591439414,0.0103769401,5.86e-08,0.0,0.0065336748,3.02825e-05,2.91e-08,0.0193286855,0.0061455387,2.22375e-05,0.1640719976,0.0033621407,4.49e-08,0.0,3e-10,0.0,0.0589329472,8.2512e-06,2e-10,0.0,2.14315e-05,0.0014709766,0.0,3.907e-06,2.11787e-05,0.0,1.7866e-06,0.1104928293,1.12435e-05,0.0002689142,0.000110863,0.0,0.000309633,9.42814e-05,7.768e-06,0.0,2e-10,2.1432e-05,1.36e-07,0.0002005367,0.0002774434,0.0009016733,0.0041102835,0.0003471906,0.0344366157,0.0002133641,2.14316e-05,0.0038518496,0.0,0.0062535604,0.0057001811,0.1504472842,0.0012095927,0.2109100908,0.0,1e-10,0.000309633,0.0,0.0,0.0114581325,0.0009880014,0.1948175906,0.0019064966,0.0012801207,0.0,1.946e-07,4.19581e-05,2.72421e-05,0.0177739102,0.0,3.53e-08,0.0589838836,0.005785804,9.6e-09,0.000272412,0.0110051543,3.3417e-06,1.1299e-06,1.10453e-05
Bronzong,0.0012833729,4.2419e-06,0.1027379627,0.0009471862,1.4037e-06,0.0110709613,0.0002049037,3.887e-07,0.0,6.28939e-05,0.0853865464,0.0002014297,0.0010826766,0.0181694831,2.19909e-05,2.18614e-05,1.3078e-06,0.086674959,1.29055e-05,6.053e-07,3.078e-07,0.0,0.0018068136,1.4896e-06,2.552e-07,7.64e-08,0.0,2e-10,9.64e-08,0.0018068252,0.0,0.0920855777,5.367e-07,2e-10,0.3919762673,0.1571142155,0.0172705865,0.0402260649,7.0505e-06,3.6454e-06,0.0010210176,0.0221714511,2.4543e-06,5.03363e-05,9.49e-08,0.0125929327,0.0,2.532e-07,0.018789241,0.0791256021,0.0012793128,0.0128184126,0.0061987788,0.015028412,7.5447e-06,0.0,0.0049792758,1.7378e-06,0.0,1.841e-07,6.845e-07,2.253e-06,0.0146751184,4.241e-07,0.0020924285,3.06e-08,2.7e-09,0.0128295794,2.13216e-05,0.0006468019,0.0009998292,0.0,1.5e-09,0.0133376172,0.0002777585,4.68e-08,1.426e-07,0.0017746256,9.3e-09,6.32089e-05,1.04839e-05,0.0047162078,0.0727023578,7e-09,0.0,5.61651e-05,0.0,1.06931e-05,0.0017580654,4.4149e-06,0.0061544058,0.00168797,0.3757685803,0.0150160244,0.0,0.0,9e-10,0.0404991887,4.2834e-06,0.0171529702,0.0,0.0135054289,3.6445e-06,0.0,0.0,0.0232345191,0.0,1.11632e-05,0.0304793332,2.33e-08,0.0,0.0,0.0,6.67155e-05,0.3998974889,0.0004093019,3.22e-08,1.077e-07,0.0,8.3e-09,5e-10,2.806e-06,0.0003934913,0.377063923,0.0128537512,0.0321996965,0.0044808542,1.03662e-05,1.4645e-06,1.75467e-05,0.0,0.0353051154,1.122e-07,3.46436e-05,0.0973325482,4.8296e-06,7.11e-08,0.0,4.458e-07,8.5056e-06,0.388789232,3.75e-08,0.109426722,0.0,7e-10,0.0,2.4543e-06,0.0,2.5e-08,0.0002194161,0.0,0.0015847852,0.0358778784,0.001353468,6.28861e-05,2.9907e-06,0.0002018,0.0067024828,6.939e-07,9.14476e-05
Noivern,0.0182343558,0.0027575439,0.4564182267,0.1089231651,0.0044975352,0.0035001052,0.2612444149,4.929e-07,0.0128184126,0.0165024244,0.4008091407,0.0002005098,0.005059271,0.0204774991,0.0064903355,0.0117499335,0.0010907826,0.120222328,0.0050324413,0.0129283301,7.89874e-05,0.0,8.571e-07,0.0009592646,0.0004703968,0.0427187701,0.0174643185,0.0,1.5703e-06,0.0002100972,0.0,0.0288556167,0.0103294033,4.434e-06,0.2724990977,0.00192295,0.0074520429,0.016166963,0.0004623386,0.0117596673,0.1986472394,4.27525e-05,8.6048e-06,0.0009483436,7.8211e-06,0.0156844903,5.779e-07,1.4e-09,0.0461475572,0.0172480587,0.0164414266,0.0,0.0220668855,0.0003517046,0.0017437753,0.0176338855,0.0269771667,0.0006242473,5.978e-07,0.0338991246,4.41e-08,0.007432281,0.007491609,0.0,0.0003258785,0.0040357961,0.0,0.0095083305,0.2316171007,4.141e-07,0.0077762889,0.0,4.2167e-06,0.1501006719,0.0,0.0005461803,0.0097449563,0.0172543645,0.0059396577,0.0032306801,0.0395021205,0.0261374409,0.0089406224,0.0016041435,8.03e-08,0.005139385,9.343e-07,7.894e-07,0.0176389993,0.039506642,0.0017795352,0.0212032357,0.2197028836,0.0164756753,3.25156e-05,0.0005440686,0.0001058004,0.0021456721,5.0701e-06,0.0013953564,8.09e-08,0.0307883752,0.009841115,0.0,0.0,1.51905e-05,0.0,6.3833e-05,0.0595803742,9.1e-09,0.008894876,0.0,0.0,0.000738578,0.1311953143,0.1682364406,4e-09,0.0091714327,0.2176623212,5.083e-06,1.11168e-05,0.0571391862,0.0001091805,0.1455570653,0.1233486651,0.0167573063,0.0409390799,0.0359278288,0.0194154379,4.675e-07,0.0006324637,0.1687645979,0.0001095739,0.0,0.0179425536,2.1564e-06,5.7518e-06,1.777e-07,0.0022519041,1.06e-08,0.1563452735,0.0091882134,0.0883890201,0.0190662967,0.0012641271,0.0,0.0351734745,0.0122422359,0.0727293091,0.1272557317,0.0006135187,0.0020472465,0.071684807,0.0255604487,1.8181e-05,0.0007984804,0.0169626114,0.0018939915,0.0004187895,3.54153e-05
Tropius,1.115e-07,0.020993554,0.0015123918,0.089578259,2.70354e-05,1.3e-09,0.0425275531,1.0096e-06,0.0,3.63072e-05,0.0001125694,0.0,7.2929e-05,0.0770312899,3.71e-05,2.5541e-06,0.0006097249,0.0334033096,0.0,1.3262e-06,1.99e-08,5.8e-09,2e-10,5.83947e-05,0.0,6.15432e-05,0.0,3.3e-09,2.26838e-05,3.7015e-06,0.0,0.0393486902,1.24e-08,0.0,0.0225885248,9.62e-08,2.26838e-05,0.0006367254,0.0,0.0003655356,0.0011697202,3.5798e-06,0.0,2.325e-07,6.16704e-05,1.1618e-06,0.0011602892,0.0,0.0739281829,2.76046e-05,0.0,3.829e-07,6.24673e-05,0.0,0.0010104831,0.0,1.178e-07,2.673e-07,4.792e-07,5.6253e-06,0.000589538,0.0,2.90325e-05,6e-09,5.84058e-05,0.000563597,0.0,0.1025036434,0.0008186903,0.0,0.0005894789,2.926e-07,0.0,0.0006124837,0.0,0.0,0.0,0.0001567263,9.248e-07,9.95206e-05,3.58e-08,0.001615423,0.0045132476,3.3e-09,3e-10,0.0030466747,0.0,2.3e-08,0.0499236051,2.66639e-05,0.0,0.0013763118,3.49597e-05,0.0045133081,0.0,0.0,3.6183e-06,0.0074571791,0.0112774996,0.0095853495,0.0,1e-10,3.11649e-05,0.0,0.0,0.0005599257,0.0003655356,1.5561e-06,0.0070762909,0.0,0.0011602892,0.0,0.0,0.0,0.0,0.0209930873,3.3e-09,0.0,0.0,0.0,0.0,0.0,6.1e-08,2.93382e-05,0.0010670269,0.0107529506,0.0209936853,3.2169e-06,5.84107e-05,1.4547e-06,0.0055022669,0.0027691811,3.436e-07,0.0,0.0060636653,1.4547e-06,1.3e-09,0.0,0.0,2e-10,0.0011667587,0.0,0.1087705595,0.0,2.9599e-06,1.0096e-06,8.5717e-05,2.5021e-06,0.0014818571,0.0036526632,1.3e-09,0.0006179922,0.0005608705,0.0001021083,0.0045863051,9.307e-07,0.0011602981,0.0030693583,0.0,0.0
Dedenne,0.0,0.0,1.2485e-06,7.54032e-05,0.0,1.0546e-06,3.2808e-06,0.0,0.0,6.6e-08,5.5612e-05,0.0,4.823e-07,2e-10,0.0002044128,0.0,1.38525e-05,0.0043616064,0.0,0.0,7.4892e-06,1.04e-08,0.0,0.0,5.8396e-06,1.6473e-06,7.54e-08,0.0,3.2807e-06,0.0,0.0,0.0,0.0,0.0,0.0001361831,5.8396e-06,0.0,0.0,0.0,5.713e-07,0.0,0.0,1.5e-09,0.0,0.0,1.6473e-06,5.713e-07,0.0,0.0041893986,0.0,0.003053185,0.0,0.0,0.0,0.0,0.0,0.0001068796,0.0,0.0,5.2e-09,0.0,5.8396e-06,0.0,7.37468e-05,0.0073854909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042281413,0.0031866501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3025e-06,0.0,7.2469e-06,2.7141e-06,3.36437e-05,0.0,0.0,0.0,6.6056e-06,7.672e-07,0.0,0.0,0.0,0.0,5.713e-07,0.0,1.6473e-06,6.772e-07,0.0,2.3e-09,0.0,0.0,0.0,0.0079788415,0.0,0.0,0.0,0.0,7.2469e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90064e-05,0.0040147044,0.0001978063,0.0001068787,0.0,0.0,0.0,7.672e-07,0.0,0.003948506,0.0,0.0,0.0030531865,0.0,0.0,2.3e-09,1.5e-09,7.672e-07,5e-10,0.0,0.0079788633,0.0,1.43e-08,0.0,0.0,4.3046e-06,0.0002044119,7.04e-06,0.0,5.431e-07,3.9e-09,0.0,0.0,0.0,2e-10,0.0,0.0,0.0
Oricorio,7.1e-08,0.0166421026,1.97e-08,1.075e-07,0.0,4.837e-07,0.0001983964,0.0,0.0,0.0,0.0,0.0,4.823e-07,0.0013756389,0.0221396176,0.0,0.0,0.0,0.0,0.0,0.0,1.9284e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221388795,0.0,0.0001569629,0.0,0.0,0.0221795888,0.0,0.0,0.0001569275,0.0,0.0,0.0,0.0,1.5e-09,0.0,0.0,0.0,2.18e-08,0.0,7.428e-07,1.306e-07,1.161e-07,0.0,7.1e-08,0.0,0.0,0.0,0.0,9.26e-08,1.9284e-06,0.0,0.0,0.0,6.5e-09,0.0002803053,1.305e-07,0.0,0.0,1.075e-07,1.9297e-06,0.0,0.0,0.0,0.0,0.0221480387,0.0,9.0882e-06,0.0,1.18e-08,0.0,0.0,1.96e-08,0.0166421026,7.381e-07,0.0,1.108e-07,4.0616e-05,0.0,0.0,6.6e-09,0.0,0.0,1.96e-08,1.108e-07,4.7e-09,0.0,0.0,0.0,9.79e-08,0.0,1e-10,0.0,1.305e-07,0.0,0.0,0.0002803053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7e-09,0.0,0.0,0.0,0.0,1.9284e-06,2.18e-08,0.0039339253,0.0,9.0882e-06,0.0,1.22e-07,9.0882e-06,7.1e-08,0.0,0.0,0.0,1.305e-07,0.0,0.0,0.0001975422,0.0,0.0,0.0,1.5e-09,0.0,1.9284e-06,0.0,0.0001661082,0.0,0.0,0.0,1.49e-08,0.0221388795,0.0,1.96e-08,0.0,4.0616e-05,0.0,1.96e-08,0.0,0.0,1.305e-07,0.0,1.3e-09,0.0
Muk,5.685e-06,0.0172392659,0.0013692284,5.503e-07,1e-10,7.66831e-05,0.0417064813,0.0,1.93975e-05,0.0,1.424e-07,0.0,2.28314e-05,0.0013695627,4.54649e-05,1.0425e-06,0.017036289,0.0002223588,0.0001994062,3.8e-09,0.009153694,0.0,0.0,0.0,4.58e-07,0.0,0.0,8.08e-08,0.0,0.0022223761,0.0011254511,0.0171677616,1.72189e-05,0.0170360757,1.72268e-05,3.827e-07,1.1709e-06,0.0001384355,0.010288125,1.158e-07,0.0013692261,6.9016e-06,1e-08,0.0,1.926e-07,2.00109e-05,0.0,0.0,0.0001316923,1.90949e-05,0.0001995214,0.0020115136,0.0002040116,0.0001001684,8.29e-08,4.09262e-05,0.0002094587,0.0013168843,7.75e-08,1.2e-09,6.02e-08,0.0027762708,0.0001352688,0.0,0.0001380521,2.068e-07,1.39977e-05,4.1497e-06,1.39977e-05,0.0,0.0001002842,7.75e-08,1.65e-08,2.24684e-05,0.0,2.184e-07,4.093e-05,0.0002119416,0.0,1e-08,0.0,0.0019436957,1.72202e-05,7.9763e-06,1.32585e-05,0.0001521161,4e-10,1.185e-07,0.0003001384,3.827e-07,0.0,1.36417e-05,1.779e-07,0.0,0.0,0.0,0.0091534195,0.000107085,0.000131774,2.67801e-05,0.0,0.0001002725,0.0003732913,0.0,1.42317e-05,1e-10,0.0,0.0,8.90938e-05,1e-10,0.0002029776,0.0,8.5e-09,7.81e-08,0.0020375758,3.812e-07,3.3e-09,4.20971e-05,0.0,0.0,0.0001994062,0.0,0.0,3.1653e-06,0.000204369,0.0403532548,4.11356e-05,8.5e-09,0.0019924649,0.0017241903,0.000244938,0.0428037083,0.0169819364,0.0399783846,9.3e-09,0.0,0.0,0.0,0.0001994062,1.06e-08,1.94077e-05,0.0,0.0027765185,9.732e-07,0.0,0.0,0.0,0.0399825191,1.041e-07,0.0027766535,0.0013692261,0.0022865565,6.902e-06,0.0028727741,5.53e-08,0.0,7.04877e-05,0.0003502913,0.0,6.9016e-06
Garchomp,0.3085533399,0.4512501807,63.3492605455,9.8616580611,0.0294624636,2.7754170153,52.5835765224,0.2187373218,0.0853865464,0.0050879015,0.0,0.1831480628,0.7688714304,4.0863921787,0.4618157498,0.0564525348,0.1933967897,10.9176775021,0.0287256128,0.287486507,0.0189614452,0.0054194839,0.0258098368,0.0302831999,0.0224682979,0.0825123725,0.0003440651,0.0061041883,0.0003596214,0.0707341088,0.0724708438,10.7504170158,0.0217796636,0.0018199931,90.4207493617,2.7435377594,0.7806176127,41.020120641,0.9750548346,0.516479115,1.0795648635,0.0347716351,0.1998374045,0.3684983041,0.9894866358,0.0506282184,0.0178691863,0.1320465107,3.7653972628,16.1417621035,0.5424848368,0.4008091407,0.0562599621,0.0529934807,0.1552225787,0.0001112144,17.6183989057,0.2906426415,1.24798e-05,0.701033428,2.9572296907,0.2150042013,8.2669726855,0.0014820783,0.1106552203,0.0082458818,2.563e-07,23.1448262992,0.9761559694,0.0013792001,0.0623387633,5.4564e-06,0.0090392213,3.2522668005,0.0015768492,0.015711908,0.0001395012,2.6274997712,0.0756499955,0.1153935088,1.1909411204,39.2773042184,0.6285264544,0.0614420925,7.59916e-05,0.3514826983,0.0432570123,0.0,39.6246098557,0.0421326327,0.3720074002,3.3277198559,1.9012754296,0.0103087078,8.18734e-05,0.0072012108,0.2787520298,8.8269233703,0.0040649349,0.5408112013,3.78e-08,0.0358768094,3.9335993197,0.0,0.0035998518,5.6994198232,0.0012476379,3.0247400764,18.9435762594,0.0233309516,0.0226092052,0.0029966141,0.0006625465,0.0001973179,1.9738930708,9.4714186533,2.15878e-05,0.0001411453,0.4395693572,0.0013481417,0.0142901169,0.4577532109,0.0660202086,37.6901335438,2.9143127795,8.1775564778,1.4868788386,0.1784658012,4.0695798423,0.0002819927,0.0199313415,8.8533130107,0.0155845178,0.0266980881,9.2906347358,0.0033473329,0.8767509226,1.93565e-05,0.0146140787,0.0,16.5631187092,0.0233284088,25.027017211,1.4204021442,1.9039202317,6.9801e-06,0.8284815141,0.3278289238,1.3579613421,18.5850376818,0.0326420016,0.0453680228,13.0994279337,9.1105139351,0.0420857838,0.1830057137,11.6066011151,0.0607523895,0.0011404507,0.0036264293
Pincurchin,45.0002267054,0.0071030509,75.145190163,2.0790995765,6.02927e-05,3.7e-09,5.510185477,0.0,0.0002014297,2.72024e-05,0.1831480628,0.0,0.0047313207,0.127992709,0.0003761777,0.0178703891,0.0156717197,20.1013596202,4.5424e-06,2.2582e-06,2.4464e-06,8.29182e-05,0.0083133542,0.0012522596,0.0049749862,3.53435e-05,4.367e-07,0.0,0.0002343797,0.0015050927,0.0,0.5548922718,4.95789e-05,2e-10,1.4407661818,0.0061536168,1.01e-08,0.0873537671,0.0,1.39571e-05,0.1232163653,0.0012141357,1.34734e-05,0.001761152,0.0038485546,0.0193599867,0.0001582794,0.0001024233,0.2602583718,0.3266563684,3.361e-07,0.0002005098,0.0002647122,0.0004477858,0.0042784332,1.8e-09,0.0080060687,7e-10,1e-10,0.7883575448,16.5193552806,0.0066018546,0.0488556992,9.79482e-05,0.0061484969,4.4e-09,7.99e-08,0.3271798182,0.028907756,0.035532442,0.0003891245,0.0,4.9e-09,0.0738542502,0.0006817427,1e-10,1.9e-09,0.0063089402,3.8504232687,0.001867307,0.0001909161,36.0215430766,9.8209e-05,0.1917568607,0.0,33.0305823831,0.0,0.0,0.1598110324,0.0016964158,0.000351871,0.0138143759,0.0643984093,0.0002379839,0.0,0.6232159346,0.7614260416,0.237917339,0.000433693,0.0062819528,0.0,1.42e-08,41.5364317566,0.2054754663,1.232592638,0.0001422122,0.0,0.0281731702,20.1418905524,0.0013478106,0.0059171294,0.0,0.0,0.0008187487,32.0230969696,0.0024268537,0.0,9.27991e-05,0.0154839846,4.68031e-05,0.0,0.0019821358,5.7397e-06,0.1025655995,0.0643035042,0.1217721857,0.0003101632,0.0333740333,0.0035937922,0.0002378474,0.0,0.0777500283,3.3284e-06,0.0,0.0634037311,6.54e-08,2.4e-09,0.0,0.0012473776,9.9071e-06,4.5173692857,7.4383e-06,1.1512647381,0.0,9.10218e-05,6.783e-06,9.32799e-05,0.8750198317,0.0014197064,4.9373444756,5.6235e-06,0.0232243176,0.1960046062,0.0260621817,0.001044199,0.0103146343,38.5908425524,1.34822e-05,0.0011435456,0.0
Scream Tail,0.1219889555,1.667079023,0.5035792214,2.6007070244,5.81052e-05,0.0087628165,7.6001425179,0.0,0.0010826766,0.0178930963,0.7688714304,0.0047313207,0.0,0.3706377687,0.3665614624,0.5618397838,0.0087364707,44.7256400723,0.8961551148,6.99096e-05,0.1988747419,0.0,0.0001860078,0.0013666251,0.0719893098,0.0013262284,6.5553e-06,5.99501e-05,0.0035960332,0.0167442182,6.14e-08,4.1165783049,6.71965e-05,0.0197564908,13.5243732481,0.1753418271,0.0135019157,6.2052104096,3.13961e-05,0.00024972,2.418017761,0.142589297,0.0131051792,0.2197042002,0.7475513228,0.1829177105,0.0,0.0305512936,1.6997085068,48.6632770039,0.0276860213,0.005059271,0.0007118638,0.7873065694,0.0139639568,0.1588071549,0.5443776478,1.2229e-06,0.0001775073,0.1921564932,0.0044817746,0.0027337825,1.5459698913,0.0010516728,2.6586955282,0.0001457584,7e-10,11.2043150352,0.3551036491,0.0,0.010457209,2.3988e-06,0.0419351508,1.7567445279,0.0038771891,1e-09,0.0229718783,50.4271095709,0.0007552742,0.7032671481,0.013876373,1.8854478697,0.0019353658,0.0001465893,0.0642908954,1.8240322406,0.0,0.0555776475,6.2944857949,0.0006517995,0.0,0.1595904027,0.1039511606,0.7026270592,5.44e-08,9.85977e-05,0.0475009486,74.5635433639,0.2209743292,0.0328651011,1.5e-09,0.0377666341,1.4655694042,0.0,0.0,15.3431842232,5.23e-08,0.0250321749,64.3855783307,0.0051727568,0.0717484016,0.000646138,0.000160676,0.0003022052,0.5500082081,0.1625404414,3.5902e-06,0.0014000981,0.3548365826,0.0,0.0029506426,0.0133149316,0.0004150771,3.3577773,45.1596919567,6.4212514382,0.1663909658,3.2462054737,0.0015693816,0.0147874945,0.3063371677,5.7700750561,0.0106977857,3.0113e-05,12.0525148464,0.0,0.3265108279,0.0094430383,2.1723e-05,0.0030431035,0.2622299252,0.8550420253,133.2630989265,0.0015727271,0.9167785372,0.0,0.0018791858,0.0051960516,0.0087935572,0.1354599502,0.0002095894,0.0404081246,71.7276933032,43.8249772251,0.0483467413,0.0082073042,11.9616523241,0.007298152,8e-10,0.0042913879
Gardevoir,0.0012914474,0.0094706475,0.2852069429,0.0457594823,2.23713e-05,0.0225601939,0.2154557324,6.9e-09,4.4149e-06,0.0078572312,0.0421326327,0.0016964158,0.0006517995,0.029291426,4.198e-06,0.0072787258,0.0024705916,0.0712653221,0.0006069132,0.0011963334,3.207e-07,0.0279389178,1.45788e-05,0.0020992946,6.15966e-05,6.485e-06,1e-10,0.000201804,0.0004470846,0.0059994321,0.0,0.3651526084,0.0005839824,0.0002691717,0.360745429,0.0096823937,5.5515e-06,0.1378970508,3.7751e-06,0.019555679,0.0025822329,9.334e-07,0.0001625043,0.0083071092,0.0203574393,0.00268562,9.3e-09,0.0,0.0211347641,0.0013543987,0.0053153854,0.039506642,3e-10,1.0881e-06,0.0,1.6187e-06,0.0052897076,0.0271785954,0.0,0.0005722492,4.12e-07,0.0040856501,0.2558057679,0.0,0.0088225064,2e-10,0.0,0.018055361,2.71635e-05,1.07536e-05,0.0274220109,0.0,1.56071e-05,0.006520977,2.143e-07,6.60235e-05,0.000475312,0.0193859724,5.585e-07,0.0003625125,0.0455708198,0.3054013776,0.0303483149,0.0003657895,0.0,0.0918110081,0.0203994619,7.2469e-06,0.038004541,0.0,7.4094e-06,0.0153324948,0.2588940098,0.0,0.0,9.8716e-06,3.23497e-05,0.0083840324,0.0039447885,0.0285508104,0.0070915915,0.0003405682,0.0021647809,2e-10,0.0020685026,3.93526e-05,0.0,0.0003528314,0.0712705451,4.3e-09,0.0003357576,0.0,0.0,5.99689e-05,8.1844e-05,0.009205835,1.325e-07,0.0065888538,7.96205e-05,5.49848e-05,0.0031738565,0.0013472356,0.0003449075,0.2665447188,0.0007384007,0.0316474695,0.0402244006,0.001339492,0.0107287506,1.1e-09,0.0091805259,0.1169816332,0.0002759973,3.14593e-05,0.0968915942,0.0016010914,0.0005334559,0.0053585724,0.0061455387,7.4094e-06,0.0036998743,5.308e-07,0.3109193263,0.0050529025,5.76503e-05,0.0,0.0005032583,0.0006338631,0.0013498173,0.0297766849,0.0291293745,0.0046023925,0.0050454728,0.0050552264,0.0022729285,0.2856599306,0.0021313455,0.0005643698,3.2269e-06,0.0003349757
