,Abomasnow,Aipom,Alcremie,Alomomola,Altaria,Ambipom,Amoonguss,Ampharos,Appletun,Applin,Araquanid,Arbok,Arboliva,Arcanine,Arcanine-Hisui,Archaludon,Arctibax,Ariados,Armarouge,Arrokuda,Articuno,Articuno-Galar,Avalugg,Avalugg-Hisui,Axew,Azelf,Azumarill,Azurill,Bagon,Banette,Barboach,Barraskewda,Basculegion,Basculegion-F,Basculin,Bastiodon,Bayleef,Beartic,Beldum,Bellibolt,Bellossom,Bellsprout,Bergmite,Bisharp,Blastoise,Blaziken,Blissey,Blitzle,Bombirdier,Bonsly,Bounsweet,Braixen,Brambleghast,Bramblin,Braviary,Braviary-Hisui,Breloom,Brionne,Bronzong,Bronzor,Brute Bonnet,Bruxish,Buizel,Bulbasaur,Cacnea,Cacturne,Calyrex,Camerupt,Capsakid,Carbink,Carkol,Ceruledge,Cetitan,Cetoddle,Chandelure,Chansey,Charcadet,Charizard,Charjabug,Charmander,Charmeleon,Chesnaught,Chespin,Chikorita,Chimchar,Chimecho,Cinccino,Cinderace,Clawitzer,Clefable,Clefairy,Cleffa,Clodsire,Cloyster,Coalossal,Cobalion,Combee,Combusken,Comfey,Conkeldurr,Copperajah,Corphish,Corviknight,Corvisquire,Cosmoem,Cosmog,Cottonee,Crabominable,Cramorant,Cranidos,Crawdaunt,Cresselia,Croagunk,Crocalor,Croconaw,Cryogonal,Cubchoo,Cufant,Cutiefly,Cyclizar,Cyndaquil,Dachsbun,Darkrai,Dartrix,Decidueye,Decidueye-Hisui,Dedenne,Deerling,Delibird,Delphox,Deoxys-Defense,Deoxys-Speed,Dewgong,Dewott,Dewpider,Diancie,Diglett,Diglett-Alola,Dipplin,Ditto,Dodrio,Doduo,Dondozo,Donphan,Dragalge,Dragapult,Dragonair,Dragonite,Drakloak,Dratini,Drednaw,Drifblim,Drifloon,Drilbur,Drizzile,Drowzee,Ducklett,Dudunsparce,Dugtrio,Dugtrio-Alola,Dunsparce,Duosion,Duraludon,Dusclops,Dusknoir,Duskull,Eelektrik,Eelektross,Eevee,Eiscue,Ekans,Electabuzz,Electivire,Electrode,Electrode-Hisui,Elekid,Emboar,Empoleon,Enamorus,Enamorus-Therian,Entei,Espeon,Espurr,Excadrill,Exeggcute,Exeggutor,Exeggutor-Alola,Falinks,Farigiraf,Feebas,Fennekin,Feraligatr,Fezandipiti,Fidough,Finizen,Finneon,Flaaffy,Flabebe,Flamigo,Flapple,Flareon,Fletchinder,Fletchling,Flittle,Floatzel,Floette,Floragato,Florges,Flygon,Fomantis,Foongus,Forretress,Fraxure,Froakie,Frogadier,Froslass,Frosmoth,Fuecoco,Furret,Gabite,Gallade,Galvantula,Garchomp,Gardevoir,Garganacl,Gastly,Gastrodon,Gengar,Geodude,Geodude-Alola,Gholdengo,Gible,Gimmighoul,Gimmighoul-Roaming,Girafarig,Glaceon,Glalie,Glastrier,Gligar,Glimmet,Glimmora,Gliscor,Gloom,Gogoat,Golduck,Golem,Golem-Alola,Golett,Golurk,Goodra,Goodra-Hisui,Gothitelle,Gothorita,Gouging Fire,Grafaiai,Granbull,Graveler,Graveler-Alola,Great Tusk,Greavard,Greedent,Greninja,Grimer,Grimer-Alola,Grimmsnarl,Grookey,Grotle,Grovyle,Growlithe,Growlithe-Hisui,Grubbin,Grumpig,Gumshoos,Gurdurr,Gyarados,Hakamo-o,Happiny,Hariyama,Hatterene,Hattrem,Haunter,Hawlucha,Haxorus,Heatran,Heracross,Hippopotas,Hippowdon,Hitmonchan,Hitmonlee,Hitmontop,Honchkrow,Hoopa,Hoopa-Unbound,Hoppip,Horsea,Houndoom,Houndour,Houndstone,Hydrapple,Hydreigon,Hypno,Illumise,Impidimp,Incineroar,Indeedee,Indeedee-F,Infernape,Inkay,Inteleon,Iron Boulder,Iron Crown,Iron Hands,Iron Jugulis,Iron Leaves,Iron Moth,Iron Thorns,Iron Treads,Iron Valiant,Ivysaur,Jangmo-o,Jigglypuff,Jirachi,Jolteon,Joltik,Jumpluff,Keldeo,Kilowattrel,Kingambit,Kingdra,Kirlia,Klawf,Kleavor,Klefki,Koffing,Komala,Kommo-o,Kricketot,Kricketune,Krokorok,Krookodile,Kubfu,Kyurem,Lampent,Landorus-Therian,Lanturn,Lapras,Larvesta,Larvitar,Latias,Latios,Leafeon,Leavanny,Lechonk,Lilligant,Lilligant-Hisui,Litten,Lokix,Lombre,Lotad,Lucario,Ludicolo,Lumineon,Lurantis,Luvdisc,Luxio,Luxray,Lycanroc,Lycanroc-Dusk,Lycanroc-Midnight,Mabosstiff,Magby,Magcargo,Magikarp,Magmar,Magmortar,Magnemite,Magneton,Magnezone,Makuhita,Malamar,Mamoswine,Manaphy,Mandibuzz,Mankey,Mareanie,Mareep,Marill,Marshtomp,Maschiff,Masquerain,Maushold,Medicham,Meditite,Meganium,Meloetta,Meowscarada,Meowstic,Meowth,Meowth-Alola,Meowth-Galar,Mesprit,Metagross,Metang,Mew,Mienfoo,Mienshao,Mightyena,Milcery,Milotic,Mimikyu,Minccino,Minior,Minun,Misdreavus,Mismagius,Moltres,Moltres-Galar,Monferno,Morgrem,Morpeko,Mudbray,Mudkip,Mudsdale,Muk,Muk-Alola,Munchlax,Munkidori,Murkrow,Nacli,Naclstack,Necrozma,Ninetales,Ninetales-Alola,Noctowl,Noibat,Noivern,Nosepass,Numel,Nuzleaf,Nymble,Oddish,Ogerpon,Ogerpon-Cornerstone,Ogerpon-Wellspring,Oinkologne,Oinkologne-F,Okidogi,Oranguru,Oricorio,Oricorio-Pa'u,Oricorio-Pom-Pom,Oricorio-Sensu,Orthworm,Oshawott,Overqwil,Pachirisu,Palossand,Passimian,Pawmi,Pawmo,Pawmot,Pawniard,Pelipper,Perrserker,Persian,Persian-Alola,Petilil,Phanpy,Phantump,Phione,Pichu,Pignite,Pikachu,Pikipek,Piloswine,Pincurchin,Pineco,Piplup,Plusle,Politoed,Poliwag,Poliwhirl,Poliwrath,Poltchageist,Polteageist,Poochyena,Porygon,Porygon-Z,Porygon2,Primarina,Primeape,Prinplup,Probopass,Psyduck,Pupitar,Pyroar,Quagsire,Quaquaval,Quaxly,Quaxwell,Quilava,Quilladin,Qwilfish,Qwilfish-Hisui,Raboot,Rabsca,Raging Bolt,Raichu,Raichu-Alola,Raikou,Ralts,Rampardos,Regice,Regidrago,Regigigas,Regirock,Registeel,Reuniclus,Revavroom,Rhydon,Rhyhorn,Rhyperior,Ribombee,Rillaboom,Riolu,Roaring Moon,Rockruff,Rookidee,Rotom,Rotom-Fan,Rotom-Frost,Rotom-Heat,Rotom-Mow,Rotom-Wash,Rowlet,Rufflet,Sableye,Salamence,Salandit,Salazzle,Samurott,Samurott-Hisui,Sandaconda,Sandile,Sandshrew,Sandshrew-Alola,Sandslash,Sandslash-Alola,Sandy Shocks,Sawsbuck,Sceptile,Scizor,Scorbunny,Scovillain,Scrafty,Scraggy,Scream Tail,Scyther,Seadra,Seedot,Seel,Sentret,Serperior,Servine,Seviper,Sewaddle,Shaymin,Shelgon,Shellder,Shellos,Shieldon,Shiftry,Shroodle,Shroomish,Silicobra,Sinistcha,Sinistea,Skarmory,Skeledirge,Skiddo,Skiploom,Skuntank,Slaking,Sliggoo,Sliggoo-Hisui,Slither Wing,Slowbro,Slowbro-Galar,Slowking,Slowking-Galar,Slowpoke,Slowpoke-Galar,Slugma,Smeargle,Smoliv,Sneasel,Sneasel-Hisui,Snivy,Snom,Snorlax,Snorunt,Snover,Sobble,Solosis,Spewpa,Spidops,Spinarak,Spiritomb,Spoink,Sprigatito,Squawkabilly,Squirtle,Stantler,Staraptor,Staravia,Starly,Steenee,Stonjourner,Stunky,Sudowoodo,Suicune,Sunflora,Sunkern,Surskit,Swadloon,Swalot,Swampert,Swanna,Swinub,Sylveon,Tadbulb,Talonflame,Tandemaus,Tarountula,Tatsugiri,Tauros,Tauros-Paldea-Aqua,Tauros-Paldea-Blaze,Tauros-Paldea-Combat,Teddiursa,Tentacool,Tentacruel,Tepig,Terrakion,Thundurus,Thundurus-Therian,Thwackey,Timburr,Ting-Lu,Tinkatink,Tinkaton,Tinkatuff,Toedscool,Toedscruel,Torchic,Torkoal,Tornadus,Tornadus-Therian,Torracat,Torterra,Totodile,Toucannon,Toxapex,Toxel,Toxicroak,Toxtricity,Trapinch,Treecko,Trevenant,Tropius,Trumbeak,Tsareena,Turtwig,Tynamo,Typhlosion,Typhlosion-Hisui,Tyranitar,Tyrogue,Umbreon,Ursaluna,Ursaring,Uxie,Vaporeon,Varoom,Veluza,Venomoth,Venonat,Venusaur,Vespiquen,Vibrava,Victreebel,Vigoroth,Vikavolt,Vileplume,Virizion,Vivillon,Volbeat,Volcanion,Volcarona,Voltorb,Voltorb-Hisui,Vullaby,Vulpix,Vulpix-Alola,Walking Wake,Wartortle,Wattrel,Weavile,Weepinbell,Weezing,Weezing-Galar,Whimsicott,Whiscash,Wigglytuff,Wiglett,Wingull,Wo-Chien,Wooper,Wooper-Paldea,Wugtrio,Wyrdeer,Yanma,Yanmega,Yungoos,Zamazenta,Zangoose,Zapdos,Zapdos-Galar,Zarude,Zebstrika,Zoroark,Zoroark-Hisui,Zorua,Zorua-Hisui,Zweilous,empty
Abomasnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aipom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
