name,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06-DLC1,2020-06,2020-07,2020-08,2020-09,2020-10-DLC2,2020-10,2020-11-H1,2020-11-H2,2020-11,2020-12-H1,2020-12-H2,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09-DLC1,2023-09,2023-10,2023-11,2023-12-DLC2,2023-12,2024-01
Porygon-Z,1.236634319084209,1.2698690748017993,1.2022636425734308,1.1402600434535397,1.1091140517605655,1.1001347857358426,1.0367995084438215,1.1202960115490612,1.2866763418940164,1.1581381840086917,1.1934970930965714,1.1400740169293284,1.0957181707018007,0.9182402721441306,0.99485263240751,1.0343082204226137,1.0257593784717542,1.0333099661995153,1.1189105106193957,1.0298791438968307,1.0185041517139486,0.9985822614550419,1.1374012193174177,1.114935009221959,1.197983363170068,1.8915534114511714,1.6294545514308418,1.7009506382823851,1.8954604481852455,1.39978527612966,1.4458966368225772,1.622531545295083,1.951197662040836,2.0310994162466773,2.0626977199512844,2.2579281792587613,1.8033953856882516,1.6747570768679234,1.7475488685191412,1.662894689052588,1.7410765423826515,1.807202784888021,1.9142248959945096,1.8147293444467492,1.6580688393962677,1.6816983834485326,1.5899781345998136,1.589207325077444,1.5957712890331563,1.5965346783024723,1.4626364983918236,1.4997160890505754,1.659176642926336,1.6469424164422382,1.75491021820533,1.5346928275765301,1.6040593476081257,1.5425730810787641,1.860346152599095,1.8460710179883217,,,,,,,,1.9033557227854319,1.1083627703635868,1.9928141711229945,1.565527122462813,1.4971744879969153,0.3649580617744772,0.8505183040867963,0.5981032862623346,0.5430618825474194,0.571388219734737,0.4852902338956754,0.6100522300637848,0.5436988545703632,0.8583815724200361,0.7536344098506381,0.6758012630514385,0.6246429719523229,1.0985534393346696,0.9419276246063958,0.777459354819116,0.7308169311494334,0.7008286986248183,0.5933361637712347,0.6339663673051323,0.8255025779175612,1.117063825282577,1.3726748908234434,1.201860916804918,1.134096824935276,1.0517752969334897,0.9813365719670961,1.157264120995205,1.214925280689309,0.9741842632478769,0.9755175729121958,,,,,,,,,,,,,,,1.4444388136396273,1.0624442694176888,1.3962825493315696
Mandibuzz,3.505720115676779,3.5631807791813253,3.3160086776127713,3.2715168448362206,3.08472556279843,3.259086746537209,2.5219136128419053,1.9463626293046086,1.6846012835586792,1.6543571098178844,1.622262689994011,1.5519025052704178,1.654606491215799,1.4820911518932836,1.4396741740862125,1.5343492228946676,1.4743420100268059,1.4980586568214276,1.3958295173720912,1.4046269159723734,1.3332636471788053,1.138921688392957,1.1894657235861112,1.205572123707416,1.2057305042630473,1.1719316464077159,1.207270914926137,1.513711330107624,1.6190878242667435,1.5941694491656766,1.4516310710762648,1.550387596899225,1.401330083156546,1.3589382675846584,1.394454631873542,1.253058373295278,1.102711371690268,0.970294517417323,1.0674944991955841,1.0537998185757183,1.1129518387637536,1.013204345320454,0.954060755634632,0.8484969761842434,0.8040107179591328,0.7538544360144195,0.7853619387904215,0.8129235915081693,0.7952702087904879,0.7307037340375407,0.7489539113089925,0.708870167279915,0.7234915864097182,0.6619372890770291,0.661861051112099,0.6217100437739571,0.6467762724546122,0.70311581847299,0.7139586904527422,0.7280493672636312,4.466404693744139,7.940095035679789,8.972678195691138,10.227561821847344,8.002597603064112,9.368059293915358,8.535016459887458,11.350361077056226,9.853703041476727,15.59288980015083,14.61947418580734,9.98732151717502,3.620232498639691,5.875887096288682,6.224741975551932,6.42992315151488,6.3286073127563025,7.840177419001539,8.16064038734391,7.956731743422521,8.760909590462237,7.485562570132406,7.353308412051863,7.134678701850221,6.663946050101862,5.98539799435019,5.227979027720251,4.897425446118158,4.744986025355949,3.5131647506678823,3.302970405578904,2.806083843472101,3.2353350849223523,2.6664049700515426,2.6727625139430695,2.7325945985713433,2.8683223511929303,2.896950564760343,2.62987969313511,2.339929103510797,2.1559359383818344,2.223781198436215,,,,,,,,,,,3.6697654204277255,2.960289864019338,2.13471011881247,3.077250877378406,1.2189098164873222,1.6277895034470216,1.2510140614645902
Weezing,0.7497078790160766,0.7529454494673814,0.7840862733068534,0.8797647333481442,0.9149601152004738,0.9809423283663706,0.8225117368638332,0.8057060247998586,0.7189233671241253,0.7172531006959758,0.7151410880536646,0.652970098155976,0.6029420563803547,0.6020537633397838,0.6163763236007923,0.631916524530327,0.5864353521630603,0.6451689035541219,0.6865591188816534,0.6141563322540324,0.6198647573631968,0.6680846350878359,0.673604827065667,0.6110779126087912,0.6204479955458606,0.7365086064203569,0.8533108698718123,0.7510479942047189,0.7794526010724777,,,0.6316131952696202,,0.3873232119064498,0.3948278378108247,0.33623613060948343,,,0.34645507353191024,0.34104774941111854,0.35360036064576283,0.36605514058241057,0.36015056032886394,0.37527832776066855,0.3556898680096248,0.3751251755306813,0.34581335016808695,0.33720080498536903,,,0.2920465645926155,0.33135337627971856,,0.3829500297532524,0.3776072744569539,0.34574436986974116,,0.4158779099147872,0.3849400150348187,,,,,0.37836095579968265,0.22183311881539322,,0.14847433149061473,,,,,,0.043217472166030835,0.08493927605212366,,,,,,,,,,,,0.1801496980527354,,0.1610452680588086,,0.16323016556180106,0.2413089631430314,0.2120069328971941,,0.17389499618688894,,,,,0.24877584218304377,0.18120536206697216,,0.21474868584345475,,,,,,,,,,,0.20847573091456467,0.16336325087424636,,,,,
Primeape,0.1790154952686015,0.1972973403369168,0.22386794153363523,,,,,,,0.15922463775910847,,,,0.17674286763952454,0.19447364920432428,0.15664390816202886,0.17048235480186977,,,,0.20357840346785203,,0.22196075671213983,,0.20182235937704118,0.239444809120005,,,,,,,,,,,,,,,,0.19281048753339475,0.16924177227712112,,,,0.14558877462042707,,0.18620378814970617,,,,,,,,0.11655563893815662,,0.1570876784388182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1007039893150651,,0.42583409647884624,0.30748216964640585,0.21611676639405394,0.20942217155769388,0.2789999340959738,,0.12580573111397705,0.16550588036891514,,0.09596742887075017,0.0798649303856705,,,0.08958294120459247,0.09658574000960746
Bronzong,0.5135426527939198,0.6005740227159139,0.5721069616970678,0.6262732000105432,0.6856555874527106,0.7293138072530411,0.6394070603596425,0.5813340281743687,0.5694205618318323,0.5846196874025149,0.5315016078899798,0.628034711877904,0.583632994246679,0.5959774482499199,0.6856977506127447,0.6808079389687383,0.5941971851986905,0.5824029535716951,0.49885512902088497,0.5143956554939828,0.5384858646367436,0.5824879290852117,0.6999619286310722,0.6427758737231599,0.6625205720236969,0.7397648135020015,0.7568805498553928,0.7296757654800563,0.7622158306589559,0.897382573264016,0.7323691746852034,0.521275391840661,0.6840427662236569,0.6255591900714046,0.5789474469353018,0.5909023115884109,0.5196381316089086,0.5213418730684821,0.6001765170350485,0.519710653334078,0.5139448463252438,0.5167015184924604,0.5401749789539189,0.49301371983893105,0.4851486260478602,0.49801061056472046,0.4655984657656479,0.4716792544686094,0.5405826327450014,0.4808120476388081,0.5428387432940395,0.5511352521621997,0.61132437418548,0.6386674793137955,0.6628776046271821,0.6929237771886447,0.7103442556098135,0.743601384626774,0.679390031659582,0.6944715143339162,1.2084753099972403,0.7823307645658185,0.7470722842912909,0.6702551831378837,0.7390246982781135,0.8333785466808715,0.7552251511892201,1.437255648120869,1.204908076770385,0.9487372309063485,0.6433304570836044,0.5189908289626417,0.27596699093971494,0.39726452777906957,0.3702294082530255,0.3058812410733958,0.33883070261563386,0.2708400579769324,0.2823237404992323,0.27506806817802254,0.29448301567833635,0.31486504490838535,0.32356383583069176,0.35383917182068786,0.3805041429090438,0.5647166575668312,0.38451972212200597,0.3730977562501224,0.3746574679315055,0.3424540649250466,0.44634836686546714,0.4364656588176066,0.48114309092052343,0.42799719958572385,0.3858472654043243,0.42624972411304535,,0.538232725075184,0.41246341204290105,0.4010230329282503,0.431169035738292,,0.8229835181961942,0.46327693563668865,,0.335922472388525,0.2889579977402328,0.3383065822757476,0.3671582376827771,0.2351791175998123,0.3242152275088959,0.2925659632709597,0.22332967678921484,0.22960314155329778,0.15719357152126676,0.17878381451507647,0.11374904140636066,0.13317160524080252,0.15896619642054877
Volcarona,4.162646882187037,4.1359402408788455,4.4632762889923345,4.517360705799955,4.652920490070463,4.453757690217399,4.629383922656707,4.368809792045361,4.242994019646109,4.03573464711767,4.492444299670704,4.333573894278797,4.435395860002242,4.139871372199695,4.32275905796721,4.6280608456656935,4.619295631827107,4.1040894185155725,4.249388353959809,4.4433495015165665,4.197457875900133,4.116820883720474,4.344521525089327,4.290398968010411,4.398346016489665,5.322005434836797,5.331071698981462,5.5316903303441896,5.927988278996119,5.2622572557607326,5.8552669754614,6.324619476036893,6.859963352700895,7.352483603566745,7.2106756729838475,7.347605142265589,6.478599102867884,6.308612215579275,6.693326971828527,7.0520928649602705,7.616202946998129,7.388686684671747,7.303132146840994,7.418882255551353,7.269648577848864,7.020711282337662,7.339122003417754,7.955959403434314,7.538472932567888,7.071728689535869,8.306266220726815,8.2171770536498,8.154397142020931,7.419175833581545,7.183433057939102,7.446628565536566,7.744154494571095,7.7511135493343355,7.777257841552177,7.628665439112179,,,,,,,,18.30904933977469,11.066145641011836,16.53546744309612,19.590987549424142,18.958378682453272,3.4884026410467057,11.447772728149207,3.0831848723954085,3.5189134959629658,3.2986274453692626,5.027577065965499,7.090716901990851,6.008674488662526,7.5087054979777,9.498918079479779,11.27571931450052,13.254260416381127,12.64183811447657,13.227372585526183,12.51104458730133,11.177968022421101,10.158193428067367,10.08803191512993,10.422617336811857,11.09216915131237,10.549808458089611,10.148623789650024,9.70703359378921,9.14511828981618,8.990196586746652,8.769541871135178,8.09264220238349,8.964172154660076,8.401352258880117,8.351092718643393,3.9806329213067353,7.639100366441738,11.272737563453004,13.651704906251881,11.838378609085076,11.86740301444761,10.961687855008154,4.3474843035993205,,,,,,,8.10887792035247,5.52598099225702,12.247129015303269
Thundurus,4.941385751293136,4.589793028429192,5.140187008247527,5.29214409705879,5.293618370289853,5.1578048936041005,5.45443024606611,5.637132817245239,5.398051823288941,5.291395501436055,5.23112715776769,5.138268032294418,5.355562737491983,5.491493132907032,5.419019531581801,5.240282831380365,4.848237632687966,4.929710428269171,5.281551028401325,4.978051371309367,4.391137192051592,4.704315516685633,4.246712314574345,4.03968957205438,3.694639588956606,2.595499947055082,2.747518820729423,2.9296214831165197,3.449399123261898,3.0257431144948357,3.356282448193824,3.389350987381882,1.3690115015907096,1.2173541877158265,1.1240931240513545,1.0830330106388806,1.0485130670210863,1.205902454446115,1.32451706465011,0.9775805141703093,1.0808287462263373,1.019084643285436,0.983662171552073,0.9806193744153662,0.8583866719950733,0.8793043161112107,0.7277468986057776,0.6981666633935281,0.714978871257504,0.7480160716646936,1.0272054690931538,1.0520320974539825,1.1703784948455789,1.242430243982741,1.1393023520295174,1.2013655178571807,1.1935985578641042,0.9990207941310139,0.9368550353102083,0.919327016415826,,,,,,,,,,,,,0.6389842899991788,0.353342153290483,0.48996317432634445,0.3505911550983842,0.421798726162906,0.327378726003613,0.3560742466427887,0.33971748798656953,0.2728447077922409,0.3736046291097529,0.3957074220271794,0.34226011873339535,0.3450692467379473,0.32059867201498604,0.42149820998356335,0.4522512826230362,0.6136253514625973,0.8327090463328538,0.6844659091485082,0.6677798662901282,0.6945175157575357,0.7049126951988616,0.7408517572305552,0.7818723878322467,0.632250605218757,0.6299930169205215,0.5538530832490933,0.5300495993272414,0.6523504011805215,0.6571378128645222,,,,,,,0.11922467740477039,1.0942535964153761,0.6533618956937904,0.43377811003493155,0.39376969724308497,0.3803265346841591,0.377963460244394,0.3716678692042439,0.22612430211940782,0.3088075118582128,0.24271195915223748
Toxicroak,0.8588558158794866,1.0023807365522377,1.0352891694284918,1.1138264343621855,1.0566746271315943,1.0585730532890374,0.9778895726725487,1.0634137859943353,0.9436851015596772,0.971913557006551,1.0880491066585758,1.1315418060557367,1.0838988757132662,0.9102943216420011,0.911171611771333,0.991848129959032,0.9963157308407278,0.8958180910093517,0.967883805480864,0.9144408752149003,0.9260718611359762,0.880117854774968,0.8872671574025925,0.8466084581076108,1.0460273908884987,1.0494831149886619,1.0951319696513946,1.1241327695504593,1.2524412671655594,1.223670292288758,1.3160526612212298,1.0595258303627002,0.4220612524824254,0.4528999093368907,0.5039728048440077,0.46226170278869266,0.42097638902399054,0.45842013900276096,0.4997712655699528,0.4979713986334698,0.512466789920148,0.5078678870204024,0.48699923953521707,0.4836983921140576,0.3980394707656715,0.4665903827688391,0.44385740573016047,0.4896394827338494,0.48383021674682963,0.5244006071359208,0.4949219961601285,0.43545901514677554,0.5684627662946674,0.5785803678018845,0.5327587546965302,0.4892082526346225,0.4772329777335004,0.4911730553444833,0.5421016634995852,0.5624586571204775,0.5110888698833332,0.5640251943727754,0.725526209520301,0.8480751697344364,0.8920977359846763,0.962276143527224,1.00402264917427,0.4636325477993642,0.5158193379025809,0.5511224376114082,0.6962976798418253,0.9451552561159101,,0.49523916884628033,0.22549051356992783,0.31414376739883926,0.26912109275680923,0.3759821423774262,0.376122427558123,0.37414185816078227,0.393716189313219,0.35038276128555873,0.4380506366135273,0.4661872815054995,0.4644873548656161,0.5504013192708072,0.5548344058072249,0.5594555960975337,0.4505233997826396,0.4446571599425125,0.4946702332984968,0.6168534319030328,0.5304274253949632,0.6035603614088365,0.5163385946080371,0.5775233584288282,0.46831220996722606,0.48440271539498975,0.4012031322662999,0.4345334150350204,0.41943078244987936,,,,,0.2129099905280716,,0.21522057042648624,,,,,0.13404585118147924,,0.15851807812963886,0.2767985609560011,,0.14833742716101958,
Mightyena,0.20214369624604972,,,0.08517496262769654,,,,,,,,,,,,,,,,,,,,,,,,,0.07829583848853973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiritomb,0.3602847827438221,0.3540557044579246,0.36448582614415465,0.38776824276747085,0.37752341561293995,0.4850089394343027,0.4000038402826448,0.42525545713851415,0.36771503112224985,0.36446758387745665,0.3634502891102563,0.37823290802632187,,0.38433471958143434,0.42507438493979144,0.46123052146131693,0.39467744950870587,0.3970392842130241,0.42486173599866683,0.42941670826027784,0.39624332551268515,0.39831570619558226,0.4277971689372083,0.43585907610750974,0.5352761130477451,0.6843335673679586,0.6059860181769051,0.5854132215885838,0.46714569307154863,0.5879025082987791,0.5914659330231733,0.5955412210716913,,,,,,0.19715326753187173,,0.23216679777348523,0.21715112018199803,,,0.23942979843959636,0.24352191463255987,,0.22418159866717208,0.23368142300906178,0.2162939952896764,,,,0.22141204209228482,,0.21633529492864748,0.2018420034398379,,,,,,,,,,,,,,,,,0.5607857532869301,0.3101003400275837,0.28705402891936704,,0.27585323759550845,,0.39235681570293096,0.3043375837972947,0.32646198912670593,0.28737061432440264,,,0.31959481683132485,,,,,0.2613250662106606,0.3633714245057193,0.5450341013571288,,,,,,0.2099303005800818,,,0.4702562090595012,0.387373949438432,0.2591705540241483,,,,,,,,,,,,,,,,
