,hp,attack,defense,special-attack,special-defense,speed
35,0.1106870015456064,0.0,0.0,0.500830970655857,0.0,28.28263495659138
48,3.35934257938401,1.276115032983882,1.276115032983882,1.6448500140984732,1.276115032983882,1.276115032983882
50,23.58633908099913,13.845914615086347,0.4256144817657812,5.881264359091647,2.723977021441819,33.11647407902556
55,16.78470992879822,12.590955209293444,4.162908041534704,27.18054712632369,10.191628388951484,3.4128967194737445
57,17.044848135005843,0.0,0.0,0.0,0.0,0.0
60,20.57799622640195,43.506769008948595,48.221465212980895,60.9893296041438,49.891302936441164,8.151757210252626
61,0.8925267746947873,0.0,0.0,0.0,0.0,2.992761165109219
63,0.9225500300496472,7.245833983010257,0.0,0.0,1.3553219545477049,0.0
65,5.195511671118251,29.416487897746112,29.057000586002427,25.872857003056268,10.389946558816602,19.036232389708612
67,0.2889579977402328,0.0,6.343362796731688,0.0,0.4894297344451508,17.803030343017802
68,3.4695228593202523,0.0,1.942643969902003,0.4903481673621244,3.081912498256825,0.0
70,39.13350815932637,15.323736518697974,35.48207224224418,9.63065589728415,49.997239422898986,15.726421847640001
71,2.036387467634477,0.0,18.06120500298913,0.0,6.343362796731688,0.0
72,6.754979094038768,0.0,0.0,5.483772926645608,1.4128981974117716,1.2643020854655669
73,0.1520481529100019,0.0,0.3776342793790591,0.0,0.0653037474068785,0.5973614372398367
74,22.590536108295694,0.0,0.3904606701161037,3.2571748348958476,0.0,0.3687349811145912
75,14.136772818861697,39.57030218659875,34.14993280132491,14.612837770859855,56.54610950232865,8.95874304326653
76,17.982409792732913,0.0,0.0,0.0,0.0,0.0
78,7.311074390215965,0.0,3.5021430629231056,0.3776342793790591,0.0,0.0
80,23.023276362693167,3.031905409432644,42.851166256732405,13.16016192711295,38.34568273716656,21.315751219536402
81,0.0522873360663222,4.050669205060418,0.0,16.889094580327356,12.206701878892057,3.249257309749524
82,0.6033154161498722,0.2443348260155519,0.0,0.0,3.256098051475948,0.5225883297579548
83,12.206701878892057,26.60472135748185,0.0,0.0,25.53949752429545,0.0
85,33.654010696259775,34.763857701170856,1.0641470497665015,36.90700507787836,55.03911943607797,17.341311946584785
87,24.245520554581464,17.803030343017802,0.0,0.0,0.3674048368900087,55.75999426560045
88,18.54740438717458,0.0,4.6537629305061925,0.0,0.0,0.0
90,13.61009904612824,18.92215668740038,40.69151875761995,0.0522873360663222,21.47251821743361,2.362716184065358
91,16.044389657516366,0.0,25.90690236118546,2.083227546400128,24.245520554581464,0.0
92,4.724640615616083,1.9841318016687397,13.040607297403463,2.174944157695143,0.0,2.622949400574728
94,1.865970656385004,0.0,0.0,0.0,0.0,1.5571871756783762
95,14.679661683094828,8.460794051763935,68.05188871506695,14.142980158576417,5.429427034041241,3.5132275981279597
97,0.1114787540602388,0.0,2.1488163247122745,1.1909224624094379,0.0,1.0933152124055583
98,17.803030343017802,0.6288415172216201,0.4116162973070808,0.1853017585245617,0.4116162973070808,4.724640615616083
