,hp,attack,defense,special-attack,special-defense,speed
48,1.5961042021814418,1.3059617197536233,0.9970442345171864,0.9970442345171864,0.9970442345171864,0.9970442345171864
50,24.65029649240208,8.052094985028845,0.1577100235923937,11.96095898440362,4.739131257723701,23.37258886224094
51,1.3418173958491064,0.0,0.0,0.0,0.0,0.0
55,2.8957007380560453,12.246201649025288,1.6734022625252165,22.982435145339892,1.6402941478163604,3.7371414127105846
57,10.562083897092224,0.0,0.0,0.0,0.0,0.0
60,19.453284129596973,29.178735584461258,31.879130500617894,46.79646553703224,20.439750252775646,25.661261704611505
61,3.5487502869675227,0.0,0.0,0.0,0.0,3.367365442760359
63,0.7219217543362624,3.804777215511389,0.3207319991989332,0.0,1.4130250284525248,0.0
65,7.352611648683369,17.36202357285556,20.015023055092882,35.50522464061897,32.8479206455426,14.51925918418186
67,0.1137490414063606,5.921361129699551,6.127382441006804,0.0,0.1069717233193472,8.42567174823057
68,3.4084414854904335,0.0,0.5179611140689796,17.2991044171018,1.5373063885076224,0.0
70,32.00638838550851,18.79240403073361,33.48846879014492,5.2472469434906,51.67714199885701,13.899958847636121
71,1.2956125718639946,0.0,12.632875121503268,0.0,5.06897600218828,0.0
72,4.514105980158943,8.17733799156926,0.0,3.3064153726670154,1.3410389201228954,0.1357753251891543
73,5.847039594191288,13.894784273691306,5.373955316103885,0.0,0.0,0.7713778592955496
74,22.808377131497068,5.172742237223229,5.172742237223229,1.7511124570769856,0.0,0.0
75,38.103181309744194,30.28623178672085,28.79824412510319,15.93397854215614,48.56910055830448,16.01516898113097
76,7.379354579513205,0.6870277247260986,0.3089174852364368,0.261979978214891,0.261979978214891,0.2689862597507901
78,2.3140419925070947,0.0,1.4345017999579928,0.0,0.0,5.592157482891851
79,4.734094061848218,0.0,2.1098065961011496,2.547401539611287,0.0,0.6841885779599173
80,56.70215701885927,17.82924638665149,54.973666150532175,15.89711542688556,46.52757086266101,23.005743624436445
83,7.182262842712491,10.536256820057933,2.999329595021663,0.5932442960625612,10.004191557537599,0.0
84,1.3235461126280363,0.8209713423241682,8.057452729732766,0.0,0.1357753251891543,16.602597605591836
