,2019-08,2019-08,2019-08,2019-08,2019-08,2019-08
1,0.6014897463650328,0.0,0.0,0.0,0.0,0.0
20,1.3985301941697803,0.6988764921741644,0.0,0.6988764921741644,0.0,22.364872063020254
35,0.5007115395168408,0.0,0.6988764921741644,8.347798725894032,0.0,12.500030421091497
40,0.3118731047169335,0.5704720089452925,3.2890813089438087,8.351072427869237,0.2517688785246956,2.992540434340961
48,1.8921997416680163,2.170346650496515,1.8921997416680163,2.123337232205094,2.123337232205094,2.1496917106961266
50,37.917923973649295,21.68252894341151,0.557777581861587,19.428738220266442,6.79735933934967,29.590356254925762
51,0.2943270042023499,0.0,0.0,0.0,0.0,0.0
53,4.7111162122593,1.1062050940529866,5.181233946986284,13.008937991452733,1.2474453152421912,0.0
54,0.344869194409459,0.0,0.0,24.414256603123615,0.0,0.0851869067936224
55,12.699867552455578,3.3971841295638607,1.4868965956875217,13.92531547456942,3.3283657326462586,3.74940148955795
57,0.8376437730223877,0.0,0.0,0.0,0.0,0.0
58,0.9104188744855598,0.3772058333443895,0.0,0.0851869067936224,0.0,0.2923957555551072
59,12.411098776067243,0.0,0.0,11.963190400783551,0.4247569433295496,0.0
60,26.98420686090998,11.461678099632488,23.293943973220646,20.981626995339017,12.615387200045094,20.015249013708964
61,0.9395289150708286,0.0,0.680600285463672,0.344869194409459,0.680600285463672,13.345964432209364
62,0.3800556026897112,0.0,0.0,0.1263083718922303,0.0,0.0
63,1.3655341044772544,10.926368947154678,0.5288559557784882,0.0,7.030451630346762,0.0
64,0.4592839008522066,1.014305920619557,0.0,0.0,0.0,0.3608608752811399
65,25.148861195271767,24.193269943890947,27.389721973205415,16.73217341702182,14.340533933726611,25.006726005197255
67,0.743601384626774,2.6591174209383306,27.545776284627742,0.0,0.1263083718922303,0.0
68,7.000493724501727,0.0,2.449953771716832,1.732848176457718,0.0,0.28233913150178214
70,67.68546051605318,20.720908427961245,13.507553419632933,7.730482161346718,22.938947499319546,24.468166702557014
72,27.773216140559732,3.039526300819611,0.2387918296877351,0.4981679437375455,1.5065859111642892,0.9595008523008512
73,2.756103785930351,0.0320069135561329,6.4076945970492885,0.0320069135561329,0.4342247720635933,0.4445169142446309
74,17.94666974619703,0.579727871364395,0.579727871364395,8.295466597916308,0.0,0.9634104532208791
75,33.24138182253819,25.960880595999033,29.52038381918237,14.606787177105629,35.558362059348525,16.076467397657364
76,3.0594982380496334,0.9635046604719641,0.6346035951214146,0.0,0.0,0.2700215334224167
77,0.5950836532912519,1.7914215348198246,2.7721425704275746,0.6719332183638509,0.8049538568958883,14.344419982833868
78,21.695270474120758,0.0,5.64598186840142,0.0,0.0,2.593454966932077
79,13.910972420591728,0.0,4.406661928565311,1.4848475879764227,4.7111162122593,1.444314918197096
