,2020-08,2020-08,2020-08,2020-08,2020-08,2020-08
1,0.4393010621552954,0.0,0.0,0.0,0.0,0.0
20,1.93774408326567,0.0,0.0,0.0,0.0,20.856993850238336
35,0.44256992953469404,0.0,0.0,5.218848019314667,0.0,18.50517394689556
45,0.2880653218057705,0.7186011908994925,9.120487124881196,3.1881003199006184,2.6704621527593795,10.169996049877517
48,3.1588540816654676,2.495678996066222,2.3336241725317843,3.119743385232308,3.119743385232308,2.860692877422439
50,33.80572966881407,42.9296303012242,1.260336406952582,36.9423959515415,7.756472658744854,20.768994783263725
51,1.1056871590741275,0.0,0.0,0.0,0.0,0.0
55,10.885501941577047,6.214984729134079,4.562181740444313,36.758037616949395,13.730718322999678,17.082811644438447
57,5.411769050759002,0.0,0.0,0.2793290567741032,0.0,0.0
58,1.3204777811275363,0.5703450376303045,0.2371519891708884,0.0369410941901957,0.0,0.0
59,0.2454254057240568,0.0,0.0,0.0,0.0,0.3520541239582473
60,39.538426283352266,21.470383796369045,38.418072613115704,47.83695236647918,35.4807783125017,52.27063579808023
61,1.8800326636028348,0.0,0.0,0.0,0.0,4.314094955968887
62,1.4400084006998846,0.0,0.0,0.0,0.0,0.0
63,8.61525908256971,16.642584885326155,0.6278828891137025,26.174515379562997,8.921664775336,0.0
64,0.1641954977474948,1.631627670798441,0.0,0.0,0.0,0.0
65,15.288521661477539,45.46384143312545,37.97012207001847,13.410485031938233,31.118894251127795,23.509954544904474
67,0.6433304570836044,3.2650199514211597,0.0,0.0,0.0,14.621094155482083
68,4.301511262959697,0.0,1.5696927587693033,10.695531569183144,0.0,0.8370614733653119
70,36.07924139520081,38.58160276617536,19.541028841776164,5.781006424481522,63.693360183044994,14.668680764677756
71,0.5453801478212684,0.0,1.7167628628123377,0.0,0.0,0.3840195970045796
72,1.4457072225914027,1.4311274955186866,0.0,1.7146511166291862,10.517334904961057,1.29733535720259
73,3.559362655716572,0.3520541239582473,23.82874143447061,0.0,0.6278828891137025,0.0
74,14.456204385016843,3.950672116257509,3.950672116257509,10.638427638148338,0.0,2.9847073416302456
75,21.888596324722727,11.35989270400854,74.35724448751078,7.453104409118713,50.340760138949044,7.043425649587348
76,2.651572149230642,1.012047126267813,0.1620548235344373,0.2371519891708884,0.2371519891708884,0.0
77,1.0135513838229346,1.295831099647469,2.082586729005928,0.7177044219724008,2.082586729005928,0.0
78,14.894377254005796,0.0,3.760933168102855,0.0,0.0,3.013346091237367
79,0.9307593622314388,0.0,4.158317514924091,0.6433304570836044,0.0,2.020854313186134
80,22.73277409344496,15.764040617075377,23.23337365097146,9.883029993208181,66.33472073771877,43.91789858690913
82,0.7780193643267924,6.405157597737326,0.0,1.1056871590741275,2.223379450559321,0.0
83,0.6962976798418253,2.500452121000742,6.405157597737326,0.1620548235344373,0.0,0.0
85,41.00875125939384,17.492837540328686,12.92408913709567,24.006822386573074,25.5424668541428,38.32816429616729
88,50.27622170422835,0.1641954977474948,0.3520541239582473,0.1641954977474948,0.0,20.38326843249468
89,0.3256428326539022,0.6433304570836044,2.549976908200128,0.0,2.17958241328136,0.0
90,7.586607267135748,12.253103483421755,52.03186383923459,11.98485386210172,58.05117937408325,4.241456672874461
91,3.621268639715803,0.6278828891137025,0.767981337949347,1.4531127982473855,0.2049550918853067,0.0
92,8.303096711852088,9.112155852268215,0.9495336536405516,1.7601838357015185,0.0,2.139922084279983
93,1.1689527604789498,0.0,0.0,0.0,0.0,0.0
95,48.12163310878593,17.042138834390354,31.720510489086685,48.56217807622719,37.77459751588257,12.716328026309464
97,1.8275282893231128,0.0,0.0,3.0019195194244253,0.0,29.159280577253057
98,14.383942166311195,4.007689263202596,0.5193159928757977,0.0,0.5193159928757977,8.303096711852088
100,78.72983191994997,25.06252190996932,58.28271932545235,64.61228798104482,29.805850973686148,37.404984077771275
104,0.6278828891137025,0.0,0.0,0.0,0.0,0.1620548235344373
105,12.134990337314811,10.225885003656263,32.28564848133387,16.821707246505238,37.27929178782891,5.622451892565732
108,10.041844877393126,0.0,0.0,0.0,0.0,4.917099739363272
109,0.1331557216581604,0.7861192127005237,0.0,4.547254877012722,0.0,4.11975645105915
110,38.55264580823927,13.011798923771218,18.095379475244574,9.817189797141708,2.974871811462143,11.448528187641086
111,1.5696927587693033,0.0,0.0,1.631627670798441,0.0,0.0
114,7.521663839996367,0.0,0.0,4.007689263202596,1.00305050896699,0.0
115,2.281871927029623,2.945162724748493,13.183226428995257,1.5501084825228173,18.553020908360388,1.7419881048905292
120,0.2888174505833313,46.06022169767133,3.5262689895038974,15.544071877668761,1.2052285099813034,9.576971436800765
122,0.3021822003999879,0.0,0.0369410941901957,0.0,0.0,0.0
125,3.8185867317058775,32.99233132391202,12.615687410265854,13.11834085791569,0.9923760659316088,2.942674914176562
130,0.5967274009047434,41.92802619375253,3.1457496841179666,24.07653893864697,2.9699251183481863,0.7418014708842513
150,0.2612201100528327,0.0,0.2454254057240568,0.0,1.609324159740774,0.0
160,1.2590346456068036,0.0,0.0,0.0,0.0,0.2969751550168749
250,5.218848019314667,0.0,0.0,0.0,0.0,0.0
255,7.453104409118713,0.0,0.0,0.0,0.0,0.0
5,0.0,5.218848019314667,5.218848019314667,0.0,0.0,2.3097006917993714
10,0.0,9.390848492384382,7.453104409118713,1.93774408326567,0.0,0.0
40,0.0,1.2055467183102713,1.6293134284059465,5.448189440410886,0.3949543923091168,3.5810586781462086
52,0.0,1.1056871590741275,0.7863217089098669,0.0,0.0,0.0
56,0.0,2.082586729005928,0.0,0.0,0.0,0.0
66,0.0,0.1331557216581604,0.0,0.0,0.0,0.0
81,0.0,1.7167628628123377,0.0,3.692518377374732,1.331007584013387,4.158317514924091
84,0.0,3.760933168102855,0.1331557216581604,0.0,0.0,0.0
86,0.0,0.1177081536882587,0.7780193643267924,1.08618966691736,0.2091785842516094,13.872002821061475
87,0.0,14.383942166311195,0.0,0.0,0.767981337949347,0.0
94,0.0,14.294149561482406,0.0,0.0,0.7863217089098669,0.1177081536882587
101,0.0,0.8252299091336831,2.9964810498020626,0.0,0.0,0.0
106,0.0,0.6962976798418253,0.0,0.0,0.0,0.1641954977474948
107,0.0,2.5016092421969893,13.872002821061475,0.0,13.872002821061475,0.0
112,0.0,32.77088725498019,0.7861192127005237,0.0,0.0,2.770900272593648
116,0.0,4.943482102637711,0.6433304570836044,0.0,18.888152134823518,0.7177044219724008
117,0.0,4.604098455778371,0.0,0.0,0.0,1.631627670798441
123,0.0,1.862386565360063,0.0,0.0,0.9210974002427738,0.7849910195341826
124,0.0,0.3256428326539022,0.0,0.0,0.0,0.8271680871373974
129,0.0,1.7146511166291862,0.4754900275679303,1.4311274955186866,0.0,0.0
131,0.0,0.2931855830991649,14.294149561482406,0.0,0.0,0.0
134,0.0,4.314094955968887,0.0,1.00305050896699,0.0,0.0
135,0.0,21.7813311898306,0.2880653218057705,29.745680671481292,7.741169730924483,0.0
140,0.0,8.89438564313447,14.976937851358041,0.0,5.346970263769151,0.0
147,0.0,2.651572149230642,0.0,0.0,0.0,0.0
44,0.0,0.0,0.2612201100528327,0.3018350640411136,0.0,0.9210974002427738
69,0.0,0.0,0.3021822003999879,0.0,4.568921971412454,0.0
118,0.0,0.0,10.041844877393126,0.0,0.0,8.921664775336
145,0.0,0.0,0.5343585684270128,3.6098131398729545,0.0,0.8840405939329532
152,0.0,0.0,16.642584885326155,0.0,0.0,0.0
180,0.0,0.0,2.6704621527593795,0.0,0.0,0.0
184,0.0,0.0,0.3018350640411136,0.0,0.0,0.0
200,0.0,0.0,0.4476323347682761,0.0,0.0,0.0
230,0.0,0.0,1.93774408326567,0.0,1.93774408326567,0.0
25,0.0,0.0,0.0,0.4278166342825408,0.0,0.4919211485546423
30,0.0,0.0,0.0,3.6448449840893424,0.4393010621552954,21.708924330975425
53,0.0,0.0,0.0,31.026527051637352,0.0,0.0
54,0.0,0.0,0.0,14.503328145734017,0.2612201100528327,0.0
102,0.0,0.0,0.0,22.729042377587064,0.0,0.0
103,0.0,0.0,0.0,0.3331930484594161,4.643787712809655,0.0
126,0.0,0.0,0.0,3.950672116257509,0.0,1.7167628628123377
127,0.0,0.0,0.0,1.8275282893231128,0.0,0.0
136,0.0,0.0,0.0,4.643787712809655,0.0,1.58305750858596
