,2020-11-H2,2020-11-H2,2020-11-H2,2020-11-H2,2020-11-H2,2020-11-H2
1,0.5041818728840383,0.0,0.0,0.0,0.0,0.0
20,2.4610165340002257,0.0,0.0,0.0,0.0,19.621528760302294
35,0.4018859251289289,0.0,0.0,1.6625712870080092,0.0,14.116085838561139
48,3.1452963157241327,3.1452963157241327,3.1452963157241327,3.399882786766984,3.399882786766984,3.4510097897655396
50,18.644956867096074,17.468155021211345,14.028133972041063,18.882389159118087,21.417852313563294,7.268213068604413
51,0.4649243873986827,0.0,0.0,0.0,0.0,0.0
53,2.3365753380226084,1.6162675861791282,2.46080682521024,28.97147904533848,7.80670329953014,0.0
54,0.3507589221303728,0.0,0.0,16.69630084878934,0.0,0.0
55,3.003952591273654,3.5783869088029596,1.0387295785580313,12.875406695246712,3.567943411061664,13.083605581944688
57,4.19417579971748,0.0,0.0,0.0,0.0,0.0
58,0.9324491637931902,0.1841243176075974,0.3592730990037994,0.0,0.175148781396202,0.8433229280491937
59,8.05181093326563,0.0,0.0,7.927327795530015,0.4837981784974113,0.1587495540193066
60,22.254842036154916,5.450205626458874,36.12439422120866,28.244250903425467,26.581847383449446,40.71303225488957
61,7.562476442712592,0.0,0.2399907392598342,0.3507589221303728,0.2399907392598342,10.026806375594594
62,0.8125796194372646,0.0,0.0034392241557683,0.0,0.0034392241557683,0.0
63,2.124056450250924,12.949266131079735,0.232021805240371,20.930866561458096,3.302787617003524,0.0
65,6.38567459682786,33.068811325840485,15.276823991132952,21.597698571855176,26.78610374489569,27.013973316094336
67,0.3058812410733958,2.2708945449990328,0.0,0.0,0.0,7.40322358759732
68,2.4895369294383047,0.0,0.9545524702577014,4.44255489057675,0.0,0.232021805240371
70,41.7414441609803,21.757790262130396,18.97235423002202,4.436179743361179,48.168892748773345,9.702554644518436
71,18.427698560670713,0.0,1.3908725787023108,0.0,0.7016436695347373,0.8940724552257753
72,0.4102742767283639,0.9993882095566812,0.4742354576740554,0.314814835526794,4.338707097775744,0.4900894421969876
73,2.2612898824176795,0.1587495540193066,14.974801391795298,0.0,0.232021805240371,0.0
74,16.69630084878934,0.9841214096457096,0.9841214096457096,3.7430921924578655,0.0,1.8425014288158887
75,7.717325413238161,25.435033894532697,42.50079968951915,11.273944549640586,52.53737849472708,7.019330676649178
76,0.6176343282663961,0.5075791552818094,0.0,0.1841243176075974,0.1841243176075974,0.3862416493959827
77,0.5991799547476392,1.2585882739792216,10.299763336640208,0.5171838178631625,0.816270494141016,15.27124573731933
78,5.573346627938579,0.0,1.3853362666466837,0.0,0.0,1.4985370714810586
79,9.48663847434898,0.0,2.287084063585942,0.3058812410733958,2.4779190624730876,8.154442415084716
80,67.88726502829111,9.573248204613146,28.423635802379383,33.97764727988127,62.994800899678665,35.03613142645597
81,9.483492842499192,0.7025663882106751,0.0,5.63806276052822,0.8460491423190101,2.145740339135463
82,0.9738876206943989,2.89221974796918,0.0,0.4649243873986827,1.2606434201210832,0.0
83,0.9139528485164361,1.636819047597744,2.89221974796918,0.0,0.0,0.5998090811175969
85,9.856355071094075,14.754523278794135,27.31175979787428,39.87142893891826,36.66040988841255,41.159208676463514
86,0.262261812756334,0.0,0.5731341230313937,0.5588739253123541,0.0830446808344061,3.695152763067094
