,hp,attack,defense,special-attack,special-defense,speed
1,0.2314241198463578,0.0,0.0,0.0,0.0,0.0
20,2.756356412078834,0.0,0.0,0.0,0.0,9.52384333500665
35,0.1913781379707148,0.0,0.1844671292782279,1.5419123092401843,0.0,10.667946623345058
45,0.1299364305539481,0.1289897170344293,2.166459218066702,1.5398295394972432,0.9179334285253776,4.187503239535324
48,6.623539132284991,6.434433106761121,6.328164514195142,6.394813145969262,6.328164514195142,6.6156340743970095
50,16.0493029466695,17.409966952597816,28.861839705780373,17.524661295487512,31.813834466667757,12.667831597652434
53,3.281167051624052,1.4427440680705954,3.5667905204628583,19.960507845533275,2.5259263414279705,0.0
54,0.2397551988181228,0.0,0.0,8.322653221441263,0.0,0.0
55,3.1876317558955996,3.8613130963851403,0.8440424383269394,9.840234993229815,4.235643622002852,9.029185521058103
57,3.9526236153427234,0.0,0.0,0.0,0.0,0.0
58,0.3522247649369501,0.0,0.0,0.0,0.0,0.5016634939929843
59,7.26891373854092,0.0,0.0,7.26891373854092,0.5981336016319448,0.0
60,20.719393402779502,5.3879359822850965,33.435838739659225,18.633168155492015,19.844204089660394,28.795049066978322
61,3.674668526012019,0.0,0.1221733796938943,0.2397551988181228,0.1221733796938943,9.294833334635065
62,0.1924195228421854,0.0,0.0,0.0,0.0,0.0
63,2.78040293547461,9.26576922958584,0.1007303184767947,14.361975440831232,3.738287674523679,0.0
65,6.211624079942382,30.614632451493357,12.669109660903786,16.064923719741557,18.70331962728835,19.79137747527125
67,0.2759669909397149,1.855132477172962,1.3850892147319036,0.0,0.0,6.581031695258598
68,1.2845482389590126,0.0,0.6817284054054502,4.413294413940546,0.0666486317741198,0.1629293967091764
70,40.457754920957704,15.110636492066657,26.410277711310602,3.43462931313804,45.388948965750984,9.866695636100363
71,36.66451052662596,0.0,1.353752997235833,0.0,0.801203651568716,0.5981336016319448
72,0.3513253870934071,0.7088517477396623,0.4447660114699076,0.2531038594433372,4.34077615834541,0.5875777458893106
73,9.535771925352584,8.126872865604785,16.067479846244257,0.0,8.22760318408158,0.0
74,8.663990780903747,1.5627873423455727,1.5627873423455727,4.10797930389575,0.0,1.201095442213435
75,11.24757197567041,16.026723829228974,32.68159207865864,10.956646911122299,41.61610624776487,9.015363503673129
76,0.4160805918284896,0.0,0.1062685925659794,0.0,0.0,0.3937381527678472
77,0.5452596515668227,1.1795577096443837,2.4290302127052272,0.4462334174251617,0.5629631943818233,17.679117606196996
78,4.829185663065132,0.0,0.6559304619985643,0.0,0.0,0.9670205245124248
79,9.056545541772195,0.0,1.4581281627627751,0.2759669909397149,3.281167051624052,2.49889767044571
80,75.65277672258668,10.771422411028455,23.62973276880806,23.696712750314013,80.0517284267065,37.93840823849039
81,1.866067018323404,1.0978563329099158,0.0,14.189010880815157,0.6565458257862515,1.4581281627627751
82,0.9819785981208211,1.1660670419912416,0.0,0.0,0.8741479282476357,0.0
83,0.7443061690456393,1.0857857355360516,1.1660670419912416,0.40353663769486614,0.0,1.1080335032447421
85,9.67995639437529,20.740978471024533,30.15353563181175,35.861460783694184,24.134615088767408,23.40498297927431
86,0.7281647035378448,0.0,0.6805450135060518,0.1530362404302055,0.3588990952495572,3.857526242307065
88,12.285075321711005,0.0,0.0,0.0,0.0,6.690093092707158
89,38.48736007278333,1.0202731599853543,0.3914660403210021,0.0,0.2585947978565459,0.0
90,39.35507034909824,34.92109024475621,88.17221097605453,6.353489100842267,70.94656914570702,7.989978090682374
91,25.076595040688563,0.1007303184767947,1.1699959030972442,0.396104936566644,0.0,17.430841985703204
92,1.84467129278228,4.692811580578456,0.8934135483698422,1.2425141586923805,0.4447660114699076,0.4715580040722882
93,0.5502772332202721,0.0,0.0,0.0,0.0,0.0
95,22.78445960290575,15.642452811656316,45.61341474122888,49.038056226735996,47.305949171424494,39.36330675671805
97,5.010528637728948,0.0,0.7281647035378448,1.2165742082575668,0.0,14.778056032659721
98,6.581031695258598,1.199107343822446,0.2037327494004344,0.0,0.2037327494004344,1.84467129278228
100,68.9674171974771,62.84951775596707,45.06380020747226,64.11863456455794,26.22126635713868,36.50337988560387
103,0.2967000170171755,0.0,4.751933839872402,0.0,2.7826277122454792,1.4427440680705954
104,0.1007303184767947,0.0,0.0,0.0,0.0,0.1062685925659794
105,3.1544967827124433,5.9012440525681615,11.768785103841454,24.15989233973856,8.889734619632993,1.8645049410161973
107,2.2403028725891643,0.2585947978565459,3.857526242307065,4.751933839872402,4.5856909458449095,3.281167051624052
108,25.072098151470847,0.2972680451288867,0.5607857532869301,0.0,0.5607857532869301,1.8166485726045247
109,1.4427440680705954,0.0,0.0,0.5990329794754876,0.0,8.67781279828872
110,13.301561627618284,13.984946781682893,14.271327621337315,30.480341138749623,13.381038227581884,9.53955877943066
111,0.6817284054054502,0.0,0.0,0.3911346905891705,0.0,0.8517108178350414
114,2.349695619769556,0.0,0.0,1.199107343822446,0.4470854595927286,0.0
115,1.8645996123681494,17.80351576266176,24.300384626035143,22.95008713314555,19.61860225795908,3.41086680379812
120,2.8133485659538624,53.628906761262286,2.67787386131073,38.10460379684191,2.9999931363269834,3.5035973930349815
123,0.4447660114699076,2.822626358445146,0.0,0.0,0.0,0.1961590412442845
