name,usage,moves,abilities,items,teammates
Mandibuzz,273736,"{'': 0.0214578801, 'foulplay': 390.3179226757, 'flatter': 0.0020483603, 'steelwing': 0.0008145974, 'rest': 0.0068168669, 'bonerush': 0.0018743194, 'torment': 4.6213e-05, 'darkpulse': 0.2750138791, 'facade': 0.000425327, 'attract': 3.86176e-05, 'substitute': 0.0403963836, 'cut': 1.0801e-06, 'leer': 2.59e-08, 'tailwind': 0.5981574772, 'aerialace': 0.0002286682, 'faketears': 0.000200217, 'sleeptalk': 3.32242e-05, 'scaryface': 2.59e-08, 'heatwave': 0.5275669793, 'toxic': 35.3680949778, 'swagger': 0.0213183109, 'assurance': 0.0, 'taunt': 39.2700037928, 'airslash': 0.419475008, 'roost': 605.5260677193, 'incinerate': 4.77266e-05, 'pluck': 2.953e-05, 'thief': 0.0001239831, 'rocksmash': 5.414e-07, 'raindance': 0.0105550197, 'snarl': 0.0337037015, 'rocktomb': 0.0003865483, 'payback': 9.435e-06, 'furyattack': 2.1939e-06, 'hyperbeam': 2.561e-07, 'psychup': 0.0, 'fly': 0.0018845571, 'uturn': 478.9082927377, 'protect': 0.1645856095, 'knockoff': 228.9049313464, 'snore': 4.39e-08, 'sunnyday': 0.0397196427, 'bravebird': 90.7855565197, 'gust': 5.2e-06, 'defog': 562.0379513725, 'irondefense': 0.0099946766, 'skyattack': 5.219e-06, 'shadowball': 0.0014027419, 'endure': 0.0, 'meanlook': 0.0019738826, 'nastyplot': 0.2949979202, 'retaliate': 2.196e-07, 'gigaimpact': 2.196e-07, 'round': 5.87e-08, 'block': 0.0003961245, 'whirlwind': 1.0322840917}","{'bigpecks': 9.7718590268, 'overcoat': 598.3326010862, 'weakarmor': 0.5522508235}","{'wacanberry': 0.0036069542, 'skyplate': 0.9850654091, 'psychicseed': 0.0003280389, 'scopelens': 0.0, 'mentalherb': 1.16641e-05, 'rockyhelmet': 13.0762708492, 'payapaberry': 0.0, 'magoberry': 0.0004857694, 'figyberry': 0.0211966387, 'nothing': 0.0745863013, 'ovalstone': 0.0, 'flameplate': 0.0, 'blackbelt': 0.0, 'colburberry': 8.9921e-06, 'wikiberry': 0.0001747568, 'kingsrock': 0.0, 'chestoberry': 0.0, 'airballoon': 0.0, 'assaultvest': 0.0080156276, 'laggingtail': 0.0, 'silverpowder': 0.0, 'lifeorb': 0.2151540397, 'blackglasses': 0.0001124954, 'muscleband': 0.0007756882, 'bottlecap': 0.0, 'ganlonberry': 0.0, 'expertbelt': 0.0342565216, 'aguavberry': 0.0059276854, 'rockincense': 0.0, 'adrenalineorb': 0.0, 'weaknesspolicy': 0.0187731813, 'heatrock': 0.0, 'keeberry': 4.5e-09, 'sharpbeak': 2.22324e-05, 'heavyball': 6.576e-07, 'yacheberry': 0.0, 'damprock': 0.0, 'heavydutyboots': 580.2356663958, 'powerherb': 0.0, 'choicespecs': 1.502e-07, 'berrysweet': 0.0, 'leftovers': 13.9052454403, 'choicescarf': 0.0002940598, 'redcard': 1.0375e-06, 'quickclaw': 3e-10, 'berryjuice': 2.59e-08, 'destinyknot': 0.0, 'cellbattery': 9.77014e-05, 'wiseglasses': 0.0, 'lansatberry': 0.0, 'bigroot': 0.0, 'focussash': 0.004694442, 'eviolite': 6.658e-06, 'dreadplate': 1.9133e-06, 'whiteherb': 1.132e-06, 'marangaberry': 1.489e-07, 'ejectbutton': 0.0004040306, 'metronome': 1.147e-07, 'liechiberry': 0.0, 'iapapaberry': 0.0205967528, 'earthplate': 0.0, 'safetygoggles': 2.1e-09, 'laxincense': 0.0, 'insectplate': 0.0, 'chartiberry': 0.0, 'sitrusberry': 0.004607266, 'lumberry': 0.021798383, 'roomservice': 0.0, 'flameorb': 4.09e-08, 'roseliberry': 0.0, 'brightpowder': 4.79e-07, 'shellbell': 1.9743e-06, 'choiceband': 0.0185192799}","{'Mr. Mime-Galar': -0.0198982257, 'Duosion': -0.0020694328, 'Eevee': -0.0009129851, 'Pikachu-Sinnoh': -0.0127817909, 'Butterfree': -0.1612904941, 'Wobbuffet': -0.00449527, 'Roggenrola': -0.0002434627, 'Cufant': 0.0327004917, 'Bergmite': -6.08657e-05, 'Linoone': -0.2553317016, 'Cleffa': -0.0008521194, 'Lapras': -0.3464113495, 'Mawile': -0.0108612312, 'Eiscue': -0.1690645785, 'Frosmoth': 0.1637743262, 'Silvally-Water': -0.0010347008, 'Mantyke': -6.08655e-05, 'Drakloak': -0.0001217241, 'Celebi': -1.4076138502, 'Carkol': -0.0012707998, 'Heliolisk': -1.3980851646, 'Silvally-Flying': -0.0003945424, 'Durant': 0.243600781, 'Pikachu-Alola': 0.0147434927, 'Araquanid': -1.9376561909, 'Piloswine': -0.0005944744, 'Rufflet': 0.0022622226, 'Rotom': -0.0434577551, 'Crawdaunt': -9.7648295818, 'Cinderace': -12.9943140251, 'Noivern': 0.0369756734, 'Skuntank': -0.0088251813, 'Gothitelle': 0.0002641336, 'Squirtle': -0.0254418505, 'Klang': -0.0001214841, 'Seismitoad': 75.1780800699, 'Raichu': 0.2826892702, 'Bewear': -0.1318244583, 'Pikachu-Partner': -0.0028606865, 'Silvally-Ghost': -0.1360485509, 'Wooper': -0.0174075819, 'Cherrim': -0.0061474328, 'Salandit': -0.004808388, 'Darmanitan': 17.886424878, 'Turtonator': 1.07481573, 'Reuniclus': 3.8640885879, 'Weezing-Galar': -3.7117928145, 'Zweilous': -0.0081559999, 'Greedent': -0.0348555399, 'Drampa': -0.0422200378, 'Rotom-Mow': 4.3469313011, 'Torkoal': 32.9048490477, 'Gloom': -0.0015825074, 'Necrozma': -11.8021227952, 'Dartrix': -6.08621e-05, 'Goodra': -0.4851440421, 'Vespiquen': -0.2159514009, 'Unfezant': 0.0140742522, 'Gourgeist-Small': -0.004990985, 'Rillaboom': -0.1735414974, 'Gourgeist': -0.001460774, 'Togepi': 0.0, 'Copperajah': -0.5934560531, 'Solrock': -0.0826818246, 'Aegislash': 48.5046362369, 'Silvally-Fairy': 0.3271350702, 'Milotic': -0.475222147, 'Trevenant': -0.0614061009, 'Octillery': -0.0119244492, 'Pikachu': -0.015249595, 'Galvantula': -1.3903210856, 'Scraggy': -0.00030431, 'Hitmonchan': -0.0208240718, 'Clefable': 32.5824187421, 'Sigilyph': -1.1994048754, 'Qwilfish': -0.0898812971, 'Claydol': 0.0504415021, 'Sudowoodo': -0.0323282328, 'Hatterene': -5.5741902215, 'Steelix': 1.7554185247, 'Ninetales': 2.1879842045, 'Runerigus': -0.3630773563, 'Glalie': -0.0010955818, 'Mudbray': 0.2168214097, 'Jirachi': 42.5755235538, 'Mareanie': -1.44498e-05, 'Hydreigon': -103.073456512, 'Golisopod': -0.7069896929, 'Gallade': 0.1222505685, 'Thievul': -0.0448109357, 'Weezing': -0.0645966385, 'Swoobat': -0.0502352762, 'Liepard': -0.0207403597, 'Snorlax': -22.8618577193, 'Machamp': -0.260327823, 'Boltund': 0.0913926013, 'Silvally-Rock': -0.0018868358, 'Cursola': -0.1914091474, 'Cobalion': 4.0523036567, 'Persian-Alola': -0.0874976692, 'Delibird': -0.009251582, 'Dottler': -0.000181044, 'Bisharp': -92.7300717842, 'Toxtricity': -2.2490057883, 'Kyurem': -1.3740527271, ""Sirfetch'd"": -1.4449702043, 'Togekiss': -29.8840811333, 'Oranguru': -0.0134042191, 'Venusaur': 34.1640906834, 'Blastoise': -1.4753874307, 'Cubchoo': -0.0023128955, 'Silvally-Steel': -0.159772223, 'Bulbasaur': -0.0041997313, 'Dracozolt': -2.4517887559, 'Boldore': -0.0006086567, 'Throh': -0.0058258145, 'Ferroseed': -0.0037944606, 'Inteleon': 0.1469577407, 'Magikarp': -6.08398e-05, 'Dusknoir': -0.2645338132, 'Basculin': -0.0030432836, 'Sylveon': -7.7168002486, 'Gardevoir': 0.1422367692, 'Togedemaru': -0.1712250096, 'Type: Null': -0.0498720972, 'Shiinotic': -0.2480407477, 'Trapinch': 0.5769037436, 'Stonjourner': -0.0442862856, 'Togetic': -0.0099819697, 'Quagsire': 31.7991994098, 'Phantump': 0.0, 'Gyarados': -21.3548502053, 'Pangoro': -0.2971590108, 'Ivysaur': -0.000547791, 'Whiscash': -0.0126571047, 'Vileplume': -0.2433878258, 'Charjabug': -0.0038954027, 'Vanilluxe': 2.2470269036, 'Braviary': -0.2256988832, 'Hawlucha': -25.8151887635, 'Whimsicott': -3.1174618318, 'Grimmsnarl': -46.681214748, 'Hattrem': -0.0987241185, 'Rotom-Frost': 0.0025685722, 'Gengar': 12.1763671765, 'Silvally-Psychic': 0.0043083292, 'Primarina': 19.2983667357, 'Pichu': -0.0003043284, 'Stunfisk-Galar': -0.0249549251, 'Rotom-Fan': -0.2675395516, 'Crustle': -0.023752671, 'Weavile': 1.2810039339, 'Gigalith': -3.5464300861, 'Keldeo': 2.4740982928, 'Manectric': -0.0354406325, 'Xatu': -11.9500501696, 'Silvally': -0.1995730901, 'Shuckle': -11.7641385359, 'Orbeetle': -0.6230165647, 'Seaking': -0.0043653474, 'Silvally-Electric': 0.0133834756, 'Silvally-Grass': -0.0084123517, 'Coalossal': -0.6058235865, 'Malamar': -1.7666264428, 'Dugtrio-Alola': 0.0163396438, 'Beheeyem': -0.0314066862, 'Dusclops': -0.0920845898, 'Tsareena': -0.596485773, 'Pikachu-Original': -0.0299240891, 'Drednaw': -0.352797458, 'Raichu-Alola': 0.214635231, 'Corsola': -0.0081692159, 'Frillish': 0.0, 'Drifblim': -0.063988146, 'Hitmonlee': -0.2401437608, 'Mimikyu': -41.5995071581, 'Duraludon': -0.954473153, 'Lampent': -6.08657e-05, 'Swinub': -0.0150338208, 'Musharna': -0.0187482087, 'Rhydon': -0.0357507808, 'Heatmor': -0.0459100145, ""Farfetch'd"": -0.0028606035, 'Slurpuff': -3.7970090295, ""Farfetch'd-Galar"": -0.0009129851, 'Ferrothorn': -0.3219523654, 'Eldegoss': 0.0137158962, 'Woobat': -0.0001124688, 'Koffing': 1.22e-07, 'Toxapex': -36.778704064, 'Dhelmise': -0.4350118352, 'Mr. Rime': -0.016294521, 'Drizzile': -0.0003043284, 'Mantine': 3.3942613286, 'Doublade': -0.1470998432, 'Bonsly': -0.0004260597, 'Leafeon': -0.2241407708, 'Arcanine': -1.784656198, 'Hippopotas': -0.0011772368, 'Noctowl': -0.0344835534, 'Cofagrigus': -0.0459216818, 'Gourgeist-Super': -0.0113849784, 'Roselia': -0.000121727, 'Rhyperior': 10.8621448419, 'Incineroar': -16.6126023932, 'Meowstic': -0.039780142, 'Mudsdale': -0.0437458178, 'Mamoswine': -13.9079907515, 'Cosmoem': -6.08459e-05, 'Morpeko': -0.0113170074, 'Tyrogue': 0.0, 'Decidueye': -0.013805341, 'Raboot': -0.0100428357, 'Cramorant': -0.3739213134, 'Meltan': 0.0401803478, 'Jolteon': 0.4219780725, 'Flapple': -0.1559709248, 'Rotom-Wash': -2.0271808012, 'Umbreon': -3.8874550781, 'Toxicroak': -1.2404990989, 'Grapploct': -0.0199841673, 'Rapidash-Galar': -0.0565046494, 'Gastrodon': 12.8781082742, 'Vaporeon': -3.8949373684, 'Virizion': -1.0944526687, 'Froslass': -0.1777845595, 'Snom': 0.0, 'Slowpoke-Galar': -0.0038333492, 'Klinklang': 0.0379610951, 'Dragapult': 18.3952848973, 'Terrakion': -11.8760521669, 'Dubwool': -0.1209171459, 'Conkeldurr': 8.501470601, 'Gastly': 0.0, 'Alcremie': 0.0113999243, 'Drapion': -0.194286789, 'empty': 0.0, 'Excadrill': -44.5429522494, 'Maractus': -0.2448489156, 'Gurdurr': -0.013512179, 'Arctovish': -0.0761895017, 'Timburr': -0.000182597, 'Sawk': -0.0340900246, 'Zeraora': -44.5674436189, 'Silvally-Dark': 9.3082e-06, 'Corviknight': -204.1010229721, 'Pancham': -6.08657e-05, 'Sableye': -12.3017891008, 'Bronzor': -8.79308e-05, 'Dugtrio': 86.6223547381, 'Golurk': -1.0815950403, 'Dwebble': -0.000182597, 'Persian': -0.0145468953, 'Ninjask': -0.0325688263, 'Tyranitar': -27.4354067827, 'Karrablast': 0.0, 'Flareon': -0.0460185511, 'Morelull': 0.0, 'Ditto': -13.4472511877, 'Charizard': 0.2316647299, 'Pikachu-Unova': -0.0096742422, 'Salazzle': 11.5798025969, 'Abomasnow': -0.0455320975, 'Jellicent': 2.4714464272, 'Ninetales-Alola': -8.0750077391, 'Flygon': -0.8014336871, 'Escavalier': -0.4031230408, 'Sliggoo': -0.000182597, 'Sandaconda': -1.2543557164, 'Vikavolt': -3.7508898648, 'Zigzagoon': 0.0, 'Onix': -0.0046590374, 'Clefairy': -7.8296208926, 'Bronzong': 1.2196734501, 'Barraskewda': -6.5413918732, 'Cottonee': -0.0269026266, 'Diglett': 1.5075711506, 'Diggersby': -1.0567586874, 'Pincurchin': -0.8255926222, 'Appletun': -0.2333944652, 'Kommo-o': -16.66680037, 'Feebas': -6.08657e-05, 'Scrafty': -0.2424733255, 'Wailmer': 0.0, 'Indeedee': 0.2567203545, 'Lucario': -3.7657073184, 'Cinccino': -0.6252050017, 'Charmeleon': 0.0060072689, 'Vullaby': -0.0006695224, 'Pyukumuku': -0.4052942357, 'Palpitoad': -0.0019473172, 'Shelmet': 0.234439381, 'Beartic': -0.3988847496, 'Cloyster': -45.6268107893, 'Obstagoon': -10.8087088097, 'Gourgeist-Large': -6.08657e-05, 'Silvally-Dragon': -0.0062082985, 'Arctozolt': -0.2793503213, 'Falinks': -0.059561316, 'Haxorus': -0.3851022101, 'Garbodor': -0.1519028875, 'Glaceon': -0.1338037372, 'Rotom-Heat': 12.9299400425, 'Mew': -15.2065915255, 'Silvally-Ice': -0.0012781791, 'Hippowdon': -64.3867115278, 'Centiskorch': 0.6610584864, 'Bellossom': -0.1368861785, 'Perrserker': -0.0408420204, 'Darumaka': -6.08657e-05, 'Lanturn': 0.4320515143, 'Silvally-Fire': -0.0141943044, 'Litwick': -6.08657e-05, 'Meowth': 0.0, 'Pelipper': 0.9796642374, 'Avalugg': -1.5170040942, 'Mr. Mime': -0.0325022471, 'Barbaracle': -0.3178455599, 'Wailord': -0.0026594612, 'Chandelure': -12.8545769358, 'Ribombee': -17.4010117117, 'Linoone-Galar': -0.0031858039, 'Haunter': -0.0106514924, 'Stunfisk': 0.0128495379, 'Aromatisse': -0.0331470862, 'Silvally-Fighting': -0.0004260592, 'Polteageist': -1.0002760816, 'Kingler': -0.1304382768, 'Lunatone': 0.7356836029, 'Roserade': 0.2996927087, 'Rapidash': 0.5035991479, 'Wooloo': -0.0001217313, 'Silvally-Poison': -0.0346759122, 'Natu': -6.08657e-05, 'Silvally-Ground': -0.0639084926, 'Passimian': -0.0845476942, 'Munchlax': 0.0140331489, 'Pupitar': 0.0, 'Indeedee-F': -0.6383881229, 'Accelgor': -0.1954096564, 'Shiftry': 0.8373778172, 'Ludicolo': 0.4274417279, 'Corsola-Galar': -1.2562046515, 'Espeon': -0.4307690223, 'Shedinja': 34.0739284029, 'Wishiwashi': -0.0014922832, 'Hitmontop': -0.6570882035, 'Dracovish': -24.5021541539}"
Weezing,7588,"{'sludgebomb': 0.524312944, 'venoshock': 0.0007632882, 'taunt': 0.1372175032, 'toxicspikes': 0.2294717923, 'thief': 0.0, 'rest': 0.0015149812, 'headbutt': 0.0, 'rollout': 0.0, 'smokescreen': 0.0, 'facade': 3.50141e-05, 'explosion': 0.0251982072, 'attract': 0.0, 'substitute': 1.42112e-05, '': 0.0037059292, 'curse': 7.5477e-06, 'uproar': 1.9e-09, 'thunder': 0.0, 'sleeptalk': 2.44e-08, 'spitup': 0.0, 'haze': 0.0910730021, 'hyperbeam': 2.47004e-05, 'gyroball': 4.20412e-05, 'shadowball': 0.0662157228, 'toxic': 0.4527801639, 'destinybond': 0.050660001, 'swagger': 0.0, 'flamethrower': 0.2686738656, 'thunderbolt': 0.1413945015, 'venomdrench': 6.5208e-06, 'belch': 0.0, 'willowisp': 0.8174188647, 'selfdestruct': 0.0001937509, 'grudge': 0.0, 'clearsmog': 0.1979648773, 'heatwave': 0.0004957502, 'poisongas': 4.726e-07, 'payback': 1.01724e-05, 'infestation': 0.0101675551, 'fireblast': 0.0744265793, 'memento': 0.000709172, 'protect': 0.1699757838, 'sludgewave': 0.1665156606, 'incinerate': 0.0, 'sunnyday': 0.0, 'darkpulse': 0.0016629782, 'sludge': 2.47004e-05, 'screech': 3.753e-07, 'raindance': 0.0, 'doublehit': 0.0, 'psybeam': 0.0, 'mimic': 1.4073e-05, 'stockpile': 0.0012880573, 'assurance': 8.41e-07, 'painsplit': 0.6849946502, 'swallow': 0.0}","{'neutralizinggas': 0.2573332998, 'levitate': 0.7724107697}","{'petayaberry': 0.0, 'blacksludge': 0.4603478551, 'rockyhelmet': 0.3794348581, 'payapaberry': 0.0, 'figyberry': 0.0, 'nothing': 0.0003052309, 'poisonbarb': 0.000530289, 'wikiberry': 3.676e-07, 'chestoberry': 0.0002555438, 'airballoon': 2.2439e-06, 'assaultvest': 0.0342923813, 'lifeorb': 1.65474e-05, 'stickybarb': 0.0, 'bindingband': 0.0, 'expertbelt': 2.31972e-05, 'aguavberry': 0.0001934026, 'weaknesspolicy': 0.0001158186, 'heatrock': 0.0, 'utilityumbrella': 0.0, 'damprock': 0.0, 'heavydutyboots': 0.0, 'blukberry': 0.0, 'choicespecs': 0.0262903672, 'leftovers': 0.0796910257, 'choicescarf': 1e-10, 'redcard': 0.0, 'quickclaw': 4.62e-08, 'focussash': 0.0015796999, 'enigmaberry': 0.0, 'silkscarf': 3.395e-05, 'eviolite': 0.0, 'ejectbutton': 0.0, 'iapapaberry': 1.2959e-06, 'sitrusberry': 8.085e-07, 'shucaberry': 0.0466291404, 'choiceband': 2e-10, 'normalgem': 0.0}","{'Escavalier': -0.0007906375, 'Mandibuzz': -0.0669146493, 'Gengar': 0.0267489828, 'Swoobat': 0.036722455, 'Bronzong': 0.0059326162, 'Salazzle': -0.0062143385, 'Raichu-Alola': -0.0014760431, 'Corsola': -7.48e-08, 'Frillish': 0.0, 'Duosion': 3.6791e-06, 'Liepard': -3.78938e-05, 'Mr. Mime-Galar': -4.1597e-05, 'Growlithe': -4.119e-07, 'Mawile': -2.20365e-05, 'Hitmonlee': 0.0003147734, 'Barraskewda': 0.0122364131, 'Mimikyu': -0.0674363378, 'Duraludon': -0.0024976963, 'Machamp': 0.0129077402, 'Butterfree': -0.0002734706, 'Raichu': -8.75048e-05, 'Wobbuffet': -7.8261e-06, 'Grapploct': -4.43238e-05, 'Noivern': 0.0468521885, 'Diggersby': -0.0120957746, 'Rhydon': -0.0001631112, 'Heatmor': 0.0002416579, ""Farfetch'd"": 9.1929e-06, 'Boltund': 0.0005180134, 'Slurpuff': -0.0060360928, ""Farfetch'd-Galar"": -1.5446e-06, 'Ferrothorn': 0.0078981188, 'Appletun': -0.0003018799, 'Cursola': -0.000388553, 'Cobalion': -0.0047953714, 'Kommo-o': -0.1753952748, 'Persian-Alola': 8.97099e-05, 'Scrafty': 0.0003267313, 'Milotic': 0.0119049035, 'Ditto': 0.292769931, 'Linoone': -0.0003954366, 'Koffing': 0.0, 'Toxapex': -0.1434113927, 'Dhelmise': 0.0062037261, 'Vikavolt': -0.008761118, 'Gallade': 0.0025200072, 'Skorupi': -9.268e-07, 'Lapras': 0.0234606169, 'Bisharp': -0.120425919, 'Toxtricity': 0.0209907889, 'Kyurem': -0.1492051994, 'Lucario': -0.0062356332, 'Silvally-Electric': -3.40845e-05, ""Sirfetch'd"": -0.0053491529, 'Steelix': -0.0008386708, 'Eiscue': -0.0004148087, 'Mantine': 0.0082360598, 'Frosmoth': -0.0003164173, 'Cinccino': -0.0007882773, 'Doublade': -0.0002673592, 'Chandelure': -0.039750655, 'Riolu': 2.15016e-05, 'Leafeon': -0.0001084275, 'Togekiss': 0.2532264919, 'Celebi': -0.0062783641, 'Arcanine': 0.0107915373, 'Vanilluxe': -0.0012895155, 'Pyukumuku': -0.0008372779, 'Necrozma': -0.0056400719, 'Cofagrigus': 0.0041760914, 'Snorlax': -0.0367792017, 'Carkol': -2.16e-06, 'Heliolisk': -0.0031297936, 'Blastoise': 0.0052790833, 'Durant': 0.0024410386, 'Incineroar': -0.0168845261, 'Meowstic': 4.78348e-05, 'Araquanid': -0.0016504016, 'Cloyster': -0.083007066, 'Inkay': 0.0, 'Obstagoon': -0.0018084239, 'Bulbasaur': -7.1052e-06, 'Silvally-Grass': -1.43134e-05, 'Dracozolt': -0.0078572045, 'Falinks': -0.0001018421, 'Haxorus': 0.0043459619, 'Rotom': -7.35237e-05, 'Glaceon': -0.0003048042, 'Ferroseed': -6.4874e-06, 'Inteleon': -0.000445464, 'Crawdaunt': 0.0058198205, 'Torracat': -3.089e-07, 'Mamoswine': 0.0059704503, 'Trubbish': -3.089e-07, 'Dusknoir': -0.0004564762, 'Coalossal': -0.0010315346, 'Mew': 0.0583444318, 'Persian': 0.0007605269, 'Slowpoke-Galar': -6.4874e-06, 'Hippowdon': -0.1953268698, 'Centiskorch': 0.0108181192, 'Bellossom': -0.0001891016, 'Morpeko': -0.0008729117, 'Skuntank': -1.49313e-05, 'Basculin': -5.1487e-06, 'Gothitelle': -9.9885e-06, 'Croagunk': 0.0, 'Vulpix': -6.178e-07, 'Weavile': 0.0409195203, 'Sylveon': 0.1184918412, 'Gardevoir': -0.0006268279, 'Decidueye': 0.0002849033, 'Lanturn': -0.0011453733, 'Silvally-Fire': -2.51257e-05, 'Mime Jr.': -1.03e-07, 'Cramorant': -0.0006254914, 'Togedemaru': 0.0096047058, 'Jolteon': 0.0001605937, 'Venusaur': 0.03021309, 'Seismitoad': -0.1060535949, 'Pikachu-Hoenn': -1.03e-07, 'Flapple': -0.0003490832, 'Meowth': 0.0, 'Musharna': -3.17045e-05, 'Maractus': 0.0037988768, 'Shiinotic': -0.0008114382, 'Pelipper': -0.0295596665, 'Avalugg': 0.0151271315, 'Rillaboom': 0.0003149069, 'Aegislash': 0.113740996, 'Silvally-Fairy': -0.0003598955, 'Umbreon': 0.0477413921, 'Togetic': 0.0036880328, 'Rhyperior': 0.0428328498, 'Greedent': 0.0002186235, 'Meltan': -0.0001213039, 'Pangoro': -0.0006590588, 'Toxicroak': -0.0016410877, 'Wailord': 0.0006072843, 'Ninetales': -0.0011848494, 'Cottonee': -4.55147e-05, 'Rapidash-Galar': 0.0001820809, 'Darmanitan': -0.005609569, 'Gyarados': -0.0149215603, 'Rotom-Fan': -0.0004561766, 'Turtonator': 0.0025483826, 'Vaporeon': 0.011163619, 'Virizion': -0.0027659147, 'Metapod': 4.72e-07, 'Froslass': -0.0005212945, 'Reuniclus': -0.0186333029, 'Ribombee': -0.029904848, 'Barbaracle': -0.0005567826, 'Klinklang': 0.0002443122, 'Perrserker': 8.58642e-05, 'Terrakion': -0.0091977323, 'Dubwool': -0.0002205161, 'Haunter': 7.8571e-05, 'Type: Null': -8.47339e-05, 'Ivysaur': -9.268e-07, 'Conkeldurr': 0.0394938245, 'Vileplume': -0.0011094447, 'Gastly': 0.0001419582, 'Drifblim': -0.0001141986, 'Stunfisk': 0.0020469425, 'Machoke': -4.119e-06, 'Rotom-Mow': -0.0054936064, 'Tranquill': 0.0, 'Hawlucha': 0.0467317528, 'Mudsdale': -0.0001893457, 'Eevee': -1.5446e-06, 'Drapion': -0.0005724591, 'Drampa': -0.0001045136, 'Aromatisse': -5.60486e-05, 'Torkoal': 0.0259704592, 'empty': 0.0, 'Excadrill': -0.1500275486, 'Polteageist': -0.0022969593, 'Bewear': 0.0205233909, 'Whimsicott': -0.0037360157, 'Gurdurr': -2.23884e-05, 'Grimmsnarl': -0.0648030334, 'Jirachi': 0.2393078076, 'Pincurchin': -0.0030719325, 'Arctovish': -0.0001300567, 'Oranguru': -3.94392e-05, 'Dragapult': -0.1313676549, 'Rotom-Frost': -0.0001031804, 'Sawk': -5.85924e-05, 'Rotom-Wash': -0.0037667876, 'Rotom-Heat': -0.1211926396, 'Lunatone': -0.0001460177, 'Roserade': 0.0494678765, 'Corviknight': -0.4121594866, 'Kirlia': -1.03e-07, 'Rapidash': -0.0002775706, 'Drifloon': -1.03e-07, 'Sableye': -0.0210150351, 'Silvally-Rock': -3.1922e-06, 'Dugtrio': -0.09695531, 'Hatterene': -0.065816771, 'Pikachu-Unova': -1.63726e-05, 'Primarina': 0.05508721, 'Braviary': -0.0001726694, 'Eldegoss': -0.000340322, 'Golurk': -0.0018519947, 'Keldeo': -0.0483332854, 'Gourgeist-Super': -8.80219e-05, 'Goodra': -0.000529063, 'Piloswine': -7.49599e-05, 'Vespiquen': -0.0003653532, 'Unfezant': -1.01945e-05, 'Stunky': 0.0, 'Ninjask': -7.40386e-05, 'Charmander': 0.0, 'Silvally-Ghost': -0.0002469326, 'Gastrodon': 0.0078074365, 'Dusclops': 0.0006832841, 'Gourgeist': -2.4714e-06, 'Stunfisk-Galar': -4.2218e-05, 'Silvally-Poison': -5.89014e-05, 'Golisopod': -0.0014978881, 'Gloom': -2.6773e-06, 'Flareon': -0.0001392214, 'Hydreigon': -0.1290196037, 'Copperajah': 0.0026662186, 'Tyranitar': -0.0380020917, 'Solrock': -0.0001395794, 'Gigalith': -0.0018033823, 'Alcremie': 0.0002675209, 'Manectric': 0.0001659086, 'Gourgeist-Small': -8.4438e-06, 'Stonjourner': -7.52627e-05, 'Passimian': -0.0001556498, 'Xatu': -0.0214759263, 'Delibird': -1.56134e-05, 'Nuzleaf': 7.685e-07, 'Octillery': -2.38901e-05, 'Ralts': -5.149e-07, 'Silvally': -0.0003390944, 'Charizard': -0.0007864804, 'Trevenant': -0.0001069466, 'Pikachu': -9.05145e-05, 'Noctowl': -6.01371e-05, 'Accelgor': -0.0003557212, 'Caterpie': -1.03e-07, 'Shuckle': -0.01960544, 'Galvantula': 0.0081729893, 'Abomasnow': -8.62926e-05, 'Seaking': 1.66699e-05, 'Crustle': -4.62349e-05, 'Garbodor': -0.000265674, 'Tsareena': -0.0013037117, 'Clefable': -0.4248642043, 'Sigilyph': -0.0025144282, 'Jellicent': -0.0027509349, 'Shiftry': -0.0004015545, 'Qwilfish': 0.0340513432, 'Jangmo-o': 0.0, 'Ninetales-Alola': 0.0206741941, 'Ludicolo': -0.0009237827, 'Snover': -1.03e-07, 'Throh': -2.23454e-05, 'Sudowoodo': -5.49883e-05, 'Flygon': 0.0327302908, 'Corsola-Galar': -0.0041092035, 'Hitmonchan': -2.57473e-05, 'Malamar': -0.0029897039, 'Dugtrio-Alola': 0.0010232789, 'Indeedee-F': -0.0010996637, 'Sandaconda': 0.0242609264, 'Espeon': 0.0627668887, 'Beheeyem': 0.0002683279, 'Pikachu-Original': -2.06171e-05, 'Indeedee': -0.0019846257, 'Runerigus': -0.0011489884, 'Onix': 0.0015209247, 'Dracovish': -0.120885363, 'Glalie': -1.0851e-06, 'Hattrem': -9.31904e-05, 'Mareanie': -1.03e-07, 'Mr. Mime': -5.49076e-05, 'Dewpider': -4.119e-07, 'Kingler': 0.0005703214, 'Thievul': -7.84664e-05, 'Silvally-Flying': -9.268e-07, 'Shedinja': -0.0062702145, 'Mr. Rime': -0.0002053312, 'Claydol': 0.0030315595, 'Wishiwashi': -1.39001e-05, 'Zeraora': -0.2487535729, 'Sneasel': -1.11212e-05, 'Cinderace': 0.2771091663, 'Hitmontop': -0.0009743131, 'Drednaw': -0.0008318873, 'Quagsire': 0.0823259496, 'Orbeetle': -0.0010570323}"
